SpX,cell_type_anno,n_cell,expected_n,std_resid,RoE,log2_RoE,enrichment,prop_SpX,prop_cell_type,n_donor,mean_log2_RoE,p_value,padj,sig_by_donor
WMtz~SpX8,Astro.2,2161,2261.7420793373008,-2.3644411090024855,0.9554680375467103,-0.06572048211803808,neutral,0.15025726602697817,0.04545932641942066,16,-0.06812425032089103,0.14385986328125003,0.1662164636560389,FALSE
WM~SpX2,Astro.2,712,2729.8199676457843,-43.964980022613986,0.2609584255483259,-1.9381081119726074,depleted,0.04950632735363649,0.01240958605664488,16,-1.7840173558078534,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Astro.2,257,1754.9828205068827,-39.10344976659476,0.14668329247770637,-2.769223540387617,depleted,0.017869559171186204,0.006967413110665293,16,-2.6114336228529687,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Astro.3,145,60.73577059603876,11.321553061545151,2.3760622032477885,1.248572605138022,enriched,0.20480225988700565,0.005591762755003664,16,0.9508713935142922,0.001332047360777073,0.0022114572688629076,TRUE
L1a~SpX6,Astro.3,93,51.91267669934067,5.930839128238988,1.7839195761046904,0.8350505761493046,enriched,0.13135593220338984,0.004195993502977802,16,0.5820988608115409,0.015785487984724417,0.021594547563103004,TRUE
L1b~SpX7,Astro.3,96,59.94644682561475,4.87289137064933,1.5964544661888582,0.6748714051846506,enriched,0.13559322033898305,0.0037508791122919435,16,0.36484146575946663,0.16407189181421777,0.18766751505171397,FALSE
WMtz~SpX8,Astro.3,137,111.34149577046371,2.651952380525512,1.2294184645222928,0.29797605804914934,neutral,0.19350282485875706,0.0028819656267749334,16,0.15804488040371314,0.4101983315130458,0.4290147687384149,FALSE
WM~SpX2,Astro.3,112,134.3841285699635,-2.1477387431505384,0.8340492035106042,-0.26179559902695065,neutral,0.15819209039548024,0.0019520697167755992,16,-0.363307663585602,0.20127970635570075,0.22643966965016335,FALSE
L5~SpX1,Astro.3,85,115.59728595105845,-3.1147729604033403,0.7364513244180666,-0.4413379210740815,neutral,0.12005649717514125,0.0017222514892409936,16,-0.740742697863001,0.01842118248582118,0.02480332444941277,TRUE
Inhib~SpX5,Astro.3,26,39.65824949798034,-2.234883065634419,0.6598893211551153,-0.5997040237656338,depleted,0.03672316384180791,0.001535553980628396,16,-0.861166243015395,0.033183431151094164,0.04250461967668241,TRUE
L2.3~SpX4,Astro.3,9,48.02929743713589,-5.839842273160588,0.1957580369323532,-2.3528565556753582,depleted,0.012711864406779662,4.388959328976885e-4,16,-1.8259467855689353,8.919013770591247e-4,0.0015886993278865658,TRUE
Vasc~SpX3,Astro.3,5,86.3946486524039,-9.356660858624785,0.06329503698209435,-3.981763808636568,depleted,0.007062146892655367,1.3555278425418857e-4,16,-2.611317640627748,7.265138800579516e-4,0.0013430689025936185,TRUE
L1a~SpX6,Astro.4,3194,488.33111132430633,128.61483745075017,6.534976858051626,2.7081821270944237,enriched,0.4795795795795796,0.1441075618119473,16,2.7777661760913213,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Astro.4,2524,1264.1218873954194,39.8086932248684,1.9962488591743346,0.9972915831586118,enriched,0.378978978978979,0.04399128540305011,16,0.6177498096969906,0.0033569335937500013,0.005102539062500002,TRUE
Vasc~SpX3,Astro.4,542,812.6954237641385,-10.247409225603915,0.6671213144423059,-0.5839789589199701,neutral,0.08138138138138139,0.014693921813154043,16,-0.6051465773854096,0.17535400390625003,0.19923943300975916,FALSE
WMtz~SpX8,Astro.4,197,1047.3649178408027,-28.94328702303821,0.18847849244439088,-2.407528190035995,depleted,0.02957957957957958,0.004144140353829649,16,-2.6418865188201033,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Astro.4,105,563.9030167494269,-20.425265059823836,0.18692316814252238,-2.4194827002674337,depleted,0.015765765765765764,0.0041025240290693136,16,-2.185428312017031,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Astro.4,63,571.3280115390087,-22.4913190157214,0.11104737564201712,-3.1707527964913087,depleted,0.00945945945945946,0.0024295245073464194,16,-3.281267229815306,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,Astro.4,13,373.0564147691371,-19.401640190784917,0.03613911973200402,-4.790294823963441,depleted,0.0019519519519519519,7.67776990314198e-4,16,-4.200907065075551,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Astro.4,7,451.8010182645834,-21.917160459145638,0.016581877327573716,-5.914248838076302,depleted,0.001051051051051051,3.413635033648688e-4,16,-4.879342650933658,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L5~SpX1,Astro.4,15,1087.3981983531771,-35.95072862851155,0.01424765664973374,-6.133131534905249,depleted,0.0022522522522522522,3.0392673339546945e-4,16,-5.806227614382548,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Astro.5,4201,2151.4431634351045,48.30628226650917,1.9524214539631375,0.9652645098232202,enriched,0.14317360779769614,0.1895415989893521,16,0.9040595319296594,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Astro.5,4850,2484.39073835761,52.205591817217304,1.9519972951430213,0.9649510537786409,enriched,0.1652920727966737,0.18949753848558257,16,0.9767682956909463,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,Astro.5,2100,1643.5767750985017,12.194467815970407,1.2776167340933045,0.35345511425761716,neutral,0.07156976347897212,0.12402551381998582,16,0.45548723182077294,1.5258789062500005e-4,3.4107881433823544e-4,TRUE
WMtz~SpX8,Astro.5,5398,4614.381594487212,13.22435100098196,1.1698024942717649,0.22626497033214593,neutral,0.18396837298071025,0.11355365294402255,16,0.12371939129447347,0.27444458007812506,0.30277434318296376,FALSE
L5~SpX1,Astro.5,5419,4790.756446858697,10.442557732550748,1.131122923623343,0.17775572125104383,neutral,0.18468407061549996,0.10979859788466993,16,0.2082666692497985,0.12973022460937503,0.1509106694435587,FALSE
L6~SpX9,Astro.5,2835,2517.1030802669056,6.974039877471142,1.1262696738118831,0.17155230742654862,neutral,0.09661918069661236,0.10932860283058887,16,0.1386070038737568,0.25222778320312506,0.28007110992035317,FALSE
L2.3~SpX4,Astro.5,1223,1990.5023240119228,-18.75104330240795,0.6145146016377393,-0.7024808036383603,depleted,0.04168086701656329,0.05964108065931922,16,-0.5348854561130664,5.798339843750002e-4,0.0011596679687500004,TRUE
WM~SpX2,Astro.5,2064,5569.349012005465,-54.917135820844614,0.3706563670846549,-1.4318458008674835,depleted,0.07034285324790403,0.03597385620915033,16,-1.315744819701988,9.155273437500004e-5,2.1895828780594417e-4,TRUE
Vasc~SpX3,Astro.5,1252,3580.496865478581,-43.70549535059449,0.34976294228970517,-1.5155506524173767,depleted,0.04266921136936814,0.03394241717724882,16,-1.3000261416417627,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Macro,1579,234.5346252964976,93.99191621974343,6.720286417405313,2.7485227217190076,enriched,0.8215400624349636,0.042807569267472756,16,2.443389158783457,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Macro,102,140.9267861809785,-3.417218041650457,0.7247566233233543,-0.46443148220318026,neutral,0.053069719042663895,0.0046020573903627505,16,-0.12857612536089874,0.7819519042968751,0.8006812912261415,FALSE
WMtz~SpX8,Macro,94,302.2575633768803,-13.090342662163975,0.31213093059004443,-1.6797767667945478,depleted,0.04890738813735692,0.0019774070723857207,16,-1.3107883227212953,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Macro,48,162.73597570456434,-9.43092122706619,0.2971158765135121,-1.7509023966297828,depleted,0.02497398543184183,0.0018754395561459717,16,-1.3349608523021745,0.002685546875000001,0.004193867722602741,TRUE
WM~SpX2,Macro,44,364.8111512873868,-18.72003092721512,0.12181396555560461,-3.0372485520961714,depleted,0.022892819979188347,7.66884531590414e-4,16,-2.0332108044225023,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L5~SpX1,Macro,32,313.81071129651747,-17.446842198107845,0.10340086682359304,-3.273679814874194,depleted,0.01664932362122789,6.483770312436682e-4,16,-2.448783184739181,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Macro,11,164.87874447116735,-12.573530316031732,0.06953735219585577,-3.846068055792799,depleted,0.005723204994797087,4.2420269175889863e-4,16,-2.680543923520739,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,Macro,7,107.65982420214438,-10.016863987687717,0.06934182868107236,-3.8501303060126557,depleted,0.0036420395421436005,4.1341837939995273e-4,16,-2.5844113904416224,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Macro,5,130.38461818386324,-11.409601913541113,0.042021744619934985,-4.572720130041742,depleted,0.0026014568158168575,2.4383107383204916e-4,16,-2.7577927561755087,6.103515625000003e-5,1.546223958333334e-4,TRUE
WM~SpX2,Micro.1,95,26.57313276807188,14.750675952556445,3.5274824239264206,1.8186388944519192,enriched,0.6785714285714286,0.0016557734204793028,16,0.5597606855878672,0.02065837724123902,0.027598300845717755,TRUE
L1a~SpX6,Micro.1,18,10.2652185563668,2.508420530825579,1.7184973907528027,0.7811476612238268,enriched,0.12857142857142856,8.121277747698972e-4,16,0.18556203128987192,0.4101169916790807,0.4290147687384149,FALSE
L1b~SpX7,Micro.1,7,11.85381716890687,-1.4738934088835403,0.6070998054655231,-0.719994383984925,depleted,0.05,2.7350160193795423e-4,16,-0.4924738458946014,0.04545875234381971,0.056329323556472244,FALSE
Vasc~SpX3,Micro.1,10,17.08368758663354,-1.829483259927148,0.5971443673727294,-0.7438483310460048,depleted,0.07142857142857142,2.7110556850837715e-4,16,-0.2706067396130761,0.19553885910399538,0.22070722710747992,FALSE
WMtz~SpX8,Micro.1,6,22.01667995461147,-3.719211610215525,0.2886748851563609,-1.7924824969652557,depleted,0.04285714285714286,1.2621747270547153e-4,16,-0.9847822274806391,0.00419259258389319,0.0062888888758397855,TRUE
Inhib~SpX5,Micro.1,1,7.842026736888768,-2.5152927280778807,0.17981241817014817,-2.475435435470861,depleted,0.007142857142857143,5.9059768485707536e-5,16,-0.6036248757176916,0.02065837724123902,0.027598300845717755,TRUE
L5~SpX1,Micro.1,3,22.85822038580252,-4.541798077146423,0.14984018226522738,-2.7385035353020166,depleted,0.02142857142857143,6.0785346679093895e-5,16,-1.0848619045718009,0.00419259258389319,0.0062888888758397855,TRUE
L2.3~SpX4,Micro.1,0,9.497318702258509,-3.192680069000613,0.05001341008435034,-4.321541213522358,depleted,0,0,16,-0.7353697579020283,0.0025261742685021692,0.00401837953408252,TRUE
L6~SpX9,Micro.1,0,12.009898140459642,-3.6253177899245053,0.03996835101181958,-4.644998137560399,depleted,0,0,16,-0.9280084039730667,0.0025261742685021692,0.00401837953408252,TRUE
WMtz~SpX8,Micro.2,2027,1360.7880831946645,19.960783924579612,1.4893981847265367,0.5747295043120865,neutral,0.23425401594822604,0.04264046952899846,16,0.5828922163154726,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Micro.2,941,634.4638297731566,12.826874114458441,1.4827616249202016,0.5682866826289324,neutral,0.1087484109557379,0.04245623533658185,16,0.48749647152408204,6.103515625000003e-5,1.546223958333334e-4,TRUE
L1b~SpX7,Micro.2,946,732.6505711610797,8.359127568468894,1.2910035635668153,0.36849298293253724,neutral,0.10932624523286721,0.036961787919043525,16,0.3230326698218823,0.021392822265625003,0.02813978928786058,TRUE
L5~SpX1,Micro.2,1493,1412.8012928453516,2.3666915953627385,1.0567456547026763,0.079628180074607,neutral,0.17254131515081475,0.030250840863962396,16,0.11656753829778531,0.21142578125000003,0.23552969767915313,FALSE
Inhib~SpX5,Micro.2,500,484.6932668164179,0.7260609599217078,1.0315477032152915,0.0448105392087085,neutral,0.057783427712931934,0.029529884242853768,16,0.023316474229924312,0.8999328613281251,0.9105829543615941,FALSE
L6~SpX9,Micro.2,703,742.2974900671234,-1.5305882544389435,0.9470952842563156,-0.07841851691406763,neutral,0.0812434993643823,0.027110408391500522,16,-0.10441502617027226,0.09344482421875001,0.1117417128769668,FALSE
L2.3~SpX4,Micro.2,398,587.0021337903063,-8.197999769281136,0.6782954087826927,-0.5600143672969589,neutral,0.04599560845949382,0.019408953477031112,16,-0.5670976911397543,0.0016784667968750007,0.0027205480783471575,TRUE
WM~SpX2,Micro.2,1093,1642.4094131580428,-15.281576731188593,0.6655875188505045,-0.5872997146855662,depleted,0.1263145729804692,0.019050108932461875,16,-0.4822217836379276,0.0013122558593750004,0.0021999583524816182,TRUE
Vasc~SpX3,Micro.2,552,1055.8939191938573,-16.7917114846356,0.5230056610148014,-0.9351015325952992,depleted,0.06379290419507685,0.01496502738166242,16,-0.792263584195151,4.2724609375000016e-4,8.697509765625003e-4,TRUE
WM~SpX2,Micro.3,649,234.98241690623564,30.067568990662703,2.7581677160151528,1.4637101855345114,enriched,0.524232633279483,0.011311546840958605,16,0.6748838147605004,0.005157470703125002,0.007570193049222105,TRUE
L1a~SpX6,Micro.3,220,90.77386123415785,14.118772269155134,2.415806639694139,1.2725049864850115,enriched,0.1777059773828756,0.009926006136076521,16,0.8744256162239233,0.010986328125000003,0.01533601721938776,TRUE
L1b~SpX7,Micro.3,70,104.82161182219076,-3.56226150951529,0.6693782859971954,-0.5791063427757711,neutral,0.05654281098546042,0.002735016019379542,16,-0.8150592992849071,0.015502929687500003,0.021293180534638557,TRUE
WMtz~SpX8,Micro.3,125,194.6903555986357,-5.451868061635617,0.6429620952075216,-0.6371944065845868,depleted,0.10096930533117932,0.00262953068136399,16,-0.5434393816125315,0.028991699218750007,0.03727504185267858,TRUE
Vasc~SpX3,Micro.3,78,151.0686088018023,-6.357613829220123,0.5179172694172447,-0.9492064304382204,depleted,0.0630048465266559,0.002114623434365342,16,-0.416020923050574,0.21142578125000003,0.23552969767915313,FALSE
Inhib~SpX5,Micro.3,22,69.34592214477354,-5.863819766659419,0.3221376325072063,-1.6342508869447867,depleted,0.017770597738287562,0.0012993149066855658,16,-1.3098904482341105,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Micro.3,32,106.20181355635026,-7.545978150144986,0.3045871379012357,-1.715073073869413,depleted,0.025848142164781908,0.0012340441942077052,16,-1.4925660761341801,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
L5~SpX1,Micro.3,33,202.13197741159658,-13.031892465008353,0.16532435022312922,-2.5966288635485832,depleted,0.02665589660743134,6.686388134700328e-4,16,-2.2715547828921574,3.051757812500001e-4,6.287356457078316e-4,TRUE
L2.3~SpX4,Micro.3,9,83.9834325242574,-8.49207794532835,0.11244808261397644,-3.152669033388273,depleted,0.007269789983844911,4.388959328976885e-4,16,-1.8249499146400303,3.051757812500001e-4,6.287356457078316e-4,TRUE
L1a~SpX6,Micro.4,24,8.432143814158444,5.570295591981893,2.7429025449819524,1.455703364304699,enriched,0.20869565217391303,0.0010828370330265296,16,0.6863540967872612,0.006946698165909236,0.009857970011373273,TRUE
WM~SpX2,Micro.4,49,21.827930488059046,6.462567808742303,2.2169542325686007,1.1485789871074013,enriched,0.4260869565217391,8.540305010893246e-4,16,0.34395080942973316,0.05164621830780406,0.0628576749511352,FALSE
WMtz~SpX8,Micro.4,17,18.085129962716564,-0.2780079899100121,0.9416130010985432,-0.08679385470333212,neutral,0.14782608695652175,3.5761617266550266e-4,16,-0.27819787222102516,0.3151744249895677,0.34547965816164156,FALSE
L6~SpX9,Micro.4,6,9.86527347252042,-1.2873128820403896,0.6270939225320276,-0.6732465570859603,depleted,0.05217391304347826,2.313832864139447e-4,16,-0.4513457586301261,0.03830052853435466,0.04840020819024726,TRUE
L1b~SpX7,Micro.4,4,9.737064103030644,-1.922071311765364,0.4395791561633176,-1.1858051162725558,depleted,0.034782608695652174,1.5628662967883097e-4,16,-0.6163887539230023,0.01005780036659996,0.014097408710562236,TRUE
Vasc~SpX3,Micro.4,5,14.033029089020408,-2.573946883778178,0.3784482895004461,-1.401831908488274,depleted,0.043478260869565216,1.3555278425418857e-4,16,-0.4430856945879957,0.006946698165909236,0.009857970011373273,TRUE
Inhib~SpX5,Micro.4,2,6.441664819587203,-1.8015514998894229,0.3601441534523222,-1.4733536109888403,depleted,0.017391304347826087,1.1811953697141507e-4,16,-0.4834511760272423,0.01203694810709478,0.016734293709863474,TRUE
L5~SpX1,Micro.4,6,18.776395316909213,-3.2239846677612443,0.33719997401683366,-1.5683236697751806,depleted,0.05217391304347826,1.2157069335818779e-4,16,-0.8741872368826774,0.0020976434034588984,0.0033839341697308642,TRUE
L2.3~SpX4,Micro.4,2,7.801368933998061,-2.1517014131699885,0.3011551492141626,-1.7314211682519378,depleted,0.017391304347826087,9.753242953281966e-5,16,-0.49797263115640783,0.006946698165909236,0.009857970011373273,TRUE
WMtz~SpX8,Micro.5,2467,1745.6081964013379,19.163529164904638,1.4131426707035812,0.49890712733206877,neutral,0.22225225225225226,0.05189641752739971,16,0.4743835683176309,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Micro.5,1273,939.8383612490447,11.573468925626,1.3542997419656675,0.43754708041154794,neutral,0.11468468468468468,0.049738219895287955,16,0.45497948314376174,1.5258789062500005e-4,3.4107881433823544e-4,TRUE
Inhib~SpX5,Micro.5,773,621.7606912818952,6.360545284767392,1.2430481482070521,0.3138821787992729,neutral,0.06963963963963964,0.045653201039451925,16,0.31372662016205866,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
L1a~SpX6,Micro.5,990,813.8851855405106,6.53392412173082,1.2162549338893012,0.2824456574899958,neutral,0.0891891891891892,0.04466702761234434,16,0.26386365070599044,0.03863525390625001,0.04840020819024726,TRUE
L5~SpX1,Micro.5,2108,1812.3303305886284,7.7360660441077655,1.1630983685689809,0.21797311731434843,neutral,0.1899099099099099,0.04271183693317664,16,0.21205376853880428,0.0010070800781250004,0.001766263521634616,TRUE
L6~SpX9,Micro.5,1089,952.2133525650145,4.723635312398912,1.1435758689292128,0.1935520824938003,neutral,0.0981081081081081,0.04199606648413096,16,0.17979433111010695,0.03863525390625001,0.04840020819024726,TRUE
L2.3~SpX4,Micro.5,727,753.001697107639,-0.9999585109931469,0.9654921850774218,-0.050663513179772045,neutral,0.06549549549549549,0.03545303813517995,16,0.027585852058627968,0.8999328613281251,0.9105829543615941,FALSE
WM~SpX2,Micro.5,1117,2106.869812325699,-24.411206366855463,0.5302818676930386,-0.9151686766681251,depleted,0.10063063063063063,0.019468409586056643,16,-0.7597252014401449,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Micro.5,556,1354.4923729402308,-23.59205163617623,0.41070341878931554,-1.283831138196489,depleted,0.05009009009009009,0.01507346960906577,16,-1.0415415113056208,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
L2.3~SpX4,OPC.1,5,1.695949768260448,2.627921628281338,2.504611025031279,1.324586565164129,enriched,0.2,2.4383107383204916e-4,16,0.0858936077766376,0.5293681061847979,0.5486178555006087,FALSE
Inhib~SpX5,OPC.1,4,1.4003619173015658,2.261143043856499,2.367969995099571,1.243650800478981,enriched,0.16,2.3623907394283014e-4,16,0.11375737077437102,0.5293681061847979,0.5486178555006087,FALSE
L5~SpX1,OPC.1,8,4.081825068893307,2.120228638361588,1.8551559416154417,0.8915404627163863,enriched,0.32,1.6209425781091706e-4,16,0.22057555996855555,0.2634941841411999,0.291634339729095,FALSE
L6~SpX9,OPC.1,2,2.1446246679392216,-0.10329053138948789,0.9453137264835703,-0.08113489092045562,neutral,0.08,7.712776213798157e-5,16,-0.06279546357729768,0.16219923411315051,0.18614811431777675,FALSE
L1a~SpX6,OPC.1,1,1.833074742208357,-0.6392160133862633,0.6429283952472884,-0.6372700254119731,depleted,0.04,4.511820970943873e-5,16,-0.15524680614456476,0.02532944368420582,0.03293790775664787,TRUE
L1b~SpX7,OPC.1,1,2.116753065876227,-0.8023266083843258,0.5732294802901935,-0.8028152878434893,depleted,0.04,3.907165741970774e-5,16,-0.21057129146529124,0.02532944368420582,0.03293790775664787,TRUE
WMtz~SpX8,OPC.1,2,3.931549991894905,-1.0611962900039693,0.5641367026373124,-0.825883293398728,depleted,0.08,4.207249090182384e-5,16,-0.32104653863370436,0.021097971724778376,0.027859097798742103,TRUE
Vasc~SpX3,OPC.1,1,3.0506584976131323,-1.253065467198519,0.4224568487812468,-1.2431241078798028,depleted,0.04,2.7110556850837715e-5,16,-0.3437418551084846,0.021097971724778376,0.027859097798742103,TRUE
WM~SpX2,OPC.1,1,4.745202280012836,-1.9101695732444588,0.2859756249469809,-1.8060359103548225,depleted,0.04,1.7429193899782134e-5,16,-0.3347633287267675,0.021097971724778376,0.027859097798742103,TRUE
Inhib~SpX5,OPC.2,907,417.86799612278725,24.937339125279834,2.1691429755866336,1.1171251490782694,enriched,0.12158176943699732,0.053567210016536734,16,0.9821876038146062,6.103515625000003e-5,1.546223958333334e-4,TRUE
L2.3~SpX4,OPC.2,723,506.0714108489177,10.113266328773163,1.428229040378633,0.5142273581636386,neutral,0.09691689008042896,0.03525797327611431,16,0.22293531991228413,0.11666870117187501,0.1375886062095905,FALSE
L1b~SpX7,OPC.2,887,631.6391148574661,10.75368477367912,1.4039631137208024,0.48950503225847386,neutral,0.11890080428954423,0.03465656013128077,16,0.42043845514811845,1.5258789062500005e-4,3.4107881433823544e-4,TRUE
L5~SpX1,OPC.2,1524,1218.0166005577628,9.705225366857327,1.2511113917546766,0.3232102444819592,neutral,0.20428954423592494,0.030878956112979698,16,0.2761418563276372,7.629394531250003e-4,0.0013732910156250007,TRUE
WMtz~SpX8,OPC.2,1163,1173.1745175814397,-0.3276517420561668,0.9913310569250442,-0.012561166209157286,neutral,0.1558981233243968,0.024465153459410565,16,-0.04320325232134699,0.34838867187500006,0.37705356259889244,FALSE
L6~SpX9,OPC.2,633,639.9560009130638,-0.291196836064619,0.9891389870605521,-0.015754841997232608,neutral,0.08485254691689008,0.024410936716671165,16,-0.24202840923178945,0.34838867187500006,0.37705356259889244,FALSE
L1a~SpX6,OPC.2,533,546.9895030749738,-0.6291799167201103,0.9744479063134512,-0.03734303337761879,neutral,0.07144772117962467,0.024048005775130842,16,-0.08211370842696523,0.40374755859375006,0.42486666165865394,FALSE
WM~SpX2,OPC.2,935,1415.96836035583,-14.37877992372306,0.6604453909334012,-0.5984888180278639,depleted,0.12533512064343164,0.016296296296296295,16,-0.6221045907751348,3.051757812500001e-4,6.287356457078316e-4,TRUE
Vasc~SpX3,OPC.2,155,910.3164956877587,-27.0531769904247,0.17072593737181027,-2.550245839831241,depleted,0.020777479892761394,0.004202136311879846,16,-2.279806638917765,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,OPC.3,5,2.2776970944061614,2.0040249886509938,1.980057512777805,0.9855423354535173,enriched,0.4166666666666667,8.714596949891067e-5,16,-0.02200675456271478,0.833935414088552,0.8488271179115617,FALSE
Inhib~SpX5,OPC.3,1,0.6721737203047515,0.41155601573664996,1.2796738009192166,0.35577610259114834,neutral,0.08333333333333333,5.9059768485707536e-5,16,0.016620145435288218,0.40167816646977295,0.4239936201625381,FALSE
L2.3~SpX4,OPC.3,1,0.8140558887650151,0.21346085219109343,1.1415039594775076,0.1909358637751925,neutral,0.08333333333333333,4.876621476640983e-5,16,0.013525564324025612,0.40167816646977295,0.4239936201625381,FALSE
L1a~SpX6,OPC.3,1,0.8798758762600114,0.1330343994543821,1.0870542965542456,0.1204240023828892,neutral,0.08333333333333333,4.511820970943873e-5,16,-0.04268949314005938,0.40167816646977295,0.4239936201625381,FALSE
L1b~SpX7,OPC.3,1,1.016041471620589,-0.01663444407334015,0.9894188437975636,-0.015346718541813307,neutral,0.08333333333333333,3.907165741970774e-5,16,-0.022356482283472007,0.40167816646977295,0.4239936201625381,FALSE
L6~SpX9,OPC.3,1,1.0294198406108264,-0.030326933179296446,0.9807640519433326,-0.028021994155492374,neutral,0.08333333333333333,3.8563881068990786e-5,16,-0.06829327340626427,0.40167816646977295,0.4239936201625381,FALSE
WMtz~SpX8,OPC.3,1,1.8871439961095544,-0.7034835228964523,0.6283659479464262,-0.670323093854112,depleted,0.08333333333333333,2.103624545091192e-5,16,-0.13208183324020079,0.2945073936801101,0.3238634361369699,FALSE
