xSpD,cell_type_anno,n_cell,expected_n,std_resid,RoE,log2_RoE,enrichment,prop_xSpD,prop_cell_type,n_donor,mean_log2_RoE,p_value,padj,sig_by_donor
xWMuf,Macro,44,266.3900304023766,-14.727841957587247,0.1667353401433152,-2.584368173851018,depleted,0.022892819979188347,0.0010502195913691045,16,-1.948270630279953,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Macro,52,336.9869491430103,-17.149987628794694,0.15556157099797388,-2.684442385321826,depleted,0.027055150884495317,9.811505877469387e-4,16,-1.6610544191533063,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xL1_inhib,Macro,9,102.07082198895722,-9.497237543341981,0.09261893212694318,-3.4325490665491927,depleted,0.004682622268470343,5.606428704914969e-4,16,-2.3685365960622278,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL6,Macro,11,140.49441740908233,-11.383864546093774,0.0815635130193404,-3.615932274812161,depleted,0.005723204994797087,4.978276611151339e-4,16,-2.5084483959833532,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL5,Macro,9,193.13531538744007,-14.014820605918532,0.04906129845680106,-4.3492707729929805,depleted,0.004682622268470343,2.962962962962963e-4,16,-3.0749743112864585,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xL2,Macro,3,135.66206054671346,-11.852160501572268,0.025704663883220586,-5.281826042389119,depleted,0.0015608740894901144,1.4060742407199101e-4,16,-3.002184969753361,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Micro.1,96,24.546395879303557,15.885143320031988,3.8528497459285265,1.9459259246347416,enriched,0.6857142857142857,0.0018113549312251175,16,0.6772469792770784,0.02065837724123902,0.02698500527136847,TRUE
xVasc_im,Micro.1,13,5.562874033591483,3.21855197898999,2.2266667466952077,1.1548856538300174,enriched,0.09285714285714286,0.0010823411872450254,16,0.5507086171043615,0.03098405009845664,0.0391278940820389,TRUE
xGL,Micro.1,11,11.396689813053504,-0.1226309867439604,0.966655446238647,-0.0489263464290249,neutral,0.07857142857142857,4.470272686633885e-4,16,-0.25851935409491517,0.4101169916790807,0.43189648003136816,FALSE
xWMuf,Micro.1,8,19.40406048716583,-2.7900466970918427,0.42704854145116844,-1.227528028482725,depleted,0.05714285714285714,1.9094901661256445e-4,16,-0.77009212374912,0.005355263589809519,0.0077725700713207595,TRUE
xLD_glia,Micro.1,8,21.35993568855263,-3.1408943112807295,0.3888392043372381,-1.3627544102761784,depleted,0.05714285714285714,1.7346429887898698e-4,16,-0.7522248677539096,0.03763288352014077,0.04667817599827549,TRUE
xVasc_adj,Micro.1,2,7.108863004045931,-1.9671649987524755,0.32856420186178303,-1.6057527923530732,depleted,0.014285714285714285,1.3030164831585118e-4,16,-0.49555488658064806,0.013471197018213178,0.01810598184441514,TRUE
xL1_inhib,Micro.1,1,7.434919395657654,-2.4258001657013555,0.1890378370851338,-2.403253067257309,depleted,0.007142857142857143,6.229365227683299e-5,16,-0.5692924175884768,0.0025261742685021692,0.0039997759251284345,TRUE
xL5,Micro.1,1,14.068129112508643,-3.674447348281908,0.10296449107607468,-3.279781207779105,depleted,0.007142857142857143,3.292181069958848e-5,16,-0.9642161560521596,0.005355263589809519,0.0077725700713207595,TRUE
xVasc_mural,Micro.1,0,9.002676335438453,-3.1025530730127286,0.05261675578019463,-4.24833389155814,depleted,0,0,16,-0.6549898475902978,0.0025261742685021692,0.0039997759251284345,TRUE
xL2,Micro.1,0,9.881731777596194,-3.261459620871523,0.04816152167203948,-4.375975214744712,depleted,0,0,16,-0.7577288098532142,0.0025261742685021692,0.0039997759251284345,TRUE
xL6,Micro.1,0,10.233724473086122,-3.3235372645107133,0.04658215340385403,-4.424078855652059,depleted,0,0,16,-0.8395869999087885,0.0025261742685021692,0.0039997759251284345,TRUE
xLD_glia,Micro.2,2001,1320.1965965217564,20.65177947563231,1.5154881183696822,0.5997825412437642,enriched,0.2312492777071536,0.04338775775710661,16,0.5959200673564105,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xGL,Micro.2,1023,704.3968353739426,12.708259234052074,1.4519855227567318,0.5380270687942743,neutral,0.11822489310065873,0.041573535985695124,16,0.47540317140341287,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMuf,Micro.2,1521,1199.3095385388995,10.154930348590048,1.26811793966303,0.3426889276968764,neutral,0.17577718710273893,0.03630418178346381,16,0.29765651176347757,0.0010070800781250004,0.0017837265790519076,TRUE
xVasc_adj,Micro.2,492,439.37851124292456,2.6143664861621927,1.1196273230269596,0.16301859952124229,neutral,0.05685889286952502,0.03205420548569939,16,0.1749326606857553,0.057678222656250014,0.06947981864643374,FALSE
xVasc_im,Micro.2,338,343.82535009047933,-0.32528514143052145,0.9830818437011722,-0.024616565822369447,neutral,0.039061597133941986,0.028140870868370662,16,0.0832082645875136,0.49542236328125006,0.5138624016167804,FALSE
xL1_inhib,Micro.2,451,459.5311252187549,-0.41495885050342063,0.9814553304090062,-0.027005487984440333,neutral,0.0521206517970646,0.02809443717685168,16,-0.04976413309664522,0.6321716308593751,0.6476660335765166,FALSE
xL6,Micro.2,599,632.517270468673,-1.4045017404653657,0.9470515702614914,-0.0784851072773344,neutral,0.06922454640009246,0.027108979000724114,16,-0.12945016864056355,0.46374511718750006,0.48461364746093755,FALSE
xL5,Micro.2,689,869.510865789552,-6.548906147320135,0.7925188375368912,-0.33548286752419143,neutral,0.0796255633884202,0.02268312757201646,16,-0.28577567513958535,0.005157470703125002,0.007537841796875002,TRUE
xWMd,Micro.2,1049,1517.1425967400978,-13.428637892214406,0.6915330409507021,-0.5321299109346813,neutral,0.12122963134173119,0.019792826279741126,16,-0.43225287252239614,0.009185791015625003,0.012547910603043305,TRUE
xL2,Micro.2,394,610.7616076538562,-9.230986443076802,0.6453865170989056,-0.6317646563834387,depleted,0.04553334103779036,0.01846644169478815,16,-0.6485127345168531,4.2724609375000016e-4,8.841033029084162e-4,TRUE
xVasc_mural,Micro.2,96,556.4297023610637,-20.4737652899114,0.17327141933873366,-2.5288943894876006,depleted,0.01109441812088293,0.004938779709846692,16,-2.2175012659391933,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Micro.3,658,217.0602721326986,33.024822570108896,3.0267474550608893,1.597768304986732,enriched,0.531502423263328,0.012415328591105492,16,0.8415230185476332,0.0033569335937500013,0.005139920301053115,TRUE
xGL,Micro.3,194,100.7792999182874,9.70858193591051,1.9204319160669898,0.9414308177645041,enriched,0.1567043618739903,0.007883935465517942,16,0.7093221517862287,0.018249511718750003,0.023988351881878932,TRUE
xVasc_im,Micro.3,58,49.191700382758974,1.2842268154688363,1.177258969795631,0.23543171489089207,neutral,0.046849757673667204,0.004828906835400882,16,0.413849025024059,0.25222778320312506,0.27965839092548084,FALSE
xWMuf,Micro.3,124,171.5873348793664,-3.922271101375189,0.723469859576097,-0.46699518088898406,neutral,0.10016155088852989,0.002959709757494749,16,-0.4964648735148706,0.007629394531250003,0.01063028971354167,TRUE
xVasc_adj,Micro.3,35,62.86265999292045,-3.6143763510827847,0.5602668827976357,-0.8358138770571912,depleted,0.02827140549273021,0.002280278845527396,16,-0.6729746045520592,0.08325195312500001,0.09886169433593751,FALSE
xL1_inhib,Micro.3,33,65.7459300844584,-4.158756623908464,0.5056914433428606,-0.98367072763684,depleted,0.02665589660743134,0.0020556905251354887,16,-1.0438873262329789,0.0033569335937500013,0.005139920301053115,TRUE
xLD_glia,Micro.3,77,188.88285987448683,-8.861490569729442,0.4092239395442808,-1.2890375498735807,depleted,0.062197092084006464,0.0016695938767102496,16,-1.3098917117419346,0.0033569335937500013,0.005139920301053115,TRUE
xL6,Micro.3,26,90.49536355486157,-7.056504014082388,0.2912236290371324,-1.7798006785276306,depleted,0.0210016155088853,0.0011766835626357713,16,-1.4726052603663544,3.051757812500001e-4,6.575436936211342e-4,TRUE
xVasc_mural,Micro.3,15,79.60938073766289,-7.501315404850404,0.19348545522725255,-2.369702975340368,depleted,0.012116316639741519,7.716843296635456e-4,16,-1.2751802676718411,4.2724609375000016e-4,8.841033029084162e-4,TRUE
xL2,Micro.3,11,87.38274243331492,-8.493143400505723,0.13085618042388875,-2.9339460294519206,depleted,0.008885298869143781,5.155605549306336e-4,16,-1.7357116458862132,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xL5,Micro.3,7,124.40245600918357,-11.1211592468609,0.06004685768107359,-4.0577674397064145,depleted,0.005654281098546042,2.3045267489711933e-4,16,-2.712513516158571,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xWMd,Micro.4,51,20.163110900856495,7.563706840604902,2.492364303085907,1.3175149591493434,enriched,0.4434782608695652,9.622823072133437e-4,16,0.38929588075410265,0.044553316911758484,0.05445405400326037,FALSE
xGL,Micro.4,19,9.361566632151092,3.287401546226156,1.9773734465703738,0.9835853640544406,enriched,0.16521739130434782,7.721380095094891e-4,16,0.3483884205644015,0.16725356331704194,0.18844202012540037,FALSE
xVasc_im,Micro.4,7,4.569503670450147,1.16050626767534,1.4794347706496556,0.565046088465032,neutral,0.06086956521739131,5.827991008242444e-4,16,0.16079521163689528,0.7536103503013608,0.7664455630802162,FALSE
xWMuf,Micro.4,17,15.939049685886218,0.28638095738589187,1.0645384212826283,0.09022802042769695,neutral,0.14782608695652175,4.0576666030169944e-4,16,-0.16308719994178444,0.6155185036753008,0.6337111688085609,FALSE
xVasc_adj,Micro.4,4,5.839423181894872,-0.7814394240830655,0.7098437619453789,-0.4944265754400494,neutral,0.034782608695652174,2.6060329663170237e-4,16,-0.21766892667985752,0.18740119200172056,0.21057445767935265,FALSE
xL6,Micro.4,5,8.406273674320744,-1.2205160686082202,0.6175422181173283,-0.695390325337444,depleted,0.043478260869565216,2.2628530050687907e-4,16,-0.4406631202735847,0.008373849066749973,0.011514042466781213,TRUE
xL1_inhib,Micro.4,2,6.107255217861645,-1.7082865874063062,0.37837194380529676,-1.4021229777575976,depleted,0.017391304347826087,1.2458730455366598e-4,16,-0.4589273018407256,0.014353894353493803,0.01923053794795003,TRUE
xL5,Micro.4,3,11.55596319956067,-2.6542672646679115,0.2903127640707748,-1.7843200911047126,depleted,0.02608695652173913,9.876543209876543e-5,16,-0.7879333314410357,0.0016962723599764763,0.0027589176905453974,TRUE
xL2,Micro.4,2,8.11713681731116,-2.22753363023476,0.2901195667425976,-1.7852804953508956,depleted,0.017391304347826087,9.373828271466067e-5,16,-0.5199380087186956,0.0047289220599091965,0.006984768272233372,TRUE
xLD_glia,Micro.4,4,17.545661458453946,-3.513551337871126,0.2493674177785188,-2.0036551192150567,depleted,0.034782608695652174,8.673214943949349e-5,16,-0.9386201272895442,0.0031726553216301855,0.004966928555960365,TRUE
xVasc_mural,Micro.4,1,7.395055561253015,-2.4315826487208927,0.18999232980216504,-2.395986918329794,depleted,0.008695652173913044,5.144562197756971e-5,16,-0.5106612284495534,0.008373849066749973,0.011514042466781213,TRUE
xLD_glia,Micro.5,2674,1693.5377581638156,26.369732599802283,1.5787723662658601,0.6588031726334277,enriched,0.2409009009009009,0.0579804419003014,16,0.6590554713309756,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xGL,Micro.5,1149,903.5946923206707,8.678786872666244,1.2714376157318346,0.346460676591701,neutral,0.10351351351351351,0.04669403015402122,16,0.33891684183737797,0.004180908203125002,0.00619723272661791,TRUE
xWMuf,Micro.5,1865,1538.464795768148,9.13919338599334,1.2121784755114346,0.2776021301465375,neutral,0.16801801801801802,0.04451498949780409,16,0.2099761717253103,0.004180908203125002,0.00619723272661791,TRUE
xL6,Micro.5,974,811.3881546518282,6.041501781154374,1.200288481136797,0.2633811894064534,neutral,0.08774774774774775,0.04408037653874004,16,0.19307620575072362,0.021392822265625003,0.02759938181182485,TRUE
xL1_inhib,Micro.5,701,589.4828949414283,4.8092714866429604,1.1890175223972261,0.24976997605018908,neutral,0.06315315315315315,0.043667850246059924,16,0.25375469196206923,5.798339843750002e-4,0.0011486758553021332,TRUE
xVasc_adj,Micro.5,632,563.6312810350703,3.011617908891406,1.121192923107342,0.16503454331985845,neutral,0.05693693693693694,0.04117532086780898,16,0.18664686467533387,0.15905761718750003,0.18116099178303818,FALSE
xL2,Micro.5,767,783.4801623665554,-0.6222520380529655,0.9789788528362661,-0.03065039873332632,neutral,0.0690990990990991,0.035948631421072366,16,0.06206988681079609,0.6321716308593751,0.6476660335765166,FALSE
xL5,Micro.5,955,1115.4016653488995,-5.159568493608583,0.8562582435982402,-0.22388212236064547,neutral,0.08603603603603603,0.031440329218106994,16,-0.23454344359684512,0.006286621093750002,0.008788654238085286,TRUE
xVasc_im,Micro.5,254,441.0564412347533,-9.2609162037081,0.5763702580995645,-0.7949322035095551,depleted,0.02288288288288288,0.021147281658479726,16,-0.5816344806479302,0.004180908203125002,0.00619723272661791,TRUE
xWMd,Micro.5,1035,1946.1785304304963,-23.173752977289446,0.5319316897027705,-0.91068710715846235,depleted,0.09324324324324325,0.019528670352270797,16,-0.691606309969566,5.798339843750002e-4,0.0011486758553021332,TRUE
xVasc_mural,Micro.5,94,713.7836237383344,-24.435069392067373,0.132300387212319,-2.918110810833321,depleted,0.008468468468468469,0.004835888465891553,16,-2.6983699420859413,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,OPC.1,6,1.7645949602850346,3.3073889590634815,2.870270451887729,1.521186681574924,enriched,0.24,2.8121484814398203e-4,16,0.1741314965080739,1,1,FALSE
xL5,OPC.1,6,2.512165912947972,2.3203089145704117,2.1579156619691395,1.1096384809350357,enriched,0.24,1.9753086419753085e-4,16,0.24942288735721913,0.2634941841411999,0.2913771665900041,FALSE
xL1_inhib,OPC.1,2,1.3276641777960096,0.5996661577396741,1.3678661705865263,0.4519270866010902,neutral,0.08,1.2458730455366598e-4,16,-0.01132557247501555,0.16219923411315051,0.18324129691701868,FALSE
xLD_glia,OPC.1,5,3.814274230098684,0.6595452437912436,1.2748378305739256,0.3503137365688437,neutral,0.2,1.0841518679936685e-4,16,-0.10753924626227593,0.40167816646977295,0.4272302126828629,FALSE
xL6,OPC.1,2,1.827450798765379,0.1325840143717399,1.0741365623394281,0.10317742468759226,neutral,0.08,9.051412020275162e-5,16,-0.028321927562477513,0.16219923411315051,0.18324129691701868,FALSE
xGL,OPC.1,2,2.0351231809024113,-0.02568942561761636,0.9861453750385776,-0.02012775417930945,neutral,0.08,8.127768521152518e-5,16,-0.07805378801482794,0.16219923411315051,0.18324129691701868,FALSE
