Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000160075,SSU72,124,0.03400,60,-1.1154,92,-0.4531,129,0.09433,138,0.24933,156,0.41799,136,0.18448
ENSG00000228594,FNDC10,19,-0.8752,17,-1.0901,30,-0.1765,24,-0.5342,45,0.57404,38,0.18781,52,0.72721
ENSG00000197530,MIB2,40,0.13615,19,-0.9935,19,-1.0469,37,-0.0126,33,-0.1972,47,0.41701,66,1.00823
ENSG00000215790,SLC35E2A,36,0.22930,4,-3.0546,12,-1.4931,38,0.33811,47,0.83328,35,0.18875,31,0.00991
ENSG00000078369,GNB1,251,-0.5643,229,-0.7079,341,-0.0711,404,0.21024,474,0.58272,371,0.07037,303,-0.2608
ENSG00000187730,GABRD,17,-1.8618,24,-1.4000,31,-1.0128,57,-0.0343,55,-0.1320,169,1.96447,61,0.07896
ENSG00000067606,PRKCZ,55,-1.5310,108,-0.4973,98,-0.6499,121,-0.3246,188,0.48420,214,0.63261,208,0.57868
ENSG00000162585,FAAP20,87,1.05293,27,-0.9132,57,0.30233,60,0.39726,38,-0.3893,35,-0.4685,36,-0.4230
ENSG00000157933,SKI,66,1.14678,22,-0.6676,51,0.67938,57,0.87391,17,-1.2008,30,-0.2109,13,-1.5341
ENSG00000157916,RER1,92,0.59454,47,-0.5302,47,-0.5058,60,-0.1286,91,0.67714,59,-0.1694,34,-1.0349
ENSG00000157870,PRXL2B,41,-0.5535,41,-0.5400,41,-0.5321,64,0.18344,85,0.82044,29,-1.0849,73,0.40125
ENSG00000158109,TPRG1L,92,-1.0273,65,-1.5501,98,-0.9294,147,-0.2903,294,1.10143,200,0.21094,218,0.35782
ENSG00000130764,LRRC47,68,-0.2002,42,-0.9636,25,-1.7383,50,-0.6806,105,0.62536,79,0.04993,142,1.06287
ENSG00000069424,KCNAB2,15,-3.9874,99,-1.2582,158,-0.5373,197,-0.1924,319,0.75578,404,1.04784,258,0.25708
ENSG00000116254,CHD5,13,-3.4677,101,-0.3755,95,-0.4815,193,0.70497,194,0.87301,113,-0.2000,119,-0.1130
ENSG00000116251,RPL22,1126,1.31957,750,0.57086,584,0.14537,611,0.21965,309,-0.9814,242,-1.2546,351,-0.6754
ENSG00000116237,ICMT,61,1.02684,32,-0.0983,20,-0.8139,25,-0.4776,46,0.62599,22,-0.6619,18,-1.0126
ENSG00000097021,ACOT7,27,-3.4163,141,-0.9628,124,-1.1597,146,-0.9124,503,1.49360,320,0.35336,310,0.29751
ENSG00000171680,PLEKHG5,0,-6.1554,20,-0.5419,4,-2.7557,39,0.51646,49,1.14984,40,0.55181,28,-0.0679
ENSG00000162408,NOL9,31,-0.0827,3,-3.5475,32,-0.0418,55,0.88503,41,0.45716,27,-0.3384,32,-0.0265
ENSG00000162413,KLHL21,92,1.51245,16,-1.4068,7,-2.5996,55,0.54219,45,0.25292,23,-0.8778,34,-0.2434
ENSG00000007923,DNAJC11,17,-1.2198,33,-0.1704,24,-0.6916,43,0.23884,54,0.79126,45,0.31563,26,-0.5793
ENSG00000171735,CAMTA1,160,0.12332,129,-0.2282,58,-1.4787,228,0.73131,146,-0.0288,195,0.45425,126,-0.2651
ENSG00000116288,PARK7,361,0.15982,245,-0.4707,250,-0.4392,281,-0.2471,349,0.12468,341,0.06784,444,0.51339
ENSG00000162426,SLC45A1,13,-1.6193,23,-0.7696,27,-0.5418,13,-1.6093,67,1.27639,52,0.55300,37,-0.0111
ENSG00000142599,RERE,77,-0.1235,65,-0.3877,70,-0.2909,161,1.14966,96,0.27687,48,-0.8794,54,-0.7031
ENSG00000074800,ENO1,536,-0.4982,441,-0.8028,471,-0.7016,821,0.19706,1095,0.84848,719,-0.0234,657,-0.1698
ENSG00000171603,CLSTN1,344,-0.7162,255,-1.1837,271,-1.0854,562,0.07178,827,0.90222,651,0.31750,570,0.09326
ENSG00000178585,CTNNBIP1,33,-0.4457,55,0.41305,26,-0.7781,22,-1.0243,44,0.02359,58,0.49508,63,0.63975
ENSG00000162441,LZIC,69,1.04488,60,0.80505,21,-0.8775,38,0.02419,23,-0.8399,30,-0.3860,35,-0.0933
ENSG00000130939,UBE4B,51,0.27344,39,-0.1681,18,-1.3847,44,0.03126,44,0.02405,69,0.79312,37,-0.2217
ENSG00000054523,KIF1B,347,0.23719,263,-0.2178,256,-0.2636,438,0.63967,296,-0.0312,288,-0.0687,222,-0.4913
ENSG00000142657,PGD,54,0.01243,21,-1.4830,51,-0.0867,47,-0.2103,52,-0.0794,72,0.49175,82,0.71419
ENSG00000241563,CORT,17,-2.1123,39,-0.9166,67,-0.0511,0,-7.5894,181,2.47521,30,-1.3075,39,-0.8887
ENSG00000160049,DFFA,67,1.32412,18,-0.8448,29,-0.1202,16,-1.0273,34,0.12818,31,-0.0334,23,-0.5009
ENSG00000120948,TARDBP,148,1.27339,56,-0.3969,60,-0.2799,121,0.90031,49,-0.6742,49,-0.6098,41,-0.8965
ENSG00000116649,SRM,53,-1.6378,60,-1.4462,97,-0.6995,63,-1.3725,190,0.46405,417,1.88636,136,-0.1715
ENSG00000198793,MTOR,29,-0.3418,19,-1.0114,18,-1.0380,34,-0.1105,51,0.70988,55,0.71552,31,-0.2421
ENSG00000116661,FBXO2,333,0.59160,287,0.33357,243,0.05330,226,-0.0646,174,-0.5544,226,-0.0636,217,-0.1255
ENSG00000132879,FBXO44,43,-1.4742,58,-1.0048,55,-1.1091,113,0.03235,175,0.97001,173,0.76671,92,-0.2918
ENSG00000011021,CLCN6,47,-0.3811,55,-0.1302,15,-2.0668,77,0.43458,93,0.95800,47,-0.3810,47,-0.3784
ENSG00000116685,KIAA2013,78,1.62337,5,-2.7216,27,-0.2377,27,-0.2843,29,-0.1708,33,0.08313,25,-0.3586
ENSG00000116688,MFN2,75,-0.4614,74,-0.4869,57,-0.9057,129,0.41593,128,0.48593,84,-0.2860,128,0.40898
ENSG00000048707,VPS13D,68,0.07194,97,0.68702,39,-0.8079,52,-0.3645,72,0.19430,90,0.55636,30,-1.2293
ENSG00000116731,PRDM2,61,0.23999,71,0.50790,31,-0.8261,70,0.48347,52,-0.0266,48,-0.1473,35,-0.6218
ENSG00000189337,KAZN,68,0.43054,37,-0.5703,26,-1.0678,35,-0.6526,61,0.30259,95,1.02976,36,-0.5926
ENSG00000142634,EFHD2,74,-0.2609,14,-2.7280,54,-0.7716,9,-3.3809,95,0.17196,97,0.17370,259,2.03857
ENSG00000116786,PLEKHM2,44,-0.4973,46,-0.4397,76,0.38371,70,0.24480,61,0.03763,51,-0.2780,73,0.31184
ENSG00000065526,SPEN,76,1.12506,89,1.42724,29,-0.4977,36,-0.1499,22,-1.0289,29,-0.4950,15,-1.5510
ENSG00000159363,ATP13A2,26,-2.8928,70,-1.4476,163,-0.1358,73,-1.3794,262,0.81386,330,1.08581,230,0.43752
ENSG00000117118,SDHB,70,-0.2502,53,-0.6868,86,0.10330,70,-0.2493,97,0.35816,80,-0.0315,97,0.29288
ENSG00000117115,PADI2,287,3.34889,100,0.87997,55,-0.1535,10,-2.6675,11,-2.7292,2,-5.0464,5,-3.6702
ENSG00000117154,IGSF21,22,-1.7495,34,-1.1381,44,-0.7126,163,1.53537,99,0.72426,45,-0.6716,49,-0.5687
ENSG00000127463,EMC1,29,-0.0944,21,-0.6074,20,-0.6627,40,0.45119,46,0.80331,28,-0.1270,16,-1.0005
ENSG00000053372,MRTO4,17,-1.1275,13,-1.5152,23,-0.7236,52,0.61261,47,0.54808,52,0.62763,35,-0.0178
ENSG00000053371,AKR7A2,94,1.06785,13,-2.0681,58,0.21257,43,-0.2711,57,0.22559,57,0.17289,28,-0.9340
ENSG00000077549,CAPZB,197,0.00572,116,-0.8431,119,-0.7987,208,0.09451,261,0.57449,228,0.24525,182,-0.1219
ENSG00000173436,MICOS10,217,-0.1796,209,-0.2409,317,0.45343,229,-0.0931,211,-0.2628,241,-0.0081,304,0.37857
ENSG00000158747,NBL1,53,-1.6708,81,-1.0120,111,-0.5263,198,0.41641,208,0.60560,194,0.38329,181,0.27016
ENSG00000162545,CAMK2N1,395,-0.5229,599,0.15182,487,-0.1886,1088,1.21302,545,-0.0049,231,-1.3560,482,-0.2059
ENSG00000158828,PINK1,197,-1.2295,269,-0.7468,325,-0.4491,315,-0.4975,572,0.58531,519,0.31893,661,0.74222
ENSG00000244038,DDOST,55,0.97733,17,-0.9380,15,-1.0991,26,-0.3187,40,0.47832,28,-0.1940,29,-0.0990
ENSG00000127483,HP1BP3,251,0.97963,84,-0.8451,101,-0.5474,162,0.21010,144,0.02256,125,-0.2132,129,-0.1648
ENSG00000075151,EIF4G3,95,-0.4377,132,0.09935,57,-1.2172,65,-1.0236,153,0.41555,165,0.47437,174,0.56980
ENSG00000076864,RAP1GAP,32,-2.7945,68,-1.6775,79,-1.4501,218,0.14101,338,1.12900,269,0.49317,260,0.43906
ENSG00000090686,USP48,62,0.30249,90,0.97850,50,-0.0337,27,-0.9943,54,0.09288,46,-0.1879,27,-0.9812
ENSG00000070831,CDC42,270,0.12743,155,-0.7670,148,-0.8368,189,-0.4543,311,0.43752,283,0.20528,333,0.48537
ENSG00000173372,C1QA,74,1.06143,55,0.51648,74,1.07266,11,-1.9390,37,-0.1448,17,-1.3139,15,-1.5121
ENSG00000173369,C1QB,113,1.21187,127,1.43558,67,0.28814,19,-1.6411,50,-0.2438,8,-2.9768,19,-1.6742
ENSG00000004487,KDM1A,54,0.31045,19,-1.3352,15,-1.6989,39,-0.2240,62,0.63580,61,0.49870,49,0.13544
ENSG00000169641,LUZP1,14,-1.9531,42,-0.3481,43,-0.3157,31,-0.8036,67,0.51685,90,0.95797,60,0.24462
ENSG00000125944,HNRNPR,135,0.33680,96,-0.2357,88,-0.3615,140,0.39614,125,0.23778,91,-0.3209,85,-0.4302
ENSG00000142676,RPL11,1344,1.50866,821,0.58623,656,0.20297,463,-0.3679,305,-1.1382,358,-0.7756,395,-0.6215
ENSG00000057757,PITHD1,88,-1.2028,81,-1.3370,152,-0.3498,162,-0.2557,275,0.77401,186,-0.0286,294,0.75704
ENSG00000011009,LYPLA2,78,0.73419,22,-1.3026,12,-2.1199,48,-0.0973,91,1.29623,36,-0.5551,26,-1.0419
ENSG00000189266,PNRC2,105,1.62521,31,-0.5023,30,-0.5597,42,-0.0023,41,-0.0847,31,-0.5257,20,-1.1650
ENSG00000188529,SRSF10,106,1.01279,48,-0.3120,45,-0.4387,67,0.20927,57,-0.0640,43,-0.4889,48,-0.3340
ENSG00000001461,NIPAL3,142,1.40377,55,-0.2463,38,-0.8205,64,-0.0172,63,-0.0536,26,-1.4012,65,0.00341
ENSG00000133226,SRRM1,104,1.39782,41,-0.2280,42,-0.1818,64,0.51631,25,-1.1199,36,-0.4069,40,-0.2681
ENSG00000169504,CLIC4,221,3.80585,19,-1.2050,54,0.46990,15,-1.5197,6,-2.9339,5,-3.1437,1,-4.8648
ENSG00000117614,SYF2,111,0.95409,61,-0.0630,61,-0.0597,76,0.29026,54,-0.3022,62,-0.0521,30,-1.1682
ENSG00000117616,RSRP1,198,1.79835,39,-1.0100,49,-0.6516,71,-0.0724,69,-0.1351,55,-0.4644,43,-0.8769
ENSG00000183726,TMEM50A,137,1.18828,39,-0.9269,45,-0.7078,127,1.03701,78,0.22251,28,-1.4117,26,-1.5528
ENSG00000117643,MAN1C1,32,0.13671,11,-1.5472,18,-0.7786,30,0.01718,40,0.61874,43,0.65967,21,-0.4991
ENSG00000162430,SELENON,91,1.43005,10,-2.0792,46,0.22550,56,0.53154,38,-0.1196,35,-0.2146,10,-2.1738
ENSG00000117640,MTFR1L,61,0.03806,19,-1.7985,57,-0.0866,73,0.31949,71,0.33225,66,0.15155,63,0.06746
ENSG00000117632,STMN1,835,0.12087,388,-1.0961,622,-0.3598,1005,0.43561,666,-0.2853,550,-0.5539,1474,1.12350
ENSG00000158008,EXTL1,0,-7.4500,33,-0.4740,26,-0.8421,46,0.07221,70,0.98995,58,0.47392,48,0.16005
ENSG00000142684,ZNF593,59,0.62109,36,-0.1788,44,0.14577,42,0.03652,36,-0.2329,38,-0.1164,34,-0.2668
ENSG00000142669,SH3BGRL3,269,-0.3354,186,-0.9221,305,-0.1367,139,-1.3611,436,0.55538,345,0.06846,534,0.82029
ENSG00000198830,HMGN2,411,1.84406,156,0.04824,89,-0.8449,169,0.18462,94,-0.8588,67,-1.2711,130,-0.2418
ENSG00000117713,ARID1A,81,0.77084,43,-0.2919,52,0.02655,57,0.16592,59,0.26213,35,-0.6293,26,-1.0573
ENSG00000090273,NUDC,193,0.37635,121,-0.3901,139,-0.1706,163,0.08800,163,0.10884,148,-0.0649,143,-0.1190
ENSG00000253368,TRNP1,6,-3.6336,45,-0.7335,72,0.03018,39,-0.9337,95,0.61010,99,0.57156,113,0.80981
ENSG00000186501,TMEM222,79,0.00188,67,-0.2755,55,-0.5977,74,-0.1159,109,0.64795,95,0.30501,46,-0.8497
ENSG00000126705,AHDC1,41,0.07169,12,-1.7919,4,-3.3193,95,1.58329,46,0.30536,28,-0.5749,43,0.14882
ENSG00000126709,IFI6,1034,2.21254,240,-0.4870,130,-1.4344,85,-2.0682,402,0.43082,50,-2.8417,250,-0.4207
ENSG00000117758,STX12,81,-0.4645,59,-0.9408,91,-0.2725,69,-0.7057,132,0.40512,96,-0.1951,202,1.09219
ENSG00000117748,RPA2,75,-0.3519,62,-0.6455,37,-1.4346,97,0.05826,149,0.98378,100,0.11568,78,-0.2898
ENSG00000126698,DNAJC8,125,0.25777,94,-0.2051,64,-0.8147,129,0.31113,123,0.28564,118,0.16168,78,-0.5046
ENSG00000130770,ATP5IF1,221,-1.4996,331,-0.8823,506,-0.2122,323,-0.9221,739,0.50302,822,0.60478,925,0.81450
ENSG00000198492,YTHDF2,44,-0.6951,20,-1.9146,45,-0.6703,75,0.15156,98,0.74577,101,0.67318,65,-0.0807
ENSG00000116350,SRSF4,61,0.68436,47,0.24441,37,-0.1432,54,0.48733,37,-0.1973,27,-0.6405,25,-0.7561
ENSG00000116353,MECR,14,-1.4326,21,-0.7694,13,-1.4941,22,-0.6799,61,1.24761,37,0.11394,46,0.48440
ENSG00000162511,LAPTM5,105,0.84569,113,0.97968,127,1.19148,36,-0.8965,32,-1.2171,44,-0.5939,24,-1.5414
ENSG00000162512,SDC3,120,0.28990,34,-1.6686,57,-0.9124,181,1.00661,141,0.68257,77,-0.4394,57,-0.9043
ENSG00000134644,PUM1,130,0.07171,100,-0.3505,56,-1.2521,166,0.47516,148,0.33208,99,-0.3755,152,0.32372
ENSG00000121766,ZCCHC17,58,-0.7159,27,-1.8525,45,-1.0956,228,1.68848,95,0.10018,87,-0.0562,87,-0.0678
ENSG00000121769,FABP3,30,-1.6345,39,-1.2517,28,-1.7562,42,-1.1431,160,1.32407,121,0.53871,120,0.53322
ENSG00000162517,PEF1,40,-1.0337,30,-1.4603,57,-0.4999,95,0.33190,113,0.77564,78,0.00403,95,0.33443
ENSG00000084636,COL16A1,135,2.37725,19,-1.1001,11,-1.8826,32,-0.3083,37,-0.0911,20,-1.0738,21,-0.9493
ENSG00000121753,ADGRB2,50,-2.3487,83,-1.5944,117,-1.0678,270,0.26395,397,1.17923,292,0.39828,237,0.04859
ENSG00000184007,PTP4A2,453,1.59537,278,0.67069,189,0.01077,97,-1.0374,111,-0.9287,104,-0.9404,156,-0.2990
ENSG00000121774,KHDRBS1,175,0.62154,97,-0.3543,60,-1.1163,163,0.50131,151,0.43968,103,-0.2620,69,-0.8919
ENSG00000025800,KPNA6,50,-0.0352,68,0.46205,29,-0.8795,26,-1.0360,76,0.81113,38,-0.4699,46,-0.1579
ENSG00000084623,EIF3I,66,-0.7253,74,-0.5543,85,-0.3226,102,-0.0316,142,0.63261,108,0.06558,113,0.13868
ENSG00000175130,MARCKSL1,537,2.78869,140,0.05738,95,-0.5563,181,0.49719,37,-2.1762,23,-2.6861,29,-2.3598
ENSG00000160058,BSDC1,68,0.30519,21,-1.5276,47,-0.2948,68,0.30027,74,0.53861,40,-0.5566,61,0.11644
ENSG00000176261,ZBTB8OS,56,0.48531,9,-2.3219,56,0.48116,39,-0.0912,46,0.20412,32,-0.4434,50,0.28830
ENSG00000162521,RBBP4,88,0.44712,44,-0.6615,34,-1.0914,85,0.38278,71,0.08867,81,0.30485,66,-0.0317
ENSG00000134684,YARS,36,-1.4517,42,-1.2033,41,-1.2583,59,-0.6993,134,0.79789,147,0.81494,137,0.68711
ENSG00000121905,HPCA,29,-2.8626,59,-1.8261,87,-1.2524,245,0.40935,311,1.02708,303,0.77898,191,-0.0055
ENSG00000134686,PHC2,95,1.00066,25,-1.1542,37,-0.5636,68,0.41240,58,0.17626,36,-0.6222,47,-0.1947
ENSG00000163866,SMIM12,17,-1.8635,30,-1.0770,43,-0.5122,57,-0.0353,79,0.58876,88,0.68972,77,0.45991
ENSG00000116544,DLGAP3,11,-2.0701,28,-0.6659,44,0.06295,69,0.81951,45,0.10982,49,0.21806,50,0.26214
ENSG00000116560,SFPQ,225,0.75612,158,0.14738,105,-0.5205,162,0.18489,121,-0.3284,130,-0.1777,135,-0.1109
ENSG00000146463,ZMYM4,69,0.86233,76,1.03412,8,-2.3860,40,-0.0547,32,-0.5038,53,0.40562,23,-0.9127
ENSG00000142687,KIAA0319L,28,-0.9361,53,0.05685,46,-0.1771,52,0.01868,77,0.83700,56,0.14523,22,-1.3546
ENSG00000020129,NCDN,151,-2.3434,257,-1.5550,292,-1.3597,1065,0.73582,1215,1.22760,707,0.03499,639,-0.1327
ENSG00000126067,PSMB2,90,-0.5161,41,-1.7038,49,-1.4519,137,0.16435,179,0.75569,170,0.52671,148,0.29046
ENSG00000142686,C1orf216,17,-2.6736,32,-1.7595,43,-1.3436,85,-0.2839,189,1.38552,112,0.17134,142,0.57272
ENSG00000054116,TRAPPC3,44,-0.4530,18,-1.7841,30,-1.0688,93,0.78199,70,0.34647,72,0.34140,73,0.34735
ENSG00000116871,MAP7D1,149,-0.3720,84,-1.2580,146,-0.4007,226,0.31581,209,0.20995,283,0.70181,193,0.04943
ENSG00000054118,THRAP3,87,0.88939,56,0.13895,11,-2.3687,62,0.29255,42,-0.3951,63,0.33719,51,-0.0145
ENSG00000181817,LSM10,31,-0.6297,8,-2.5839,52,0.20429,37,-0.3281,46,0.02392,79,0.94706,66,0.61624
ENSG00000116898,MRPS15,46,-0.1820,46,-0.1907,48,-0.1156,40,-0.4207,48,-0.1295,65,0.37861,72,0.55850
ENSG00000163875,MEAF6,78,-0.3650,33,-1.6696,51,-1.0410,120,0.33831,136,0.67857,105,0.11040,124,0.39092
ENSG00000185090,MANEAL,10,-2.0191,12,-1.7187,14,-1.5303,47,0.38387,55,0.82217,43,0.24309,61,0.84917
ENSG00000197982,C1orf122,361,0.67026,237,-0.0479,317,0.43993,219,-0.1767,185,-0.5065,216,-0.2004,230,-0.0918
ENSG00000183431,SF3A3,27,-0.2626,10,-1.8134,20,-0.7644,30,-0.1004,29,-0.2035,61,1.11999,51,0.78894
ENSG00000183520,UTP11,34,0.04930,22,-0.6126,22,-0.6045,29,-0.1957,46,0.71735,25,-0.4175,36,0.16833
ENSG00000185668,POU3F1,0,-8.1420,6,-3.3178,10,-2.6264,0,-9.0269,92,0.93813,204,2.41582,66,0.19042
ENSG00000116954,RRAGC,65,0.59994,22,-1.1156,29,-0.7061,31,-0.5794,61,0.61315,61,0.50638,31,-0.6022
ENSG00000174574,AKIRIN1,98,0.09013,30,-1.7256,40,-1.3339,88,-0.0811,121,0.53137,147,0.78020,98,0.08839
ENSG00000168653,NDUFS5,354,-0.8798,635,0.05683,495,-0.3510,496,-0.3466,592,-0.0702,755,0.34531,994,0.82778
ENSG00000127603,MACF1,355,1.14414,344,1.08040,148,-0.3577,155,-0.2852,121,-0.7676,132,-0.5396,103,-0.9338
ENSG00000090621,PABPC4,81,0.89878,39,-0.3254,58,0.31281,43,-0.1620,50,0.08478,23,-1.1665,39,-0.3247
ENSG00000116983,HPCAL4,70,-2.0921,195,-0.5318,237,-0.2191,460,0.91445,392,0.76174,188,-0.5887,235,-0.2332
ENSG00000131236,CAP1,104,-0.7497,114,-0.6042,107,-0.6990,141,-0.2673,201,0.38302,306,1.06908,153,-0.1335
ENSG00000131238,PPT1,167,0.25267,79,-0.9527,80,-0.9160,136,-0.0873,175,0.39850,158,0.16190,176,0.34802
ENSG00000084073,ZMPSTE24,85,1.19471,15,-1.6062,10,-2.2646,58,0.51795,48,0.22330,45,0.09070,33,-0.3965
ENSG00000084070,SMAP2,56,-1.1893,114,-0.0604,75,-0.7394,151,0.40915,159,0.59848,121,0.03320,113,-0.0763
ENSG00000117016,RIMS3,13,-1.8940,27,-0.8535,62,0.50336,69,0.68266,41,-0.2076,66,0.62673,48,0.06574
ENSG00000066136,NFYC,24,-0.4785,8,-2.1445,20,-0.7537,34,0.11222,52,0.99883,35,0.15160,33,0.02735
ENSG00000198815,FOXJ3,23,-1.6296,54,-0.3405,52,-0.4076,77,0.22895,89,0.58954,70,0.07823,79,0.29075
ENSG00000177181,RIMKLA,4,-3.1729,26,-0.3372,31,-0.0769,9,-1.9314,43,0.58265,70,1.36705,32,0.00255
ENSG00000127125,PPCS,66,0.30602,54,-0.0287,48,-0.2203,54,-0.0198,52,-0.0821,58,0.08969,54,-0.0280
ENSG00000065978,YBX1,231,1.90656,59,-0.5461,88,0.10333,84,0.03001,57,-0.6695,42,-1.0597,42,-1.0542
ENSG00000177868,SVBP,48,0.73108,19,-0.7521,32,0.03508,24,-0.3915,36,0.31184,18,-0.8727,35,0.17895
ENSG00000117394,SLC2A1,118,2.04794,28,-0.5173,21,-0.9652,43,0.14642,28,-0.6350,34,-0.2137,14,-1.5409
ENSG00000117395,EBNA1BP2,47,-0.8817,21,-2.1159,81,-0.0279,79,-0.0604,104,0.47271,117,0.60480,104,0.39347
ENSG00000142949,PTPRF,158,1.03369,63,-0.5253,52,-0.8078,108,0.35595,90,0.05591,85,-0.0424,52,-0.8328
ENSG00000126091,ST3GAL3,34,-0.2085,29,-0.4459,29,-0.4725,36,-0.1090,44,0.24017,54,0.56994,39,0.03002
ENSG00000117408,IPO13,151,1.57835,37,-0.8513,54,-0.2355,64,0.03759,68,0.16982,47,-0.4755,12,-2.4418
ENSG00000117410,ATP6V0B,314,-0.6931,161,-1.7147,354,-0.5026,405,-0.2869,839,1.20283,472,-0.0380,481,-0.0081
ENSG00000117411,B4GALT2,57,0.24999,38,-0.4070,72,0.65038,63,0.41837,45,-0.1563,39,-0.3487,32,-0.6592
ENSG00000178028,DMAP1,25,-1.0195,24,-1.0578,49,0.05910,84,0.99551,63,0.58164,48,0.01500,22,-1.1684
ENSG00000117419,ERI3,116,-0.6043,71,-1.3697,117,-0.5875,121,-0.5372,264,0.93772,155,-0.1416,245,0.62900
ENSG00000187147,RNF220,195,1.03623,41,-1.5030,96,-0.1787,100,-0.1146,100,-0.1419,122,0.20720,106,-0.0237
ENSG00000142937,RPS8,1662,1.54974,829,0.27259,750,0.10378,886,0.38605,413,-0.9546,237,-1.6971,443,-0.7442
ENSG00000070785,EIF2B3,35,0.21204,8,-2.0899,9,-1.8831,35,0.19079,40,0.52445,53,0.91247,28,-0.1785
ENSG00000126088,UROD,50,-0.7920,23,-1.9769,75,-0.1377,107,0.44298,105,0.48596,125,0.71345,68,-0.3125
ENSG00000117450,PRDX1,692,1.33341,199,-0.7893,243,-0.4781,366,0.18996,266,-0.3796,274,-0.2826,305,-0.1120
ENSG00000117448,AKR1A1,90,0.96890,28,-0.9409,23,-1.2568,35,-0.5938,67,0.51510,59,0.22289,43,-0.3028
ENSG00000132780,NASP,84,1.71851,42,0.42099,31,-0.0773,21,-0.6649,18,-1.0478,31,-0.0814,15,-1.1637
ENSG00000159592,GPBP1L1,73,1.41810,12,-1.4984,38,0.25028,29,-0.1767,31,-0.1185,9,-1.9159,38,0.26783
ENSG00000085998,POMGNT1,63,0.10466,58,-0.0430,58,-0.0345,38,-0.7060,82,0.64226,66,0.17830,29,-1.1424
ENSG00000132128,LRRC41,35,-0.2609,5,-3.1024,33,-0.3294,51,0.38081,73,1.29291,34,-0.2895,21,-1.0633
ENSG00000173660,UQCRH,263,-1.2717,291,-1.1147,626,0.10239,398,-0.6297,715,0.38798,676,0.23094,1025,0.95995
ENSG00000117480,FAAH,56,0.42762,37,-0.2621,35,-0.3414,51,0.25568,65,0.85981,29,-0.6276,8,-2.5513
ENSG00000123472,ATPAF1,145,0.31131,86,-0.5425,94,-0.3913,115,-0.0784,153,0.47793,120,0.00053,97,-0.3526
ENSG00000159658,EFCAB14,172,1.90325,33,-0.9660,49,-0.3494,65,0.08694,44,-0.6010,58,-0.0855,25,-1.3750
ENSG00000162368,CMPK1,135,0.53030,54,-0.9447,63,-0.7286,82,-0.2998,97,-0.0274,125,0.39774,136,0.53694
ENSG00000162374,ELAVL4,14,-3.5609,84,-0.9062,74,-1.1162,96,-0.7082,202,0.62199,318,1.34606,202,0.51471
ENSG00000185104,FAF1,37,-0.0240,26,-0.5588,30,-0.3654,40,0.11968,43,0.27626,44,0.29423,35,-0.1005
