Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000097021,ACOT7,70,-2.0725,297,0.18193,356,0.64540,149,-0.9463,188,-0.5926
ENSG00000215788,TNFRSF25,1,-3.2009,17,0.72342,12,-0.1016,14,0.12427,8,-0.6996
ENSG00000171680,PLEKHG5,1,-4.5962,34,0.96123,19,-0.3592,15,-0.6286,25,0.15700
ENSG00000162408,NOL9,20,-0.4705,30,0.26537,26,-0.0637,33,0.30653,18,-0.5979
ENSG00000162413,KLHL21,36,0.36482,33,0.32452,26,-0.2127,26,-0.1467,17,-0.7608
ENSG00000116273,PHF13,14,-0.2974,19,0.23001,18,0.17923,15,-0.1913,9,-0.9225
ENSG00000041988,THAP3,27,0.33412,23,0.14584,21,-0.1015,23,0.10146,13,-0.7446
ENSG00000007923,DNAJC11,13,-1.1256,25,-0.1541,34,0.58140,19,-0.5295,27,0.00455
ENSG00000171735,CAMTA1,88,-1.0870,165,-0.1690,224,0.56335,171,-0.0604,142,-0.3502
ENSG00000049245,VAMP3,158,2.99054,14,-1.5124,21,-0.8541,37,0.24610,15,-1.1163
ENSG00000049246,PER3,24,0.16413,28,0.65130,14,-0.8234,28,0.38458,16,-0.4848
ENSG00000116288,PARK7,284,-0.4792,394,0.04135,394,0.04333,467,0.30327,350,-0.1568
ENSG00000116285,ERRFI1,16,-0.1920,16,-0.2565,24,0.67249,8,-1.2463,16,-0.2243
ENSG00000162426,SLC45A1,14,-0.9532,32,0.40945,30,0.25710,13,-1.1565,21,-0.3947
ENSG00000142599,RERE,77,-0.3738,108,0.24395,95,-0.0521,111,0.20850,70,-0.5040
ENSG00000074800,ENO1,431,-0.5469,534,-0.2953,686,0.26991,900,0.62586,515,-0.2692
ENSG00000171612,SLC25A33,14,-1.3706,34,-0.0312,26,-0.6115,91,1.62234,37,0.09563
ENSG00000188807,TMEM201,12,0.18592,11,0.20119,10,0.04171,10,-0.0763,5,-1.1057
ENSG00000171608,PIK3CD,1,-2.5716,7,-0.5558,15,1.16818,10,0.11493,4,-1.1320
ENSG00000171603,CLSTN1,155,-2.1875,712,0.18797,845,0.62347,437,-0.6332,400,-0.7675
ENSG00000178585,CTNNBIP1,51,0.46419,33,-0.3164,40,0.11009,41,0.14648,35,-0.1420
ENSG00000162441,LZIC,72,1.36790,22,-0.7282,32,0.00778,29,-0.1494,32,-0.0019
ENSG00000130939,UBE4B,26,-0.5068,25,-0.7438,50,0.79881,38,0.10317,33,-0.1189
ENSG00000054523,KIF1B,274,0.17076,209,-0.3537,277,0.27916,298,0.30676,190,-0.4038
ENSG00000142657,PGD,36,-0.4266,37,-0.5071,68,0.91208,33,-0.5566,32,-0.5927
ENSG00000175279,CENPS,6,-0.6991,13,0.89714,7,-0.5605,8,-0.2130,7,-0.4603
ENSG00000241563,CORT,3,-5.1892,72,-0.9812,224,2.02567,26,-2.2393,67,-0.8476
ENSG00000160049,DFFA,60,0.92308,26,-0.5817,32,-0.1295,53,0.73089,29,-0.2245
ENSG00000142655,PEX14,24,0.06375,23,-0.0412,27,0.36687,14,-0.7932,17,-0.4205
ENSG00000120948,TARDBP,62,0.30005,54,0.10034,52,0.03272,51,-0.0155,29,-0.8787
ENSG00000116649,SRM,47,-0.9849,103,0.33468,86,-0.0897,99,0.16319,82,-0.1432
ENSG00000171824,EXOSC10,24,0.27549,19,-0.1144,20,-0.0347,23,0.18422,20,-0.0798
ENSG00000198793,MTOR,16,-1.2590,34,-0.1525,46,0.56778,27,-0.4252,37,0.02701
ENSG00000120942,UBIAD1,27,1.60763,8,-0.5098,8,-0.4624,15,0.59087,6,-0.7532
ENSG00000116661,FBXO2,172,-0.1915,210,0.18091,158,-0.4455,279,0.58396,215,0.15894
ENSG00000132879,FBXO44,34,-1.9053,142,0.40267,141,0.37817,67,-0.9046,88,-0.4826
ENSG00000116670,MAD2L2,43,1.17504,22,0.10950,14,-0.7584,24,0.17421,19,-0.1912
ENSG00000177674,AGTRAP,30,2.15473,3,-1.8831,5,-1.0857,23,1.67748,10,0.20417
ENSG00000177000,MTHFR,11,-0.2876,12,-0.1595,16,0.44089,9,-0.6268,13,-0.0485
ENSG00000011021,CLCN6,26,-0.8602,49,0.15915,49,0.16753,42,-0.1496,43,-0.1126
ENSG00000175206,NPPA,2,-2.2642,21,2.06709,5,-1.3699,3,-1.8557,8,-0.4949
ENSG00000116685,KIAA2013,47,0.59172,31,-0.1332,36,0.21851,30,-0.1263,15,-1.1466
ENSG00000083444,PLOD1,29,0.60063,14,-0.8043,25,0.53496,29,0.55015,9,-1.2212
ENSG00000116688,MFN2,59,-0.5243,79,-0.1071,104,0.57274,67,-0.3173,49,-0.7909
ENSG00000116691,MIIP,17,0.20918,14,-0.1102,16,0.23268,14,-0.1050,10,-0.5618
ENSG00000048707,VPS13D,41,-0.2941,56,0.30595,54,0.18464,33,-0.6096,30,-0.7704
ENSG00000162496,DHRS3,20,0.80191,8,-0.8154,9,-0.6185,33,1.69658,12,-0.0087
ENSG00000116731,PRDM2,62,-0.3673,78,-0.0086,95,0.47387,47,-0.7931,59,-0.4372
ENSG00000189337,KAZN,76,0.68853,33,-0.8384,64,0.61013,44,-0.2014,40,-0.3416
ENSG00000142634,EFHD2,24,-2.7353,67,-1.5094,292,2.17574,87,-0.8203,70,-1.1321
ENSG00000132906,CASP9,12,0.56699,7,-0.2792,9,0.25173,7,-0.3264,6,-0.3642
ENSG00000116138,DNAJC16,16,-0.5569,22,-0.1591,27,0.36040,25,0.11704,20,-0.2646
ENSG00000197312,DDI2,14,-0.6050,21,0.01854,27,0.56027,13,-0.7287,13,-0.7130
ENSG00000116786,PLEKHM2,39,-0.7374,58,-0.1678,66,0.14668,69,0.15811,81,0.42534
ENSG00000065526,SPEN,61,0.97740,32,-0.0854,29,-0.2988,38,0.18093,24,-0.4906
ENSG00000116809,ZBTB17,23,0.73138,14,-0.0125,13,-0.1753,15,0.03536,10,-0.4771
ENSG00000185519,FAM131C,3,-2.1960,16,0.11496,18,0.36317,15,-0.0101,14,-0.1549
ENSG00000037637,FBXO42,14,-0.5125,19,-0.1031,23,0.35692,21,0.12191,14,-0.4888
ENSG00000055070,SZRD1,49,1.45927,19,-0.1718,14,-0.8184,26,0.35928,20,-0.0271
ENSG00000157191,NECAP2,38,1.80281,8,-0.8834,9,-0.6538,27,1.17241,8,-0.7951
ENSG00000219481,NBPF1,25,1.47369,8,-0.4632,8,-0.5632,18,0.90324,6,-0.8325
ENSG00000058453,CROCC,7,-0.5641,12,0.31159,11,0.08450,10,-0.1890,7,-0.5537
ENSG00000238142,BX284668.5,8,-0.0776,6,-0.6954,8,-0.0788,21,1.44097,8,-0.0515
ENSG00000159363,ATP13A2,39,-1.7192,118,-0.0727,158,0.64921,93,-0.4246,102,-0.2714
ENSG00000117118,SDHB,68,-0.4823,96,0.05452,106,0.30398,73,-0.3902,78,-0.2770
ENSG00000117115,PADI2,243,3.23351,22,-1.3683,16,-1.8712,67,0.63829,32,-0.5408
ENSG00000179051,RCC2,26,1.17346,16,0.52074,8,-0.8396,7,-0.9173,10,-0.3412
ENSG00000074964,ARHGEF10L,18,0.26425,14,-0.1368,15,0.02800,17,0.25012,12,-0.2743
ENSG00000117154,IGSF21,18,-2.2718,81,-0.0564,117,0.84836,65,-0.3910,43,-1.0157
ENSG00000159423,ALDH4A1,41,0.70985,19,-0.6434,20,-0.6110,64,1.48635,29,0.15955
ENSG00000169991,IFFO2,10,0.10484,7,-0.4565,12,0.59157,11,0.22583,4,-1.2067
ENSG00000127463,EMC1,19,-0.7018,29,-0.0677,38,0.58247,25,-0.2806,17,-0.8642
ENSG00000053372,MRTO4,21,-0.7892,34,-0.0482,41,0.39760,31,-0.1416,29,-0.2658
ENSG00000053371,AKR7A2,63,0.48856,42,-0.2148,43,-0.1964,77,0.82536,32,-0.5539
ENSG00000040487,SLC66A1,6,-0.8242,6,-0.8434,14,0.83421,14,0.51238,8,-0.2919
ENSG00000077549,CAPZB,136,-0.5710,207,0.11549,218,0.24219,186,-0.0842,141,-0.5225
ENSG00000173436,MICOS10,313,-0.0282,348,0.20418,290,-0.2107,315,-0.0223,328,0.04532
ENSG00000158747,NBL1,74,-1.5115,221,0.23964,214,0.16777,192,-0.0613,186,-0.1093
ENSG00000169914,OTUD3,10,-0.4296,11,-0.2952,18,0.83958,5,-1.3650,10,-0.4051
ENSG00000162545,CAMK2N1,879,-0.5277,1754,0.91026,831,-0.8135,936,-0.4307,1394,0.19780
ENSG00000090432,MUL1,28,0.16978,23,-0.1799,29,0.33601,22,-0.1917,18,-0.5474
ENSG00000183114,FAM43B,3,-2.2109,10,-0.7549,23,1.20486,14,-0.0649,11,-0.4055
ENSG00000158828,PINK1,215,-0.8819,370,-0.0649,481,0.57151,255,-0.6236,314,-0.3009
ENSG00000244038,DDOST,22,-0.2138,27,0.14193,25,0.00307,28,0.15740,19,-0.4218
ENSG00000117245,KIF17,3,-2.6733,22,-0.0059,32,0.91630,10,-1.1932,15,-0.6193
ENSG00000189410,SH2D5,3,-3.6523,38,0.24259,43,0.56308,21,-0.7241,28,-0.3257
ENSG00000127483,HP1BP3,174,0.26545,133,-0.2290,168,0.30248,151,0.03147,95,-0.6779
ENSG00000075151,EIF4G3,63,-0.9928,121,0.01324,152,0.55804,92,-0.4249,80,-0.6434
ENSG00000117298,ECE1,35,1.38438,10,-0.8199,10,-0.7451,40,1.66821,9,-0.8365
ENSG00000162551,ALPL,4,-1.4165,6,-1.0765,14,0.64965,21,1.02667,13,0.28720
ENSG00000076864,RAP1GAP,39,-1.9490,117,-0.4081,228,1.29541,64,-1.2147,76,-0.9670
ENSG00000090686,USP48,64,0.56736,39,-0.3207,52,0.31744,41,-0.1479,29,-0.6906
ENSG00000070831,CDC42,226,0.01393,209,-0.1504,270,0.45184,184,-0.3095,136,-0.7791
ENSG00000173372,C1QA,43,1.55021,13,-0.5826,6,-1.9674,49,1.77693,22,0.37189
ENSG00000159189,C1QC,39,1.47089,12,-0.6622,7,-1.6252,42,1.62887,22,0.51693
ENSG00000173369,C1QB,54,1.57889,16,-0.5403,8,-1.8664,49,1.39721,34,0.74970
ENSG00000133216,EPHB2,10,-0.3571,15,0.53905,11,-0.1598,10,-0.2610,8,-0.6861
ENSG00000004487,KDM1A,30,-0.4889,40,-0.1095,50,0.44043,35,-0.2684,34,-0.3273
ENSG00000169641,LUZP1,10,-2.2607,49,0.20146,56,0.56675,25,-0.8859,36,-0.3383
ENSG00000125944,HNRNPR,110,0.09806,105,0.03735,112,0.18077,102,-0.0287,58,-0.8872
ENSG00000125945,ZNF436,10,-0.7624,16,-0.1040,23,0.85496,4,-1.9152,11,-0.5694
ENSG00000249087,ZNF436-AS1,5,-0.7509,11,0.57513,7,-0.5916,7,-0.3200,14,0.64167
ENSG00000204219,TCEA3,11,0.43138,5,-0.8593,7,-0.4542,21,1.50181,12,0.53584
ENSG00000117318,ID3,80,3.37819,2,-3.3428,1,-4.0250,53,2.37921,9,-0.6271
ENSG00000142676,RPL11,914,1.55662,274,-0.6089,277,-0.5824,525,0.58805,375,0.04061
ENSG00000011007,ELOA,25,0.59698,17,-0.0011,18,0.07678,14,-0.2566,9,-0.8699
ENSG00000057757,PITHD1,117,-0.7576,184,-0.0827,246,0.62609,121,-0.7090,141,-0.4684
ENSG00000011009,LYPLA2,11,-1.7541,38,0.21421,39,0.31427,27,-0.3479,32,-0.1185
ENSG00000117308,GALE,6,-1.2331,15,0.08359,18,0.47965,11,-0.4099,11,-0.4413
ENSG00000117305,HMGCL,28,0.49332,20,-0.0469,19,-0.1125,25,0.34462,14,-0.5970
ENSG00000179163,FUCA1,4,-1.6664,12,-0.1477,18,0.73035,15,0.17531,6,-1.2242
ENSG00000189266,PNRC2,68,0.23195,44,-0.5768,72,0.50184,60,0.05495,49,-0.2705
ENSG00000188529,SRSF10,50,0.02822,50,0.04924,53,0.16126,50,0.03390,29,-0.8332
ENSG00000001460,STPG1,5,-1.0229,10,0.08484,11,0.49871,7,-0.3773,6,-0.7117
ENSG00000001461,NIPAL3,151,1.22182,44,-0.9981,100,0.80711,48,-0.6440,22,-1.7784
ENSG00000133226,SRRM1,132,1.29726,48,-0.4779,61,0.01837,54,-0.1863,43,-0.5381
ENSG00000169504,CLIC4,250,4.02692,6,-2.9843,19,-1.2811,39,0.11179,10,-1.9647
ENSG00000117614,SYF2,126,1.01105,57,-0.3572,66,-0.0472,78,0.21802,47,-0.5604
ENSG00000117616,RSRP1,70,1.12835,30,-0.3278,35,-0.0070,34,-0.0447,22,-0.7293
ENSG00000183726,TMEM50A,116,0.59934,89,0.25111,76,-0.1343,63,-0.3770,44,-0.9328
ENSG00000204178,MACO1,28,0.16306,23,-0.2118,26,0.11858,30,0.30209,21,-0.2756
ENSG00000117643,MAN1C1,10,-1.8999,68,1.73527,23,-0.9522,17,-1.1988,20,-0.9660
ENSG00000162430,SELENON,54,1.06441,29,0.04759,20,-0.7370,36,0.38988,26,-0.1142
ENSG00000117640,MTFR1L,33,-0.9626,73,0.40894,59,-0.1163,66,0.09724,53,-0.2416
ENSG00000117632,STMN1,953,-0.7522,1514,-0.0462,2012,0.65288,1015,-0.6551,930,-0.7881
ENSG00000158008,EXTL1,6,-2.6835,37,0.03634,49,0.73157,23,-0.6833,28,-0.4167
ENSG00000175087,PDIK1L,10,-0.4384,12,-0.1995,16,0.52394,9,-0.5595,12,-0.1169
ENSG00000142684,ZNF593,22,-0.2129,23,-0.2374,28,0.23108,26,0.02611,28,0.15588
ENSG00000142669,SH3BGRL3,198,-0.2989,199,-0.3971,296,0.51349,229,-0.0732,227,-0.0848
ENSG00000158062,UBXN11,11,-1.0317,23,0.14671,21,-0.0089,20,-0.1231,28,0.44189
ENSG00000117682,DHDDS,7,-1.2826,15,-0.1851,22,0.82301,13,-0.3175,8,-0.9555
ENSG00000198830,HMGN2,257,1.39943,89,-0.4735,86,-0.5547,180,0.77375,90,-0.3309
ENSG00000117713,ARID1A,66,0.13284,57,-0.1426,68,0.27379,57,-0.0992,44,-0.4975
ENSG00000060642,PIGV,4,-1.0980,7,-0.5126,12,0.44953,18,1.01636,6,-0.5770
ENSG00000204160,ZDHHC18,14,-0.5882,22,0.13125,25,0.40212,14,-0.6393,14,-0.5940
ENSG00000142751,GPN2,11,-0.5974,21,0.54559,17,-0.0043,8,-1.1299,14,-0.2694
ENSG00000198746,GPATCH3,14,0.56908,11,0.33436,8,-0.2314,6,-0.6115,6,-0.5671
ENSG00000090273,NUDC,165,-0.1043,200,0.29275,167,-0.1196,156,-0.1866,151,-0.2472
ENSG00000253368,TRNP1,12,-2.0655,55,0.33616,50,0.09973,45,-0.0817,48,0.01008
ENSG00000090020,SLC9A1,3,-2.5281,18,-0.1662,30,1.07833,9,-1.1562,12,-0.7590
ENSG00000142784,WDTC1,38,0.53463,26,-0.1117,24,-0.2723,39,0.57004,23,-0.2588
ENSG00000186501,TMEM222,48,-0.4215,60,-0.1025,70,0.22590,70,0.17363,56,-0.1778
ENSG00000158195,WASF2,135,2.60666,14,-1.6087,17,-1.1940,73,1.36277,21,-0.6665
ENSG00000126705,AHDC1,21,-1.2810,47,-0.1210,69,0.82738,30,-0.7707,31,-0.7214
ENSG00000126709,IFI6,195,0.83367,60,-1.3021,163,0.84435,133,0.20270,65,-0.8961
ENSG00000009780,FAM76A,12,-0.0636,10,-0.4121,15,0.44196,18,0.54391,6,-0.9883
ENSG00000117758,STX12,80,-0.3912,92,-0.2534,126,0.47062,109,0.08537,76,-0.4711
ENSG00000117751,PPP1R8,43,0.71564,23,-0.3891,34,0.47411,22,-0.3644,12,-1.2418
ENSG00000117748,RPA2,43,-0.8061,69,-0.0998,92,0.59895,66,-0.1381,40,-0.8995
ENSG00000126698,DNAJC8,146,0.15780,131,-0.0316,138,0.09558,117,-0.1963,119,-0.1687
ENSG00000130770,ATP5IF1,202,-1.4283,625,0.47269,521,0.03023,412,-0.3463,455,-0.1921
ENSG00000130766,SESN2,8,-0.5713,13,0.34326,10,-0.2330,18,0.74590,5,-1.0547
ENSG00000204138,PHACTR4,40,1.87685,7,-1.3300,9,-0.7666,35,1.62036,9,-0.6579
ENSG00000242125,SNHG3,12,0.30190,11,0.19688,9,-0.1294,11,0.22834,5,-1.0363
ENSG00000180098,TRNAU1AP,21,0.36815,12,-0.6653,19,0.33108,25,0.67964,11,-0.5352
ENSG00000197989,SNHG12,20,0.76979,10,-0.3588,10,-0.3877,25,1.15934,8,-0.6597
ENSG00000120656,TAF12,19,0.30520,14,-0.2358,18,0.29824,10,-0.6530,16,-0.0012
ENSG00000198492,YTHDF2,50,-0.6851,71,-0.1828,106,0.77025,57,-0.4897,40,-1.0342
ENSG00000116350,SRSF4,59,0.40440,44,-0.1083,48,0.10983,45,-0.0174,33,-0.5167
ENSG00000116353,MECR,13,-1.3685,35,0.14541,41,0.52330,23,-0.5457,22,-0.6374
ENSG00000060656,PTPRU,10,-0.7546,8,-1.3608,33,2.00761,5,-1.7862,7,-1.3755
ENSG00000162511,LAPTM5,86,1.49024,24,-0.7556,19,-1.1859,88,1.52866,40,0.20184
ENSG00000162512,SDC3,138,-0.0847,127,-0.2903,147,0.02717,254,0.91222,110,-0.4325
ENSG00000134644,PUM1,85,-0.7656,126,-0.2212,189,0.76218,104,-0.4576,85,-0.7683
ENSG00000060688,SNRNP40,33,0.95199,19,0.14717,16,-0.3292,18,-0.0583,10,-0.9231
ENSG00000121766,ZCCHC17,75,-0.7961,122,-0.0637,158,0.56465,87,-0.5700,98,-0.3893
ENSG00000121769,FABP3,26,-2.3356,144,0.31808,153,0.47584,64,-1.0456,104,-0.2912
ENSG00000162517,PEF1,40,-1.0436,98,0.54775,83,0.13628,41,-0.9768,55,-0.5368
ENSG00000084636,COL16A1,66,1.33737,24,-0.3984,28,-0.0835,34,0.22609,13,-1.2329
ENSG00000121753,ADGRB2,59,-1.8994,221,0.16833,260,0.57173,132,-0.6949,148,-0.5147
ENSG00000184007,PTP4A2,680,2.37248,116,-0.8994,151,-0.3924,149,-0.3063,92,-1.0448
ENSG00000121774,KHDRBS1,84,-0.3848,112,0.09948,115,0.16494,121,0.19737,66,-0.7595
ENSG00000121775,TMEM39B,15,0.31389,13,0.13240,13,0.25097,6,-0.9572,6,-0.9088
ENSG00000025800,KPNA6,51,0.08732,39,-0.4567,62,0.62314,37,-0.3991,38,-0.3793
ENSG00000084652,TXLNA,20,0.40270,12,-0.4902,18,0.35301,18,0.17583,12,-0.3952
ENSG00000160050,CCDC28B,16,-0.2334,23,0.47729,12,-0.9032,30,0.73896,21,0.17574
ENSG00000084623,EIF3I,68,-0.5099,98,0.08776,104,0.24561,97,0.05085,61,-0.6780
ENSG00000175130,MARCKSL1,1199,2.59455,165,-1.1179,159,-1.1950,474,0.80903,210,-0.4960
ENSG00000160058,BSDC1,68,0.04045,60,-0.1996,79,0.42798,57,-0.2152,44,-0.6337
ENSG00000160062,ZBTB8A,14,0.54465,12,0.36938,9,-0.3406,8,-0.4134,7,-0.4720
ENSG00000176261,ZBTB8OS,44,-0.0217,44,-0.0057,42,-0.1272,50,0.20021,49,0.16905
ENSG00000162521,RBBP4,106,0.26101,85,-0.1079,97,0.18652,95,0.09580,55,-0.7565
ENSG00000162522,KIAA1522,1,-3.0647,19,0.59904,10,-0.7295,18,0.33325,25,0.88668
ENSG00000134684,YARS,54,-1.1194,118,0.12341,136,0.45531,85,-0.4360,79,-0.5431
ENSG00000116497,S100PBP,24,1.16356,8,-0.6848,11,-0.0880,17,0.59396,9,-0.3241
ENSG00000160097,FNDC5,2,-3.6712,35,0.97312,23,-0.0643,12,-1.0725,17,-0.5302
ENSG00000121905,HPCA,14,-4.1752,278,0.27988,302,0.48505,135,-0.9287,246,-0.0053
ENSG00000121900,TMEM54,37,0.05123,41,0.29258,29,-0.4533,50,0.53151,29,-0.3311
ENSG00000116514,RNF19B,8,-1.9152,29,-0.0470,36,0.47913,34,0.23935,22,-0.4299
ENSG00000004455,AK2,80,1.92279,18,-0.7686,22,-0.4019,29,0.14760,21,-0.3601
ENSG00000142920,AZIN2,27,0.20878,23,-0.1053,31,0.61982,5,-2.3376,16,-0.5839
ENSG00000160094,ZNF362,15,-0.3590,15,-0.4999,23,0.44399,28,0.61516,14,-0.4168
ENSG00000134686,PHC2,98,0.99245,48,-0.2500,54,0.01982,44,-0.2929,39,-0.4726
ENSG00000163866,SMIM12,23,-1.2666,56,0.14815,63,0.44809,34,-0.6769,43,-0.2932
ENSG00000116544,DLGAP3,3,-3.4409,47,0.67330,27,-0.6271,35,-0.0464,62,0.88342
ENSG00000163867,ZMYM6,10,-0.5766,16,0.28122,14,-0.0240,18,0.35826,8,-0.8108
ENSG00000116560,SFPQ,170,0.21382,143,-0.0966,154,0.07222,165,0.15990,118,-0.3660
ENSG00000146463,ZMYM4,18,-0.7980,33,0.18013,31,0.00705,35,0.19263,29,-0.1009
ENSG00000142687,KIAA0319L,47,-0.2712,51,-0.2085,74,0.68138,32,-0.8908,39,-0.5670
ENSG00000020129,NCDN,71,-2.8006,575,0.56379,527,0.33823,210,-1.1922,335,-0.4866
ENSG00000126067,PSMB2,95,-0.2555,106,-0.1137,139,0.52847,89,-0.3580,65,-0.8399
ENSG00000142686,C1orf216,13,-2.4377,77,0.34232,88,0.69989,15,-2.1952,43,-0.6730
ENSG00000134698,AGO4,19,0.75729,10,-0.3030,11,-0.0800,13,0.20451,11,-0.1131
ENSG00000092847,AGO1,27,0.23881,22,-0.0916,25,0.16089,22,-0.1171,18,-0.3845
