Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000215788,TNFRSF25,1,-2.8744,11,-0.2610,12,-0.0186,19,1.10269,12,-0.0444,7,-0.9389
ENSG00000171680,PLEKHG5,1,-3.9248,4,-2.3409,27,0.32622,31,0.92159,29,0.40100,18,-0.3604
ENSG00000162408,NOL9,20,-0.4403,24,-0.1363,31,0.22256,29,0.18713,22,-0.2715,27,0.01756
ENSG00000162413,KLHL21,34,0.30440,38,0.50775,27,-0.0659,28,0.00657,23,-0.2963,22,-0.3614
ENSG00000116273,PHF13,14,-0.2396,18,0.19734,18,0.17376,17,0.15725,11,-0.5595,16,-0.0632
ENSG00000041988,THAP3,28,0.43808,18,-0.3016,21,-0.0222,27,0.58916,21,-0.0728,10,-1.3104
ENSG00000007923,DNAJC11,12,-1.1860,33,0.37070,36,0.50047,26,-0.0095,25,-0.0929,26,-0.0069
ENSG00000171735,CAMTA1,90,-1.0236,233,0.46996,194,0.16765,157,-0.2407,123,-0.5446,238,0.58242
ENSG00000049245,VAMP3,150,2.77764,86,1.57759,9,-1.9889,14,-1.7955,16,-1.1190,14,-1.4939
ENSG00000049246,PER3,27,0.38624,6,-1.8242,17,-0.3338,22,0.08929,18,-0.2423,28,0.49808
ENSG00000116288,PARK7,288,-0.4555,488,0.38776,377,-0.0307,391,0.04475,379,-0.0213,372,-0.0557
ENSG00000116285,ERRFI1,14,-0.3131,23,0.38422,24,0.50007,18,-0.0072,14,-0.4133,16,-0.1910
ENSG00000162426,SLC45A1,15,-0.9081,14,-1.0283,37,0.51631,35,0.67114,17,-0.6936,23,-0.2260
ENSG00000142599,RERE,81,-0.2971,107,0.14202,81,-0.2974,110,0.30116,73,-0.4582,97,-0.0077
ENSG00000074800,ENO1,447,-0.4553,895,0.66621,753,0.37708,545,-0.2124,673,0.19397,510,-0.2769
ENSG00000171612,SLC25A33,19,-0.8984,17,-1.0061,31,-0.0911,32,-0.0729,63,1.05449,37,0.18613
ENSG00000188807,TMEM201,13,0.29990,6,-0.8007,13,0.33316,12,0.42702,5,-1.1121,9,-0.2332
ENSG00000171608,PIK3CD,2,-2.1167,10,0.06006,14,0.65813,6,-0.8264,2,-2.1438,20,1.55967
ENSG00000171603,CLSTN1,161,-2.0715,628,0.00676,950,0.68817,778,0.57109,426,-0.6021,488,-0.4337
ENSG00000178585,CTNNBIP1,51,0.46704,36,-0.0628,41,0.13305,32,-0.4038,36,-0.0839,44,0.27431
ENSG00000162441,LZIC,70,1.27291,45,0.52508,26,-0.3532,25,-0.5792,26,-0.3540,30,-0.1686
ENSG00000130939,UBE4B,26,-0.4877,55,0.72574,48,0.48692,32,-0.2492,34,-0.0837,32,-0.1644
ENSG00000054523,KIF1B,274,0.18369,380,0.72662,246,0.00897,193,-0.5238,189,-0.4033,290,0.31950
ENSG00000142657,PGD,34,-0.4510,86,1.05729,64,0.54095,42,-0.2066,31,-0.5918,37,-0.3599
ENSG00000175279,CENPS,6,-0.6178,2,-2.0738,7,-0.4278,13,0.84551,7,-0.4237,10,0.07942
ENSG00000241563,CORT,7,-4.1108,76,-0.6856,35,-1.8411,214,1.95962,41,-1.6291,84,-0.5885
ENSG00000160049,DFFA,61,1.02549,45,0.50461,34,0.07683,24,-0.7101,34,0.03214,30,-0.1591
ENSG00000142655,PEX14,25,0.15643,13,-0.8602,33,0.64494,26,0.38259,15,-0.5826,17,-0.5019
ENSG00000120948,TARDBP,62,0.29420,58,0.18614,52,0.01445,54,0.10436,30,-0.8496,49,-0.0788
ENSG00000116649,SRM,48,-0.9428,90,0.03548,88,0.00554,95,0.18923,92,0.06738,91,0.05916
ENSG00000171824,EXOSC10,23,0.22847,27,0.44728,24,0.26620,17,-0.3967,19,-0.0587,20,0.02534
ENSG00000198793,MTOR,15,-1.3226,51,0.60654,47,0.44969,37,0.10577,37,0.07176,28,-0.4060
ENSG00000120942,UBIAD1,29,1.78876,7,-0.5512,11,0.19237,8,-0.5339,9,-0.2210,7,-0.6533
ENSG00000116661,FBXO2,189,-0.0059,91,-1.1262,200,0.08469,213,0.29243,278,0.63020,142,-0.4990
ENSG00000132879,FBXO44,37,-1.7273,60,-1.0183,172,0.65574,150,0.70415,83,-0.5186,100,-0.2476
ENSG00000116670,MAD2L2,43,1.22627,17,-0.2743,19,-0.1270,21,0.03436,26,0.38057,8,-1.4265
ENSG00000177000,MTHFR,10,-0.4592,13,0.01514,16,0.25227,13,-0.1147,9,-0.6047,17,0.47781
ENSG00000011021,CLCN6,27,-0.8426,35,-0.4636,48,0.04007,50,0.17217,37,-0.3805,60,0.46822
ENSG00000175206,NPPA,2,-2.1084,0,-7.8055,9,-0.3175,20,2.07044,9,-0.1950,3,-1.7950
ENSG00000116685,KIAA2013,45,0.52482,44,0.49072,32,-0.0051,31,-0.0878,17,-0.9606,31,-0.1111
ENSG00000083444,PLOD1,31,0.75520,41,1.27950,23,0.28368,15,-0.5442,14,-0.4907,12,-0.8273
ENSG00000116688,MFN2,59,-0.4653,102,0.39491,123,0.70906,84,0.13248,51,-0.7104,63,-0.4083
ENSG00000116691,MIIP,17,0.22100,14,-0.0314,16,0.10872,13,-0.1818,9,-0.6911,18,0.38215
ENSG00000048707,VPS13D,40,-0.2408,37,-0.3649,60,0.40275,52,0.22666,32,-0.6170,47,0.00695
ENSG00000162496,DHRS3,23,1.09853,12,0.04075,8,-0.6032,9,-0.4639,18,0.71001,9,-0.4201
ENSG00000116731,PRDM2,60,-0.3603,68,-0.1783,99,0.43382,73,-0.0841,45,-0.8004,97,0.44849
ENSG00000189337,KAZN,74,0.61123,82,0.78629,55,0.13291,45,-0.2871,40,-0.3966,39,-0.4540
ENSG00000142634,EFHD2,19,-2.9655,476,2.21368,205,0.62940,70,-1.4052,41,-1.8684,187,0.55463
ENSG00000132906,CASP9,12,0.61647,8,-0.0875,13,0.80393,6,-0.5952,5,-0.5718,9,0.18724
ENSG00000116138,DNAJC16,16,-0.5062,32,0.58596,31,0.56023,21,-0.1045,24,0.11871,17,-0.4651
ENSG00000197312,DDI2,15,-0.5197,18,-0.1831,27,0.44604,23,0.23538,11,-1.0080,22,0.13498
ENSG00000116786,PLEKHM2,42,-0.6148,47,-0.4229,76,0.33150,61,-0.0263,78,0.37314,65,0.10341
ENSG00000065526,SPEN,60,0.90994,34,-0.0404,23,-0.6013,27,-0.5745,21,-0.7690,51,0.71589
ENSG00000116809,ZBTB17,23,0.76019,9,-0.7092,12,-0.2858,16,0.25149,11,-0.4701,13,-0.2099
ENSG00000185519,FAM131C,4,-1.7263,7,-1.0795,20,0.49681,12,-0.4379,13,-0.2362,27,1.20741
ENSG00000037637,FBXO42,16,-0.3032,11,-0.7736,24,0.37098,24,0.55602,16,-0.2461,14,-0.5015
ENSG00000055070,SZRD1,50,1.43080,23,0.08848,13,-0.8020,18,-0.4210,22,0.03726,18,-0.2959
ENSG00000157191,NECAP2,38,1.81649,31,1.41186,5,-1.2978,7,-1.2306,11,-0.2208,9,-0.6306
ENSG00000219481,NBPF1,26,1.56324,18,0.92117,6,-0.7636,7,-0.8293,9,-0.2681,8,-0.3895
ENSG00000058453,CROCC,7,-0.5633,7,-0.5662,12,0.16775,12,0.32328,8,-0.4148,12,0.15368
ENSG00000238142,BX284668.5,8,-0.0866,14,0.89712,8,-0.0399,7,-0.3857,14,0.81360,5,-0.6790
ENSG00000159363,ATP13A2,38,-1.7401,115,-0.0554,171,0.58984,134,0.29146,92,-0.4035,120,0.01028
ENSG00000117118,SDHB,67,-0.5077,111,0.30013,112,0.31655,98,0.14748,78,-0.2599,81,-0.2275
ENSG00000117115,PADI2,246,3.10707,63,0.38821,13,-2.0597,17,-2.0437,37,-0.4615,36,-0.5700
ENSG00000179051,RCC2,26,1.07356,6,-1.0746,9,-0.5292,16,0.40597,10,-0.4963,10,-0.5386
ENSG00000074964,ARHGEF10L,18,0.27443,18,0.26300,12,-0.3227,16,0.08078,12,-0.3278,14,-0.1158
ENSG00000117154,IGSF21,19,-2.1342,148,1.08534,117,0.67869,78,0.01270,50,-0.6685,64,-0.3280
ENSG00000159423,ALDH4A1,43,0.75831,45,0.80901,12,-1.2498,19,-0.8035,37,0.50693,30,0.18623
ENSG00000169991,IFFO2,9,-0.0360,16,0.87159,10,0.12210,7,-0.5480,3,-1.5810,13,0.61165
ENSG00000127463,EMC1,18,-0.7364,47,0.79408,40,0.49972,31,0.19896,18,-0.7180,21,-0.5787
ENSG00000053372,MRTO4,22,-0.6860,28,-0.3170,48,0.57107,36,0.13544,30,-0.2160,34,0.01614
ENSG00000053371,AKR7A2,65,0.56500,60,0.43638,46,0.00432,40,-0.3388,43,-0.0909,43,-0.1087
ENSG00000040487,SLC66A1,6,-0.5868,12,0.54380,15,0.84043,7,-0.6000,9,0.07803,10,0.13447
ENSG00000077549,CAPZB,140,-0.4728,175,-0.1180,244,0.41502,212,0.28896,164,-0.2278,159,-0.3037
ENSG00000173436,MICOS10,310,-0.0581,306,-0.0815,269,-0.2822,334,0.09216,328,0.03022,334,0.06665
ENSG00000158747,NBL1,79,-1.3781,203,0.07578,226,0.24437,208,0.17254,194,0.00048,203,0.07827
ENSG00000169914,OTUD3,9,-0.4979,12,-0.0092,26,1.20338,11,-0.3445,8,-0.6213,13,0.10804
ENSG00000162545,CAMK2N1,874,-0.5519,503,-1.3927,959,-0.4071,1595,0.66761,1543,0.35402,1073,-0.2574
ENSG00000090432,MUL1,26,0.04867,45,0.92962,28,0.13640,25,-0.0441,17,-0.6101,19,-0.4701
ENSG00000183114,FAM43B,3,-2.1411,29,1.19488,18,0.35985,11,-0.5373,11,-0.4065,18,0.45890
ENSG00000158828,PINK1,218,-0.8206,324,-0.2069,547,0.64720,404,0.22724,314,-0.2560,334,-0.1746
ENSG00000244038,DDOST,22,-0.1585,24,-0.0564,28,0.19474,28,0.32892,22,-0.1688,19,-0.4531
ENSG00000117245,KIF17,4,-2.5134,8,-1.4288,42,1.14220,23,0.20160,10,-1.1854,28,0.51933
ENSG00000189410,SH2D5,3,-3.2435,14,-1.2597,50,0.72153,44,0.81272,31,-0.0638,25,-0.4605
ENSG00000127483,HP1BP3,176,0.30471,187,0.40787,157,0.11822,139,-0.1165,100,-0.5850,141,-0.0595
ENSG00000075151,EIF4G3,67,-0.8343,95,-0.3018,197,0.89877,131,0.33585,85,-0.4665,89,-0.4392
ENSG00000117298,ECE1,38,1.58119,17,0.19213,12,-0.3717,11,-0.6450,17,0.17086,11,-0.5172
ENSG00000162551,ALPL,5,-1.0683,7,-0.6388,17,0.65629,9,-0.3491,13,0.26252,15,0.58611
ENSG00000076864,RAP1GAP,34,-2.0422,264,1.17728,216,0.82351,134,0.03990,65,-1.0807,100,-0.4797
ENSG00000090686,USP48,61,0.50609,77,0.89243,47,0.07360,40,-0.2529,29,-0.6926,37,-0.3398
ENSG00000070831,CDC42,222,0.03541,266,0.32966,286,0.44485,226,0.09900,142,-0.6717,176,-0.3699
ENSG00000173372,C1QA,46,1.63476,14,-0.3117,5,-1.8853,12,-0.7487,28,0.72856,17,-0.0678
ENSG00000159189,C1QC,42,1.50618,16,-0.1380,5,-1.9102,11,-0.9387,29,0.86947,18,0.11352
ENSG00000173369,C1QB,56,1.60552,22,-0.0026,7,-1.6717,14,-0.9637,43,1.13945,18,-0.3667
ENSG00000133216,EPHB2,8,-0.5496,10,-0.2814,11,-0.1409,16,0.70213,8,-0.5221,10,-0.3706
ENSG00000004487,KDM1A,29,-0.5390,64,0.72221,47,0.21438,44,0.16727,36,-0.1837,29,-0.5875
ENSG00000169641,LUZP1,10,-2.1617,28,-0.6704,66,0.69417,48,0.26728,31,-0.5240,52,0.34680
ENSG00000125944,HNRNPR,109,0.10206,157,0.71378,113,0.16236,97,-0.1170,63,-0.7363,94,-0.1344
ENSG00000125945,ZNF436,9,-0.7487,15,-0.0175,29,1.03615,17,0.20761,11,-0.5291,11,-0.5365
ENSG00000249087,ZNF436-AS1,6,-0.6672,1,-3.2406,7,-0.4902,14,0.94541,13,0.44156,7,-0.4309
ENSG00000204219,TCEA3,12,0.43154,10,0.10581,7,-0.3141,4,-1.6187,12,0.46591,17,1.22863
ENSG00000117318,ID3,89,3.65566,24,0.77419,0,-4.5110,1,-3.8118,20,0.45509,5,-1.6332
ENSG00000142676,RPL11,916,1.50250,535,0.55126,191,-1.0783,293,-0.5886,384,0.00561,311,-0.3598
ENSG00000011007,ELOA,22,0.45657,33,1.15174,15,-0.1639,14,-0.4012,10,-0.7587,15,-0.1642
ENSG00000057757,PITHD1,115,-0.7442,160,-0.2256,301,0.80652,204,0.24415,148,-0.3493,154,-0.3198
ENSG00000011009,LYPLA2,10,-1.8491,39,0.24855,44,0.43814,37,0.22725,31,-0.1470,32,-0.0629
ENSG00000117308,GALE,7,-1.0591,7,-1.1539,22,0.61544,19,0.68902,11,-0.4299,12,-0.3695
ENSG00000117305,HMGCL,28,0.47767,30,0.58872,17,-0.2484,19,-0.1732,16,-0.3988,19,-0.1106
ENSG00000179163,FUCA1,5,-1.2138,17,0.52331,21,0.91018,14,0.37005,9,-0.5172,6,-1.0314
ENSG00000189266,PNRC2,70,0.29957,82,0.56515,67,0.23306,49,-0.3904,46,-0.3675,60,0.05865
ENSG00000188529,SRSF10,49,0.02160,81,0.84891,54,0.19154,46,-0.1279,34,-0.5664,41,-0.2817
ENSG00000001460,STPG1,5,-0.9733,9,-0.0275,12,0.50436,11,0.50477,5,-0.7709,7,-0.3419
ENSG00000001461,NIPAL3,147,1.23143,148,1.25455,93,0.45274,44,-0.9867,18,-2.0468,61,-0.2507
ENSG00000133226,SRRM1,130,1.25843,62,-0.0019,54,-0.2189,41,-0.8790,27,-1.2617,91,0.72676
ENSG00000169504,CLIC4,236,3.74351,97,1.56054,5,-2.8648,6,-3.1566,8,-2.2871,9,-2.3031
ENSG00000117614,SYF2,124,1.04670,78,0.26231,71,0.11323,52,-0.5243,50,-0.4300,65,-0.0406
ENSG00000117616,RSRP1,70,1.11534,39,0.14435,36,0.02545,36,0.03472,22,-0.7769,23,-0.7639
ENSG00000183726,TMEM50A,111,0.54059,88,0.16771,79,-0.0060,92,0.36429,56,-0.5405,46,-0.9092
ENSG00000204178,MACO1,28,0.19374,28,0.20004,28,0.15267,23,-0.1672,20,-0.3807,27,0.11424
ENSG00000117643,MAN1C1,10,-1.8942,8,-2.3305,29,-0.3870,63,1.70248,24,-0.6663,22,-0.8594
ENSG00000162430,SELENON,55,1.10023,28,-0.0221,19,-0.6218,27,-0.0814,31,0.13866,20,-0.5468
ENSG00000117640,MTFR1L,34,-0.9182,56,-0.1409,60,-0.0425,71,0.38022,56,-0.1346,61,-0.0084
ENSG00000117632,STMN1,926,-0.7493,1771,0.27562,2214,0.64724,1505,0.01774,820,-0.9347,1593,0.11734
ENSG00000158008,EXTL1,6,-2.6225,32,-0.1505,54,0.69588,40,0.29016,26,-0.4744,38,0.13688
ENSG00000175087,PDIK1L,9,-0.6103,23,0.94301,12,-0.1597,12,-0.2559,8,-0.7581,16,0.38226
ENSG00000142684,ZNF593,23,-0.1762,32,0.35864,26,0.02014,25,0.02233,27,0.12953,22,-0.2631
ENSG00000142669,SH3BGRL3,194,-0.3243,268,0.18725,309,0.42140,220,-0.1901,205,-0.2441,265,0.19145
ENSG00000158062,UBXN11,12,-0.8772,11,-0.9654,20,-0.1362,23,0.13266,24,0.18625,29,0.51203
ENSG00000117682,DHDDS,7,-1.0648,28,0.97439,20,0.38488,15,0.02039,9,-0.8587,14,-0.1629
ENSG00000198830,HMGN2,258,1.37716,176,0.69953,67,-0.8318,92,-0.5091,108,-0.0937,87,-0.4899
ENSG00000117713,ARID1A,59,0.00661,110,1.04411,63,0.10646,54,-0.2104,47,-0.3396,47,-0.3916
ENSG00000060642,PIGV,6,-0.5405,15,0.84092,14,0.64407,8,-0.2934,11,0.28506,6,-0.5770
ENSG00000204160,ZDHHC18,13,-0.7121,28,0.51630,24,0.28475,21,0.07823,13,-0.6556,20,0.01052
ENSG00000142751,GPN2,11,-0.6351,10,-0.7457,20,0.31996,19,0.37063,12,-0.4056,17,0.07956
ENSG00000198746,GPATCH3,12,0.39816,13,0.49704,9,-0.0455,9,-0.1139,6,-0.7797,10,-0.0222
ENSG00000090273,NUDC,162,-0.1377,148,-0.2839,159,-0.1709,200,0.30589,156,-0.1956,172,-0.0493
ENSG00000253368,TRNP1,12,-2.0022,32,-0.5994,62,0.45477,52,0.28950,50,0.09634,51,0.15190
ENSG00000090020,SLC9A1,4,-2.3311,10,-0.9807,35,1.08545,21,0.36779,11,-0.8305,20,0.11496
ENSG00000142784,WDTC1,38,0.45188,30,0.07204,16,-0.8876,27,-0.1287,22,-0.3811,36,0.41078
ENSG00000186501,TMEM222,48,-0.3756,71,0.23483,68,0.16844,63,0.06221,63,0.03428,56,-0.1689
ENSG00000158195,WASF2,135,2.57982,63,1.03646,13,-1.4525,11,-2.0761,30,-0.1677,25,-0.5058
ENSG00000126705,AHDC1,21,-1.2378,66,0.53195,75,0.74015,50,0.11657,29,-0.7512,42,-0.2015
ENSG00000126709,IFI6,186,0.83828,287,1.63025,149,0.46866,70,-0.9933,74,-0.6403,71,-0.7724
ENSG00000009780,FAM76A,13,0.06329,16,0.40375,17,0.47445,13,0.10676,10,-0.3750,8,-0.6516
ENSG00000117758,STX12,76,-0.4572,189,1.04444,117,0.23589,83,-0.4529,81,-0.3424,109,0.13057
ENSG00000117751,PPP1R8,40,0.60816,52,1.08152,27,-0.0155,26,-0.1391,13,-1.1148,19,-0.6206
ENSG00000117748,RPA2,42,-0.7818,128,1.01267,91,0.43640,76,0.22074,52,-0.4548,39,-0.9688
ENSG00000126698,DNAJC8,144,0.12400,150,0.19155,133,-0.0011,130,-0.0566,105,-0.3808,140,0.09055
ENSG00000130770,ATP5IF1,208,-1.3673,424,-0.2785,576,0.21054,608,0.47570,450,-0.1836,482,-0.0855
ENSG00000130766,SESN2,9,-0.2416,6,-0.7915,13,0.29859,14,0.64144,10,-0.0929,7,-0.7500
ENSG00000204138,PHACTR4,39,1.78914,26,1.05104,8,-0.9082,5,-1.8993,13,-0.0925,16,0.28526
ENSG00000242125,SNHG3,12,0.31846,15,0.72229,10,0.05969,11,0.23296,7,-0.4425,5,-1.0958
ENSG00000180098,TRNAU1AP,21,0.45217,25,0.74891,20,0.34711,11,-0.7899,12,-0.3775,18,0.25509
ENSG00000197989,SNHG12,22,0.93601,11,-0.1757,9,-0.4606,9,-0.7465,10,-0.2804,19,0.72388
ENSG00000120656,TAF12,19,0.25841,18,0.22846,18,0.18871,14,-0.2955,14,-0.1340,17,0.09877
ENSG00000198492,YTHDF2,48,-0.7119,92,0.32359,120,0.77339,79,0.11883,42,-0.9139,67,-0.1956
ENSG00000116350,SRSF4,61,0.46865,37,-0.3372,54,0.26198,46,0.01337,35,-0.4167,43,-0.0989
ENSG00000116353,MECR,15,-1.1370,34,0.13429,39,0.36844,33,0.15946,22,-0.5549,34,0.17952
ENSG00000060656,PTPRU,9,-0.8324,35,1.30769,28,0.88373,9,-1.2736,3,-2.5520,26,0.91703
ENSG00000162511,LAPTM5,91,1.53710,56,0.69122,12,-1.7149,20,-1.2102,50,0.47522,39,0.12175
ENSG00000162512,SDC3,145,0.01369,221,0.70471,135,-0.1049,139,-0.0903,151,0.07859,117,-0.3698
ENSG00000134644,PUM1,80,-0.8555,232,0.85526,177,0.40443,139,0.00481,79,-0.8645,130,-0.1083
ENSG00000060688,SNRNP40,33,0.96427,14,-0.3832,18,0.00981,16,-0.2654,8,-1.3047,22,0.36000
ENSG00000121766,ZCCHC17,73,-0.7640,143,0.29059,161,0.48245,121,0.03237,93,-0.3901,120,0.00915
ENSG00000121769,FABP3,27,-2.2607,60,-1.0899,194,0.76947,152,0.59561,84,-0.5739,120,-0.0254
ENSG00000162517,PEF1,42,-0.9636,46,-0.8180,91,0.25316,108,0.91365,47,-0.7747,59,-0.4779
ENSG00000084636,COL16A1,65,1.39768,24,-0.2954,39,0.51102,23,-0.5074,17,-0.7927,25,-0.2439
ENSG00000121753,ADGRB2,60,-1.8078,165,-0.2846,280,0.56813,250,0.61998,149,-0.4494,161,-0.3613
ENSG00000184007,PTP4A2,652,2.28535,265,0.58703,141,-0.4313,119,-0.9405,87,-1.1639,115,-0.8146
ENSG00000121774,KHDRBS1,82,-0.4482,158,0.60591,97,-0.1824,121,0.25755,79,-0.5148,96,-0.2349
ENSG00000121775,TMEM39B,14,0.38743,10,-0.1619,14,0.42104,12,0.15339,8,-0.5194,8,-0.4405
ENSG00000025800,KPNA6,49,0.05064,59,0.36173,67,0.56427,44,-0.1762,33,-0.5410,45,-0.1037
