Cluster,Description,geneID,p.adjust,GeneRatio,ONTOLOGY,n_valid,valid_genes,n_valid_anc,valid_genes_anc,GeneRatio_num
Oligo-3_up_ALL,establishment of protein localization to extracellular region,RAPGEF4/ADCY8/CNR1/ABAT/VPS13A/PLCB1/MYRIP/PCLO/ILDR2/BMAL1/MYH10/PPARG/PTPRN/PTPRN2/SNAP25/STX1A/SYT4/TLR2/VGF/TVP23A/SCG2/GNPTAB/RHBDF2/CAMK2G/PDE8B/OLFM2/SYTL4/CLSTN3,0.005665468048110353,28/596,BP,0,,0,,0.04697986577181208
Oligo-3_up_ALL,regulation of transporter activity,GNB5/DAPK1/FGF14/FHL1/ASPH/FXYD1/TESC/JPH3/WNK2/STIM1/UTRN/YWHAH/CACNA1D/CACNB2/CACNB4/AHNAK/CALM3/HOMER1,0.005665468048110353,18/596,BP,0,,0,,0.030201342281879196
Oligo-3_up_ALL,regulation of G protein-coupled receptor signaling pathway,RAMP1/LRRK2/GRK3/PLCB1/GRM5/PALM/PDE3B/PDE4A/PDE4D/NECAB2/KCTD16/RGS4/TUB/CAMK2A/NRXN1/ROCK2/GPRASP1,0.006080391516085286,17/596,BP,1,LRRK2,0,,0.028523489932885907
Oligo-3_up_ALL,membrane depolarization during action potential,ATP1A2/SCN3B/SCN3A/YWHAH/CACNA1C/CACNA1D/CACNB2,0.006237322940326869,7/596,BP,0,,0,,0.01174496644295302
Oligo-3_up_ALL,negative regulation of organic acid transport,ABAT/PLA2R1/GRM7/PRKG1/RGS4/THBS1,0.006386145191973812,6/596,BP,0,,0,,0.010067114093959731
Oligo-3_up_ALL,signal release,RAPGEF4/ADCY8/LRRK2/CNR1/CPE/ABAT/PLCB1/MYRIP/ERC2/PCLO/NR4A1/ILDR2/BMAL1/LYN/MEF2C/PPARG/SYT13/PTPRN/PTPRN2/SNAP25/STX1A/STXBP1/SYN2/SYT4/VGF/CACNB4/MCTP1/CAMK2A/CAMK2G/DOC2A/PPFIA3/PDE8B/SYT12/NRXN1/SYTL4,0.006388130544678972,35/596,BP,1,LRRK2,0,,0.0587248322147651
Oligo-3_up_ALL,connective tissue development,PPARGC1A/COL6A1/COL11A1/FGF2/FOSL2/SMAD3/MAF/MEF2C/CHST11/PDGFRB/PRRX1/PPARG/SOX6/SULF2/RARB/BMP5/BMPR2/SOX5/ZEB1/COL27A1/RUNX3/RASAL2/CD44/ZNF516,0.0064527982656949,24/596,BP,1,CHST11,0,,0.040268456375838924
Oligo-3_up_ALL,"synaptic transmission, glutamatergic",LRRK2/ABTB3/CNR1/GRIK1/GRM5/GRM7/MEF2C/ATP1A2/SLC17A7/STXBP1/CACNB4/NRXN1/HOMER1/CLSTN3,0.0064527982656949,14/596,BP,2,LRRK2/SLC17A7,0,,0.02348993288590604
Oligo-3_up_ALL,muscle contraction,ABCC9/ABAT/FLNA/NR4A1/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/PDE4D/FXYD1/SCN3B/PRKG1/SULF2/SCN2A/SCN3A/SCN9A/SNTA1/TPM2/UTRN/CACNA1C/CACNA1D/CACNB2/CALM3/GRIP2/HOMER1/ROCK2,0.006564963689099928,27/596,BP,1,SNTA1,0,,0.04530201342281879
Oligo-3_up_ALL,vesicle-mediated transport in synapse,RAPGEF4/LRRK2/GSG1L/DNM1/SYNE1/ERC2/AMPH/PCLO/SLC17A7/SYT13/SNAP25/STX1A/STXBP1/SYN2/SYT4/CACNB4/CALM3/GRIP2/AP3B2/CAPN2/DOC2A/PPFIA3/SYT12/NRXN1,0.006725298781004879,24/596,BP,2,LRRK2/SLC17A7,0,,0.040268456375838924
Oligo-3_up_ALL,amino acid import across plasma membrane,GFAP/ATP1A2/RGS4/SLC1A1/SLC1A2/SLC6A7/SLC6A13/SLC7A2/SLC7A5,0.0069709320812107655,9/596,BP,0,,0,,0.015100671140939598
Oligo-3_up_ALL,myeloid leukocyte differentiation,CEBPB/PPARGC1B/VPS13A/FOS/FOSL2/ID2/INPP5D/JUNB/LYN/KITLG/NOTCH2/PDE1B/PIK3CD/PPARG/TESC/ZFP36L1/TFRC/TLR2/VEGFA/CAMK4/PRXL2A,0.007032972206629173,21/596,BP,1,FOS,0,,0.03523489932885906
Oligo-3_up_ALL,regulation of neuronal synaptic plasticity,GRM5/SLC4A10/JPH3/SYT4/VGF/MCTP1/CAMK2A/CAMK2B/CAMK2G/PPFIA3,0.007121138029890916,10/596,BP,0,,0,,0.016778523489932886
Oligo-3_up_ALL,cognition,CHL1/CHRM1/ADCY8/CNR1/PTCHD1/SORCS3/PLCB1/FOS/GRM5/MEF2C/ATP1A2/PDE1B/JPH3/SLC12A5/NLGN4X/SCN2A/NDRG4/SLC1A1/SNAP25/SYT4/TLR2/BTG2/TUSC3/CAMK4/PDE8B/CCND2/NRXN1,0.007380611269776791,27/596,BP,1,FOS,0,,0.04530201342281879
Oligo-3_up_ALL,amino acid transport,ABAT/GFAP/GRM7/SLC6A17/ATP1A2/PRKG1/SLC17A7/RGS4/SLC1A1/SLC1A2/SLC6A7/SLC6A13/SLC7A2/STXBP1/SYT4/CACNB4/SLC7A5,0.007544649926501242,17/596,BP,1,SLC17A7,0,,0.028523489932885907
Oligo-3_up_ALL,negative regulation of response to external stimulus,MICOS10-NBL1/CD96/LRFN5/DUSP1/A2M/EPHA4/FGF2/INPP5F/HLA-E/INPP5D/LYN/SMAD3/NBL1/SERPINB9/PARP14/PPARG/PRKG1/PROS1/PTPRC/RORA/BCR/CX3CL1/ST6GAL1/RTN4R/THBS1/TNFRSF1B/ZFP36/RHBDF2/RIN3,0.0077493897259309176,29/596,BP,0,,0,,0.04865771812080537
Oligo-3_up_ALL,cartilage development,COL6A1/COL11A1/FGF2/FOSL2/SMAD3/MAF/MEF2C/CHST11/PRRX1/SOX6/SULF2/RARB/BMP5/BMPR2/SOX5/ZEB1/COL27A1/RUNX3/CD44,0.008138811444046073,19/596,BP,1,CHST11,0,,0.031879194630872486
Oligo-3_up_ALL,epithelial cell proliferation,YAP1/CEBPB/COL4A3/JAG1/FGF2/NR4A1/ID2/IGFBP5/ITGA4/LAMA5/LAMC1/SMAD3/MEF2C/NOTCH2/PIK3CD/PPARG/SULF2/PTPRN/RREB1/BCL11B/BMP5/BMPR2/ZFP36L1/STAT1/ZEB1/THBS1/VEGFA/ZFP36/SCG2/NR4A3/RUNX3,0.008250461916443883,31/596,BP,1,IGFBP5,0,,0.05201342281879195
Oligo-3_up_ALL,neuronal signal transduction,OLFM1/CLU/RTN4R/NRXN1,0.008506824982444441,4/596,BP,0,,0,,0.006711409395973154
Oligo-3_up_ALL,regulation of epithelial cell proliferation,YAP1/COL4A3/JAG1/FGF2/NR4A1/ITGA4/LAMA5/LAMC1/SMAD3/MEF2C/NOTCH2/PIK3CD/PPARG/SULF2/PTPRN/RREB1/BCL11B/BMP5/ZFP36L1/STAT1/ZEB1/THBS1/VEGFA/ZFP36/SCG2/NR4A3/RUNX3,0.008670798913579926,27/596,BP,0,,0,,0.04530201342281879
Oligo-3_up_ALL,locomotory behavior,CHL1/ADCY8/LRRK2/ABAT/EPHA4/INPP5F/VPS13A/GAD1/GRM5/ID2/ASTN1/ATP1A2/NR4A2/PDE1B/SLC4A10/SLC1A1/SNAP25/UCHL1/CACNB4/CCND2,0.00909648243277649,20/596,BP,2,LRRK2/GAD1,0,,0.03355704697986577
Oligo-3_up_ALL,adult behavior,CHL1/ABAT/EPHA4/FGF2/INPP5F/VPS13A/ATP1A2/NR4A2/NLGN4X/SLC1A1/SLC1A2/UCHL1/CACNB4/CCND2/NRXN1/HOMER1,0.00909648243277649,16/596,BP,0,,0,,0.026845637583892617
Oligo-3_up_ALL,regulation of neuroblast proliferation,LRRK2/FGF2/FOXG1/TAFA1/CX3CL1/VEGFA/BTG2/FZD3,0.00916151645636312,8/596,BP,1,LRRK2,0,,0.013422818791946308
Oligo-3_up_ALL,intracellular monoatomic cation homeostasis,ADCY8/LRRK2/CNR1/DIAPH1/FGF2/FLNA/PLCB1/DMXL2/TMEM9/ERC2/GRM5/LYN/ASPH/ATP1A2/ATP2B2/PDE4D/PLCB2/PLCB4/SLC4A10/JPH3/SLC24A3/SLC12A5/PTPRC/CX3CL1/SLC1A1/STIM1/TFRC/TRPC3/WFS1/CACNA1C/CACNB2/CACNB4/CALM3/ATP13A4/SLC4A4/SLC4A7,0.009343282354064583,36/596,BP,2,LRRK2/SLC4A4,0,,0.06040268456375839
Oligo-3_up_ALL,response to decreased oxygen levels,ABCC9/COL6A1/ABAT/EPAS1/EPHA4/FOS/FOSL2/DDAH1/GAD2/SMAD3/NR4A2/ANGPTL4/PPARG/RORA/SCN2A/HIF3A/SLC1A1/ZFP36L1/TFRC/THBS1/TLR2/VEGFA/CAPN2/LIMD1/ROCK2/ARNT2,0.009343282354064583,26/596,BP,2,FOS/GAD2,0,,0.0436241610738255
Oligo-3_up_ALL,cAMP metabolic process,ADCY8/PDE7B/PDE4A/PDE4D/CACNB4/PDE8B,0.009343282354064583,6/596,BP,0,,0,,0.010067114093959731
Oligo-3_up_ALL,skeletal system development,AKAP13/COL6A1/COL11A1/PPARGC1B/NCAN/RANBP3L/ETS2/EXTL1/FGF2/FOSL2/MTHFD1L/LAMA5/SMAD3/MAF/MEF2C/NOTCH2/CHST11/PRRX1/SOX6/SULF2/PDGFC/KIAA1217/PTPRC/RARB/BMP5/BMPR2/SOX5/ZEB1/VEGFA/COL27A1/RUNX3/CHRD/PAPSS2/DHRS3/CD44,0.009343282354064583,35/596,BP,1,CHST11,0,,0.0587248322147651
Oligo-3_up_ALL,import across plasma membrane,ABCC9/GFAP/KCNJ3/ATP1A2/SLC12A5/RGS4/SLC1A1/SLC1A2/SLC2A3/SLC6A7/SLC6A13/SLC7A2/THBS1/NALF1/CACNA1B/CACNA1C/CACNA1D/CACNA1E/SLC7A5,0.009850417849983702,19/596,BP,0,,0,,0.031879194630872486
Oligo-3_up_ALL,regulation of amino acid transport,ABAT/GRM7/ATP1A2/PRKG1/RGS4/STXBP1/SYT4/SLC7A5,0.010424239741524876,8/596,BP,0,,0,,0.013422818791946308
Oligo-3_up_ALL,membrane depolarization,LRRK2/COL6A1/FHL1/HCN1/KCNQ3/ATP1A2/SCN3B/SCN3A/YWHAH/CACNA1C/CACNA1D/CACNB2,0.010508988367673205,12/596,BP,1,LRRK2,0,,0.020134228187919462
Oligo-3_up_ALL,learning or memory,ADCY8/CNR1/PTCHD1/SORCS3/PLCB1/FOS/GRM5/MEF2C/ATP1A2/PDE1B/JPH3/SLC12A5/NLGN4X/SCN2A/NDRG4/SLC1A1/SNAP25/SYT4/TLR2/BTG2/CAMK4/PDE8B/CCND2/NRXN1,0.01067317930631953,24/596,BP,1,FOS,0,,0.040268456375838924
Oligo-3_up_ALL,intracellular monoatomic ion homeostasis,ADCY8/LRRK2/CNR1/DIAPH1/FGF2/FLNA/PLCB1/DMXL2/TMEM9/ERC2/GRM5/LYN/ASPH/ATP1A2/ATP2B2/PDE4D/PLCB2/PLCB4/SLC4A10/JPH3/SLC24A3/SLC12A5/PTPRC/CX3CL1/SLC1A1/STIM1/TFRC/TRPC3/WFS1/CACNA1C/CACNB2/CACNB4/CALM3/ATP13A4/SLC4A4/SLC4A7,0.01128864509240115,36/596,BP,2,LRRK2/SLC4A4,0,,0.06040268456375839
Oligo-3_up_ALL,regulation of heart rate,EPAS1/KCND3/KCNJ3/PDE4D/SCN3B/RGS4/SLC1A1/SNTA1/CACNA1C/CACNA1D/CACNB2/CALM3,0.01143385637003598,12/596,BP,1,SNTA1,0,,0.020134228187919462
Oligo-3_up_ALL,response to oxygen levels,ABCC9/COL6A1/ABAT/EPAS1/EPHA4/FOS/FOSL2/DDAH1/GAD2/SMAD3/NR4A2/ANGPTL4/PPARG/RORA/SCN2A/HIF3A/SLC1A1/ZFP36L1/TFRC/THBS1/TLR2/VEGFA/SLC7A5/CAPN2/LIMD1/ROCK2/ARNT2,0.012739858403046466,27/596,BP,2,FOS/GAD2,0,,0.04530201342281879
Oligo-3_up_ALL,cAMP catabolic process,PDE7B/PDE4A/PDE4D/PDE8B,0.012739858403046466,4/596,BP,0,,0,,0.006711409395973154
Oligo-3_up_ALL,atrial cardiac muscle cell membrane repolarization,FLNA/KCNJ3/KCNN2/CACNA1D,0.012739858403046466,4/596,BP,0,,0,,0.006711409395973154
Oligo-3_up_ALL,positive regulation of nervous system development,BAIAP2/CBLN2/EPHA4/FGF2/FOXG1/TRAK1/TENM4/GFAP/GRM5/ID2/LYN/ADGRB1/CX3CL1/BMPR2/CAPRIN2/TLR2/TNFRSF1B/VEGFA/LRP8/FZD3/SLC7A5/CAMK2B/NRXN1/CLSTN3,0.012739858403046466,24/596,BP,0,,0,,0.040268456375838924
Oligo-3_up_ALL,cardiac muscle tissue development,YAP1/NEBL/AKAP13/COL11A1/FGF2/FHL2/SYNE1/TENM4/ID2/MEF2C/NOTCH2/PDGFRB/SOX6/PRKG1/ADAMTS9/RARB/RGS4/NDRG4/BMP5/VEGFA,0.013492257292383274,20/596,BP,0,,0,,0.03355704697986577
Oligo-3_up_ALL,regulation of vascular associated smooth muscle cell proliferation,CALCRL/FGF2/IGFBP5/JUN/MEF2C/MAP3K5/PPARG/PRKG1/NR4A3,0.013888592466118876,9/596,BP,1,IGFBP5,0,,0.015100671140939598
Oligo-3_up_ALL,positive regulation of smooth muscle cell proliferation,CALCRL/FGF2/ID2/IGFBP5/JUN/MAP3K5/PDGFRB/CX3CL1/STAT1/THBS1/NR4A3,0.014342409714151754,11/596,BP,1,IGFBP5,0,,0.018456375838926176
Oligo-3_up_ALL,epithelial cell development,YAP1/JAG1/EPAS1/FLNA/PLCB1/FOSL2/ARHGEF26/BMAL1/CCDC88C/NOTCH2/PDE4D/RARB/BCL11B/BMP5/VEGFA/EZR/VIM/LUZP1/ROCK2,0.01435105343573547,19/596,BP,0,,0,,0.031879194630872486
Oligo-3_up_ALL,neuron migration,NRG3/CHL1/UNC5D/FOXG1/FLNA/GPM6A/MEF2C/ASTN1/NRCAM/NR4A2/AXL/PRKG1/CX3CL1/VEGFA/FZD3/CAMK2A/CAMK2B/DCLK1,0.015356770229813698,18/596,BP,2,NRG3/GPM6A,0,,0.030201342281879196
Oligo-3_up_ALL,G protein-coupled dopamine receptor signaling pathway,GNB5/LRRK2/FLNA/PALM/GNG2/RGS4/SLC1A1,0.01577977959708875,7/596,BP,1,LRRK2,0,,0.01174496644295302
Oligo-3_up_ALL,striated muscle adaptation,INPP5F/IGFBP5/SMAD3/PPARG/TRPC3/CAMK2B/CAMK2G,0.01577977959708875,7/596,BP,1,IGFBP5,0,,0.01174496644295302
Oligo-3_up_ALL,filopodium assembly,DPYSL3/GPM6A/ITGB4/PALM/ARHGEF4/FNBP1L/TENM2/EZR/NRXN1/RIPOR2,0.01577977959708875,10/596,BP,1,GPM6A,0,,0.016778523489932886
Oligo-3_up_ALL,neuroinflammatory response,ADCY8/CLU/LRRK2/VPS13A/LRP1/LYN/PTPRC/CX3CL1/TLR2/TNFRSF1B,0.01577977959708875,10/596,BP,1,LRRK2,0,,0.016778523489932886
Oligo-3_up_ALL,protein localization to cell junction,GPC6/OLFM1/BAIAP2/MPP7/FLNA/GRIP1/PCLO/GRIP2/CGNL1/LGI1/CACNA2D2/NRXN1/HOMER1/CLSTN3,0.01577977959708875,14/596,BP,0,,0,,0.02348993288590604
Oligo-3_up_ALL,positive regulation of monoatomic ion transport,CHRM1/FHL1/FLNA/ASPH/PDGFRB/FXYD1/TESC/SCN3B/CX3CL1/WNK2/STIM1/TRPC3/WFS1/CACNA1D/CACNB2/CALM3/CAMK2A/HOMER1,0.016497370382428784,18/596,BP,0,,0,,0.030201342281879196
Oligo-3_up_ALL,negative regulation of amine transport,CNR1/ABAT/GRM7/PRKG1/RGS4/SYT4,0.016497370382428784,6/596,BP,0,,0,,0.010067114093959731
Oligo-3_up_ALL,carboxylic acid transport,SLC19A2/SLCO2B1/EMB/ABAT/SLC16A9/PLA2R1/GFAP/GRM7/SLC6A17/LYN/ATP1A2/SLCO1C1/PPARG/PRKG1/SLC17A7/RGS4/SLC1A1/SLC1A2/SLC6A7/SLC6A13/SLC7A2/STXBP1/SYT4/THBS1/CACNB4/SLC7A5,0.016497370382428784,26/596,BP,1,SLC17A7,0,,0.0436241610738255
Oligo-3_up_ALL,regulated exocytosis,RAB31/RAPGEF4/LRRK2/RAB26/ERC2/PCLO/LYN/PIK3CD/SYT13/BCR/SNAP25/STX1A/STXBP1/SYN2/SYT4/CACNB4/NR4A3/DOC2A/PPFIA3/SYT12,0.016497370382428784,20/596,BP,1,LRRK2,0,,0.03355704697986577
Oligo-3_up_ALL,regulation of cytosolic calcium ion concentration,ADCY8/CNR1/ERC2/GRM5/ASPH/ATP2B2/TRPC3/CACNB2/CACNB4,0.016497370382428784,9/596,BP,0,,0,,0.015100671140939598
Oligo-3_up_ALL,vascular associated smooth muscle cell proliferation,CALCRL/FGF2/IGFBP5/JUN/MEF2C/MAP3K5/PPARG/PRKG1/NR4A3,0.016497370382428784,9/596,BP,1,IGFBP5,0,,0.015100671140939598
Oligo-3_up_ALL,negative regulation of immune system process,MICOS10-NBL1/CD96/MERTK/CEBPB/CNR1/LRFN5/DUSP1/A2M/PLCB1/FBXL2/HLA-E/ID2/INPP5D/ILDR2/LYN/KITLG/NBL1/SERPINB9/PARP14/PPARG/AXL/PTPRC/BCR/CX3CL1/SAMSN1/BMP5/THBS1/EZR/RHBDF2/RIN3/RUNX3/CD59/CD69/RIPOR2,0.016497370382428784,34/596,BP,0,,0,,0.05704697986577181
Oligo-3_up_ALL,regulation of neurogenesis,YAP1/BAIAP2/EPHA4/FGF2/FOXG1/TRAK1/TENM4/GFAP/GRM5/ID2/BMAL1/LYN/MAP2/CX3CL1/RTN4R/BMPR2/CAPRIN2/SYT4/TLR2/TNFRSF1B/VEGFA/YWHAH/LRP8/BTG2/FZD3/SLC7A5/CAMK2B/BHLHE40,0.016515477468354824,28/596,BP,0,,0,,0.04697986577181208
Oligo-3_up_ALL,neuroblast proliferation,LRRK2/FGF2/FOXG1/ACSL6/TAFA1/CX3CL1/SOX5/VEGFA/BTG2/FZD3,0.0166046236643563,10/596,BP,1,LRRK2,0,,0.016778523489932886
Oligo-3_up_ALL,positive regulation of cell development,BAIAP2/PPARGC1B/EPHA4/FGF2/FOXG1/TRAK1/FOS/TENM4/GFAP/GRM5/ID2/INPP5D/LYN/KITLG/NOTCH2/TESC/AXL/PTPRC/CX3CL1/BMPR2/CAPRIN2/ZFP36L1/TLR2/TNFRSF1B/VEGFA/LRP8/FZD3/SLC7A5/CAMK2B/RUNX3/TESPA1,0.0166046236643563,31/596,BP,2,FOS/TESPA1,0,,0.05201342281879195
Oligo-3_up_ALL,organic acid transport,SLC19A2/SLCO2B1/EMB/ABAT/SLC16A9/PLA2R1/GFAP/GRM7/SLC6A17/LYN/ATP1A2/SLCO1C1/PPARG/PRKG1/SLC17A7/RGS4/SLC1A1/SLC1A2/SLC6A7/SLC6A13/SLC7A2/STXBP1/SYT4/THBS1/CACNB4/SLC7A5,0.01675157495310942,26/596,BP,1,SLC17A7,0,,0.0436241610738255
Oligo-3_up_ALL,chondrocyte differentiation,COL11A1/FOSL2/SMAD3/MAF/MEF2C/CHST11/SOX6/SULF2/RARB/BMPR2/SOX5/COL27A1/RUNX3,0.016896136702281638,13/596,BP,1,CHST11,0,,0.02181208053691275
Oligo-3_up_ALL,action potential propagation,ATP1A2/NRCAM/SCN9A/CACNB4,0.017274227207290972,4/596,BP,0,,0,,0.006711409395973154
Oligo-3_up_ALL,positive regulation of myoblast fusion,ADGRB1/CAPN2/CD53/RIPOR2,0.017274227207290972,4/596,BP,0,,0,,0.006711409395973154
Oligo-3_up_ALL,organic anion transport,SLC19A2/SLCO2B1/EMB/ABAT/SLC16A9/PLA2R1/GFAP/GRM7/SLC6A17/LYN/MGST1/ATP1A2/SLCO1C1/PPARG/PRKG1/SLC17A7/SLC4A10/RGS4/SLC1A1/SLC1A2/SLC2A3/SLC6A7/SLC6A13/SLC7A2/STXBP1/SYT4/THBS1/CACNB4/SLC7A5/SLC4A4/SLC4A7,0.01750434805066104,31/596,BP,2,SLC17A7/SLC4A4,0,,0.05201342281879195
Oligo-3_up_ALL,regulation of organic acid transport,ABAT/PLA2R1/GRM7/ATP1A2/PRKG1/RGS4/STXBP1/SYT4/THBS1/SLC7A5,0.01792448201122273,10/596,BP,0,,0,,0.016778523489932886
Oligo-3_up_ALL,response to hypoxia,ABCC9/ABAT/EPAS1/EPHA4/FOS/FOSL2/DDAH1/GAD2/SMAD3/NR4A2/ANGPTL4/PPARG/RORA/SCN2A/HIF3A/ZFP36L1/TFRC/THBS1/TLR2/VEGFA/CAPN2/LIMD1/ROCK2/ARNT2,0.01895947578726894,24/596,BP,2,FOS/GAD2,0,,0.040268456375838924
Oligo-3_up_ALL,acidic amino acid transport,ABAT/GRM7/ATP1A2/PRKG1/SLC17A7/SLC1A1/SLC1A2/SLC6A13/STXBP1/SYT4,0.01976293563340576,10/596,BP,1,SLC17A7,0,,0.016778523489932886
Oligo-3_up_ALL,regulation of muscle adaptation,IGFBP5/SMAD3/PPARG/RGS4/TNFRSF1B/TRPC3/NR4A3/CAMK2B/CAMK2G/ROCK2,0.01976293563340576,10/596,BP,1,IGFBP5,0,,0.016778523489932886
Oligo-3_up_ALL,cyclic purine nucleotide metabolic process,ADCY8/PDE7B/PDE4A/PDE4D/RORA/CACNB4/PDE8B,0.019800755012684683,7/596,BP,0,,0,,0.01174496644295302
Oligo-3_up_ALL,learning,SORCS3/PLCB1/FOS/GRM5/ATP1A2/PDE1B/JPH3/SLC12A5/NLGN4X/NDRG4/SLC1A1/SNAP25/TLR2/BTG2/PDE8B/NRXN1,0.020663366011247353,16/596,BP,1,FOS,0,,0.026845637583892617
Oligo-3_up_ALL,tissue remodeling,COL6A1/PPARGC1B/JAG1/EPAS1/FLNA/FOSL2/IGFBP5/INPP5D/MEF2C/NOTCH2/PPARG/AXL/BCR/BMPR2/TFRC/ROCK2,0.020663366011247353,16/596,BP,1,IGFBP5,0,,0.026845637583892617
Oligo-3_up_ALL,synaptic vesicle cycle,RAPGEF4/LRRK2/DNM1/ERC2/AMPH/PCLO/SLC17A7/SYT13/SNAP25/STX1A/STXBP1/SYN2/SYT4/CACNB4/AP3B2/CAPN2/DOC2A/PPFIA3/SYT12/NRXN1,0.020835631745881957,20/596,BP,2,LRRK2/SLC17A7,0,,0.03355704697986577
Oligo-3_up_ALL,response to corticotropin-releasing hormone,NR4A1/NR4A2/NR4A3,0.020835631745881957,3/596,BP,0,,0,,0.0050335570469798654
Oligo-3_up_ALL,D-aspartate transmembrane transport,GFAP/SLC1A1/SLC1A2,0.020835631745881957,3/596,BP,0,,0,,0.0050335570469798654
Oligo-3_up_ALL,D-aspartate import across plasma membrane,GFAP/SLC1A1/SLC1A2,0.020835631745881957,3/596,BP,0,,0,,0.0050335570469798654
Oligo-3_up_ALL,cellular response to corticotropin-releasing hormone stimulus,NR4A1/NR4A2/NR4A3,0.020835631745881957,3/596,BP,0,,0,,0.0050335570469798654
Oligo-3_up_ALL,negative regulation of vascular endothelial cell proliferation,COL4A3/MEF2C/PPARG,0.020835631745881957,3/596,BP,0,,0,,0.0050335570469798654
Oligo-3_up_ALL,regulation of sodium ion transport,FGF14/NKAIN3/PER1/FXYD1/TESC/SCN3B/WNK2/SNTA1/UTRN/YWHAH,0.020835631745881957,10/596,BP,1,SNTA1,0,,0.016778523489932886
Oligo-3_up_ALL,synaptic vesicle exocytosis,LRRK2/ERC2/PCLO/SYT13/SNAP25/STX1A/STXBP1/SYT4/CACNB4/DOC2A/PPFIA3/SYT12,0.020863036167260363,12/596,BP,1,LRRK2,0,,0.020134228187919462
Oligo-3_up_ALL,positive regulation of neuron projection development,BAIAP2/CNR1/DPYSL3/FLNA/ITGA6/LYN/NTRK3/CAMK1D/CX3CL1/NDRG4/BMP5/CAPRIN2/LRP8/CAMK2B/STK24/ENC1,0.021011966170350952,16/596,BP,2,NTRK3/ENC1,1,NTRK3,0.026845637583892617
Oligo-3_up_ALL,cyclic nucleotide metabolic process,ADCY8/PDE7B/PDE4A/PDE4D/RORA/CACNB4/PDE8B,0.02189371365025267,7/596,BP,0,,0,,0.01174496644295302
Oligo-3_up_ALL,regulation of muscle system process,ABAT/NR4A1/IGFBP5/SMAD3/ASPH/ATP1A2/PDE4D/PPARG/PRKG1/RGS4/TNFRSF1B/TRPC3/CACNA1C/CACNB2/NR4A3/CALM3/CAMK2B/CAMK2G/ROCK2,0.022203621888454414,19/596,BP,1,IGFBP5,0,,0.031879194630872486
Oligo-3_up_ALL,regulation of vesicle-mediated transport,MERTK/RAB31/RAPGEF4/RAB3C/CLU/LRRK2/GSG1L/INPP5F/SYNE1/RAB26/ERC2/PCLO/LRP1/LYN/NSF/NECAB2/AXL/SLC17A7/CAMK1D/SYT13/PTPRC/BCR/NDRG4/STX1A/STXBP1/SYT4/TLR2/TUB/VEGFA/EZR/CACNB4/MCTP1/RIN3/DOC2A/SYT12/SYTL4,0.022203621888454414,36/596,BP,2,LRRK2/SLC17A7,0,,0.06040268456375839
Oligo-3_up_ALL,camera-type eye development,MERTK/COL4A1/JAG1/FGF2/FOS/GPM6A/LAMA1/HCN1/SMAD3/MAF/NHS/NOTCH2/ATP2B2/PDGFRB/PER1/ADAMTS9/SLC17A7/BCL11B/SLC1A1/BMPR2/ZEB1/THRB/TUB/VEGFA/VIM/CACNA1C,0.02224637218662479,26/596,BP,3,FOS/GPM6A/SLC17A7,0,,0.0436241610738255
Oligo-3_up_ALL,regulation of neural precursor cell proliferation,LRRK2/FGF2/FOXG1/FLNA/ID2/LYN/TAFA1/CX3CL1/VEGFA/BTG2/FZD3,0.022782852785676315,11/596,BP,1,LRRK2,0,,0.018456375838926176
Oligo-3_up_ALL,regulation of postsynaptic membrane potential,BAIAP2/CHRM1/LRRK2/ABAT/SYNE1/GRIK1/GRM5/HCN1/MEF2C/NLGN4X/KCTD16/BEGAIN/RGS4/STX1A/NRXN1,0.023023036232947543,15/596,BP,1,LRRK2,0,,0.025167785234899327
Oligo-3_up_ALL,dendrite development,FARP1/BAIAP2/LRRK2/EPHA4/TRAK1/SYNE1/SULT4A1/MAP2/MEF2C/PAK3/ASAP1/PRKG1/CAMK1D/SLC12A5/BMP5/CAPRIN2/YWHAH/LRP8/CAMK2A/CAMK2B/DCLK1,0.023023036232947543,21/596,BP,1,LRRK2,0,,0.03523489932885906
Oligo-3_up_ALL,positive regulation of neurogenesis,BAIAP2/EPHA4/FGF2/FOXG1/TRAK1/TENM4/GFAP/GRM5/ID2/LYN/CX3CL1/BMPR2/CAPRIN2/TLR2/TNFRSF1B/VEGFA/LRP8/FZD3/SLC7A5/CAMK2B,0.023023036232947543,20/596,BP,0,,0,,0.03355704697986577
Oligo-3_up_ALL,positive regulation of protein localization,FARP1/YAP1/SORBS1/RAPGEF4/CHRM1/ADCY8/ABAT/EPB41/STOM/DZIP1/FLNA/PLCB1/MTCL1/MYRIP/LRP1/SMAD3/ASPH/MYH10/NECAB2/PPARG/PRKAA2/DPP10/SNAP25/TFRC/TLR2/VEGFA/EZR/CACNB4/RIPOR1/NRXN1/SYTL4/ROCK2/BAG3/CLSTN3,0.02415814668659185,34/596,BP,0,,0,,0.05704697986577181
Oligo-3_up_ALL,"regulation of synaptic transmission, glutamatergic",LRRK2/CNR1/GRIK1/GRM5/GRM7/MEF2C/ATP1A2/STXBP1/NRXN1/HOMER1,0.024282872951089784,10/596,BP,1,LRRK2,0,,0.016778523489932886
