Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000123124,WWP1,146,2.56474,19,-1.0933,36,-0.1072,28,-0.4625,23,-0.8791,30,-0.3532,1,-5.3166
ENSG00000176623,RMDN1,146,2.32727,17,-1.3372,10,-2.2708,34,-0.3289,20,-1.2796,34,-0.3309,85,1.21802
ENSG00000085719,CPNE3,146,2.27462,42,-0.0383,7,-2.7400,46,0.13057,16,-1.6152,30,-0.5410,73,0.89680
ENSG00000164823,OSGIN2,146,2.28446,20,-1.1499,26,-0.8717,5,-3.0463,14,-1.8287,33,-0.3926,99,1.46730
ENSG00000104325,DECR1,146,2.09984,26,-0.8807,7,-2.9705,65,0.56943,34,-0.5339,38,-0.3164,58,0.37951
ENSG00000123119,NECAB1,146,-0.7941,46,-2.5365,623,2.22167,136,-0.9120,204,-0.3063,109,-1.2467,88,-1.5717
ENSG00000155099,PIP4P2,146,1.88947,11,-2.3162,44,-0.2515,13,-2.0662,45,-0.2153,26,-1.0277,84,0.82400
ENSG00000253738,OTUD6B-AS1,146,1.19039,40,-0.9452,66,-0.1764,82,0.18259,79,0.15243,47,-0.6979,51,-0.5534
ENSG00000079102,RUNX1T1,146,2.93137,15,-1.2422,38,0.25627,26,-0.3976,16,-1.2108,0,-5.5344,2,-3.9460
ENSG00000205133,TRIQK,146,2.70444,11,-1.8174,33,-0.1611,8,-2.2834,35,-0.0644,4,-3.1202,19,-0.9833
ENSG00000188343,FAM92A,146,2.37450,9,-2.2782,25,-0.8292,39,-0.0659,40,-0.0560,9,-2.3027,35,-0.2334
ENSG00000164951,PDP1,146,0.86182,4,-4.3567,227,2.23061,79,-0.1709,41,-1.2815,21,-2.1741,3,-4.9820
ENSG00000156170,NDUFAF6,146,2.78981,0,-5.9738,25,-0.5608,4,-2.9675,22,-0.7585,18,-1.0289,48,0.54423
ENSG00000156467,UQCRB,146,-2.4964,771,0.04014,521,-0.6496,727,-0.0546,987,0.52610,1005,0.47860,1105,0.64080
ENSG00000156471,PTDSS1,146,1.86891,0,-6.3225,74,0.70143,28,-0.9407,33,-0.7952,6,-3.2275,71,0.52096
ENSG00000169439,SDC2,146,1.45454,93,0.63408,10,-2.8892,55,-0.2173,30,-1.2948,44,-0.5849,153,1.54238
ENSG00000180543,TSPYL5,146,2.09604,11,-2.1699,64,0.63118,35,-0.4498,44,-0.1010,5,-3.2045,4,-3.5802
ENSG00000147649,MTDH,146,0.34560,116,-0.0348,134,0.23166,91,-0.4163,72,-0.8779,118,-0.0008,183,0.72999
ENSG00000104341,LAPTM4B,146,1.11248,18,-2.2152,40,-1.1083,32,-1.3247,69,-0.1794,53,-0.5841,219,1.89956
ENSG00000156482,RPL30,146,-3.1040,2253,1.17294,377,-1.8444,971,-0.2544,932,-0.3608,2182,1.11397,2073,1.02079
ENSG00000132541,RIDA,146,1.13112,10,-3.0018,38,-1.1724,107,0.58503,67,-0.2199,61,-0.3363,144,1.10776
ENSG00000253948,VPS13B-DT,146,1.96714,49,-0.0221,12,-2.2145,55,0.19087,56,0.22971,18,-1.5377,38,-0.3910
ENSG00000164919,COX6C,146,-2.3989,436,-0.7578,774,0.17718,706,0.00358,1293,1.27036,509,-0.5168,406,-0.8670
ENSG00000147669,POLR2K,146,0.71358,75,-0.3754,103,0.13405,106,0.16614,100,0.09653,44,-1.2009,81,-0.2565
ENSG00000186106,ANKRD46,146,1.31340,0,-6.3920,101,0.76520,68,0.00115,56,-0.3478,19,-1.9685,67,-0.0290
ENSG00000070756,PABPC1,146,-1.4106,917,1.64099,165,-1.3401,394,0.13421,272,-0.5126,542,0.67080,391,0.12183
ENSG00000164924,YWHAZ,146,-2.5750,274,-1.6433,1707,1.67939,1013,0.40212,855,0.13986,314,-1.4403,270,-1.6652
ENSG00000261087,AP003469.4,146,2.67247,12,-1.6908,25,-0.6736,19,-1.0167,18,-1.1781,45,0.33399,20,-0.9462
ENSG00000120963,ZNF706,146,0.61177,92,-0.1600,137,0.58131,63,-0.7355,79,-0.4469,35,-1.6184,144,0.57845
ENSG00000104490,NCALD,146,-0.4836,5,-5.4438,388,1.42307,500,1.63407,119,-0.8948,113,-0.8876,9,-4.5614
ENSG00000048392,RRM2B,146,2.41374,0,-6.1170,35,-0.2454,44,0.13785,21,-1.1187,25,-0.7322,35,-0.2177
ENSG00000104517,UBR5,146,2.41768,15,-1.5060,17,-1.3951,29,-0.4998,22,-1.0344,3,-3.6209,90,1.38202
ENSG00000155096,AZIN1,146,0.02056,97,-0.6237,230,0.93441,72,-1.0771,127,-0.2294,89,-0.7606,180,0.36500
ENSG00000155097,ATP6V1C1,146,0.02756,70,-1.1317,283,1.44158,90,-0.7310,133,-0.1381,53,-1.5396,102,-0.5492
ENSG00000164929,BAALC,146,-0.4921,35,-2.6166,185,-0.1350,289,0.61605,193,-0.0557,222,0.17420,345,0.92618
ENSG00000164933,SLC25A32,146,2.56738,38,0.00217,31,-0.3499,17,-1.2053,23,-0.8408,7,-2.4692,23,-0.7551
ENSG00000176406,RIMS2,146,1.76597,0,-6.6112,59,0.16113,39,-0.5131,56,0.04439,56,0.03971,17,-1.7299
ENSG00000164830,OXR1,146,0.16880,9,-3.9437,250,1.34389,97,-0.4927,176,0.55515,32,-2.1747,52,-1.4360
ENSG00000147655,RSPO2,146,2.92182,0,-5.9047,41,0.41812,9,-1.9816,26,-0.3952,0,-7.6019,7,-2.2632
ENSG00000104408,EIF3E,146,0.51658,131,0.32978,62,-0.9391,81,-0.4430,95,-0.2164,127,0.27695,164,0.70970
ENSG00000104412,EMC2,146,1.50453,23,-1.5368,33,-1.0915,53,-0.2534,50,-0.3770,76,0.33908,93,0.68051
ENSG00000120533,ENY2,146,0.98217,87,0.09029,69,-0.3054,122,0.66505,66,-0.3851,41,-1.0593,70,-0.2480
ENSG00000147654,EBAG9,146,2.38190,22,-0.9451,32,-0.4491,17,-1.3509,18,-1.4151,11,-1.9242,72,0.96463
ENSG00000147642,SYBU,146,1.29315,0,-6.9589,93,0.56778,49,-0.5490,83,0.35712,14,-2.3979,60,-0.2153
ENSG00000164794,KCNV1,146,2.63229,1,-4.7309,79,1.64485,2,-3.9215,8,-2.3880,4,-3.3353,4,-3.0719
ENSG00000147677,EIF3H,146,-0.4291,225,0.26527,94,-1.2142,56,-1.8816,391,1.53619,143,-0.4615,182,-0.0820
ENSG00000164754,RAD21,146,0.47889,91,-0.2960,121,0.19492,112,0.03987,76,-0.6516,126,0.23082,115,0.08562
ENSG00000177570,SAMD12,146,1.58832,24,-1.4127,88,0.77853,73,0.33202,24,-1.5003,28,-1.1691,39,-0.6726
ENSG00000147676,MAL2,146,1.42857,0,-6.8562,139,1.67697,44,-0.5850,49,-0.4711,10,-2.7069,1,-5.3108
ENSG00000136960,ENPP2,146,0.32913,3,-5.2072,39,-1.8444,97,-0.3399,24,-2.5692,432,2.41607,271,1.42444
ENSG00000172172,MRPL13,146,1.89380,45,-0.2051,38,-0.5088,53,0.05100,32,-0.8118,27,-0.9812,47,-0.1130
ENSG00000136986,DERL1,146,1.98627,57,0.24774,56,0.25682,6,-3.1574,19,-1.5928,33,-0.6208,48,-0.0233
ENSG00000165156,ZHX1,146,1.97848,70,0.58523,31,-0.7800,22,-1.2051,29,-0.9265,30,-0.7676,52,0.11043
ENSG00000176853,FAM91A1,146,2.63910,33,-0.1535,39,0.09609,8,-2.1959,19,-1.1270,13,-1.5739,14,-1.4175
ENSG00000164983,TMEM65,146,2.22038,0,-6.3075,40,-0.1867,38,-0.2152,30,-0.6890,47,0.12077,24,-0.9124
ENSG00000170881,RNF139,146,2.65473,57,0.73980,20,-1.0410,4,-3.3194,29,-0.3893,7,-2.4653,17,-1.2073
ENSG00000147687,TATDN1,146,2.64389,0,-6.0542,22,-0.8525,41,0.19068,31,-0.2795,28,-0.4304,7,-2.4324
ENSG00000147684,NDUFB9,146,-1.2788,324,-0.0407,290,-0.2501,486,0.63403,465,0.65917,275,-0.3056,250,-0.4519
ENSG00000170873,MTSS1,146,2.51229,29,-0.4629,19,-1.1933,23,-0.7793,23,-0.8919,21,-0.9709,45,0.23501
ENSG00000104549,SQLE,146,2.31280,15,-1.5411,41,-0.0340,27,-0.7028,21,-1.1446,14,-1.6728,51,0.30835
ENSG00000164961,WASHC5,146,2.34334,17,-1.3777,33,-0.4194,15,-1.5850,6,-2.9396,20,-1.1144,98,1.48691
ENSG00000153310,FAM49B,146,1.23543,26,-1.5596,86,0.35463,67,-0.0877,78,0.16737,53,-0.4661,21,-1.8632
ENSG00000153317,ASAP1,146,1.41668,45,-0.5865,102,0.90029,54,-0.2754,42,-0.7418,19,-1.8969,31,-1.1551
ENSG00000132294,EFR3A,146,0.54845,39,-1.5169,221,1.61302,75,-0.5435,91,-0.2550,29,-1.9395,31,-1.8503
ENSG00000184156,KCNQ3,146,1.17900,13,-2.6082,104,0.68504,93,0.37832,72,-0.0405,40,-0.9667,18,-2.1569
ENSG00000129292,PHF20L1,146,1.56925,34,-0.8631,41,-0.6553,39,-0.6802,21,-1.6984,111,1.05071,82,0.52686
ENSG00000104419,NDRG1,146,0.20769,94,-0.4987,76,-0.9205,80,-0.7426,27,-2.5230,533,2.75880,100,-0.4049
ENSG00000131773,KHDRBS3,146,0.77440,37,-1.4167,129,0.65622,131,0.58202,85,-0.1444,64,-0.5772,23,-2.1003
ENSG00000167632,TRAPPC9,146,1.81969,24,-1.2176,55,0.08373,50,-0.0739,30,-0.9713,25,-1.1812,59,0.19049
ENSG00000123908,AGO2,146,2.95422,8,-2.1636,20,-0.8723,24,-0.5006,26,-0.4271,9,-1.8661,16,-1.0696
ENSG00000169398,PTK2,146,0.88146,81,-0.1167,99,0.25224,44,-1.0550,42,-1.2310,74,-0.2425,152,0.95208
ENSG00000105339,DENND3,146,2.33591,106,1.64260,17,-1.5060,18,-1.2604,21,-1.1309,8,-2.4224,20,-1.1541
ENSG00000184489,PTP4A3,146,1.27169,335,3.17242,17,-2.2574,16,-2.1938,28,-1.5210,6,-3.4895,34,-1.1364
ENSG00000181790,ADGRB1,146,1.25766,44,-0.7359,106,0.81565,39,-0.9174,71,0.02492,18,-2.0865,31,-1.2607
ENSG00000180155,LYNX1,146,-0.3485,143,-0.3897,317,1.13814,169,-0.1242,158,-0.2553,117,-0.6936,114,-0.7389
ENSG00000160932,LY6E,146,-0.6352,295,0.49418,380,1.13985,213,-0.0431,179,-0.3622,71,-1.7286,124,-0.8930
ENSG00000176956,LY6H,146,-1.7704,96,-2.3994,1108,2.00196,415,-0.1694,480,0.07595,127,-1.9803,189,-1.3858
ENSG00000250571,GLI4,146,2.16463,40,-0.1781,20,-1.3813,39,-0.2097,27,-0.8798,19,-1.2877,66,0.62776
ENSG00000158106,RHPN1,146,1.18130,24,-1.6794,82,0.20286,34,-1.1866,60,-0.3484,30,-1.4003,141,1.11925
ENSG00000147813,NAPRT,146,1.74217,83,0.68327,52,-0.1080,36,-0.6789,28,-1.1244,28,-1.0619,41,-0.4538
ENSG00000104529,EEF1D,146,-0.9782,839,2.04935,129,-1.2854,130,-1.1594,125,-1.3333,584,1.31606,251,-0.1341
ENSG00000104524,PYCR3,146,2.80333,0,-5.9662,30,-0.2292,45,0.44380,22,-0.7838,14,-1.3317,0,-6.8245
ENSG00000104522,TSTA3,146,2.11543,56,0.31003,45,-0.0224,16,-1.6479,32,-0.6358,6,-2.9650,35,-0.4188
ENSG00000180900,SCRIB,146,2.05225,28,-0.8286,23,-1.2521,29,-0.7888,26,-1.0540,57,0.29703,70,0.65185
ENSG00000179950,PUF60,146,0.24127,159,0.37780,82,-0.7665,157,0.36221,129,0.03783,94,-0.4768,159,0.38241
ENSG00000185189,NRBP2,146,1.27822,0,-6.9702,46,-0.7350,82,0.26156,41,-0.9216,72,0.04628,154,1.36973
ENSG00000178209,PLEC,146,-0.2923,406,1.46291,106,-0.8756,110,-0.7431,103,-0.9236,101,-0.8729,399,1.43102
ENSG00000178719,GRINA,146,-1.2798,347,0.06630,406,0.38146,203,-0.7815,412,0.41043,125,-1.5180,537,0.80491
ENSG00000178896,EXOSC4,146,2.22511,43,-0.0320,33,-0.4809,40,-0.1484,27,-0.8173,11,-2.0713,32,-0.4747
ENSG00000197858,GPAA1,146,0.04979,188,0.46041,121,-0.2880,114,-0.3453,101,-0.6075,124,-0.2179,262,1.04049
ENSG00000179091,CYC1,146,-0.2349,223,0.45424,156,-0.1528,155,-0.1470,221,0.51131,52,-1.8000,195,0.22967
ENSG00000179526,SHARPIN,146,1.82531,100,1.09258,20,-1.6173,31,-0.8104,47,-0.2041,18,-1.6022,44,-0.2935
ENSG00000179632,MAF1,146,1.34792,130,1.13273,50,-0.5299,49,-0.5072,28,-1.4819,32,-1.1509,92,0.51310
ENSG00000179832,MROH1,146,1.36853,53,-0.3591,65,-0.0459,19,-1.8811,69,0.06060,19,-1.9153,93,0.56390
ENSG00000261236,BOP1,146,2.24636,5,-3.0338,51,0.32046,32,-0.4976,37,-0.2638,26,-0.7962,3,-3.7820
ENSG00000185122,HSF1,146,1.49537,133,1.31392,24,-1.6098,62,-0.0089,57,-0.1675,17,-2.0011,41,-0.6633
ENSG00000185000,DGAT1,146,1.64990,71,0.34451,38,-0.7163,12,-2.3638,39,-0.6645,15,-2.0299,118,1.23227
ENSG00000261678,SCRT1,146,2.37354,5,-2.9508,42,0.02822,12,-1.8232,36,-0.2316,2,-4.3674,48,0.25116
ENSG00000071894,CPSF1,146,2.27737,23,-0.9506,56,0.53502,12,-1.8961,25,-0.9234,14,-1.6480,26,-0.7910
ENSG00000160948,VPS28,146,-0.1191,247,0.75515,166,0.09642,145,-0.1336,134,-0.2890,121,-0.4178,158,0.00150
ENSG00000187954,CYHR1,146,0.78909,58,-0.7207,122,0.55298,57,-0.7430,72,-0.4182,40,-1.2630,133,0.62220
ENSG00000167702,KIFC2,146,0.14913,72,-0.9611,187,0.65439,239,0.99030,127,-0.0943,55,-1.3728,62,-1.1991
ENSG00000160972,PPP1R16A,146,1.75749,35,-0.6740,28,-1.1305,62,0.21878,43,-0.4011,22,-1.3572,80,0.64430
ENSG00000167700,MFSD3,146,2.20974,0,-6.3113,45,0.04386,24,-0.9175,58,0.54579,9,-2.4094,10,-2.2773
ENSG00000160959,LRRC14,146,2.25284,37,-0.2450,32,-0.5269,27,-0.7499,26,-0.8459,5,-3.1354,57,0.44477
ENSG00000254402,LRRC24,146,1.81639,46,-0.2232,39,-0.5489,36,-0.5839,52,-0.0326,26,-1.1197,40,-0.4373
ENSG00000213563,C8orf82,146,2.23017,29,-0.6240,23,-1.1163,34,-0.4093,24,-1.0010,20,-1.2119,70,0.78004
ENSG00000147799,ARHGAP39,146,2.86820,0,-5.9315,25,-0.5513,20,-0.7984,30,-0.1980,11,-1.6522,16,-1.1615
ENSG00000161016,RPL8,146,-2.8632,2738,1.87924,541,-1.0052,780,-0.3428,744,-0.4685,1329,0.53014,1128,0.25424
ENSG00000170619,COMMD5,146,2.34064,31,-0.4815,33,-0.4229,29,-0.5845,23,-1.0362,18,-1.2688,40,-0.0773
ENSG00000182307,C8orf33,146,1.24212,56,-0.3794,52,-0.5508,103,0.61384,59,-0.3388,42,-0.8290,70,-0.0114
ENSG00000181404,WASHC1,146,0.77258,168,1.01257,69,-0.5082,59,-0.7133,52,-0.9960,113,0.33640,102,0.16489
ENSG00000080503,SMARCA2,146,0.13460,148,0.14750,192,0.69855,74,-0.9463,148,0.17037,50,-1.5262,115,-0.2499
ENSG00000147852,VLDLR,146,2.69835,6,-2.6259,32,-0.1992,4,-3.2633,33,-0.1424,1,-4.3525,35,-0.0399
ENSG00000106688,SLC1A1,146,2.80055,11,-1.7257,47,0.57379,6,-2.6185,26,-0.4686,2,-4.0414,0,-6.8263
ENSG00000106993,CDC37L1,146,2.03759,0,-6.4235,47,-0.0276,37,-0.3899,24,-1.1822,10,-2.3483,94,1.15381
ENSG00000147853,AK3,146,1.49136,129,1.24678,26,-1.4703,116,1.06343,25,-1.5277,19,-1.7927,48,-0.4172
ENSG00000183354,KIAA2026,146,1.74382,43,-0.3965,31,-0.9878,58,0.08432,30,-1.0183,70,0.40634,54,-0.0238
ENSG00000137040,RANBP6,146,2.31874,14,-1.6441,57,0.58195,18,-1.3129,29,-0.6607,5,-2.9960,23,-0.9316
ENSG00000137038,DMAC1,146,0.46819,152,0.52974,116,0.09392,129,0.25342,126,0.26021,62,-0.8962,18,-2.7327
ENSG00000153707,PTPRD,146,0.83118,13,-2.8887,146,0.99950,29,-1.7229,49,-1.0401,101,0.20007,124,0.54088
ENSG00000107186,MPDZ,146,1.50601,68,0.14782,68,0.17443,14,-2.2397,26,-1.4416,56,-0.1516,84,0.50237
ENSG00000147862,NFIB,146,0.45514,114,0.04158,117,0.09258,184,0.84627,55,-1.1958,77,-0.5801,135,0.31602
ENSG00000175893,ZDHHC21,146,2.14893,15,-1.6494,53,0.31331,17,-1.5092,30,-0.7357,17,-1.4829,45,0.00871
ENSG00000164975,SNAPC3,146,2.22246,29,-0.6486,41,-0.1246,56,0.39225,27,-0.8483,21,-1.1212,7,-2.7827
ENSG00000164985,PSIP1,146,-0.0985,117,-0.4499,202,0.50201,205,0.45405,139,-0.1994,132,-0.2607,117,-0.4537
ENSG00000107295,SH3GL2,146,-0.1208,18,-3.2222,356,1.80714,225,0.58744,107,-0.6842,75,-1.1588,30,-2.5004
ENSG00000155876,RRAGA,146,0.65172,35,-1.6181,150,0.82853,78,-0.3861,123,0.42016,44,-1.2551,41,-1.3581
ENSG00000137154,RPS6,146,-2.9791,2291,1.36501,377,-1.7112,958,-0.1411,662,-0.8020,2276,1.35194,1657,0.77388
ENSG00000155886,SLC24A2,146,0.76925,0,-7.0715,145,0.89835,55,-0.8157,95,0.06114,63,-0.5970,86,-0.1119
ENSG00000171843,MLLT3,146,2.96585,10,-1.7485,26,-0.4061,37,0.18665,24,-0.5314,0,-6.0205,0,-6.7402
ENSG00000188352,FOCAD,146,2.45140,28,-0.5204,52,0.51851,6,-2.6776,30,-0.5150,11,-1.8843,1,-4.6888
ENSG00000198642,KLHL9,146,2.51830,36,-0.1083,34,-0.2406,27,-0.5527,19,-1.2200,7,-2.5409,26,-0.6189
ENSG00000107105,ELAVL2,146,1.08811,0,-7.1186,150,1.40790,41,-0.9989,97,0.43679,12,-2.8054,1,-5.5763
ENSG00000198680,TUSC1,146,2.26338,66,0.70292,29,-0.6820,31,-0.5292,24,-0.9994,21,-1.0835,17,-1.4328
ENSG00000235453,SMIM27,146,1.93202,20,-1.4181,15,-1.9167,19,-1.4482,47,-0.0961,46,-0.1489,93,1.05340
ENSG00000165264,NDUFB6,146,-0.0349,61,-1.3864,167,0.20495,255,0.89917,197,0.53050,64,-1.3134,92,-0.7582
ENSG00000137074,APTX,146,2.48390,32,-0.3409,28,-0.5843,11,-1.9336,28,-0.5936,47,0.30047,5,-3.1048
ENSG00000086061,DNAJA1,146,-0.4340,108,-0.8993,328,1.09508,207,0.12342,198,0.05869,111,-0.8693,104,-0.9628
ENSG00000122692,SMU1,146,2.12482,15,-1.6519,50,0.16637,17,-1.5049,28,-0.8335,28,-0.7625,48,0.08609
ENSG00000107262,BAG1,146,0.19087,143,0.15411,123,-0.1070,129,-0.0174,116,-0.2157,160,0.33544,117,-0.1738
ENSG00000086065,CHMP5,146,0.71967,59,-0.7486,139,0.74350,76,-0.3594,93,-0.0381,43,-1.2395,68,-0.5289
ENSG00000086102,NFX1,146,2.47416,58,0.63412,23,-0.9413,43,0.12949,23,-0.8858,13,-1.6606,2,-4.3978
ENSG00000010438,PRSS3,146,2.69872,5,-2.8768,49,0.61187,14,-1.4244,30,-0.3303,0,-7.7493,0,-6.8104
ENSG00000107341,UBE2R2,146,1.18467,67,-0.1314,62,-0.3062,87,0.27267,70,-0.0706,79,0.12221,15,-2.3589
ENSG00000137073,UBAP2,146,2.08329,34,-0.4748,21,-1.3650,36,-0.4184,38,-0.3810,33,-0.5438,53,0.21804
ENSG00000165006,UBAP1,146,2.13309,0,-6.3627,57,0.41288,36,-0.3901,33,-0.5603,23,-1.0448,25,-0.9125
ENSG00000164978,NUDT2,146,2.41673,50,0.34409,18,-1.3459,34,-0.2825,29,-0.5577,18,-1.2530,20,-1.0707
ENSG00000164976,MYORG,146,2.63016,17,-1.2155,16,-1.3685,55,0.65444,13,-1.6550,20,-0.9657,35,-0.0868
ENSG00000164972,C9orf24,146,2.62386,16,-1.2989,24,-0.7445,33,-0.1908,43,0.28980,4,-3.3411,0,-6.9235
ENSG00000164970,FAM219A,146,1.04609,48,-0.7741,91,0.27353,79,0.00012,70,-0.2105,74,-0.0951,40,-1.0722
ENSG00000168913,ENHO,146,-1.6600,295,-0.5921,256,-0.8995,770,0.99734,596,0.64574,379,-0.1967,561,0.44701
ENSG00000122756,CNTFR,146,1.82221,24,-1.2139,9,-2.7649,50,-0.0695,40,-0.4714,19,-1.5336,135,1.66108
ENSG00000137100,DCTN3,146,0.09752,84,-0.7751,125,-0.1788,189,0.52147,193,0.65400,105,-0.4267,81,-0.8446
ENSG00000147955,SIGMAR1,146,2.04905,79,0.85953,29,-0.8698,12,-2.0476,31,-0.7410,28,-0.7922,41,-0.2296
ENSG00000187186,AL162231.1,146,0.94936,9,-3.3355,99,0.33373,117,0.56048,109,0.52171,46,-0.9377,15,-2.5576
ENSG00000122733,PHF24,146,0.42425,7,-4.0120,209,1.28425,145,0.40439,100,-0.2168,37,-1.7170,63,-0.9087
ENSG00000165280,VCP,146,0.21316,99,-0.4080,186,0.72953,132,0.03905,110,-0.2766,75,-0.8442,111,-0.2329
ENSG00000165283,STOML2,146,1.03900,129,0.81736,68,-0.2905,81,0.02580,69,-0.2556,20,-2.0919,65,-0.3153
ENSG00000005238,FAM214B,146,2.17779,17,-1.4882,34,-0.4599,31,-0.5637,32,-0.5771,33,-0.4816,41,-0.1188
ENSG00000198722,UNC13B,146,2.84463,12,-1.5232,42,0.41929,8,-2.1588,13,-1.5667,19,-0.9095,9,-1.9573
ENSG00000198853,RUSC2,146,1.27901,74,0.09634,93,0.56381,18,-2.0776,83,0.33663,15,-2.2907,21,-1.8444
ENSG00000107140,TESK1,146,1.58134,41,-0.5934,58,-0.0387,35,-0.8450,60,0.00561,25,-1.3245,52,-0.1997
ENSG00000159884,CCDC107,146,1.06209,226,1.90790,49,-0.8110,31,-1.4506,34,-1.4060,38,-1.1099,97,0.35557
ENSG00000198467,TPM2,146,-1.1000,2417,6.28936,20,-4.1592,8,-5.3356,8,-5.5071,0,-8.4332,32,-3.3316
ENSG00000137076,TLN1,146,0.38975,619,3.54962,15,-3.2682,32,-1.9545,21,-2.7296,72,-0.7440,98,-0.2624
ENSG00000107175,CREB3,146,1.08796,85,0.15660,83,0.14445,77,-0.0150,49,-0.7899,74,-0.0754,48,-0.7357
ENSG00000070610,GBA2,146,1.43535,53,-0.3108,68,0.11794,32,-1.0811,79,0.40964,18,-1.9382,32,-1.0577
ENSG00000137133,HINT2,146,1.45467,85,0.48644,45,-0.5937,28,-1.2439,66,0.07960,34,-0.9564,54,-0.2679
ENSG00000137103,TMEM8B,146,0.82121,61,-0.6163,106,0.31660,93,0.06203,104,0.28303,52,-0.8631,35,-1.4564
ENSG00000122705,CLTA,146,-0.5015,229,0.21576,294,0.75710,181,-0.1681,154,-0.4731,156,-0.3963,197,-0.0321
ENSG00000137075,RNF38,146,2.00605,35,-0.4962,50,0.05608,32,-0.6475,27,-0.9806,36,-0.4739,31,-0.6799
ENSG00000281649,EBLN3P,146,2.42881,0,-6.1788,32,-0.3831,24,-0.8260,38,-0.0801,19,-1.1546,30,-0.4379
ENSG00000137106,GRHPR,146,0.77122,100,0.12470,54,-0.9235,40,-1.3043,83,-0.1850,100,0.12257,170,1.04043
ENSG00000175768,TOMM5,146,0.61197,103,0.02140,98,-0.0635,94,-0.1232,110,0.15166,64,-0.7257,89,-0.1995
ENSG00000107242,PIP5K1B,146,2.46929,13,-1.6993,26,-0.7016,27,-0.6105,18,-1.3124,7,-2.5073,73,1.03665
ENSG00000119139,TJP2,146,1.43130,67,0.05697,5,-3.9879,12,-2.4959,5,-3.9386,74,0.23785,260,2.69113
ENSG00000107282,APBA1,146,1.18419,11,-2.8303,94,0.48014,91,0.35635,62,-0.2940,21,-1.8774,77,0.08006
ENSG00000119138,KLF9,146,1.11244,220,1.91238,79,0.07595,39,-1.0584,27,-1.7348,43,-0.8874,25,-1.7084
ENSG00000107362,ABHD17B,146,2.53835,22,-0.8786,38,-0.0024,17,-1.2052,12,-1.9414,20,-1.0265,40,0.05960
ENSG00000119125,GDA,146,-0.0529,0,-8.0843,449,2.75290,116,-0.4187,84,-1.0229,31,-2.4055,2,-6.0021
ENSG00000107372,ZFAND5,146,-0.4042,40,-2.3440,304,0.96578,216,0.22532,168,-0.2127,91,-1.1410,259,0.52660
ENSG00000165092,ALDH1A1,146,1.93804,4,-3.6684,16,-1.8594,109,1.35497,13,-2.1451,111,1.37759,20,-1.3975
ENSG00000198963,RORB,146,2.58006,2,-4.2824,51,0.57967,20,-0.9745,13,-1.7743,6,-2.7502,38,0.00593
ENSG00000106733,NMRK1,146,2.30926,15,-1.5476,37,-0.2585,28,-0.6507,34,-0.4003,16,-1.4481,33,-0.3705
ENSG00000134996,OSTF1,146,2.44970,18,-1.2098,41,0.04914,14,-1.5443,17,-1.4545,21,-1.0167,43,0.14047
ENSG00000135002,RFK,146,0.86510,33,-1.5091,146,1.04622,108,0.34708,78,-0.2002,30,-1.6331,20,-2.2097
ENSG00000106772,PRUNE2,146,1.24118,34,-1.1267,97,0.59692,30,-1.3512,73,0.05579,60,-0.2725,29,-1.3560
ENSG00000197969,VPS13A,146,2.57607,0,-6.0927,58,0.85454,28,-0.4477,19,-1.1500,10,-1.9449,0,-6.9508
ENSG00000156052,GNAQ,146,0.04224,46,-1.7519,261,1.25789,145,0.02680,110,-0.4661,145,0.02924,60,-1.3483
ENSG00000135069,PSAT1,146,0.56022,0,-6.8954,28,-2.1411,149,0.59580,48,-1.3278,114,0.13918,377,2.41747
ENSG00000106829,TLE4,146,2.05163,19,-1.4155,21,-1.3513,111,1.49233,15,-1.8321,52,0.14594,24,-1.0417
ENSG00000196781,TLE1,146,1.65243,25,-1.2675,68,0.32918,6,-3.2849,61,0.10331,11,-2.4638,70,0.31706
ENSG00000135018,UBQLN1,146,0.59626,74,-0.5028,144,0.67365,138,0.49414,87,-0.2971,36,-1.6144,64,-0.7462
ENSG00000165119,HNRNPK,146,-1.2982,366,0.13632,445,0.54097,358,0.10014,274,-0.3733,292,-0.2269,430,0.40303
ENSG00000148053,NTRK2,146,-1.9056,137,-2.0034,317,-0.8186,773,0.71290,338,-0.7065,355,-0.5613,1823,2.42063
ENSG00000135049,AGTPBP1,146,2.11887,5,-3.2877,59,0.47987,20,-1.2496,31,-0.7068,33,-0.5342,30,-0.6843
ENSG00000135040,NAA35,146,2.69677,1,-5.0668,28,-0.4317,25,-0.5827,12,-1.7809,32,-0.1826,39,0.13706
ENSG00000135052,GOLM1,146,0.52918,37,-1.6039,100,-0.1192,75,-0.5545,68,-0.7796,63,-0.8158,299,1.85913
ENSG00000135070,ISCA1,146,0.84293,8,-3.5775,138,0.88292,104,0.26321,90,0.02337,25,-1.9281,59,-0.6426
ENSG00000196730,DAPK1,146,2.40332,0,-6.1943,37,-0.1412,19,-1.1502,21,-1.1128,7,-2.5656,75,1.03404
