Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116288,PARK7,146,-1.1816,233,-0.4624,273,-0.2410,558,0.98832,340,0.16345,241,-0.4091,401,0.41387
ENSG00000162426,SLC45A1,146,2.41794,32,-0.3504,43,0.12619,9,-2.2821,35,-0.2540,3,-3.5835,16,-1.4459
ENSG00000142599,RERE,146,1.02186,44,-0.9493,110,0.61264,61,-0.4429,56,-0.6370,37,-1.1797,102,0.39307
ENSG00000074800,ENO1,146,-2.2647,628,-0.0389,718,0.20893,776,0.30940,668,0.07025,428,-0.6446,1036,0.80261
ENSG00000142583,SLC2A5,146,1.91494,32,-0.7156,23,-1.3037,32,-0.7094,22,-1.3600,61,0.30505,91,1.00205
ENSG00000171612,SLC25A33,146,1.91376,14,-1.9323,19,-1.5835,52,0.03706,33,-0.7564,13,-2.0591,125,1.59135
ENSG00000171603,CLSTN1,146,-1.6676,117,-1.9990,914,1.64411,263,-0.7758,426,-0.0205,132,-1.8269,536,0.35983
ENSG00000178585,CTNNBIP1,146,1.69998,48,-0.2483,52,-0.1341,52,-0.1327,53,-0.0997,25,-1.2490,23,-1.3548
ENSG00000162441,LZIC,146,2.01394,48,0.00806,23,-1.2471,50,0.04553,32,-0.6982,56,0.26000,22,-1.2110
ENSG00000130939,UBE4B,146,2.06762,32,-0.6214,48,0.04097,29,-0.7482,26,-1.0079,31,-0.6277,36,-0.4217
ENSG00000054523,KIF1B,146,-0.5592,41,-2.4768,307,0.77032,272,0.44285,187,-0.1912,183,-0.2064,242,0.24533
ENSG00000142657,PGD,146,1.73100,44,-0.3667,42,-0.4678,40,-0.5118,37,-0.6896,48,-0.2060,59,0.10206
ENSG00000241563,CORT,146,1.08720,0,-7.1189,136,1.15594,57,-0.4727,57,-0.5260,14,-2.6070,92,0.28227
ENSG00000160049,DFFA,146,2.34960,1,-4.7311,21,-1.1281,30,-0.4955,31,-0.4936,21,-1.0368,69,0.84144
ENSG00000142655,PEX14,146,2.73203,18,-1.0440,33,-0.1240,10,-1.9125,19,-1.0632,14,-1.4420,27,-0.4277
ENSG00000120948,TARDBP,146,1.43697,32,-1.0672,56,-0.2549,66,0.04731,39,-0.8404,61,-0.0863,81,0.38496
ENSG00000116649,SRM,146,0.48455,110,0.01962,129,0.31701,136,0.35652,111,0.03411,68,-0.7534,42,-1.4812
ENSG00000171824,EXOSC10,146,2.34576,35,-0.2673,22,-1.0811,22,-1.0049,21,-1.1643,17,-1.3283,67,0.80545
ENSG00000198793,MTOR,146,2.32826,14,-1.6194,51,0.39352,31,-0.4653,32,-0.4484,0,-7.1601,17,-1.3962
ENSG00000116661,FBXO2,146,-1.1781,146,-1.1785,238,-0.4809,256,-0.3113,225,-0.5759,394,0.38937,932,1.99354
ENSG00000132879,FBXO44,146,-0.0297,13,-3.6619,285,1.37002,186,0.35998,155,0.07452,60,-1.4120,56,-1.5134
ENSG00000116670,MAD2L2,146,2.71382,34,-0.0622,8,-2.4398,13,-1.4867,24,-0.6860,43,0.31894,20,-0.8682
ENSG00000011021,CLCN6,146,1.74476,20,-1.5233,83,0.81211,31,-0.8812,29,-1.1018,16,-1.8861,57,0.05984
ENSG00000116685,KIAA2013,146,1.86262,60,0.24576,63,0.36309,22,-1.3068,18,-1.7837,34,-0.6621,43,-0.3074
ENSG00000083444,PLOD1,146,2.04660,93,1.13962,31,-0.7264,12,-2.1197,14,-1.9391,15,-1.7539,70,0.64203
ENSG00000116688,MFN2,146,1.02978,18,-2.2254,132,1.02182,45,-0.9067,60,-0.5180,65,-0.3212,60,-0.4523
ENSG00000048707,VPS13D,146,1.65839,46,-0.3405,54,-0.0930,39,-0.5866,37,-0.7427,33,-0.8717,67,0.24876
ENSG00000162496,DHRS3,146,1.29375,72,0.06722,26,-1.6470,63,-0.1588,38,-1.0394,82,0.28009,132,1.10169
ENSG00000116731,PRDM2,146,1.54091,46,-0.4474,62,0.03091,73,0.29287,36,-0.8992,54,-0.1941,32,-0.9894
ENSG00000189337,KAZN,146,1.66397,34,-0.8199,40,-0.6304,53,-0.1300,33,-0.9436,52,-0.1372,83,0.61237
ENSG00000142634,EFHD2,146,0.26841,12,-3.5151,159,0.47623,432,2.32844,18,-3.0534,115,-0.1253,58,-1.1842
ENSG00000116786,PLEKHM2,146,0.91424,52,-0.7873,70,-0.3484,92,0.12983,77,-0.1912,59,-0.5726,123,0.61327
ENSG00000065526,SPEN,146,2.02070,88,1.03000,38,-0.3954,21,-1.3001,14,-2.0146,31,-0.6786,41,-0.2538
ENSG00000185519,FAM131C,146,2.90815,15,-1.2309,14,-1.4740,21,-0.7283,30,-0.1856,16,-1.1523,14,-1.3123
ENSG00000055070,SZRD1,146,1.84751,105,1.19807,13,-2.2295,21,-1.3696,27,-1.1115,34,-0.6503,81,0.74026
ENSG00000159363,ATP13A2,146,0.02779,36,-2.0944,190,0.53871,76,-1.0084,252,1.15263,40,-1.9674,113,-0.3861
ENSG00000117118,SDHB,146,1.07047,89,0.21850,75,-0.0593,61,-0.3797,83,0.12740,31,-1.4049,56,-0.5371
ENSG00000117115,PADI2,146,1.01812,38,-1.1781,19,-2.3541,10,-3.1043,20,-2.2588,302,2.51412,149,1.04873
ENSG00000074964,ARHGEF10L,146,2.29207,69,0.79932,21,-1.2135,51,0.29438,22,-1.1488,23,-0.9419,9,-2.3610
ENSG00000117154,IGSF21,146,1.51861,14,-2.2261,76,0.39469,63,0.04485,55,-0.1844,30,-1.0982,37,-0.8012
ENSG00000159423,ALDH4A1,146,1.85563,47,-0.1568,19,-1.6761,39,-0.4581,33,-0.7677,31,-0.8096,99,1.10562
ENSG00000127463,EMC1,146,2.35899,71,0.90039,25,-0.8332,4,-3.2545,29,-0.6014,14,-1.6050,26,-0.7090
ENSG00000053372,MRTO4,146,1.61473,52,-0.1841,60,0.04208,44,-0.4486,34,-0.9154,38,-0.6950,58,-0.0221
ENSG00000053371,AKR7A2,146,1.21343,54,-0.4694,28,-1.5949,86,0.29218,44,-0.8740,70,-0.0504,150,1.26288
ENSG00000077549,CAPZB,146,-0.7186,291,0.38267,321,0.64648,190,-0.3078,213,-0.1475,155,-0.6260,225,-0.0378
ENSG00000173436,MICOS10,146,-0.8375,256,0.04674,222,-0.2074,261,0.07882,338,0.59507,232,-0.1166,225,-0.1628
ENSG00000158747,NBL1,146,-0.8514,512,1.22466,320,0.46180,334,0.46950,184,-0.5536,103,-1.3840,159,-0.7195
ENSG00000162545,CAMK2N1,146,-2.4674,46,-4.1608,829,0.22058,488,-0.6562,1520,1.56266,517,-0.5644,744,0.01390
ENSG00000090432,MUL1,146,2.16251,70,0.73505,40,-0.2039,24,-0.9943,19,-1.4250,9,-2.4336,37,-0.2962
ENSG00000158828,PINK1,146,-1.4738,212,-0.9141,519,0.61785,543,0.59975,423,0.20845,345,-0.1504,277,-0.4993
ENSG00000244038,DDOST,146,1.83881,77,0.63473,55,0.08988,22,-1.3122,17,-1.8030,10,-2.4973,71,0.49795
ENSG00000189410,SH2D5,146,2.62087,0,-6.0662,49,0.54858,35,-0.1020,23,-0.8058,6,-2.6665,1,-4.7473
ENSG00000127483,HP1BP3,146,-0.0516,130,-0.2441,166,0.17544,149,-0.0271,111,-0.5544,136,-0.1671,246,0.81890
ENSG00000075151,EIF4G3,146,0.79130,35,-1.4551,127,0.64590,65,-0.5358,95,0.08060,72,-0.3812,58,-0.7179
ENSG00000076864,RAP1GAP,146,0.40093,41,-1.5666,203,1.17365,115,-0.0018,95,-0.3370,61,-0.9913,73,-0.7027
ENSG00000090686,USP48,146,2.21803,0,-5.9318,44,0.02384,49,0.17283,23,-1.0870,21,-1.1468,43,-0.0213
ENSG00000070831,CDC42,146,-0.5432,240,0.24924,262,0.46138,147,-0.5413,188,-0.1680,158,-0.4190,263,0.40464
ENSG00000173372,C1QA,146,-0.5342,1056,3.41615,46,-2.4291,105,-1.0502,60,-2.0392,162,-0.3710,163,-0.3645
ENSG00000159189,C1QC,146,-0.4016,719,2.55496,50,-2.1700,129,-0.5957,75,-1.5409,316,0.87365,132,-0.5589
ENSG00000173369,C1QB,146,-1.2737,1426,2.87047,74,-2.4502,212,-0.7082,127,-1.6140,434,0.44439,363,0.14976
ENSG00000004487,KDM1A,146,2.16412,14,-1.7835,56,0.43349,11,-2.1355,53,0.29469,12,-2.0061,4,-3.6133
ENSG00000169641,LUZP1,146,2.04917,78,0.82797,42,-0.2006,7,-2.8677,50,0.09739,8,-2.6666,3,-3.9402
ENSG00000125944,HNRNPR,146,0.68909,111,0.21860,83,-0.2694,118,0.31761,69,-0.5975,60,-0.7476,131,0.50611
ENSG00000142676,RPL11,146,-2.4977,1852,1.58765,306,-1.5251,405,-0.9756,544,-0.5777,1520,1.20889,1155,0.71575
ENSG00000057757,PITHD1,146,0.02363,67,-1.1902,216,0.79950,141,-0.0419,178,0.40298,73,-1.0628,83,-0.8637
ENSG00000011009,LYPLA2,146,1.63354,92,0.77580,56,-0.0649,62,0.09927,34,-0.9417,12,-2.3406,30,-1.0201
ENSG00000117305,HMGCL,146,2.48034,25,-0.7098,31,-0.4054,38,-0.0313,21,-1.0474,17,-1.2479,21,-0.9638
ENSG00000189266,PNRC2,146,1.57476,78,0.43118,49,-0.3503,62,0.05395,20,-1.8326,23,-1.4651,91,0.70147
ENSG00000188529,SRSF10,146,2.02801,29,-0.7839,48,0.01959,49,0.03324,24,-1.1425,30,-0.7124,30,-0.7053
ENSG00000001461,NIPAL3,146,1.37827,1,-5.5219,67,0.02379,46,-0.5553,42,-0.8053,110,0.85883,73,0.16922
ENSG00000133226,SRRM1,146,1.23183,47,-0.6633,47,-0.7246,43,-0.8075,31,-1.4203,116,0.80692,135,1.08798
ENSG00000169504,CLIC4,146,0.81282,368,2.72267,13,-3.0664,19,-2.3645,7,-3.9555,107,0.27933,131,0.62244
ENSG00000117614,SYF2,146,1.13000,148,1.15501,43,-0.9850,54,-0.5302,48,-0.8040,84,0.17873,66,-0.2174
ENSG00000117616,RSRP1,146,2.11729,33,-0.5420,35,-0.4598,17,-1.4738,15,-1.8230,34,-0.4609,81,0.96599
ENSG00000183726,TMEM50A,146,1.23836,91,0.39656,50,-0.6307,43,-0.7906,36,-1.1562,41,-0.8556,148,1.25306
ENSG00000117643,MAN1C1,146,2.43830,40,0.01416,17,-1.4564,6,-2.6851,41,0.05793,0,-6.4185,50,0.38083
ENSG00000162430,SELENON,146,1.30134,145,1.28648,39,-0.9901,60,-0.2303,18,-2.1994,55,-0.3443,100,0.61385
ENSG00000117640,MTFR1L,146,1.11059,77,0.00924,63,-0.3327,99,0.42881,74,-0.0551,57,-0.4728,33,-1.2953
ENSG00000117632,STMN1,146,-2.5937,76,-3.5552,1648,1.54952,1030,0.40864,806,0.00517,612,-0.4353,463,-0.8710
ENSG00000158008,EXTL1,146,1.83740,25,-1.1619,61,0.29950,97,1.04537,30,-0.9489,20,-1.4899,0,-6.3297
ENSG00000142684,ZNF593,146,1.40245,47,-0.5188,47,-0.5626,38,-0.8313,60,-0.1407,25,-1.4764,115,0.95304
ENSG00000142669,SH3BGRL3,146,-1.0002,497,0.99352,307,0.19532,577,1.26715,147,-1.0916,192,-0.5832,172,-0.7563
ENSG00000158062,UBXN11,146,2.79893,5,-2.8242,26,-0.5335,17,-1.1161,28,-0.3798,30,-0.2319,6,-2.4852
ENSG00000117682,DHDDS,146,2.24249,38,-0.2126,30,-0.6240,39,-0.1766,15,-1.7478,6,-2.9284,71,0.81661
ENSG00000198830,HMGN2,146,-0.4693,427,1.34665,117,-0.9034,145,-0.4823,107,-1.0543,213,0.12794,390,1.17594
ENSG00000117713,ARID1A,146,1.92532,29,-0.8492,54,0.14717,57,0.19711,32,-0.7696,20,-1.3895,26,-1.0105
ENSG00000204160,ZDHHC18,146,2.37460,49,0.28151,45,0.17512,5,-3.0419,23,-0.9739,16,-1.4800,17,-1.3717
ENSG00000090273,NUDC,146,0.10325,143,0.06427,167,0.37540,124,-0.1653,138,0.01167,111,-0.3335,101,-0.4950
ENSG00000253368,TRNP1,146,1.32400,3,-4.4124,100,0.75471,69,0.02584,93,0.60473,7,-3.4128,1,-5.3045
ENSG00000090020,SLC9A1,146,2.90931,0,-5.9110,56,1.07345,4,-3.1661,12,-1.6434,1,-4.6761,10,-1.7535
ENSG00000142784,WDTC1,146,2.08564,36,-0.3969,31,-0.7196,37,-0.3767,35,-0.5074,29,-0.7487,39,-0.2622
ENSG00000186501,TMEM222,146,0.73961,140,0.66461,106,0.22859,53,-0.9054,81,-0.2644,75,-0.3611,57,-0.7827
ENSG00000158195,WASF2,146,1.08957,192,1.60120,21,-2.1375,44,-0.8845,18,-2.3837,99,0.40704,137,0.96770
ENSG00000126705,AHDC1,146,1.72097,37,-0.6325,72,0.49315,59,0.09512,41,-0.5466,10,-2.4962,21,-1.4519
ENSG00000126709,IFI6,146,0.14450,193,0.60781,190,0.69164,79,-0.8361,45,-1.7958,148,0.16485,167,0.36258
ENSG00000117758,STX12,146,0.86496,33,-1.4966,117,0.55764,113,0.41711,71,-0.3766,74,-0.2632,46,-1.0118
ENSG00000117751,PPP1R8,146,2.52354,16,-1.3473,45,0.29976,26,-0.6308,8,-2.4217,27,-0.5501,24,-0.7135
ENSG00000117748,RPA2,146,1.47926,32,-1.0579,61,-0.0415,54,-0.2285,31,-1.1769,56,-0.1791,90,0.60355
ENSG00000126698,DNAJC8,146,0.26460,199,0.78706,125,0.01066,103,-0.2962,80,-0.7689,73,-0.8444,188,0.68618
ENSG00000130770,ATP5IF1,146,-1.4331,137,-1.5328,433,0.30650,412,0.18342,616,1.04956,177,-1.1495,345,-0.1070
ENSG00000198492,YTHDF2,146,1.30652,20,-1.8680,109,0.92340,44,-0.7062,55,-0.3999,40,-0.8368,40,-0.8529
ENSG00000116350,SRSF4,146,1.79234,64,0.28803,37,-0.6500,48,-0.1708,30,-1.0046,31,-0.8711,59,0.16408
ENSG00000116353,MECR,146,2.18505,28,-0.7034,38,-0.3047,76,0.89506,29,-0.7356,16,-1.5503,0,-5.6839
ENSG00000162511,LAPTM5,146,0.12459,211,0.73917,35,-2.2033,123,-0.1574,71,-1.1024,320,1.50139,207,0.70644
ENSG00000162512,SDC3,146,-0.4555,137,-0.5537,225,0.27009,244,0.37153,184,-0.1065,144,-0.4756,264,0.50126
ENSG00000134644,PUM1,146,0.69217,51,-1.0121,161,1.03368,128,0.46212,71,-0.5477,37,-1.4798,44,-1.2100
ENSG00000121766,ZCCHC17,146,0.42010,63,-0.9237,204,1.21802,122,0.11325,85,-0.5129,51,-1.2536,61,-0.9727
ENSG00000121769,FABP3,146,0.27983,35,-1.9300,206,1.03972,121,-0.0316,172,0.65275,10,-3.6723,42,-1.6692
ENSG00000162517,PEF1,146,0.94595,116,0.54687,98,0.30271,91,0.13944,59,-0.6183,38,-1.2356,47,-0.9048
ENSG00000084636,COL16A1,146,1.32784,53,-0.3932,36,-1.0856,47,-0.5905,33,-1.2436,88,0.42163,140,1.23937
ENSG00000121753,ADGRB2,146,-0.4975,66,-1.7132,431,1.67916,193,-0.0550,212,0.11087,78,-1.4656,31,-2.7981
ENSG00000184007,PTP4A2,146,-0.4921,154,-0.4148,189,-0.0976,112,-0.9113,98,-1.2151,662,2.22228,146,-0.4922
ENSG00000121774,KHDRBS1,146,0.37781,93,-0.3589,129,0.19023,104,-0.1743,89,-0.4757,43,-1.5277,224,1.12234
ENSG00000025800,KPNA6,146,1.97835,28,-0.8620,65,0.55056,26,-1.0086,27,-1.0213,34,-0.5846,23,-1.1939
ENSG00000084652,TXLNA,146,1.94056,74,0.66256,37,-0.5136,19,-1.4535,24,-1.2603,31,-0.7428,56,0.18088
ENSG00000160050,CCDC28B,146,2.82284,30,-0.2342,14,-1.5198,13,-1.4458,28,-0.3439,6,-2.4660,29,-0.2644
ENSG00000084623,EIF3I,146,0.45116,184,0.84059,112,0.01524,81,-0.5115,109,-0.0378,74,-0.6340,74,-0.6409
ENSG00000175130,MARCKSL1,146,-0.8630,17,-4.0460,128,-1.1747,221,-0.2214,232,-0.1598,438,0.92667,738,1.93481
ENSG00000160058,BSDC1,146,1.67285,3,-4.1355,60,0.11119,80,0.57570,34,-0.9101,37,-0.6810,57,-0.0046
ENSG00000176261,ZBTB8OS,146,1.83408,27,-1.0174,35,-0.6915,46,-0.2177,48,-0.1566,44,-0.2840,42,-0.3544
ENSG00000162521,RBBP4,146,0.98156,38,-1.2050,87,0.11051,55,-0.6337,54,-0.7276,58,-0.5431,158,1.12436
ENSG00000134684,YARS,146,0.94065,51,-0.7785,143,1.08515,48,-0.8806,89,0.10197,30,-1.6013,17,-2.3859
ENSG00000160097,FNDC5,146,2.91211,0,-5.3151,40,0.32965,21,-0.7395,26,-0.4629,1,-4.5254,0,-6.7672
ENSG00000121905,HPCA,146,-0.6275,30,-2.9949,487,1.79017,247,0.21074,223,0.04845,71,-1.7298,42,-2.4805
ENSG00000121900,TMEM54,146,1.57041,21,-1.5934,50,-0.3364,40,-0.6449,67,0.22674,64,0.10145,33,-0.9160
ENSG00000004455,AK2,146,2.04776,51,0.11907,12,-2.1936,37,-0.3733,25,-1.1109,73,0.71226,45,-0.0741
ENSG00000142920,AZIN2,146,2.94471,0,-5.8927,41,0.41584,10,-1.7663,16,-1.1940,22,-0.6105,2,-3.7235
ENSG00000134686,PHC2,146,0.59890,205,1.19526,92,-0.1804,60,-0.8436,57,-0.9995,104,0.03660,104,0.02911
ENSG00000163866,SMIM12,146,1.47779,155,1.58428,61,-0.0517,20,-1.7282,51,-0.3633,4,-3.9598,15,-2.1728
ENSG00000116544,DLGAP3,146,1.45370,14,-2.2415,81,0.45525,90,0.57252,60,-0.1106,34,-0.9786,6,-3.3549
ENSG00000116560,SFPQ,146,-0.0262,264,0.97443,100,-0.7013,160,0.11688,142,-0.0899,159,0.10830,126,-0.2639
ENSG00000146463,ZMYM4,146,2.54917,0,-6.1079,22,-0.9667,40,0.06306,23,-0.8771,18,-1.1421,50,0.43336
ENSG00000142687,KIAA0319L,146,1.53854,54,-0.1778,62,0.04106,52,-0.2596,36,-0.8865,41,-0.6256,57,-0.1133
ENSG00000020129,NCDN,146,-1.4188,111,-1.8385,706,1.40083,408,0.18123,454,0.42108,120,-1.7205,178,-1.1261
ENSG00000126067,PSMB2,146,0.53448,49,-1.1826,149,0.66836,79,-0.4565,98,-0.1397,55,-1.0353,129,0.32438
ENSG00000142686,C1orf216,146,0.89016,24,-1.9701,144,1.04307,114,0.45324,84,-0.0475,28,-1.7246,8,-3.4565
ENSG00000092847,AGO1,146,2.65995,8,-2.2502,17,-1.2735,18,-1.1228,27,-0.5144,55,0.67975,13,-1.6013
ENSG00000054116,TRAPPC3,146,1.51399,25,-1.4067,65,0.09318,51,-0.2972,80,0.49493,31,-1.0516,12,-2.4709
ENSG00000116871,MAP7D1,146,-0.1850,114,-0.5848,186,0.23198,146,-0.1899,177,0.14226,145,-0.2025,202,0.33613
ENSG00000054118,THRAP3,146,1.02639,150,1.07293,87,0.15597,41,-1.0416,47,-0.9024,74,-0.1272,39,-1.1069
ENSG00000181817,LSM10,146,1.76990,45,-0.3092,40,-0.5487,62,0.22559,42,-0.4694,29,-0.9598,42,-0.3893
ENSG00000116898,MRPS15,146,1.53217,34,-0.8957,50,-0.3429,49,-0.3392,58,-0.0924,53,-0.2166,49,-0.3507
ENSG00000163875,MEAF6,146,0.86330,108,0.33927,113,0.49068,70,-0.3637,79,-0.1886,33,-1.4956,47,-0.9620
ENSG00000185090,MANEAL,146,2.64969,0,-6.0506,45,0.39045,18,-1.0591,32,-0.2149,3,-3.3675,6,-2.6180
ENSG00000197982,C1orf122,146,-0.8808,185,-0.5207,171,-0.7128,219,-0.2542,284,0.19208,329,0.41274,518,1.20946
ENSG00000183431,SF3A3,146,1.99710,46,-0.0756,54,0.19558,26,-0.9526,26,-1.0575,37,-0.4085,20,-1.3382
ENSG00000183520,UTP11,146,2.36898,59,0.58568,27,-0.7455,8,-2.4192,28,-0.6971,20,-1.0985,28,-0.5984
ENSG00000116954,RRAGC,146,1.76048,87,0.78472,47,-0.2582,74,0.50166,36,-0.7230,14,-2.0681,2,-4.4697
ENSG00000174574,AKIRIN1,146,1.08183,70,-0.1715,91,0.30047,90,0.24895,51,-0.7262,41,-0.9826,66,-0.2605
ENSG00000168653,NDUFS5,146,-1.7621,319,-0.5779,512,0.20795,634,0.53652,659,0.71375,361,-0.3828,326,-0.5427
ENSG00000127603,MACF1,146,0.12371,186,0.52046,117,-0.2706,121,-0.1789,83,-0.8512,116,-0.2437,251,1.04423
ENSG00000090621,PABPC4,146,0.75199,138,0.65366,51,-1.0505,83,-0.1844,57,-0.8705,146,0.74800,112,0.29281
ENSG00000116983,HPCAL4,146,-0.8573,28,-3.2758,426,1.07069,399,0.76908,290,0.26334,118,-1.1837,146,-0.8574
