top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,in_rows,in_rows_top20,results,anno,SpD
9,enrichment,Sp11D04,HS3ST2,7.223286460934078,3.4893466112508255e-12,4.515602220137596e-9,8556,2.0992630036323163,ENSG00000122254,,,,L5b,L5b~Sp11D04
10,enrichment,Sp11D04,STMN2,7.1426844685323285,5.813569995847657e-12,6.155513612876151e-9,4956,1.0333380294231858,ENSG00000104435,,,,L5b,L5b~Sp11D04
1,enrichment,Sp11D05,DIRAS2,11.384206737737463,1.4127707037728456e-25,1.6454540386842332e-21,5335,1.8055238977753143,ENSG00000165023,,,,L6,L6~Sp11D05
2,enrichment,Sp11D05,EFHD2,11.236553750168905,4.762099930664385e-25,2.7732088946224044e-21,124,1.823602259341038,ENSG00000142634,,,,L6,L6~Sp11D05
3,enrichment,Sp11D05,NNAT,10.725944376530393,3.013218284055386e-23,1.1698317784797693e-19,10668,1.3314720642666515,ENSG00000053438,,,,L6,L6~Sp11D05
4,enrichment,Sp11D05,CCN2,10.154282556980435,2.8067525226427487e-21,8.172561657805024e-18,4058,2.4408637437189893,ENSG00000118523,,,,L6,L6~Sp11D05
5,enrichment,Sp11D05,HS3ST4,9.96652344216104,1.2109514768965653e-20,2.82079037028286e-17,8572,2.499805260312003,ENSG00000182601,,,,L6,L6~Sp11D05
6,enrichment,Sp11D05,KRT17,9.880134733151962,2.361496944472499e-20,4.286101823482836e-17,9218,3.347298948194391,ENSG00000128422,,,,L6,L6~Sp11D05
7,enrichment,Sp11D05,TBR1,9.868859810902043,2.576003499989684e-20,4.286101823482836e-17,1668,1.7515475632444197,ENSG00000136535,,,,L6,L6~Sp11D05
8,enrichment,Sp11D05,NCALD,9.688067163564138,1.0310355926495736e-19,1.501058943448698e-16,5019,1.2236650272996867,ENSG00000104490,,,,L6,L6~Sp11D05
9,enrichment,Sp11D05,LMO3,9.611808291805344,1.8430561384869612e-19,2.385119427217515e-16,6874,1.2185913598873077,ENSG00000048540,,,,L6,L6~Sp11D05
10,enrichment,Sp11D05,OLFML2B,9.594153594167764,2.107588929561024e-19,2.4547088262597247e-16,860,2.6811430352495575,ENSG00000162745,,,,L6,L6~Sp11D05
1,enrichment,Sp11D06,CST3,11.951589199886124,1.2476457861842967e-27,1.4531330471688503e-23,10597,1.0611731680678422,ENSG00000101439,,,,L1,L1~Sp11D06
2,enrichment,Sp11D06,MT1F,11.585757072132798,2.6620031404621885e-26,1.0335425638687466e-22,8686,1.2659998704437105,ENSG00000198417,,,,L1,L1~Sp11D06
3,enrichment,Sp11D06,SLC1A3,11.554142673094846,3.4616553266857014e-26,1.0335425638687466e-22,3100,1.1132388905765007,ENSG00000079215,,,,L1,L1~Sp11D06
4,enrichment,Sp11D06,GLUL,11.551122668861908,3.549558045397945e-26,1.0335425638687466e-22,927,0.9621952879755554,ENSG00000135821,,,,L1,L1~Sp11D06
5,enrichment,Sp11D06,MT1E,11.325100213271558,2.3006285163049153e-25,5.35908406588067e-22,8683,1.1033135291364007,ENSG00000169715,,,,L1,L1~Sp11D06
6,enrichment,Sp11D06,MT3,10.827987852152456,1.3251419885445015e-23,2.5723214567629684e-20,8681,0.8048494499501206,ENSG00000087250,,,,L1,L1~Sp11D06
7,enrichment,Sp11D06,TTYH1,10.53264823658571,1.4153474378001571e-22,2.354935944008347e-19,10438,0.7060568893223343,ENSG00000167614,,,,L1,L1~Sp11D06
8,enrichment,Sp11D06,ENHO,10.424556363292464,3.3412469180217098e-22,4.864437856774857e-19,5230,0.7830718959262143,ENSG00000168913,,,,L1,L1~Sp11D06
9,enrichment,Sp11D06,FBXO2,10.327339114162,7.207935324131939e-22,9.32786919112941e-19,106,0.7863960208627349,ENSG00000116661,,,,L1,L1~Sp11D06
10,enrichment,Sp11D06,PON2,10.262671870357872,1.1996559426872916e-21,1.3972392764478885e-18,4474,1.039281165805903,ENSG00000105854,,,,L1,L1~Sp11D06
1,enrichment,Sp11D07,SLAIN1,16.23406583394853,4.784723339654069e-44,3.3616809550249795e-40,7539,2.348201776033892,ENSG00000139737,,,,WMd,WMd~Sp11D07
2,enrichment,Sp11D07,ABCA2,16.21341052721051,5.772612612732858e-44,3.3616809550249795e-40,5613,1.6934557336635503,ENSG00000107331,,,,WMd,WMd~Sp11D07
3,enrichment,Sp11D07,EDIL3,16.02473405415592,3.202106910437578e-43,1.2431646395288823e-39,3236,1.9360641501126192,ENSG00000164176,,,,WMd,WMd~Sp11D07
4,enrichment,Sp11D07,DBNDD2,15.898193538501411,1.008963500693274e-42,2.937849473143641e-39,10706,2.498892954254528,ENSG00000244274,,,,WMd,WMd~Sp11D07
5,enrichment,Sp11D07,CNP,15.780606612038513,2.928140437418856e-42,6.820810334923483e-39,9226,2.721027278669321,ENSG00000173786,,,,WMd,WMd~Sp11D07
6,enrichment,Sp11D07,SIRT2,15.680308993017864,7.259477912238331e-42,1.4091856540639972e-38,10212,1.5088254257682296,ENSG00000068903,,,,WMd,WMd~Sp11D07
7,enrichment,Sp11D07,CLDND1,15.513293564380906,3.286357722598318e-41,5.468029770728944e-38,2288,2.6457195173570387,ENSG00000080822,,,,WMd,WMd~Sp11D07
8,enrichment,Sp11D07,SLC44A1,14.930556758092651,6.251344974622277e-39,8.991009715793168e-36,5392,2.1637050475309616,ENSG00000070214,,,,WMd,WMd~Sp11D07
9,enrichment,Sp11D07,PLLP,14.918790120981082,6.947633505807377e-39,8.991009715793168e-36,8696,2.6274274979004275,ENSG00000102934,,,,WMd,WMd~Sp11D07
10,enrichment,Sp11D07,CBR1,14.89664246355173,8.475091753026384e-39,9.870939364749829e-36,10875,1.6277946438326927,ENSG00000159228,,,,WMd,WMd~Sp11D07
1,enrichment,Sp11D08,MBP,5.463505104947282,9.167007979315236e-8,1.119162913365666e-6,9747,1.5551101293161602,ENSG00000197971,,,,WMuf,WMuf~Sp11D08
2,enrichment,Sp11D08,CPLX3,5.285598194185869,2.2733098668487192e-7,2.306379792612111e-6,8251,1.2632079882082188,ENSG00000213578,,,,WMuf,WMuf~Sp11D08
3,enrichment,Sp11D08,MOBP,5.126944793976319,5.008914005567338e-7,4.349241938326097e-6,2079,1.5564378626995052,ENSG00000168314,,,,WMuf,WMuf~Sp11D08
4,enrichment,Sp11D08,AQP1,5.034699061894804,7.860041164734921e-7,6.2403476104749575e-6,4286,1.7951406321154255,ENSG00000240583,,,,WMuf,WMuf~Sp11D08
5,enrichment,Sp11D08,AL627171.2,4.93159694784135,1.2906214912843215e-6,9.394917818117808e-6,7727,0.8534257991388501,ENSG00000282885,,,,WMuf,WMuf~Sp11D08
6,enrichment,Sp11D08,KIF1C,4.929133809974871,1.3058729811283047e-6,9.494071542572638e-6,8958,0.9306889382659927,ENSG00000129250,,,,WMuf,WMuf~Sp11D08
7,enrichment,Sp11D08,TP53INP2,4.857076051911617,1.8376386998984744e-6,1.2479870517619552e-5,10634,0.9958554459439052,ENSG00000078804,,,,WMuf,WMuf~Sp11D08
8,enrichment,Sp11D08,BCAS1,4.8462616049020895,1.9336401839820383e-6,1.3048150187044497e-5,10750,1.2708020650421514,ENSG00000064787,,,,WMuf,WMuf~Sp11D08
9,enrichment,Sp11D08,PAQR6,4.836164446810353,2.0276307109911316e-6,1.352173738274945e-5,805,0.9891888575779311,ENSG00000160781,,,,WMuf,WMuf~Sp11D08
10,enrichment,Sp11D08,KRT17,4.60194186954507,5.963132607774854e-6,3.248484821457143e-5,9218,1.719220758931113,ENSG00000128422,,,,WMuf,WMuf~Sp11D08
1,enrichment,Sp11D09,HBA1,25.106150349427832,9.391388411003389e-79,1.0938150082295647e-74,8369,5.92565986131963,ENSG00000206172,,,,Vasc,Vasc~Sp11D09
2,enrichment,Sp11D09,HBA2,24.179034979696404,3.078897690872073e-75,1.7929960702793518e-71,8368,6.066959444688147,ENSG00000188536,,,,Vasc,Vasc~Sp11D09
3,enrichment,Sp11D09,HBB,23.93917519607073,2.5363532558026992e-74,9.846968790111347e-71,6149,6.12595880854092,ENSG00000244734,,,,Vasc,Vasc~Sp11D09
4,enrichment,Sp11D09,TAGLN,15.320197174119482,1.8653197344089855e-40,5.431344736665364e-37,6686,3.8750798551006604,ENSG00000149591,,,,Vasc,Vasc~Sp11D09
5,enrichment,Sp11D09,S100A6,14.462247965317959,4.1051501832994434e-37,9.562536836977724e-34,739,1.4547789101269906,ENSG00000197956,,,,Vasc,Vasc~Sp11D09
6,enrichment,Sp11D09,ACTA2,14.322634563138246,1.4240412138164357e-36,2.7643013362200046e-33,5894,4.174423303400552,ENSG00000107796,,,,Vasc,Vasc~Sp11D09
7,enrichment,Sp11D09,IGFBP7,14.191406558271803,4.57279866738222e-36,6.406634553158261e-33,2778,1.8488071543898692,ENSG00000163453,,,,Vasc,Vasc~Sp11D09
8,enrichment,Sp11D09,COL1A2,14.183736955104465,4.895082935703342e-36,6.406634553158261e-33,4468,3.8047000188259816,ENSG00000164692,,,,Vasc,Vasc~Sp11D09
9,enrichment,Sp11D09,COL1A1,14.182466717532447,4.950606248684155e-36,6.406634553158261e-33,9330,3.459691085252622,ENSG00000108821,,,,Vasc,Vasc~Sp11D09
10,enrichment,Sp11D09,SLC13A4,14.02652805159116,1.9732989633418975e-35,2.0899866728064013e-32,4647,4.229940096239103,ENSG00000164707,,,,Vasc,Vasc~Sp11D09
1,enrichment,Sp11D10,SLC6A1,18.739173415467636,5.552075678799637e-54,6.466502543097938e-50,1990,1.6944490581554372,ENSG00000157103,,,,Inhib,Inhib~Sp11D10
2,enrichment,Sp11D10,GAD1,16.82209363945638,2.248269535876495e-46,1.3092797642176768e-42,1693,2.8917165141437824,ENSG00000128683,,,,Inhib,Inhib~Sp11D10
3,enrichment,Sp11D10,DNER,14.994735683807402,3.494401994903371e-39,1.3566433344879857e-35,1886,1.3094752456425027,ENSG00000187957,,,,Inhib,Inhib~Sp11D10
4,enrichment,Sp11D10,GAD2,14.835646685064791,1.456984023089377e-38,4.2423732292304935e-35,5718,2.535823258364261,ENSG00000136750,,,,Inhib,Inhib~Sp11D10
5,enrichment,Sp11D10,SST,14.780399598799454,2.39052573833854e-38,5.568490654885794e-35,2576,2.645014992231319,ENSG00000157005,,,,Inhib,Inhib~Sp11D10
6,enrichment,Sp11D10,CNR1,12.756599851520985,1.310082209542052e-30,2.5430879157560465e-27,3944,2.7763180798572713,ENSG00000118432,,,,Inhib,Inhib~Sp11D10
7,enrichment,Sp11D10,TAC1,12.532626790323572,8.971660573112538e-30,1.4927561527863106e-26,4482,2.9085426402910564,ENSG00000006128,,,,Inhib,Inhib~Sp11D10
8,enrichment,Sp11D10,FXYD6,12.375755996488072,3.4281447986662576e-29,4.990950308758238e-26,6692,0.9936366845095651,ENSG00000137726,,,,Inhib,Inhib~Sp11D10
9,enrichment,Sp11D10,NXPH1,12.176956571236326,1.8580958310854472e-28,2.4045824605169116e-25,4234,2.5864542902347254,ENSG00000122584,,,,Inhib,Inhib~Sp11D10
10,enrichment,Sp11D10,KCNC2,11.81877069021796,3.804200494937823e-27,4.430752316454083e-24,7138,2.032013439718063,ENSG00000166006,,,,Inhib,Inhib~Sp11D10
1,enrichment,Sp11D11,MTURN,10.573777151477236,1.0200198323686337e-22,1.1880170987597477e-18,4282,1.2680378790582982,ENSG00000180354,,,,WMa,WMa~Sp11D11
2,enrichment,Sp11D11,SNHG6,10.25646328255284,1.260149730725072e-21,7.338481956877457e-18,4930,1.0972885268066757,ENSG00000245910,,,,WMa,WMa~Sp11D11
3,enrichment,Sp11D11,MAP4K4,10.136457567973304,3.228587154746134e-21,1.253445153044274e-17,1537,1.5982511728947846,ENSG00000071054,,,,WMa,WMa~Sp11D11
4,enrichment,Sp11D11,PAQR6,10.073335262973197,5.2838000297895324e-21,1.4292098160007362e-17,805,1.8950383216124915,ENSG00000160781,,,,WMa,WMa~Sp11D11
5,enrichment,Sp11D11,TP53INP2,10.05414444902504,6.135527672365142e-21,1.4292098160007362e-17,10634,1.8973623557646826,ENSG00000078804,,,,WMa,WMa~Sp11D11
6,enrichment,Sp11D11,RPL21,9.900508925665763,2.0190565445533483e-20,3.298239191722832e-17,7428,1.0043190135481814,ENSG00000122026,,,,WMa,WMa~Sp11D11
7,enrichment,Sp11D11,ANKRD40,9.890166053072086,2.1868738975255925e-20,3.298239191722832e-17,9338,1.4151229079507956,ENSG00000154945,,,,WMa,WMa~Sp11D11
8,enrichment,Sp11D11,RPL37,9.885590347026067,2.2654686643584317e-20,3.298239191722832e-17,3112,1.0421492580377913,ENSG00000145592,,,,WMa,WMa~Sp11D11
9,enrichment,Sp11D11,RPS29,9.836199781878465,3.314665418391947e-20,4.2895453475567787e-17,7720,1.0184921228830799,ENSG00000213741,,,,WMa,WMa~Sp11D11
10,enrichment,Sp11D11,RPL37A,9.817428138207271,3.8295049514385017e-20,4.460224416940423e-17,1831,0.9850204703071801,ENSG00000197756,,,,WMa,WMa~Sp11D11
1,pairwise,Sp11D01-Sp11D02,PRNP,7.888723586448526,4.77292017783087e-14,1.1118040262239229e-10,10546,0.45315635451425607,ENSG00000171867,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
2,pairwise,Sp11D01-Sp11D02,RTN4,7.707991085633082,1.5922597677706175e-13,1.8416289520596783e-10,1356,0.5352364603123032,ENSG00000115310,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
3,pairwise,Sp11D01-Sp11D02,NPTN,7.377356386705849,1.3751110490179175e-12,8.429430730479835e-10,8239,0.7931412946825525,ENSG00000156642,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
4,pairwise,Sp11D01-Sp11D02,NCDN,7.2383381351109914,3.3398240534337605e-12,1.8523300357306195e-9,299,0.6380543523600437,ENSG00000020129,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
5,pairwise,Sp11D01-Sp11D02,MAPK1,7.142152081549963,6.129473678858128e-12,2.8122156110838044e-9,10985,0.5948879212900309,ENSG00000100030,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
6,pairwise,Sp11D01-Sp11D02,ATP2B4,6.929196896647463,2.3041642777903234e-11,7.454611484284415e-9,990,0.7391602675434719,ENSG00000058668,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
7,pairwise,Sp11D01-Sp11D02,ATP6V1H,6.684578965689647,1.0183843245952589e-10,2.5276698029799868e-8,4890,0.6795410769068884,ENSG00000047249,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
8,pairwise,Sp11D01-Sp11D02,ATP1A1,6.393141817125227,5.68837835361098e-10,9.201742039514873e-8,654,0.5148704966600564,ENSG00000163399,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
9,pairwise,Sp11D01-Sp11D02,CLSTN1,6.236717182830107,1.3993059071915495e-9,1.9201748973118782e-7,86,0.3795983600784574,ENSG00000171603,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
10,pairwise,Sp11D01-Sp11D02,WASF1,6.05653199867089,3.866407846067926e-9,4.503205218315313e-7,3996,0.5685854818801976,ENSG00000112290,,,,L2-LD,L2~Sp11D01-LD~Sp11D02
1,pairwise,Sp11D01-Sp11D03,HPCAL1,7.927988545720872,3.664965420738311e-14,2.1342926127669555e-10,1199,1.1978981069428851,ENSG00000115756,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
2,pairwise,Sp11D01-Sp11D03,LAMP5,7.841181002566617,6.56429329963328e-14,2.5484774686942936e-10,10559,1.75093065542658,ENSG00000125869,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
3,pairwise,Sp11D01-Sp11D03,THRA,6.976002316419588,1.7264653268008226e-11,3.3513569435415304e-8,9207,0.4865857390176398,ENSG00000126351,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
4,pairwise,Sp11D01-Sp11D03,NPTX1,6.619562216825808,1.5019677295146875e-10,2.1866772682071957e-7,9529,1.0427585342418606,ENSG00000171246,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
5,pairwise,Sp11D01-Sp11D03,NCAM2,6.506937964167001,2.9251893020110154e-10,3.4069679800522297e-7,10835,0.7527806876403123,ENSG00000154654,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
6,pairwise,Sp11D01-Sp11D03,PEA15,6.483814329546267,3.3507811412441466e-10,3.5478679956427794e-7,835,0.4503849005332725,ENSG00000162734,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
7,pairwise,Sp11D01-Sp11D03,NPTX2,5.837677368385555,1.2892852806064486e-8,1.0464224455638158e-5,4486,1.2129143149175778,ENSG00000106236,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
8,pairwise,Sp11D01-Sp11D03,LMO3,5.829511022527102,1.3476720772265164e-8,1.0464224455638158e-5,6874,0.8174094187515459,ENSG00000048540,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
9,pairwise,Sp11D01-Sp11D03,P2RX2,5.613194867930976,4.281705281816934e-8,2.933471848077755e-5,7389,1.7194429546065737,ENSG00000187848,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
10,pairwise,Sp11D01-Sp11D03,PSD3,5.311676731741878,2.0273105231906873e-7,9.838369026500807e-5,4770,0.5834376066677578,ENSG00000156011,,,,L2-L5a,L2~Sp11D01-L5a~Sp11D03
1,pairwise,Sp11D01-Sp11D04,HOPX,10.746362308322094,3.127946684690665e-23,3.6431195036592174e-19,2774,1.6142163272314125,ENSG00000171476,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
2,pairwise,Sp11D01-Sp11D04,LAMP5,10.346455121960105,7.403814428560534e-22,4.311611332472227e-18,10559,2.3103567488246304,ENSG00000125869,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
3,pairwise,Sp11D01-Sp11D04,GNAL,9.640375594921021,1.707179712036545e-19,4.760621272602172e-16,9616,1.8561458248785394,ENSG00000141404,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
4,pairwise,Sp11D01-Sp11D04,BTBD3,9.616572611540725,2.0437113731442313e-19,4.760621272602172e-16,10564,1.099627057657914,ENSG00000132640,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
5,pairwise,Sp11D01-Sp11D04,PEG10,9.038664010216955,1.4957303244191378e-17,2.488681584072814e-14,4471,1.2215826692872822,ENSG00000242265,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
6,pairwise,Sp11D01-Sp11D04,CCK,8.787013359473821,9.249375322146381e-17,1.1969719375226544e-13,2088,1.4466932849544403,ENSG00000187094,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
7,pairwise,Sp11D01-Sp11D04,PPP1R1A,8.730193205568137,1.3898096520045985e-16,1.618711301689756e-13,7030,1.001451057842628,ENSG00000135447,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
8,pairwise,Sp11D01-Sp11D04,HPCAL1,8.378342094742287,1.6696070181201846e-15,1.4958394569265991e-12,1199,1.2659453374246858,ENSG00000115756,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
9,pairwise,Sp11D01-Sp11D04,MET,8.178252536203814,6.6738634676001495e-15,4.8747319196146774e-12,4587,2.824357578945859,ENSG00000105976,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
10,pairwise,Sp11D01-Sp11D04,RCN1,7.942238997209121,3.329244774687292e-14,1.8464625662277567e-11,6249,1.8718716317511586,ENSG00000049449,,,,L2-L5b,L2~Sp11D01-L5b~Sp11D04
1,pairwise,Sp11D01-Sp11D05,HOPX,14.630853861567017,1.534918648308071e-37,8.938598748422051e-34,2774,2.178390467799689,ENSG00000171476,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
2,pairwise,Sp11D01-Sp11D05,LAMP5,13.310903834173605,1.5860317559920767e-32,2.638930266005674e-29,10559,2.946190410049793,ENSG00000125869,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
3,pairwise,Sp11D01-Sp11D05,ATP6V1H,11.60370924144133,2.966126311392098e-26,1.9192485082657646e-23,4890,1.1796101316950987,ENSG00000047249,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
4,pairwise,Sp11D01-Sp11D05,CCK,11.340713857358626,2.5700306623269753e-25,1.3605975965510128e-22,2088,1.8507227771189019,ENSG00000187094,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
5,pairwise,Sp11D01-Sp11D05,MET,10.917464872476362,7.943199212525e-24,3.2709338323761862e-21,4587,3.7372036505943265,ENSG00000105976,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
6,pairwise,Sp11D01-Sp11D05,PCDH8,10.828239061335012,1.6253235763841265e-23,6.310047898048641e-21,7521,2.9631340656682816,ENSG00000136099,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
7,pairwise,Sp11D01-Sp11D05,NPTXR,10.804769173061011,1.96128053591769e-23,7.368720774784946e-21,11118,1.4903389098542004,ENSG00000221890,,,,L2-L6,L2~Sp11D01-L6~Sp11D05
