Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000007923,DNAJC11,54,0.56677,18,-1.1512,50,0.73612,24,-0.7621,30,-0.4313
ENSG00000171735,CAMTA1,172,-0.1951,157,-0.3341,216,0.26702,232,0.33093,142,-0.5462
ENSG00000049245,VAMP3,29,-0.2721,95,1.77697,12,-2.0438,28,-0.3340,58,1.01267
ENSG00000049246,PER3,28,-0.3080,48,0.55792,31,-0.2473,39,0.23590,32,-0.0922
ENSG00000116288,PARK7,242,-0.3579,374,0.34007,312,0.07043,316,0.07529,267,-0.2204
ENSG00000116285,ERRFI1,10,-1.1049,33,0.78507,25,0.55959,15,-0.4848,14,-0.5831
ENSG00000162426,SLC45A1,0,-5.7688,2,-3.8122,57,1.63998,27,-0.3983,26,-0.4401
ENSG00000142599,RERE,115,0.05570,79,-0.5361,130,0.40566,104,-0.1142,93,-0.3009
ENSG00000074800,ENO1,417,-0.5985,524,-0.2430,688,0.29845,799,0.50178,409,-0.6939
ENSG00000171612,SLC25A33,14,-1.6410,45,0.08193,36,-0.3853,84,1.34738,28,-0.6965
ENSG00000171603,CLSTN1,229,-1.2756,315,-0.7929,785,1.16858,476,-0.1677,298,-0.9577
ENSG00000178585,CTNNBIP1,0,-5.3954,38,0.23044,30,-0.2264,41,0.39561,45,0.57651
ENSG00000162441,LZIC,0,-5.4731,87,1.75809,24,-0.6007,37,0.31226,29,-0.1672
ENSG00000130939,UBE4B,15,-1.2615,33,-0.0659,45,0.72636,29,-0.3250,29,-0.2988
ENSG00000054523,KIF1B,198,-0.3754,135,-0.9637,297,0.43499,265,0.09839,228,-0.1678
ENSG00000142657,PGD,31,-0.7893,49,-0.0763,66,0.67954,53,0.05803,31,-0.8560
ENSG00000241563,CORT,914,3.85304,15,-3.3877,77,-1.3293,50,-1.7702,70,-1.2464
ENSG00000160049,DFFA,47,0.39865,54,0.63959,33,-0.2322,33,-0.1654,33,-0.1842
ENSG00000142655,PEX14,6,-1.9936,21,-0.2023,33,0.89213,21,-0.2262,18,-0.4392
ENSG00000120948,TARDBP,9,-2.6383,70,0.36264,71,0.62039,42,-0.4933,56,0.00458
ENSG00000116649,SRM,70,-0.5803,129,0.38708,125,0.53846,85,-0.3191,74,-0.5588
ENSG00000171824,EXOSC10,9,-1.2401,18,-0.1616,25,0.51362,19,-0.1293,19,-0.0822
ENSG00000198793,MTOR,46,0.18098,29,-0.5530,50,0.49211,43,0.09383,25,-0.8311
ENSG00000116661,FBXO2,136,-1.1749,589,1.18989,251,-0.3420,300,0.05206,292,0.00332
ENSG00000132879,FBXO44,51,-1.5230,46,-1.6770,212,1.26840,122,-0.2057,92,-0.6824
ENSG00000116670,MAD2L2,9,-1.3257,43,1.11376,25,0.37600,16,-0.5055,16,-0.5010
ENSG00000011021,CLCN6,7,-2.9316,11,-2.3180,82,1.20714,50,-0.1395,47,-0.2601
ENSG00000116685,KIAA2013,8,-2.1191,49,0.57173,40,0.34291,38,0.15064,27,-0.4145
ENSG00000083444,PLOD1,36,0.37687,77,1.73790,22,-0.5274,16,-0.9229,24,-0.2796
ENSG00000116688,MFN2,40,-0.9338,40,-0.9359,93,0.65302,65,-0.1966,72,-0.0065
ENSG00000116691,MIIP,5,-1.6283,6,-1.4764,19,0.28559,19,0.26338,21,0.39796
ENSG00000048707,VPS13D,0,-5.9655,33,-0.2141,48,0.58797,41,0.11332,38,-0.0233
ENSG00000162496,DHRS3,14,-1.3149,103,1.99692,20,-1.0105,43,0.48840,23,-0.5983
ENSG00000116731,PRDM2,52,-0.2057,40,-0.6088,64,0.18350,69,0.27288,54,-0.1744
ENSG00000189337,KAZN,29,-0.6299,45,0.05643,57,0.73736,30,-0.6219,35,-0.3571
ENSG00000142634,EFHD2,74,0.03707,25,-1.6110,62,-0.3500,17,-2.2924,171,1.83009
ENSG00000116138,DNAJC16,18,-0.4081,13,-0.8584,33,1.03059,22,-0.0470,10,-1.2764
ENSG00000197312,DDI2,4,-2.4095,9,-1.1611,31,1.23855,19,-0.1048,13,-0.7146
ENSG00000116786,PLEKHM2,54,-0.5596,33,-1.3006,82,0.15333,92,0.30700,87,0.21373
ENSG00000065526,SPEN,23,-0.7901,57,0.66013,38,-0.0257,34,-0.1944,41,0.13368
ENSG00000185519,FAM131C,1,-3.7293,0,-6.4501,22,1.13486,19,0.53091,9,-0.7309
ENSG00000037637,FBXO42,47,1.42496,15,-0.4698,21,0.17767,17,-0.2274,9,-1.3361
ENSG00000055070,SZRD1,5,-2.3467,71,1.62344,19,-0.7785,31,0.20257,30,0.17663
ENSG00000159363,ATP13A2,125,-0.2927,71,-1.1570,201,0.78447,156,0.06729,95,-0.7773
ENSG00000117118,SDHB,64,-0.2460,81,0.11468,95,0.60564,61,-0.3576,52,-0.6175
ENSG00000117115,PADI2,78,0.64782,173,2.13160,13,-2.5551,32,-0.8175,79,0.76495
ENSG00000179051,RCC2,20,-0.0789,18,-0.2725,27,0.56202,20,-0.0759,14,-0.7064
ENSG00000074964,ARHGEF10L,34,0.65377,25,0.13479,22,-0.0471,26,0.26360,13,-0.8819
ENSG00000117154,IGSF21,56,0.01385,11,-2.3932,59,0.15014,30,-1.0423,96,1.07482
ENSG00000159423,ALDH4A1,0,-5.4121,16,-0.7055,15,-1.0815,61,1.81904,29,0.21884
ENSG00000127463,EMC1,6,-2.1827,21,-0.4012,42,1.22587,22,-0.4055,18,-0.7366
ENSG00000053372,MRTO4,31,-0.1242,21,-0.7360,37,0.30296,43,0.47798,22,-0.6748
ENSG00000053371,AKR7A2,19,-1.2443,81,1.09110,30,-0.7353,62,0.73850,38,-0.1535
ENSG00000077549,CAPZB,263,0.36647,281,0.47347,225,0.16963,183,-0.2412,145,-0.6436
ENSG00000173436,MICOS10,170,-0.7685,244,-0.2034,275,-0.0290,296,0.11480,337,0.35720
ENSG00000158747,NBL1,128,-0.7756,351,0.85415,220,0.11883,185,-0.2226,184,-0.2328
ENSG00000162545,CAMK2N1,597,-0.7224,541,-0.8724,1046,0.24825,1329,0.64284,743,-0.4245
ENSG00000090432,MUL1,3,-2.9089,22,-0.0347,29,0.63464,22,-0.0565,21,-0.1377
ENSG00000158828,PINK1,317,-0.1662,198,-0.8964,438,0.57257,283,-0.3808,342,-0.0487
ENSG00000244038,DDOST,23,-0.3516,60,1.21686,35,0.49372,22,-0.4711,11,-1.5701
ENSG00000117245,KIF17,0,-4.4237,6,-1.4730,21,0.67892,19,0.30599,16,0.03573
ENSG00000189410,SH2D5,8,-1.5864,1,-4.3655,39,1.54085,21,-0.1604,13,-0.9254
ENSG00000127483,HP1BP3,62,-1.3127,205,0.56766,166,0.34091,136,-0.1104,123,-0.2880
ENSG00000075151,EIF4G3,95,-0.3747,88,-0.4974,162,0.78902,96,-0.4112,93,-0.4515
ENSG00000117298,ECE1,11,-1.1103,100,2.77634,10,-1.5174,23,0.04744,14,-0.8120
ENSG00000076864,RAP1GAP,38,-1.9613,16,-3.2079,212,1.24645,83,-0.8597,156,0.22918
ENSG00000090686,USP48,21,-0.7195,33,-0.0136,38,0.32428,28,-0.2945,36,0.11765
ENSG00000070831,CDC42,99,-1.1849,233,0.14836,308,1.04461,144,-0.6757,137,-0.7494
ENSG00000173372,C1QA,31,0.18977,115,2.67184,14,-1.3885,14,-1.1390,23,-0.3072
ENSG00000159189,C1QC,47,1.09520,120,3.07847,7,-2.3274,12,-1.1503,13,-1.0834
ENSG00000173369,C1QB,10,-2.1419,196,3.06106,13,-2.1196,41,0.02409,32,-0.4072
ENSG00000004487,KDM1A,20,-1.2914,27,-0.8101,70,1.19731,37,-0.3729,30,-0.7344
ENSG00000169641,LUZP1,62,0.35945,38,-0.4132,68,0.87793,37,-0.5091,24,-1.1986
ENSG00000125944,HNRNPR,24,-2.0330,92,-0.0106,117,0.59872,79,-0.2835,93,0.01309
ENSG00000125945,ZNF436,5,-1.6503,4,-1.9843,27,1.91784,8,-1.0295,8,-0.9645
ENSG00000117318,ID3,8,-3.0500,522,5.71420,7,-3.6668,6,-3.4953,18,-1.9305
ENSG00000142676,RPL11,1045,0.92822,1402,1.46143,285,-1.5004,413,-0.6401,785,0.50779
ENSG00000011007,ELOA,0,-4.6276,18,0.23935,20,0.70549,21,0.61025,6,-1.4756
ENSG00000057757,PITHD1,20,-2.8745,58,-1.3405,216,1.29632,129,-0.1280,94,-0.6669
ENSG00000011009,LYPLA2,17,-1.3772,29,-0.5591,55,0.76460,41,-0.0016,33,-0.4144
ENSG00000117305,HMGCL,34,0.73612,35,0.79280,14,-0.9656,30,0.62198,16,-0.5017
ENSG00000189266,PNRC2,75,0.81155,78,0.89773,40,-0.2931,42,-0.1493,29,-0.7554
ENSG00000188529,SRSF10,14,-1.7310,61,0.54904,50,0.35816,49,0.22185,30,-0.6038
ENSG00000001461,NIPAL3,7,-2.9632,37,-0.5606,57,0.15544,40,-0.4793,90,1.02839
ENSG00000133226,SRRM1,29,-1.0673,94,0.78162,48,-0.4258,59,0.01884,74,0.45712
ENSG00000169504,CLIC4,58,0.44706,218,3.12817,6,-3.3406,12,-2.0703,57,0.47412
ENSG00000117614,SYF2,87,0.48037,112,0.90590,65,0.01604,44,-0.6653,50,-0.4507
ENSG00000117616,RSRP1,35,-0.2670,35,-0.2418,47,0.32133,43,0.06156,35,-0.3058
ENSG00000183726,TMEM50A,65,-0.3092,137,0.90442,91,0.33425,64,-0.3899,51,-0.7597
ENSG00000204178,MACO1,8,-1.6170,30,0.35723,35,1.00741,21,-0.2245,11,-1.3115
ENSG00000117643,MAN1C1,11,-1.9921,111,1.70727,55,0.76765,27,-0.6956,8,-2.5381
ENSG00000162430,SELENON,34,-0.3171,77,1.01062,32,-0.5665,50,0.31938,39,-0.1201
ENSG00000117640,MTFR1L,21,-1.3167,40,-0.3091,60,0.49830,47,-0.0982,49,0.00619
ENSG00000117632,STMN1,455,-0.9177,416,-1.0528,1210,1.11483,633,-0.4511,607,-0.5227
ENSG00000158008,EXTL1,6,-2.3931,12,-1.4571,44,0.78140,31,-0.1114,36,0.16118
ENSG00000142684,ZNF593,1,-5.1100,54,0.78895,36,0.20853,40,0.33714,27,-0.3860
ENSG00000142669,SH3BGRL3,234,0.02725,276,0.28968,244,0.14071,198,-0.2665,211,-0.1582
ENSG00000158062,UBXN11,8,-1.4131,21,-0.0167,25,0.38278,21,0.00779,21,-0.0445
ENSG00000117682,DHDDS,1,-3.4167,3,-2.4669,23,0.89369,19,0.31293,14,-0.1901
ENSG00000198830,HMGN2,50,-1.4303,381,1.93088,104,-0.4713,90,-0.6001,126,-0.0314
ENSG00000117713,ARID1A,92,0.59926,46,-0.5243,66,0.08571,70,0.16343,48,-0.4897
ENSG00000204160,ZDHHC18,71,1.15697,19,-0.9568,48,0.81625,16,-1.2740,20,-0.9638
ENSG00000090273,NUDC,122,-0.1105,112,-0.2436,139,0.15043,138,0.09455,121,-0.1398
ENSG00000253368,TRNP1,19,-1.8557,21,-1.7013,92,0.93231,71,0.14086,53,-0.3795
ENSG00000090020,SLC9A1,1,-4.2939,14,-0.9143,49,2.07787,14,-1.0186,12,-1.3201
ENSG00000142784,WDTC1,52,0.73413,35,0.09206,30,-0.2033,38,0.24887,23,-0.5904
ENSG00000186501,TMEM222,64,-0.1673,69,-0.0432,77,0.20511,78,0.15601,57,-0.3900
ENSG00000158195,WASF2,0,-5.7855,117,2.00775,14,-1.8910,38,-0.0034,64,1.02489
ENSG00000126705,AHDC1,55,0.25537,19,-1.4026,61,0.68723,43,-0.1696,34,-0.5831
ENSG00000126709,IFI6,220,0.80521,161,0.28528,136,0.02390,72,-1.0565,140,0.06116
ENSG00000117758,STX12,96,0.18443,40,-1.1732,112,0.72594,63,-0.5376,72,-0.2916
ENSG00000117751,PPP1R8,0,-5.1877,27,0.32923,25,0.33904,21,-0.1101,25,0.24792
ENSG00000117748,RPA2,13,-1.8205,63,0.55150,61,0.84815,34,-0.5013,30,-0.6936
ENSG00000126698,DNAJC8,110,-0.0996,118,0.00571,133,0.30327,110,-0.1183,98,-0.3169
ENSG00000130770,ATP5IF1,187,-1.0932,253,-0.6313,543,1.00765,330,-0.2469,259,-0.6572
ENSG00000198492,YTHDF2,21,-1.5798,38,-0.7290,92,1.21668,51,-0.2893,37,-0.8237
ENSG00000116350,SRSF4,46,0.04618,57,0.41178,51,0.35431,34,-0.4466,34,-0.4668
ENSG00000116353,MECR,21,-0.3074,22,-0.2282,34,0.75732,24,-0.0747,14,-1.0265
ENSG00000162511,LAPTM5,83,1.11146,117,1.75223,20,-1.4944,31,-0.5755,43,-0.0085
ENSG00000162512,SDC3,66,-1.6200,169,-0.1914,215,0.29002,237,0.39978,171,-0.1939
ENSG00000134644,PUM1,37,-1.6832,67,-0.7993,155,0.89850,100,-0.1853,96,-0.2652
ENSG00000121766,ZCCHC17,71,-0.3890,43,-1.1329,117,0.67680,90,-0.0129,72,-0.4020
ENSG00000121769,FABP3,86,-0.3839,32,-1.8563,170,1.30705,95,-0.2391,51,-1.2622
ENSG00000162517,PEF1,50,-0.7655,57,-0.5659,111,0.82713,80,-0.0321,53,-0.7359
ENSG00000084636,COL16A1,37,0.32604,73,1.51932,23,-0.5521,25,-0.3055,23,-0.4425
ENSG00000121753,ADGRB2,99,-1.1387,64,-1.8015,271,0.72258,246,0.31328,166,-0.3898
ENSG00000184007,PTP4A2,190,0.08783,130,-0.5091,129,-0.7247,128,-0.5830,352,1.36379
ENSG00000121774,KHDRBS1,40,-1.3421,107,0.16784,123,0.63819,89,-0.1387,74,-0.4713
ENSG00000025800,KPNA6,18,-1.3788,32,-0.5003,52,0.42705,58,0.49928,34,-0.4752
ENSG00000084652,TXLNA,0,-4.9514,14,-0.4519,25,0.76570,20,0.10683,17,-0.2082
ENSG00000160050,CCDC28B,10,-0.9993,26,0.48433,21,0.22083,27,0.66061,8,-1.2972
ENSG00000084623,EIF3I,118,0.09895,115,0.05533,142,0.65442,81,-0.5573,74,-0.7058
ENSG00000175130,MARCKSL1,155,-0.8456,485,0.99580,178,-0.8735,309,0.26712,351,0.50829
ENSG00000160058,BSDC1,29,-1.1603,54,-0.2180,80,0.64731,59,-0.1073,52,-0.3258
ENSG00000176261,ZBTB8OS,6,-2.7244,36,-0.0333,45,0.51381,33,-0.1884,40,0.15664
ENSG00000162521,RBBP4,14,-2.5205,117,0.75985,93,0.61162,65,-0.2279,52,-0.5936
ENSG00000162522,KIAA1522,3,-2.5554,18,-0.0299,19,0.08734,29,0.91335,13,-0.5187
ENSG00000134684,YARS,60,-0.6051,56,-0.7242,135,1.21147,57,-0.7724,60,-0.6878
ENSG00000160097,FNDC5,3,-2.9936,37,0.86532,27,0.56697,21,-0.1019,14,-0.7160
ENSG00000121905,HPCA,73,-1.4034,41,-2.2597,257,0.96993,179,-0.0282,158,-0.2489
ENSG00000121900,TMEM54,26,-0.6492,71,0.96490,35,-0.2417,47,0.32127,31,-0.4240
ENSG00000004455,AK2,60,1.10769,62,1.17594,18,-1.1072,29,-0.1257,28,-0.1546
ENSG00000142920,AZIN2,0,-5.1120,24,0.24053,27,0.70593,15,-0.5263,22,0.10508
ENSG00000160094,ZNF362,0,-4.7139,20,0.38823,19,0.46677,14,-0.2136,17,0.10532
ENSG00000134686,PHC2,54,-0.1891,80,0.43631,65,0.13483,60,-0.0255,49,-0.3848
ENSG00000163866,SMIM12,61,0.39382,27,-0.8964,57,0.46721,38,-0.3979,42,-0.2151
ENSG00000116544,DLGAP3,35,-0.9170,29,-1.1751,58,-0.1941,96,0.80053,71,0.22399
ENSG00000116560,SFPQ,149,0.20863,130,-0.0080,142,0.20230,113,-0.2495,117,-0.1985
ENSG00000146463,ZMYM4,27,-0.6253,41,0.01969,48,0.40496,39,-0.0681,34,-0.2857
ENSG00000142687,KIAA0319L,61,0.27517,44,-0.2532,63,0.53879,46,-0.2127,32,-0.7843
ENSG00000020129,NCDN,290,-0.6064,143,-1.6765,651,1.22278,392,-0.1532,226,-1.0747
ENSG00000126067,PSMB2,107,0.11723,76,-0.4289,131,0.72953,72,-0.5589,73,-0.5471
ENSG00000142686,C1orf216,80,0.02466,30,-1.4969,108,0.83667,67,-0.2890,58,-0.5343
ENSG00000092847,AGO1,30,0.16277,31,0.19489,25,-0.2098,34,0.39479,22,-0.3549
ENSG00000116863,ADPRHL2,0,-4.6993,12,-0.3986,23,0.96542,11,-0.6008,17,0.09674
ENSG00000054116,TRAPPC3,21,-1.3882,52,0.02786,65,0.63929,45,-0.2337,44,-0.2592
ENSG00000116871,MAP7D1,60,-1.3910,117,-0.3743,182,0.52266,161,0.15034,129,-0.2470
ENSG00000054118,THRAP3,94,0.66404,86,0.50589,65,0.07876,55,-0.2201,39,-0.8185
ENSG00000196182,STK40,16,-0.6145,55,1.46240,25,0.13294,16,-0.6449,16,-0.6456
ENSG00000181817,LSM10,36,-0.0682,37,-0.0400,45,0.45973,29,-0.4648,33,-0.2371
ENSG00000116885,OSCP1,22,0.05243,20,-0.1275,32,1.11252,15,-0.5784,7,-1.7198
ENSG00000116898,MRPS15,47,-0.3122,41,-0.5013,66,0.35794,62,0.16319,47,-0.3327
ENSG00000163873,GRIK3,1,-4.3201,0,-5.6446,28,1.15594,6,-1.7096,31,0.93615
ENSG00000163875,MEAF6,39,-1.4365,34,-1.6023,143,1.05759,103,0.08392,66,-0.6844
ENSG00000183317,EPHA10,19,0.18605,8,-1.0914,21,0.55205,19,0.28563,9,-1.0110
ENSG00000185090,MANEAL,9,-1.8139,11,-1.4725,51,1.74371,23,-0.3842,11,-1.5341
ENSG00000197982,C1orf122,154,-0.5368,282,0.42235,155,-0.7389,252,0.27077,307,0.65242
ENSG00000183431,SF3A3,33,-0.0680,63,1.00484,38,0.26424,18,-1.1092,30,-0.2536
ENSG00000183520,UTP11,20,-0.3977,17,-0.5973,37,1.00207,17,-0.7265,19,-0.4938
ENSG00000116954,RRAGC,2,-4.3402,37,0.00857,52,0.89730,41,0.17473,22,-0.8743
ENSG00000174574,AKIRIN1,32,-1.0668,40,-0.7020,82,0.66123,65,0.03826,53,-0.3059
ENSG00000168653,NDUFS5,574,-0.0032,292,-1.0523,686,0.45274,531,-0.1421,539,-0.1149
ENSG00000127603,MACF1,49,-1.3835,178,0.61615,131,0.17665,130,0.11830,104,-0.2827
ENSG00000090621,PABPC4,30,-0.9771,82,0.61394,51,-0.2070,62,0.17968,60,0.12704
ENSG00000116983,HPCAL4,198,-0.3844,104,-1.3575,293,0.38318,302,0.33404,221,-0.2341
ENSG00000084072,PPIE,0,-5.4864,56,1.19004,30,0.24566,23,-0.3190,26,-0.1214
ENSG00000131236,CAP1,128,-0.0263,126,-0.0615,166,0.63962,108,-0.3298,85,-0.7420
ENSG00000131238,PPT1,35,-1.7325,117,0.09530,137,0.57571,122,0.18525,78,-0.5973
ENSG00000084073,ZMPSTE24,18,-0.6467,25,-0.1576,34,0.51785,27,-0.0277,22,-0.4156
ENSG00000084070,SMAP2,93,-0.2251,39,-1.5442,152,0.97480,108,0.01787,57,-1.0556
ENSG00000117016,RIMS3,38,-0.9575,17,-2.0941,92,0.70400,71,0.02305,69,-0.0241
ENSG00000066136,NFYC,1,-4.6154,31,0.11181,44,1.19589,25,-0.2662,16,-0.9887
ENSG00000127124,HIVEP3,0,-4.6117,13,-0.2108,21,0.91540,13,-0.2275,13,-0.2378
ENSG00000198815,FOXJ3,13,-2.0735,36,-0.5054,79,1.33404,40,-0.3924,29,-0.9477
ENSG00000177181,RIMKLA,18,-0.7068,8,-1.8835,39,0.79059,34,0.27252,20,-0.6246
ENSG00000127125,PPCS,15,-1.7777,67,0.54030,60,0.60115,45,-0.0913,33,-0.6595
ENSG00000186409,CCDC30,43,1.47284,6,-1.5775,10,-1.2586,30,0.96261,16,-0.1596
ENSG00000065978,YBX1,398,1.70807,373,1.58198,85,-1.1704,78,-1.1020,113,-0.4886
ENSG00000164008,C1orf50,13,-0.5416,17,-0.0992,21,0.34085,18,-0.0177,16,-0.1947
ENSG00000177868,SVBP,35,-0.0454,29,-0.3606,46,0.59775,29,-0.3777,29,-0.3967
ENSG00000117394,SLC2A1,184,1.40831,276,2.21389,34,-1.6960,68,-0.2896,37,-1.3087
ENSG00000117395,EBNA1BP2,34,-0.6984,48,-0.1442,68,0.67190,51,-0.0386,35,-0.6951
ENSG00000159479,MED8,0,-4.9753,21,0.12049,29,1.20347,17,-0.1768,9,-1.1376
ENSG00000178922,HYI,3,-2.6330,61,2.22300,10,-1.1285,24,0.56486,12,-0.6527
ENSG00000142949,PTPRF,88,-0.3952,109,-0.0526,135,0.46930,132,0.28535,63,-0.9894
ENSG00000126091,ST3GAL3,21,-0.8885,30,-0.3629,48,0.61031,41,0.11866,28,-0.5485
ENSG00000117408,IPO13,12,-2.1386,42,-0.3094,57,0.24255,45,-0.2200,71,0.60477
ENSG00000117410,ATP6V0B,204,-0.8266,180,-1.0172,536,1.28229,272,-0.4235,196,-0.9674
ENSG00000117411,B4GALT2,16,-2.1866,56,-0.2739,65,-0.0576,85,0.45282,83,0.38890
ENSG00000159214,CCDC24,4,-1.9486,9,-0.8350,22,0.97730,11,-0.6130,16,0.04756
ENSG00000178028,DMAP1,37,-0.4060,45,-0.0916,54,0.32922,44,-0.1455,45,-0.1101
ENSG00000117419,ERI3,80,-0.9817,97,-0.6769,201,0.79484,128,-0.2747,130,-0.2451
ENSG00000187147,RNF220,41,-1.2613,66,-0.5359,116,0.57251,88,-0.1118,93,-0.0108
ENSG00000142937,RPS8,1622,0.58849,3094,1.75672,661,-1.1311,781,-0.6449,1205,0.11168
ENSG00000070785,EIF2B3,21,-0.0651,11,-1.1019,31,0.94600,21,-0.0947,11,-1.1251
ENSG00000126088,UROD,0,-6.4844,96,0.67100,79,0.55356,63,-0.0120,49,-0.4442
ENSG00000117450,PRDX1,234,-0.6289,625,0.97408,309,-0.2803,404,0.26973,292,-0.3100
