Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000177000,MTHFR,26,0.58512,17,-0.1011,10,-0.7889,17,-0.0471,18,0.04136
ENSG00000011021,CLCN6,24,-1.5224,37,-0.8683,44,-0.6075,68,0.06642,79,0.72014
ENSG00000116685,KIAA2013,44,0.04834,49,0.21370,29,-0.5820,44,0.04789,43,0.04361
ENSG00000083444,PLOD1,35,0.79315,1,-4.1654,21,-0.0045,16,-0.4741,24,0.43226
ENSG00000116688,MFN2,56,-0.6265,46,-0.9175,47,-0.8942,85,0.04484,100,0.63857
ENSG00000116691,MIIP,33,0.83940,0,-4.6410,19,-0.0619,12,-0.7454,23,0.56563
ENSG00000048707,VPS13D,41,-0.4365,139,1.58222,38,-0.5599,52,-0.0902,46,-0.4679
ENSG00000162496,DHRS3,102,2.24984,9,-1.7500,34,0.27420,14,-1.1669,23,-0.5475
ENSG00000116731,PRDM2,31,-1.1570,88,0.46508,32,-1.0803,77,0.27843,69,0.19269
ENSG00000189337,KAZN,49,0.34333,17,-1.2540,29,-0.4640,23,-0.9339,49,0.79391
ENSG00000142634,EFHD2,30,-1.4316,26,-1.6386,34,-1.2574,28,-1.6243,117,1.98160
ENSG00000116138,DNAJC16,8,-1.6215,39,0.75439,12,-1.0111,33,0.57458,24,-0.0997
ENSG00000197312,DDI2,8,-1.5930,28,0.26474,14,-0.7678,24,0.00726,27,0.45930
ENSG00000116786,PLEKHM2,58,-0.6356,54,-0.7668,101,0.21158,65,-0.5030,104,0.59650
ENSG00000065526,SPEN,57,1.05954,18,-0.7646,34,0.21368,23,-0.4133,29,-0.1185
ENSG00000116809,ZBTB17,23,0.34536,44,1.39172,15,-0.3774,16,-0.2407,15,-0.5545
ENSG00000185519,FAM131C,3,-2.1860,3,-2.3525,17,0.02915,9,-0.9028,23,1.40365
ENSG00000037637,FBXO42,16,0.10383,6,-1.4199,11,-0.4446,22,0.69221,15,-0.0648
ENSG00000055070,SZRD1,86,1.81815,12,-1.3233,26,-0.1948,14,-1.1702,29,-0.0858
ENSG00000157191,NECAP2,47,1.80099,1,-3.7192,13,-0.3223,6,-1.4550,17,0.23239
ENSG00000058453,CROCC,23,0.74224,0,-4.1844,7,-1.1205,16,0.19680,16,0.34756
ENSG00000159363,ATP13A2,55,-1.5054,171,0.22370,109,-0.4934,159,0.11092,164,0.33129
ENSG00000117118,SDHB,67,-0.5415,103,0.12393,104,0.14851,109,0.24124,92,-0.0917
ENSG00000117115,PADI2,227,2.80696,21,-1.2801,45,-0.1378,14,-1.9709,37,-0.7774
ENSG00000179051,RCC2,20,0.34347,0,-4.3540,9,-0.8613,22,0.59913,17,0.19387
ENSG00000074964,ARHGEF10L,25,0.55832,27,0.66570,15,-0.1977,10,-0.8307,17,-0.0115
ENSG00000117154,IGSF21,19,-1.7026,65,0.13327,31,-0.9822,56,-0.0983,71,0.63820
ENSG00000159423,ALDH4A1,27,-0.3866,1,-4.5764,45,0.43785,20,-0.8805,44,0.94404
ENSG00000127463,EMC1,31,-0.2673,80,1.27668,24,-0.6320,40,0.12645,32,-0.4223
ENSG00000053372,MRTO4,29,-0.3752,8,-2.3022,35,-0.0833,41,0.20187,42,0.43548
ENSG00000053371,AKR7A2,90,1.03807,10,-2.2655,68,0.56006,40,-0.3040,46,-0.0999
ENSG00000077549,CAPZB,225,0.13012,201,-0.0516,168,-0.3314,216,0.07064,209,0.02953
ENSG00000173436,MICOS10,270,-0.4513,273,-0.4305,516,0.58201,333,-0.1348,372,0.10976
ENSG00000158747,NBL1,265,0.61302,155,-0.2446,128,-0.5403,123,-0.6516,200,0.32942
ENSG00000169914,OTUD3,4,-1.7476,2,-2.5781,10,-0.6405,16,0.19041,19,0.90516
ENSG00000162545,CAMK2N1,465,-1.8143,1226,-0.3481,1832,0.28822,1987,0.47593,1556,0.05327
ENSG00000090432,MUL1,13,-0.9796,1,-4.5878,27,0.06563,31,0.31406,30,0.54448
ENSG00000158828,PINK1,212,-0.9408,299,-0.4149,393,0.01660,436,0.20225,418,0.23373
ENSG00000244038,DDOST,33,-0.0402,77,1.34000,20,-0.8228,38,0.15936,29,-0.5116
ENSG00000117245,KIF17,6,-1.4835,10,-0.8817,7,-1.2608,22,0.40797,20,0.60618
ENSG00000189410,SH2D5,9,-2.1348,35,-0.0845,42,0.21487,50,0.56924,36,-0.0340
ENSG00000127483,HP1BP3,156,0.00647,106,-0.5897,114,-0.4849,168,0.14728,166,0.21582
ENSG00000075151,EIF4G3,68,-0.7626,108,-0.0621,57,-1.0365,119,0.10104,127,0.43085
ENSG00000117298,ECE1,63,2.29824,1,-3.7483,10,-0.8651,8,-1.2765,16,-0.1078
ENSG00000076864,RAP1GAP,35,-2.1635,131,-0.1658,82,-0.8857,180,0.37742,166,0.44918
ENSG00000090686,USP48,42,-0.0665,94,1.24749,37,-0.2881,48,0.13823,36,-0.5598
ENSG00000070831,CDC42,168,-0.2781,83,-1.3438,140,-0.5597,226,0.20668,228,0.43266
ENSG00000173372,C1QA,221,2.96516,26,-0.8604,44,-0.0624,27,-0.8431,26,-1.4059
ENSG00000159189,C1QC,191,2.94566,22,-0.8820,36,-0.1546,19,-1.2107,25,-1.1985
ENSG00000173369,C1QB,329,2.64188,78,0.02022,92,0.27944,40,-1.1047,45,-1.3389
ENSG00000004487,KDM1A,40,-0.2723,29,-0.7537,49,0.05022,72,0.76631,43,-0.2663
ENSG00000169641,LUZP1,20,-0.9335,6,-2.6423,24,-0.6997,30,-0.3459,50,1.15483
ENSG00000125944,HNRNPR,111,0.09666,30,-1.8723,81,-0.4003,138,0.50348,109,0.12489
ENSG00000125945,ZNF436,2,-3.2616,23,0.08970,8,-1.5704,39,1.10496,22,-0.0460
ENSG00000117318,ID3,769,6.16449,23,-1.8443,8,-3.3663,13,-2.7593,7,-4.3971
ENSG00000142676,RPL11,1392,1.26529,896,0.51139,737,0.19417,345,-1.0638,577,-0.3629
ENSG00000011007,ELOA,24,0.71439,0,-4.3147,10,-0.7109,24,0.76076,15,-0.1305
ENSG00000057757,PITHD1,62,-1.7580,157,-0.3606,133,-0.6107,248,0.41208,220,0.37843
ENSG00000011009,LYPLA2,28,-0.8905,34,-0.5754,42,-0.2776,67,0.52387,52,0.12938
ENSG00000117308,GALE,7,-1.4159,22,0.37045,11,-0.6620,28,0.89766,16,-0.2793
ENSG00000117305,HMGCL,35,0.69162,11,-1.1134,26,0.23751,22,-0.0341,22,-0.0723
ENSG00000179163,FUCA1,20,0.58010,0,-4.0614,11,-0.3191,21,0.74548,13,-0.1570
ENSG00000189266,PNRC2,85,0.56008,128,1.25847,45,-0.4418,35,-0.8730,55,-0.2533
ENSG00000188529,SRSF10,68,0.29036,31,-0.9288,44,-0.3875,63,0.19114,59,0.13034
ENSG00000001461,NIPAL3,34,-0.7114,65,0.28914,35,-0.6789,56,0.04574,58,0.25123
ENSG00000133226,SRRM1,86,1.07320,40,-0.1624,36,-0.3456,43,-0.0530,40,-0.2931
ENSG00000169504,CLIC4,141,2.70839,6,-2.3568,14,-1.2966,7,-2.3311,30,-0.2388
ENSG00000117614,SYF2,122,0.99429,81,0.32018,48,-0.5000,64,-0.0650,59,-0.3690
ENSG00000117616,RSRP1,66,-0.0359,90,0.47149,45,-0.6102,61,-0.1609,69,0.09702
ENSG00000183726,TMEM50A,94,0.08529,117,0.44733,59,-0.6388,116,0.49286,79,-0.3465
ENSG00000204178,MACO1,21,-0.3979,31,0.25477,11,-1.3130,21,-0.3977,31,0.56608
ENSG00000117643,MAN1C1,50,0.16400,22,-1.1080,32,-0.5247,99,1.57357,32,-0.8973
ENSG00000162430,SELENON,80,0.86108,68,0.57716,38,-0.3529,42,-0.2165,42,-0.3594
ENSG00000117640,MTFR1L,60,-0.2682,60,-0.2810,72,0.00283,74,0.07078,74,0.12588
ENSG00000117632,STMN1,338,-1.7345,726,-0.5847,680,-0.6854,1200,0.22959,1245,0.58636
ENSG00000158008,EXTL1,6,-3.0473,56,0.12665,35,-0.6197,78,0.75966,53,0.05641
ENSG00000142684,ZNF593,36,0.10887,61,0.96066,33,-0.0485,25,-0.4900,32,-0.1766
ENSG00000142669,SH3BGRL3,240,-0.2832,379,0.44219,230,-0.3487,193,-0.6793,322,0.38100
ENSG00000158062,UBXN11,42,0.77803,10,-1.3703,23,-0.1850,47,1.14498,19,-0.8118
ENSG00000117682,DHDDS,14,-0.2937,7,-1.3639,16,-0.0542,16,-0.0476,19,0.45781
ENSG00000198830,HMGN2,329,1.33338,170,0.22026,160,0.12343,103,-0.6250,128,-0.4351
ENSG00000117713,ARID1A,57,0.05833,33,-0.7595,33,-0.7726,76,0.58530,55,-0.0050
ENSG00000204160,ZDHHC18,17,-0.7127,10,-1.5123,16,-0.7596,30,0.19941,32,0.62728
ENSG00000142751,GPN2,9,-0.8568,1,-3.4773,15,-0.0530,18,0.25209,18,0.57698
ENSG00000090273,NUDC,96,-0.8741,236,0.54057,162,-0.0674,175,0.06133,169,0.00278
ENSG00000253368,TRNP1,20,-1.7924,42,-0.6522,50,-0.3879,58,-0.1820,80,0.80674
ENSG00000090020,SLC9A1,5,-2.2077,0,-4.9731,12,-1.0891,35,0.60655,31,0.81071
ENSG00000142784,WDTC1,27,-0.3606,39,0.21306,27,-0.3470,35,0.05885,35,0.10256
ENSG00000186501,TMEM222,59,-0.4290,72,-0.1296,81,0.06042,77,-0.0209,82,0.16133
ENSG00000158195,WASF2,84,2.06994,2,-3.4945,21,-0.2814,11,-1.3543,25,-0.0345
ENSG00000126705,AHDC1,34,-0.5226,3,-4.0428,33,-0.5882,46,-0.0756,61,0.90734
ENSG00000126709,IFI6,180,0.55415,172,0.47392,74,-0.8530,94,-0.5269,132,0.10799
ENSG00000009780,FAM76A,9,-0.6536,10,-0.5926,10,-0.4824,18,0.36154,16,0.25698
ENSG00000117758,STX12,78,-0.2215,90,0.00313,64,-0.5353,87,-0.0657,98,0.26346
ENSG00000117751,PPP1R8,23,-0.2863,35,0.36799,20,-0.5366,24,-0.2817,31,0.26728
ENSG00000117748,RPA2,69,0.35819,42,-0.4360,44,-0.3476,75,0.56292,50,-0.2772
ENSG00000126698,DNAJC8,142,0.20276,134,0.11280,123,-0.0209,136,0.15190,117,-0.1967
ENSG00000130770,ATP5IF1,258,-1.1124,453,-0.2490,565,0.09962,685,0.46540,532,0.00674
ENSG00000180098,TRNAU1AP,16,-0.1105,7,-1.3047,16,-0.0935,18,0.09435,19,0.31519
ENSG00000120656,TAF12,20,0.25023,30,0.92308,14,-0.2943,13,-0.4912,16,-0.1336
ENSG00000198492,YTHDF2,34,-1.2548,66,-0.2567,40,-1.0258,103,0.51532,85,0.28997
ENSG00000116350,SRSF4,54,0.26192,28,-0.7413,35,-0.4233,49,0.11106,48,0.16447
ENSG00000116353,MECR,15,-1.2699,28,-0.3420,31,-0.1782,51,0.68485,35,-0.0162
ENSG00000162511,LAPTM5,158,1.65981,69,0.23550,86,0.60167,23,-1.5383,49,-0.5424
ENSG00000162512,SDC3,149,-0.5217,88,-1.3176,182,-0.2100,228,0.16085,236,0.42945
ENSG00000134644,PUM1,60,-1.3404,123,-0.2512,87,-0.7822,165,0.23653,165,0.45591
ENSG00000060688,SNRNP40,19,-0.0277,3,-2.4917,14,-0.4636,18,-0.0647,23,0.63227
ENSG00000121766,ZCCHC17,47,-1.4736,158,0.38161,109,-0.2169,181,0.68401,116,-0.2187
ENSG00000121769,FABP3,22,-2.6197,21,-2.7110,100,-0.3841,158,0.38230,158,0.77950
ENSG00000162517,PEF1,51,-0.9127,39,-1.3162,64,-0.5670,134,0.69858,98,0.21844
ENSG00000084636,COL16A1,95,1.34614,10,-2.1788,26,-0.7355,28,-0.6793,46,0.30500
ENSG00000121753,ADGRB2,62,-2.2245,107,-1.4325,223,-0.3156,398,0.70214,302,0.34250
ENSG00000184007,PTP4A2,180,0.08622,253,0.63938,101,-0.8106,147,-0.2553,174,0.07532
ENSG00000121774,KHDRBS1,139,0.23292,115,-0.0711,104,-0.2204,135,0.20637,115,-0.1197
ENSG00000121775,TMEM39B,6,-1.5584,44,1.50084,8,-1.1269,18,0.05499,17,-0.1750
ENSG00000025800,KPNA6,22,-0.9837,32,-0.3675,38,-0.1360,49,0.32756,44,0.19355
ENSG00000084652,TXLNA,30,0.54019,0,-4.7384,18,-0.2154,22,0.06859,23,0.32805
ENSG00000160050,CCDC28B,29,0.88962,3,-2.3522,35,1.16897,13,-0.4811,16,-0.2424
ENSG00000084623,EIF3I,93,-0.3793,128,0.12146,101,-0.2404,133,0.20654,119,0.01695
ENSG00000175130,MARCKSL1,541,1.38341,140,-0.8129,305,0.40362,109,-1.2761,234,-0.0411
ENSG00000160058,BSDC1,52,-0.4635,64,-0.1564,62,-0.2017,64,-0.1538,78,0.34337
ENSG00000176261,ZBTB8OS,47,-0.2546,137,1.54956,50,-0.1390,47,-0.2566,46,-0.5168
ENSG00000162521,RBBP4,81,-0.0964,73,-0.2730,61,-0.5509,95,0.17185,91,0.16673
ENSG00000162522,KIAA1522,8,-1.7976,12,-1.1911,35,0.42190,34,0.42898,29,0.21245
ENSG00000134684,YARS,50,-0.9587,51,-0.9367,60,-0.6809,131,0.61479,101,0.25496
ENSG00000116497,S100PBP,17,0.24257,12,-0.3203,12,-0.3674,13,-0.1959,16,0.23612
ENSG00000160097,FNDC5,22,0.31117,5,-1.9456,10,-0.9376,14,-0.4791,23,0.80589
ENSG00000121905,HPCA,21,-3.1598,149,-0.2665,157,-0.1825,229,0.47013,193,0.29688
ENSG00000121900,TMEM54,60,0.20175,22,-1.3281,64,0.30380,30,-0.9383,63,0.59693
ENSG00000116514,RNF19B,24,0.37190,13,-0.5069,20,0.09842,22,0.29050,17,-0.2095
ENSG00000004455,AK2,72,1.54982,5,-2.6535,30,0.09139,9,-1.7549,32,0.32087
ENSG00000142920,AZIN2,29,0.45346,17,-0.3561,12,-0.8385,21,-0.0068,23,0.16143
ENSG00000160094,ZNF362,10,-0.8430,10,-0.8310,17,0.01517,17,-0.0201,19,0.45825
ENSG00000134686,PHC2,60,0.14471,45,-0.3190,55,0.00359,58,0.09019,55,-0.0094
ENSG00000163866,SMIM12,31,-1.0331,86,0.55362,27,-1.2510,77,0.41937,62,0.06148
ENSG00000116544,DLGAP3,38,-0.9541,32,-1.2108,122,0.86805,82,0.25247,71,0.00227
ENSG00000163867,ZMYM6,17,-0.3150,41,1.13397,11,-0.9985,23,0.18578,19,-0.2849
ENSG00000116560,SFPQ,187,0.27730,121,-0.4148,105,-0.6251,129,-0.3374,176,0.39245
ENSG00000146463,ZMYM4,42,0.06225,37,-0.1262,41,0.05662,40,-0.0194,40,0.01193
ENSG00000142687,KIAA0319L,50,-0.3098,69,0.20028,37,-0.7700,62,0.01410,65,0.22415
ENSG00000020129,NCDN,118,-2.5132,585,-0.1043,530,-0.2585,1099,1.07961,574,-0.2574
ENSG00000126067,PSMB2,69,-0.6464,39,-1.4807,88,-0.2604,144,0.58916,110,0.18938
ENSG00000142686,C1orf216,16,-2.7249,115,0.19770,71,-0.5635,146,0.67223,104,0.06923
ENSG00000134698,AGO4,18,0.60423,0,-3.9643,19,0.68273,15,0.32021,11,-0.2274
ENSG00000092847,AGO1,28,-0.0564,28,-0.0993,28,-0.1000,22,-0.4678,33,0.34077
ENSG00000126070,AGO3,9,-0.7819,0,-4.2675,14,-0.0942,11,-0.4416,20,1.05408
ENSG00000116863,ADPRHL2,24,0.04674,30,0.36476,16,-0.5731,31,0.48887,21,-0.3115
ENSG00000054116,TRAPPC3,37,-0.8328,87,0.49878,37,-0.8531,78,0.37210,64,0.01023
ENSG00000116871,MAP7D1,101,-0.8341,93,-0.9653,169,-0.0358,296,1.01582,158,-0.2673
ENSG00000054118,THRAP3,60,0.19853,30,-0.8745,28,-0.9696,59,0.18405,58,0.29303
ENSG00000196182,STK40,18,-0.1106,0,-4.5577,17,-0.2441,19,-0.0557,24,0.67470
ENSG00000181817,LSM10,38,-0.4290,20,-1.4274,69,0.48428,63,0.37782,51,0.01618
ENSG00000116885,OSCP1,13,-0.8681,30,0.39948,17,-0.5219,45,1.27499,18,-0.7482
ENSG00000116898,MRPS15,48,-0.2308,29,-0.9934,50,-0.1712,71,0.45098,57,0.07959
ENSG00000163873,GRIK3,0,-5.4938,2,-3.2535,3,-2.7813,3,-3.0054,40,3.87187
ENSG00000163875,MEAF6,40,-1.4763,64,-0.7911,67,-0.7109,147,0.59336,117,0.33399
ENSG00000163877,SNIP1,10,-0.4388,2,-2.2750,9,-0.5053,17,0.51846,14,0.34471
ENSG00000134697,GNL2,17,0.39480,0,-4.0405,12,-0.0372,14,0.11091,14,0.29448
ENSG00000116922,C1orf109,13,-0.2852,33,1.23523,9,-0.8231,20,0.42105,13,-0.5478
ENSG00000183317,EPHA10,6,-1.5417,0,-4.3713,13,-0.3106,33,1.40584,15,-0.1662
ENSG00000185090,MANEAL,12,-1.7697,8,-2.3383,27,-0.5905,59,0.75259,44,0.42755
ENSG00000196449,YRDC,13,-0.2429,0,-4.2439,2,-2.5129,29,1.31712,15,-0.0129
ENSG00000197982,C1orf122,329,0.23264,328,0.22811,425,0.65331,196,-0.6296,275,-0.0983
ENSG00000183431,SF3A3,42,0.29477,18,-0.9710,27,-0.3786,41,0.32782,35,0.04214
ENSG00000183520,UTP11,22,-0.4387,15,-0.9481,21,-0.5285,39,0.51482,31,0.18009
ENSG00000116954,RRAGC,38,-0.1056,6,-2.7872,34,-0.3006,56,0.57236,43,0.18622
ENSG00000174574,AKIRIN1,42,-1.1676,58,-0.6817,68,-0.4271,120,0.53242,96,0.23965
ENSG00000168653,NDUFS5,387,-0.8416,554,-0.2884,771,0.23526,774,0.27252,676,0.05290
ENSG00000127603,MACF1,192,0.64267,117,-0.1621,102,-0.3773,88,-0.6492,139,0.24621
ENSG00000090621,PABPC4,84,0.59739,46,-0.3535,55,-0.0813,47,-0.3487,59,0.09117
ENSG00000116983,HPCAL4,82,-2.2121,186,-0.9932,378,0.10779,389,0.17268,410,0.52626
