Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000116691,MIIP,9,-1.0382,20,0.31343,14,-0.2649,13,-0.3577,14,-0.3052,22,0.47939,27,0.79926
ENSG00000048707,VPS13D,81,0.79145,36,-0.5348,57,0.17801,53,0.07098,41,-0.4103,34,-0.6437,64,0.39450
ENSG00000162496,DHRS3,7,-1.9332,44,0.90030,11,-1.2734,18,-0.6001,18,-0.6393,40,0.73583,51,1.16842
ENSG00000116731,PRDM2,31,-0.7086,47,-0.0579,60,0.35213,62,0.42641,45,-0.1354,42,-0.2310,55,0.21610
ENSG00000189337,KAZN,15,-1.8360,71,0.55634,66,0.44125,65,0.41185,47,-0.1654,52,0.02563,45,-0.2135
ENSG00000142634,EFHD2,50,-1.1448,60,-0.8499,171,0.86447,189,1.04740,95,-0.1522,58,-0.9021,107,0.06182
ENSG00000116138,DNAJC16,7,-1.5830,40,1.19327,29,0.60106,15,-0.4529,12,-0.8907,28,0.57643,17,-0.2437
ENSG00000197312,DDI2,12,-0.9070,28,0.47033,29,0.50581,37,0.95799,16,-0.4418,14,-0.5817,16,-0.4624
ENSG00000116786,PLEKHM2,30,-0.9520,62,0.19141,53,-0.0681,50,-0.1411,62,0.25194,57,0.05480,63,0.22426
ENSG00000065526,SPEN,43,0.13473,31,-0.3879,44,0.20412,50,0.38965,24,-0.8573,45,0.24509,52,0.48720
ENSG00000037637,FBXO42,1,-3.5202,12,-0.5081,17,0.13470,32,1.19705,20,0.48756,7,-1.2235,18,0.16407
ENSG00000055070,SZRD1,28,-0.0729,40,0.53262,11,-1.4847,20,-0.5806,27,-0.1156,26,-0.1955,53,1.04139
ENSG00000157191,NECAP2,7,-1.6339,32,0.84769,9,-1.2168,12,-0.7839,12,-0.8520,24,0.31751,49,1.65278
ENSG00000219481,NBPF1,3,-2.5063,30,0.97377,12,-0.5373,13,-0.4126,13,-0.5287,29,0.86505,24,0.57707
ENSG00000058453,CROCC,9,-0.8019,14,-0.0896,19,0.41282,24,0.80478,16,0.12136,7,-1.2082,14,-0.0391
ENSG00000159363,ATP13A2,73,-0.7946,158,0.45476,168,0.55788,157,0.43859,117,-0.0622,109,-0.1656,67,-0.9414
ENSG00000117118,SDHB,109,0.38603,112,0.43820,71,-0.3169,86,-0.0045,73,-0.3020,120,0.55257,46,-0.9940
ENSG00000117115,PADI2,41,-1.0917,42,-1.0238,17,-2.3411,30,-1.5293,68,-0.3369,171,1.31138,213,1.76221
ENSG00000074964,ARHGEF10L,21,-0.0524,21,-0.0587,16,-0.4760,22,0.02326,14,-0.8007,36,0.90363,29,0.48772
ENSG00000117154,IGSF21,62,-0.2864,76,0.04517,147,1.21795,56,-0.4507,45,-0.8678,105,0.59809,53,-0.5236
ENSG00000159423,ALDH4A1,4,-2.6992,9,-1.4694,10,-1.3676,27,0.21446,30,0.44238,54,1.41920,28,0.26595
ENSG00000127463,EMC1,55,0.73490,39,0.17050,42,0.29786,36,0.03444,18,-1.1693,34,-0.0777,41,0.23680
ENSG00000053372,MRTO4,25,-0.5795,39,0.12669,30,-0.2990,69,1.12596,41,0.22066,21,-0.8708,24,-0.6415
ENSG00000053371,AKR7A2,45,-0.1808,30,-0.8220,46,-0.1291,46,-0.1378,45,-0.1902,56,0.19160,87,0.95173
ENSG00000077549,CAPZB,255,0.29678,180,-0.2791,230,0.12486,280,0.45352,174,-0.3788,192,-0.1707,223,0.06902
ENSG00000173436,MICOS10,346,0.18371,359,0.24448,231,-0.4724,351,0.20608,354,0.26274,246,-0.3727,237,-0.4314
ENSG00000158747,NBL1,200,-0.2600,257,0.15044,253,0.11838,269,0.22461,235,-0.0050,144,-0.7798,288,0.33969
ENSG00000162545,CAMK2N1,1034,0.45731,798,0.02044,666,-0.2735,591,-0.4669,908,0.27978,924,0.26516,476,-0.8072
ENSG00000090432,MUL1,36,0.56965,27,0.09433,29,0.23316,37,0.63994,13,-1.1922,23,-0.1388,25,-0.0034
ENSG00000183114,FAM43B,0,-5.8675,23,0.78455,26,0.96997,29,1.16172,10,-0.6737,13,-0.1240,6,-1.4257
ENSG00000158828,PINK1,380,-0.0226,410,0.10190,474,0.34660,391,0.02501,422,0.17818,317,-0.3192,267,-0.5926
ENSG00000244038,DDOST,29,-0.0799,23,-0.4505,45,0.67463,26,-0.2279,23,-0.5294,41,0.51888,32,0.11979
ENSG00000189410,SH2D5,22,-0.4112,18,-0.6627,47,0.87850,41,0.65744,24,-0.3124,26,-0.1052,22,-0.3710
ENSG00000127483,HP1BP3,82,-0.9488,168,0.18572,169,0.19598,156,0.06074,123,-0.3739,152,0.01858,228,0.71547
ENSG00000075151,EIF4G3,70,-0.5971,115,0.19939,162,0.79052,134,0.45990,68,-0.7287,118,0.24402,80,-0.3904
ENSG00000076864,RAP1GAP,141,-0.0202,114,-0.3732,310,1.37118,156,0.14064,102,-0.6114,117,-0.3211,102,-0.5378
ENSG00000090686,USP48,52,0.19612,36,-0.4124,45,-0.0304,48,0.05278,41,-0.2322,47,0.03321,60,0.43720
ENSG00000070831,CDC42,210,-0.1597,294,0.39836,327,0.58295,262,0.20174,155,-0.7260,249,0.12118,201,-0.2299
ENSG00000173372,C1QA,54,1.30334,12,-1.2128,5,-2.4113,16,-0.7274,33,0.53084,4,-2.5840,47,1.04272
ENSG00000159189,C1QC,63,1.59529,3,-2.9669,11,-1.3545,6,-2.1378,23,-0.1941,13,-1.0603,64,1.62910
ENSG00000173369,C1QB,75,1.24101,14,-1.4464,15,-1.3950,17,-1.1616,41,0.20987,21,-0.9019,70,1.12009
ENSG00000004487,KDM1A,38,-0.3278,73,0.76573,59,0.38627,59,0.41050,31,-0.7502,30,-0.6707,51,0.16104
ENSG00000169641,LUZP1,10,-1.4879,53,1.27393,38,0.65127,40,0.75235,18,-0.5840,6,-2.0751,21,-0.3173
ENSG00000125944,HNRNPR,87,-0.4187,70,-0.7518,151,0.50250,129,0.23044,88,-0.4448,134,0.29031,151,0.49873
ENSG00000125945,ZNF436,1,-3.5221,28,1.04781,26,0.93154,16,0.08520,9,-0.8069,17,0.15405,14,-0.1114
ENSG00000117318,ID3,47,0.31937,22,-0.8758,5,-3.0183,9,-2.2650,8,-2.5775,16,-1.3337,195,3.53677
ENSG00000142676,RPL11,1166,1.38751,373,-0.5830,256,-1.1685,268,-1.0987,500,-0.1291,431,-0.3521,790,0.66177
ENSG00000011007,ELOA,6,-1.4236,12,-0.4659,23,0.60718,35,1.33189,10,-0.8958,17,0.06315,17,0.07372
ENSG00000057757,PITHD1,160,-0.2433,292,0.77648,275,0.66648,188,0.02052,174,-0.1229,137,-0.4891,85,-1.2254
ENSG00000011009,LYPLA2,15,-1.1088,15,-1.0864,50,0.80800,41,0.45651,32,0.04664,32,0.07338,31,-0.0120
ENSG00000117308,GALE,31,0.81043,47,1.61644,20,0.05841,17,-0.1524,9,-1.1911,10,-0.9593,8,-1.2723
ENSG00000117305,HMGCL,48,1.10107,26,0.02554,19,-0.4992,17,-0.6739,18,-0.6667,34,0.46412,26,0.01769
ENSG00000189266,PNRC2,50,0.00296,33,-0.6504,52,0.06615,43,-0.2235,49,-0.0031,64,0.42460,56,0.20949
ENSG00000188529,SRSF10,96,1.15896,26,-0.9914,47,-0.0896,50,0.02350,37,-0.5150,53,0.10305,49,-0.0158
ENSG00000001461,NIPAL3,25,-1.4651,76,0.29661,77,0.33282,69,0.12839,47,-0.5590,79,0.36003,89,0.56558
ENSG00000133226,SRRM1,93,0.76714,53,-0.1860,39,-0.6893,79,0.48480,46,-0.4789,45,-0.4510,75,0.38531
ENSG00000169504,CLIC4,63,0.01370,48,-0.4186,14,-2.2317,19,-1.8511,30,-1.2701,121,1.16045,174,1.89096
ENSG00000117614,SYF2,99,0.48334,89,0.29746,56,-0.4647,55,-0.4796,63,-0.3146,40,-0.9845,131,0.97091
ENSG00000117616,RSRP1,64,0.82052,42,0.09881,46,0.25511,32,-0.3553,21,-1.1273,32,-0.3556,60,0.68643
ENSG00000183726,TMEM50A,77,0.20141,42,-0.7765,66,-0.0525,43,-0.7363,52,-0.5128,99,0.62106,116,0.91653
ENSG00000204178,MACO1,29,0.20088,56,1.35893,34,0.43341,17,-0.6250,12,-1.3068,21,-0.3241,25,-0.0246
ENSG00000117643,MAN1C1,41,0.91277,12,-1.0760,41,0.87328,19,-0.4115,16,-0.7390,30,0.34338,19,-0.3580
ENSG00000162430,SELENON,9,-1.9593,36,0.23023,21,-0.6226,33,0.04133,39,0.39155,25,-0.3735,52,0.84687
ENSG00000117640,MTFR1L,63,0.05512,83,0.52722,66,0.13431,44,-0.4920,49,-0.3950,66,0.14488,65,0.11092
ENSG00000117632,STMN1,1133,-0.1425,1223,-0.0166,1920,0.75440,1226,-0.0129,1165,-0.1120,1106,-0.1807,947,-0.4311
ENSG00000158008,EXTL1,16,-1.2523,44,0.34357,54,0.69280,41,0.22067,41,0.24610,26,-0.4951,24,-0.6337
ENSG00000142684,ZNF593,30,-0.1141,29,-0.1876,35,0.11711,30,-0.1354,39,0.38228,17,-0.9952,40,0.33812
ENSG00000142669,SH3BGRL3,454,0.56974,199,-0.7770,285,-0.2086,328,0.01768,380,0.31490,287,-0.1995,280,-0.2387
ENSG00000158062,UBXN11,17,0.12378,9,-0.8198,21,0.48014,17,0.08304,16,-0.0213,20,0.37697,11,-0.5460
ENSG00000117682,DHDDS,9,-0.8797,13,-0.3857,32,1.17344,19,0.27749,16,0.01306,4,-2.1549,20,0.36421
ENSG00000198830,HMGN2,265,0.91269,65,-1.3735,109,-0.5808,108,-0.5964,133,-0.3036,241,0.74336,196,0.37893
ENSG00000117713,ARID1A,72,0.19258,74,0.26065,71,0.18785,78,0.32823,44,-0.6498,50,-0.3851,75,0.27827
ENSG00000204160,ZDHHC18,15,-0.8563,46,1.05141,31,0.32934,28,0.16463,18,-0.6393,30,0.27343,17,-0.6265
ENSG00000142751,GPN2,25,0.43323,10,-0.9586,34,0.95865,28,0.62467,17,-0.2477,11,-0.8287,12,-0.7485
ENSG00000090273,NUDC,185,0.25175,120,-0.4537,147,-0.1258,132,-0.3093,189,0.33693,156,-0.0286,155,-0.0411
ENSG00000253368,TRNP1,19,-1.3489,59,0.45593,74,0.85495,35,-0.3795,59,0.55049,45,0.00221,9,-2.4453
ENSG00000090020,SLC9A1,24,0.08993,11,-1.1302,34,0.71924,41,1.04152,18,-0.3611,18,-0.3035,14,-0.7295
ENSG00000142784,WDTC1,35,0.07486,14,-1.3976,39,0.23253,49,0.64353,35,0.07617,25,-0.5018,38,0.18774
ENSG00000186501,TMEM222,16,-2.1808,99,0.63099,82,0.30245,91,0.47820,56,-0.3807,46,-0.6159,101,0.65314
ENSG00000158195,WASF2,24,-0.7416,16,-1.3863,17,-1.2660,23,-0.8110,31,-0.4018,66,0.94030,100,1.72978
ENSG00000126705,AHDC1,24,-1.0796,50,0.06885,82,0.91951,78,0.82985,37,-0.4966,39,-0.3442,38,-0.3804
ENSG00000126709,IFI6,190,0.61805,157,0.29032,136,0.04812,127,-0.0634,75,-1.0064,119,-0.1760,178,0.49842
ENSG00000009780,FAM76A,1,-3.9038,11,-0.5628,30,1.14703,19,0.38314,14,-0.1867,16,0.08988,18,0.26467
ENSG00000117758,STX12,73,-0.5326,148,0.63760,131,0.42530,97,-0.0699,86,-0.3213,88,-0.2354,105,0.04844
ENSG00000117751,PPP1R8,27,-0.0468,12,-1.3182,36,0.44212,37,0.50622,21,-0.4883,35,0.41566,31,0.20106
ENSG00000117748,RPA2,25,-0.9963,53,0.16456,95,1.18201,31,-0.7083,45,-0.1259,52,0.14525,38,-0.3700
ENSG00000126698,DNAJC8,94,-0.6695,156,0.14487,163,0.21377,168,0.27085,142,-0.0150,133,-0.1138,146,0.03097
ENSG00000130770,ATP5IF1,659,0.34393,715,0.48338,612,0.21894,472,-0.2093,614,0.26453,351,-0.6790,256,-1.1708
ENSG00000180098,TRNAU1AP,9,-1.4910,45,1.07447,20,-0.3421,37,0.68518,25,0.05087,15,-0.7782,19,-0.3831
ENSG00000198492,YTHDF2,80,0.22002,91,0.44308,113,0.81545,67,-0.0820,46,-0.7720,62,-0.1852,56,-0.3629
ENSG00000116350,SRSF4,43,0.31387,23,-0.6716,38,0.11088,58,0.83083,28,-0.4381,30,-0.2596,36,0.02055
ENSG00000116353,MECR,26,-0.2382,33,0.14082,30,-0.0551,26,-0.2374,37,0.39516,21,-0.6304,34,0.16053
ENSG00000060656,PTPRU,3,-2.5587,9,-1.1497,41,1.39483,37,1.22564,11,-0.8475,13,-0.5711,22,0.28586
ENSG00000162511,LAPTM5,65,0.63861,24,-0.9672,16,-1.5304,25,-0.8812,47,0.12568,29,-0.6926,101,1.46599
ENSG00000162512,SDC3,42,-1.1673,130,0.64420,88,-0.0247,121,0.51696,71,-0.4224,79,-0.2032,111,0.36340
ENSG00000134644,PUM1,90,-0.6367,188,0.56910,204,0.71487,209,0.75620,88,-0.7627,83,-0.7647,123,-0.1382
ENSG00000060688,SNRNP40,50,1.63335,22,0.13648,22,0.13353,14,-0.5531,10,-1.1770,11,-0.8893,22,0.10165
ENSG00000121766,ZCCHC17,102,-0.5632,134,-0.1407,201,0.54089,167,0.22919,158,0.15955,105,-0.5268,140,-0.0656
ENSG00000121769,FABP3,104,0.25408,98,0.14659,104,0.24595,99,0.16690,102,0.26087,78,-0.2144,28,-1.7861
ENSG00000162517,PEF1,43,-0.6409,57,-0.2170,110,0.90866,76,0.26346,69,0.12076,66,0.03476,28,-1.2929
ENSG00000084636,COL16A1,27,0.17470,11,-1.2195,19,-0.3832,23,-0.0568,15,-0.8457,44,1.02989,39,0.82163
ENSG00000121753,ADGRB2,168,0.07060,122,-0.4466,223,0.55356,232,0.61881,141,-0.2436,139,-0.2433,121,-0.4603
ENSG00000184007,PTP4A2,121,-0.8888,203,-0.0677,132,-0.7480,177,-0.2891,215,0.03239,275,0.44155,353,0.88405
ENSG00000121774,KHDRBS1,110,-0.1356,118,-0.0296,154,0.42378,85,-0.5434,100,-0.3311,162,0.50807,128,0.11210
ENSG00000025800,KPNA6,19,-1.2146,24,-0.8734,51,0.33636,101,1.61264,33,-0.4352,37,-0.1646,34,-0.3305
ENSG00000084652,TXLNA,21,0.18236,22,0.26309,13,-0.5768,19,0.03434,19,-0.0440,21,0.14502,18,-0.0892
ENSG00000160050,CCDC28B,0,-5.0250,7,-1.1066,9,-0.7099,7,-0.9472,21,0.89838,17,0.40380,27,1.15970
ENSG00000084623,EIF3I,205,1.10697,80,-0.4922,130,0.29811,90,-0.3100,81,-0.5481,102,-0.1021,102,-0.1131
ENSG00000175130,MARCKSL1,159,-1.2003,289,-0.2636,132,-1.4809,144,-1.3518,259,-0.4972,894,1.77805,581,0.92677
ENSG00000160058,BSDC1,48,-0.5383,101,0.71654,97,0.63468,83,0.37702,38,-0.9718,57,-0.2583,69,0.06930
ENSG00000176261,ZBTB8OS,44,0.18736,30,-0.4235,25,-0.6968,32,-0.3411,51,0.50779,62,0.76191,20,-1.0407
ENSG00000162521,RBBP4,67,-0.3982,86,0.00862,107,0.36742,89,0.06810,58,-0.6926,110,0.41423,110,0.41261
ENSG00000162522,KIAA1522,7,-1.0774,29,1.13972,20,0.49079,18,0.29028,19,0.48541,7,-1.2108,0,-4.8362
ENSG00000134684,YARS,75,-0.3234,115,0.37775,124,0.50083,99,0.12594,70,-0.5093,97,0.09339,85,-0.1231
ENSG00000116497,S100PBP,24,0.41560,29,0.77073,7,-1.4180,17,-0.1042,10,-1.1258,34,1.01569,18,-0.0765
ENSG00000121905,HPCA,139,-0.2544,76,-1.1923,283,0.96086,230,0.58824,171,0.09860,87,-0.9826,142,-0.2179
ENSG00000121900,TMEM54,63,0.42605,53,0.15577,47,-0.0392,57,0.26485,50,0.06853,36,-0.4734,31,-0.7002
ENSG00000116514,RNF19B,18,0.19093,8,-1.0907,27,0.88030,14,-0.2249,17,0.18852,15,-0.1068,11,-0.5771
ENSG00000004455,AK2,7,-2.0039,19,-0.6137,28,-0.0191,19,-0.6267,25,-0.1954,56,1.18378,46,0.82091
ENSG00000142920,AZIN2,3,-2.6019,11,-0.7953,33,0.96862,22,0.24512,16,-0.3112,22,0.26056,27,0.61762
