Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000117298,ECE1,58,1.38715,16,-0.7138,15,-0.8475,10,-1.5175,8,-1.8916,101,2.53237,20,-0.3915
ENSG00000076864,RAP1GAP,56,-1.1512,116,-0.0303,280,1.47082,174,0.72830,114,-0.0708,19,-2.7197,23,-2.4806
ENSG00000090686,USP48,38,0.35053,30,-0.0324,53,0.89078,32,0.08250,26,-0.2950,19,-0.7158,23,-0.4433
ENSG00000070831,CDC42,179,-0.2196,106,-1.0282,337,0.82347,231,0.22085,203,-0.0237,226,0.15345,133,-0.6825
ENSG00000173372,C1QA,46,0.59197,26,-0.2856,4,-2.9876,11,-1.7012,16,-1.2779,118,2.39667,54,0.86680
ENSG00000159189,C1QC,37,0.33551,16,-0.9761,5,-2.7206,6,-2.4851,10,-1.8516,130,2.76860,68,1.40384
ENSG00000173369,C1QB,96,1.01372,40,-0.3975,9,-2.5764,21,-1.4699,23,-1.5010,191,2.36362,75,0.58195
ENSG00000004487,KDM1A,40,-0.2151,26,-0.8680,62,0.49884,61,0.53439,54,0.36466,33,-0.5058,11,-2.0825
ENSG00000169641,LUZP1,23,-1.0957,23,-1.1072,52,0.15611,86,1.17542,38,-0.4128,51,0.10641,38,-0.3510
ENSG00000125944,HNRNPR,92,0.01709,79,-0.2339,121,0.46153,95,0.07920,95,0.09209,93,0.03210,50,-0.9223
ENSG00000125945,ZNF436,10,-0.4324,7,-0.9545,34,1.48500,24,1.00797,12,-0.3173,5,-1.6008,0,-4.0536
ENSG00000117318,ID3,64,-0.4596,32,-1.5280,6,-3.8392,2,-5.5323,2,-5.8936,603,4.36970,148,0.89476
ENSG00000142676,RPL11,627,0.03615,845,0.52478,240,-1.4472,304,-1.1834,355,-1.0236,1451,1.48002,1293,1.26601
ENSG00000011007,ELOA,28,0.90623,4,-2.1241,21,0.38408,24,0.72820,14,-0.3058,10,-0.6762,10,-0.7782
ENSG00000057757,PITHD1,124,-0.1449,76,-0.8987,228,0.85883,174,0.45652,173,0.52754,48,-1.6061,16,-3.1669
ENSG00000011009,LYPLA2,29,-0.5273,30,-0.5005,56,0.49854,51,0.39739,46,0.24994,31,-0.4190,24,-0.8543
ENSG00000117305,HMGCL,18,-0.3777,18,-0.4173,12,-1.0373,19,-0.3038,22,-0.0642,55,1.46103,23,-0.0052
ENSG00000189266,PNRC2,54,0.25173,29,-0.7070,50,0.12267,34,-0.5069,33,-0.6502,89,1.09538,72,0.72938
ENSG00000188529,SRSF10,46,-0.0019,31,-0.6189,58,0.37036,50,0.16844,42,-0.1882,69,0.67652,29,-0.7104
ENSG00000001461,NIPAL3,49,0.11561,81,0.94212,69,0.65859,63,0.60692,32,-0.6739,23,-1.0594,13,-1.8803
ENSG00000133226,SRRM1,77,0.39843,75,0.36937,47,-0.3690,54,-0.1709,45,-0.5303,89,0.64959,65,0.13199
ENSG00000169504,CLIC4,48,0.02105,62,0.42426,8,-2.7034,6,-3.1822,3,-4.2766,226,3.01456,110,1.43168
ENSG00000117614,SYF2,73,0.08501,48,-0.5746,50,-0.5247,43,-0.7983,72,0.08608,91,0.44025,128,1.02178
ENSG00000117616,RSRP1,51,0.36230,26,-0.6749,47,0.23545,65,0.92050,27,-0.7864,17,-1.3281,54,0.44871
ENSG00000183726,TMEM50A,79,-0.0275,46,-0.8701,124,0.71093,56,-0.6246,72,-0.2287,152,1.06529,76,-0.0894
ENSG00000204178,MACO1,20,-0.3010,8,-1.6617,41,0.85838,30,0.40553,22,-0.1641,32,0.46670,14,-0.8745
ENSG00000117643,MAN1C1,12,-2.1082,7,-2.8272,55,0.21979,40,-0.3126,43,-0.2205,170,2.27668,28,-0.8397
ENSG00000162430,SELENON,88,1.20071,41,-0.0861,34,-0.3649,30,-0.6318,39,-0.1951,49,0.20025,42,-0.0345
ENSG00000117640,MTFR1L,24,-1.0607,48,-0.0269,64,0.45731,54,0.18750,55,0.27774,53,0.12871,22,-1.1752
ENSG00000117632,STMN1,456,-0.8085,479,-0.7311,1436,1.05830,688,-0.1874,1029,0.66025,381,-1.0822,428,-0.9048
ENSG00000158008,EXTL1,19,-0.8079,37,0.18711,56,0.89118,47,0.67817,32,-0.0296,21,-0.6800,3,-3.3377
ENSG00000142684,ZNF593,45,0.38756,26,-0.4701,41,0.22234,31,-0.2213,38,0.14663,59,0.83629,7,-2.4299
ENSG00000142669,SH3BGRL3,142,-0.7507,196,-0.2476,242,0.09088,260,0.23229,200,-0.2691,330,0.60035,259,0.19957
ENSG00000158062,UBXN11,26,0.22768,21,-0.1265,30,0.48021,12,-1.0136,30,0.64519,16,-0.5508,17,-0.4270
ENSG00000117682,DHDDS,17,0.04518,15,-0.1087,22,0.43124,23,0.59829,20,0.37872,6,-1.5418,0,-4.6944
ENSG00000198830,HMGN2,186,0.47578,136,-0.0398,83,-0.8081,69,-1.1746,115,-0.3770,377,1.73920,126,-0.1583
ENSG00000117713,ARID1A,55,-0.2026,44,-0.5568,56,-0.1791,79,0.42097,66,0.09240,44,-0.5490,74,0.25930
ENSG00000204160,ZDHHC18,12,-1.5477,19,-0.9034,56,0.83060,35,0.08714,32,-0.1156,21,-0.7481,63,1.04964
ENSG00000090273,NUDC,88,-0.6031,111,-0.2498,147,0.20955,109,-0.3039,160,0.46069,124,-0.0666,126,-0.0452
ENSG00000253368,TRNP1,56,-0.2227,51,-0.3657,82,0.36670,67,0.04284,96,0.88302,27,-1.3255,12,-2.4700
ENSG00000090020,SLC9A1,16,-0.6783,11,-1.2772,58,1.41872,44,1.11358,18,-0.6679,18,-0.4803,6,-2.1180
ENSG00000142784,WDTC1,38,0.27408,20,-0.7129,31,-0.0913,45,0.63224,22,-0.7325,32,0.00257,45,0.54081
ENSG00000186501,TMEM222,65,-0.1871,55,-0.4702,73,-0.0171,88,0.32134,74,0.02176,86,0.25380,59,-0.3592
ENSG00000158195,WASF2,61,0.80888,65,0.90443,19,-1.0371,14,-1.5776,15,-1.6111,122,2.10379,34,-0.1681
ENSG00000126705,AHDC1,27,-0.7890,32,-0.5569,70,0.70460,69,0.80816,40,-0.2476,28,-0.7208,38,-0.2921
ENSG00000126709,IFI6,96,-0.4742,141,0.12689,132,0.02094,126,-0.0534,92,-0.6642,165,0.38102,239,1.01150
ENSG00000117758,STX12,61,-0.3728,67,-0.2153,140,0.98703,85,0.17381,71,-0.1610,38,-1.0942,82,0.10291
ENSG00000117751,PPP1R8,30,0.50065,22,0.01722,33,0.65466,25,0.20594,19,-0.2491,25,0.18618,2,-3.0629
ENSG00000117748,RPA2,36,-0.3612,24,-0.9689,80,0.96331,39,-0.2537,48,0.12676,73,0.80878,15,-1.6772
ENSG00000126698,DNAJC8,112,-0.0692,93,-0.3583,143,0.33424,126,0.13601,117,0.00224,105,-0.1620,111,-0.0747
ENSG00000130770,ATP5IF1,327,-0.1997,213,-0.8636,591,0.77266,180,-1.2091,596,1.11949,251,-0.6098,174,-1.1690
ENSG00000198492,YTHDF2,42,-0.4703,31,-0.9297,114,1.14435,75,0.49745,59,0.05134,38,-0.6304,22,-1.4880
ENSG00000116350,SRSF4,32,-0.5908,33,-0.5476,47,-0.0113,43,-0.1754,48,0.03549,51,0.12079,79,0.85275
ENSG00000116353,MECR,16,-0.6400,12,-1.0899,42,0.89966,19,-0.3995,32,0.57413,22,-0.1679,18,-0.4904
ENSG00000162511,LAPTM5,57,0.33075,48,0.04919,7,-2.7360,28,-0.8769,29,-0.9172,126,1.72683,86,1.02306
ENSG00000162512,SDC3,289,0.65865,161,-0.2930,170,-0.2074,268,0.61569,188,-0.0629,126,-0.6753,91,-1.1748
ENSG00000134644,PUM1,72,-0.6133,89,-0.2965,179,0.85252,165,0.83491,97,-0.1993,74,-0.5822,35,-1.7062
ENSG00000121766,ZCCHC17,56,-0.6451,62,-0.4760,141,0.85202,105,0.40449,94,0.22950,38,-1.2361,54,-0.6876
ENSG00000121769,FABP3,71,-0.5936,42,-1.3811,243,1.46874,84,-0.3591,139,0.66628,49,-1.1355,40,-1.4438
ENSG00000162517,PEF1,62,-0.4411,46,-0.8894,135,0.82189,101,0.37928,89,0.15614,64,-0.3991,47,-0.8703
ENSG00000084636,COL16A1,50,0.87137,21,-0.4881,35,0.27798,15,-1.1608,18,-0.9418,59,1.16169,46,0.74386
ENSG00000121753,ADGRB2,165,-0.3208,136,-0.6236,297,0.62677,280,0.60824,243,0.39310,60,-1.8631,78,-1.4568
ENSG00000184007,PTP4A2,100,-0.6480,330,1.33401,142,-0.0995,159,0.10112,105,-0.6965,120,-0.3605,182,0.30584
ENSG00000121774,KHDRBS1,116,0.23615,64,-0.7079,114,0.21231,105,0.09291,117,0.33924,102,0.03738,42,-1.3378
ENSG00000025800,KPNA6,35,-0.3618,29,-0.6446,42,-0.0741,68,0.81831,52,0.32190,34,-0.4267,12,-1.9768
ENSG00000084652,TXLNA,9,-0.9924,16,-0.1910,31,0.84955,27,0.76108,18,-0.0341,18,-0.0643,0,-5.2618
ENSG00000160050,CCDC28B,24,0.19438,9,-1.3275,19,-0.1190,9,-1.3870,30,0.83135,22,0.10581,26,0.36651
ENSG00000084623,EIF3I,79,-0.5422,66,-0.8263,140,0.36600,104,-0.1351,129,0.30113,150,0.47344,90,-0.3491
ENSG00000175130,MARCKSL1,572,1.30566,338,0.39306,105,-1.4211,187,-0.6080,261,-0.0322,257,-0.0510,223,-0.2720
ENSG00000160058,BSDC1,55,-0.1893,51,-0.3025,89,0.60887,71,0.27473,63,0.05874,61,-0.0023,26,-1.3069
ENSG00000176261,ZBTB8OS,29,-0.4073,39,0.04751,38,0.01676,35,-0.1532,51,0.66421,43,0.22026,6,-2.7697
ENSG00000162521,RBBP4,63,-0.3250,55,-0.5472,88,0.20140,83,0.10385,78,-0.0056,102,0.44163,72,-0.1241
ENSG00000162522,KIAA1522,15,-0.4215,14,-0.4411,17,-0.2074,20,0.10065,27,0.79191,23,0.28290,0,-4.9701
ENSG00000134684,YARS,65,-0.4513,49,-0.8954,157,0.99294,94,0.14898,96,0.21167,54,-0.7449,66,-0.4239
ENSG00000160097,FNDC5,27,0.19123,15,-0.7319,11,-1.1380,32,0.53164,23,-0.0624,32,0.47187,21,-0.2273
ENSG00000121905,HPCA,70,-1.3710,133,-0.4024,275,0.77739,294,1.05770,180,0.10109,66,-1.4715,44,-2.0823
ENSG00000121900,TMEM54,55,0.34285,37,-0.2791,32,-0.5385,49,0.15366,33,-0.6120,64,0.57844,64,0.58257
ENSG00000116514,RNF19B,11,-0.7615,7,-1.3129,24,0.51861,9,-1.1366,20,0.29445,20,0.20174,36,1.15584
ENSG00000004455,AK2,28,-0.2203,27,-0.2827,15,-1.1962,18,-0.9938,28,-0.2645,70,1.29868,63,1.11369
ENSG00000142920,AZIN2,23,0.12092,21,-0.0257,20,-0.0594,29,0.61132,21,-0.0102,21,0.03132,4,-2.4023
ENSG00000160094,ZNF362,15,-0.0949,16,0.05195,18,0.21911,14,-0.1534,18,0.29967,24,0.72842,0,-4.9329
ENSG00000134686,PHC2,56,-0.1183,50,-0.2965,73,0.32906,68,0.23033,47,-0.4833,74,0.35297,69,0.24035
ENSG00000163866,SMIM12,27,-0.7307,36,-0.3224,67,0.69118,40,-0.1448,49,0.26015,21,-1.1383,58,0.45129
ENSG00000116544,DLGAP3,72,0.23550,63,0.03320,55,-0.1761,87,0.65016,69,0.22673,20,-1.6836,27,-1.2896
