Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000116661,FBXO2,16,-3.8282,407,1.11806,280,0.46124,833,2.63348,212,0.00054,16,-3.8638,41,-2.4842,50,-2.3606
ENSG00000132879,FBXO44,16,-3.6979,407,1.28502,840,2.89503,133,-0.5877,99,-1.0484,16,-3.7334,84,-1.2984,72,-1.6449
ENSG00000116786,PLEKHM2,16,-3.5284,407,1.50783,173,0.01314,211,0.33465,142,-0.3074,264,0.71674,242,0.56950,46,-2.1570
ENSG00000077549,CAPZB,16,-5.5591,3997,3.80022,694,-0.0109,277,-1.4403,153,-2.3194,394,-0.9018,444,-0.7182,157,-2.4408
ENSG00000173436,MICOS10,16,-4.6597,407,0.13058,331,-0.2031,365,-0.0469,157,-1.3591,696,1.05217,540,0.60676,433,0.27273
ENSG00000158747,NBL1,16,-4.1190,407,0.76048,580,1.40855,384,0.66164,243,-0.0973,167,-0.6863,510,1.16570,9,-5.1202
ENSG00000162545,CAMK2N1,16,-5.1777,407,-0.4432,497,-0.1245,936,0.94173,753,0.56175,16,-5.2130,423,-0.3799,892,1.03407
ENSG00000158828,PINK1,975,1.78312,407,0.19891,2,-7.4066,713,1.17307,217,-0.7965,20,-4.3106,377,0.07699,264,-0.5507
ENSG00000127483,HP1BP3,16,-5.3292,3961,4.48823,110,-2.5681,178,-1.8645,107,-2.6187,16,-5.3663,625,0.07577,178,-2.0043
ENSG00000076864,RAP1GAP,16,-4.0210,407,0.87814,1115,3.06974,144,-0.8112,168,-0.5811,172,-0.5434,102,-1.3464,26,-3.5389
ENSG00000070831,CDC42,16,-4.4051,407,0.42218,339,0.12053,266,-0.2713,148,-1.1831,748,1.51853,411,0.44006,250,-0.4164
ENSG00000142676,RPL11,25,-6.0109,411,-1.9669,89,-4.2008,918,-0.7524,622,-1.3482,3113,1.29099,2863,1.13505,2624,1.19124
ENSG00000001461,NIPAL3,16,-3.2620,407,1.87704,34,-2.1691,26,-2.5850,66,-1.2142,16,-3.2978,65,-1.2216,330,1.86781
ENSG00000169504,CLIC4,16,-3.8359,407,1.10835,53,-2.1118,68,-1.7574,64,-1.8512,211,-0.0154,517,1.56524,289,0.59666
ENSG00000117632,STMN1,16,-5.1895,407,-0.4563,1453,1.76503,259,-1.1524,186,-1.6499,16,-5.2252,504,-0.1140,1015,1.32096
ENSG00000142669,SH3BGRL3,16,-4.6696,407,0.11918,407,0.11942,168,-1.2660,141,-1.5293,878,1.47555,837,1.38350,274,-0.5717
ENSG00000198830,HMGN2,16,-4.2312,407,0.62683,1,-7.9821,194,-0.5764,105,-1.5166,595,1.31128,616,1.37558,289,0.06603
ENSG00000090273,NUDC,16,-3.4933,407,1.55464,96,-0.8836,231,0.52572,116,-0.5919,16,-3.5290,131,-0.3917,250,0.78698
ENSG00000126709,IFI6,16,-4.0495,407,0.84385,1,-7.8021,223,-0.1616,177,-0.5243,204,-0.3044,937,2.54685,126,-1.1480
ENSG00000130770,ATP5IF1,16,-3.4630,407,1.59630,1,-7.2197,326,1.17276,78,-1.1557,16,-3.4984,242,0.64574,197,0.34429
ENSG00000162512,SDC3,16,-4.3393,407,0.49908,539,0.99002,718,1.52843,267,-0.1928,213,-0.5490,143,-1.1624,202,-0.6994
ENSG00000121753,ADGRB2,16,-4.0116,407,0.89092,995,2.76910,329,0.52419,199,-0.3014,16,-4.0471,127,-0.9918,35,-3.0677
ENSG00000184007,PTP4A2,16,-5.2354,407,-0.5059,1,-8.9821,171,-1.8236,256,-1.2176,606,0.13252,515,-0.1322,1528,2.43776
ENSG00000175130,MARCKSL1,16,-5.3792,407,-0.6612,134,-2.3280,678,0.15285,276,-1.2530,1081,0.95159,301,-1.1247,1330,1.68446
ENSG00000121905,HPCA,16,-4.4756,407,0.34145,1579,3.17565,337,0.03461,181,-0.9439,331,0.00137,108,-1.7212,7,-5.8174
ENSG00000134686,PHC2,16,-3.6709,407,1.31938,106,-0.9197,162,-0.2503,72,-1.4909,16,-3.7037,524,1.82217,202,0.11914
ENSG00000116560,SFPQ,16,-3.6008,407,1.41151,1,-7.3562,214,0.27640,134,-0.4816,357,1.16574,236,0.44166,131,-0.5668
ENSG00000020129,NCDN,16,-4.2996,407,0.54540,1540,3.48868,407,0.54687,132,-1.2392,16,-4.3358,3,-6.5037,57,-2.6583
ENSG00000116871,MAP7D1,232,-1.6094,4003,4.07584,171,-2.0633,198,-1.8440,141,-2.3513,16,-5.5021,363,-0.9307,388,-0.9159
ENSG00000197982,C1orf122,16,-5.5577,3962,3.77040,18,-5.3882,352,-1.0730,225,-1.7507,316,-1.2380,482,-0.5897,455,-0.7519
ENSG00000168653,NDUFS5,16,-4.9504,407,-0.1938,406,-0.1968,348,-0.4383,230,-1.0844,938,1.23410,909,1.17423,437,-0.0889
ENSG00000127603,MACF1,465,1.03620,407,0.79880,214,-0.2673,343,0.50793,142,-0.9050,16,-4.1231,296,0.25654,196,-0.4527
ENSG00000116983,HPCAL4,16,-3.8765,407,1.05785,841,2.57382,304,0.54448,184,-0.2742,16,-3.9121,200,-0.1425,0,-9.0187
ENSG00000065978,YBX1,164,-1.3669,407,0.05157,1,-8.4785,172,-1.2869,115,-1.8972,1586,2.69239,748,1.09569,177,-1.3655
ENSG00000117394,SLC2A1,275,-1.9811,407,-1.3969,139,-2.9876,258,-2.0785,310,-1.8017,1514,0.69756,5978,3.99234,49,-4.6715
ENSG00000066322,ELOVL1,16,-3.6198,407,1.38643,23,-3.0990,124,-0.6162,49,-2.0072,16,-3.6553,3,-5.8460,505,2.46307
ENSG00000142949,PTPRF,16,-3.3077,407,1.81223,1,-7.0661,456,2.05415,251,0.89045,16,-3.3436,7,-4.3838,89,-0.8901
ENSG00000117408,IPO13,16,-3.5951,407,1.41827,130,-0.5157,144,-0.3573,64,-1.6002,246,0.51422,111,-0.7599,252,0.65453
ENSG00000117410,ATP6V0B,16,-4.8766,407,-0.1130,1788,2.74001,495,0.20641,198,-1.2344,202,-1.2030,332,-0.4343,244,-1.0075
ENSG00000117419,ERI3,16,-3.7674,407,1.19430,713,2.35369,345,0.89531,160,-0.3783,16,-3.8041,16,-3.7827,77,-1.6320
ENSG00000187147,RNF220,16,-3.5900,407,1.42510,234,0.43711,135,-0.4543,52,-1.8880,16,-3.6263,88,-1.1186,334,1.29983
ENSG00000142937,RPS8,113,-4.3427,407,-2.4800,813,-1.4488,1121,-0.9596,848,-1.3850,4611,1.40119,4002,1.13544,3329,0.96766
ENSG00000117450,PRDX1,16,-4.5419,407,0.26496,499,0.61083,702,1.21752,249,-0.5245,16,-4.5773,627,1.01232,299,-0.2655
ENSG00000173660,UQCRH,16,-4.3265,407,0.51409,696,1.48590,477,0.79053,178,-0.8093,29,-3.4987,243,-0.3242,318,0.12010
ENSG00000162374,ELAVL4,16,-3.7936,407,1.16267,1065,3.41864,159,-0.4181,176,-0.2552,16,-3.8277,1,-6.9519,9,-4.7800
ENSG00000123091,RNF11,237,-0.6229,407,0.24152,1458,2.77524,332,-0.0872,231,-0.6650,16,-4.5981,144,-1.3835,167,-1.2713
ENSG00000169213,RAB3B,16,-3.0414,407,2.20701,1,-6.8033,298,1.55200,369,1.99463,16,-3.0775,1,-6.2077,0,-8.1932
ENSG00000162378,ZYG11B,16,-3.7206,407,1.25543,911,3.08300,218,0.17225,123,-0.7350,16,-3.7564,8,-4.7769,34,-2.8013
ENSG00000116209,TMEM59,16,-4.2373,407,0.61901,234,-0.2881,240,-0.2472,110,-1.4497,725,1.68811,263,-0.1049,264,-0.1111
ENSG00000157216,SSBP3,16,-3.7480,407,1.21874,581,1.92636,133,-0.6426,125,-0.7474,241,0.30488,193,-0.0552,53,-2.1945
ENSG00000116133,DHCR24,16,-4.0984,407,0.78366,698,1.80430,143,-0.9109,84,-1.7184,59,-2.2416,149,-0.8473,370,0.73401
ENSG00000162407,PLPP3,16,-3.8299,407,1.11589,1,-7.5840,705,2.22762,97,-1.2107,408,1.12046,122,-0.8714,75,-1.7296
ENSG00000162599,NFIA,16,-3.6474,407,1.34975,149,-0.3643,212,0.20777,252,0.49858,16,-3.6836,161,-0.2347,234,0.43109
ENSG00000116675,DNAJC6,16,-4.2514,407,0.60304,1337,3.13924,166,-0.8395,159,-0.9107,16,-4.2870,3,-6.6731,222,-0.4338
ENSG00000184588,PDE4B,16,-3.1847,407,1.98626,1,-6.9478,355,1.70070,90,-0.6489,16,-3.2229,7,-4.4382,167,0.39070
ENSG00000142864,SERBP1,16,-3.5713,407,1.44802,121,-0.6000,134,-0.4485,110,-0.7559,283,0.78237,153,-0.2365,186,0.09165
ENSG00000116754,SRSF11,16,-3.8814,407,1.05145,542,1.59595,123,-0.9071,146,-0.6428,16,-3.9165,255,0.24755,234,0.12484
ENSG00000154027,AK5,16,-4.3536,407,0.47989,1620,3.53116,66,-2.3392,82,-2.0144,16,-4.3916,218,-0.5309,157,-1.1396
ENSG00000137941,TTLL7,16,-4.1508,407,0.72230,238,-0.1699,91,-1.6433,109,-1.3801,462,0.94817,97,-1.5490,479,1.23720
ENSG00000142875,PRKACB,16,-4.3438,407,0.49419,924,2.04307,191,-0.7259,136,-1.2419,16,-4.3734,194,-0.6984,416,0.62729
ENSG00000153904,DDAH1,16,-3.6226,407,1.38256,183,-0.0039,769,2.79499,191,0.06479,46,-2.1159,10,-4.2305,15,-3.9216
ENSG00000143013,LMO4,16,-4.7285,407,0.05312,1741,2.94909,603,0.71321,530,0.49280,16,-4.7639,80,-2.4272,75,-2.6909
ENSG00000122406,RPL5,18,-5.4618,407,-0.8887,487,-0.6080,551,-0.4160,440,-0.7674,1228,0.91624,1189,0.85791,1057,0.77580
ENSG00000117519,CNN3,16,-3.6326,407,1.36964,1,-7.3881,395,1.31570,105,-0.8820,251,0.50375,300,0.81426,94,-1.1573
ENSG00000134243,SORT1,16,-5.0560,407,-0.3100,1143,1.47081,193,-1.4575,142,-1.9194,693,0.56359,584,0.27649,632,0.47608
ENSG00000168710,AHCYL1,16,-3.9445,407,0.97309,57,-2.1336,875,2.55556,194,-0.2705,16,-3.9802,232,0.02119,133,-0.9439
ENSG00000197106,SLC6A17,16,-4.2993,407,0.54531,1700,3.85819,166,-0.8897,181,-0.7548,16,-4.3359,139,-1.1601,4,-6.2861
ENSG00000155366,RHOC,16,-4.4059,407,0.42075,1,-8.1568,216,-0.5955,155,-1.1120,729,1.46658,1147,2.43962,82,-2.2029
ENSG00000009307,CSDE1,16,-4.6388,407,0.15469,506,0.51815,556,0.68206,236,-0.7125,504,0.51149,307,-0.2974,399,0.14067
ENSG00000163399,ATP1A1,16,-4.4393,407,0.38275,1015,2.10313,268,-0.2930,155,-1.1460,16,-4.4751,770,1.52922,127,-1.5666
ENSG00000198162,MAN1A2,16,-3.8732,407,1.06123,28,-3.1112,242,0.16699,274,0.37606,16,-3.9094,338,0.73527,321,0.76773
ENSG00000092621,PHGDH,16,-3.1706,407,2.01002,1,-6.9318,340,1.63953,118,-0.2136,16,-3.2064,86,-0.7104,114,-0.2989
ENSG00000265972,TXNIP,16,-4.0398,407,0.85562,1,-7.7926,181,-0.4783,87,-1.6015,567,1.46980,468,1.10938,238,-0.0530
ENSG00000159164,SV2A,16,-4.0602,407,0.83194,1152,3.08749,405,0.82698,182,-0.4895,16,-4.0959,1,-7.2167,26,-3.5355
ENSG00000266472,MRPS21,173,0.32257,407,1.89467,1,-7.0092,320,1.41130,92,-0.6806,16,-3.2857,15,-3.3849,128,-0.1909
ENSG00000143420,ENSA,16,-4.8983,407,-0.1363,1449,2.19254,364,-0.3144,215,-1.1278,828,1.06916,394,-0.1883,155,-1.7555
ENSG00000143393,PI4KB,16,-3.3364,407,1.77152,444,1.95619,182,0.31266,130,-0.2314,16,-3.3723,3,-5.7428,79,-1.1061
ENSG00000159377,PSMB4,16,-4.0401,407,0.85541,392,0.79286,181,-0.4762,107,-1.2908,16,-4.0763,871,2.38343,106,-1.4139
ENSG00000197747,S100A10,16,-5.1954,407,-0.4621,1,-8.9303,33,-4.2001,136,-2.1215,2124,2.61764,2116,2.60834,28,-4.5802
ENSG00000197956,S100A6,16,-4.1839,407,0.68303,31,-3.2700,260,-0.0609,70,-2.0758,46,-2.6875,1352,3.31928,125,-1.3105
ENSG00000189171,S100A13,16,-3.8214,407,1.12644,17,-3.7845,795,2.52823,167,-0.3728,24,-3.2559,163,-0.4102,153,-0.5640
ENSG00000160678,S100A1,16,-3.5391,407,1.49310,1,-7.2959,697,2.68814,137,-0.3699,16,-3.5750,39,-2.2733,123,-0.6029
ENSG00000143543,JTB,16,-3.4671,407,1.58962,1,-7.2245,442,1.75831,99,-0.8071,41,-2.1337,203,0.33660,139,-0.3155
ENSG00000177954,RPS27,2390,-0.6558,407,-3.3014,1270,-1.6200,1877,-1.0286,1883,-1.0234,5285,0.63474,7343,1.22263,6029,1.04482
ENSG00000143549,TPM3,383,0.13803,407,0.23648,442,0.37534,89,-2.1088,143,-1.4007,1103,2.09346,382,0.13546,109,-1.9417
ENSG00000160710,ADAR,16,-3.6764,407,1.31265,348,1.02728,328,0.91716,180,-0.0938,16,-3.7116,213,0.18476,103,-1.0579
ENSG00000163346,PBXIP1,16,-3.4562,407,1.60496,36,-2.3062,516,2.10329,130,-0.3716,316,1.12715,14,-3.6378,19,-3.3831
ENSG00000132718,SYT11,16,-5.6398,3891,3.49360,541,-0.4964,473,-0.7076,199,-2.0151,677,-0.1418,171,-2.2443,342,-1.3177
ENSG00000160781,PAQR6,36,-5.3839,407,-1.8601,412,-1.8426,419,-1.8146,382,-1.9546,981,-0.5201,815,-0.8087,4391,3.15361
ENSG00000125462,C1orf61,16,-5.0772,407,-0.3333,49,-3.4794,2587,3.42797,471,-0.0981,44,-3.6518,61,-3.1861,436,-0.2530
ENSG00000132702,HAPLN2,16,-3.8647,407,1.07239,1,-7.6183,140,-0.6934,88,-1.3976,16,-3.9002,113,-1.0240,586,2.38902
ENSG00000132692,BCAN,16,-4.2187,407,0.64101,1,-7.9703,1034,2.50237,414,0.67347,16,-4.2544,125,-1.2372,239,-0.2658
ENSG00000162706,CADM3,16,-3.9902,407,0.91676,1000,2.82140,319,0.49362,150,-0.7205,221,-0.1055,1,-7.1478,7,-5.3325
ENSG00000177807,KCNJ10,16,-3.5202,407,1.51864,51,-1.8441,338,1.16632,79,-1.1946,16,-3.5557,93,-0.9551,270,0.91376
ENSG00000162729,IGSF8,16,-3.4252,407,1.64807,1,-7.1820,298,1.05819,125,-0.3902,16,-3.4606,71,-1.2584,254,0.92480
ENSG00000018625,ATP1A2,16,-4.7743,407,0.00199,1,-8.5228,2208,3.60560,525,0.42346,16,-4.8097,477,0.26414,3,-7.2270
ENSG00000162734,PEA15,240,-2.4193,3794,2.16911,1237,0.08939,1165,-0.0082,546,-1.1924,1253,0.11057,288,-2.1501,1008,-0.2732
ENSG00000143256,PFDN2,16,-3.9212,407,1.00168,430,1.10376,184,-0.3256,54,-2.1940,297,0.45275,280,0.35522,181,-0.3936
ENSG00000158864,NDUFS2,16,-3.2252,407,1.93004,1,-6.9852,248,0.97496,114,-0.3290,16,-3.2614,151,0.12446,153,0.16526
ENSG00000143248,RGS5,16,-4.5946,407,0.20455,1,-8.3443,86,-2.1825,123,-1.6537,274,-0.4277,2319,4.34429,1,-8.0332
ENSG00000143198,MGST3,16,-4.1610,407,0.70949,350,0.45323,396,0.66173,166,-0.7406,17,-4.1062,507,1.10288,268,0.01194
ENSG00000143153,ATP1B1,18,-5.3396,407,-0.7742,3284,3.28632,583,-0.2080,274,-1.3754,16,-5.5201,155,-2.2296,618,-0.1296
ENSG00000117523,PRRC2C,16,-5.3929,3898,4.18597,191,-1.8190,120,-2.5160,358,-0.8723,16,-5.4291,230,-1.5425,389,-0.8258
ENSG00000117592,PRDX6,16,-3.4776,407,1.57573,1,-7.2349,579,2.33467,131,-0.3822,16,-3.5132,242,0.62280,52,-1.9211
ENSG00000234741,GAS5,16,-4.3665,407,0.46716,7,-5.5997,244,-0.3670,126,-1.3791,577,1.07834,259,-0.2707,562,1.26520
ENSG00000116147,TNR,16,-3.5386,407,1.49414,137,-0.3749,420,1.55580,292,0.87855,16,-3.5745,51,-1.8660,110,-0.7892
ENSG00000135821,GLUL,16,-6.0904,407,-1.4145,51,-4.4433,4720,3.11205,1013,0.00588,412,-1.3961,334,-1.7114,1066,0.10162
ENSG00000162704,ARPC5,16,-3.7102,407,1.26886,313,0.79478,223,0.21915,72,-1.5473,16,-3.7453,323,0.85234,192,-0.0232
ENSG00000118200,CAMSAP2,16,-3.7562,407,1.20986,824,2.73672,296,0.64280,116,-0.8596,16,-3.7921,1,-6.8934,67,-1.8317
ENSG00000116857,TMEM9,16,-3.7035,407,1.27650,651,2.24440,375,1.12698,126,-0.6824,16,-3.7401,12,-4.0693,72,-1.6638
ENSG00000159176,CSRP1,16,-5.0308,407,-0.2821,82,-2.6937,717,0.65222,238,-1.1164,465,-0.0673,551,0.20835,944,1.41569
ENSG00000198892,SHISA4,16,-3.3449,407,1.75899,67,-1.2724,329,1.34314,155,0.03175,16,-3.3811,29,-2.4844,173,0.24973
ENSG00000170075,GPR37L1,16,-4.0229,407,0.87522,1,-7.7770,874,2.41810,206,-0.2611,481,1.17885,26,-3.3639,84,-1.7609
ENSG00000143862,ARL8A,16,-3.8111,407,1.13957,438,1.27559,70,-1.6950,83,-1.4233,220,0.08198,194,-0.1227,227,0.15542
ENSG00000163531,NFASC,16,-4.0540,407,0.83915,444,0.99705,114,-1.2093,64,-2.0781,16,-4.0899,267,0.12397,448,1.23975
ENSG00000184144,CNTN2,16,-4.8172,407,-0.0459,186,-1.2644,114,-1.9920,124,-1.8747,16,-4.8530,392,-0.1062,1255,2.80528
ENSG00000117266,CDK18,290,0.66729,407,1.27366,1,-6.9965,63,-1.7348,48,-2.1432,16,-3.7415,2,-6.7020,462,1.96412
ENSG00000069275,NUCKS1,16,-5.2234,407,-0.4928,1373,1.60353,440,-0.3690,426,-0.4188,16,-5.2593,537,-0.0514,886,0.94685
ENSG00000117691,NENF,16,-5.0197,407,-0.2702,401,-0.2933,268,-0.9187,199,-1.3706,313,-0.6795,713,0.65743,1006,1.60197
ENSG00000143819,EPHX1,16,-3.4194,407,1.65537,1,-7.1773,552,2.31479,72,-1.2454,114,-0.5287,66,-1.3745,105,-0.7430
ENSG00000163041,H3F3A,16,-5.0539,407,-0.3075,133,-2.0068,551,0.18419,166,-1.6798,1572,2.13494,832,0.88602,377,-0.4766
ENSG00000143799,PARP1,16,-3.2062,407,1.95715,41,-1.8431,252,1.02708,76,-0.9297,16,-3.2424,28,-2.3932,202,0.75504
ENSG00000143772,ITPKB,16,-3.5106,407,1.52920,1,-7.2692,194,0.21866,182,0.10797,55,-1.7319,144,-0.2631,266,0.89460
ENSG00000143761,ARF1,16,-4.7433,407,0.03693,1101,1.82946,288,-0.5117,203,-1.0517,1253,2.10681,108,-2.0053,101,-2.2561
ENSG00000143774,GUK1,687,-0.3473,407,-1.1602,698,-0.3234,1222,0.59756,499,-0.8461,1573,1.04194,925,0.13048,836,-0.0387
ENSG00000168159,RNF187,16,-5.3916,4004,4.32366,391,-0.7331,399,-0.7031,138,-2.3074,16,-5.4271,321,-1.0388,157,-2.2576
ENSG00000116574,RHOU,16,-3.4869,407,1.56130,42,-2.1255,65,-1.4568,76,-1.2255,16,-3.5246,7,-4.6345,439,2.28244
ENSG00000135744,AGT,16,-4.2636,407,0.58738,6,-5.6943,1139,2.66829,125,-1.2857,654,1.44579,111,-1.4716,57,-2.6231
ENSG00000119280,C1orf198,16,-3.9681,407,0.94373,117,-1.0811,106,-1.2234,88,-1.5116,16,-4.0043,569,1.57298,389,1.04470
ENSG00000168264,IRF2BP2,375,-0.1466,407,-0.0156,209,-1.0547,197,-1.1481,79,-2.5157,1806,2.93245,188,-1.2224,217,-1.0972
ENSG00000173726,TOMM20,16,-4.2692,407,0.58163,1048,2.45122,192,-0.6386,164,-0.8759,16,-4.3044,210,-0.4942,263,-0.1563
ENSG00000153187,HNRNPU,16,-4.2533,407,0.60063,588,1.25871,327,0.23335,207,-0.4982,19,-4.0263,229,-0.3425,379,0.56526
ENSG00000171863,RPS7,16,-5.7756,407,-1.0837,403,-1.0970,720,-0.1939,380,-1.1849,1258,0.73449,1709,1.28809,1206,0.78670
ENSG00000134313,KIDINS220,525,1.77129,407,1.27206,1,-7.4618,223,0.21974,118,-0.7946,16,-3.7425,151,-0.4012,156,-0.3967
ENSG00000134308,YWHAQ,16,-4.5129,407,0.29808,591,0.94149,469,0.53913,151,-1.2638,116,-1.6600,369,0.13962,466,0.62234
ENSG00000163032,VSNL1,16,-4.8384,407,-0.0701,2859,4.56543,286,-0.6277,189,-1.2643,16,-4.8746,1,-7.9918,24,-4.4665
ENSG00000143878,RHOB,16,-5.1055,407,-0.3640,168,-1.7127,489,-0.0704,116,-2.2702,1634,2.14049,938,1.03621,414,-0.3789
ENSG00000084731,KIF3C,16,-3.3677,407,1.72714,279,1.01063,302,1.15536,267,0.92824,16,-3.4028,37,-2.1846,31,-2.5748
ENSG00000084754,HADHA,16,-3.0097,407,2.25519,1,-6.7731,235,1.14285,125,0.05795,16,-3.0460,4,-4.9820,141,0.29493
ENSG00000084764,MAPRE3,16,-4.3869,407,0.44396,1706,3.64109,323,0.06215,132,-1.3278,16,-4.4226,116,-1.5206,40,-3.2571
ENSG00000228474,OST4,16,-3.8991,407,1.02853,1,-7.6534,267,0.29965,129,-0.8591,302,0.50677,535,1.54503,172,-0.4600
ENSG00000213639,PPP1CB,269,-0.4946,407,0.16989,877,1.53260,341,-0.1156,208,-0.8905,16,-4.6611,563,0.71947,309,-0.3087
ENSG00000138078,PREPL,16,-4.8904,407,-0.1277,2004,3.03118,508,0.23552,166,-1.5128,333,-0.4442,210,-1.1564,159,-1.7113
ENSG00000116016,EPAS1,280,-0.8666,407,-0.2816,1,-8.7776,271,-0.9133,187,-1.4767,121,-2.1239,3036,4.19202,29,-4.3665
ENSG00000143933,CALM2,135,-3.3636,407,-1.7360,3116,1.61478,1449,0.24156,547,-1.2895,1328,0.09857,1006,-0.3482,1632,0.51651
ENSG00000179915,NRXN1,16,-3.5658,407,1.45646,660,2.49985,270,0.71265,135,-0.4254,16,-3.6014,61,-1.6444,12,-4.1236
ENSG00000115306,SPTBN1,365,-1.7158,3744,2.26500,814,-0.4914,944,-0.2566,647,-0.8496,837,-0.4475,1016,-0.1393,802,-0.5753
ENSG00000115310,RTN4,16,-5.4454,407,-0.7322,2056,2.12959,989,0.71421,240,-1.5344,231,-1.5951,227,-1.6202,823,0.46783
ENSG00000143947,RPS27A,735,-1.6785,407,-2.5558,867,-1.4294,1152,-0.9976,1202,-0.9328,1634,-0.4562,4136,1.10042,4716,1.70348
ENSG00000115355,CCDC88A,16,-4.5115,407,0.29967,479,0.57760,129,-1.4945,241,-0.5425,86,-2.1071,437,0.42118,627,1.28764
ENSG00000221823,PPP3R1,16,-3.7312,407,1.24134,1055,3.53413,90,-1.2222,138,-0.5713,16,-3.7671,26,-3.0524,16,-3.9093
ENSG00000115977,AAK1,16,-3.5320,407,1.50262,647,2.51177,181,0.07759,120,-0.5687,16,-3.5679,116,-0.6299,25,-3.1053
ENSG00000169564,PCBP1,16,-4.1318,407,0.74444,291,0.18202,386,0.65339,111,-1.3331,16,-4.1681,569,1.35494,276,0.10309
ENSG00000124374,PAIP2B,16,-4.3407,407,0.49570,35,-3.2259,17,-4.2702,104,-1.6472,254,-0.2765,280,-0.1191,800,2.32814
ENSG00000144040,SFXN5,16,-3.0444,407,2.20089,1,-6.8077,493,2.66463,130,0.08479,16,-3.0814,33,-2.0195,8,-4.1963
ENSG00000204843,DCTN1,16,-4.3874,407,0.44298,791,1.65458,140,-1.2397,151,-1.1318,241,-0.4063,382,0.33949,335,0.13989
ENSG00000034510,TMSB10,1876,-1.1249,407,-3.3930,2311,-0.8050,1141,-1.8736,1095,-1.9359,12293,2.13903,14179,2.47231,657,-2.8545
ENSG00000168906,MAT2A,16,-5.2903,4027,4.74415,230,-1.4406,199,-1.6595,94,-2.7642,189,-1.7313,77,-3.0586,197,-1.8069
ENSG00000172005,MAL,377,0.16700,407,0.29259,48,-2.9652,190,-0.9134,117,-1.6479,22,-4.1014,128,-1.5205,887,2.26610
ENSG00000135940,COX5B,16,-5.1095,407,-0.3691,440,-0.2433,781,0.70598,347,-0.6158,1005,1.15611,569,0.17093,522,0.03637
ENSG00000158417,EIF5B,547,0.47540,407,-0.0143,655,0.78568,125,-1.8318,295,-0.5238,244,-0.8171,320,-0.3950,549,0.56819
ENSG00000071082,RPL31,914,-1.1719,407,-2.3834,640,-1.7093,1483,-0.4230,1025,-0.9966,3908,1.21242,2745,0.58376,3137,0.98107
