Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000169972,PUSL1,6,-1.3045,21,0.64858,24,0.84267,5,-1.4817,13,-0.1415,6,-1.1194,23,0.77348,12,-0.1697,33,1.39138,6,-1.2045,10,-0.4800,8,-0.7646
ENSG00000127054,INTS11,86,0.55291,46,-0.4335,80,0.43343,68,0.18676,103,0.86265,34,-0.8799,66,0.12744,46,-0.4156,27,-1.2244,56,-0.1095,55,-0.1354,59,-0.0354
ENSG00000224051,CPTP,20,-0.7542,22,-0.6105,35,0.13231,55,0.85527,29,-0.1800,36,0.15086,70,1.25554,40,0.35334,10,-1.7224,14,-1.2789,28,-0.1943,29,-0.1456
ENSG00000107404,DVL1,78,0.13741,93,0.40823,64,-0.1782,59,-0.2935,81,0.19540,75,0.07637,70,-0.0518,64,-0.1854,55,-0.4148,83,0.21780,78,0.12657,62,-0.2310
ENSG00000175756,AURKAIP1,120,-0.4345,270,0.86382,134,-0.2612,106,-0.6182,129,-0.3204,127,-0.3457,195,0.33205,149,-0.0991,288,0.97129,144,-0.1496,153,-0.0544,86,-0.9295
ENSG00000221978,CCNL2,84,0.31968,60,-0.2078,107,0.72475,65,-0.0801,65,-0.0685,56,-0.3129,79,0.22205,80,0.24415,89,0.41956,37,-0.9377,30,-1.2556,69,0.01054
ENSG00000224870,MRPL20-AS1,17,0.30786,27,1.02214,15,0.09137,9,-0.7366,15,0.05702,27,1.02655,11,-0.3332,6,-1.3455,16,0.18233,10,-0.4575,10,-0.4987,7,-1.0378
ENSG00000242485,MRPL20,155,-0.2523,331,0.96825,153,-0.2706,181,-0.0135,130,-0.5233,145,-0.3557,197,0.12015,146,-0.3494,276,0.66094,197,0.12213,145,-0.3559,134,-0.4840
ENSG00000179403,VWA1,295,3.14802,9,-2.6356,14,-2.0548,29,-0.9797,8,-2.7854,19,-1.5814,20,-1.5043,16,-1.7944,124,1.35656,16,-1.7966,40,-0.4940,65,0.28648
ENSG00000160072,ATAD3B,3,-2.4792,11,-0.6969,32,0.94089,25,0.56991,19,0.14954,20,0.20047,11,-0.6806,18,0.02951,39,1.29850,7,-1.3181,8,-1.0863,17,-0.0715
ENSG00000197785,ATAD3A,9,-1.2892,22,0.06847,29,0.48449,36,0.84814,34,0.72725,22,0.04161,19,-0.1523,43,1.12816,5,-2.0565,8,-1.3645,18,-0.2900,10,-1.0819
ENSG00000205090,TMEM240,5,-3.2762,54,0.15732,108,1.30309,67,0.51255,47,-0.0410,50,0.03300,53,0.12156,77,0.73050,26,-0.9339,22,-1.2207,21,-1.2372,55,0.17677
ENSG00000160075,SSU72,94,-0.8352,161,-0.0169,168,0.05011,150,-0.1231,185,0.20113,158,-0.0469,157,-0.0590,177,0.13114,192,0.26350,224,0.51053,142,-0.2151,144,-0.1853
ENSG00000228594,FNDC10,9,-2.4583,75,0.71621,86,0.94591,51,0.08899,53,0.17304,59,0.33818,46,-0.0755,49,0.03674,10,-2.2510,49,0.04807,30,-0.7306,57,0.27713
ENSG00000272106,AL691432.2,55,0.60953,52,0.52463,12,-1.6358,45,0.30173,53,0.55259,34,-0.1531,22,-0.8315,50,0.47742,25,-0.6062,31,-0.2728,30,-0.3472,39,0.05234
ENSG00000197530,MIB2,46,-0.0759,67,0.50606,46,-0.0839,68,0.53510,53,0.13249,63,0.40553,53,0.13283,52,0.11594,43,-0.2114,19,-1.4236,38,-0.3654,36,-0.4861
ENSG00000189339,SLC35E2B,30,-0.9179,41,-0.4585,62,0.16781,47,-0.2381,87,0.72457,60,0.13585,83,0.64109,38,-0.5587,91,0.80717,41,-0.4558,41,-0.4425,41,-0.4596
ENSG00000008128,CDK11A,18,0.69049,9,-0.4335,23,1.05287,15,0.37749,11,-0.1265,5,-1.3391,10,-0.2698,10,-0.1860,0,-5.0808,17,0.56788,11,-0.0321,12,0.04847
ENSG00000008130,NADK,36,-0.0218,44,0.28324,38,0.04340,46,0.36509,19,-0.9956,35,-0.0774,50,0.51255,27,-0.4858,68,1.00800,30,-0.3226,16,-1.1909,30,-0.3077
ENSG00000078369,GNB1,316,-0.3373,409,0.06427,367,-0.1060,392,-0.0019,388,-0.0194,466,0.26906,691,0.91682,420,0.10638,324,-0.3010,405,0.04721,272,-0.5703,264,-0.6157
ENSG00000187730,GABRD,9,-2.8487,71,0.20958,63,0.00161,108,0.87986,43,-0.5724,58,-0.1039,156,1.51776,77,0.33150,27,-1.2782,28,-1.2013,27,-1.2594,83,0.44519
ENSG00000067606,PRKCZ,100,-1.0507,254,0.38286,270,0.48310,366,0.98787,207,0.06228,201,0.01326,268,0.47040,199,-0.0004,116,-0.8313,163,-0.3158,108,-0.9383,140,-0.5457
ENSG00000162585,FAAP20,76,0.15981,71,0.04254,57,-0.2990,67,-0.0472,49,-0.5103,36,-0.9982,102,0.62524,66,-0.0596,105,0.68371,33,-1.1102,83,0.29854,80,0.24721
ENSG00000157933,SKI,49,0.61946,55,0.83152,23,-0.5397,48,0.60881,21,-0.6992,6,-2.3738,11,-1.5770,30,-0.1408,59,0.94341,11,-1.6432,38,0.21194,43,0.43182
ENSG00000157916,RER1,101,0.48365,61,-0.3020,37,-1.0711,70,-0.0942,72,-0.0548,124,0.81645,99,0.44405,90,0.29714,58,-0.3844,51,-0.5953,55,-0.4642,77,0.04766
ENSG00000157911,PEX10,58,0.73946,50,0.51867,27,-0.4429,28,-0.4247,32,-0.2004,17,-1.1276,30,-0.2870,53,0.61318,31,-0.2669,39,0.10936,35,-0.0639,36,-0.0133
ENSG00000149527,PLCH2,35,0.41307,9,-1.6511,12,-1.2234,0,-6.4732,43,0.77077,35,0.40218,33,0.30949,116,2.60639,11,-1.3359,2,-3.4270,11,-1.3588,15,-0.8223
ENSG00000157881,PANK4,19,-0.1331,15,-0.4798,28,0.48913,17,-0.3105,54,1.61518,16,-0.3882,33,0.76922,15,-0.4420,20,-0.0461,4,-2.2538,10,-0.9989,14,-0.5620
ENSG00000197921,HES5,1,-5.1465,68,0.19946,29,-1.1197,26,-1.2358,83,0.53017,67,0.16963,10,-2.5829,24,-1.3583,204,2.11996,28,-1.1308,93,0.70703,83,0.51925
ENSG00000272449,AL139246.5,1,-3.6746,20,-0.0938,11,-0.9781,12,-0.8748,39,0.95994,13,-0.7586,2,-2.9900,20,-0.1289,74,2.10845,32,0.61074,16,-0.4660,18,-0.3060
ENSG00000157873,TNFRSF14,6,-1.5438,8,-1.1377,17,0.04048,2,-3.0606,11,-0.6402,10,-0.7198,17,0.04928,41,1.44656,68,2.42220,2,-2.8908,6,-1.4427,14,-0.2782
ENSG00000157870,PRXL2B,23,-2.0581,118,0.43080,137,0.67397,111,0.33821,121,0.47730,132,0.62023,41,-1.2018,51,-0.8605,102,0.20664,93,0.04720,49,-0.9356,100,0.17176
ENSG00000177133,PRDM16-DT,12,-0.3168,7,-1.0768,12,-0.3368,5,-1.5146,13,-0.1695,4,-1.7673,11,-0.4342,8,-0.8571,15,0.08998,20,0.52939,32,1.30455,34,1.39985
ENSG00000158109,TPRG1L,50,-1.7268,206,0.42955,211,0.46596,259,0.80325,208,0.44352,184,0.24838,141,-0.1650,243,0.70192,89,-0.8768,121,-0.4041,73,-1.1749,102,-0.6648
ENSG00000116213,WRAP73,21,0.40423,5,-1.7224,14,-0.2558,23,0.54688,32,1.08232,12,-0.5420,26,0.68459,27,0.76931,15,-0.1127,4,-2.1425,5,-1.6615,14,-0.2654
ENSG00000130764,LRRC47,86,-0.0377,89,0.01542,128,0.58499,129,0.60210,96,0.12016,98,0.16399,87,-0.0247,100,0.19951,74,-0.2819,64,-0.5028,45,-1.0472,66,-0.4519
ENSG00000116198,CEP104,66,1.68002,21,-0.2104,24,0.00974,16,-0.6344,25,0.02967,34,0.55622,10,-1.3650,17,-0.5345,7,-1.7684,37,0.68197,11,-1.1051,21,-0.2158
ENSG00000198912,C1orf174,15,-0.2772,15,-0.2383,35,1.07319,29,0.76303,12,-0.6129,17,-0.0480,24,0.50237,23,0.41449,12,-0.6374,6,-1.4882,11,-0.7010,14,-0.3682
ENSG00000196581,AJAP1,21,-0.3243,16,-0.6888,26,0.00492,31,0.29596,38,0.60192,31,0.25953,20,-0.3888,52,1.12367,8,-1.7325,20,-0.3820,9,-1.5532,39,0.63069
ENSG00000069424,KCNAB2,19,-3.6672,316,0.49652,296,0.39533,245,0.09433,307,0.45202,200,-0.2231,295,0.38741,442,1.05726,204,-0.1989,165,-0.5247,130,-0.8861,155,-0.6149
ENSG00000116254,CHD5,12,-3.6934,154,0.05951,311,1.21449,266,0.94475,154,0.05112,155,0.06313,105,-0.5341,126,-0.2588,83,-0.8893,112,-0.4371,89,-0.7926,217,0.60230
ENSG00000116251,RPL22,1002,0.88557,525,-0.1580,388,-0.6240,349,-0.7862,510,-0.2009,482,-0.2899,233,-1.3911,383,-0.6434,660,0.20354,1075,1.00507,981,0.84951,378,-0.6638
ENSG00000116237,ICMT,43,0.40546,19,-0.7982,19,-0.8570,26,-0.3868,59,0.94348,36,0.14956,34,0.03357,61,0.99051,32,-0.0377,9,-1.8754,23,-0.5790,35,0.09703
ENSG00000097021,ACOT7,52,-2.3137,257,0.09407,462,1.05389,231,-0.0748,347,0.57830,273,0.19070,376,0.71094,474,1.10018,116,-1.1287,105,-1.2704,94,-1.4307,117,-1.1121
ENSG00000215788,TNFRSF25,10,-1.4684,19,-0.6303,39,0.50860,24,-0.2334,40,0.55304,26,-0.1035,2,-3.6108,43,0.66526,62,1.28724,22,-0.3593,19,-0.6001,32,0.17363
ENSG00000171680,PLEKHG5,0,-8.1045,29,0.35429,31,0.44463,16,-0.5611,50,1.26558,19,-0.2839,23,0.00404,30,0.40505,16,-0.5264,15,-0.6173,17,-0.4663,31,0.45091
ENSG00000162408,NOL9,23,-0.6817,37,0.04242,49,0.48150,54,0.64364,49,0.49376,39,0.10737,19,-0.9732,48,0.44290,18,-1.0864,18,-1.0875,28,-0.3719,52,0.57301
ENSG00000204859,ZBTB48,9,-0.6945,13,-0.0936,15,0.09521,9,-0.6168,16,0.20062,21,0.63745,6,-1.3125,15,0.14748,45,1.97141,0,-6.0840,8,-0.8194,11,-0.3772
ENSG00000162413,KLHL21,54,0.51479,14,-1.5201,41,0.07564,50,0.39682,49,0.36584,31,-0.3300,31,-0.3614,35,-0.1413,88,1.35348,13,-1.6444,19,-1.0691,41,0.07094
ENSG00000116273,PHF13,15,-0.1153,3,-2.4829,26,0.71723,24,0.57216,36,1.24192,23,0.49462,4,-1.8913,26,0.72392,16,-0.0204,4,-2.1634,6,-1.4650,16,-0.0941
ENSG00000041988,THAP3,12,-0.8173,13,-0.7850,10,-1.1184,25,0.25167,27,0.37910,60,1.71361,8,-1.4124,24,0.15107,27,0.34443,6,-1.7562,24,0.20201,20,-0.0939
ENSG00000007923,DNAJC11,25,-0.3811,35,0.10191,35,0.12193,60,1.00707,19,-0.7908,19,-0.8013,34,0.08532,53,0.79471,6,-2.4598,41,0.35384,23,-0.5539,39,0.27367
ENSG00000171735,CAMTA1,92,-0.7887,141,-0.1330,95,-0.7294,193,0.36294,125,-0.3183,107,-0.5577,179,0.24749,90,-0.8205,209,0.49446,150,-0.0302,192,0.36078,266,0.89376
ENSG00000049245,VAMP3,151,2.11421,5,-3.1174,11,-2.0735,15,-1.5636,11,-2.0798,35,-0.3523,17,-1.4056,20,-1.2082,109,1.50869,65,0.62592,62,0.53886,28,-0.7157
ENSG00000049246,PER3,46,0.48892,33,-0.0482,30,-0.2054,33,-0.0554,22,-0.6936,19,-0.8891,32,-0.1020,28,-0.3251,42,0.32375,29,-0.2489,42,0.34960,53,0.71353
ENSG00000116288,PARK7,370,0.00144,463,0.35925,360,-0.0412,318,-0.2318,245,-0.6344,359,-0.0444,408,0.15735,471,0.38776,437,0.26693,354,-0.0649,379,0.03980,268,-0.4995
ENSG00000116285,ERRFI1,35,1.00576,5,-1.7459,6,-1.5238,20,0.09364,21,0.16758,14,-0.3662,17,-0.1592,53,1.75371,6,-1.7285,13,-0.5793,13,-0.5763,20,0.12515
ENSG00000162426,SLC45A1,10,-1.7861,20,-0.7086,45,0.51278,43,0.44067,31,-0.0859,48,0.64208,63,1.06619,47,0.59491,36,0.16689,14,-1.3016,10,-1.7277,22,-0.5542
ENSG00000142599,RERE,87,-0.4534,116,-0.0029,99,-0.2540,105,-0.1649,172,0.62597,109,-0.0998,116,-0.0035,60,-1.0081,130,0.17663,160,0.50054,97,-0.2932,147,0.36649
ENSG00000074800,ENO1,437,-0.8294,587,-0.3785,798,0.10041,548,-0.4831,988,0.44389,715,-0.0705,1101,0.62020,1085,0.59604,1049,0.54010,382,-1.0312,607,-0.3270,683,-0.1434
ENSG00000171612,SLC25A33,42,0.18520,24,-0.6380,32,-0.2150,30,-0.3497,27,-0.4812,35,-0.0777,38,0.03288,50,0.48292,58,0.72013,16,-1.2705,44,0.25585,49,0.43065
ENSG00000188807,TMEM201,18,-0.1429,22,0.18597,20,0.04851,21,0.05707,24,0.29824,12,-0.7481,33,0.81580,16,-0.3545,27,0.47228,16,-0.3158,14,-0.5650,15,-0.4183
ENSG00000171608,PIK3CD,3,-2.2689,28,0.82759,24,0.61204,34,1.16457,9,-0.9161,14,-0.2429,31,1.01812,19,0.21242,9,-0.9169,5,-1.6041,10,-0.6729,10,-0.6634
ENSG00000171603,CLSTN1,234,-1.3067,385,-0.5560,778,0.55484,656,0.27693,758,0.51231,657,0.28025,939,0.86537,765,0.52538,506,-0.1306,228,-1.3415,310,-0.8854,390,-0.5338
ENSG00000178585,CTNNBIP1,52,0.33671,22,-0.9968,49,0.25332,61,0.60156,17,-1.3316,14,-1.6645,40,-0.0874,41,-0.0208,71,0.84836,52,0.33447,46,0.14876,38,-0.1522
ENSG00000162441,LZIC,101,1.47325,44,0.09675,16,-1.4014,21,-1.0439,25,-0.7586,55,0.44866,17,-1.3460,23,-0.8932,69,0.82281,44,0.07606,48,0.24401,34,-0.3029
ENSG00000130939,UBE4B,43,0.13888,27,-0.5683,60,0.65068,81,1.15467,44,0.17588,31,-0.4030,62,0.72031,23,-0.8220,15,-1.4799,21,-0.9875,31,-0.3701,38,-0.0586
ENSG00000054523,KIF1B,369,0.14573,359,0.10467,394,0.25273,436,0.41243,323,-0.0646,324,-0.0579,281,-0.2801,302,-0.1674,194,-0.8435,361,0.11054,279,-0.2899,413,0.32565
ENSG00000142657,PGD,75,0.07765,53,-0.4573,108,0.64499,83,0.22182,87,0.30637,109,0.66488,78,0.13553,43,-0.7985,80,0.17270,52,-0.5032,42,-0.8355,52,-0.4886
ENSG00000241563,CORT,5,-3.9128,18,-2.0304,32,-1.1959,16,-2.2028,38,-0.9365,28,-1.3921,571,4.52246,0,-6.5328,27,-1.4171,52,-0.4449,29,-1.3234,23,-1.6568
ENSG00000160049,DFFA,58,0.88521,21,-0.6847,27,-0.3207,26,-0.3728,36,0.12358,25,-0.4333,53,0.75364,9,-1.9760,51,0.68106,22,-0.6066,36,0.13947,34,0.04958
ENSG00000142655,PEX14,15,-0.8815,22,-0.2646,27,0.01580,32,0.32159,69,1.58830,24,-0.1585,34,0.40143,17,-0.6878,31,0.23352,10,-1.4407,19,-0.4975,18,-0.6059
ENSG00000120948,TARDBP,105,0.55552,72,-0.0517,41,-0.9139,75,0.02742,90,0.31400,35,-1.1514,95,0.39968,72,-0.0358,70,-0.0809,104,0.53212,58,-0.3934,72,-0.0403
ENSG00000271895,AL109811.2,15,0.34231,4,-1.4524,21,0.88202,12,0.05497,13,0.14584,23,1.01607,11,-0.1688,7,-0.7554,15,0.33466,2,-2.6159,7,-0.8696,14,0.24482
ENSG00000116649,SRM,55,-1.1771,146,0.32438,176,0.63024,132,0.16962,162,0.49878,143,0.29647,105,-0.1964,124,0.07273,127,0.10953,81,-0.5798,79,-0.6242,93,-0.3717
ENSG00000171824,EXOSC10,37,0.01459,23,-0.7273,44,0.29158,31,-0.2619,30,-0.2833,49,0.48240,47,0.39762,47,0.39467,69,1.03909,21,-0.8195,26,-0.5319,14,-1.4696
ENSG00000198793,MTOR,37,-0.3614,44,-0.0885,66,0.55699,35,-0.4487,43,-0.1481,68,0.59054,45,-0.0437,53,0.19235,68,0.59380,56,0.28925,21,-1.1978,25,-0.9612
ENSG00000116661,FBXO2,551,0.63504,270,-0.4941,287,-0.3972,128,-1.6209,296,-0.3540,283,-0.4221,319,-0.2382,308,-0.2914,879,1.43466,251,-0.6030,547,0.62302,335,-0.1613
ENSG00000132879,FBXO44,49,-1.9854,145,-0.3552,267,0.60897,262,0.57685,295,0.77175,176,-0.0635,271,0.63152,208,0.20125,146,-0.3508,129,-0.5443,109,-0.7993,137,-0.4425
ENSG00000116670,MAD2L2,58,0.90215,19,-0.8577,27,-0.3318,16,-1.1228,40,0.27371,38,0.21364,42,0.37102,36,0.10474,17,-0.9938,39,0.26161,37,0.14667,31,-0.1123
ENSG00000177674,AGTRAP,45,1.38897,13,-0.6184,9,-1.0839,4,-2.2483,8,-1.2372,10,-0.9360,1,-3.6425,8,-1.3165,73,2.29497,10,-0.9569,34,0.90655,16,-0.3143
ENSG00000177000,MTHFR,9,-1.3292,27,0.31417,33,0.58793,19,-0.2870,29,0.40228,15,-0.5958,29,0.40621,18,-0.3555,24,0.09099,15,-0.6171,17,-0.4242,35,0.69685
ENSG00000011021,CLCN6,51,-0.8118,87,0.01340,141,0.78279,118,0.49616,85,-0.0277,102,0.25439,89,0.04314,70,-0.3296,70,-0.3211,88,0.02014,46,-0.9631,92,0.08974
ENSG00000116685,KIAA2013,55,0.57149,49,0.40168,33,-0.2240,50,0.40644,25,-0.6235,23,-0.7869,62,0.77034,52,0.47480,38,1.71697,28,-0.4718,15,-1.4325,30,-0.4013
ENSG00000083444,PLOD1,36,0.44150,16,-0.7511,25,-0.1244,24,-0.1812,15,-0.8597,38,0.53582,20,-0.4736,16,-0.7761,81,1.85505,20,-0.4843,12,-1.2209,21,-0.3724
ENSG00000116688,MFN2,88,-0.3159,74,-0.5686,137,0.38823,132,0.32898,198,0.98822,127,0.26477,135,0.35625,120,0.16688,75,-0.5516,66,-0.7595,56,-0.9885,83,-0.4086
ENSG00000116691,MIIP,11,-0.7715,19,0.02467,16,-0.1861,22,0.24574,10,-0.8734,43,1.38331,3,-2.5007,16,-0.2317,48,1.56548,10,-0.8606,6,-1.6619,17,-0.0790
ENSG00000048707,VPS13D,25,-1.1628,36,-0.6243,62,0.22875,87,0.76366,49,-0.1382,61,0.19128,86,0.74976,63,0.23601,65,0.30282,24,-1.1996,44,-0.3202,45,-0.2972
ENSG00000162496,DHRS3,61,1.09307,13,-1.2910,6,-2.3299,21,-0.6315,8,-2.0562,8,-1.9182,26,-0.2896,26,-0.2735,86,1.70358,29,-0.1047,46,0.63530,43,0.50649
ENSG00000116731,PRDM2,32,-0.8589,35,-0.7105,60,0.13294,135,1.48323,64,0.22687,78,0.54856,50,-0.1596,43,-0.4052,20,-1.5150,81,0.61023,38,-0.5653,28,-1.0255
ENSG00000189337,KAZN,77,0.67805,68,0.48325,37,-0.4589,56,0.18314,71,0.54482,63,0.36101,39,-0.3782,33,-0.6564,77,0.67444,21,-1.3164,24,-1.1225,37,-0.4816
ENSG00000142634,EFHD2,31,-2.0176,222,1.00059,89,-0.4630,539,2.70908,6,-4.2950,39,-1.6798,73,-0.7628,39,-1.6874,51,-1.2894,281,1.41326,49,-1.3538,19,-2.6987
ENSG00000116138,DNAJC16,26,0.08249,23,-0.1288,42,0.85109,32,0.42060,28,0.17149,48,1.07009,33,0.45782,19,-0.3685,6,-2.1087,5,-2.4306,8,-1.6448,27,0.13302
ENSG00000197312,DDI2,10,-0.9975,19,0.00234,16,-0.2708,44,1.37762,12,-0.6596,7,-1.4864,40,1.20696,21,0.18034,17,-0.1336,22,0.25825,3,-2.7378,16,-0.2479
ENSG00000116786,PLEKHM2,41,-0.7009,86,0.44563,65,-0.0005,71,0.13361,53,-0.3075,59,-0.1454,63,-0.0598,94,0.58732,59,-0.1447,60,-0.1329,60,-0.1245,69,0.09667
ENSG00000065526,SPEN,51,0.84649,27,-0.1605,23,-0.4115,39,0.41732,38,0.36320,16,-0.9287,19,-0.6811,6,-2.3606,45,0.64081,24,-0.3272,31,0.07370,40,0.46799
ENSG00000116809,ZBTB17,13,-0.5710,28,0.58478,21,0.13805,11,-0.8510,12,-0.6694,20,0.08419,11,-0.8013,9,-1.1848,24,0.33659,46,1.41850,15,-0.3769,21,0.11327
ENSG00000185519,FAM131C,26,0.49749,32,0.82389,7,-1.4340,11,-0.7791,11,-0.8631,38,1.09930,43,1.31788,10,-1.0002,16,-0.2765,0,-4.8638,16,-0.3233,20,0.03616
ENSG00000288398,AL109627.1,5,-1.2928,19,0.65590,7,-0.8415,21,0.78287,3,-2.1569,2,-2.6965,2,-2.5140,3,-2.0260,22,0.89150,43,2.08497,12,-0.0624,12,-0.0377
ENSG00000037637,FBXO42,17,-0.5332,16,-0.6239,30,0.31315,25,0.07344,42,0.87972,38,0.71476,23,-0.1036,36,0.62977,20,-0.3277,5,-2.2694,11,-1.1800,28,0.24597
ENSG00000055070,SZRD1,48,0.82212,13,-1.1837,20,-0.5059,14,-1.0223,11,-1.3714,11,-1.4022,51,0.94414,14,-1.0976,54,1.03631,18,-0.6786,40,0.54199,47,0.78511
ENSG00000157191,NECAP2,56,1.51119,11,-1.0176,9,-1.3857,13,-0.8173,31,0.52086,17,-0.3803,11,-1.0537,16,-0.4931,45,1.10444,4,-2.3424,38,0.81743,18,-0.3622
ENSG00000219481,NBPF1,17,0.51083,6,-1.1071,3,-1.8002,16,0.42902,7,-0.8783,18,0.55787,31,1.49409,8,-0.6720,10,-0.2559,5,-1.2884,19,0.68431,8,-0.6927
ENSG00000058453,CROCC,14,-0.4206,14,-0.4011,31,0.78713,28,0.66184,34,0.94110,6,-1.7023,14,-0.3995,10,-0.9045,34,0.96860,0,-5.0617,19,-0.0054,20,0.07305
ENSG00000238142,BX284668.5,11,-0.2457,20,0.69044,6,-1.1304,9,-0.5191,4,-1.8278,26,1.11227,20,0.69369,9,-0.5672,0,-5.9832,7,-0.9985,33,1.52315,11,-0.1860
ENSG00000159363,ATP13A2,40,-2.0056,124,-0.3027,206,0.49350,208,0.51095,219,0.59098,186,0.32530,264,0.90246,194,0.39854,109,-0.5008,103,-0.5861,79,-0.9930,81,-0.9492
ENSG00000117118,SDHB,80,-0.1152,110,0.39570,85,-0.0177,67,-0.3829,84,-0.0334,139,0.76712,114,0.45176,116,0.47020,76,-0.1828,28,-1.6730,64,-0.4552,68,-0.3606
ENSG00000117115,PADI2,465,3.87560,9,-2.9016,8,-3.1768,18,-1.9492,8,-3.1890,15,-2.2740,23,-1.6098,18,-1.9669,54,-0.3462,76,0.18979,80,0.27458,35,-0.9930
ENSG00000179051,RCC2,28,0.42494,4,-2.4000,5,-1.9971,11,-1.0397,33,0.66727,56,1.58340,23,0.09540,23,0.13561,28,0.45103,15,-0.5592,9,-1.2290,22,0.01467
ENSG00000074964,ARHGEF10L,25,0.47918,16,-0.1902,12,-0.6386,14,-0.3987,15,-0.3207,8,-1.2506,35,1.01493,18,-0.0359,33,0.94243,2,-2.9840,15,-0.3252,28,0.65229
ENSG00000117154,IGSF21,30,-1.5711,71,-0.2966,108,0.35972,220,1.57114,108,0.36491,79,-0.1251,56,-0.6575,86,0.00443,38,-1.2544,78,-0.1617,54,-0.7159,104,0.29186
ENSG00000159423,ALDH4A1,40,0.44820,19,-0.6681,18,-0.7545,13,-1.2630,23,-0.4235,18,-0.7903,27,-0.1733,32,0.08923,52,0.88955,21,-0.5377,50,0.83905,46,0.70112
ENSG00000169991,IFFO2,15,-0.0667,19,0.33012,37,1.38050,10,-0.7363,11,-0.5516,25,0.71229,19,0.32768,13,-0.3222,20,0.34299,2,-2.5696,4,-1.8529,14,-0.2030
ENSG00000127463,EMC1,26,-0.3533,20,-0.7890,62,1.00362,41,0.34422,44,0.42408,26,-0.3779,43,0.41068,13,-1.3474,33,-0.0200,28,-0.2474,27,-0.3219,35,0.09196
ENSG00000053372,MRTO4,13,-1.3649,33,0.02219,57,0.88911,47,0.59203,33,0.03741,36,0.13039,22,-0.6136,38,0.22307,10,-1.8100,29,-0.1650,31,-0.0772,43,0.43297
ENSG00000053371,AKR7A2,50,-0.0397,56,0.13058,45,-0.2260,28,-0.9086,45,-0.2095,42,-0.3032,27,-0.9753,47,-0.1514,110,1.24340,60,0.22439,59,0.20572,50,-0.0534
