Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000130770,ATP5IF1,436,-0.4081,698,0.33828,753,0.52381,432,-0.4198,598,0.08988,357,-0.7131,456,-0.3374,578,0.04509
ENSG00000180098,TRNAU1AP,27,0.58306,33,0.90226,13,-0.5798,14,-0.4958,19,0.05426,13,-0.5108,8,-1.2276,22,0.30097
ENSG00000120656,TAF12,18,0.26617,4,-1.7813,16,0.16367,14,-0.1326,4,-1.7345,7,-1.1426,16,0.08688,23,0.90760
ENSG00000198492,YTHDF2,94,0.57561,53,-0.3317,102,0.81640,49,-0.4623,77,0.25426,67,0.03893,34,-1.0086,48,-0.5788
ENSG00000116350,SRSF4,38,-0.2266,44,0.00296,39,-0.2014,35,-0.3503,29,-0.6279,82,1.03361,35,-0.3221,47,0.12836
ENSG00000116353,MECR,70,1.11267,33,-0.1024,31,-0.2373,27,-0.4482,36,0.01126,38,0.10877,24,-0.6347,34,-0.0888
ENSG00000060656,PTPRU,101,3.21030,45,1.46999,0,-5.4968,10,-0.8810,0,-5.5600,25,0.45909,2,-3.0383,7,-1.5864
ENSG00000162511,LAPTM5,34,-0.3687,54,0.35329,15,-1.6657,99,1.37717,25,-0.8191,32,-0.4680,26,-0.8024,59,0.63424
ENSG00000162512,SDC3,231,-0.0204,163,-0.5681,265,0.22174,140,-0.7939,361,0.70207,348,0.64305,181,-0.4024,207,-0.2368
ENSG00000134644,PUM1,163,0.96370,78,-0.2403,103,0.23212,49,-0.9503,127,0.53680,137,0.66537,65,-0.5183,58,-0.8348
ENSG00000060688,SNRNP40,30,0.79155,28,0.66204,26,0.60611,21,0.16717,18,-0.0072,12,-0.6270,13,-0.4982,10,-1.1483
ENSG00000121766,ZCCHC17,173,0.68853,110,-0.0448,126,0.18574,73,-0.6741,103,-0.1509,108,-0.0726,77,-0.6008,117,0.05806
ENSG00000121769,FABP3,47,-1.7813,119,-0.3828,296,1.29804,56,-1.5104,195,0.39725,58,-1.4714,138,-0.1557,156,0.05025
ENSG00000162517,PEF1,89,-0.0173,54,-0.7787,121,0.53681,63,-0.5410,85,-0.0804,106,0.26616,66,-0.4701,94,0.09381
ENSG00000084636,COL16A1,36,0.49989,9,-1.6598,21,-0.3930,36,0.51500,33,0.35240,56,1.23674,19,-0.4756,20,-0.5435
ENSG00000121753,ADGRB2,260,0.00739,157,-0.7812,308,0.30939,83,-1.7371,443,0.87806,393,0.67667,218,-0.2734,227,-0.2545
ENSG00000184007,PTP4A2,144,-0.1367,131,-0.2780,158,0.01933,235,0.65561,220,0.55024,151,-0.0567,105,-0.6179,140,-0.2171
ENSG00000121774,KHDRBS1,86,0.23034,62,-0.2901,104,0.60171,63,-0.2632,87,0.24222,72,-0.0667,48,-0.6978,66,-0.2533
ENSG00000121775,TMEM39B,18,0.38911,27,1.04711,20,0.56499,12,-0.2432,14,-0.0773,10,-0.5791,5,-1.4989,11,-0.5478
ENSG00000025800,KPNA6,85,0.98050,45,-0.0655,40,-0.2422,25,-0.9734,58,0.33741,100,1.26680,17,-1.5071,34,-0.5738
ENSG00000084652,TXLNA,22,0.51773,8,-1.0294,12,-0.4397,16,-0.0385,22,0.46513,21,0.44479,11,-0.6155,17,0.16632
ENSG00000160050,CCDC28B,16,-0.4764,33,0.64330,25,0.23448,33,0.65744,25,0.20106,17,-0.3862,24,0.12354,15,-0.7536
ENSG00000084623,EIF3I,111,0.05408,194,0.96801,114,0.10839,67,-0.7206,120,0.17546,97,-0.1701,66,-0.7527,100,-0.1489
ENSG00000175130,MARCKSL1,193,-0.5008,285,0.10875,271,0.03177,716,1.68897,131,-1.0932,172,-0.6819,210,-0.3713,227,-0.3077
ENSG00000160058,BSDC1,86,0.69118,51,-0.1436,79,0.61393,53,-0.1006,66,0.26532,41,-0.4681,35,-0.7098,42,-0.5265
ENSG00000176261,ZBTB8OS,13,-1.6226,44,0.19241,50,0.43173,54,0.51128,37,-0.0650,26,-0.6202,47,0.30716,36,-0.1531
ENSG00000162521,RBBP4,88,0.21984,102,0.45220,97,0.42496,71,-0.1245,58,-0.4278,73,-0.0707,46,-0.7851,71,-0.1656
ENSG00000162522,KIAA1522,1,-3.2082,1,-3.4388,16,0.13555,3,-2.0105,37,1.56994,11,-0.4488,17,0.20273,19,0.58075
ENSG00000134684,YARS,85,-0.1566,117,0.35837,137,0.70835,53,-0.8813,76,-0.3225,107,0.21420,88,-0.0943,76,-0.3896
ENSG00000160097,FNDC5,1,-3.6019,31,0.59658,49,1.67922,10,-1.1096,18,-0.2268,15,-0.5122,21,-0.0242,13,-0.9071
ENSG00000121905,HPCA,398,0.27814,111,-1.6812,413,0.38427,156,-1.1680,439,0.43775,460,0.51678,245,-0.4869,347,0.07467
ENSG00000121900,TMEM54,18,-1.0691,35,-0.1265,39,0.07924,45,0.28925,48,0.39113,48,0.39322,41,0.14078,33,-0.2460
ENSG00000116514,RNF19B,18,-0.6591,35,0.39071,42,0.78594,15,-0.9689,24,-0.2410,14,-0.9771,28,0.00543,29,0.06203
ENSG00000004455,AK2,29,0.46834,30,0.54717,13,-0.8137,61,1.76258,10,-1.1721,11,-1.0540,15,-0.5900,18,-0.2904
ENSG00000142920,AZIN2,27,0.26616,29,0.36338,30,0.47975,21,-0.1094,19,-0.2909,38,0.78732,8,-1.5322,17,-0.5751
ENSG00000160094,ZNF362,23,0.58334,22,0.54763,19,0.34632,10,-0.6352,7,-1.2785,20,0.39745,21,0.49067,10,-0.7510
ENSG00000134686,PHC2,47,-0.2454,54,-0.0151,73,0.52097,60,0.14726,50,-0.1440,37,-0.5833,28,-1.0223,60,0.18030
ENSG00000163866,SMIM12,39,-0.3499,66,0.49647,72,0.71393,40,-0.3099,51,0.07080,34,-0.5595,39,-0.3388,41,-0.3283
ENSG00000116544,DLGAP3,69,0.12872,52,-0.2994,36,-0.9347,45,-0.5420,110,0.90184,85,0.46300,58,-0.1470,69,0.16838
ENSG00000163867,ZMYM6,19,0.78649,11,-0.0384,11,-0.0632,6,-1.0512,16,0.44119,19,0.78609,8,-0.6247,9,-0.4515
ENSG00000116560,SFPQ,169,0.40538,107,-0.3178,160,0.34735,130,-0.0140,101,-0.4149,156,0.26969,110,-0.2806,118,-0.2098
ENSG00000146463,ZMYM4,32,0.44758,17,-0.5437,28,0.24488,29,0.25586,33,0.45310,18,-0.4701,24,-0.0158,20,-0.3863
ENSG00000142687,KIAA0319L,66,0.66943,50,0.24284,39,-0.1633,33,-0.4359,44,0.02880,46,0.08785,34,-0.3570,41,-0.0827
ENSG00000020129,NCDN,486,0.01592,502,0.06741,676,0.62661,176,-1.5328,817,0.86690,738,0.69482,302,-0.7213,306,-0.8347
ENSG00000126067,PSMB2,128,0.26752,150,0.53101,122,0.22606,95,-0.1996,135,0.35345,76,-0.5475,66,-0.7517,97,-0.1967
ENSG00000142686,C1orf216,107,0.58229,71,-0.0626,83,0.20224,35,-1.1401,52,-0.5433,107,0.58994,40,-0.9553,79,0.13238
ENSG00000092847,AGO1,43,1.21807,8,-1.3959,14,-0.6028,19,-0.1285,23,0.19737,31,0.61982,24,0.26684,17,-0.4131
ENSG00000126070,AGO3,20,0.90236,11,-0.0167,9,-0.3683,15,0.45404,5,-1.1224,17,0.62757,4,-1.4241,11,-0.0084
ENSG00000116863,ADPRHL2,9,-1.1310,13,-0.5523,30,0.86541,14,-0.4853,22,0.23800,8,-1.2541,16,-0.2358,22,0.28517
ENSG00000054116,TRAPPC3,45,-0.3078,80,0.59133,76,0.57562,33,-0.7666,64,0.22796,51,-0.1349,44,-0.3477,46,-0.3375
ENSG00000116871,MAP7D1,166,0.05891,161,0.00508,168,0.08343,142,-0.1920,217,0.48999,196,0.32191,117,-0.4827,142,-0.2294
ENSG00000054118,THRAP3,53,0.25271,38,-0.2961,40,-0.2357,35,-0.4168,38,-0.2689,122,1.67216,23,-1.0124,37,-0.3754
ENSG00000196182,STK40,12,-0.7082,19,0.04637,17,-0.1891,17,-0.1808,22,0.27610,31,0.79684,18,-0.0722,18,-0.0816
ENSG00000181817,LSM10,53,0.07377,37,-0.4910,59,0.29848,53,0.07652,60,0.26888,35,-0.5463,50,-0.0141,49,-0.0448
ENSG00000116885,OSCP1,20,0.22756,12,-0.5746,27,0.81698,12,-0.5412,27,0.69446,17,-0.0456,17,0.01404,10,-0.9004
ENSG00000116898,MRPS15,44,-0.4553,80,0.46087,78,0.49581,53,-0.1876,75,0.37085,48,-0.3308,50,-0.2761,50,-0.3503
ENSG00000163873,GRIK3,151,2.97578,84,1.69843,2,-3.9867,3,-3.3011,1,-4.6767,36,0.23312,6,-2.4569,18,-0.9363
ENSG00000163875,MEAF6,88,-0.0260,91,0.01048,124,0.58453,58,-0.6680,82,-0.1363,90,-0.0015,61,-0.5927,90,0.00562
ENSG00000134697,GNL2,21,0.65088,2,-2.5791,17,0.29734,8,-0.7803,16,0.24359,19,0.49196,10,-0.4664,14,0.06434
ENSG00000183317,EPHA10,12,0.15578,13,0.34623,13,0.27662,9,-0.2381,22,1.16833,9,-0.3185,13,0.33262,5,-1.3643
ENSG00000185090,MANEAL,32,-0.2082,38,0.02354,60,0.89097,21,-0.8649,49,0.42900,42,0.18505,24,-0.6748,28,-0.5446
ENSG00000196449,YRDC,23,0.68763,10,-0.6021,23,0.75014,11,-0.4560,19,0.36407,9,-0.7609,12,-0.3277,12,-0.4455
ENSG00000197982,C1orf122,236,-0.0427,258,0.09643,214,-0.2168,376,0.71635,188,-0.3965,196,-0.3296,253,0.06767,244,0.01007
ENSG00000183431,SF3A3,33,0.10997,39,0.39871,47,0.79738,33,0.09616,26,-0.2648,29,-0.0633,15,-1.0571,22,-0.5768
ENSG00000183520,UTP11,42,0.38632,33,-0.0353,40,0.32560,22,-0.6454,45,0.48950,37,0.16090,26,-0.3640,27,-0.3956
ENSG00000116954,RRAGC,43,0.73823,32,0.25630,39,0.69548,20,-0.4529,19,-0.5747,24,-0.1548,21,-0.3965,20,-0.5699
ENSG00000174574,AKIRIN1,110,0.77693,58,-0.2559,82,0.32979,53,-0.4048,73,0.11336,89,0.42897,45,-0.6487,53,-0.4819
ENSG00000168653,NDUFS5,566,-0.2252,631,-0.0554,733,0.20534,570,-0.2141,617,-0.0896,471,-0.5103,631,-0.0555,745,0.26622
ENSG00000127603,MACF1,119,0.45727,86,-0.0680,91,0.02388,111,0.34417,82,-0.1343,70,-0.3741,63,-0.5440,90,0.02332
ENSG00000183682,BMP8A,0,-8.1312,10,-0.3554,26,1.30989,4,-1.7650,28,1.21546,7,-1.0282,25,1.04972,6,-1.2445
ENSG00000090621,PABPC4,48,-0.0087,22,-1.2056,42,-0.2616,64,0.44737,52,0.10573,51,0.06636,34,-0.5413,60,0.42867
ENSG00000116983,HPCAL4,244,0.09458,162,-0.5471,174,-0.4717,117,-1.0390,388,0.85927,341,0.64004,151,-0.6473,258,0.23743
ENSG00000084072,PPIE,43,0.68761,35,0.37231,28,0.04713,30,0.11084,45,0.79112,17,-0.7486,20,-0.4647,19,-0.6653
ENSG00000168389,MFSD2A,3,-2.1861,2,-2.5094,10,-0.5270,17,0.40020,39,1.84635,24,0.93584,6,-1.1737,12,-0.2201
ENSG00000131236,CAP1,181,0.38694,110,-0.3991,186,0.49017,132,-0.1085,197,0.52940,146,0.04093,81,-0.8575,114,-0.4159
ENSG00000131238,PPT1,77,-0.5102,144,0.48246,150,0.62373,98,-0.1228,117,0.15099,84,-0.3675,84,-0.3689,89,-0.3373
ENSG00000084073,ZMPSTE24,36,0.34655,56,1.04270,29,-0.0186,23,-0.3832,18,-0.7656,20,-0.6121,20,-0.6021,31,0.09861
ENSG00000084070,SMAP2,95,-0.1812,132,0.33765,154,0.66867,53,-1.0937,140,0.43392,96,-0.1696,63,-0.8137,97,-0.1971
ENSG00000117016,RIMS3,38,-0.2858,110,1.45505,74,0.88219,28,-0.7553,30,-0.6578,14,-1.7553,64,0.51790,25,-1.1000
ENSG00000066136,NFYC,48,0.40904,47,0.39101,37,0.00911,21,-0.8352,56,0.65620,45,0.31667,20,-0.9302,32,-0.2936
ENSG00000179862,CITED4,1,-3.8375,15,0.07930,32,1.58244,10,-0.4775,7,-1.0131,7,-1.0726,17,0.25867,12,-0.3162
ENSG00000171793,CTPS1,8,-0.9503,27,1.03304,22,0.74493,10,-0.5101,19,0.44127,12,-0.2923,18,0.38755,7,-1.2867
ENSG00000010803,SCMH1,11,0.07266,4,-1.3270,9,-0.2564,11,0.01766,15,0.47751,18,0.79913,10,-0.1813,10,-0.0473
ENSG00000127124,HIVEP3,16,-0.2843,7,-1.4971,20,0.07311,18,-0.1481,26,0.41344,41,1.21714,15,-0.4400,17,-0.2255
ENSG00000198815,FOXJ3,57,0.46423,65,0.68247,56,0.49523,28,-0.6480,48,0.16566,55,0.39742,12,-1.8476,31,-0.6058
ENSG00000177181,RIMKLA,8,-1.7948,45,0.73845,30,0.11953,15,-0.9824,55,1.08325,20,-0.5346,21,-0.4595,29,0.04642
ENSG00000127125,PPCS,74,0.44943,24,-1.2962,57,0.02416,43,-0.4214,44,-0.3729,87,0.70252,36,-0.6776,65,0.30394
ENSG00000171960,PPIH,31,0.91346,3,-2.6042,21,0.30088,20,0.14984,11,-0.6647,24,0.43634,16,-0.1932,16,-0.1577
ENSG00000065978,YBX1,64,-0.4130,67,-0.3566,73,-0.2492,211,1.55798,66,-0.3747,64,-0.4197,90,0.11487,72,-0.2969
ENSG00000164008,C1orf50,39,0.98584,25,0.22825,25,0.29754,20,-0.0942,16,-0.4802,10,-1.0621,30,0.54367,15,-0.6784
ENSG00000177868,SVBP,48,-0.2147,52,-0.0788,74,0.53992,56,0.03477,48,-0.2081,35,-0.6722,51,-0.0975,55,0.00111
ENSG00000117394,SLC2A1,37,-0.1312,47,0.23756,27,-0.6453,86,1.25526,27,-0.5995,26,-0.6817,28,-0.5338,46,0.25095
ENSG00000117395,EBNA1BP2,70,-0.3562,92,0.06985,119,0.55599,59,-0.6138,77,-0.1971,95,0.11843,76,-0.2296,86,-0.0329
ENSG00000179178,TMEM125,32,2.03009,5,-1.0335,0,-6.1903,57,3.43920,3,-1.6761,6,-0.6227,0,-5.7206,1,-2.9308
ENSG00000066322,ELOVL1,45,1.26839,14,-0.6225,7,-1.7369,126,3.51751,6,-1.9170,3,-2.9125,5,-2.1076,6,-1.9772
ENSG00000159479,MED8,30,0.15187,42,0.66960,32,0.27418,17,-0.7675,16,-0.7833,13,-1.1163,22,-0.3447,33,0.35055
ENSG00000178922,HYI,20,0.49514,3,-2.3351,10,-0.5560,42,1.80881,12,-0.3066,8,-0.9428,15,0.01703,13,-0.1688
ENSG00000142949,PTPRF,61,-0.8020,103,0.01013,159,0.82491,59,-0.8420,148,0.59476,95,-0.1182,85,-0.2829,85,-0.3490
ENSG00000066135,KDM4A,14,0.28301,3,-2.0581,18,0.81815,11,-0.1254,10,-0.1701,20,0.84863,6,-0.9554,9,-0.4165
ENSG00000126091,ST3GAL3,33,0.06102,39,0.30482,39,0.34687,17,-0.9860,63,1.10648,34,0.08820,31,-0.0467,19,-0.9174
ENSG00000117408,IPO13,78,0.61273,67,0.35572,40,-0.4738,59,0.16590,54,0.02795,63,0.27599,59,0.17284,42,-0.4681
ENSG00000132768,DPH2,16,0.61105,16,0.64658,15,0.64885,15,0.49772,11,0.02257,3,-1.6352,10,-0.1742,5,-1.1423
ENSG00000117410,ATP6V0B,427,-0.0869,541,0.28899,704,0.83183,225,-1.0738,573,0.38138,413,-0.1393,323,-0.5240,352,-0.4723
ENSG00000117411,B4GALT2,43,-0.9758,42,-1.0134,72,-0.2291,70,-0.2436,179,1.30432,83,0.01536,96,0.25003,81,-0.0123
ENSG00000159214,CCDC24,23,0.25191,19,-0.0883,21,0.08466,8,-1.4323,31,0.69304,19,-0.0744,11,-0.8503,22,0.21132
ENSG00000178028,DMAP1,75,0.89824,58,0.47806,54,0.41195,23,-0.9784,29,-0.6123,33,-0.3892,46,0.11069,34,-0.4587
ENSG00000117419,ERI3,248,0.32614,241,0.27429,209,0.05444,124,-0.7609,240,0.27227,213,0.08126,128,-0.7104,205,0.02704
ENSG00000187147,RNF220,122,0.36798,88,-0.1571,109,0.21183,82,-0.2657,93,-0.0638,96,-0.0175,78,-0.3467,97,-0.0068
ENSG00000126106,TMEM53,18,0.33344,16,0.10073,27,1.13010,15,-0.0066,19,0.40446,7,-1.1456,10,-0.6442,8,-1.0512
ENSG00000142937,RPS8,814,-0.1335,761,-0.2383,767,-0.2504,1806,1.18529,710,-0.3485,761,-0.2387,898,0.02203,820,-0.1506
ENSG00000070785,EIF2B3,35,0.67012,29,0.37974,32,0.63183,18,-0.3234,20,-0.2121,29,0.35772,17,-0.4490,13,-1.0190
ENSG00000126107,HECTD3,17,0.50533,1,-3.5509,18,0.76389,7,-0.8283,22,0.99440,15,0.37949,7,-0.7775,9,-0.5528
ENSG00000126088,UROD,54,-0.2693,68,0.08793,87,0.54243,72,0.16423,58,-0.1612,38,-0.8147,68,0.08258,59,-0.1667
ENSG00000117450,PRDX1,372,0.26422,313,-0.0145,296,-0.1097,540,0.88148,156,-1.0875,197,-0.7318,260,-0.3059,347,0.19116
ENSG00000117448,AKR1A1,53,0.38348,36,-0.2249,40,-0.0881,41,-0.0239,53,0.37915,47,0.16596,33,-0.3540,39,-0.1331
ENSG00000132780,NASP,29,0.13827,6,-2.2831,25,-0.1098,40,0.62337,25,-0.1309,21,-0.3765,24,-0.1860,34,0.46115
ENSG00000159592,GPBP1L1,30,0.11451,24,-0.2116,26,-0.1089,28,0.01108,46,0.83749,29,0.08768,23,-0.2531,24,-0.2849
ENSG00000159596,TMEM69,13,-0.0645,7,-0.9127,21,0.82058,16,0.23716,22,0.80644,6,-1.2016,12,-0.2328,10,-0.5310
ENSG00000086015,MAST2,32,0.44759,35,0.59980,22,-0.1489,27,0.19966,7,-1.8527,12,-0.9981,20,-0.2917,29,0.38203
ENSG00000085998,POMGNT1,54,0.18346,76,0.74632,66,0.58772,58,0.29567,41,-0.2297,36,-0.4362,32,-0.6145,32,-0.7149
ENSG00000132128,LRRC41,36,-0.2469,53,0.37733,52,0.37535,39,-0.1156,44,0.08321,67,0.75590,23,-0.9136,32,-0.5104
ENSG00000173660,UQCRH,542,-0.2415,826,0.42975,754,0.31608,441,-0.5626,516,-0.3194,412,-0.6669,579,-0.1390,711,0.23699
ENSG00000117480,FAAH,42,0.55866,25,-0.2334,31,0.07014,30,0.03989,21,-0.5131,60,1.16593,24,-0.3239,20,-0.6945
ENSG00000282881,TMEM275,91,4.34770,4,-1.6275,0,-8.1378,6,-0.9808,0,-6.6631,5,-1.1400,0,-4.5500,9,-0.5816
ENSG00000079277,MKNK1,6,-1.7959,14,-0.5676,30,0.63331,18,-0.2530,31,0.62023,31,0.64171,14,-0.5726,19,-0.2175
ENSG00000123472,ATPAF1,82,-0.2517,137,0.55973,105,0.15042,81,-0.2786,88,-0.1458,71,-0.4866,110,0.19998,95,-0.0381
ENSG00000159658,EFCAB14,41,-0.0581,46,0.11350,33,-0.4622,76,0.92098,34,-0.3518,39,-0.1480,29,-0.6096,47,0.19060
ENSG00000186377,CYP4X1,29,0.71374,16,-0.2850,34,1.14442,5,-1.8914,11,-0.7842,26,0.54532,9,-1.0661,14,-0.5869
ENSG00000162368,CMPK1,127,0.61887,52,-0.7752,94,0.15261,68,-0.3676,76,-0.1978,86,-0.0108,70,-0.3394,95,0.17838
ENSG00000162373,BEND5,8,-1.8941,16,-0.8392,51,1.13129,17,-0.7381,31,0.14694,18,-0.6526,26,-0.1014,30,0.13827
ENSG00000162374,ELAVL4,206,0.83287,61,-1.0831,201,0.92192,52,-1.3203,72,-0.8265,180,0.60639,77,-0.7372,103,-0.3540
ENSG00000185104,FAF1,27,-0.2280,41,0.39680,46,0.70418,30,-0.0867,19,-0.7417,26,-0.2863,15,-1.1192,32,0.03024
ENSG00000123091,RNF11,402,0.08555,294,-0.4070,427,0.20152,192,-1.0596,422,0.16022,526,0.51910,317,-0.2887,396,0.07466
ENSG00000085832,EPS15,146,-0.2027,208,0.35598,226,0.55704,98,-0.8103,108,-0.6660,181,0.13178,140,-0.2707,166,-0.0076
ENSG00000117859,OSBPL9,15,0.33762,21,0.90460,13,0.08258,16,0.45603,13,0.12633,5,-1.1426,4,-1.7161,11,-0.1874
ENSG00000078618,NRDC,106,0.58874,93,0.37502,83,0.22060,39,-0.9849,80,0.14330,97,0.44151,54,-0.4647,57,-0.4609
ENSG00000169213,RAB3B,172,0.49907,260,1.19739,193,0.78253,42,-1.6772,87,-0.5768,93,-0.4832,86,-0.5936,88,-0.6673
ENSG00000117862,TXNDC12,36,0.38400,29,0.05231,28,0.00022,36,0.39054,32,0.21488,24,-0.2341,16,-0.8089,26,-0.1200
ENSG00000134717,BTF3L4,101,0.52337,98,0.47168,77,0.08905,58,-0.3487,76,0.06696,71,-0.0324,45,-0.7353,66,-0.1853
ENSG00000157077,ZFYVE9,26,0.38663,16,-0.3376,25,0.39697,11,-0.9676,20,0.00630,23,0.18507,19,-0.1262,19,-0.1033
ENSG00000134748,PRPF38A,19,0.02318,18,-0.0554,13,-0.5408,33,0.92721,15,-0.2884,18,-0.0485,18,-0.0391,19,0.01763
ENSG00000134744,TUT4,23,0.78781,24,0.89729,11,-0.3227,22,0.68695,16,0.25431,11,-0.3679,10,-0.5451,8,-0.9389
ENSG00000162377,COA7,25,0.77726,16,0.08846,27,1.09517,16,0.05884,12,-0.3499,9,-0.7652,9,-0.7159,8,-1.0248
ENSG00000162378,ZYG11B,168,0.62533,103,-0.1550,152,0.52473,52,-1.2051,100,-0.2040,158,0.52640,83,-0.4894,95,-0.3457
ENSG00000116171,SCP2,62,-0.0688,68,0.09389,83,0.46605,89,0.51151,74,0.22731,56,-0.2103,47,-0.4879,48,-0.5316
ENSG00000162384,CZIB,56,0.04823,78,0.58857,44,-0.3488,55,0.01175,55,0.03790,38,-0.5574,40,-0.4868,62,0.27472
ENSG00000162385,MAGOH,45,0.38846,27,-0.4250,60,0.99112,34,-0.0349,41,0.25910,14,-1.4183,20,-0.8719,29,-0.3703
ENSG00000157193,LRP8,113,1.42187,180,2.34404,21,-1.3261,17,-1.6045,19,-1.3850,29,-0.7776,20,-1.3410,37,-0.5075
ENSG00000058804,NDC1,21,1.03027,9,-0.2477,18,0.89591,7,-0.7233,14,0.36228,8,-0.4572,10,-0.1618,5,-1.2132
ENSG00000058799,YIPF1,40,0.88550,17,-0.4520,26,0.17065,8,-1.6193,17,-0.4873,46,1.12800,11,-1.1031,22,-0.1398
ENSG00000081870,HSPB11,94,1.24799,25,-0.8561,43,-0.0592,37,-0.2704,36,-0.3391,50,0.18936,30,-0.6020,43,-0.0496
ENSG00000116209,TMEM59,181,0.19837,139,-0.2135,224,0.62763,216,0.49210,105,-0.6415,88,-0.9209,115,-0.5032,153,-0.0755
ENSG00000116221,MRPL37,78,0.36358,52,-0.2762,78,0.41406,47,-0.4444,57,-0.1221,59,-0.0646,37,-0.7799,65,0.09769
ENSG00000157216,SSBP3,318,1.38340,81,-0.8309,106,-0.4590,88,-0.7051,124,-0.1858,205,0.62855,70,-1.0541,144,0.06861
ENSG00000243725,TTC4,25,1.01892,7,-0.9826,18,0.58354,10,-0.3729,9,-0.6150,9,-0.6306,7,-0.8378,14,0.10144
ENSG00000116133,DHCR24,163,0.21956,137,-0.0526,245,1.03687,91,-0.6864,94,-0.6431,169,0.28472,85,-0.7830,110,-0.4755
ENSG00000162402,USP24,27,0.30905,18,-0.3299,24,0.14221,16,-0.5311,22,0.01760,31,0.52400,25,0.16736,19,-0.2813
ENSG00000162407,PLPP3,94,-0.0173,35,-1.5104,27,-1.9924,189,1.14536,18,-2.4990,34,-1.5537,69,-0.4973,183,1.56326
ENSG00000162409,PRKAA2,18,-0.9350,48,0.61463,39,0.28692,13,-1.3903,40,0.31729,58,0.93670,15,-1.2170,31,-0.1333
ENSG00000173406,DAB1,1,-3.5775,14,-0.5654,45,1.58997,8,-1.2675,18,-0.1804,12,-0.7431,37,0.97877,13,-0.7185
ENSG00000162601,MYSM1,10,-0.6691,22,0.52856,31,1.32110,4,-2.0266,15,-0.0917,15,-0.0780,18,0.19492,9,-0.9905
ENSG00000177606,JUN,8,-2.3817,11,-1.9740,68,0.94482,66,0.74741,95,1.39637,52,0.36702,35,-0.2714,17,-1.5451
ENSG00000172456,FGGY,12,0.28912,1,-3.2498,13,0.46969,14,0.53715,7,-0.5617,4,-1.1144,28,1.75100,5,-0.9854
ENSG00000134709,HOOK1,32,0.63777,9,-1.3414,34,0.85343,4,-2.3172,39,0.94989,15,-0.5870,22,0.04491,16,-0.5544
ENSG00000162599,NFIA,128,1.26005,22,-1.5107,26,-1.3556,131,1.29959,17,-1.8920,67,0.17161,59,-0.0143,61,0.03727
ENSG00000162604,TM2D1,49,-0.2348,61,0.09192,90,0.83072,50,-0.2279,67,0.24137,35,-0.7801,52,-0.1470,46,-0.4122
ENSG00000162607,USP1,40,1.65250,6,-1.4305,14,-0.1141,23,0.66397,16,0.05598,16,0.06205,17,0.19689,7,-1.3739
ENSG00000116641,DOCK7,31,0.56639,20,-0.0889,25,0.23167,20,-0.1030,11,-1.0308,17,-0.3697,20,-0.1563,23,0.13818
ENSG00000125703,ATG4C,22,0.50998,11,-0.5827,16,-0.0212,27,0.81337,14,-0.2498,25,0.68271,6,-1.4608,14,-0.3061
ENSG00000079739,PGM1,13,-1.3091,28,-0.1296,51,0.94111,41,0.45493,20,-0.6301,14,-1.1733,32,0.03792,30,-0.0820
ENSG00000158966,CACHD1,11,-0.3730,0,-6.0176,17,0.21636,21,0.57565,19,0.41336,35,1.43923,9,-0.7213,11,-0.5506
ENSG00000162437,RAVER2,14,0.26860,1,-2.7351,18,0.77166,13,0.17483,16,0.46861,5,-1.2286,13,0.09562,10,-0.2305
ENSG00000162434,JAK1,25,-1.0965,43,-0.2955,94,1.11358,37,-0.5376,44,-0.2527,55,0.07950,41,-0.3867,47,-0.1948
ENSG00000162433,AK4,53,0.18506,24,-1.0527,27,-0.9490,29,-0.7307,40,-0.2559,65,0.51623,27,-0.8426,76,1.04755
ENSG00000116675,DNAJC6,353,0.25586,399,0.45689,420,0.61622,135,-1.2336,370,0.33151,383,0.39008,192,-0.6965,212,-0.6581
ENSG00000213625,LEPROT,18,0.10735,23,0.49709,9,-1.0233,31,1.00320,16,-0.1045,12,-0.4771,18,0.07586,16,-0.0487
ENSG00000184588,PDE4B,62,0.50831,65,0.56578,57,0.39487,43,-0.1023,36,-0.3484,31,-0.6142,27,-0.7948,41,-0.1964
ENSG00000118473,SGIP1,148,0.97818,89,0.13234,89,0.16508,39,-1.1243,104,0.38803,80,-0.0280,38,-1.1611,73,-0.2048
ENSG00000198160,MIER1,19,0.23659,7,-1.2321,20,0.40781,23,0.55925,8,-1.0364,12,-0.4662,16,4.28613,17,0.14250
ENSG00000142864,SERBP1,133,0.38243,113,0.11971,103,-0.0415,138,0.43282,90,-0.2491,96,-0.1457,84,-0.3510,99,-0.1168
ENSG00000116717,GADD45A,30,0.46776,42,1.03372,18,-0.3756,26,0.24508,7,-1.5991,29,0.42266,10,-1.1276,21,-0.0755
ENSG00000116729,WLS,29,-1.7376,409,2.72067,83,-0.1903,80,-0.2390,33,-1.5693,40,-1.2883,40,-1.2812,75,-0.4022
