Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000217555,CKLF,112,2.44856,33,0.29875,19,-0.5842,16,-0.7809,14,-0.9399,25,-0.1238,11,-1.3197,30,0.16760,22,-0.3509,13,-1.0783,16,-0.7682
ENSG00000183723,CMTM4,112,0.44653,40,-1.1279,74,-0.2121,49,-0.8245,59,-0.5525,32,-1.4502,58,-0.5568,116,0.50802,121,0.63578,125,0.63211,113,0.46417
ENSG00000135720,DYNC1LI2,112,0.03410,156,0.56242,74,-0.6397,85,-0.3825,81,-0.4693,148,0.48363,95,-0.2218,107,-0.0278,95,-0.2389,146,0.46283,153,0.52847
ENSG00000159593,NAE1,112,1.64417,35,-0.2513,24,-0.8595,20,-1.1005,10,-2.0192,56,0.46578,58,0.53439,63,0.66659,31,-0.4914,54,0.42478,19,-1.1397
ENSG00000168748,CA7,112,3.25578,3,-2.4296,7,-1.5526,7,-1.3909,12,-0.6517,8,-1.3407,1,-3.4345,21,0.18536,26,0.56885,11,-0.7729,4,-2.2628
ENSG00000172840,PDP2,112,3.28443,8,-1.1707,8,-1.3801,9,-1.1251,6,-1.6093,0,-6.4363,2,-2.9046,28,0.64070,15,-0.3124,14,-0.4610,18,-0.0235
ENSG00000166595,CIAO2B,112,-0.3658,190,0.46628,137,-0.0500,140,-0.0141,87,-0.7425,125,-0.1910,189,0.45578,200,0.54847,155,0.15200,96,-0.5970,117,-0.2989
ENSG00000172831,CES2,112,2.19796,22,-0.5151,25,-0.3426,30,-0.0599,35,0.20568,4,-2.8980,6,-2.4257,24,-0.3476,26,-0.2463,22,-0.5026,42,0.49276
ENSG00000172824,CES4A,112,2.57020,21,-0.3152,8,-1.6968,10,-1.3861,13,-0.9610,13,-1.0133,14,-0.8917,20,-0.3410,23,-0.1417,32,0.35694,33,0.39622
ENSG00000067955,CBFB,112,2.91390,31,0.53317,13,-0.8863,10,-1.1433,13,-0.8215,12,-0.9179,17,-0.3716,11,-1.0680,6,-2.0420,36,0.79819,7,-1.6506
ENSG00000125149,C16orf70,112,1.63662,27,-0.6766,19,-1.2622,17,-1.3148,10,-2.0506,33,-0.3615,49,0.27028,50,0.29975,40,-0.0518,60,0.57053,64,0.67531
ENSG00000102871,TRADD,112,2.76146,16,-0.6024,14,-0.8328,26,0.13376,20,-0.2238,1,-4.5558,6,-1.9959,28,0.28425,26,0.18726,3,-2.7908,13,-0.8433
ENSG00000102878,HSF4,112,3.00776,15,-0.5074,4,-2.5083,13,-0.7640,14,-0.6329,8,-1.3809,16,-0.3991,13,-0.7053,11,-1.0664,25,0.29338,28,0.46227
ENSG00000140939,NOL3,112,2.37527,32,0.22143,14,-1.1321,15,-0.9456,12,-1.3054,30,0.07613,30,0.08115,21,-0.4303,15,-1.0043,27,-0.0879,30,0.12101
ENSG00000196123,KIAA0895L,112,2.13794,20,-0.6702,23,-0.4996,29,-0.1291,35,0.15559,12,-1.4749,33,0.07339,25,-0.3379,20,-0.7458,36,0.18812,23,-0.4872
ENSG00000205250,E2F4,112,2.23385,14,-1.1932,25,-0.3264,25,-0.2859,26,-0.2436,18,-0.7566,53,0.90221,27,-0.1797,23,-0.4117,10,-1.6194,11,-1.4331
ENSG00000168701,TMEM208,112,0.57789,68,-0.2115,49,-0.7505,32,-1.3465,40,-1.0098,103,0.44585,104,0.46895,106,0.49839,108,0.58485,61,-0.3682,68,-0.1997
ENSG00000159713,TPPP3,112,1.96430,182,2.99581,13,-1.5050,7,-2.4186,11,-1.7100,45,0.42348,22,-0.7130,18,-0.9952,4,-3.2290,6,-2.5281,14,-1.3049
ENSG00000159720,ATP6V0D1,112,-1.4615,149,-1.0287,188,-0.7292,290,-0.0191,201,-0.5800,175,-0.7930,671,1.35739,387,0.43842,309,0.08845,418,0.56161,416,0.55295
ENSG00000276075,AC027682.6,112,3.13580,10,-1.0154,7,-1.5585,16,-0.2917,24,0.30906,1,-3.7622,11,-0.8696,5,-1.8961,9,-1.2457,24,0.29427,22,0.18650
ENSG00000039523,RIPOR1,112,1.00808,55,-0.1301,32,-0.9962,63,0.09346,70,0.24016,39,-0.6431,70,0.24769,46,-0.4019,30,-1.0873,120,1.13513,76,0.37208
ENSG00000102974,CTCF,112,2.22211,30,-0.0103,19,-0.7425,35,0.22530,24,-0.3673,20,-0.6080,42,0.50197,28,-0.1444,13,-1.3125,26,-0.2140,13,-1.2694
ENSG00000159753,CARMIL2,112,1.11589,31,-0.8978,33,-0.8766,69,0.33859,64,0.20778,53,-0.0770,69,0.32155,40,-0.5126,46,-0.3116,66,0.25239,66,0.25043
ENSG00000102977,ACD,112,2.31598,23,-0.3176,18,-0.7822,13,-1.1479,16,-0.8684,29,0.02472,28,-0.0280,50,0.87503,17,-0.8438,21,-0.5141,13,-1.1934
ENSG00000102981,PARD6A,112,1.17172,22,-1.3214,40,-0.4903,35,-0.6727,45,-0.2685,34,-0.6944,56,0.04898,78,0.58018,52,-0.0793,63,0.24414,74,0.49214
ENSG00000141098,GFOD2,112,1.79819,21,-0.8719,25,-0.6766,19,-1.0251,20,-0.9673,53,0.51789,43,0.20232,38,-0.0115,36,-0.0968,32,-0.2700,34,-0.1689
ENSG00000102901,CENPT,112,2.01291,27,-0.3528,17,-1.0694,18,-0.9677,17,-0.9877,42,0.34266,40,0.27434,35,0.07443,33,-0.0647,19,-0.8409,29,-0.2428
ENSG00000168286,THAP11,112,1.98592,22,-0.6787,18,-1.0308,20,-0.7971,26,-0.4421,23,-0.6097,72,1.19327,32,-0.1166,23,-0.6709,34,0.00465,24,-0.5400
ENSG00000102898,NUTF2,112,-0.1000,99,-0.2827,87,-0.5255,93,-0.3770,104,-0.2132,108,-0.1458,175,0.60595,174,0.60326,118,-0.0146,152,0.38520,122,0.03345
ENSG00000038358,EDC4,112,1.30993,35,-0.5305,28,-0.9584,41,-0.2846,42,-0.2821,58,0.24406,23,-1.1937,44,-0.1858,62,0.37758,73,0.59618,42,-0.2781
ENSG00000205220,PSMB10,112,-0.2928,142,0.07624,164,0.33288,145,0.10758,114,-0.2662,150,0.16148,116,-0.2340,51,-1.4739,193,0.63482,137,0.01901,76,-0.8754
ENSG00000103066,PLA2G15,112,1.96853,8,-2.1358,17,-1.1111,19,-0.9016,13,-1.4229,16,-1.1742,25,-0.4741,74,1.22293,33,-0.0918,48,0.51982,35,0.01083
ENSG00000132600,PRMT7,112,2.27779,28,-0.0666,21,-0.5426,31,0.06383,33,0.17828,29,-0.0419,5,-2.6503,8,-1.9378,7,-2.2647,47,0.74194,36,0.30216
ENSG00000103056,SMPD3,112,1.78331,14,-1.4891,10,-2.0217,20,-0.9539,17,-1.1848,46,0.27931,20,-0.9413,25,-0.6364,45,0.29130,80,1.18643,51,0.46352
ENSG00000184939,ZFP90,112,2.22735,33,0.14966,24,-0.3988,13,-1.2132,22,-0.4711,29,-0.0836,32,0.07834,31,0.01602,15,-1.1594,32,0.10201,13,-1.2771
ENSG00000141076,UTP4,112,2.48755,21,-0.3743,18,-0.6401,4,-2.6746,16,-0.7526,26,-0.0147,45,0.82672,8,-1.7642,25,-0.0826,14,-0.9666,14,-0.9903
ENSG00000132612,VPS4A,112,0.05713,80,-0.4594,80,-0.4934,109,0.01388,70,-0.6670,95,-0.2005,134,0.34810,179,0.81699,116,0.13314,142,0.44173,86,-0.3402
ENSG00000132604,TERF2,112,1.51213,32,-0.5110,29,-0.7098,55,0.32531,44,-0.0231,40,-0.1481,52,0.25954,38,-0.2452,42,-0.0912,27,-0.7457,36,-0.3129
ENSG00000103018,CYB5B,112,1.10803,22,-1.3778,40,-0.5677,63,0.16734,68,0.29320,58,0.04410,85,0.66495,64,0.20606,49,-0.2213,45,-0.3555,36,-0.6758
ENSG00000181019,NQO1,112,2.54192,27,0.09167,20,-0.3935,29,0.17807,38,0.60028,26,0.01785,12,-1.1061,14,-0.9034,9,-1.7015,10,-1.3863,10,-1.4182
ENSG00000141101,NOB1,112,3.20600,7,-1.4234,7,-1.5924,19,-0.0490,13,-0.5891,12,-0.7274,16,-0.2501,15,-0.3971,15,-0.4587,7,-1.4950,8,-1.2969
ENSG00000198373,WWP2,112,2.66867,16,-0.5934,13,-1.0239,25,0.03665,16,-0.6318,27,0.13053,26,0.12303,13,-0.9856,15,-0.7905,15,-0.7301,12,-1.0256
ENSG00000223496,EXOSC6,112,0.68517,53,-0.4881,49,-0.6279,62,-0.2445,78,0.11088,80,0.15251,55,-0.4213,83,0.21741,65,-0.1854,105,0.59198,86,0.26616
ENSG00000090861,AARS,112,0.06960,79,-0.4709,70,-0.7029,105,-0.0217,68,-0.6936,127,0.27419,118,0.15165,174,0.77455,96,-0.1810,116,0.12784,160,0.63844
ENSG00000168872,DDX19A,112,2.24579,23,-0.4146,14,-1.2386,35,0.24895,17,-0.8471,9,-1.8130,26,-0.1885,34,0.18474,29,-0.0631,22,-0.4983,27,-0.1424
ENSG00000157350,ST3GAL2,112,2.53924,13,-1.0407,15,-0.8835,11,-1.2282,21,-0.3112,1,-4.2941,17,-0.6431,11,-1.2378,38,0.66262,25,-0.0319,20,-0.3877
ENSG00000103051,COG4,112,2.30471,25,-0.2557,18,-0.7481,14,-1.1001,19,-0.6700,29,0.01512,31,0.07512,30,0.03033,23,-0.3981,18,-0.7302,20,-0.5924
ENSG00000189091,SF3B3,112,1.46399,27,-0.8043,22,-1.1713,50,0.13799,29,-0.7034,31,-0.5683,34,-0.4601,50,0.13173,45,-0.0135,69,0.65544,58,0.37474
ENSG00000157368,IL34,112,1.39619,16,-1.6055,21,-1.3139,42,-0.1828,29,-0.7402,11,-2.0947,94,1.09779,23,-1.1201,74,0.79358,78,0.77935,23,-1.1079
ENSG00000132613,MTSS2,112,1.83845,43,0.24144,45,0.34673,19,-0.9894,39,0.08551,13,-1.5225,39,0.07388,24,-0.6739,22,-0.8419,30,-0.3382,28,-0.4102
ENSG00000103043,VAC14,112,1.61003,27,-0.6547,28,-0.6650,25,-0.7714,53,0.34854,30,-0.5314,54,0.38026,34,-0.3256,34,-0.3322,45,0.09016,43,0.04557
ENSG00000172137,CALB2,112,1.40615,41,-0.2258,69,0.66329,80,0.84663,23,-1.0590,35,-0.4629,61,0.40238,8,-2.6385,20,-1.3585,53,0.19031,23,-1.0866
ENSG00000040199,PHLPP2,112,2.17639,14,-1.1990,14,-1.2648,20,-0.6860,14,-1.2163,35,0.16604,39,0.33705,27,-0.2314,23,-0.4641,42,0.48407,28,-0.1626
ENSG00000166747,AP1G1,112,1.50493,16,-1.5548,21,-1.2085,22,-1.0520,14,-1.7057,78,0.88934,54,0.29252,44,-0.0116,56,0.39403,37,-0.2764,49,0.15235
ENSG00000182149,IST1,112,1.31013,53,0.10515,36,-0.5421,28,-0.8958,26,-0.9814,81,0.76415,45,-0.1689,50,-0.0001,53,0.11584,49,-0.0188,27,-0.9401
ENSG00000102984,ZNF821,112,2.94207,10,-1.1668,10,-1.2565,8,-1.4825,9,-1.3309,31,0.57506,15,-0.5955,20,-0.1310,12,-0.9428,18,-0.2350,16,-0.4868
ENSG00000140830,TXNL4B,112,3.32025,8,-1.1946,6,-1.6126,10,-0.9341,5,-1.8116,7,-1.4261,14,-0.3936,9,-1.0092,20,0.10198,15,-0.3163,8,-1.2418
ENSG00000140829,DHX38,112,2.28685,13,-1.1756,10,-1.6106,28,-0.0476,20,-0.5871,56,1.02509,7,-2.1688,19,-0.6822,29,0.00517,20,-0.5796,28,-0.0971
ENSG00000103035,PSMD7,112,-0.1477,101,-0.3015,77,-0.7607,132,0.10810,120,-0.0427,136,0.15425,181,0.61217,162,0.44099,139,0.21230,127,0.05708,95,-0.4031
ENSG00000090863,GLG1,112,0.21938,71,-0.4804,66,-0.6405,86,-0.1848,64,-0.6292,79,-0.3180,73,-0.4324,176,0.95310,116,0.30149,122,0.36484,116,0.27529
ENSG00000103089,FA2H,112,3.14037,87,2.57089,6,-1.8012,1,-4.2641,3,-2.7282,33,0.80236,0,-5.5172,1,-3.5362,1,-4.3006,3,-2.5992,5,-2.0003
ENSG00000103091,WDR59,112,2.60203,19,-0.4616,9,-1.5806,16,-0.6582,16,-0.6406,16,-0.6854,24,-0.0839,31,0.30362,16,-0.7233,15,-0.7802,29,0.20929
ENSG00000186187,ZNRF1,112,0.67016,40,-0.9143,41,-0.9467,54,-0.4542,58,-0.3636,80,0.14335,90,0.32838,86,0.25720,92,0.39962,97,0.44559,68,-0.1191
ENSG00000166816,LDHD,112,2.57323,23,-0.1798,10,-1.5141,14,-0.9126,20,-0.3735,32,0.36676,28,0.12215,35,0.47830,13,-1.0292,11,-1.1937,12,-1.1529
ENSG00000184517,ZFP1,112,2.27018,16,-0.9628,9,-1.8204,24,-0.3496,35,0.27811,34,0.21479,21,-0.5238,24,-0.3419,24,-0.3318,38,0.38246,16,-0.9524
ENSG00000050820,BCAR1,112,1.02617,60,0.03045,28,-1.1928,50,-0.2656,36,-0.7596,42,-0.5071,64,0.13334,64,0.12048,68,0.23651,68,0.23129,79,0.46767
ENSG00000153774,CFDP1,112,0.33662,63,-0.5389,58,-0.7104,100,0.16759,64,-0.5271,96,0.09400,107,0.27390,140,0.69681,98,0.15124,78,-0.2143,97,0.12042
ENSG00000166822,TMEM170A,112,2.92743,22,0.03023,13,-0.8418,13,-0.7540,15,-0.5398,29,0.43774,6,-1.9249,20,-0.1515,8,-1.5297,13,-0.7226,11,-0.9929
ENSG00000205084,TMEM231,112,3.37024,14,-0.3465,5,-1.8887,8,-1.2450,13,-0.4481,0,-5.2406,7,-1.3166,14,-0.4282,20,0.13083,11,-0.7820,7,-1.3260
ENSG00000034713,GABARAPL2,112,-1.8380,384,0.02455,296,-0.4072,451,0.27605,243,-0.6826,537,0.55701,482,0.38272,562,0.63105,465,0.36027,281,-0.4585,342,-0.1563
ENSG00000065427,KARS,112,1.32011,41,-0.2833,27,-0.9548,53,0.09115,42,-0.2672,55,0.14732,61,0.32390,43,-0.2320,46,-0.1094,54,0.13746,37,-0.4304
ENSG00000166848,TERF2IP,112,-1.4131,184,-0.6669,165,-0.8829,300,0.08382,233,-0.3030,364,0.39404,458,0.76563,312,0.14606,331,0.26501,351,0.33415,384,0.47854
ENSG00000152910,CNTNAP4,112,1.81275,60,0.72820,15,-1.4338,51,0.49086,30,-0.3351,76,1.13013,16,-1.2573,0,-6.0318,2,-4.4305,69,0.95928,42,0.16355
ENSG00000103111,MON1B,112,2.03877,29,-0.2048,25,-0.4468,20,-0.7457,32,-0.0541,24,-0.4987,22,-0.6492,14,-1.2426,22,-0.7080,44,0.43693,42,0.35762
ENSG00000205078,SYCE1L,112,3.14118,23,0.20272,19,-0.0601,25,0.33115,5,-2.1089,26,0.40918,1,-4.3446,2,-3.1093,11,-0.9824,0,-4.5092,6,-1.6852
ENSG00000171724,VAT1L,112,1.04845,31,-0.9760,29,-1.0959,54,-0.1200,54,-0.1235,208,2.17330,27,-1.1682,13,-2.1951,31,-1.0323,71,0.31929,67,0.23001
ENSG00000186153,WWOX,112,3.04255,22,0.06460,13,-0.7058,34,0.79714,8,-1.3050,21,-0.0023,10,-1.0370,4,-2.3918,7,-1.7087,7,-1.6363,11,-0.8884
ENSG00000178573,MAF,112,1.46546,70,0.67265,42,-0.1353,64,0.54324,25,-0.9126,106,1.37816,3,-3.7402,21,-1.1981,26,-0.9169,20,-1.2553,37,-0.3317
ENSG00000166446,CDYL2,112,2.20124,4,-2.9151,12,-1.4568,3,-3.3220,6,-2.2592,30,-0.0163,35,0.18674,27,-0.1929,40,0.46040,38,0.32900,40,0.39820
ENSG00000103121,CMC2,112,0.71391,87,0.30909,53,-0.5032,57,-0.3351,71,-0.0033,91,0.38553,79,0.15384,87,0.32167,70,-0.0211,57,-0.3334,39,-0.9113
ENSG00000166454,ATMIN,112,1.10977,23,-1.3073,35,-0.7558,58,0.04330,64,0.21231,18,-1.6676,64,0.19302,60,0.09165,59,0.08272,63,0.18114,80,0.55059
ENSG00000140905,GCSH,112,0.36900,168,1.04040,102,0.24883,148,0.82385,74,-0.2725,77,-0.2052,51,-0.8421,93,0.08054,60,-0.6296,35,-1.3963,65,-0.4602
ENSG00000153815,CMIP,112,0.02346,56,-1.0374,80,-0.5291,74,-0.5996,110,-0.0053,74,-0.5991,115,0.07032,92,-0.2712,139,0.40348,219,1.11433,141,0.38798
ENSG00000197943,PLCG2,112,1.68792,106,1.58618,53,0.46898,29,-0.5232,16,-1.3346,11,-1.8837,16,-1.3317,35,-0.2190,30,-0.4903,18,-1.1707,15,-1.4743
ENSG00000135698,MPHOSPH6,112,1.20698,46,-0.2155,31,-0.8856,56,0.08598,46,-0.2065,31,-0.8242,86,0.77434,45,-0.2377,37,-0.6086,66,0.34037,66,0.34663
ENSG00000140945,CDH13,112,0.66256,23,-1.7659,31,-1.3567,45,-0.7412,38,-1.0114,308,2.50203,79,0.12080,20,-1.9529,78,0.09290,61,-0.2815,52,-0.5272
ENSG00000230989,HSBP1,112,-1.0779,272,0.28522,211,-0.1217,195,-0.2366,219,-0.0554,370,0.78354,314,0.51378,192,-0.2580,234,0.05679,190,-0.2731,194,-0.2405
ENSG00000103154,NECAB2,112,0.53311,25,-1.7433,77,-0.0524,89,0.17433,27,-1.6147,17,-2.2931,227,1.74423,7,-3.4453,171,1.42797,8,-3.2617,27,-1.5970
ENSG00000140943,MBTPS1,112,1.41008,22,-1.1310,28,-0.8292,41,-0.2041,28,-0.7672,35,-0.4440,42,-0.1589,43,-0.1270,45,-0.0806,58,0.33252,83,0.90919
ENSG00000103160,HSDL1,112,1.18398,30,-0.8841,30,-0.9285,43,-0.3460,22,-1.3335,34,-0.7053,69,0.38336,58,0.12657,69,0.43175,61,0.18581,72,0.46709
ENSG00000103168,TAF1C,112,3.26591,7,-1.3957,8,-1.4136,15,-0.3951,4,-2.0491,8,-1.1972,19,-0.0059,10,-0.9075,12,-0.6776,13,-0.5547,17,-0.1211
ENSG00000103175,WFDC1,112,2.84667,13,-0.8243,11,-1.0765,28,0.32448,26,0.20417,20,-0.1847,8,-1.5676,2,-3.1195,5,-2.2464,25,0.13399,27,0.29875
ENSG00000103187,COTL1,112,1.52659,71,0.76726,41,-0.1083,38,-0.2107,20,-1.1824,118,1.62453,24,-0.9212,25,-0.8412,26,-0.8365,12,-1.8785,17,-1.4458
ENSG00000135686,KLHL36,112,2.47919,13,-1.0229,20,-0.4384,34,0.35812,27,0.00882,13,-1.0519,11,-1.2797,13,-1.0924,15,-0.9010,28,0.05085,26,-0.0692
ENSG00000103194,USP10,112,1.41330,34,-0.4755,34,-0.5510,36,-0.4235,29,-0.7272,18,-1.4328,75,0.74365,63,0.45379,46,-0.0192,61,0.40812,23,-1.0582
ENSG00000153786,ZDHHC7,112,2.07687,23,-0.5462,11,-1.6682,31,-0.0685,13,-1.3955,27,-0.2937,20,-0.7564,48,0.59678,22,-0.6434,43,0.41557,43,0.42431
ENSG00000135709,KIAA0513,112,-0.2559,97,-0.4663,83,-0.7544,115,-0.2116,146,0.15573,204,0.69215,109,-0.2862,69,-0.9841,138,0.07856,219,0.81001,201,0.66787
ENSG00000131149,GSE1,112,2.43537,23,-0.2621,16,-0.8930,10,-1.4380,13,-1.0926,10,-1.4447,11,-1.3201,20,-0.4970,18,-0.6745,67,1.45760,22,-0.3481
ENSG00000131148,EMC8,112,2.03474,41,0.32197,18,-0.9598,15,-1.2091,12,-1.5013,33,-0.0178,38,0.21501,32,-0.0431,34,0.04832,16,-1.1347,30,-0.1837
ENSG00000131143,COX4I1,112,-3.2647,1057,0.08218,1105,0.16637,1276,0.37991,780,-0.3901,1148,0.21163,1114,0.16479,1282,0.38741,1096,0.15123,777,-0.3960,1095,0.13759
ENSG00000103264,FBXO31,112,1.83638,14,-1.4273,17,-1.2757,23,-0.7510,20,-0.9354,16,-1.2687,40,0.10602,17,-1.1906,64,0.98414,55,0.62305,25,-0.5860
ENSG00000140941,MAP1LC3B,112,-1.0150,168,-0.4016,168,-0.4254,251,0.22316,166,-0.4141,404,1.00131,367,0.83854,220,0.01891,228,0.08190,166,-0.4119,179,-0.2984
ENSG00000140948,ZCCHC14,112,2.54684,18,-0.5780,14,-0.9749,19,-0.4417,12,-1.1574,22,-0.2526,10,-1.4485,9,-1.6184,16,-0.7321,34,0.43712,40,0.70619
ENSG00000154118,JPH3,112,0.20596,70,-0.5114,100,0.04102,119,0.31194,145,0.62097,58,-0.8026,45,-1.1798,97,-0.0145,91,-0.1217,121,0.32955,123,0.36440
ENSG00000104731,KLHDC4,112,3.12487,9,-1.2415,9,-1.3008,11,-0.9469,18,-0.1499,2,-2.9708,7,-1.5214,16,-0.3230,19,-0.0544,12,-0.7577,18,-0.1952
ENSG00000103257,SLC7A5,112,1.33831,37,-0.4332,30,-0.7853,36,-0.4726,41,-0.2859,28,-0.8428,47,-0.0548,40,-0.3046,40,-0.3412,62,0.37059,94,1.04978
ENSG00000179588,ZFPM1,112,1.75186,30,-0.3746,30,-0.4402,50,0.38930,28,-0.4945,27,-0.5394,30,-0.3999,32,-0.2773,37,-0.0802,24,-0.7207,38,-0.0356
ENSG00000158545,ZC3H18,112,2.65923,17,-0.5826,7,-1.8426,31,0.34604,13,-1.0010,6,-1.9822,28,0.19022,8,-1.6959,17,-0.5922,35,0.55549,22,-0.1662
ENSG00000051523,CYBA,112,2.10452,79,1.46920,32,-0.0308,51,0.72769,16,-1.0773,19,-0.8098,11,-1.5225,7,-2.1673,15,-1.1757,19,-0.7882,11,-1.6386
ENSG00000167508,MVD,112,1.23206,61,0.23973,37,-0.5512,58,0.16832,66,0.36350,55,0.08781,74,0.55625,26,-1.0552,33,-0.7545,48,-0.1307,38,-0.4690
ENSG00000260630,SNAI3-AS1,112,2.72346,16,-0.6282,17,-0.5191,31,0.38479,26,0.15854,12,-1.0763,6,-1.9833,10,-1.2111,6,-2.1805,29,0.28855,23,-0.0669
ENSG00000158717,RNF166,112,3.12774,9,-1.1536,7,-1.5953,21,0.10863,8,-1.2992,18,-0.1694,15,-0.4227,4,-2.1770,9,-1.1913,21,0.08151,18,-0.1438
ENSG00000174177,CTU2,112,2.87469,5,-2.2691,9,-1.4770,23,0.01744,15,-0.6267,5,-2.1747,15,-0.5938,9,-1.2908,21,-0.0592,34,0.65749,13,-0.8149
ENSG00000198931,APRT,112,0.48563,85,0.05415,70,-0.2695,94,0.22016,64,-0.3909,75,-0.1344,118,0.57629,71,-0.2298,67,-0.3476,55,-0.6095,120,0.60289
ENSG00000141012,GALNS,112,2.64638,11,-1.2303,13,-0.9584,22,-0.1676,18,-0.5002,26,0.05843,20,-0.3324,16,-0.6964,17,-0.5751,16,-0.6573,20,-0.3148
ENSG00000167515,TRAPPC2L,112,-0.0061,105,-0.0993,93,-0.3065,165,0.61549,90,-0.3437,80,-0.5232,176,0.71853,97,-0.2247,138,0.36269,83,-0.4681,87,-0.3864
ENSG00000176715,ACSF3,112,2.71199,16,-0.6378,15,-0.7863,19,-0.3598,10,-1.2825,4,-2.4108,33,0.51156,16,-0.6247,15,-0.7177,24,-0.0108,18,-0.4447
ENSG00000167522,ANKRD11,112,0.37365,70,-0.3541,64,-0.5255,94,0.09795,84,-0.0639,41,-1.1738,116,0.43552,58,-0.6416,107,0.34235,125,0.55808,102,0.23399
ENSG00000197912,SPG7,112,0.77254,53,-0.3918,44,-0.7369,75,0.13492,78,0.18763,21,-1.7428,78,0.19318,80,0.22885,62,-0.1663,85,0.34035,100,0.59322
ENSG00000167526,RPL13,112,-3.2965,2136,1.19430,1211,0.28858,1307,0.38335,1629,0.74039,941,-0.1338,670,-0.6556,1021,-0.0064,756,-0.5074,817,-0.3527,765,-0.4533
ENSG00000178773,CPNE7,112,1.10967,11,-2.4339,43,-0.4525,50,-0.1653,27,-1.1038,16,-1.8852,121,1.25288,123,1.27788,32,-0.8996,68,0.30513,51,-0.1334
ENSG00000131165,CHMP1A,112,0.67262,51,-0.5485,46,-0.7724,58,-0.3619,100,0.49966,44,-0.7873,76,0.06265,73,-0.0114,82,0.19046,99,0.47431,84,0.21633
ENSG00000167523,SPATA33,112,2.72344,12,-0.9785,10,-1.2965,26,0.11772,33,0.52994,19,-0.3039,17,-0.5496,14,-0.8290,8,-1.7589,24,0.01573,17,-0.5289
ENSG00000185324,CDK10,112,1.92871,22,-0.6949,25,-0.5506,27,-0.3922,29,-0.3173,15,-1.3150,24,-0.6036,59,0.81220,32,-0.1713,33,-0.1250,25,-0.5087
ENSG00000158792,SPATA2L,112,2.20325,10,-1.6658,14,-1.2618,14,-1.1717,23,-0.4251,5,-2.6651,35,0.18670,38,0.35639,42,0.56948,28,-0.1582,22,-0.5311
ENSG00000075399,VPS9D1,112,1.93486,14,-1.3633,24,-0.6029,21,-0.7904,23,-0.6446,46,0.40779,34,-0.0683,50,0.54499,24,-0.6257,25,-0.5409,38,0.10680
ENSG00000141002,TCF25,112,-0.5779,99,-0.7661,88,-0.9955,151,-0.1157,147,-0.1578,98,-0.7799,179,0.14909,298,0.97411,198,0.34073,259,0.74247,201,0.33058
ENSG00000258947,TUBB3,112,-2.3119,189,-1.5402,323,-0.7915,380,-0.4903,361,-0.5681,527,0.01422,856,0.79206,1138,1.27235,557,0.10945,635,0.30782,833,0.74551
ENSG00000140995,DEF8,112,0.88653,45,-0.5308,55,-0.2567,61,-0.0690,48,-0.4358,51,-0.3577,60,-0.0958,78,0.30060,73,0.22171,70,0.13019,53,-0.3029
ENSG00000003249,DBNDD1,112,0.98520,22,-1.5222,55,-0.1437,64,0.08348,30,-1.0379,38,-0.7234,76,0.35363,76,0.35592,63,0.06026,45,-0.4664,88,0.59570
ENSG00000272636,DOC2B,112,1.35894,66,0.48334,12,-2.1260,56,0.23224,120,1.49170,52,0.11944,15,-1.7289,0,-9.9593,0,-9.9850,154,1.93661,32,-0.6359
ENSG00000187624,C17orf97,112,2.46647,12,-1.2520,12,-1.2674,26,-0.0737,15,-0.8578,53,1.07981,14,-0.9425,22,-0.2877,21,-0.3713,22,-0.3009,7,-1.9242
ENSG00000141252,VPS53,112,1.13356,31,-0.8927,35,-0.7628,61,0.14952,49,-0.1833,37,-0.6062,42,-0.4269,37,-0.6008,53,-0.0636,89,0.74677,86,0.70338
ENSG00000167699,GLOD4,112,1.14670,36,-0.6281,24,-1.3255,63,0.20882,60,0.12549,47,-0.2483,82,0.63945,48,-0.2069,53,-0.0588,63,0.22423,49,-0.1660
ENSG00000177370,TIMM22,112,1.94313,21,-0.7525,17,-1.1215,76,1.25272,15,-1.2704,44,0.34787,42,0.29845,26,-0.4531,13,-1.4983,32,-0.1220,25,-0.4853
ENSG00000159842,ABR,112,-1.1508,135,-0.8632,214,-0.1758,197,-0.2911,201,-0.2598,214,-0.1654,255,0.10807,265,0.17091,335,0.60253,332,0.52746,284,0.27559
ENSG00000108953,YWHAE,112,-2.6164,658,0.03499,468,-0.5273,854,0.44963,846,0.43328,737,0.21419,717,0.17047,740,0.22024,697,0.13698,749,0.23992,619,-0.0605
ENSG00000167193,CRK,112,0.44229,57,-0.6125,65,-0.4288,96,0.19647,76,-0.1588,71,-0.2735,78,-0.1209,98,0.24188,67,-0.3793,124,0.61454,121,0.56603
ENSG00000132376,INPP5K,112,2.25058,27,-0.1660,11,-1.5836,18,-0.7803,27,-0.1433,32,0.08788,35,0.25856,18,-0.7589,17,-0.8712,39,0.40850,25,-0.2774
