Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000090273,NUDC,16,-3.4933,407,1.55464,96,-0.8836,173,0.05670,16,-3.5290,210,0.51768
ENSG00000126709,IFI6,16,-4.0495,407,0.84385,1,-7.8021,200,-0.3756,204,-0.3044,397,1.20994
ENSG00000130770,ATP5IF1,16,-3.4630,407,1.59630,1,-7.2197,202,0.39409,16,-3.4984,212,0.59191
ENSG00000162512,SDC3,16,-4.3393,407,0.49908,539,0.99002,492,0.99979,213,-0.5490,183,-0.9774
ENSG00000121753,ADGRB2,16,-4.0116,407,0.89092,995,2.76910,264,0.17948,16,-4.0471,66,-2.3014
ENSG00000184007,PTP4A2,16,-5.2354,407,-0.5059,1,-8.9821,214,-1.6187,606,0.13252,1190,2.29115
ENSG00000175130,MARCKSL1,16,-5.3792,407,-0.6612,134,-2.3280,477,-0.4614,1081,0.95159,987,1.19032
ENSG00000121905,HPCA,16,-4.4756,407,0.34145,1579,3.17565,259,-0.4345,331,0.00137,41,-3.5272
ENSG00000134686,PHC2,16,-3.6709,407,1.31938,106,-0.9197,117,-0.8396,16,-3.7037,310,1.25078
ENSG00000116560,SFPQ,16,-3.6008,407,1.41151,1,-7.3562,174,-0.0725,357,1.16574,166,-0.1758
ENSG00000020129,NCDN,16,-4.2996,407,0.54540,1540,3.48868,270,-0.1506,16,-4.3358,39,-3.4184
ENSG00000116871,MAP7D1,232,-1.6094,4003,4.07584,171,-2.0633,169,-2.2260,16,-5.5021,379,-1.0634
ENSG00000197982,C1orf122,16,-5.5577,3962,3.77040,18,-5.3882,288,-1.4974,316,-1.2380,464,-0.8113
ENSG00000168653,NDUFS5,16,-4.9504,407,-0.1938,406,-0.1968,289,-0.8101,938,1.23410,594,0.60381
ENSG00000127603,MACF1,465,1.03620,407,0.79880,214,-0.2673,243,-0.0738,16,-4.1231,229,-0.2043
ENSG00000116983,HPCAL4,16,-3.8765,407,1.05785,841,2.57382,244,0.20602,16,-3.9121,67,-2.1338
ENSG00000065978,YBX1,164,-1.3669,407,0.05157,1,-8.4785,144,-1.6928,1586,2.69239,367,-0.1500
ENSG00000117394,SLC2A1,275,-1.9811,407,-1.3969,139,-2.9876,284,-2.0786,1514,0.69756,2026,2.06480
ENSG00000066322,ELOVL1,16,-3.6198,407,1.38643,23,-3.0990,87,-1.2756,16,-3.6553,338,1.66890
ENSG00000142949,PTPRF,16,-3.3077,407,1.81223,1,-7.0661,353,1.97983,16,-3.3436,62,-1.6246
ENSG00000117408,IPO13,16,-3.5951,407,1.41827,130,-0.5157,104,-0.9544,246,0.51422,205,0.28739
ENSG00000117410,ATP6V0B,16,-4.8766,407,-0.1130,1788,2.74001,346,-0.4148,202,-1.2030,273,-0.9193
ENSG00000117419,ERI3,16,-3.7674,407,1.19430,713,2.35369,252,0.41870,16,-3.8041,56,-2.2789
ENSG00000187147,RNF220,16,-3.5900,407,1.42510,234,0.43711,94,-1.1187,16,-3.6263,252,0.81150
ENSG00000142937,RPS8,113,-4.3427,407,-2.4800,813,-1.4488,985,-1.2678,4611,1.40119,3554,1.42967
ENSG00000117450,PRDX1,16,-4.5419,407,0.26496,499,0.61083,475,0.62028,16,-4.5773,408,0.37530
ENSG00000173660,UQCRH,16,-4.3265,407,0.51409,696,1.48590,328,0.17865,29,-3.4987,293,-0.0366
ENSG00000162374,ELAVL4,16,-3.7936,407,1.16267,1065,3.41864,167,-0.3768,16,-3.8277,7,-5.4510
ENSG00000123091,RNF11,237,-0.6229,407,0.24152,1458,2.77524,281,-0.3964,16,-4.5981,159,-1.4849
ENSG00000169213,RAB3B,16,-3.0414,407,2.20701,1,-6.8033,334,2.39669,16,-3.0775,0,-7.5485
ENSG00000162378,ZYG11B,16,-3.7206,407,1.25543,911,3.08300,171,-0.2536,16,-3.7564,25,-3.4444
ENSG00000116209,TMEM59,16,-4.2373,407,0.61901,234,-0.2881,175,-0.8231,725,1.68811,263,-0.1320
ENSG00000157216,SSBP3,16,-3.7480,407,1.21874,581,1.92636,129,-0.7708,241,0.30488,100,-1.3274
ENSG00000116133,DHCR24,16,-4.0984,407,0.78366,698,1.80430,113,-1.3798,59,-2.2416,296,0.33703
ENSG00000162407,PLPP3,16,-3.8299,407,1.11589,1,-7.5840,401,1.34466,408,1.12046,91,-1.5800
ENSG00000162599,NFIA,16,-3.6474,407,1.34975,149,-0.3643,232,0.41782,16,-3.6836,210,0.25762
ENSG00000116675,DNAJC6,16,-4.2514,407,0.60304,1337,3.13924,162,-0.9655,16,-4.2870,149,-1.2290
ENSG00000184588,PDE4B,16,-3.1847,407,1.98626,1,-6.9478,222,0.99452,16,-3.2229,113,-0.3751
ENSG00000142864,SERBP1,16,-3.5713,407,1.44802,121,-0.6000,122,-0.6633,283,0.78237,175,-0.0261
ENSG00000116754,SRSF11,16,-3.8814,407,1.05145,542,1.59595,135,-0.8525,16,-3.9165,241,0.21208
ENSG00000154027,AK5,16,-4.3536,407,0.47989,1620,3.53116,74,-2.3201,16,-4.3916,177,-1.0508
ENSG00000137941,TTLL7,16,-4.1508,407,0.72230,238,-0.1699,100,-1.6339,462,0.94817,351,0.67216
ENSG00000142875,PRKACB,16,-4.3438,407,0.49419,924,2.04307,163,-1.0608,16,-4.3734,342,0.27973
ENSG00000153904,DDAH1,16,-3.6226,407,1.38256,183,-0.0039,480,2.27396,46,-2.1159,13,-4.2783
ENSG00000143013,LMO4,16,-4.7285,407,0.05312,1741,2.94909,566,0.71765,16,-4.7639,76,-2.8444
ENSG00000122406,RPL5,18,-5.4618,407,-0.8887,487,-0.6080,495,-0.6496,1228,0.91624,1101,1.07617
ENSG00000117519,CNN3,16,-3.6326,407,1.36964,1,-7.3881,250,0.59065,251,0.50375,163,-0.2656
ENSG00000134243,SORT1,16,-5.0560,407,-0.3100,1143,1.47081,167,-1.8063,693,0.56359,616,0.50997
ENSG00000168710,AHCYL1,16,-3.9445,407,0.97309,57,-2.1336,534,1.90827,16,-3.9802,166,-0.6481
ENSG00000197106,SLC6A17,16,-4.2993,407,0.54531,1700,3.85819,174,-0.9076,16,-4.3359,49,-3.0585
ENSG00000155366,RHOC,16,-4.4059,407,0.42075,1,-8.1568,186,-0.9215,729,1.46658,437,0.78334
ENSG00000009307,CSDE1,16,-4.6388,407,0.15469,506,0.51815,396,0.12794,504,0.51149,368,-0.0096
ENSG00000163399,ATP1A1,16,-4.4393,407,0.38275,1015,2.10313,212,-0.7404,16,-4.4751,341,0.12653
ENSG00000198162,MAN1A2,16,-3.8732,407,1.06123,28,-3.1112,258,0.31814,16,-3.9094,327,0.99714
ENSG00000092621,PHGDH,16,-3.1706,407,2.01002,1,-6.9318,229,1.08637,16,-3.2064,105,-0.5131
ENSG00000265972,TXNIP,16,-4.0398,407,0.85562,1,-7.7926,134,-1.0413,567,1.46980,315,0.58359
ENSG00000159164,SV2A,16,-4.0602,407,0.83194,1152,3.08749,294,0.32262,16,-4.0959,18,-4.2921
ENSG00000266472,MRPS21,173,0.32257,407,1.89467,1,-7.0092,206,0.73220,16,-3.2857,90,-0.8939
ENSG00000143420,ENSA,16,-4.8983,407,-0.1363,1449,2.19254,289,-0.7473,828,1.06916,235,-1.2184
ENSG00000143393,PI4KB,16,-3.3364,407,1.77152,444,1.95619,156,0.06910,16,-3.3723,54,-1.8812
ENSG00000159377,PSMB4,16,-4.0401,407,0.85541,392,0.79286,144,-0.9217,16,-4.0763,361,0.95149
ENSG00000197747,S100A10,16,-5.1954,407,-0.4621,1,-8.9303,84,-2.9916,2124,2.61764,724,0.67750
ENSG00000197956,S100A6,16,-4.1839,407,0.68303,31,-3.2700,165,-0.8625,46,-2.6875,534,1.94664
ENSG00000189171,S100A13,16,-3.8214,407,1.12644,17,-3.7845,481,1.84777,24,-3.2559,156,-0.6008
ENSG00000160678,S100A1,16,-3.5391,407,1.49310,1,-7.2959,417,2.00597,16,-3.5750,95,-1.1532
ENSG00000143543,JTB,16,-3.4671,407,1.58962,1,-7.2245,270,1.00149,41,-2.1337,160,-0.0673
ENSG00000177954,RPS27,2390,-0.6558,407,-3.3014,1270,-1.6200,1880,-1.1272,5285,0.63474,6467,1.56510
ENSG00000143549,TPM3,383,0.13803,407,0.23648,442,0.37534,116,-1.8515,1103,2.09346,200,-1.0923
ENSG00000160710,ADAR,16,-3.6764,407,1.31265,348,1.02728,254,0.55611,16,-3.7116,140,-0.6231
ENSG00000163346,PBXIP1,16,-3.4562,407,1.60496,36,-2.3062,323,1.44497,316,1.12715,18,-3.7183
ENSG00000132718,SYT11,16,-5.6398,3891,3.49360,541,-0.4964,336,-1.3451,677,-0.1418,285,-1.7612
ENSG00000160781,PAQR6,36,-5.3839,407,-1.8601,412,-1.8426,401,-2.0259,981,-0.5201,3199,2.86255
ENSG00000125462,C1orf61,16,-5.0772,407,-0.3333,49,-3.4794,1529,2.88285,44,-3.6518,311,-0.9382
ENSG00000132702,HAPLN2,16,-3.8647,407,1.07239,1,-7.6183,114,-1.1079,16,-3.9002,428,1.93998
ENSG00000132692,BCAN,16,-4.2187,407,0.64101,1,-7.9703,724,2.27798,16,-4.2544,201,-0.6443
ENSG00000162706,CADM3,16,-3.9902,407,0.91676,1000,2.82140,234,-0.0172,221,-0.1055,5,-5.9685
ENSG00000177807,KCNJ10,16,-3.5202,407,1.51864,51,-1.8441,209,0.37876,16,-3.5557,211,0.47781
ENSG00000162729,IGSF8,16,-3.4252,407,1.64807,1,-7.1820,212,0.54072,16,-3.4606,193,0.42296
ENSG00000018625,ATP1A2,16,-4.7743,407,0.00199,1,-8.5228,1366,3.36935,16,-4.8097,161,-1.7118
ENSG00000162734,PEA15,240,-2.4193,3794,2.16911,1237,0.08939,856,-0.5592,1253,0.11057,768,-0.8377
ENSG00000143256,PFDN2,16,-3.9212,407,1.00168,430,1.10376,119,-1.1045,297,0.45275,214,-0.1107
ENSG00000158864,NDUFS2,16,-3.2252,407,1.93004,1,-6.9852,181,0.49970,16,-3.2614,152,0.18600
ENSG00000143248,RGS5,16,-4.5946,407,0.20455,1,-8.3443,105,-2.0389,274,-0.4277,774,2.35205
ENSG00000143198,MGST3,16,-4.1610,407,0.70949,350,0.45323,281,0.10215,17,-4.1062,348,0.62459
ENSG00000143153,ATP1B1,18,-5.3396,407,-0.7742,3284,3.28632,429,-0.7687,16,-5.5201,464,-0.7186
ENSG00000117523,PRRC2C,16,-5.3929,3898,4.18597,191,-1.8190,239,-1.6153,16,-5.4291,336,-1.1880
ENSG00000117592,PRDX6,16,-3.4776,407,1.57573,1,-7.2349,355,1.65844,16,-3.5132,115,-0.7305
ENSG00000234741,GAS5,16,-4.3665,407,0.46716,7,-5.5997,185,-0.8821,577,1.07834,461,1.00592
ENSG00000116147,TNR,16,-3.5386,407,1.49414,137,-0.3749,356,1.55050,16,-3.5745,91,-1.2367
ENSG00000135821,GLUL,16,-6.0904,407,-1.4145,51,-4.4433,2867,2.58089,412,-1.3961,822,-0.4246
ENSG00000162704,ARPC5,16,-3.7102,407,1.26886,313,0.79478,147,-0.5003,16,-3.7453,236,0.43648
ENSG00000118200,CAMSAP2,16,-3.7562,407,1.20986,824,2.73672,206,0.04569,16,-3.7921,45,-2.6172
ENSG00000116857,TMEM9,16,-3.7035,407,1.27650,651,2.24440,251,0.49251,16,-3.7401,52,-2.3360
ENSG00000159176,CSRP1,16,-5.0308,407,-0.2821,82,-2.6937,477,-0.0295,465,-0.0673,813,1.34054
ENSG00000198892,SHISA4,16,-3.3449,407,1.75899,67,-1.2724,242,0.94006,16,-3.3811,125,-0.3955
ENSG00000170075,GPR37L1,16,-4.0229,407,0.87522,1,-7.7770,540,1.77829,481,1.17885,65,-2.3424
ENSG00000143862,ARL8A,16,-3.8111,407,1.13957,438,1.27559,77,-1.6832,220,0.08198,216,0.07113
ENSG00000163531,NFASC,16,-4.0540,407,0.83915,444,0.99705,89,-1.7154,16,-4.0899,388,1.13153
ENSG00000184144,CNTN2,16,-4.8172,407,-0.0459,186,-1.2644,119,-2.0768,16,-4.8530,967,2.74643
ENSG00000117266,CDK18,290,0.66729,407,1.27366,1,-6.9965,55,-2.0699,16,-3.7415,308,1.16371
ENSG00000069275,NUCKS1,16,-5.2234,407,-0.4928,1373,1.60353,433,-0.4421,16,-5.2593,769,0.78488
ENSG00000117691,NENF,16,-5.0197,407,-0.2702,401,-0.2933,234,-1.2366,313,-0.6795,909,1.76262
ENSG00000143819,EPHX1,16,-3.4194,407,1.65537,1,-7.1773,312,1.42147,114,-0.5287,92,-1.0750
ENSG00000163041,H3F3A,16,-5.0539,407,-0.3075,133,-2.0068,359,-0.5645,1572,2.13494,529,0.15741
ENSG00000143799,PARP1,16,-3.2062,407,1.95715,41,-1.8431,164,0.33264,16,-3.2424,144,0.09781
ENSG00000143772,ITPKB,16,-3.5106,407,1.52920,1,-7.2692,188,0.18917,55,-1.7319,225,0.65932
ENSG00000143761,ARF1,16,-4.7433,407,0.03693,1101,1.82946,246,-0.8420,1253,2.10681,103,-2.3982
ENSG00000143774,GUK1,687,-0.3473,407,-1.1602,698,-0.3234,861,0.01541,1573,1.04194,865,0.03005
ENSG00000168159,RNF187,16,-5.3916,4004,4.32366,391,-0.7331,268,-1.4289,16,-5.4271,212,-1.9621
ENSG00000116574,RHOU,16,-3.4869,407,1.56130,42,-2.1255,71,-1.4564,16,-3.5246,295,1.50482
ENSG00000135744,AGT,16,-4.2636,407,0.58738,6,-5.6943,632,1.75854,654,1.44579,75,-2.3834
ENSG00000119280,C1orf198,16,-3.9681,407,0.94373,117,-1.0811,97,-1.4817,16,-4.0043,449,1.84211
ENSG00000168264,IRF2BP2,375,-0.1466,407,-0.0156,209,-1.0547,138,-1.8217,1806,2.93245,207,-1.3013
ENSG00000173726,TOMM20,16,-4.2692,407,0.58163,1048,2.45122,178,-0.8345,16,-4.3044,245,-0.3230
ENSG00000153187,HNRNPU,16,-4.2533,407,0.60063,588,1.25871,267,-0.1091,19,-4.0263,329,0.33568
ENSG00000171863,RPS7,16,-5.7756,407,-1.0837,403,-1.0970,550,-0.6880,1258,0.73449,1374,1.37153
ENSG00000134313,KIDINS220,525,1.77129,407,1.27206,1,-7.4618,170,-0.2447,16,-3.7425,154,-0.4733
ENSG00000134308,YWHAQ,16,-4.5129,407,0.29808,591,0.94149,310,-0.1639,116,-1.6600,434,0.57278
ENSG00000163032,VSNL1,16,-4.8384,407,-0.0701,2859,4.56543,237,-1.0091,16,-4.8746,16,-5.2187
ENSG00000143878,RHOB,16,-5.1055,407,-0.3640,168,-1.7127,302,-0.9143,1634,2.14049,588,0.31925
ENSG00000084731,KIF3C,16,-3.3677,407,1.72714,279,1.01063,285,1.28195,16,-3.4028,33,-2.6768
ENSG00000084754,HADHA,16,-3.0097,407,2.25519,1,-6.7731,180,0.79514,16,-3.0460,95,-0.4829
ENSG00000084764,MAPRE3,16,-4.3869,407,0.44396,1706,3.64109,228,-0.5543,16,-4.4226,66,-2.7149
ENSG00000228474,OST4,16,-3.8991,407,1.02853,1,-7.6534,198,-0.2124,302,0.50677,293,0.64773
ENSG00000213639,PPP1CB,269,-0.4946,407,0.16989,877,1.53260,275,-0.5152,16,-4.6611,394,0.15817
ENSG00000138078,PREPL,16,-4.8904,407,-0.1277,2004,3.03118,337,-0.4776,333,-0.4442,176,-1.7002
ENSG00000116016,EPAS1,280,-0.8666,407,-0.2816,1,-8.7776,229,-1.2807,121,-2.1239,1032,2.28632
ENSG00000143933,CALM2,135,-3.3636,407,-1.7360,3116,1.61478,998,-0.4057,1328,0.09857,1424,0.29094
ENSG00000179915,NRXN1,16,-3.5658,407,1.45646,660,2.49985,203,0.26193,16,-3.6014,28,-3.1146
ENSG00000115306,SPTBN1,365,-1.7158,3744,2.26500,814,-0.4914,796,-0.5894,837,-0.4475,874,-0.4879
ENSG00000115310,RTN4,16,-5.4454,407,-0.7322,2056,2.12959,615,-0.0907,231,-1.5951,625,-0.0722
ENSG00000143947,RPS27A,735,-1.6785,407,-2.5558,867,-1.4294,1177,-1.0620,1634,-0.4562,4523,2.17718
ENSG00000115355,CCDC88A,16,-4.5115,407,0.29967,479,0.57760,185,-1.0465,86,-2.1071,564,1.31448
ENSG00000221823,PPP3R1,16,-3.7312,407,1.24134,1055,3.53413,114,-0.9550,16,-3.7671,19,-3.8503
ENSG00000115977,AAK1,16,-3.5320,407,1.50262,647,2.51177,151,-0.2449,16,-3.5679,55,-2.0629
ENSG00000169564,PCBP1,16,-4.1318,407,0.74444,291,0.18202,248,-0.0904,16,-4.1681,373,0.86769
ENSG00000124374,PAIP2B,16,-4.3407,407,0.49570,35,-3.2259,60,-2.6064,254,-0.2765,627,2.17115
ENSG00000144040,SFXN5,16,-3.0444,407,2.20089,1,-6.8077,311,2.15057,16,-3.0814,16,-3.3990
ENSG00000204843,DCTN1,16,-4.3874,407,0.44298,791,1.65458,146,-1.2959,241,-0.4063,351,0.26916
ENSG00000034510,TMSB10,1876,-1.1249,407,-3.3930,2311,-0.8050,1118,-2.0481,12293,2.13903,5165,0.69629
ENSG00000168906,MAT2A,16,-5.2903,4027,4.74415,230,-1.4406,146,-2.2644,189,-1.7313,157,-2.3330
ENSG00000172005,MAL,377,0.16700,407,0.29259,48,-2.9652,154,-1.3531,22,-4.1014,634,1.70982
ENSG00000135940,COX5B,16,-5.1095,407,-0.3691,440,-0.2433,564,0.18202,1005,1.15611,538,0.10675
ENSG00000158417,EIF5B,547,0.47540,407,-0.0143,655,0.78568,210,-1.1522,244,-0.8171,473,0.32044
ENSG00000071082,RPL31,914,-1.1719,407,-2.3834,640,-1.7093,1254,-0.7614,3908,1.21242,3006,1.10617
ENSG00000071054,MAP4K4,16,-5.0909,407,-0.3487,5,-6.6381,220,-1.4129,307,-0.7870,1125,2.51846
ENSG00000188177,ZC3H6,16,-2.9157,407,2.40504,1,-6.6808,122,0.13650,16,-2.9512,112,-0.0266
ENSG00000155368,DBI,375,0.37649,407,0.51161,1,-8.0795,546,1.26017,16,-4.3644,265,-0.2476
ENSG00000136717,BIN1,16,-4.8699,407,-0.1046,742,0.90731,182,-1.4682,16,-4.9056,786,1.60860
ENSG00000152082,MZT2B,16,-4.9316,407,-0.1732,115,-2.1004,413,-0.1702,808,0.98446,635,0.80942
ENSG00000136002,ARHGEF4,592,1.77596,407,1.05316,471,1.32721,152,-0.6466,16,-3.9162,61,-2.2863
ENSG00000152102,FAM168B,16,-4.0876,407,0.79699,699,1.82190,158,-0.8193,418,0.84511,140,-1.1387
ENSG00000115762,PLEKHB2,16,-6.0601,7696,5.67248,618,-0.7428,113,-3.4458,16,-6.0963,109,-3.7082
ENSG00000173272,MZT2A,16,-3.7053,407,1.27512,1,-7.4601,185,-0.0875,207,0.10670,249,0.57571
ENSG00000144224,UBXN4,16,-3.6944,407,1.28823,1,-7.4497,153,-0.4189,547,1.87798,153,-0.4721
ENSG00000169554,ZEB2,16,-4.8737,407,-0.1099,180,-1.3719,155,-1.7270,44,-3.4468,987,2.62442
ENSG00000168280,KIF5C,16,-5.0865,407,-0.3435,944,1.07178,431,-0.2848,251,-1.0937,685,0.72962
ENSG00000157827,FMNL2,16,-4.0063,407,0.89674,58,-2.1647,148,-0.8340,16,-4.0420,453,1.77216
ENSG00000136541,ERMN,16,-4.7386,407,0.04102,1,-8.3951,52,-3.2394,122,-1.8115,973,3.16109
ENSG00000144283,PKP4,16,-4.9046,407,-0.1433,493,0.16977,112,-2.2627,193,-1.2994,889,1.99813
ENSG00000136531,SCN2A,16,-4.2338,407,0.62397,1455,3.45138,310,0.19621,16,-4.2693,1,-8.6579
ENSG00000138398,PPIG,16,-3.3029,407,1.81857,1,-7.0618,181,0.39490,25,-2.6641,172,0.34336
ENSG00000077380,DYNC1I2,16,-4.3341,407,0.50573,331,0.16245,166,-1.0185,16,-4.3697,531,1.52970
ENSG00000091428,RAPGEF4,16,-4.5468,407,0.25925,381,0.15281,216,-0.8321,89,-2.0785,600,1.43904
ENSG00000128656,CHN1,16,-6.0155,407,-1.3358,6488,4.60006,798,-0.3313,16,-6.0513,34,-5.3646
ENSG00000170144,HNRNPA3,16,-3.9050,407,1.02172,356,0.78645,178,-0.4092,16,-3.9408,286,0.57459
ENSG00000061676,NCKAP1,16,-3.9837,407,0.92519,971,2.75579,234,-0.0079,16,-4.0192,80,-1.9636
ENSG00000115524,SF3B1,16,-5.3990,4014,4.31050,345,-0.9339,101,-2.9409,293,-1.1841,253,-1.6802
ENSG00000144381,HSPD1,16,-3.6090,407,1.39955,260,0.59519,183,0.01445,198,0.13675,130,-0.6768
ENSG00000115993,TRAK2,16,-4.0326,407,0.86504,70,-1.9195,72,-2.0121,262,0.12123,431,1.52004
ENSG00000138443,ABI2,16,-3.8659,407,1.07113,939,2.88442,147,-0.6915,16,-3.9011,94,-1.5610
ENSG00000114942,EEF1B2,573,-0.1497,407,-0.6916,365,-0.8605,323,-1.1463,163,-2.0710,1169,1.70187
ENSG00000078018,MAP2,16,-6.4425,7515,3.88188,2530,1.15941,581,-1.3576,16,-6.4782,117,-3.9971
ENSG00000197756,RPL37A,2602,-1.0120,407,-3.7617,1290,-2.0680,2597,-1.1151,9285,1.07352,8600,1.45827
ENSG00000127838,PNKD,16,-3.4059,407,1.67395,35,-2.2940,216,0.60395,328,1.25947,69,-1.5569
ENSG00000171450,CDK5R2,16,-3.5341,407,1.49997,729,2.81713,160,-0.1448,16,-3.5701,22,-3.4415
ENSG00000144567,RETREG2,16,-3.7565,407,1.20819,576,1.89558,188,-0.1231,225,0.17795,71,-1.9077
ENSG00000135924,DNAJB2,16,-5.0260,407,-0.2775,1686,2.33760,256,-1.0976,31,-4.1066,566,0.35779
ENSG00000054356,PTPRN,16,-4.3769,407,0.45587,1616,3.47161,343,0.19947,16,-4.4122,12,-5.1605
ENSG00000135919,SERPINE2,16,-3.1593,407,2.02699,1,-6.9205,325,2.04020,16,-3.1951,37,-2.2697
ENSG00000187957,DNER,16,-4.0085,407,0.89480,576,1.54190,325,0.59321,16,-4.0438,164,-0.7584
ENSG00000135916,ITM2C,16,-5.2076,407,-0.4757,382,-0.5722,1319,2.00693,1328,1.55811,54,-3.8717
ENSG00000173692,PSMD1,16,-3.1531,407,2.03737,1,-6.9132,193,0.73430,16,-3.1890,124,-0.1523
ENSG00000115053,NCL,16,-4.0478,407,0.84679,4,-5.9116,207,-0.3130,16,-4.0833,452,1.66095
ENSG00000187514,PTMA,925,-1.3615,407,-2.5848,1654,-0.4668,681,-1.9613,6777,2.04179,2939,0.66440
ENSG00000115468,EFHD1,282,-1.6683,3921,3.14788,33,-4.8037,146,-2.8076,1190,0.60351,580,-0.7166
ENSG00000132329,RAMP1,16,-3.1620,407,2.02348,1,-6.9227,338,2.16138,16,-3.1981,29,-2.6505
ENSG00000172428,COPS9,16,-5.6799,3927,3.43003,103,-3.0226,699,-0.1517,16,-5.7154,459,-0.9865
ENSG00000063660,GPC1,16,-3.6523,407,1.34399,572,2.03510,241,0.48456,16,-3.6878,64,-1.9396
ENSG00000130294,KIF1A,16,-5.2917,407,-0.5667,2487,2.85839,559,-0.0708,16,-5.3273,395,-0.7713
ENSG00000168385,SEPTIN2,16,-4.4660,407,0.35185,1,-8.2160,281,-0.2796,1195,2.43973,258,-0.4960
ENSG00000115694,STK25,16,-4.2531,407,0.60040,467,0.83988,221,-0.4472,914,2.15622,102,-1.8708
