Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000092330,TINF2,10,-1.0649,20,0.06647,18,-0.1638,23,0.31545,35,1.01125
ENSG00000100949,RABGGTA,10,-0.7701,15,-0.1337,20,0.38486,23,0.56553,16,0.00917
ENSG00000288044,AL096870.8,21,0.63157,15,-0.0460,8,-1.0567,10,-0.6798,24,0.76557
ENSG00000196943,NOP9,10,-0.3944,13,0.04489,22,1.10538,3,-2.0902,9,-0.5005
ENSG00000100445,SDR39U1,38,-0.4309,44,-0.1818,47,-0.0475,94,1.17231,33,-0.5801
ENSG00000168952,STXBP6,23,-0.7721,62,1.21313,19,-1.0469,25,-0.5344,49,0.54087
ENSG00000139910,NOVA1,63,-0.4847,79,-0.0699,120,0.77961,84,0.04409,49,-0.8327
ENSG00000176165,FOXG1,88,-0.2335,110,0.19770,151,0.87203,60,-0.8126,38,-1.4893
ENSG00000186960,LINC01551,19,-0.0504,30,0.88006,24,0.36467,10,-1.0423,1,-3.6688
ENSG00000092108,SCFD1,24,-0.3392,29,0.05322,47,1.08529,8,-1.9846,19,-0.6139
ENSG00000100473,COCH,9,-0.8567,8,-0.9329,38,2.44486,0,-4.8511,5,-1.5593
ENSG00000196792,STRN3,17,-0.8172,22,-0.3542,40,0.76736,39,0.59755,20,-0.4553
ENSG00000100478,AP4S1,19,-0.5401,20,-0.3724,37,0.81385,36,0.61093,12,-1.1578
ENSG00000092148,HECTD1,43,-0.5876,62,0.07343,90,0.86386,56,-0.1101,30,-1.0552
ENSG00000100852,ARHGAP5,119,0.15866,98,-0.2016,92,-0.3167,96,-0.2155,161,0.65287
ENSG00000151320,AKAP6,59,-0.6964,61,-0.6481,167,1.45518,78,-0.1881,45,-1.0378
ENSG00000151322,NPAS3,29,0.01441,16,-1.0238,31,0.11097,21,-0.5257,59,1.24013
ENSG00000129521,EGLN3,32,0.56485,15,-0.8119,23,-0.0865,2,-3.3216,50,1.27716
ENSG00000165389,SPTSSA,21,-0.6145,26,-0.2268,28,-0.0689,42,0.58815,43,0.63513
ENSG00000129518,EAPP,29,-0.3528,42,0.34260,31,-0.2643,43,0.33364,36,0.01462
ENSG00000129515,SNX6,32,-0.2605,20,-1.0687,39,0.05907,26,-0.5992,91,1.59358
ENSG00000165410,CFL2,21,-1.8485,37,-0.9251,53,-0.3217,57,-0.1537,223,2.46881
ENSG00000100883,SRP54,24,-0.6822,27,-0.4769,47,0.56647,53,0.68688,33,-0.1041
ENSG00000151327,FAM177A1,47,-0.5940,64,-0.0222,84,0.51319,37,-0.8787,92,0.59547
ENSG00000092020,PPP2R3C,20,-0.6488,33,0.26375,42,0.75192,28,-0.0944,14,-1.1288
ENSG00000100902,PSMA6,79,-0.4804,117,0.26089,124,0.37080,105,0.03528,76,-0.4811
ENSG00000100906,NFKBIA,27,-0.9251,23,-1.1686,34,-0.5201,93,1.23777,104,1.45140
ENSG00000174373,RALGAPA1,24,-0.7055,38,0.14185,35,-0.0208,46,0.43951,43,0.32510
ENSG00000100916,BRMS1L,24,-0.3950,39,0.51577,46,0.87378,14,-1.1873,8,-1.9033
ENSG00000151332,MBIP,11,-0.9888,23,0.33490,27,0.65393,19,-0.0600,15,-0.4337
ENSG00000139874,SSTR1,16,-0.6189,28,0.41768,37,0.98626,19,-0.3014,2,-3.5580
ENSG00000100934,SEC23A,29,-0.8808,49,0.04941,91,1.44095,21,-1.2527,22,-1.1978
ENSG00000182400,TRAPPC6B,36,-0.6029,53,0.11332,76,0.86544,57,0.23185,13,-2.0427
ENSG00000100941,PNN,27,-0.7507,27,-0.7510,46,0.22627,83,1.23994,44,0.14616
ENSG00000165355,FBXO33,21,-0.4037,26,0.03141,49,1.41594,6,-2.1345,8,-1.6905
ENSG00000165379,LRFN5,15,0.02264,12,-0.4510,32,1.71358,0,-4.8567,3,-2.5492
ENSG00000179454,KLHL28,12,-0.5073,12,-0.4578,29,1.36447,0,-4.9350,18,0.28475
ENSG00000198718,TOGARAM1,12,-1.0877,24,0.15615,40,1.26665,10,-1.1992,16,-0.5312
ENSG00000100442,FKBP3,123,-0.1902,158,0.29673,146,0.13564,128,-0.1002,106,-0.3987
ENSG00000213741,RPS29,1525,-0.0002,1560,0.04295,738,-1.2766,2241,0.65477,2317,0.71394
ENSG00000165502,RPL36AL,262,-0.2543,329,0.18004,177,-0.9493,461,0.73286,405,0.50321
ENSG00000165516,KLHDC2,45,-0.7800,87,0.46334,93,0.59995,67,-0.0563,36,-1.0123
ENSG00000165525,NEMF,57,-0.3602,62,-0.2262,79,0.26179,101,0.63838,58,-0.2897
ENSG00000282885,AL627171.2,118,0.22502,101,-0.0761,37,-1.7681,138,0.44713,192,1.04161
ENSG00000165527,ARF6,19,-0.4998,26,0.07156,33,0.56652,37,0.66714,7,-2.0024
ENSG00000100485,SOS2,18,-0.2197,15,-0.4482,20,-0.0246,9,-1.1867,44,1.41071
ENSG00000125375,DMAC2L,23,0.63669,18,0.14354,14,-0.2921,11,-0.6169,12,-0.5243
ENSG00000012983,MAP4K5,12,-0.9161,24,0.38198,13,-0.7756,31,0.71676,31,0.75196
ENSG00000198513,ATL1,61,-1.0727,109,-0.0521,239,1.77622,29,-2.0902,48,-1.3133
ENSG00000151748,SAV1,8,-1.4681,21,0.11986,18,-0.1352,19,-0.0174,42,1.37278
ENSG00000100503,NIN,15,-1.1286,30,0.11314,39,0.61293,37,0.42330,24,-0.2949
ENSG00000100505,TRIM9,64,-0.5372,95,0.21241,129,0.85954,66,-0.4088,41,-1.1476
ENSG00000139921,TMX1,18,0.09578,9,-1.1382,17,-0.1120,2,-2.8602,50,1.91945
ENSG00000186469,GNG2,119,-0.7482,323,1.27879,238,0.55826,51,-1.9544,32,-2.6342
ENSG00000087302,RTRAF,57,-0.4309,107,0.83066,77,0.14720,62,-0.2262,29,-1.4067
ENSG00000087301,TXNDC16,17,-0.6274,12,-1.2777,37,0.83179,54,1.38040,11,-1.2090
ENSG00000180998,GPR137C,14,-0.1681,12,-0.4871,30,1.44360,0,-4.9264,12,-0.3805
ENSG00000197930,ERO1A,34,-0.2550,31,-0.4260,77,1.55104,7,-2.4941,20,-1.0622
ENSG00000100519,PSMC6,69,-0.4796,89,-0.0114,127,0.73293,63,-0.5479,80,-0.1646
ENSG00000100522,GNPNAT1,9,-0.9080,19,0.49808,21,0.66984,16,0.15377,5,-1.5866
ENSG00000073712,FERMT2,56,0.87312,25,-0.7128,19,-1.1227,0,-5.8014,95,1.69728
ENSG00000100523,DDHD1,21,0.12434,25,0.44352,28,0.66094,0,-5.2937,11,-0.8632
ENSG00000100528,CNIH1,35,-0.6613,61,0.37002,68,0.58647,14,-1.9083,63,0.35642
ENSG00000197045,GMFB,90,-0.8397,181,0.45646,224,0.92865,75,-1.0224,86,-0.8119
ENSG00000020577,SAMD4A,26,0.37688,11,-1.1284,20,-0.1485,21,0.01027,36,0.88404
ENSG00000168175,MAPK1IP1L,45,-0.1572,43,-0.2311,69,0.69779,24,-1.1195,54,0.14077
ENSG00000131981,LGALS3,75,0.24146,41,-0.8670,16,-2.3233,156,1.52826,111,0.88330
ENSG00000178974,FBXO34,29,-0.7611,52,0.29541,78,1.17901,39,-0.2173,2,-4.6164
ENSG00000126777,KTN1,67,-0.5104,81,-0.1756,71,-0.4202,162,1.05095,110,0.35728
ENSG00000070367,EXOC5,40,-0.4831,50,-0.0851,71,0.63410,48,-0.1199,46,-0.1910
ENSG00000053770,AP5M1,29,-0.4161,44,0.36041,45,0.39547,28,-0.4373,30,-0.3595
ENSG00000139977,NAA30,27,-0.1443,36,0.42662,39,0.57518,4,-2.7745,25,-0.2597
ENSG00000259969,AL049838.1,20,-0.2651,26,0.27227,37,1.04237,4,-2.3880,11,-1.1070
ENSG00000131966,ACTR10,60,-0.4634,83,0.15292,116,0.84360,72,-0.1120,27,-1.6379
ENSG00000100567,PSMA3,39,-0.3911,64,0.60235,53,0.19816,12,-2.0348,58,0.31624
ENSG00000257621,PSMA3-AS1,17,-0.3731,20,-0.0707,20,-0.1220,28,0.46184,26,0.36631
ENSG00000032219,ARID4A,23,-1.0060,45,0.16529,48,0.31487,80,1.17104,16,-1.4688
ENSG00000100575,TIMM9,22,-0.3682,30,0.15109,22,-0.3914,57,1.27550,14,-1.0383
ENSG00000100592,DAAM1,34,-0.3149,51,0.45484,52,0.50517,23,-0.8773,26,-0.6822
ENSG00000050130,JKAMP,26,-0.6402,32,-0.2297,49,0.58941,45,0.36377,33,-0.1628
ENSG00000139970,RTN1,501,-0.8752,782,-0.0807,1646,1.61028,443,-0.9702,223,-2.0114
ENSG00000126773,PCNX4,21,-0.6525,30,-0.0168,43,0.72674,23,-0.4211,30,0.00418
ENSG00000100612,DHRS7,61,0.04318,46,-0.4511,66,0.21917,75,0.40101,52,-0.2078
ENSG00000100614,PPM1A,63,-0.4747,100,0.39986,107,0.54174,64,-0.3915,50,-0.7931
ENSG00000020426,MNAT1,15,-0.3947,25,0.63243,14,-0.5252,9,-1.0702,31,0.85465
ENSG00000100644,HIF1A,46,-0.3962,32,-1.0599,81,0.68425,92,0.80297,51,-0.1833
ENSG00000139973,SYT16,41,-0.6049,76,0.56742,100,1.21598,9,-2.7178,14,-2.1143
ENSG00000140015,KCNH5,3,-2.7166,21,0.42812,45,2.39443,0,-5.0866,0,-6.8712
ENSG00000154001,PPP2R5E,40,-0.2023,43,-0.0780,70,0.91467,36,-0.3734,18,-1.4358
ENSG00000274015,AL136038.5,18,0.07378,21,0.38453,7,-1.5851,12,-0.5575,35,1.21172
ENSG00000126821,SGPP1,16,-1.2180,27,-0.3797,56,1.15706,10,-1.7626,54,0.84261
ENSG00000100714,MTHFD1,32,-0.4181,47,0.30188,42,0.09255,31,-0.3865,48,0.28630
ENSG00000179841,AKAP5,35,-0.4725,100,1.82002,47,0.03980,3,-4.0601,0,-6.1890
ENSG00000126803,HSPA2,14,-2.8763,34,-1.5698,37,-1.4360,52,-0.7801,459,3.82348
ENSG00000070182,SPTB,37,0.08694,40,0.21806,55,0.89654,20,-0.8704,1,-5.2502
ENSG00000258289,CHURC1,80,-0.0159,92,0.25040,64,-0.4265,102,0.39473,72,-0.1900
ENSG00000139998,RAB15,43,-0.6790,77,0.38067,117,1.36532,25,-1.4466,6,-3.4135
ENSG00000125952,MAX,35,-0.4101,49,0.22772,39,-0.1800,54,0.34932,48,0.15708
ENSG00000033170,FUT8,16,-1.0372,25,-0.3320,38,0.47267,2,-3.7579,78,1.74761
ENSG00000171723,GPHN,24,-0.1940,29,0.15957,40,0.79557,9,-1.6159,20,-0.4956
ENSG00000072415,MPP5,17,-0.6601,34,0.67094,20,-0.3323,22,-0.1993,31,0.40562
ENSG00000100554,ATP6V1D,135,-0.4041,230,0.64118,226,0.60500,110,-0.6783,51,-1.8405
ENSG00000134001,EIF2S1,30,-0.1983,33,-0.0273,38,0.26864,45,0.50637,19,-0.8546
ENSG00000198133,TMEM229B,32,0.50883,10,-1.4607,39,0.94703,29,0.27182,6,-2.1142
ENSG00000054690,PLEKHH1,8,-2.0757,16,-1.0490,17,-0.9728,4,-2.7547,146,3.52633
ENSG00000100564,PIGH,16,-0.5190,18,-0.2334,29,0.66369,21,0.02642,20,-0.0973
ENSG00000100568,VTI1B,142,-0.0144,207,0.76182,120,-0.3350,95,-0.6548,113,-0.3858
ENSG00000072042,RDH11,70,-0.2394,72,-0.1809,107,0.61279,66,-0.3000,70,-0.1946
ENSG00000259038,AL121820.2,34,0.22363,22,-0.6058,10,-1.8628,19,-0.7308,94,2.08236
ENSG00000185650,ZFP36L1,72,-0.2941,35,-1.5095,46,-1.0586,158,1.10722,207,1.64059
ENSG00000072110,ACTN1,23,-1.9510,109,0.84219,73,0.02365,151,1.29693,19,-2.0353
ENSG00000139990,DCAF5,17,-0.4043,17,-0.3623,32,0.82681,24,0.19640,14,-0.7032
ENSG00000081177,EXD2,14,-0.5476,19,-0.0695,29,0.79678,9,-1.1684,23,0.26776
ENSG00000100626,GALNT16,19,-1.0727,24,-0.7377,76,1.73978,36,0.03930,12,-1.7112
ENSG00000100632,ERH,74,-0.5543,128,0.49187,83,-0.3424,110,0.15838,121,0.30675
ENSG00000029364,SLC39A9,28,-0.2309,23,-0.5621,55,1.17567,10,-1.7094,31,-0.0237
ENSG00000100650,SRSF5,60,-0.9169,111,0.19632,120,0.35422,84,-0.2884,136,0.52052
ENSG00000198732,SMOC1,21,-0.5845,29,-0.0489,20,-0.7060,23,-0.3773,73,1.62393
ENSG00000133983,COX16,123,0.26782,132,0.41577,100,-0.1320,52,-1.1346,96,-0.1871
ENSG00000213463,SYNJ2BP,16,0.06962,16,-0.0162,23,0.75801,0,-4.9523,16,0.03738
ENSG00000133997,MED6,10,-0.3102,16,0.45033,20,1.05967,0,-4.6151,6,-1.1767
ENSG00000133985,TTC9,32,-0.3546,38,-0.0696,66,1.12794,40,0.01999,1,-5.0894
ENSG00000006432,MAP3K9,39,0.78995,19,-0.6036,45,1.08510,7,-1.9633,1,-4.8575
ENSG00000100731,PCNX1,29,-0.4804,39,0.09023,49,0.53367,59,0.76670,7,-2.5242
ENSG00000197555,SIPA1L1,46,-0.4301,105,1.31454,61,0.10298,25,-1.3159,14,-2.1828
ENSG00000182732,RGS6,11,-0.4525,7,-1.0840,21,0.78633,32,1.44409,2,-2.5812
ENSG00000165861,ZFYVE1,12,-0.4464,13,-0.2521,17,0.19914,16,0.16207,20,0.52190
ENSG00000119707,RBM25,53,-0.2330,69,0.27293,64,0.11348,63,0.07086,46,-0.4208
ENSG00000080815,PSEN1,28,-0.9201,46,-0.0498,37,-0.4390,25,-0.9855,130,1.86331
ENSG00000133961,NUMB,22,-0.5846,33,0.12278,24,-0.4400,70,1.43624,19,-0.8006
ENSG00000119661,DNAL1,49,0.14457,43,-0.0932,55,0.37555,42,-0.1316,27,-0.8085
ENSG00000176903,PNMA1,122,-0.5449,203,0.42589,242,0.80825,78,-1.1645,100,-0.7913
ENSG00000156050,FAM161B,18,0.45017,18,0.47345,16,0.29251,0,-4.7871,8,-0.8034
ENSG00000119636,BBOF1,13,-0.0655,12,-0.2318,21,0.92043,5,-1.5437,11,-0.3030
ENSG00000119711,ALDH6A1,148,0.60287,94,-0.2873,67,-0.8770,93,-0.2616,166,0.70865
ENSG00000205659,LIN52,14,0.02759,11,-0.3975,25,1.18615,1,-3.8176,12,-0.3137
ENSG00000119688,ABCD4,11,-0.8878,10,-1.0128,23,0.50565,20,0.14807,36,1.20457
ENSG00000119655,NPC2,68,-0.2151,37,-1.2497,39,-1.1752,92,0.30776,231,2.07095
ENSG00000165898,ISCA2,30,0.01056,33,0.20764,25,-0.3054,28,-0.1107,34,0.20526
ENSG00000119682,AREL1,26,-0.4766,25,-0.5592,78,1.99348,9,-2.0702,5,-2.8793
ENSG00000119596,YLPM1,28,-0.6278,28,-0.5797,54,0.62782,61,0.73358,34,-0.2343
ENSG00000119689,DLST,9,-0.9461,15,-0.0162,19,0.38736,15,-0.0726,22,0.63339
ENSG00000198208,RPS6KL1,16,-0.4656,20,-0.0210,28,0.65334,24,0.26734,11,-0.9780
ENSG00000119718,EIF2B2,13,0.06594,17,0.74053,17,0.66447,0,-4.5899,3,-2.1100
ENSG00000119640,ACYP1,26,-0.5775,55,0.90708,37,0.10234,28,-0.3930,20,-0.8999
ENSG00000170348,TMED10,80,-0.8790,100,-0.4831,115,-0.2235,221,0.91810,228,0.97597
ENSG00000170345,FOS,10,-3.2878,6,-3.9352,15,-2.6610,493,4.74311,63,-0.3177
ENSG00000140044,JDP2,13,-0.6956,8,-1.3511,26,0.65816,42,1.41145,14,-0.4667
ENSG00000133935,ERG28,40,-0.5187,29,-1.0772,77,0.76144,94,0.96200,41,-0.4265
ENSG00000119650,IFT43,21,-0.0662,24,0.16752,14,-0.8373,32,0.58838,27,0.32827
ENSG00000089916,GPATCH2L,19,-0.0701,22,0.23451,21,0.17704,26,0.44983,6,-1.7650
ENSG00000071246,VASH1,11,-0.7549,16,-0.0954,17,0.03209,34,1.19461,13,-0.4171
ENSG00000013523,ANGEL1,10,-0.6205,14,0.11610,22,1.01748,0,-4.7555,16,0.28505
ENSG00000119669,IRF2BPL,34,-0.4537,48,0.15225,53,0.36025,52,0.28639,30,-0.6039
ENSG00000198894,CIPC,53,-0.5098,74,0.09715,78,0.18823,65,-0.1241,88,0.37532
ENSG00000165548,TMEM63C,18,0.35894,13,-0.1456,25,1.11795,0,-4.6986,5,-1.6432
ENSG00000177108,ZDHHC22,16,-0.8108,26,0.08634,56,1.84838,4,-2.6450,2,-3.6713
ENSG00000100580,TMED8,33,0.29151,28,-0.0223,46,0.96172,0,-5.8135,15,-0.9934
ENSG00000100591,AHSA1,54,-0.5269,76,0.11772,98,0.63113,47,-0.6654,71,-0.0211
ENSG00000100596,SPTLC2,17,-1.0422,20,-0.8534,28,-0.2341,50,0.78324,73,1.49295
ENSG00000119705,SLIRP,304,-0.0073,463,0.87339,223,-0.5782,255,-0.2916,207,-0.6245
ENSG00000100603,SNW1,20,-0.4597,32,0.40252,25,-0.0643,22,-0.2802,31,0.32831
ENSG00000021645,NRXN3,80,-0.7931,135,0.17306,236,1.45122,59,-1.1574,28,-2.2848
ENSG00000211448,DIO2,73,1.16508,50,0.33463,32,-0.5141,24,-0.9142,5,-3.0808
ENSG00000165417,GTF2A1,32,-0.3398,43,0.18470,49,0.47010,47,0.30744,15,-1.4206
ENSG00000140022,STON2,45,0.01942,32,-0.6071,31,-0.6540,23,-0.9984,116,1.76204
ENSG00000071537,SEL1L,29,-1.3394,64,0.00503,112,1.22218,11,-2.6352,88,0.55032
ENSG00000185070,FLRT2,35,-0.1595,43,0.22211,59,0.89129,22,-0.8923,11,-1.9077
ENSG00000054983,GALC,17,-0.6533,27,0.17074,29,0.34169,0,-5.5741,50,1.24027
ENSG00000042317,SPATA7,13,-0.4249,16,-0.0902,17,0.05429,35,1.28878,6,-1.5410
ENSG00000100722,ZC3H14,24,-0.5625,43,0.50359,36,0.15696,34,0.04848,25,-0.4401
ENSG00000165533,TTC8,13,-0.3392,13,-0.3427,22,0.69832,16,0.05832,13,-0.3178
ENSG00000053254,FOXN3,20,-0.8249,29,-0.1755,24,-0.5061,77,1.54122,34,0.06480
ENSG00000100764,PSMC1,66,-0.4836,89,0.07865,130,0.88589,27,-1.7825,86,0.01438
ENSG00000198668,CALM1,1935,-0.2651,2987,0.59628,2933,0.55717,1207,-0.9752,908,-1.4115
ENSG00000165914,TTC7B,63,-0.0385,93,0.74506,66,0.03748,33,-1.0352,39,-0.7865
ENSG00000133943,DGLUCY,36,0.21673,33,0.03222,41,0.48689,21,-0.6641,17,-1.0276
ENSG00000100796,PPP4R3A,18,-0.2907,22,0.04887,39,1.24002,0,-5.4121,15,-0.6098
ENSG00000100815,TRIP11,12,-1.0095,16,-0.5226,21,-0.0018,39,1.05363,32,0.72620
ENSG00000066427,ATXN3,17,0.15941,16,0.00968,19,0.28473,14,-0.1642,10,-0.8049
ENSG00000183648,NDUFB1,665,0.23900,746,0.47638,453,-0.4835,587,-0.0038,394,-0.6465
ENSG00000165934,CPSF2,16,-0.5032,15,-0.6797,28,0.53533,26,0.32886,28,0.40949
ENSG00000100600,LGMN,30,-1.0395,55,0.02513,89,1.05807,56,0.06314,29,-0.9779
ENSG00000066455,GOLGA5,9,-0.8961,17,0.23422,16,0.13511,14,-0.0776,22,0.61230
ENSG00000100604,CHGA,87,-0.9395,79,-1.0992,308,1.72677,207,0.58638,18,-3.1231
ENSG00000100605,ITPK1,102,-0.5796,122,-0.2597,179,0.48861,147,0.07191,169,0.31209
ENSG00000165943,MOAP1,162,-0.7311,264,0.17027,458,1.42386,110,-1.2431,60,-2.1602
ENSG00000012963,UBR7,20,-0.5898,39,0.63168,38,0.62177,8,-1.9790,23,-0.2976
ENSG00000133958,UNC79,16,-0.4526,20,-0.0431,33,0.99232,23,0.19647,3,-2.7849
ENSG00000089737,DDX24,141,-0.6010,230,0.32280,296,0.86762,153,-0.3986,77,-1.4520
ENSG00000165948,IFI27L1,29,-0.0970,30,-0.0461,25,-0.3887,13,-1.3273,65,1.30993
ENSG00000165949,IFI27,39,-2.2828,37,-2.3740,17,-3.5063,916,4.30390,134,-0.2290
ENSG00000119632,IFI27L2,180,0.02170,166,-0.1320,85,-1.3042,233,0.45145,331,1.07695
ENSG00000119698,PPP4R4,35,0.23674,49,0.94895,32,0.05556,8,-1.9448,8,-2.0484
ENSG00000100697,DICER1,27,-0.0956,27,-0.1125,37,0.51881,0,-5.7887,46,0.81416
ENSG00000247092,SNHG10,27,0.33749,32,0.66001,13,-1.0207,0,-5.2970,39,0.92975
ENSG00000182512,GLRX5,81,-0.2143,105,0.28219,79,-0.2642,133,0.63595,65,-0.5399
ENSG00000250366,TUNAR,32,1.13895,6,-1.8196,34,1.32804,1,-3.4303,3,-2.6858
ENSG00000227051,C14orf132,140,1.06905,65,-0.4938,91,0.14138,48,-0.9083,39,-1.2272
ENSG00000066739,ATG2B,17,-0.7698,27,0.04518,38,0.75689,32,0.32212,14,-0.9534
ENSG00000100744,GSKIP,41,-1.0356,91,0.41630,127,1.17935,51,-0.5952,21,-1.9481
ENSG00000090060,PAPOLA,53,-0.5472,90,0.46978,81,0.24640,58,-0.3439,65,-0.1525
ENSG00000100749,VRK1,10,-0.8822,22,0.60382,22,0.57179,8,-0.9960,14,-0.1729
ENSG00000127152,BCL11B,20,-0.3141,23,-0.0174,45,1.49323,0,-5.5099,10,-1.3346
ENSG00000183576,SETD3,38,-0.4135,53,0.18716,50,0.08352,53,0.16738,48,0.00611
ENSG00000090061,CCNK,16,-0.7142,26,0.22334,19,-0.3592,30,0.40888,35,0.67110
ENSG00000205476,CCDC85C,38,1.12289,28,0.47996,5,-2.3425,16,-0.5551,20,-0.1832
ENSG00000182218,HHIPL1,34,2.20521,7,-1.2101,9,-0.7409,0,-4.7702,11,-0.4158
ENSG00000036530,CYP46A1,140,-0.2726,211,0.53863,213,0.56011,134,-0.3059,31,-2.5141
ENSG00000196405,EVL,184,-0.1649,203,0.02333,294,0.78931,151,-0.4647,94,-1.2022
ENSG00000100811,YY1,46,-0.5724,81,0.48915,77,0.39494,26,-1.4061,72,0.21537
ENSG00000197119,SLC25A29,19,-0.8989,36,0.22326,35,0.15080,40,0.35268,37,0.23396
ENSG00000140105,WARS,39,-0.8288,41,-0.7604,122,1.52590,57,-0.1438,36,-0.8526
ENSG00000183092,BEGAIN,48,0.03676,62,0.55960,57,0.39628,30,-0.7216,11,-2.1540
ENSG00000214548,MEG3,329,-0.7011,666,0.65603,813,1.12176,182,-1.5273,69,-2.9746
ENSG00000225746,MEG8,16,0.54022,14,0.28329,19,0.85305,0,-4.6370,0,-5.3870
ENSG00000078304,PPP2R5C,154,-0.0338,138,-0.2414,201,0.50644,153,-0.0381,114,-0.5141
ENSG00000197102,DYNC1H1,203,-0.5853,264,-0.1094,458,1.05629,226,-0.3448,160,-0.8880
ENSG00000080824,HSP90AA1,1469,-0.3606,1526,-0.2913,3189,1.27931,1074,-0.8106,816,-1.2335
ENSG00000100865,CINP,24,-0.4134,42,0.73350,39,0.53358,4,-3.0754,24,-0.3449
ENSG00000196663,TECPR2,29,-0.6800,48,0.27576,69,1.05192,3,-3.8617,41,-0.0418
ENSG00000156381,ANKRD9,83,0.46871,42,-0.8177,54,-0.3527,63,-0.0823,105,0.80198
ENSG00000131323,TRAF3,27,0.13445,24,-0.0348,32,0.49934,11,-1.1923,21,-0.2460
ENSG00000198752,CDC42BPB,72,-0.0378,69,-0.0955,101,0.65035,64,-0.2199,37,-1.0544
ENSG00000100664,EIF5,159,-0.2264,247,0.66450,196,0.18406,115,-0.7004,110,-0.7743
ENSG00000075413,MARK3,33,-0.7156,44,-0.2084,62,0.49082,78,0.79349,35,-0.5320
ENSG00000166165,CKB,1795,0.35136,1692,0.23150,1568,0.08172,816,-0.9733,1104,-0.4997
ENSG00000166166,TRMT61A,19,0.26544,15,-0.1922,25,0.78403,0,-4.5588,16,-0.1030
ENSG00000166170,BAG5,25,-0.6107,37,0.10707,46,0.56973,41,0.28180,22,-0.7622
ENSG00000126214,KLC1,314,-0.5923,480,0.19355,734,1.13299,228,-1.0247,191,-1.2944
ENSG00000256053,COA8,68,0.48919,49,-0.1447,44,-0.3726,74,0.54902,30,-0.8812
ENSG00000100711,ZFYVE21,75,0.08618,65,-0.1600,79,0.18743,53,-0.4762,80,0.19540
ENSG00000088808,PPP1R13B,28,0.25321,21,-0.3100,31,0.45163,20,-0.3159,17,-0.5713
ENSG00000156411,ATP5MPL,600,0.01753,833,0.69591,601,0.02237,386,-0.6925,299,-1.0887
ENSG00000258986,TMEM179,18,-0.7151,32,0.40199,52,1.53920,6,-2.1760,0,-5.7011
ENSG00000203485,INF2,39,-1.5861,79,-0.4261,191,1.46384,41,-1.4013,136,0.52965
ENSG00000184990,SIVA1,81,-0.0148,85,0.06854,40,-1.2420,124,0.70395,118,0.62579
ENSG00000142208,AKT1,44,-0.3943,48,-0.2417,76,0.68609,42,-0.4187,58,0.09194
ENSG00000099814,CEP170B,101,0.08158,109,0.22230,129,0.58047,72,-0.4891,26,-2.0104
ENSG00000185567,AHNAK2,14,-0.5240,3,-2.5861,41,1.91248,16,-0.2521,14,-0.4343
ENSG00000184916,JAG2,12,-1.8119,27,-0.4936,28,-0.4425,149,2.88735,3,-3.6775
ENSG00000183828,NUDT14,72,0.18154,63,-0.0813,78,0.35378,51,-0.3966,47,-0.5396
ENSG00000185024,BRF1,32,-0.2579,32,-0.2555,53,0.75358,16,-1.3067,44,0.29739
ENSG00000184887,BTBD6,69,0.16555,62,-0.0386,65,0.05676,73,0.23767,41,-0.6919
ENSG00000179364,PACS2,57,-0.5367,80,0.08823,61,-0.4198,36,-1.1985,180,1.53961
ENSG00000182979,MTA1,21,-0.4309,35,0.51888,40,0.84270,6,-2.1636,15,-0.8489
ENSG00000182809,CRIP2,141,-0.8779,326,0.71997,189,-0.3627,378,0.85344,149,-0.6966
ENSG00000213145,CRIP1,12,-3.8376,7,-4.5421,4,-5.2379,1022,6.00814,59,-1.3679
ENSG00000184986,TMEM121,19,-0.7107,36,0.49827,43,0.88247,0,-5.7647,28,0.03186
ENSG00000274253,AC138649.1,37,-0.0184,28,-0.5180,63,1.09237,24,-0.7052,20,-0.9795
ENSG00000170113,NIPA1,42,-0.6303,37,-0.8444,96,1.01015,42,-0.5402,83,0.57128
ENSG00000140157,NIPA2,30,-0.4732,31,-0.4439,42,0.14094,77,1.17658,30,-0.4160
ENSG00000273749,CYFIP1,56,0.15676,45,-0.2789,33,-0.8362,93,0.99412,56,0.12409
ENSG00000182636,NDN,86,-0.8278,157,0.28782,191,0.70038,94,-0.5892,124,-0.1424
ENSG00000128739,SNRPN,519,-0.3767,821,0.52011,874,0.65613,345,-0.9697,304,-1.1641
ENSG00000224078,SNHG14,220,-0.2474,291,0.29298,370,0.80742,182,-0.5198,63,-2.1226
ENSG00000114062,UBE3A,39,-0.6334,60,0.15839,100,1.29703,9,-2.6472,35,-0.7276
ENSG00000166206,GABRB3,93,-0.7338,190,0.63752,245,1.23390,34,-2.1546,23,-2.7349
ENSG00000186297,GABRA5,125,-0.2730,121,-0.3409,311,1.78941,40,-2.0003,6,-4.6635
ENSG00000182256,GABRG3,9,-1.1155,13,-0.4782,36,1.78968,7,-1.2481,11,-0.6882
ENSG00000128731,HERC2,39,-0.2022,44,0.02533,56,0.47858,47,0.10598,25,-0.8886
