Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000107679,PLEKHA1,42,-0.4976,47,-0.2672,57,0.05130,88,0.78874,86,0.75648,53,-0.0790,27,-1.1003
ENSG00000166033,HTRA1,601,0.62987,392,-0.1927,325,-0.4940,163,-1.5604,586,0.47750,154,-1.6408,709,0.81291
ENSG00000095574,IKZF5,11,-0.7781,30,0.98361,13,-0.4642,23,0.46174,19,0.17242,0,-5.0698,30,0.94637
ENSG00000196177,ACADSB,27,-0.0288,19,-0.6301,28,0.00558,40,0.63185,49,0.95425,24,-0.2344,8,-1.8749
ENSG00000154473,BUB3,18,-0.9986,38,0.28093,43,0.47721,59,1.05246,28,-0.2211,17,-0.9799,36,0.16397
ENSG00000182022,CHST15,16,-1.1178,17,-0.9175,57,1.03354,49,0.75224,53,0.89218,21,-0.5984,20,-0.7060
ENSG00000065154,OAT,113,-0.3939,109,-0.4000,86,-0.7710,310,1.42354,186,0.48830,91,-0.6875,108,-0.4071
ENSG00000107902,LHPP,68,-0.9021,64,-0.8833,110,-0.0323,55,-1.1208,92,-0.3214,11,-3.5174,429,2.67818
ENSG00000203791,EEF1AKMT2,16,-0.1837,21,0.26213,31,0.98226,10,-0.8648,22,0.36309,15,-0.2135,10,-0.9446
ENSG00000019995,ZRANB1,33,-0.5647,57,0.39707,27,-0.7965,57,0.42349,51,0.22393,56,0.37747,43,-0.0474
ENSG00000175029,CTBP2,17,-0.3959,40,1.10522,17,-0.3552,29,0.52928,22,0.04108,0,-5.3872,27,0.41350
ENSG00000188690,UROS,219,0.16441,238,0.27957,253,0.37938,243,0.31095,188,-0.1106,108,-0.9879,143,-0.5488
ENSG00000107949,BCCIP,22,-0.6934,43,0.49009,30,-0.0986,20,-0.7627,39,0.33024,52,0.83160,28,-0.1847
ENSG00000150760,DOCK1,32,0.84243,10,-1.2141,18,-0.2780,7,-1.7482,16,-0.4607,8,-1.5435,49,1.45167
ENSG00000132334,PTPRE,16,-0.8126,31,0.28770,20,-0.3880,55,1.30105,28,0.12703,15,-0.8823,26,0.01768
ENSG00000170430,MGMT,24,-0.4905,20,-0.7524,10,-1.7971,15,-1.1594,39,0.32204,76,1.53346,48,0.68146
ENSG00000108010,GLRX3,23,-0.5598,45,0.61031,22,-0.5718,44,0.55630,38,0.33553,19,-0.7428,36,0.23437
ENSG00000175470,PPP2R2D,23,-0.3890,47,0.82014,24,-0.3129,60,1.26055,35,0.32987,2,-3.5982,17,-0.8450
ENSG00000176171,BNIP3,225,-0.0251,144,-0.7363,319,0.56768,295,0.43144,302,0.47398,160,-0.5700,154,-0.6273
ENSG00000151640,DPYSL4,36,-0.1633,42,0.07424,34,-0.2728,78,1.17005,40,0.01901,14,-1.6344,38,-0.0609
ENSG00000165752,STK32C,52,-0.1584,81,0.59748,61,0.12170,113,1.21713,50,-0.2143,20,-1.6115,24,-1.3191
ENSG00000148814,LRRC27,17,0.21764,35,1.53697,9,-0.6953,11,-0.4858,22,0.65212,1,-3.8433,7,-1.1426
ENSG00000171813,PWWP2B,20,-0.1104,25,0.24160,8,-1.4182,44,1.26227,21,-0.0693,23,0.11902,10,-1.1754
ENSG00000068383,INPP5A,44,-0.1265,66,0.55087,17,-1.5637,86,1.01976,42,-0.2024,59,0.37339,21,-1.2753
ENSG00000148826,NKX6-2,0,-6.8695,0,-9.0197,34,-0.1632,3,-3.5760,29,-0.4128,2,-4.0319,232,4.52093
ENSG00000197177,ADGRA1,58,-0.1435,18,-1.9500,41,-0.6964,90,0.60226,180,1.94866,43,-0.6183,16,-2.0783
ENSG00000171798,KNDC1,72,-0.1072,159,1.28814,51,-0.6532,145,1.11982,60,-0.3786,34,-1.2715,18,-2.2079
ENSG00000130640,TUBGCP2,40,-0.4064,63,0.38785,38,-0.4442,58,0.24807,67,0.49284,40,-0.3387,53,0.09788
ENSG00000198546,ZNF511,16,-0.3314,21,0.10196,15,-0.3574,30,0.73626,12,-0.7145,32,0.83240,13,-0.6735
ENSG00000130643,CALY,224,-0.4882,514,0.97789,155,-1.0061,514,0.97762,319,0.14647,300,0.04332,88,-1.8706
ENSG00000127884,ECHS1,126,-0.2482,171,0.29170,141,-0.0318,172,0.30230,201,0.56457,65,-1.2572,148,0.04972
ENSG00000148824,MTG1,14,-0.5111,22,0.20616,17,-0.2049,25,0.41311,25,0.43295,18,-0.1205,19,-0.0528
ENSG00000203772,SPRN,40,-0.5058,39,-0.4817,63,0.30869,113,1.36082,81,0.72286,24,-1.2055,20,-1.4651
ENSG00000177951,BET1L,13,-0.2370,19,0.43742,15,0.07092,18,0.38240,16,0.14739,13,-0.2066,9,-0.6545
ENSG00000177963,RIC8A,45,-0.4596,58,-0.0217,51,-0.2234,77,0.46653,94,0.81343,45,-0.4092,51,-0.2109
ENSG00000142082,SIRT3,33,0.11400,37,0.29517,46,0.67203,40,0.41177,29,-0.1341,17,-0.9753,14,-1.2216
ENSG00000185627,PSMD13,41,-1.0294,69,-0.0899,56,-0.4090,132,1.02728,101,0.54756,75,0.05983,68,-0.1184
ENSG00000185201,IFITM2,23,-2.1790,10,-3.1671,43,-1.0706,8,-3.4424,26,-1.8080,384,3.14602,166,1.15634
ENSG00000142089,IFITM3,144,-1.7370,53,-3.0773,165,-1.3816,57,-2.9487,116,-1.9161,1750,3.09388,752,1.11535
ENSG00000182272,B4GALNT4,107,0.51971,81,-0.0377,76,-0.1453,97,0.26262,93,0.18110,30,-1.5977,72,-0.2191
ENSG00000185187,SIGIRR,69,0.14475,27,-1.3738,32,-1.0703,48,-0.4548,43,-0.6313,61,-0.0916,164,1.70486
ENSG00000174915,PTDSS2,18,-1.1641,27,-0.3788,35,0.00644,50,0.61139,45,0.42380,17,-1.1518,69,1.18881
ENSG00000023191,RNH1,44,-0.8863,57,-0.4042,56,-0.4401,43,-0.8511,62,-0.2521,92,0.37923,186,1.70232
ENSG00000174775,HRAS,112,-0.0318,103,-0.1572,149,0.45280,145,0.40724,153,0.50112,45,-1.4584,91,-0.3603
ENSG00000099849,RASSF7,16,0.35947,5,-1.4720,2,-2.7734,34,1.65412,22,0.76639,0,-4.7562,13,-0.0658
ENSG00000177030,DEAF1,115,-0.4649,104,-0.5774,276,1.08061,99,-0.6498,162,0.14148,219,0.66354,97,-0.6778
ENSG00000177106,EPS8L2,14,-0.3468,0,-5.0073,15,-0.2011,25,0.67374,10,-0.7148,43,1.70359,12,-0.4585
ENSG00000177042,TMEM80,16,0.10703,3,-2.1848,17,0.18371,15,-0.0020,15,-0.0291,0,-4.9026,39,1.67562
ENSG00000177156,TALDO1,70,-0.4989,81,-0.2219,66,-0.5433,106,0.22907,69,-0.4719,90,-0.0368,186,1.23558
ENSG00000177225,GATD1,28,-0.5238,35,-0.1239,38,0.01884,18,-1.1688,48,0.39920,54,0.61854,51,0.53308
ENSG00000184524,CEND1,231,-0.0599,207,-0.2256,213,-0.1839,395,0.86858,398,0.88255,135,-0.9071,97,-1.4107
ENSG00000177542,SLC25A22,91,-0.6960,117,-0.2199,256,1.13304,216,0.81892,254,1.12128,14,-3.3856,31,-2.2240
ENSG00000177600,RPLP2,1019,-0.1308,1023,-0.1058,1107,0.02294,616,-0.9112,671,-0.7790,1801,0.86255,1476,0.50994
ENSG00000177666,PNPLA2,25,-0.9269,37,-0.2023,22,-0.9930,39,-0.1253,44,0.07731,81,1.14302,63,0.68534
ENSG00000177697,CD151,23,-1.7685,24,-1.5452,21,-1.7622,26,-1.4522,44,-0.6472,275,2.89181,94,0.58000
ENSG00000177700,POLR2L,339,-0.1242,513,0.59079,480,0.47584,221,-0.7858,260,-0.5343,414,0.22637,328,-0.1580
ENSG00000214063,TSPAN4,15,-0.3957,4,-2.2540,3,-2.5956,19,0.00561,18,-0.1151,7,-1.5293,71,2.55615
ENSG00000177830,CHID1,49,-0.4322,68,0.16341,58,-0.0889,94,0.73106,68,0.17649,37,-0.8018,68,0.17832
ENSG00000183020,AP2A2,82,-0.4857,125,0.24840,84,-0.3999,229,1.34216,145,0.49930,43,-1.4148,69,-0.7121
ENSG00000078902,TOLLIP,200,-0.5251,239,-0.1702,313,0.27544,521,1.18384,380,0.60948,162,-0.7911,109,-1.3920
ENSG00000174672,BRSK2,63,-0.1293,43,-0.7115,65,-0.0734,116,0.91644,122,1.01788,45,-0.6629,25,-1.5294
ENSG00000182208,MOB2,30,-0.1059,24,-0.4229,12,-1.4660,47,0.67528,42,0.48941,42,0.45612,25,-0.3406
ENSG00000184545,DUSP8,78,0.14682,63,-0.2146,83,0.22549,75,0.06820,119,0.85882,49,-0.6181,32,-1.2538
ENSG00000244242,IFITM10,55,0.63007,9,-2.2017,24,-0.8130,97,1.58520,64,0.78923,10,-2.0618,7,-2.5852
ENSG00000117984,CTSD,290,-0.4141,215,-0.8388,266,-0.5037,522,0.61628,471,0.43905,380,0.07756,469,0.43121
ENSG00000214026,MRPL23,57,-0.2796,78,0.27795,95,0.61884,52,-0.3831,72,0.15375,24,-1.5511,92,0.56712
ENSG00000110651,CD81,511,-0.4012,425,-0.6404,448,-0.5576,352,-0.9371,521,-0.3177,722,0.21640,1580,1.66266
ENSG00000184281,TSSC4,26,0.15918,25,0.12738,17,-0.5475,21,-0.1465,35,0.67230,5,-2.2709,33,0.58261
ENSG00000129757,CDKN1C,3,-4.0638,2,-4.4020,77,0.87010,37,-0.3425,77,0.86335,3,-4.0844,169,2.52257
ENSG00000205531,NAP1L4,76,-0.4616,98,0.00581,63,-0.6991,130,0.48516,126,0.42958,108,0.16543,103,0.09920
ENSG00000110619,CARS,20,-0.6649,27,-0.1107,33,0.21601,39,0.48694,35,0.30179,37,0.38633,22,-0.4743
ENSG00000177105,RHOG,9,-1.8616,10,-1.5806,25,-0.1914,9,-1.6800,27,-0.0707,9,-1.7443,126,3.13129
ENSG00000167323,STIM1,22,-1.5785,125,1.44083,77,0.55214,58,0.06887,93,0.88072,25,-1.2656,23,-1.3721
ENSG00000244734,HBB,193,-5.1334,14,-8.7064,6,-9.7780,67,-6.4426,2,-11.175,40014,8.08476,555,-3.3815
ENSG00000051009,FAM160A2,12,-0.6430,12,-0.6515,27,0.67904,33,1.06252,28,0.73944,11,-0.8048,8,-1.2514
ENSG00000110148,CCKBR,10,-0.9159,38,1.33159,22,0.39730,34,1.10542,21,0.26443,5,-1.9230,1,-3.9476
ENSG00000166311,SMPD1,32,-0.7858,40,-0.3528,33,-0.6646,78,0.77940,58,0.27109,40,-0.3276,83,0.88322
ENSG00000166313,APBB1,303,-0.4543,266,-0.6030,585,0.70241,680,0.97614,499,0.42560,168,-1.3113,294,-0.4454
ENSG00000110171,TRIM3,13,-0.9614,13,-0.8235,23,0.00158,43,1.09660,41,1.02575,25,0.16200,10,-1.2438
ENSG00000132254,ARFIP2,36,-0.0203,35,-0.1062,52,0.56278,55,0.68855,26,-0.5567,36,-0.0462,19,-1.0626
ENSG00000132286,TIMM10B,26,-0.0388,33,0.37224,17,-0.6559,27,0.06337,36,0.54054,0,-5.6505,45,0.90523
ENSG00000166333,ILK,51,-0.2611,37,-0.7533,28,-1.1560,40,-0.6150,43,-0.5166,151,1.69861,72,0.31736
ENSG00000166337,TAF10,116,-0.0168,144,0.34478,114,-0.0493,100,-0.2639,114,-0.0486,87,-0.4826,147,0.38129
ENSG00000166340,TPP1,114,0.48521,65,-0.5037,72,-0.3569,51,-0.9014,87,-0.0500,58,-0.6937,155,0.95194
ENSG00000166341,DCHS1,18,0.13335,8,-1.2259,16,-0.1039,21,0.33302,15,-0.2613,12,-0.5670,29,0.89968
ENSG00000158042,MRPL17,28,-0.2885,50,0.75009,56,0.93427,22,-0.6008,31,-0.0624,12,-1.5004,32,-0.0273
ENSG00000175390,EIF3F,100,-0.3179,112,-0.0846,96,-0.3345,78,-0.6639,86,-0.5183,238,1.23182,136,0.23470
ENSG00000166402,TUB,42,0.03075,58,0.56747,48,0.23199,63,0.72950,34,-0.3226,21,-1.0290,22,-0.9661
ENSG00000166405,RIC3,15,-0.7105,28,0.39108,27,0.34488,46,1.26062,20,-0.1791,14,-0.6783,12,-0.9149
ENSG00000166441,RPL27A,429,-0.1654,335,-0.5384,609,0.44279,228,-1.1361,364,-0.4071,732,0.76640,617,0.46755
ENSG00000166444,ST5,13,-0.6577,20,0.11608,29,0.76562,13,-0.5974,25,0.47654,17,-0.1416,19,0.05651
ENSG00000166452,AKIP1,20,-0.4541,25,-0.0759,32,0.35421,32,0.36008,36,0.56133,23,-0.1717,18,-0.5494
ENSG00000175348,TMEM9B,55,-0.3151,40,-0.7705,65,-0.0189,83,0.38644,88,0.50167,67,0.02865,71,0.12849
ENSG00000175352,NRIP3,59,-0.1330,43,-0.6063,68,0.13363,90,0.60115,126,1.22597,25,-1.4557,34,-0.9797
ENSG00000184014,DENND5A,63,-0.1057,31,-1.1963,74,0.17688,63,-0.0963,88,0.47748,44,-0.6671,106,0.80234
ENSG00000166471,TMEM41B,18,-0.9643,44,0.58107,25,-0.3884,43,0.53048,34,0.15051,2,-3.9773,67,1.31860
ENSG00000205339,IPO7,69,-0.0138,38,-0.9569,68,-0.0442,122,0.96816,113,0.82568,47,-0.6235,31,-1.2614
ENSG00000133812,SBF2,8,-1.2946,30,0.89963,23,0.47417,18,0.02885,18,0.07033,17,-0.0972,18,0.05092
ENSG00000255823,MTRNR2L8,1775,1.20296,804,-0.3882,966,-0.0922,386,-1.5260,828,-0.3416,700,-0.6097,941,-0.1359
ENSG00000110315,RNF141,58,-0.5053,46,-0.8064,62,-0.3278,82,0.11446,73,-0.0804,64,-0.2973,169,1.40890
ENSG00000072952,MRVI1,26,-0.4324,17,-1.0572,18,-0.9397,4,-3.0606,26,-0.4080,80,1.56660,69,1.27585
ENSG00000198730,CTR9,16,-0.8803,23,-0.1923,13,-1.1043,33,0.41498,42,0.83947,37,0.61349,27,0.06869
ENSG00000110321,EIF4G2,236,-0.2551,225,-0.2998,172,-0.7235,420,0.75297,277,0.03832,380,0.57588,217,-0.3540
ENSG00000236287,ZBED5,18,-0.3610,29,0.49071,24,0.14578,29,0.47773,25,0.20335,15,-0.5394,16,-0.4679
ENSG00000110328,GALNT18,15,-0.9422,38,0.63881,15,-0.8093,56,1.35216,9,-1.6141,38,0.66227,20,-0.3849
ENSG00000170242,USP47,30,-0.3461,53,0.63211,36,-0.0137,38,0.08503,23,-0.6978,43,0.26207,37,0.04213
ENSG00000050165,DKK3,489,-0.7498,1147,0.75157,726,-0.0307,1010,0.52776,1075,0.63728,597,-0.3476,381,-1.0515
ENSG00000133816,MICAL2,62,-0.2430,58,-0.3121,52,-0.4991,190,1.82507,127,1.01456,3,-4.5980,10,-2.8560
ENSG00000197702,PARVA,37,-0.2677,29,-0.6495,56,0.44709,39,-0.1515,68,0.77189,58,0.49812,20,-1.1948
ENSG00000133794,ARNTL,23,0.13976,29,0.49532,11,-1.0872,50,1.48992,21,-0.0225,6,-1.9048,9,-1.3128
ENSG00000148925,BTBD10,36,-0.7705,51,-0.1316,67,0.33045,120,1.39475,75,0.53061,51,-0.1299,4,-3.9264
ENSG00000197601,FAR1,28,-0.7071,34,-0.3208,47,0.20086,47,0.19322,43,0.02460,14,-1.6476,93,1.41521
ENSG00000262655,SPON1,33,0.34719,31,0.15683,26,-0.0774,10,-1.5275,29,0.04134,9,-1.6643,51,1.04041
ENSG00000129083,COPB1,20,-0.6163,29,0.10158,30,0.13692,39,0.59650,35,0.41280,16,-0.8027,31,0.18375
ENSG00000129084,PSMA1,79,-0.3714,148,0.73008,92,-0.0798,152,0.76776,132,0.52815,43,-1.2754,48,-1.1044
ENSG00000110696,C11orf58,107,-0.3522,171,0.47195,142,0.15274,139,0.11908,122,-0.0870,146,0.19789,100,-0.4134
ENSG00000110700,RPS13,676,-0.4681,485,-0.9317,861,-0.0181,389,-1.2715,458,-1.0194,1990,1.48652,1427,0.85165
ENSG00000011405,PIK3C2A,48,0.69961,55,0.79320,18,-0.9745,14,-1.3474,24,-0.5749,31,-0.1458,35,0.03340
ENSG00000070081,NUCB2,27,-0.6395,42,0.10590,42,0.10698,26,-0.6198,29,-0.4752,86,1.40585,33,-0.2945
ENSG00000187486,KCNJ11,12,0.06848,6,-1.0164,6,-1.1012,27,1.40987,15,0.40404,0,-4.5818,17,0.54564
ENSG00000006071,ABCC8,9,-1.0141,15,-0.1585,18,0.11851,34,1.26039,26,0.74571,14,-0.2587,7,-1.2758
ENSG00000129159,KCNC1,37,0.01460,51,0.56773,12,-1.7035,94,1.72201,58,0.80855,0,-5.8046,2,-4.0872
ENSG00000129158,SERGEF,58,0.35050,57,0.27107,68,0.56390,43,-0.1851,69,0.57720,22,-1.2032,13,-1.9939
ENSG00000110768,GTF2H1,17,-0.7367,34,0.39620,36,0.53035,39,0.66370,32,0.30323,22,-0.3234,14,-0.9887
ENSG00000134333,LDHA,204,-0.4108,227,-0.1875,185,-0.5127,568,1.43538,309,0.32114,235,-0.1293,104,-1.3983
ENSG00000074319,TSG101,32,-0.5520,43,-0.0428,50,0.21081,57,0.43321,51,0.25008,50,0.23015,35,-0.3519
ENSG00000110786,PTPN5,31,-1.1843,115,1.09127,38,-0.7374,155,1.68838,76,0.36977,33,-0.9833,10,-2.7121
ENSG00000165973,NELL1,18,-0.5816,70,1.89519,15,-0.7749,57,1.46244,12,-1.1475,5,-2.2778,4,-2.6593
ENSG00000171714,ANO5,16,0.09136,17,0.22521,2,-2.7931,32,1.30344,13,-0.2273,6,-1.3195,18,0.31690
ENSG00000091664,SLC17A6,28,0.40525,39,0.89328,0,-5.9300,63,1.84278,0,-6.3159,20,-0.2384,6,-2.0613
ENSG00000198168,SVIP,81,-0.4598,135,0.43549,73,-0.5670,118,0.21098,101,-0.0526,114,0.14792,130,0.36571
ENSG00000187398,LUZP2,42,0.24856,37,0.01938,40,0.12091,64,0.95267,34,-0.1517,24,-0.6635,12,-1.6999
ENSG00000134343,ANO3,21,-1.0668,114,2.04059,45,0.26154,67,0.96511,35,-0.1297,0,-6.2137,3,-3.7026
ENSG00000176971,FIBIN,33,0.58429,5,-2.4734,5,-2.3671,8,-1.7635,17,-0.6259,37,0.67947,61,1.60860
ENSG00000129151,BBOX1,26,0.21312,14,-0.8055,11,-1.0805,5,-2.1878,19,-0.3397,13,-0.9095,71,2.10077
ENSG00000109881,CCDC34,18,-1.0048,53,0.86377,41,0.41419,25,-0.3711,41,0.39102,53,0.84423,7,-2.2105
ENSG00000148943,LIN7C,50,-0.2340,56,-0.0145,46,-0.3490,78,0.53228,82,0.62397,46,-0.3474,46,-0.3337
ENSG00000176697,BDNF,11,-0.3022,11,-0.2230,1,-3.4570,40,2.17362,18,0.56618,7,-0.7888,2,-2.6377
ENSG00000152219,ARL14EP,10,-0.7255,36,1.47058,19,0.30277,22,0.56406,14,-0.1496,3,-2.3431,10,-0.6594
ENSG00000066382,MPPED2,8,-0.9873,28,1.23969,5,-1.3788,27,1.11524,14,-0.0361,15,0.10965,6,-1.1736
ENSG00000170946,DNAJC24,12,-0.7929,15,-0.3176,32,0.96586,18,-0.0456,36,1.16574,11,-0.8343,11,-0.7320
ENSG00000148950,IMMP1L,42,0.08664,70,0.93551,58,0.61120,40,-0.0074,43,0.12486,5,-3.0804,22,-0.9461
ENSG00000109911,ELP4,11,-0.7353,20,0.25558,17,0.03306,11,-0.6801,24,0.53155,0,-5.0730,42,1.60357
ENSG00000007372,PAX6,32,0.90146,7,-1.5482,11,-0.9078,1,-3.9083,18,-0.2520,28,0.48204,36,0.94819
ENSG00000049449,RCN1,33,-0.9199,152,1.87512,6,-3.2671,35,-0.6989,8,-2.7910,131,1.55270,42,-0.4394
ENSG00000149100,EIF3M,78,-0.2057,90,0.05264,83,-0.0837,108,0.34725,114,0.43554,63,-0.5246,85,-0.0413
ENSG00000060749,QSER1,16,-0.0591,18,0.13685,8,-1.1545,9,-0.9647,17,0.07797,13,-0.4453,36,1.35314
ENSG00000280798,LINC00294,27,-0.1633,38,0.43498,35,0.30467,54,1.05738,26,-0.1717,8,-1.8674,18,-0.7285
ENSG00000176102,CSTF3,28,0.01501,29,0.06349,28,0.00249,55,1.19999,32,0.22341,2,-3.8471,21,-0.4769
ENSG00000110422,HIPK3,25,-0.5840,42,0.35355,42,0.34710,32,-0.0942,37,0.10895,48,0.58122,22,-0.6710
ENSG00000110427,KIAA1549L,83,-0.5461,96,-0.2441,96,-0.2351,220,1.19039,233,1.30172,59,-1.0048,22,-2.4482
ENSG00000085063,CD59,196,-0.1878,164,-0.4531,155,-0.5353,219,0.01481,143,-0.6673,437,1.23562,224,0.05225
ENSG00000110429,FBXO3,44,-0.6583,74,0.24485,41,-0.6882,110,0.93696,112,0.97425,53,-0.3057,31,-1.1144
ENSG00000135363,LMO2,26,-1.0841,26,-0.9429,34,-0.5279,10,-2.3099,15,-1.7384,209,3.05252,36,-0.4719
ENSG00000135387,CAPRIN1,75,-0.4665,91,-0.0948,97,0.00969,127,0.46468,126,0.44365,61,-0.7179,119,0.35690
ENSG00000121691,CAT,30,-0.0854,25,-0.3598,18,-0.8609,10,-1.7528,37,0.29856,10,-1.6931,89,1.94856
ENSG00000110435,PDHX,41,0.14716,44,0.21476,25,-0.6755,72,1.08566,59,0.73523,0,-6.1940,24,-0.7288
ENSG00000110436,SLC1A2,3174,1.27235,1349,-0.4471,1645,-0.1275,545,-1.8404,2669,0.69284,549,-1.8306,1122,-0.7380
ENSG00000149090,PAMR1,44,0.87863,31,0.13621,24,-0.2888,12,-1.3798,23,-0.3140,21,-0.4612,30,0.07126
ENSG00000179431,FJX1,22,0.14933,25,0.36770,32,0.79770,20,-0.0037,22,0.12931,9,-1.2676,9,-1.1709
ENSG00000166326,TRIM44,72,-0.2104,91,0.21969,121,0.69753,98,0.34241,121,0.69682,18,-2.3122,49,-0.7906
ENSG00000110442,COMMD9,49,-0.1135,68,0.44126,51,-0.0256,49,-0.0806,95,1.04391,16,-1.8218,39,-0.4690
ENSG00000166352,C11orf74,20,-0.6158,16,-0.8619,10,-1.5928,32,0.24804,39,0.58329,57,1.27126,28,0.00656
ENSG00000148948,LRRC4C,19,-0.6658,20,-0.5053,28,0.05140,62,1.45961,54,1.17996,1,-4.4973,16,-0.8573
ENSG00000166181,API5,42,-0.7283,55,-0.2305,79,0.37899,110,0.95400,84,0.47796,36,-0.8988,57,-0.1592
ENSG00000052841,TTC17,14,-0.0222,13,-0.1339,11,-0.3709,25,0.94969,14,-0.1006,0,-4.8485,23,0.80241
ENSG00000149084,HSD17B12,88,-0.2283,60,-0.8008,67,-0.6275,89,-0.1862,132,0.47054,144,0.61494,129,0.43384
ENSG00000187479,C11orf96,31,-2.2561,18,-2.8303,5,-4.7282,29,-2.1593,8,-3.9732,743,4.55872,95,-0.3831
ENSG00000151348,EXT2,15,-0.8243,20,-0.3487,17,-0.5915,46,1.08954,41,0.87833,4,-2.6608,38,0.72382
ENSG00000085117,CD82,11,-0.9223,4,-2.3139,14,-0.4357,11,-0.8964,13,-0.5311,1,-4.2301,86,3.14460
ENSG00000175274,TP53I11,20,-2.0356,166,1.65482,15,-2.2720,40,-0.7976,8,-3.1410,47,-0.5519,217,2.25328
ENSG00000019505,SYT13,99,-0.4807,167,0.44456,89,-0.5887,262,1.25950,171,0.48052,108,-0.2743,31,-2.1594
ENSG00000175264,CHST1,78,-1.0642,212,0.67971,245,0.94050,187,0.46050,261,1.05912,57,-1.4304,19,-3.0361
ENSG00000121671,CRY2,63,-0.1987,85,0.30812,92,0.45188,115,0.82784,83,0.27485,23,-1.7484,40,-0.9081
ENSG00000121653,MAPK8IP1,190,-0.0268,185,-0.0671,180,-0.1109,210,0.13889,255,0.46525,62,-1.7608,271,0.57583
ENSG00000121680,PEX16,35,0.11743,52,0.79750,45,0.55130,31,-0.0798,25,-0.4479,23,-0.5772,16,-1.1328
ENSG00000149091,DGKZ,265,-0.3125,261,-0.2988,425,0.51231,381,0.32660,614,1.18054,183,-0.8595,114,-1.5816
ENSG00000110497,AMBRA1,12,-0.2884,24,0.89129,22,0.69240,19,0.50869,9,-0.7933,4,-1.7368,12,-0.3246
ENSG00000175224,ATG13,45,-0.3039,57,0.10582,45,-0.2611,63,0.28128,59,0.17879,27,-1.0414,84,0.76750
ENSG00000175220,ARHGAP1,28,-1.0723,41,-0.3277,47,-0.1235,59,0.24683,69,0.51843,53,0.05509,82,0.81636
ENSG00000175216,CKAP5,44,-0.4002,59,0.10502,44,-0.3646,97,0.98092,86,0.77044,28,-1.0524,37,-0.6212
ENSG00000134569,LRP4,54,0.50134,23,-0.9825,28,-0.6431,12,-1.9363,80,1.09908,8,-2.5048,79,1.09119
ENSG00000149179,C11orf49,66,0.04171,68,0.08422,29,-1.2305,97,0.69642,95,0.65644,28,-1.3064,67,0.05532
ENSG00000149182,ARFGAP2,64,-0.6911,73,-0.4102,83,-0.2025,131,0.55732,127,0.50357,129,0.52988,82,-0.2348
ENSG00000134575,ACP2,21,-0.7030,28,-0.1274,28,-0.1290,58,1.11252,55,1.02146,7,-2.2513,27,-0.2249
ENSG00000110514,MADD,76,-0.7828,101,-0.2500,143,0.32644,210,1.00633,166,0.58447,120,0.03226,48,-1.3905
ENSG00000165915,SLC39A13,18,-0.5772,19,-0.3664,14,-0.8269,21,-0.2231,26,0.08667,52,1.32702,27,0.17032
ENSG00000165916,PSMC3,115,-0.3504,117,-0.2852,123,-0.1941,185,0.48192,177,0.40753,175,0.38382,104,-0.4603
ENSG00000149187,CELF1,67,-0.5063,150,0.91503,105,0.28721,130,0.66209,125,0.58786,36,-1.4158,26,-1.8816
ENSG00000213619,NDUFS3,130,-0.2131,150,0.05181,145,-0.0125,154,0.09241,168,0.23944,210,0.62232,78,-0.9948
ENSG00000110536,PTPMT1,50,0.08286,63,0.45515,43,-0.1933,42,-0.2163,35,-0.5335,26,-0.9724,76,0.78059
ENSG00000123444,KBTBD4,7,-1.5156,26,0.65024,21,0.30850,23,0.42488,14,-0.3573,16,-0.1687,27,0.69778
ENSG00000172247,C1QTNF4,222,-0.4369,499,0.99975,324,0.24269,327,0.25370,413,0.65762,172,-0.7804,66,-2.2372
ENSG00000109919,MTCH2,42,-0.3306,40,-0.3566,82,0.81909,61,0.30617,40,-0.3746,53,0.06795,44,-0.2209
ENSG00000149177,PTPRJ,19,-0.6509,43,0.79320,27,-0.0030,55,1.26159,31,0.24847,0,-5.4816,21,-0.3903
ENSG00000134817,APLNR,3,-4.7323,8,-3.1976,0,-9.3676,0,-6.8849,0,-9.6493,111,0.89139,405,4.47981
ENSG00000149136,SSRP1,33,0.03020,24,-0.4440,23,-0.5360,55,0.90820,45,0.55004,2,-4.1900,44,0.51122
ENSG00000186907,RTN4RL2,28,-0.1722,61,1.17288,14,-1.2496,72,1.50117,16,-1.0622,8,-2.0899,21,-0.5846
ENSG00000134809,TIMM10,37,-0.4619,95,1.20781,36,-0.4447,57,0.28620,33,-0.6004,25,-1.0071,61,0.42818
ENSG00000156587,UBE2L6,44,-0.0419,24,-0.9756,14,-1.7730,32,-0.5637,39,-0.2384,91,1.21941,74,0.82353
ENSG00000149131,SERPING1,27,-1.4791,12,-2.5613,9,-3.0183,24,-1.5149,5,-3.6194,191,2.02330,221,2.37578
ENSG00000166793,YPEL4,17,-0.7568,72,1.84889,22,-0.2588,32,0.30909,38,0.63293,0,-5.6891,11,-1.3143
ENSG00000156599,ZDHHC5,15,-0.4465,13,-0.5660,33,0.95756,35,1.07151,15,-0.2988,12,-0.6478,12,-0.7205
