Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000107742,SPOCK2,3,-5.2067,379,1.89418,354,1.76146,109,-0.2648,2,-6.0858,2,-5.7556,145,0.27061
ENSG00000166295,ANAPC16,309,2.28049,60,-0.5508,97,0.19550,25,-1.9738,187,1.29928,74,-0.2442,30,-1.7977
ENSG00000168209,DDIT4,248,1.36329,12,-3.3042,185,0.84750,28,-2.1627,259,1.44068,154,0.62541,47,-1.5039
ENSG00000138279,ANXA7,136,0.55738,168,0.91275,86,-0.1820,29,-1.9279,175,0.98714,123,0.45223,63,-0.7871
ENSG00000107758,PPP3CB,3,-4.9712,665,3.66710,80,-0.4697,66,-0.8309,95,-0.1884,53,-1.1754,35,-1.9467
ENSG00000166348,USP54,3,-4.1416,9,-2.7828,28,-1.1666,14,-2.3492,2,-4.7731,205,2.82223,62,0.05828
ENSG00000148660,CAMK2G,3,-3.8267,149,1.93614,157,2.04106,57,0.28369,17,-1.5600,0,-7.0614,31,-0.7991
ENSG00000156650,KAT6B,3,-3.6434,38,-0.1853,37,-0.2369,25,-0.8890,39,-0.1369,61,0.65909,60,0.72558
ENSG00000156671,SAMD8,3,-4.1717,99,0.75924,59,-0.0664,15,-2.1818,127,1.19198,95,0.80861,57,-0.1721
ENSG00000165637,VDAC2,313,1.97742,155,0.70606,126,0.36348,36,-1.6776,14,-2.9398,123,0.36148,60,-0.9419
ENSG00000156113,KCNMA1,3,-4.5826,370,2.78035,76,-0.1188,81,-0.0357,126,0.69428,26,-1.8426,38,-1.3466
ENSG00000138326,RPS24,3284,1.13627,578,-1.6094,917,-0.9164,411,-2.2331,1128,-0.5998,1652,-0.0043,2729,1.12176
ENSG00000108175,ZMIZ1,3,-4.0465,100,0.92920,85,0.65675,26,-1.2572,167,1.85767,53,-0.1305,37,-0.7919
ENSG00000165424,ZCCHC24,6,-5.4048,9,-4.8682,109,-1.2603,73,-1.9662,288,0.24317,449,1.14555,423,1.21231
ENSG00000122359,ANXA11,334,2.53109,209,1.56881,45,-0.9429,35,-1.4158,135,0.79868,53,-0.7410,3,-4.8242
ENSG00000122378,PRXL2A,238,0.75049,179,0.28314,314,1.22766,122,-0.3502,354,1.44455,42,-2.0219,79,-1.1625
ENSG00000165678,GHITM,438,1.54002,529,1.90172,225,0.39046,81,-1.2854,154,-0.2146,96,-1.0125,80,-1.3962
ENSG00000107771,CCSER2,3,-4.2236,71,0.15425,47,-0.4950,33,-1.0802,131,1.18304,86,0.54386,71,0.21622
ENSG00000173267,SNCG,3,-4.8795,544,3.25190,126,0.34836,98,-0.0533,1,-5.8944,0,-7.6484,80,-0.4392
ENSG00000148671,ADIRF,264,-0.4008,123,-1.5577,835,1.51842,170,-1.1514,1182,2.20074,58,-2.7816,296,-0.2727
ENSG00000148672,GLUD1,49,-2.0914,217,0.16431,743,2.39369,262,0.53260,115,-0.8169,104,-1.0576,99,-1.2232
ENSG00000138138,ATAD1,3,-3.4901,55,0.55996,68,0.91673,30,-0.4478,1,-4.5093,89,1.70103,19,-1.2042
ENSG00000171862,PTEN,3,-4.5819,254,1.95596,65,-0.3762,51,-0.8057,124,0.66021,72,-0.2357,71,-0.2736
ENSG00000107798,LIPA,3,-4.4858,16,-2.3664,68,-0.1923,12,-2.8626,42,-0.9465,255,2.75316,61,-0.4330
ENSG00000185745,IFIT1,3,-3.6969,38,-0.2525,103,1.40350,21,-1.1863,37,-0.2719,95,1.50280,25,-1.0443
ENSG00000180628,PCGF5,352,2.50264,72,-0.3089,90,0.02448,29,-1.7647,44,-1.0741,66,-0.4971,74,-0.3403
ENSG00000107854,TNKS2,3,-3.7964,163,2.16132,40,-0.2762,15,-1.8634,14,-1.8234,93,1.29861,29,-0.8824
ENSG00000148690,FRA10AC1,3,-4.8416,61,-0.7411,54,-0.9178,45,-1.2687,74,-0.4475,163,0.95591,158,1.04262
ENSG00000095637,SORBS1,804,3.79098,118,-0.1009,137,0.14295,45,-1.6651,57,-1.2002,41,-1.7951,31,-2.3768
ENSG00000197430,OPALIN,3,-5.7948,8,-4.5400,34,-2.5864,26,-3.1310,160,-0.2704,566,2.39584,236,0.43992
ENSG00000077147,TM9SF3,3,-4.6148,86,0.04137,92,0.14503,44,-1.0762,79,-0.0885,165,1.31903,82,-0.0561
ENSG00000187122,SLIT1,3,-4.0274,459,4.83180,53,-0.0755,35,-0.8019,1,-5.0440,3,-4.2812,8,-3.1796
ENSG00000171314,PGAM1,121,-0.6302,617,2.15394,425,1.42789,111,-0.8233,11,-4.0751,156,-0.2672,97,-1.1333
ENSG00000155265,GOLGA7B,3,-2.9201,70,1.69029,46,0.94177,50,1.27085,1,-3.9424,0,-6.1614,21,-0.3839
ENSG00000120053,GOT1,3,-4.0672,286,3.02772,34,-0.8057,38,-0.6935,1,-5.0845,97,0.98288,13,-2.5079
ENSG00000099194,SCD,50,-4.2674,231,-2.0527,341,-1.4734,252,-2.0393,335,-1.5009,2499,2.21691,1124,0.47723
ENSG00000235823,OLMALINC,211,1.79387,32,-1.2892,31,-1.3082,24,-1.8141,1,-5.4315,159,1.50472,59,-0.4453
ENSG00000166136,NDUFB8,151,-1.0490,345,0.23096,295,-0.0175,141,-1.2390,94,-1.7555,414,0.60042,429,0.78262
ENSG00000119906,SLF2,147,1.29980,78,0.23999,37,-0.8964,14,-2.4778,1,-5.3100,144,1.50935,54,-0.4323
ENSG00000055950,MRPL43,3,-4.1867,59,-0.0841,104,0.83186,31,-1.1609,116,1.01630,132,1.48245,26,-1.5216
ENSG00000107816,LZTS2,3,-4.0845,39,-0.6153,22,-1.4520,17,-1.9904,8,-2.9282,224,3.35768,29,-1.2433
ENSG00000107819,SFXN3,3,-3.4732,124,2.06284,20,-0.9630,23,-0.8268,2,-3.9993,67,1.07262,29,-0.4831
ENSG00000107829,FBXW4,97,-0.0788,48,-1.1491,63,-0.7447,24,-2.2856,62,-0.7743,109,0.12653,195,1.53045
ENSG00000198408,OGA,60,-0.9196,275,1.57982,80,-0.4697,56,-1.0893,165,0.68296,128,0.29732,81,-0.5411
ENSG00000059915,PSD,3,-5.7250,740,2.55199,279,0.69845,351,1.28417,23,-3.0528,36,-2.5483,59,-1.9375
ENSG00000107874,CUEDC2,3,-3.8996,96,1.03648,123,1.48097,33,-0.7300,1,-4.9170,58,0.23171,52,0.02753
ENSG00000138107,ACTR1A,3,-4.7718,300,2.02722,65,-0.5730,39,-1.4401,1,-5.7872,156,0.95493,91,-0.0552
ENSG00000171206,TRIM8,3,-4.2014,48,-0.4331,202,2.02475,49,-0.4229,37,-0.8304,104,0.94598,32,-1.1894
ENSG00000138175,ARL3,194,2.07054,42,-0.5273,123,1.20657,42,-0.5623,34,-0.8418,51,-0.2493,24,-1.5916
ENSG00000166275,BORCS7,279,2.54514,95,0.52072,75,0.15100,27,-1.5135,17,-2.0808,66,-0.0634,34,-1.2601
ENSG00000148798,INA,3,-3.7283,393,5.14914,42,-0.1299,14,-1.8729,1,-4.7462,5,-3.4307,7,-2.9098
ENSG00000173915,ATP5MD,870,0.99997,469,-0.0195,614,0.41485,202,-1.3989,331,-0.5596,461,-0.0501,536,0.24684
ENSG00000107954,NEURL1,3,-3.3437,167,2.92687,46,0.43836,57,0.91187,1,-4.3635,13,-1.5227,8,-2.3733
ENSG00000107957,SH3PXD2A,3,-4.4630,172,1.37126,9,-3.1254,32,-1.4054,38,-1.0477,68,-0.1768,137,1.36201
ENSG00000148834,GSTO1,3,-5.2169,180,0.55648,112,-0.2049,28,-2.4252,230,0.96613,250,1.31504,108,-0.3276
ENSG00000148700,ADD3,655,1.46221,117,-1.3092,323,0.25470,133,-1.2048,314,0.20730,314,0.23710,242,-0.2509
ENSG00000119950,MXI1,3,-4.5776,14,-2.6664,144,0.92253,45,-1.0113,86,0.07543,173,1.47593,73,-0.2136
ENSG00000108061,SHOC2,3,-4.2217,305,2.92081,52,-0.3208,58,-0.1610,25,-1.4159,65,0.03727,24,-1.7232
ENSG00000099204,ABLIM1,3,-3.7836,13,-1.8673,187,2.48237,46,-0.0450,95,1.15346,8,-2.7631,37,-0.4385
ENSG00000165868,HSPA12A,3,-4.1896,394,3.72086,27,-1.2615,33,-1.0355,64,0.04095,45,-0.5589,14,-2.4634
ENSG00000187164,SHTN1,3,-6.5191,110,-1.6078,16,-4.3626,73,-2.3340,72,-2.2359,591,1.21863,646,1.75376
ENSG00000165650,PDZD8,3,-3.8257,47,-0.0511,54,0.18011,34,-0.6115,1,-4.8436,111,1.66075,46,-0.0932
ENSG00000170370,EMX2,3,-3.3722,27,-0.4315,125,2.21423,29,-0.3489,95,1.67190,14,-1.4729,18,-1.2023
ENSG00000107581,EIF3A,3,-4.5391,65,-0.3206,62,-0.3817,44,-0.9889,85,0.09268,85,0.11997,135,1.17632
ENSG00000165672,PRDX3,340,2.50793,140,0.82119,119,0.54947,32,-1.5707,68,-0.3404,48,-0.9325,35,-1.5645
ENSG00000198825,INPP5F,3,-4.7831,691,4.28845,68,-0.5214,51,-1.0232,2,-5.2775,43,-1.2780,29,-2.0189
ENSG00000066468,FGFR2,3,-5.5354,43,-1.9651,147,-0.1224,30,-2.6054,3,-5.5893,491,2.51144,171,0.14098
ENSG00000107679,PLEKHA1,3,-4.1328,144,1.47113,28,-1.1844,16,-2.1094,1,-5.1287,170,2.23601,38,-0.8537
ENSG00000166033,HTRA1,3,-6.4409,163,-0.9362,1158,2.44155,236,-0.4018,122,-1.3772,438,0.70781,164,-1.0894
ENSG00000065154,OAT,3,-4.8631,380,2.39432,157,0.73419,52,-1.0756,1,-5.8396,140,0.62447,57,-1.0088
ENSG00000107902,LHPP,6,-6.2293,57,-2.9885,143,-1.6406,79,-2.6290,74,-2.6059,1019,1.83232,711,1.19851
ENSG00000188690,UROS,3,-4.4302,158,1.26252,84,0.20139,62,-0.2924,54,-0.4865,68,-0.1568,85,0.27667
ENSG00000150760,DOCK1,3,-4.2766,0,-7.9253,68,0.03748,21,-1.8201,69,0.05210,90,0.55432,123,1.42769
ENSG00000176171,BNIP3,3,-4.8780,240,1.41371,215,1.21694,103,-0.0073,56,-0.9321,104,0.00767,70,-0.7323
ENSG00000148826,NKX6-2,3,-5.9932,0,-8.8509,8,-4.8562,10,-4.7320,1,-7.0076,836,3.34898,234,0.13761
ENSG00000197177,ADGRA1,3,-3.2053,165,3.15360,15,-1.1189,32,0.01461,1,-4.2260,27,-0.2483,15,-1.3511
ENSG00000171798,KNDC1,476,2.97239,294,1.89882,97,-0.0180,50,-1.1112,1,-5.8498,37,-1.5581,12,-3.4307
ENSG00000130643,CALY,918,3.13434,698,2.46440,61,-1.6330,53,-1.9368,46,-2.0588,25,-3.0502,26,-3.1262
ENSG00000127884,ECHS1,8,-3.5643,138,0.76770,174,1.15810,51,-0.8744,113,0.43306,143,0.94807,43,-1.2456
ENSG00000177963,RIC8A,116,1.22148,124,1.34125,41,-0.4591,41,-0.5255,48,-0.2415,86,0.80842,10,-2.8612
ENSG00000185627,PSMD13,213,2.17447,116,1.02769,88,0.55927,22,-1.6433,1,-5.1888,55,-0.2066,36,-0.9710
ENSG00000185885,IFITM1,3,-4.5351,0,-6.9035,132,0.82516,13,-2.8277,295,2.33757,15,-2.6395,130,1.08952
ENSG00000142089,IFITM3,535,-0.1143,39,-4.0078,633,0.15341,113,-2.5757,2043,2.25169,200,-1.7139,817,0.75261
ENSG00000182272,B4GALNT4,3,-3.8364,154,1.99344,102,1.21936,77,0.83161,7,-2.7866,22,-1.3189,25,-1.2048
ENSG00000185187,SIGIRR,3,-4.3115,89,0.42933,128,1.03188,55,-0.3523,218,2.02687,45,-0.6830,37,-1.1197
ENSG00000174915,PTDSS2,91,0.31123,63,-0.2751,50,-0.6160,33,-1.3521,37,-1.0541,171,1.67519,58,-0.4884
ENSG00000023191,RNH1,3,-4.7231,49,-0.9341,106,0.25022,14,-2.9268,77,-0.2647,319,2.97909,32,-1.7821
ENSG00000174775,HRAS,3,-4.6745,135,0.69682,64,-0.4777,42,-1.1905,116,0.44962,135,0.81125,96,0.19394
ENSG00000177030,DEAF1,3,-4.5501,199,1.53591,100,0.34194,58,-0.5655,139,0.89849,60,-0.4874,69,-0.2960
ENSG00000177156,TALDO1,3,-4.5610,90,0.17242,87,0.11898,29,-1.6543,1,-5.5768,255,2.58078,47,-1.0011
ENSG00000177225,GATD1,183,2.21568,66,0.38935,95,0.99440,30,-0.9289,9,-2.5760,38,-0.5405,28,-1.1177
ENSG00000184524,CEND1,3,-5.1569,585,2.93249,171,0.54266,139,0.22166,8,-3.9257,65,-1.0469,57,-1.3571
ENSG00000177600,RPLP2,648,-1.3250,413,-1.9957,879,-0.8646,403,-2.1461,2180,0.56663,2064,0.54062,2614,1.20701
ENSG00000177700,POLR2L,510,1.31970,238,0.04033,270,0.24267,110,-1.2374,221,-0.0724,227,-0.0366,213,-0.1687
ENSG00000177830,CHID1,47,-0.0353,53,0.13089,70,0.58219,25,-1.0732,1,-4.8381,123,1.93353,22,-1.4048
ENSG00000183020,AP2A2,3,-4.6540,271,1.98807,59,-0.5888,49,-0.9558,256,1.87565,89,0.04796,29,-1.8946
ENSG00000078902,TOLLIP,3,-4.8709,446,2.75062,127,0.37615,100,-0.0047,1,-5.8860,125,0.40060,25,-2.3252
ENSG00000174672,BRSK2,3,-3.9397,200,2.38837,36,-0.5963,60,0.23346,20,-1.4765,53,0.01162,31,-0.9453
ENSG00000184545,DUSP8,3,-3.7573,169,2.29960,38,-0.2894,88,1.23324,1,-4.7752,0,-6.9922,40,-0.2591
ENSG00000117984,CTSD,6,-5.8006,735,1.23085,538,0.69412,276,-0.4151,198,-0.8855,572,0.92144,230,-0.7878
ENSG00000214026,MRPL23,3,-3.4609,32,-0.2349,86,1.37387,19,-1.1524,1,-4.4719,41,0.16844,57,0.89980
ENSG00000110651,CD81,1617,1.60278,382,-0.7762,1129,0.95826,298,-1.2423,467,-0.4683,833,0.50681,360,-1.0214
ENSG00000129757,CDKN1C,3,-5.4651,23,-2.8214,1,-6.6985,13,-3.8102,132,-0.2191,555,3.14904,125,-0.3718
ENSG00000205531,NAP1L4,276,1.40693,134,0.17757,99,-0.2961,69,-0.9233,12,-3.3683,214,1.11172,76,-0.8261
ENSG00000177105,RHOG,3,-4.7764,9,-3.4744,56,-0.7973,8,-3.6677,10,-3.2816,315,2.79583,103,0.18495
ENSG00000244734,HBB,951,-3.6990,1,-13.375,47,-8.0305,49,-8.1245,123106,9.79583,51,-8.0639,60,-7.9955
ENSG00000166311,SMPD1,3,-3.5633,47,0.22078,40,-0.0049,31,-0.4326,1,-4.5822,113,2.19658,22,-1.1279
ENSG00000166313,APBB1,61,-2.7552,1068,1.77722,215,-0.8819,238,-0.7876,205,-0.9560,764,1.37321,209,-1.0846
ENSG00000166333,ILK,27,-0.8218,28,-0.7274,141,1.95797,32,-0.5650,1,-4.7454,52,0.25790,44,-0.0533
ENSG00000166337,TAF10,289,0.72047,211,0.20830,128,-0.5750,55,-1.9658,31,-2.6626,344,1.19404,194,0.09255
ENSG00000166340,TPP1,79,-0.4560,87,-0.3120,347,2.07029,61,-0.9305,27,-2.0726,174,0.92379,53,-1.2333
ENSG00000175390,EIF3F,3,-4.2380,46,-0.5419,132,1.18174,42,-0.7338,24,-1.4822,102,0.84825,73,0.24296
ENSG00000166441,RPL27A,912,0.32665,305,-1.3648,418,-0.8936,241,-1.8238,650,-0.2111,776,0.07540,1287,1.25221
ENSG00000175348,TMEM9B,3,-4.1076,116,1.10553,130,1.32050,27,-1.3011,3,-4.2177,138,1.71773,23,-1.6464
ENSG00000175352,NRIP3,3,-3.3992,172,2.90856,53,0.61184,41,0.20660,14,-1.4303,25,-0.5976,8,-2.5223
ENSG00000184014,DENND5A,3,-5.3911,55,-1.5300,97,-0.6737,60,-1.5006,1,-6.4543,417,2.20631,178,0.35995
ENSG00000205339,IPO7,3,-4.0912,125,1.26217,68,0.24383,32,-0.9849,1,-5.1082,77,0.49318,76,0.53930
ENSG00000255823,MTRNR2L8,269,-3.0843,401,-2.4994,2401,0.21289,3694,1.07926,1547,-0.4798,1019,-1.1995,3024,0.78460
ENSG00000110315,RNF141,3,-5.2169,71,-0.9033,121,-0.0830,35,-2.0744,1,-6.2312,270,1.48760,199,0.97860
ENSG00000110321,EIF4G2,729,1.69468,412,0.68119,296,0.14141,103,-1.5812,236,-0.2179,310,0.24569,160,-0.9656
ENSG00000170242,USP47,3,-4.2891,79,0.26838,42,-0.7247,16,-2.2562,126,1.04097,100,0.74611,85,0.48206
ENSG00000050165,DKK3,5,-6.0438,1838,3.45182,727,1.38215,203,-0.7671,65,-2.3992,83,-2.1597,102,-1.9628
ENSG00000197601,FAR1,3,-4.2083,77,0.30773,18,-1.8566,13,-2.4266,1,-5.2250,186,2.34173,66,0.09166
ENSG00000129084,PSMA1,384,3.19673,80,0.16509,66,-0.1515,28,-1.5147,1,-5.4036,73,0.01536,21,-2.1016
ENSG00000110696,C11orf58,571,2.68626,156,0.26696,119,-0.1714,43,-1.8055,34,-2.0369,167,0.42171,51,-1.6536
ENSG00000110700,RPS13,977,-0.6301,305,-2.3711,733,-1.0686,347,-2.3029,1337,-0.1437,1885,0.45965,2763,1.49972
ENSG00000011405,PIK3C2A,262,2.86841,61,0.12497,93,0.81566,44,-0.4047,1,-5.0482,37,-0.7078,13,-2.4686
ENSG00000134333,LDHA,472,2.10413,408,1.81340,89,-0.7349,66,-1.2562,165,0.23785,65,-1.2869,56,-1.6231
ENSG00000198168,SVIP,38,-2.2192,189,0.22560,63,-1.4488,35,-2.4246,82,-1.0749,455,2.18592,151,-0.1613
ENSG00000148943,LIN7C,280,2.72862,137,1.28456,60,-0.0798,37,-0.8819,23,-1.5260,23,-1.6645,26,-1.5663
ENSG00000049449,RCN1,468,3.64058,90,0.26046,94,0.32693,20,-2.1017,2,-5.1987,6,-3.9096,45,-0.9765
ENSG00000149100,EIF3M,327,2.45603,121,0.59032,111,0.44873,28,-1.7563,22,-2.0253,76,-0.1663,44,-1.1592
ENSG00000110427,KIAA1549L,3,-4.0937,452,4.52806,32,-0.9244,59,0.02161,1,-5.1106,0,-7.3270,12,-2.6020
ENSG00000085063,CD59,355,0.99676,262,0.48611,290,0.65690,138,-0.5787,288,0.64371,145,-0.4948,123,-0.8347
ENSG00000110429,FBXO3,3,-3.4163,141,2.40442,71,1.08116,26,-0.5785,1,-4.4359,40,0.13954,18,-1.2141
ENSG00000135387,CAPRIN1,665,3.31946,191,0.74624,99,-0.3080,31,-2.1780,18,-2.8057,65,-1.0244,54,-1.4235
ENSG00000110436,SLC1A2,3,-8.3957,1235,0.10302,7988,4.07238,1593,0.58654,106,-3.5695,28,-5.6494,53,-4.8814
ENSG00000166326,TRIM44,3,-4.5532,96,0.27711,71,-0.1995,48,-0.8486,72,-0.1682,98,0.34416,117,0.80588
ENSG00000166181,API5,3,-4.4710,227,1.88725,28,-1.5178,39,-1.0848,192,1.56486,105,0.59593,32,-1.4985
ENSG00000149084,HSD17B12,3,-4.5999,27,-1.6866,143,0.88169,60,-0.5492,119,0.57274,163,1.31268,59,-0.6472
ENSG00000175264,CHST1,3,-3.7744,280,3.54821,86,1.00005,39,-0.2970,1,-4.7923,15,-1.8263,12,-2.2901
ENSG00000121671,CRY2,3,-4.1705,276,2.76140,66,0.10060,62,0.01126,44,-0.5332,32,-1.0861,34,-1.0739
ENSG00000121653,MAPK8IP1,258,-0.2666,434,0.56584,190,-0.7394,156,-1.1165,173,-0.8788,661,1.53910,225,-0.5770
ENSG00000149091,DGKZ,3,-5.2243,536,2.60546,79,-0.7514,181,0.62675,107,-0.2911,102,-0.3965,41,-1.9680
ENSG00000175224,ATG13,3,-4.0647,87,0.66858,54,-0.0917,38,-0.6873,1,-5.0818,147,1.95914,38,-0.7398
ENSG00000175220,ARHGAP1,3,-3.8996,80,0.72756,26,-1.0494,15,-1.9151,2,-4.4279,120,1.72770,60,0.33396
ENSG00000175216,CKAP5,122,1.22109,109,1.02304,43,-0.4814,41,-0.5883,65,0.16074,69,0.28847,28,-1.2967
ENSG00000134569,LRP4,3,-3.4877,11,-1.8301,193,3.04003,55,0.67298,7,-2.5546,23,-0.8265,17,-1.4215
ENSG00000149179,C11orf49,77,0.98122,116,1.72000,92,1.29611,37,-0.2095,1,-4.6430,38,-0.2019,9,-2.4776
ENSG00000149182,ARFGAP2,3,-4.0366,152,1.69854,59,0.06757,58,0.04678,64,0.19621,48,-0.2635,43,-0.5107
ENSG00000110514,MADD,3,-4.6169,445,3.19930,48,-0.8596,67,-0.3889,99,0.25047,72,-0.2710,18,-2.6058
ENSG00000165916,PSMC3,3,-5.5441,282,0.92444,126,-0.3711,56,-1.7053,392,1.51134,195,0.35346,153,-0.0953
ENSG00000149187,CELF1,3,-4.6468,354,2.57246,48,-0.9112,67,-0.4280,63,-0.4794,103,0.32461,46,-1.1311
ENSG00000213619,NDUFS3,317,1.91491,175,0.83810,122,0.23713,41,-1.5128,8,-3.7595,173,0.94840,34,-1.9339
ENSG00000110536,PTPMT1,3,-3.5761,96,1.42115,58,0.55812,21,-1.1081,1,-4.5949,71,1.04122,36,-0.2421
ENSG00000172247,C1QTNF4,3,-4.9709,564,3.17497,122,0.20544,134,0.39304,63,-0.8328,24,-2.3637,39,-1.7800
ENSG00000109919,MTCH2,3,-3.6343,71,0.82551,83,1.09610,23,-1.0002,82,1.08099,35,-0.3314,37,-0.2427
ENSG00000149136,SSRP1,303,2.73154,98,0.57591,43,-0.7085,25,-1.6138,47,-0.5982,27,-1.5393,53,-0.4719
ENSG00000156587,UBE2L6,3,-3.5613,49,0.30039,88,1.28811,24,-0.8529,2,-4.0666,63,0.81982,43,0.11235
ENSG00000213593,TMX2,239,1.38301,145,0.52208,108,0.04390,38,-1.6527,178,0.86615,73,-0.6082,87,-0.3552
ENSG00000211450,SELENOH,236,1.43893,219,1.30475,134,0.45786,45,-1.2995,14,-2.8752,97,-0.0528,72,-0.6289
ENSG00000186660,ZFP91,3,-3.9259,52,-0.0122,43,-0.3070,31,-0.8568,1,-4.9426,46,-0.2175,107,1.73656
ENSG00000110107,PRPF19,170,1.63370,222,2.16057,31,-1.1284,23,-1.6431,1,-5.2631,32,-1.1488,60,-0.1670
ENSG00000006118,TMEM132A,3,-4.5363,222,1.75241,214,1.68660,96,0.32841,33,-1.3319,68,-0.2651,25,-1.9626
ENSG00000167986,DDB1,1217,3.64886,198,-0.0069,153,-0.4035,70,-1.6906,1,-6.8662,111,-0.9678,84,-1.5218
ENSG00000011347,SYT7,3,-3.7513,273,3.51162,28,-0.7494,79,1.02658,1,-4.7693,5,-3.4564,11,-2.3495
ENSG00000124920,MYRF,3,-5.8972,7,-4.8280,6,-5.0106,14,-4.1163,66,-1.7256,674,2.73999,264,0.53591
ENSG00000134825,TMEM258,345,1.04190,111,-0.7860,227,0.34301,39,-2.4374,68,-1.5193,340,1.18832,170,-0.1500
ENSG00000134824,FADS2,87,-0.3775,80,-0.5136,179,0.76978,78,-0.6008,61,-0.9224,166,0.73872,110,-0.0274
ENSG00000149485,FADS1,3,-4.3867,94,0.42855,87,0.30591,53,-0.5028,17,-2.1759,161,1.61828,53,-0.5506
ENSG00000167996,FTH1,5199,-0.1530,2281,-1.4125,3545,-0.7461,1469,-2.1829,3784,-0.6460,8633,0.76440,9331,1.09203
ENSG00000162174,ASRGL1,3,-4.3299,48,-0.5759,170,1.52639,73,0.08970,87,0.37818,94,0.57390,39,-1.0459
ENSG00000124942,AHNAK,230,0.96525,41,-1.7128,205,0.76898,60,-1.2422,410,2.03452,78,-0.8356,81,-0.8297
ENSG00000254772,EEF1G,810,1.10290,183,-1.2633,217,-1.0053,127,-1.9191,756,0.98425,460,0.17684,480,0.28979
ENSG00000149541,B3GAT3,3,-4.2253,141,1.31308,68,0.08565,23,-1.6699,79,0.33028,121,1.22136,43,-0.7583
ENSG00000089597,GANAB,342,2.69241,80,0.02683,60,-0.4188,21,-2.0725,1,-5.5367,116,0.72110,36,-1.3936
ENSG00000162191,UBXN1,365,1.94221,68,-0.8723,50,-1.3186,29,-2.2232,64,-0.9566,173,0.68118,120,0.01578
ENSG00000168000,BSCL2,486,1.77520,688,2.49967,130,-0.4439,88,-1.1197,82,-1.1401,70,-1.4789,66,-1.6724
ENSG00000162188,GNG3,3,-5.2384,781,3.58830,103,-0.3546,143,0.17316,13,-3.4266,28,-2.4295,61,-1.3324
ENSG00000214753,HNRNPUL2,3,-4.1755,119,1.07070,89,0.58154,24,-1.5415,1,-5.1278,156,1.91915,36,-0.9738
ENSG00000168002,POLR2G,3,-3.9394,38,-0.5085,135,1.60103,37,-0.6122,1,-4.9568,93,1.09575,47,-0.2246
ENSG00000168003,SLC3A2,311,1.49866,88,-0.5873,459,2.26744,88,-0.6419,55,-1.2980,36,-2.0402,83,-0.7992
ENSG00000168539,CHRM1,3,-3.4537,301,4.70218,8,-2.3427,29,-0.4501,34,-0.1435,0,-6.6905,3,-3.9245
ENSG00000176485,PLAAT3,352,0.22342,40,-3.0465,81,-2.0154,38,-3.2463,44,-2.8899,990,2.68188,264,-0.2847
ENSG00000133318,RTN3,9,-5.7434,1930,2.55298,375,-0.3683,236,-1.1563,219,-1.1906,784,0.95300,213,-1.4189
ENSG00000072518,MARK2,3,-3.6337,118,1.74360,27,-0.6990,26,-0.7937,1,-4.6523,75,1.08106,38,-0.2027
ENSG00000176340,COX8A,1279,2.01367,493,0.31901,591,0.61551,232,-0.9289,209,-1.0138,321,-0.3957,255,-0.8483
ENSG00000167770,OTUB1,56,-0.2704,224,2.11127,50,-0.4496,59,-0.2160,21,-1.7414,90,0.53426,29,-1.4539
ENSG00000173511,VEGFB,340,1.18425,56,-1.6650,295,0.94183,140,-0.3015,184,0.16269,150,-0.1763,125,-0.5372
ENSG00000173457,PPP1R14B,3,-3.9598,57,0.10903,127,1.45186,50,-0.1274,14,-1.9632,65,0.35723,52,-0.0505
ENSG00000002330,BAD,219,0.97789,282,1.42684,157,0.42477,103,-0.2682,4,-4.9726,96,-0.3921,89,-0.5719
ENSG00000173264,GPR137,130,1.67094,68,0.53883,75,0.70298,33,-0.6406,90,1.00612,22,-1.3300,21,-1.4813
ENSG00000173113,TRMT112,151,0.21594,124,-0.0933,87,-0.6496,28,-2.4464,150,0.20391,256,1.29462,123,-0.1313
ENSG00000126432,PRDX5,4287,4.39795,180,-1.7624,257,-1.2376,104,-2.7034,151,-2.0263,253,-1.3484,242,-1.5261
ENSG00000110076,NRXN2,3,-5.8634,1123,3.37780,172,-0.2394,180,-0.1850,91,-1.2127,110,-0.9932,77,-1.6730
ENSG00000168066,SF1,313,1.90204,133,0.39463,96,-0.1259,22,-2.4300,22,-2.3098,165,0.86084,69,-0.7638
ENSG00000068971,PPP2R5B,3,-3.4352,127,2.16322,29,-0.4012,33,-0.2069,1,-4.4545,38,0.05446,35,-0.1119
ENSG00000213465,ARL2,3,-5.7508,273,0.63336,114,-0.7550,88,-1.2268,196,0.09171,323,1.06393,209,0.24510
ENSG00000149823,VPS51,3,-3.8030,104,1.28509,60,0.35464,36,-0.4707,3,-3.7470,76,0.87572,43,-0.1827
ENSG00000149809,TM7SF2,344,2.37999,165,0.98039,66,-0.4903,44,-1.1868,14,-2.7657,116,0.44532,30,-1.9104
ENSG00000149806,FAU,762,-0.8599,408,-1.7976,924,-0.5663,419,-1.8649,1425,0.11246,1613,0.35110,2340,1.30331
