Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000174891,RSRC1,3,-3.0306,22,-0.0532,23,0.03538,30,0.50125,27,0.33711,37,0.84918,13,-0.7742
ENSG00000168827,GFM1,3,-3.0842,20,-0.1971,19,-0.3870,42,1.01762,33,0.59327,39,0.88213,13,-0.9020
ENSG00000118855,MFSD1,3,-2.9056,19,-0.0856,15,-0.6621,47,1.42538,17,-0.2979,37,1.01990,17,-0.2986
ENSG00000068885,IFT80,49,0.43086,18,-1.1466,55,0.92428,8,-2.2659,25,-0.6367,66,0.94667,7,-2.5029
ENSG00000186432,KPNA4,3,-4.6003,31,-1.1736,96,0.88154,34,-1.0579,142,1.30842,63,-0.0750,38,-0.8758
ENSG00000163590,PPM1L,134,1.15352,32,-1.1941,98,0.86752,54,-0.3587,38,-0.9238,37,-0.9737,26,-1.4727
ENSG00000169255,B3GALNT1,58,0.21345,16,-1.7663,84,1.28497,101,1.17795,9,-2.5984,9,-2.5577,12,-2.1565
ENSG00000169251,NMD3,3,-3.4515,15,-1.0795,38,0.55614,31,0.04490,26,-0.2442,30,-0.0150,51,0.90250
ENSG00000163536,SERPINI1,3,-6.4100,158,-0.9654,710,3.10763,53,-2.5815,53,-2.5862,143,-1.1091,81,-1.9621
ENSG00000173905,GOLIM4,134,0.90927,30,-1.4454,46,-1.0306,206,1.73035,80,0.04627,53,-0.6023,60,-0.4134
ENSG00000008952,SEC62,404,0.32218,219,-0.6596,285,-0.3157,280,-0.2711,376,0.20474,446,0.48787,406,0.33250
ENSG00000163558,PRKCI,3,-3.7061,19,-0.9677,89,3.24418,2,-4.0846,0,-6.7699,7,-2.3727,23,-0.6729
ENSG00000136603,SKIL,106,1.62458,23,-0.9573,45,0.14987,1,-4.9827,68,0.80790,41,-0.0391,4,-3.2962
ENSG00000013297,CLDN11,68,-1.9147,44,-2.5767,37,-3.1844,125,-1.0156,243,0.03390,1255,3.48942,299,0.37596
ENSG00000013293,SLC7A14,35,-0.2833,9,-2.2424,98,2.88723,0,-7.3127,6,-2.7865,27,-0.6624,0,-5.8601
ENSG00000163584,RPL22L1,14,-1.0533,17,-0.7749,19,-0.6780,71,1.67680,29,0.07156,19,-0.6126,40,0.60554
ENSG00000154310,TNIK,3,-4.3101,25,-1.1751,85,1.11221,118,1.34580,20,-1.5507,19,-1.5782,49,-0.1756
ENSG00000144959,NCEH1,3,-3.4875,21,-0.5946,69,2.53659,10,-1.7354,17,-0.9219,0,-8.5172,19,-0.7217
ENSG00000177565,TBL1XR1,3,-4.6162,46,-0.6113,107,1.16949,67,0.00396,70,0.05631,52,-0.4064,47,-0.5759
ENSG00000172667,ZMAT3,88,0.29037,33,-1.2231,94,0.57153,76,0.04725,41,-0.8951,48,-0.6577,92,0.37519
ENSG00000114450,GNB4,3,-3.9760,13,-1.7681,100,2.72919,7,-2.6119,0,-6.0570,12,-1.9055,52,0.31095
ENSG00000136522,MRPL47,3,-3.4115,23,-0.3517,41,0.79740,12,-1.3975,64,1.37391,26,-0.1600,11,-1.4547
ENSG00000136521,NDUFB5,108,0.26362,53,-0.8514,95,0.07678,149,0.81452,74,-0.3401,102,0.17050,54,-0.8219
ENSG00000114757,PEX5L,3,-5.0260,54,-0.7994,131,0.93450,21,-2.1611,37,-1.3589,266,1.97868,29,-1.7099
ENSG00000163728,TTC14,133,1.50704,25,-1.2664,58,0.07818,67,0.29953,46,-0.3119,28,-1.0826,31,-0.9085
ENSG00000114416,FXR1,85,-0.0933,35,-1.4444,94,0.08580,36,-1.4404,93,0.03912,159,0.95641,123,0.51413
ENSG00000205981,DNAJC19,4,-3.3518,24,-0.9333,56,0.52902,67,0.68133,57,0.42119,64,0.62344,14,-1.7625
ENSG00000242808,SOX2-OT,91,-1.8366,124,-1.3694,103,-1.9436,145,-1.1350,159,-0.9931,1540,3.40088,333,0.16671
ENSG00000181449,SOX2,398,1.76242,53,-1.5975,72,-1.3579,449,2.01561,46,-1.8120,48,-1.7200,124,-0.2919
ENSG00000043093,DCUN1D1,3,-3.7661,19,-1.0356,41,0.19731,71,1.09778,41,0.17068,64,0.90728,15,-1.4171
ENSG00000114796,KLHL24,93,0.56997,34,-1.0193,52,-0.4977,46,-0.5774,48,-0.5133,161,1.56959,57,-0.2442
ENSG00000163872,YEATS2,135,1.59890,24,-1.2807,75,0.76650,22,-1.3646,8,-2.8914,40,-0.4719,35,-0.7040
ENSG00000180834,MAP6D1,16,-2.0757,17,-2.0544,31,-1.3660,24,-1.5476,23,-1.5905,288,2.95133,121,1.06316
ENSG00000175193,PARL,3,-3.4021,15,-1.0125,52,1.55777,21,-0.4704,10,-1.5921,38,0.46688,17,-0.8553
ENSG00000114770,ABCC5,3,-4.0369,38,-0.2496,107,2.89168,4,-3.3558,7,-2.7810,24,-0.9675,7,-2.6452
ENSG00000145191,EIF2B5,3,-3.2588,15,-0.8327,37,0.82278,5,-2.4625,42,0.78802,21,-0.3474,38,0.64015
ENSG00000161202,DVL3,48,0.16622,24,-0.8823,40,-0.1775,78,0.98749,35,-0.3169,30,-0.5740,54,0.37681
ENSG00000161203,AP2M1,361,-0.0863,197,-1.0292,670,1.50285,212,-0.9176,291,-0.4274,215,-0.8997,139,-1.5555
ENSG00000161204,ABCF3,3,-3.5597,17,-0.9847,66,2.10897,27,-0.2917,15,-1.1822,23,-0.5438,6,-2.4066
ENSG00000145198,VWA5B2,3,-2.9799,25,0.25268,47,2.35526,2,-3.3522,0,-6.0518,3,-2.9386,20,-0.0794
ENSG00000163888,CAMK2N2,3,-4.3512,53,-0.0927,130,2.73350,14,-2.1427,12,-2.2683,22,-1.4256,11,-2.4145
ENSG00000175166,PSMD2,3,-4.8691,55,-0.5824,124,1.09163,110,0.53227,75,-0.1098,77,-0.0670,28,-1.6113
ENSG00000114867,EIF4G1,123,0.94470,42,-0.8217,84,0.39995,39,-0.9136,97,0.53624,46,-0.6691,34,-1.1320
ENSG00000175182,FAM131A,141,-0.3545,138,-0.3911,388,2.44052,15,-3.6970,62,-1.6173,42,-2.1884,28,-2.7881
ENSG00000163882,POLR2H,90,0.94508,39,-0.4396,78,1.02529,20,-1.4685,37,-0.5040,29,-0.8870,13,-2.0287
ENSG00000090539,CHRD,3,-3.0241,23,0.04524,56,3.24204,0,-6.9153,1,-4.6307,0,-5.9518,7,-1.6999
ENSG00000177383,MAGEF1,65,0.53641,16,-1.6114,70,0.97335,72,0.71782,14,-1.8764,26,-0.9480,20,-1.3242
ENSG00000156931,VPS8,3,-2.5546,24,0.64341,26,1.27311,0,-6.4535,10,-0.7537,27,0.87985,1,-3.4674
ENSG00000187068,C3orf70,296,3.05755,34,-0.9832,43,-0.7906,34,-0.9930,22,-1.6638,44,-0.5895,18,-1.8914
ENSG00000073803,MAP3K13,3,-3.8838,33,-0.4499,61,0.73228,48,0.11890,46,0.06908,45,0.02264,42,-0.0775
ENSG00000163904,SENP2,54,0.42824,26,-0.7116,45,0.19727,34,-0.3379,49,0.26038,44,0.07403,31,-0.4427
ENSG00000136527,TRA2B,3,-4.7588,35,-1.1504,89,0.41467,139,1.06997,80,0.13114,104,0.56463,38,-1.0258
ENSG00000244405,ETV5,3,-4.2409,34,-0.6446,107,2.14046,51,-0.0322,13,-2.0753,21,-1.3848,22,-1.3081
ENSG00000090520,DNAJB11,3,-2.9962,17,-0.3565,29,0.68493,2,-3.0829,41,1.05390,39,0.97807,6,-1.9258
ENSG00000156976,EIF4A2,376,-0.4064,224,-1.2051,868,1.56488,228,-1.1795,383,-0.3780,294,-0.7914,254,-1.0127
ENSG00000073849,ST6GAL1,3,-4.2643,32,-0.7534,41,-0.4978,52,-0.0222,173,2.18764,32,-0.7869,58,0.16652
ENSG00000157005,SST,3,-6.3106,23,-3.3814,627,5.57063,16,-3.8925,0,-9.3587,11,-4.4044,24,-3.2975
ENSG00000113916,BCL6,15,-1.3915,22,-0.8456,42,0.21467,81,1.31900,43,0.22827,32,-0.2502,21,-0.9252
ENSG00000152492,CCDC50,3,-3.6504,32,-0.1272,20,-1.0274,48,0.56253,86,1.60402,56,0.82632,24,-0.5661
ENSG00000114279,FGF12,5,-3.8330,44,-0.8236,182,3.03050,8,-3.2608,6,-3.7039,8,-3.3633,59,-0.3806
ENSG00000127249,ATP13A4,3,-3.4382,18,-0.7802,13,-1.4879,182,4.05475,2,-3.5257,16,-0.9879,6,-2.3219
ENSG00000198836,OPA1,40,-0.9087,34,-1.1272,127,1.54487,34,-1.1580,60,-0.2657,60,-0.2695,31,-1.2797
ENSG00000114315,HES1,120,1.63093,33,-0.5954,9,-2.7948,133,1.83299,95,1.17655,2,-4.3508,18,-1.4838
ENSG00000133657,ATP13A3,118,2.07557,13,-1.6096,31,-0.3774,13,-1.5837,71,1.07780,27,-0.5263,3,-3.7842
ENSG00000114331,ACAP2,34,0.09608,29,-0.1484,29,-0.1569,32,0.02482,28,-0.1840,56,0.93720,19,-0.8204
ENSG00000184203,PPP1R2,82,0.78615,22,-1.3234,70,0.73825,55,0.12136,55,0.11967,18,-1.5831,19,-1.5474
ENSG00000189058,APOD,239,-1.9273,379,-1.2389,323,-1.7608,467,-0.9194,2170,1.69400,2498,1.98774,813,-0.0475
ENSG00000061938,TNK2,55,-0.7075,81,-0.1117,131,1.03576,52,-0.8018,88,0.02581,58,-0.6155,49,-0.8756
ENSG00000072274,TFRC,18,-0.9458,28,-0.3265,46,0.71858,93,1.78720,16,-1.1411,9,-1.9998,3,-3.4013
ENSG00000161217,PCYT1A,181,2.88152,14,-1.6882,30,-0.6509,12,-1.8930,31,-0.4773,36,-0.2254,11,-2.0089
ENSG00000174013,FBXO45,3,-3.2649,15,-0.8892,32,0.47751,33,0.36393,33,0.36236,45,0.88277,11,-1.2733
ENSG00000163964,PIGX,63,1.13930,23,-0.5145,28,-0.2586,29,-0.1622,4,-3.1216,27,-0.2666,58,1.00115
ENSG00000180370,PAK2,61,0.16410,25,-1.2531,39,-0.6762,62,0.19710,118,1.31254,84,0.70254,28,-1.0295
ENSG00000119231,SENP5,73,1.14378,18,-1.1054,46,0.50190,5,-2.9881,52,0.56629,30,-0.3279,17,-1.1917
ENSG00000114503,NCBP2,34,-0.5093,24,-1.0546,64,0.72278,58,0.33807,42,-0.1580,44,-0.0921,29,-0.7709
ENSG00000075711,DLG1,130,0.42603,66,-0.6645,75,-0.5792,21,-2.3521,58,-0.8693,259,1.68555,142,0.58231
ENSG00000145016,RUBCN,3,-3.8833,22,-0.9270,59,0.92771,27,-0.6129,55,0.52396,40,-0.0223,38,-0.0924
ENSG00000122068,FYTTD1,92,1.24863,24,-0.9585,38,-0.3066,57,0.40782,35,-0.3706,67,0.68773,9,-2.3044
ENSG00000182899,RPL35A,431,-1.1409,482,-0.9699,510,-1.0874,935,0.07379,1804,1.20959,1155,0.42373,1703,1.10384
ENSG00000182903,ZNF721,3,-3.1405,18,-0.4810,40,1.25783,0,-7.0305,31,0.39419,37,0.69293,10,-1.2752
ENSG00000273238,TMEM271,3,-3.9151,32,-0.3835,107,3.65102,7,-2.6893,1,-5.4325,2,-3.9665,4,-3.3811
ENSG00000169020,ATP5ME,1049,0.56966,337,-1.2388,391,-1.2337,788,0.09165,789,0.09475,1279,0.91519,1286,0.92498
ENSG00000168993,CPLX1,3,-5.2893,99,-0.1222,239,2.52657,72,-0.6297,32,-1.8283,8,-3.8965,33,-1.8112
ENSG00000178950,GAK,225,2.15377,26,-1.5130,88,0.53527,39,-0.9074,32,-1.1918,34,-1.1132,7,-3.4280
ENSG00000127419,TMEM175,40,0.21151,18,-1.0102,53,1.00163,0,-7.5634,27,-0.4093,44,0.38715,27,-0.3796
ENSG00000159692,CTBP1,189,0.57872,85,-0.7038,202,1.02519,79,-0.8136,48,-1.5899,93,-0.5751,100,-0.4587
ENSG00000090316,MAEA,71,0.64252,26,-0.9407,77,1.20319,29,-0.7614,39,-0.3187,27,-0.9036,7,-2.7662
ENSG00000163950,SLBP,157,1.40894,30,-1.2795,113,1.23380,22,-1.7582,0,-7.7221,54,-0.3917,24,-1.6547
ENSG00000168936,TMEM129,330,3.19740,27,-1.4059,40,-1.0483,35,-1.0426,63,-0.1186,24,-1.5816,15,-2.2519
ENSG00000068078,FGFR3,680,1.67190,169,-0.7070,200,-0.5690,795,1.99972,38,-2.9183,22,-3.7328,78,-1.8694
ENSG00000168924,LETM1,118,0.99381,36,-0.9362,115,1.46129,14,-2.3764,19,-1.9181,33,-1.0622,28,-1.3066
ENSG00000109685,NSD2,6,-2.5728,21,-0.7599,67,1.88739,28,-0.3174,6,-2.6119,38,0.17945,8,-2.2064
ENSG00000185049,NELFA,3,-3.3941,17,-0.7887,64,2.45468,0,-7.1207,10,-1.5606,30,0.09659,7,-2.0839
ENSG00000243449,C4orf48,541,0.29994,175,-1.4714,323,-0.6694,484,0.11509,376,-0.2923,970,1.32941,541,0.30071
ENSG00000185818,NAT8L,575,1.63824,193,-0.2641,218,-0.0909,389,0.90562,71,-1.7892,55,-2.1811,112,-1.1119
ENSG00000123933,MXD4,3,-4.0653,36,-0.3773,44,-0.0779,90,1.14607,82,0.98842,37,-0.3363,32,-0.5656
ENSG00000063978,RNF4,178,2.20425,24,-1.2708,51,-0.1013,34,-0.7218,18,-1.6960,56,0.05057,22,-1.4034
ENSG00000087274,ADD1,112,-0.9512,115,-0.9072,261,0.55186,242,0.26945,214,0.06403,266,0.42508,117,-0.8798
ENSG00000109736,MFSD10,21,-1.0329,37,-0.1913,58,0.79373,56,0.47893,64,0.71818,22,-0.9874,0,-6.7008
ENSG00000197386,HTT,3,-4.0388,39,-0.2259,67,0.98708,53,0.27628,53,0.26318,39,-0.2406,16,-1.5650
ENSG00000159788,RGS12,3,-3.7006,32,-0.1646,71,1.97553,11,-1.8177,21,-0.7961,22,-0.7763,18,-1.0255
ENSG00000163956,LRPAP1,75,-0.8040,70,-0.9241,197,1.13160,91,-0.5086,129,0.04204,133,0.09014,41,-1.7273
ENSG00000132406,TMEM128,167,2.20631,12,-2.1443,48,-0.0998,8,-2.7225,24,-1.1265,79,0.74606,19,-1.4942
ENSG00000168824,NSG1,3,-4.4415,25,-1.3085,145,3.06393,4,-3.9705,61,0.04239,7,-3.1155,1,-5.3440
ENSG00000072832,CRMP1,24,-2.6421,83,-0.7881,312,2.64520,136,-0.0150,2,-5.9882,19,-2.9873,34,-2.1412
ENSG00000152969,JAKMIP1,3,-4.1008,29,-0.7652,114,3.05891,16,-1.6294,4,-3.6692,6,-2.9685,22,-1.1441
ENSG00000109501,WFS1,439,1.96407,69,-1.1869,143,-0.0748,279,1.07455,75,-1.0718,11,-3.8333,33,-2.2843
ENSG00000074211,PPP2R2C,6,-4.7111,111,-0.4367,297,2.04967,50,-1.6474,14,-3.4571,119,-0.3290,127,-0.2300
ENSG00000179010,MRFAP1,162,-1.0705,158,-1.1096,416,0.59900,292,-0.1533,277,-0.2402,437,0.50805,319,-0.0098
ENSG00000170846,AC093323.1,3,-3.0326,14,-0.7113,39,1.48715,21,-0.1266,3,-2.9026,36,0.77218,7,-1.7721
ENSG00000178988,MRFAP1L1,347,2.00817,52,-1.2250,115,0.00455,40,-1.6232,79,-0.5994,97,-0.2696,74,-0.6997
ENSG00000170871,KIAA0232,174,1.27461,34,-1.3618,121,0.91634,40,-1.1534,34,-1.3819,81,-0.0378,21,-2.0966
ENSG00000132405,TBC1D14,20,-1.4651,36,-0.5319,87,1.39978,31,-0.7918,46,-0.1562,38,-0.4787,26,-1.0279
ENSG00000109519,GRPEL1,3,-3.3186,20,-0.4937,36,0.67514,32,0.26864,18,-0.6603,52,1.08841,11,-1.3100
ENSG00000184985,SORCS2,3,-3.4602,14,-1.1654,33,0.21943,84,1.82061,10,-1.6609,57,1.08820,3,-3.1638
ENSG00000071127,WDR1,218,1.53788,37,-1.3659,70,-0.5381,82,-0.1599,146,0.80252,69,-0.4343,55,-0.7992
ENSG00000038219,BOD1L1,51,-0.4434,54,-0.3622,102,1.00199,41,-0.7887,48,-0.5291,73,0.11982,36,-0.9678
ENSG00000137449,CPEB2,3,-4.0221,28,-0.9003,69,0.79127,24,-1.1465,28,-0.8868,133,1.74199,24,-1.1279
ENSG00000118564,FBXL5,83,0.08896,33,-1.3306,76,-0.0694,129,0.81975,48,-0.7684,111,0.57341,76,-0.0666
ENSG00000237765,FAM200B,3,-5.1500,49,-1.0584,84,-0.3138,119,0.33199,107,0.16097,166,0.90499,179,1.04268
ENSG00000169762,TAPT1,161,2.12457,17,-1.6557,47,-0.1561,27,-0.9552,8,-2.7171,54,0.11881,46,-0.1602
ENSG00000169744,LDB2,32,-0.3725,18,-1.2498,83,2.00823,0,-7.3731,61,0.64902,3,-3.7640,7,-2.5913
ENSG00000151552,QDPR,13,-5.0863,252,-0.8030,248,-1.0242,265,-0.7264,330,-0.3851,1427,2.27731,746,0.97499
ENSG00000002549,LAP3,187,2.48185,30,-0.8153,25,-1.3136,46,-0.1329,45,-0.1576,45,-0.1863,24,-1.1600
ENSG00000118579,MED28,73,0.60247,21,-1.3316,49,-0.0984,89,0.93912,53,0.05408,55,0.11208,22,-1.3226
ENSG00000185774,KCNIP4,3,-3.3954,15,-1.0013,67,2.71785,15,-1.0229,15,-0.9821,11,-1.4405,0,-6.7880
ENSG00000152990,ADGRA3,414,3.59019,17,-2.2939,17,-2.5944,167,1.35222,0,-6.7149,10,-3.0154,27,-1.6046
ENSG00000109606,DHX15,64,0.33143,22,-1.3452,62,0.36171,29,-0.9400,72,0.51429,76,0.60817,25,-1.1497
ENSG00000250317,SMIM20,3,-3.2721,17,-0.6745,22,-0.3857,68,1.65394,6,-2.1371,34,0.39935,44,0.87355
ENSG00000168214,RBPJ,3,-4.8857,36,-1.2351,86,0.12583,32,-1.4160,80,-0.0186,209,1.67737,111,0.52202
ENSG00000169851,PCDH7,3,-4.4737,51,-0.2897,140,2.72417,30,-1.1014,14,-2.2019,16,-2.0387,12,-2.4112
ENSG00000047365,ARAP2,3,-3.9984,21,-1.0952,22,-1.2976,47,0.11949,88,1.19105,122,1.83238,47,0.10250
ENSG00000109787,KLF3,3,-3.9097,16,-1.4665,31,-0.5720,60,0.61515,74,0.98680,69,0.86073,57,0.52625
ENSG00000109790,KLHL5,3,-4.0276,26,-0.8496,60,0.66880,40,-0.1749,28,-0.7400,72,0.79658,55,0.34435
ENSG00000035928,RFC1,3,-3.3901,16,-0.8754,29,0.05880,28,-0.0458,27,-0.0831,73,1.64323,22,-0.3805
ENSG00000163682,RPL9,1242,-0.0275,596,-1.1753,561,-1.5236,1012,-0.3556,2967,1.49716,1500,0.28066,2372,1.07566
ENSG00000163683,SMIM14,3,-4.2498,29,-0.9137,50,-0.0662,19,-1.5696,73,0.54936,98,1.06902,96,1.04664
ENSG00000078140,UBE2K,3,-5.0015,72,-0.3236,177,2.04280,16,-2.5477,70,-0.3650,52,-0.8279,45,-1.0511
ENSG00000121892,PDS5A,92,0.99823,21,-1.3682,63,0.47834,2,-4.3398,55,0.11576,62,0.31192,38,-0.4527
ENSG00000163697,APBB2,3,-4.5514,35,-0.9368,46,-0.6611,41,-0.7040,108,0.86941,191,1.97414,61,-0.0665
ENSG00000154277,UCHL1,31,-4.7746,317,-1.3885,1922,3.25620,127,-2.7436,206,-2.0351,256,-1.7110,267,-1.6507
ENSG00000064042,LIMCH1,4,-4.9504,83,-0.7355,113,-0.3364,80,-0.8001,130,-0.0313,379,1.89362,178,0.49019
ENSG00000109133,TMEM33,53,-0.2099,23,-1.4879,83,0.75871,73,0.31192,25,-1.3442,91,0.69880,28,-1.2001
ENSG00000014824,SLC30A9,3,-3.9025,23,-0.8995,67,1.25473,16,-1.3978,31,-0.4424,47,0.22408,47,0.23126
ENSG00000124406,ATP8A1,166,0.30703,48,-1.6321,173,0.51331,40,-1.9054,90,-0.6836,300,1.34497,81,-0.8381
ENSG00000163285,GABRG1,265,1.56321,37,-1.6613,113,0.07202,279,1.66365,15,-2.9711,9,-3.6508,37,-1.6426
ENSG00000151834,GABRA2,43,-0.3849,31,-0.9204,59,0.13629,208,2.51094,22,-1.4139,3,-4.2151,14,-2.0919
ENSG00000109158,GABRA4,3,-3.2870,24,-0.1822,65,3.01230,10,-1.4919,9,-1.6754,1,-4.4142,0,-7.4345
ENSG00000260918,AC107398.3,91,0.10047,44,-1.0304,158,1.64572,102,0.28121,15,-2.6548,5,-4.0087,42,-1.1012
ENSG00000075539,FRYL,3,-3.5894,22,-0.6507,22,-0.7983,1,-4.4560,15,-1.1646,161,3.22287,28,-0.2409
ENSG00000109180,OCIAD1,194,-0.0604,81,-1.4133,338,1.34049,127,-0.7293,157,-0.4014,172,-0.2567,69,-1.6571
ENSG00000145247,OCIAD2,3,-3.3523,18,-0.7006,34,0.47708,15,-0.9129,53,1.08186,29,0.08535,30,0.09170
ENSG00000109184,DCUN1D4,143,1.15436,31,-1.3218,98,0.69906,32,-1.2632,43,-0.8114,55,-0.4411,56,-0.4029
ENSG00000163069,SGCB,29,-1.4458,36,-1.1226,82,0.24660,103,0.56097,59,-0.3484,157,1.31107,31,-1.3202
ENSG00000109189,USP46,3,-4.1736,41,-0.2871,82,1.30962,21,-1.3359,24,-1.1178,34,-0.5661,74,0.68418
ENSG00000226950,DANCR,3,-3.9247,33,-0.3383,38,-0.1747,111,1.74140,6,-2.8760,54,0.43985,52,0.36201
ENSG00000134853,PDGFRA,334,2.43903,66,-0.5169,48,-1.2484,101,0.15876,10,-3.3354,44,-1.1474,127,0.53895
ENSG00000134851,TMEM165,19,-1.9272,34,-1.0845,39,-1.0783,42,-0.7319,59,-0.2214,256,2.52564,83,0.32896
ENSG00000090989,EXOC1,64,0.97781,21,-0.8254,36,0.00898,17,-1.1450,33,-0.1587,62,0.90666,19,-1.0271
ENSG00000128050,PAICS,3,-3.5683,28,-0.2565,41,0.51940,8,-2.1152,34,0.05206,61,1.06344,37,0.22496
ENSG00000174780,SRP72,6,-3.3229,47,-0.3867,86,0.83258,15,-2.0638,68,0.19293,72,0.28500,78,0.41856
ENSG00000171476,HOPX,13,-3.4686,146,0.12149,282,2.17744,129,-0.0811,55,-1.4012,8,-4.0976,21,-2.8025
ENSG00000047315,POLR2B,3,-4.2976,38,-0.5294,106,1.91812,34,-0.7119,1,-5.6072,52,-0.0524,38,-0.5428
ENSG00000163453,IGFBP7,1481,1.55577,160,-2.0580,151,-2.4747,618,0.01640,2555,2.78830,132,-2.3423,109,-2.6207
ENSG00000150471,ADGRL3,83,0.54862,29,-1.0938,96,1.22274,34,-0.8565,32,-0.9458,18,-1.7996,49,-0.3132
ENSG00000145242,EPHA5,3,-3.4522,14,-1.1513,74,3.19077,3,-3.2909,5,-2.6480,0,-8.4463,22,-0.4735
ENSG00000083896,YTHDC1,7,-2.9741,31,-0.8543,63,0.38647,34,-0.6911,35,-0.6442,85,0.78631,97,1.01036
ENSG00000018189,RUFY3,3,-5.9357,86,-1.0397,273,1.24747,45,-2.0024,131,-0.3941,216,0.41638,208,0.35438
ENSG00000132463,GRSF1,293,1.65305,44,-1.4901,126,0.19564,73,-0.7194,55,-1.1536,109,-0.0868,85,-0.4842
ENSG00000173542,MOB1B,3,-4.0785,21,-1.2275,88,1.77886,49,0.09074,46,0.01067,18,-1.4172,15,-1.7360
ENSG00000156136,DCK,3,-3.4767,23,-0.4142,54,1.53997,1,-4.9973,33,0.11657,32,0.10433,19,-0.7553
ENSG00000080493,SLC4A4,3,-4.8644,37,-1.1761,79,-0.0121,328,2.74358,75,-0.0913,14,-2.6345,22,-1.9458
ENSG00000132466,ANKRD17,3,-4.0892,69,0.49475,76,0.97047,23,-1.2681,66,0.40924,48,-0.1204,24,-1.1525
ENSG00000163743,RCHY1,3,-3.3836,20,-0.5361,42,0.96576,53,1.04434,21,-0.4526,25,-0.2048,7,-2.1046
ENSG00000138757,G3BP2,3,-5.6932,57,-1.4026,291,2.10253,64,-1.2382,89,-0.7401,67,-1.1709,124,-0.2082
ENSG00000138768,USO1,3,-3.4102,18,-0.7147,35,0.41571,3,-3.2274,52,0.98338,47,0.79044,34,0.23685
ENSG00000138760,SCARB2,89,-0.9828,70,-1.3445,99,-1.0185,126,-0.4439,206,0.34073,520,2.07413,196,0.25719
ENSG00000138758,SEPTIN11,3,-4.6077,61,-0.1429,91,0.72934,72,0.12642,113,0.87886,40,-0.7994,39,-0.8231
ENSG00000118816,CCNI,163,-0.2717,131,-0.6182,112,-1.0532,187,-0.0546,340,0.95636,226,0.25301,356,1.03964
ENSG00000138764,CCNG2,33,-0.0283,26,-0.3965,48,0.85582,8,-2.1056,29,-0.2098,39,0.23931,22,-0.6306
ENSG00000138767,CNOT6L,3,-3.0566,16,-0.4976,14,-0.9101,21,-0.1258,71,2.05196,30,0.44421,21,-0.1038
ENSG00000169288,MRPL1,3,-3.0413,21,-0.1017,41,1.55285,0,-6.8876,27,0.29924,16,-0.5783,15,-0.6359
ENSG00000163291,PAQR3,3,-2.9529,21,-0.0171,27,0.54726,22,0.05039,13,-0.7524,45,1.30327,6,-1.8935
ENSG00000152784,PRDM8,3,-2.9565,23,0.14035,38,1.59468,0,-6.5051,4,-2.4299,30,0.59629,15,-0.5540
ENSG00000138668,HNRNPD,349,1.55998,80,-0.9104,135,-0.1263,59,-1.3895,217,0.68718,119,-0.2942,62,-1.2917
ENSG00000152795,HNRNPDL,601,1.05772,151,-1.1851,329,0.03491,213,-0.6638,309,-0.0708,451,0.55439,198,-0.7744
ENSG00000145293,ENOPH1,86,-0.6738,84,-0.7047,160,0.43516,88,-0.6401,55,-1.3665,234,0.96911,161,0.32858
ENSG00000249242,TMEM150C,3,-3.5101,32,0.06624,42,0.68131,43,0.54514,23,-0.4434,27,-0.2457,26,-0.2584
ENSG00000145284,SCD5,844,0.73653,300,-0.9360,473,-0.2907,731,0.48896,228,-1.3505,903,0.85392,469,-0.2369
ENSG00000138674,SEC31A,51,-0.2017,22,-1.4773,73,0.56529,38,-0.6336,105,1.01477,47,-0.3285,34,-0.7987
ENSG00000251022,THAP9-AS1,135,2.73633,18,-0.9343,29,-0.2574,5,-2.8113,0,-6.4909,25,-0.4287,25,-0.4209
ENSG00000138663,COPS4,51,0.55211,17,-1.1499,35,-0.0714,82,1.38983,41,0.19346,15,-1.3369,16,-1.2355
ENSG00000163319,MRPS18C,3,-3.5602,23,-0.5119,28,-0.2571,36,0.16332,46,0.58254,61,1.06992,36,0.20081
ENSG00000163625,WDFY3,37,-0.6473,33,-0.8207,68,0.43294,40,-0.5187,70,0.34892,81,0.61092,40,-0.5406
ENSG00000109339,MAPK10,100,-0.2362,73,-0.7262,220,1.76060,81,-0.5819,44,-1.4933,33,-1.9438,56,-1.1327
ENSG00000163629,PTPN13,54,0.92861,13,-1.3684,22,-0.6525,51,0.83915,28,-0.1390,50,0.79163,16,-1.0290
ENSG00000198189,HSD17B11,8,-2.0374,11,-1.5347,25,-0.4155,40,0.47374,87,1.87955,44,0.63016,8,-1.9481
ENSG00000152583,SPARCL1,2833,1.02056,751,-1.1417,1260,-0.4347,4590,1.96337,1380,-0.1932,233,-2.8842,436,-1.9588
ENSG00000118785,SPP1,46,-2.8038,55,-2.5449,45,-3.1917,94,-1.7383,340,0.25164,1591,3.61917,363,0.35977
ENSG00000118777,ABCG2,3,-4.3386,35,-0.6953,26,-1.4343,50,-0.1581,298,3.55644,9,-2.7092,25,-1.2078
ENSG00000163644,PPM1K,3,-4.9630,69,-0.3368,135,1.15766,100,0.25800,26,-1.8147,90,0.08538,75,-0.2151
