Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000183597,TANGO2,13,-0.4175,12,-0.5386,15,-0.1867,17,-0.0279,19,0.15709,27,0.84411,14,-0.2871,16,-0.1293
ENSG00000128191,DGCR8,13,0.35645,9,-0.2904,8,-0.3962,6,-0.8469,13,0.34611,12,0.14414,14,0.39553,13,0.29718
ENSG00000099899,TRMT2A,17,-0.0067,16,-0.1056,14,-0.3631,12,-0.5470,19,0.14467,24,0.59665,18,0.06892,15,-0.1835
ENSG00000099901,RANBP1,85,-0.2879,91,-0.2113,109,0.11195,143,0.53863,84,-0.3187,112,0.15377,100,-0.0355,92,-0.1734
ENSG00000099904,ZDHHC8,20,-0.8905,63,1.09477,29,-0.3246,29,-0.2832,18,-1.0273,46,0.47402,16,-1.2222,30,-0.2696
ENSG00000040608,RTN4R,8,-3.5139,138,0.89538,78,-0.1578,22,-2.0520,80,-0.0985,144,0.98879,53,-0.7286,57,-0.6264
ENSG00000128185,DGCR6L,49,-0.2976,70,0.27973,50,-0.3172,57,-0.0723,53,-0.1810,65,0.14629,59,-0.0126,70,0.23751
ENSG00000185252,ZNF74,11,0.14839,8,-0.2424,12,0.43449,9,-0.0569,11,0.16762,9,-0.1333,12,0.29718,4,-1.1008
ENSG00000099910,KLHL22,16,-0.9882,35,0.20811,23,-0.5046,41,0.42268,56,0.97090,37,0.29237,17,-0.8774,22,-0.5318
ENSG00000099917,MED15,19,-1.0053,37,0.01681,39,0.10042,36,-0.0379,43,0.22784,43,0.27133,36,-0.0488,34,-0.1369
ENSG00000241973,PI4KA,50,-3.2726,539,0.33104,478,0.11087,391,-0.2165,536,0.28407,681,0.77646,268,-0.8005,296,-0.6484
ENSG00000099940,SNAP29,22,-0.5869,32,0.01853,23,-0.5754,44,0.49401,53,0.79830,35,0.15144,33,0.02408,22,-0.5919
ENSG00000099942,CRKL,34,-0.6098,45,-0.2033,65,0.44009,38,-0.4374,56,0.16547,57,0.19062,60,0.27706,36,-0.5226
ENSG00000183773,AIFM3,34,0.18777,18,-0.8262,31,0.08012,25,-0.3047,15,-1.0550,19,-0.7266,80,1.67030,38,0.38506
ENSG00000099949,LZTR1,23,0.11094,22,0.01935,22,-0.0052,15,-0.5920,19,-0.2069,25,0.25975,22,0.05146,22,0.00924
ENSG00000184436,THAP7,29,0.43998,23,0.10175,20,-0.1180,7,-1.6106,20,-0.1795,24,0.14498,29,0.42897,22,-0.0283
ENSG00000099957,P2RX6,1,-2.6624,8,0.09853,12,0.82408,6,-0.2878,5,-0.7396,9,0.31138,2,-1.7207,12,0.60595
ENSG00000099960,SLC7A4,2,-3.0698,13,-0.2918,15,-0.1550,20,0.31884,32,1.15203,25,0.80794,8,-1.1043,9,-0.8968
ENSG00000185651,UBE2L3,111,-0.0131,106,-0.0924,99,-0.2083,129,0.21967,109,-0.0398,129,0.25226,131,0.24398,84,-0.4566
ENSG00000161179,YDJC,15,-0.5821,29,0.46280,27,0.30963,17,-0.3921,15,-0.5826,25,0.21843,20,-0.1960,16,-0.4578
ENSG00000128228,SDF2L1,39,0.94783,20,-0.1003,14,-0.6927,28,0.40283,19,-0.2166,16,-0.5396,32,0.63521,20,-0.1497
ENSG00000100023,PPIL2,13,-0.5039,24,0.46567,14,-0.4686,11,-0.7682,29,0.69281,24,0.44562,15,-0.2953,12,-0.6825
ENSG00000100027,YPEL1,9,-1.6714,40,0.59863,26,-0.1452,42,0.61565,30,0.06615,32,0.18631,15,-0.9580,23,-0.3651
ENSG00000100030,MAPK1,98,-1.8705,469,0.60493,250,-0.5133,399,0.26878,457,0.48972,433,0.45336,237,-0.5516,216,-0.6930
ENSG00000100034,PPM1F,10,-1.1562,23,0.07952,34,0.79828,13,-0.8070,26,0.25259,25,0.26973,7,-1.5973,20,-0.1183
ENSG00000274422,AC245060.5,48,0.88161,4,-2.8762,52,1.21806,21,-0.4620,22,-0.3240,29,0.05955,15,-0.8828,28,0.03817
ENSG00000275004,ZNF280B,2,-2.3580,9,-0.3152,15,0.69625,19,0.99277,7,-0.5856,12,0.28653,8,-0.3473,6,-0.9252
ENSG00000128266,GNAZ,56,-0.6251,80,-0.0953,88,0.07410,105,0.33984,135,0.75962,90,0.11129,53,-0.7180,64,-0.4251
ENSG00000100228,RAB36,0,-3.6002,17,0.99484,7,-0.5289,8,-0.3245,4,-1.1038,15,0.72986,7,-0.4170,10,0.05386
ENSG00000186716,BCR,32,-1.2587,103,0.61849,78,0.09304,56,-0.4229,52,-0.5512,80,0.13481,74,-0.0037,76,0.04920
ENSG00000250479,CHCHD10,129,-1.5757,385,0.11289,455,0.41840,255,-0.5448,346,-0.0648,422,0.28043,346,-0.0655,372,0.04704
ENSG00000099956,SMARCB1,42,0.20041,39,0.08127,25,-0.6776,42,0.21824,59,0.74162,38,0.06702,28,-0.4316,32,-0.2155
ENSG00000133460,SLC2A11,19,-0.1673,20,-0.0807,23,0.11223,30,0.51815,32,0.65476,19,-0.1846,14,-0.6140,15,-0.5306
ENSG00000240972,MIF,736,-0.4598,1142,0.26067,976,-0.0218,1247,0.37432,835,-0.2649,1066,0.13526,846,-0.2444,834,-0.2657
ENSG00000133433,GSTT2B,11,-0.8703,13,-0.5505,20,0.12508,14,-0.4330,22,0.23152,31,0.89524,21,0.13633,11,-0.7581
ENSG00000099977,DDT,141,-0.0844,143,-0.0662,155,0.07753,177,0.27836,142,-0.0633,141,-0.0839,137,-0.1208,156,0.08232
ENSG00000099991,CABIN1,24,-1.3396,69,0.30178,50,-0.2853,71,0.30734,53,-0.1710,90,0.78973,38,-0.6664,41,-0.5427
ENSG00000100014,SPECC1L,19,-0.0592,19,-0.1246,14,-0.6445,21,0.03142,26,0.42089,23,0.21255,25,0.35761,20,-0.0245
ENSG00000138867,GUCD1,16,1.09317,5,-0.6441,6,-0.4245,4,-1.1799,3,-1.4084,9,0.24166,17,1.17980,8,-0.0829
ENSG00000100028,SNRPD3,59,0.48581,36,-0.3337,48,0.15514,48,0.13411,44,0.00994,41,-0.1196,41,-0.1109,40,-0.1254
ENSG00000178026,LRRC75B,8,-0.3286,6,-0.6834,11,0.12022,13,0.43487,8,-0.3429,12,0.28713,12,0.24615,11,0.13007
ENSG00000167037,SGSM1,5,-2.8635,30,-0.4731,33,-0.2728,59,0.65166,75,1.07451,64,0.92296,15,-1.4840,22,-0.8542
ENSG00000197077,KIAA1671,12,-1.3800,29,0.01025,18,-0.8274,70,1.45947,44,0.66117,30,0.04736,25,-0.2413,16,-0.8709
ENSG00000100077,GRK3,14,-2.1389,44,-0.5537,55,-0.1774,137,1.36623,95,0.72660,55,-0.1606,61,0.02649,51,-0.2640
ENSG00000100095,SEZ6L,13,-3.0433,145,0.69764,57,-0.9228,173,0.90088,199,1.14929,83,-0.3077,74,-0.4574,65,-0.6682
ENSG00000128203,ASPHD2,6,-2.6122,59,1.04914,25,-0.5013,62,0.96656,42,0.32163,29,-0.3010,19,-0.9029,20,-0.7782
ENSG00000100099,HPS4,23,0.11714,17,-0.3895,30,0.57630,20,-0.1608,26,0.25848,23,0.13536,14,-0.6662,15,-0.5527
ENSG00000100104,SRRD,15,-0.7486,31,0.34080,21,-0.2800,39,0.70791,25,0.00327,25,-0.0216,23,-0.1701,21,-0.2660
ENSG00000100109,TFIP11,18,0.01439,22,0.33914,17,-0.0601,14,-0.3560,13,-0.5032,15,-0.3175,31,0.87865,13,-0.4520
ENSG00000128294,TPST2,3,-2.5928,34,0.88078,29,0.57028,17,-0.3239,12,-0.8608,18,-0.2812,24,0.17691,14,-0.5752
ENSG00000225783,MIAT,4,-4.2742,86,0.20592,87,0.22837,120,0.72196,98,0.40009,94,0.37658,37,-1.1279,49,-0.6878
ENSG00000169184,MN1,12,0.41274,20,1.41403,3,-1.6546,7,-0.5378,3,-1.5291,3,-1.5455,14,0.57359,16,0.77881
ENSG00000180957,PITPNB,40,-0.9593,72,-0.0817,75,-0.0098,49,-0.6772,114,0.66352,103,0.57060,59,-0.3707,67,-0.1776
ENSG00000235954,TTC28-AS1,13,0.05901,10,-0.2572,16,0.51723,8,-0.6275,8,-0.6794,13,0.14103,15,0.33309,11,-0.2150
ENSG00000100154,TTC28,10,0.13802,10,0.26020,9,0.02450,9,0.09158,1,-2.3509,6,-0.6768,24,1.62300,3,-1.5391
ENSG00000100209,HSCB,27,0.73726,17,0.03536,18,0.07522,12,-0.5595,16,-0.1146,12,-0.5893,24,0.57836,14,-0.2979
ENSG00000159873,CCDC117,13,-0.0672,11,-0.4200,18,0.52760,15,0.14796,17,0.35429,14,0.05564,6,-1.2651,13,-0.0667
ENSG00000100219,XBP1,16,-0.3414,22,0.16410,17,-0.2601,28,0.54148,28,0.52414,16,-0.3683,29,0.57264,9,-1.1946
ENSG00000183579,ZNRF3,9,-0.9494,9,-1.0852,8,-1.3359,30,0.82309,16,-0.1754,12,-0.6422,69,2.41108,14,-0.3760
ENSG00000183762,KREMEN1,6,-0.3339,6,-0.5278,6,-0.5225,9,0.12768,5,-0.7465,6,-0.5544,24,1.82288,10,0.32719
ENSG00000186998,EMID1,35,0.77332,16,-0.4468,17,-0.3817,19,-0.2123,6,-1.7686,6,-1.9768,73,2.14050,24,0.16392
ENSG00000100263,RHBDD3,11,-0.2115,13,-0.0163,8,-0.8240,31,1.49218,11,-0.1868,14,0.13313,8,-0.6413,10,-0.3590
ENSG00000182944,EWSR1,94,-0.4064,136,0.19991,114,-0.1171,132,0.12819,140,0.21798,130,0.11667,119,-0.0399,95,-0.3893
ENSG00000185340,GAS2L1,26,-0.9780,49,-0.0356,50,-0.0179,40,-0.3668,57,0.19337,55,0.17598,63,0.35195,58,0.23211
ENSG00000100276,RASL10A,7,-3.5609,98,0.32351,62,-0.4883,114,0.53676,154,1.03901,104,0.42927,46,-0.8744,52,-0.6975
ENSG00000100280,AP1B1,49,-0.8005,72,-0.2517,61,-0.5096,148,0.94906,129,0.71012,92,0.17492,73,-0.2036,64,-0.3978
ENSG00000225465,RFPL1S,13,-3.0091,82,-0.3431,128,0.44826,145,0.60268,111,0.15727,143,0.66016,55,-0.9172,70,-0.5569
ENSG00000100285,NEFH,2,-4.1877,22,-1.1695,54,0.28578,64,0.53660,43,-0.0838,94,1.40907,19,-1.2948,34,-0.4483
ENSG00000100296,THOC5,11,0.02035,11,0.09211,8,-0.5438,13,0.37664,9,-0.3098,15,0.65057,8,-0.4691,8,-0.4416
ENSG00000184117,NIPSNAP1,20,-1.3867,53,0.07452,53,0.08539,77,0.68783,34,-0.6128,77,0.78428,27,-0.9367,31,-0.7479
ENSG00000186575,NF2,30,0.16279,24,-0.1623,29,0.15607,28,0.04122,21,-0.3709,19,-0.5504,30,0.19526,40,0.64998
ENSG00000100319,ZMAT5,19,-0.1996,19,-0.2324,17,-0.4320,36,0.81635,28,0.38960,18,-0.2730,28,0.39084,20,-0.1513
ENSG00000184076,UQCR10,298,-0.6849,477,0.05543,564,0.35937,457,-0.0194,446,-0.0572,458,-0.0168,425,-0.1319,462,-0.0020
ENSG00000100330,MTMR3,22,-0.1690,21,-0.2355,21,-0.2114,28,0.20023,31,0.37595,22,-0.1832,35,0.60862,23,-0.1133
ENSG00000099992,TBC1D10A,3,-2.0717,14,0.12685,10,-0.5437,28,1.20610,14,0.07914,11,-0.3853,23,0.84877,10,-0.4501
ENSG00000099995,SF3A1,55,-0.0474,52,-0.1535,50,-0.2134,69,0.30180,62,0.14300,66,0.27052,58,0.01530,45,-0.3649
ENSG00000099999,RNF215,9,-0.6144,16,0.25920,12,-0.2402,17,0.27090,18,0.35956,18,0.46588,12,-0.3110,6,-1.2844
ENSG00000100003,SEC14L2,23,-0.6226,37,0.14203,38,0.18608,18,-0.9581,25,-0.4993,31,-0.1556,60,0.90584,38,0.17036
ENSG00000128242,GAL3ST1,81,3.59339,4,-1.7098,6,-1.2359,14,0.07315,7,-0.9112,4,-1.7808,6,-1.0491,7,-0.9031
ENSG00000100029,PES1,19,-0.3230,26,0.14534,22,-0.1207,25,0.05798,36,0.63849,26,0.15949,14,-0.8384,20,-0.2372
ENSG00000100036,SLC35E4,2,-1.8458,10,0.47877,7,-0.0180,1,-3.0024,12,0.72683,11,0.77701,0,-3.2211,9,0.38927
ENSG00000184792,OSBP2,22,0.39330,30,1.04658,23,0.51732,10,-0.8202,8,-1.1320,11,-0.6654,7,-1.2473,13,-0.4677
ENSG00000133422,MORC2,10,-0.0137,9,-0.2916,16,0.83126,5,-1.0833,11,0.11275,10,-0.0096,9,-0.1462,7,-0.4885
ENSG00000253352,TUG1,32,0.37885,21,-0.2986,22,-0.1912,31,0.34015,35,0.55789,23,-0.1131,29,0.22123,14,-0.8244
ENSG00000198832,SELENOM,163,-0.2188,226,0.32879,199,0.10490,177,-0.0902,133,-0.5349,181,-0.0652,190,0.02244,190,0.01824
ENSG00000185133,INPP5J,0,-5.1190,7,-1.1923,32,1.51357,17,0.26012,27,0.99357,13,-0.1985,5,-1.5707,8,-0.8510
ENSG00000138942,RNF185,20,-0.0739,20,-0.0780,23,0.13308,28,0.44252,26,0.36696,21,0.01783,18,-0.2325,11,-1.0066
ENSG00000100100,PIK3IP1,42,0.67201,16,-0.8655,20,-0.5748,53,1.07198,20,-0.4717,21,-0.4526,58,1.21942,16,-0.7948
ENSG00000100105,PATZ1,41,1.59019,14,-0.2683,11,-0.6407,17,0.06818,16,-0.0103,8,-1.0262,26,0.80320,10,-0.7555
ENSG00000185721,DRG1,32,-0.7289,53,0.03491,43,-0.3205,54,0.07341,92,0.94383,69,0.50828,29,-0.8654,33,-0.7034
ENSG00000184708,EIF4ENIF1,26,-0.3014,27,-0.2834,34,0.09787,50,0.70076,35,0.13277,40,0.40782,17,-0.9910,23,-0.5432
ENSG00000241878,PISD,11,-2.2559,70,0.55691,37,-0.5536,44,-0.2475,57,0.14941,93,1.13107,22,-1.3150,33,-0.6973
ENSG00000183530,PRR14L,16,-0.2775,20,0.09662,21,0.20862,12,-0.6548,18,-0.0225,27,0.70814,9,-1.1229,14,-0.4576
ENSG00000100150,DEPDC5,13,0.26802,11,0.09551,11,-0.0497,2,-2.4645,7,-0.6982,15,0.60631,10,-0.0670,13,0.27788
ENSG00000128245,YWHAH,141,-3.3371,1962,0.75271,1312,0.00332,1138,-0.2209,1290,-0.0242,1716,0.49266,777,-0.8095,1079,-0.3048
ENSG00000128253,RFPL2,0,-6.9732,8,-0.0549,11,0.51359,11,0.40894,12,0.63404,12,0.66338,3,-1.4746,3,-1.4407
ENSG00000100220,RTCB,39,-0.5850,50,-0.2501,51,-0.2158,85,0.62850,102,0.93983,56,-0.0568,55,-0.0802,39,-0.5930
ENSG00000100225,FBXO7,128,1.68449,36,-0.4785,35,-0.5421,77,0.77189,58,0.31305,33,-0.6250,37,-0.3857,17,-1.5324
ENSG00000100234,TIMP3,47,0.00947,21,-1.2749,34,-0.5491,42,-0.1495,26,-0.9079,19,-1.4798,213,2.81885,37,-0.3704
ENSG00000133424,LARGE1,11,-2.8610,72,-0.0508,77,0.05530,58,-0.3802,122,0.80194,118,0.85536,32,-1.2642,62,-0.2887
ENSG00000224404,Z68323.1,0,-3.8791,1,-2.5959,10,0.26101,0,-3.3707,4,-1.1399,31,2.91599,1,-2.4876,5,-0.9101
ENSG00000100281,HMGXB4,56,2.05539,14,-0.3570,18,0.10063,5,-1.7097,15,-0.1768,12,-0.6387,13,-0.4616,12,-0.5832
ENSG00000100284,TOM1,22,-0.9463,44,0.09278,42,0.01099,58,0.52399,45,0.11647,53,0.44145,23,-0.8908,32,-0.4182
ENSG00000100302,RASD2,2,-3.5664,40,0.72633,39,0.67081,6,-2.0614,17,-0.6439,32,0.33110,20,-0.4077,26,-0.0270
ENSG00000100320,RBFOX2,13,-3.4064,139,0.10553,162,0.37366,160,0.31601,161,0.32212,160,0.34996,81,-0.7520,109,-0.2911
ENSG00000128335,APOL2,18,-1.3008,35,-0.3557,48,0.17780,41,-0.0829,53,0.30117,64,0.72460,38,-0.1936,32,-0.4730
ENSG00000100345,MYH9,59,0.24390,69,0.55898,40,-0.4041,46,-0.1510,35,-0.5986,54,0.11421,50,-0.0357,43,-0.2745
ENSG00000100348,TXN2,70,-0.0947,68,-0.1639,72,-0.0742,75,0.01270,81,0.12453,73,-0.0393,113,0.66321,58,-0.4072
ENSG00000100350,FOXRED2,39,-0.4603,29,-0.9527,58,0.16923,71,0.49400,61,0.23411,62,0.29030,72,0.51344,36,-0.5962
ENSG00000100353,EIF3D,51,-0.0293,43,-0.3214,57,0.18445,56,0.11696,77,0.64983,52,0.01241,49,-0.0950,32,-0.7536
ENSG00000261675,AL022313.4,0,-7.0829,18,-0.1858,31,0.85373,44,1.33017,20,0.06064,14,-0.5209,10,-1.0404,16,-0.3344
ENSG00000166862,CACNG2,2,-3.4704,13,-0.8669,26,0.30514,25,0.21305,44,1.15410,25,0.21520,25,0.20925,17,-0.3570
ENSG00000100360,IFT27,33,-0.1423,40,0.18250,31,-0.2642,36,0.00691,27,-0.4487,42,0.25640,40,0.17030,35,-0.0354
ENSG00000100362,PVALB,0,-6.1743,21,0.16850,59,2.53657,3,-2.4418,3,-2.6773,10,-1.0487,8,-1.2674,13,-0.5189
ENSG00000128311,TST,77,2.38164,8,-1.5278,7,-1.6598,21,0.04341,13,-0.6821,4,-2.3218,59,1.81709,14,-0.5259
ENSG00000128309,MPST,64,2.14334,13,-0.6144,9,-1.1134,23,0.33453,7,-1.4506,9,-1.2400,38,1.13329,12,-0.6342
ENSG00000100379,KCTD17,25,-1.6598,99,0.49767,73,-0.0501,84,0.17951,90,0.28777,85,0.22336,62,-0.3031,51,-0.5897
ENSG00000166897,ELFN2,4,-3.1115,43,0.49185,39,0.32461,31,-0.0808,38,0.26454,33,0.02633,23,-0.5017,32,-0.0405
ENSG00000128283,CDC42EP1,221,4.73954,2,-3.9224,2,-3.6225,27,-0.0253,12,-1.1777,1,-5.0013,27,0.00235,3,-3.2400
ENSG00000100083,GGA1,36,0.25076,26,-0.2922,30,-0.0179,37,0.30840,42,0.49427,35,0.22441,22,-0.4972,18,-0.8043
ENSG00000241360,PDXP,49,-2.3751,280,0.30073,281,0.30838,223,-0.0925,263,0.16768,277,0.28151,169,-0.5248,224,-0.0876
ENSG00000100097,LGALS1,171,-0.8337,137,-1.2617,370,0.41842,96,-1.7068,254,-0.2259,549,1.20904,335,0.20980,263,-0.1718
ENSG00000273899,NOL12,17,0.13143,15,-0.0025,12,-0.3708,24,0.73091,15,-0.0360,16,0.02710,7,-1.1393,19,0.36097
ENSG00000100106,TRIOBP,31,1.98035,2,-2.4903,4,-1.1989,13,0.45685,9,-0.0463,4,-1.4391,23,1.40393,10,0.09973
ENSG00000189060,H1F0,46,-0.3857,44,-0.5033,68,0.26158,97,0.80344,53,-0.1650,64,0.15160,58,-0.0240,42,-0.5239
ENSG00000100116,GCAT,30,0.19991,31,0.31968,22,-0.2842,23,-0.1984,16,-0.7155,25,-0.0959,34,0.40758,29,0.13125
ENSG00000100124,ANKRD54,16,-0.5835,27,0.24648,23,-0.0353,39,0.80203,13,-0.8752,27,0.26207,11,-1.1249,25,0.08987
ENSG00000100129,EIF3L,57,-0.0894,56,-0.1383,58,-0.0806,90,0.64400,60,-0.0172,58,-0.0864,68,0.17871,48,-0.3524
ENSG00000100142,POLR2F,194,1.32655,79,-0.1781,95,0.15039,76,-0.2229,63,-0.5201,63,-0.5500,84,-0.0704,72,-0.3100
ENSG00000100146,SOX10,171,3.61356,7,-2.1816,15,-1.0039,32,0.21246,17,-0.7713,9,-1.7334,14,-1.0606,11,-1.4374
ENSG00000100151,PICK1,14,-0.7373,32,0.60734,20,-0.2062,19,-0.2777,23,0.00034,30,0.50156,15,-0.6361,16,-0.5954
ENSG00000128298,BAIAP2L2,4,-0.8288,15,1.20972,6,-0.3406,1,-2.1993,2,-1.7281,15,1.18066,1,-2.6984,5,-0.7221
ENSG00000184381,PLA2G6,14,-0.7515,20,-0.2152,25,0.19645,21,-0.0977,37,0.82873,22,-0.0193,31,0.51396,9,-1.2921
ENSG00000198792,TMEM184B,62,-0.3345,74,-0.0666,75,-0.0234,59,-0.4131,113,0.63382,93,0.34240,55,-0.5008,69,-0.1613
ENSG00000213923,CSNK1E,91,-0.2439,89,-0.3117,125,0.28776,116,0.14070,133,0.36148,118,0.18785,62,-0.8326,103,-0.0410
ENSG00000168135,KCNJ4,3,-4.4242,84,0.52350,77,0.35388,54,-0.2603,80,0.37110,79,0.40135,26,-1.3473,53,-0.2863
ENSG00000100201,DDX17,229,0.46907,153,-0.1891,149,-0.2394,220,0.40617,226,0.45170,144,-0.2999,196,0.21934,117,-0.5882
ENSG00000100211,CBY1,20,0.91053,13,0.24720,8,-0.4423,9,-0.2681,13,0.18711,9,-0.2957,13,0.24012,6,-0.7891
ENSG00000100216,TOMM22,53,-0.5807,72,-0.0913,88,0.24361,67,-0.2090,81,0.09772,96,0.40779,83,0.12687,45,-0.8081
ENSG00000100221,JOSD1,19,-1.3105,48,0.06155,58,0.40148,45,-0.0490,53,0.21996,60,0.48736,25,-0.9271,33,-0.4981
ENSG00000100226,GTPBP1,29,0.54622,25,0.35819,16,-0.4229,17,-0.2888,17,-0.3221,20,-0.0498,18,-0.2549,24,0.22925
ENSG00000100242,SUN2,343,2.87093,39,-1.0588,29,-1.5335,76,0.05402,75,0.03815,43,-0.8962,59,-0.3494,35,-1.1459
ENSG00000100246,DNAL4,9,-2.3441,82,1.19714,38,-0.2504,21,-1.1001,37,-0.2878,67,0.79162,13,-1.8493,29,-0.6310
ENSG00000221890,NPTXR,23,-4.2802,742,1.10240,403,-0.0604,116,-1.9455,206,-1.0888,675,0.90649,216,-1.0146,389,-0.1106
ENSG00000183741,CBX6,87,-1.1973,177,-0.1197,246,0.47865,125,-0.6433,209,0.16087,185,-0.0408,199,0.08364,245,0.41704
ENSG00000100307,CBX7,48,-0.7061,72,-0.0810,92,0.34243,75,-0.0167,66,-0.2102,79,0.08499,79,0.07489,78,0.04059
ENSG00000100311,PDGFB,7,-0.9784,19,0.55031,10,-0.5219,6,-1.2000,16,0.22114,20,0.64477,17,0.38234,8,-0.8408
ENSG00000100316,RPL3,1230,0.82088,574,-0.4458,696,-0.1179,827,0.16712,667,-0.1742,575,-0.4441,1040,0.54090,736,-0.0182
ENSG00000100321,SYNGR1,39,-2.7389,181,-0.4898,287,0.31509,249,0.05159,375,0.72113,372,0.81100,149,-0.7468,158,-0.6513
ENSG00000100324,TAB1,14,-0.0769,15,0.13451,15,0.03462,12,-0.3059,19,0.47612,15,0.10986,12,-0.2147,10,-0.5928
ENSG00000128268,MGAT3,25,-1.3543,66,0.10034,54,-0.2309,100,0.78202,89,0.58681,59,-0.0874,51,-0.2899,58,-0.1085
ENSG00000100335,MIEF1,22,-0.2288,25,-0.0375,23,-0.1548,23,-0.1095,22,-0.2193,38,0.76879,17,-0.5748,21,-0.2916
ENSG00000128272,ATF4,153,0.29448,83,-0.7149,138,0.14345,142,0.18006,137,0.11653,155,0.35227,127,0.00254,88,-0.5773
ENSG00000187051,RPS19BP1,136,0.22596,119,0.01653,134,0.22650,87,-0.4801,93,-0.3646,115,-0.0479,105,-0.1874,141,0.28774
ENSG00000100346,CACNA1I,2,-2.9739,9,-1.1646,21,0.34473,15,-0.2436,38,1.27075,27,0.78954,11,-0.7384,14,-0.3917
ENSG00000100354,TNRC6B,86,0.25966,54,-0.5210,86,0.29104,60,-0.3124,90,0.33735,65,-0.1909,91,0.34678,67,-0.1485
ENSG00000239900,ADSL,16,-1.0394,40,0.43154,22,-0.5615,31,-0.0180,33,0.09154,41,0.48739,37,0.26032,21,-0.6103
ENSG00000100359,SGSM3,26,-0.7768,46,0.15113,35,-0.3049,48,0.18229,63,0.65112,44,0.06904,37,-0.2000,41,-0.0566
ENSG00000196588,MRTFA,10,-2.1243,41,-0.0652,44,0.06080,74,0.91485,60,0.55654,44,0.08735,34,-0.3390,29,-0.5701
ENSG00000128285,MCHR1,0,-4.4865,22,0.68970,9,-0.8285,20,0.39068,17,0.15034,23,0.76150,7,-1.1594,15,-0.0480
ENSG00000100372,SLC25A17,19,0.48476,15,0.14407,7,-0.9835,19,0.50707,13,-0.0575,18,0.48663,8,-0.7734,11,-0.3180
ENSG00000100380,ST13,342,0.91795,113,-0.9234,188,-0.0634,259,0.45324,161,-0.3075,178,-0.1579,274,0.54257,156,-0.3570
ENSG00000196236,XPNPEP3,17,0.86825,8,-0.4432,5,-1.1565,13,0.43373,14,0.48447,10,-0.0325,14,0.55951,7,-0.5048
ENSG00000100387,RBX1,258,0.25448,232,0.09696,225,0.03934,178,-0.3358,240,0.13599,224,0.02886,184,-0.2770,198,-0.1626
ENSG00000100393,EP300,45,0.56260,25,-0.4189,27,-0.2944,23,-0.4973,45,0.55453,36,0.24647,35,0.14041,25,-0.3390
ENSG00000100395,L3MBTL2,11,-2.0994,36,-0.3684,53,0.31297,76,0.86299,43,-0.0456,52,0.26825,49,0.15210,30,-0.6311
ENSG00000100399,CHADL,102,3.52378,9,-1.0492,5,-1.8599,17,-0.0053,7,-1.3359,2,-2.9254,23,0.46360,6,-1.5919
ENSG00000100401,RANGAP1,111,-0.5152,142,-0.1462,162,0.08211,165,0.10758,209,0.48728,230,0.73862,60,-1.4457,86,-0.9009
ENSG00000100403,ZC3H7B,37,-0.0926,26,-0.6773,50,0.44087,18,-1.1833,31,-0.3756,39,-0.0150,70,0.95865,45,0.21160
ENSG00000167074,TEF,26,-1.3370,84,0.50168,61,-0.0631,61,-0.0647,79,0.35014,70,0.15857,46,-0.5177,58,-0.1469
ENSG00000183864,TOB2,87,2.09685,18,-0.5683,15,-0.8799,19,-0.4790,26,0.00972,13,-1.0683,45,0.90689,14,-0.9202
ENSG00000100410,PHF5A,39,0.95889,23,0.08674,23,0.10303,21,-0.0558,15,-0.5127,22,-0.0085,13,-0.7401,15,-0.5739
ENSG00000100412,ACO2,215,-0.2406,210,-0.3044,275,0.16570,280,0.17755,291,0.23871,249,-0.0101,296,0.26523,206,-0.3081
ENSG00000100413,POLR3H,27,-1.0475,66,0.38668,48,-0.1854,45,-0.2557,49,-0.1284,63,0.30084,62,0.22324,50,-0.1117
ENSG00000172346,CSDC2,0,-5.9681,16,0.61273,15,0.57639,11,0.02608,5,-1.3020,8,-0.4505,13,0.17638,15,0.48934
ENSG00000100417,PMM1,31,-1.2614,85,0.32534,59,-0.3036,91,0.40286,73,0.03491,86,0.34346,62,-0.2037,62,-0.2007
ENSG00000100418,DESI1,42,0.14236,39,0.02449,43,0.19761,20,-0.9790,48,0.33689,41,0.08196,26,-0.6259,43,0.17510
ENSG00000196419,XRCC6,97,-0.7057,164,0.13398,132,-0.2552,212,0.53304,184,0.30420,175,0.24602,148,-0.0440,94,-0.7553
ENSG00000100138,SNU13,135,-1.1455,308,0.14561,265,-0.1170,307,0.12565,313,0.15878,355,0.40533,247,-0.2132,261,-0.1290
ENSG00000198911,SREBF2,84,-1.1309,163,-0.1186,196,0.20699,197,0.19276,228,0.43179,192,0.17422,196,0.18219,112,-0.6870
ENSG00000205704,LINC00634,12,-1.2725,37,0.53782,28,0.01066,25,-0.1575,29,0.07586,27,-0.0347,23,-0.2920,31,0.18394
ENSG00000100167,SEPTIN3,60,-2.4602,303,-0.0149,362,0.30333,365,0.28554,412,0.48157,336,0.16733,260,-0.2566,264,-0.2303
