Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000242485,MRPL20,214,0.22797,236,0.36067,184,-0.0781,133,-0.5759,174,-0.1454
ENSG00000179403,VWA1,15,-0.9690,32,0.40582,11,-1.5591,41,0.82488,67,1.74790
ENSG00000160072,ATAD3B,14,-0.4387,21,0.22664,21,0.30434,20,0.14859,14,-0.4096
ENSG00000197785,ATAD3A,15,-0.5213,30,0.62260,21,0.03464,23,0.21803,18,-0.2370
ENSG00000205090,TMEM240,43,-0.2079,58,0.29187,54,0.25496,42,-0.2426,40,-0.3276
ENSG00000160075,SSU72,199,-0.0119,233,0.25860,213,0.14846,172,-0.2422,157,-0.3880
ENSG00000228594,FNDC10,34,-0.3221,42,0.04154,48,0.40807,41,0.00726,30,-0.4869
ENSG00000272106,AL691432.2,35,0.13199,30,-0.0979,31,-0.0795,36,0.17889,29,-0.1607
ENSG00000197530,MIB2,44,-0.6091,62,0.01014,77,0.54637,72,0.26850,40,-0.6957
ENSG00000189339,SLC35E2B,34,-0.1253,37,0.01035,43,0.40727,25,-0.6165,33,-0.1826
ENSG00000215790,SLC35E2A,34,0.12794,40,0.39217,33,0.08543,19,-0.8392,28,-0.1767
ENSG00000008130,NADK,39,-0.0926,40,-0.0562,42,0.04565,53,0.42670,32,-0.4029
ENSG00000078369,GNB1,510,0.07708,561,0.22413,511,0.09688,393,-0.3575,414,-0.2739
ENSG00000187730,GABRD,169,0.13199,119,-0.4541,191,0.47474,159,0.01853,71,-1.2428
ENSG00000067606,PRKCZ,233,0.02757,240,0.07026,260,0.28884,184,-0.3590,171,-0.4820
ENSG00000162585,FAAP20,51,-0.1359,83,0.71738,44,-0.4578,40,-0.4796,79,0.62043
ENSG00000157933,SKI,34,0.45019,25,-0.1363,25,-0.2309,14,-1.0789,37,0.52413
ENSG00000157916,RER1,81,-0.2638,86,-0.1250,81,-0.3185,190,1.25666,65,-0.5740
ENSG00000157911,PEX10,35,-0.2627,39,-0.0301,31,-0.5200,67,0.88874,50,0.36821
ENSG00000149527,PLCH2,38,-0.1524,57,0.53181,45,0.22500,34,-0.3108,27,-0.6653
ENSG00000157881,PANK4,13,-0.9879,28,0.35024,26,0.29157,30,0.46375,21,-0.1502
ENSG00000197921,HES5,51,-1.1070,176,1.04804,36,-1.8465,268,1.88888,115,0.29313
ENSG00000272449,AL139246.5,25,-0.2028,39,0.54209,14,-1.3517,76,1.82177,17,-0.7693
ENSG00000157873,TNFRSF14,10,-0.9862,13,-0.4248,16,-0.1111,37,1.33552,19,0.16052
ENSG00000157870,PRXL2B,61,-0.3116,76,0.09173,89,0.53061,43,-0.8157,67,-0.1112
ENSG00000177133,PRDM16-DT,30,-0.6265,45,0.09833,15,-1.9245,136,2.17958,55,0.41936
ENSG00000158109,TPRG1L,214,-0.0499,226,0.04602,254,0.35601,147,-0.6475,193,-0.2094
ENSG00000116213,WRAP73,14,-0.4152,14,-0.3104,19,0.24870,22,0.42604,16,-0.0739
ENSG00000130764,LRRC47,97,0.17776,92,0.05450,104,0.37302,51,-0.8863,62,-0.5661
ENSG00000116198,CEP104,11,-0.3430,7,-0.9598,20,1.12240,7,-0.9015,9,-0.6018
ENSG00000198912,C1orf174,9,-0.8502,24,0.81827,18,0.53079,11,-0.4344,9,-0.6621
ENSG00000196581,AJAP1,58,0.12162,42,-0.4346,71,0.65338,46,-0.2725,20,-1.5345
ENSG00000069424,KCNAB2,416,0.52289,286,-0.1840,281,-0.2929,334,0.06636,271,-0.2749
ENSG00000116254,CHD5,166,-0.2233,231,0.34975,208,0.25237,170,-0.1607,140,-0.4654
ENSG00000116251,RPL22,670,0.39807,405,-0.4910,417,-0.5899,590,0.12008,804,0.65023
ENSG00000116237,ICMT,36,-0.5508,46,-0.0933,59,0.46746,51,0.05262,45,-0.1500
ENSG00000158292,GPR153,23,0.37505,16,-0.2887,21,0.21275,13,-0.5642,15,-0.4407
ENSG00000097021,ACOT7,285,-0.0163,293,0.02799,359,0.54580,198,-0.5986,165,-0.8838
ENSG00000215788,TNFRSF25,24,-0.6944,23,-0.7120,49,0.78913,41,0.20389,28,-0.3842
ENSG00000171680,PLEKHG5,38,-0.0907,22,-0.9150,47,0.39997,43,0.12513,36,-0.1435
ENSG00000162408,NOL9,35,-0.0197,48,0.51577,36,0.01203,26,-0.4682,32,-0.1739
ENSG00000204859,ZBTB48,6,-1.2682,10,-0.4295,17,0.42483,12,-0.2115,25,1.03621
ENSG00000162413,KLHL21,40,-0.3247,48,0.01340,43,-0.2395,79,0.86364,46,-0.0603
ENSG00000116273,PHF13,15,-0.8083,35,0.67739,27,0.28593,22,-0.1325,22,-0.1176
ENSG00000041988,THAP3,30,-0.0663,45,0.61397,29,-0.1318,39,0.39299,16,-0.9848
ENSG00000007923,DNAJC11,38,0.13728,38,0.13585,37,0.08500,29,-0.3236,29,-0.2886
ENSG00000171735,CAMTA1,183,0.02939,296,0.85126,134,-0.6303,185,0.04305,193,0.11028
ENSG00000049245,VAMP3,23,-0.0707,18,-0.4911,17,-0.7795,37,0.70553,43,0.97194
ENSG00000049246,PER3,32,-0.2495,43,0.24424,36,-0.0450,48,0.43411,31,-0.2568
ENSG00000116288,PARK7,497,0.22628,403,-0.1559,420,-0.1231,453,0.03640,435,-0.0291
ENSG00000116285,ERRFI1,24,0.24911,31,0.62706,19,-0.2541,25,0.27566,9,-1.3415
ENSG00000162426,SLC45A1,23,-0.7864,40,0.15353,48,0.72711,27,-0.4545,31,-0.2351
ENSG00000142599,RERE,121,0.02535,152,0.40432,116,-0.0660,118,-0.0177,95,-0.3675
ENSG00000074800,ENO1,523,-0.6144,820,0.19050,713,-0.0577,1112,0.71618,733,0.00381
ENSG00000171612,SLC25A33,41,-0.3052,75,0.75188,31,-0.9363,78,0.82640,59,0.33641
ENSG00000188807,TMEM201,15,-0.0976,16,0.03772,18,0.27546,6,-1.5271,21,0.48527
ENSG00000171603,CLSTN1,794,-0.1139,961,0.21899,997,0.41039,711,-0.2769,491,-0.8628
ENSG00000178585,CTNNBIP1,37,-0.2116,51,0.32394,39,-0.1575,45,0.11961,47,0.19648
ENSG00000162441,LZIC,35,0.15654,47,0.64397,25,-0.5184,23,-0.5447,42,0.43848
ENSG00000130939,UBE4B,36,-0.1125,55,0.62400,46,0.44638,20,-0.9677,20,-1.0150
ENSG00000054523,KIF1B,337,0.35143,332,0.27071,259,-0.1937,243,-0.2445,232,-0.3164
ENSG00000142657,PGD,35,-0.5878,104,1.33586,45,-0.1711,36,-0.4981,44,-0.1516
ENSG00000175279,CENPS,11,-0.2248,10,-0.4050,13,0.14848,12,-0.0121,16,0.38461
ENSG00000241563,CORT,114,1.14344,169,1.67790,28,-1.6556,12,-2.6351,43,-0.7207
ENSG00000160049,DFFA,29,0.19348,31,0.27159,20,-0.5499,25,-0.0537,35,0.47072
ENSG00000142655,PEX14,29,-0.2262,34,0.04326,35,0.14666,48,0.62131,19,-0.9101
ENSG00000120948,TARDBP,70,-0.3434,83,-0.0328,96,0.30828,83,-0.0271,81,-0.0644
ENSG00000116649,SRM,111,-0.1621,119,-0.0238,130,0.16670,118,-0.0344,118,-0.0344
ENSG00000171824,EXOSC10,15,-0.8398,27,0.16260,28,0.35002,30,0.35824,23,-0.1082
ENSG00000198793,MTOR,52,0.21862,47,0.02452,45,-0.0660,49,0.06356,37,-0.3719
ENSG00000204624,DISP3,15,-0.1574,13,-0.3377,15,-0.2232,31,1.08808,13,-0.4294
ENSG00000116661,FBXO2,316,-0.2073,324,-0.1410,275,-0.5379,514,0.63780,529,0.68721
ENSG00000132879,FBXO44,134,-0.5148,229,0.43769,219,0.52595,153,-0.2350,109,-0.7765
ENSG00000116670,MAD2L2,37,0.12307,24,-0.5749,36,0.06406,36,0.03804,37,0.10001
ENSG00000177674,AGTRAP,6,-1.6680,25,0.73542,4,-2.2880,51,2.10375,29,1.00712
ENSG00000177000,MTHFR,12,-0.6813,16,-0.1721,23,0.63617,15,-0.2752,18,0.02965
ENSG00000011021,CLCN6,59,-0.4194,109,0.65589,88,0.40904,40,-0.9525,62,-0.2903
ENSG00000116685,KIAA2013,36,-0.0740,33,-0.2164,44,0.34837,43,0.21898,22,-0.8300
ENSG00000083444,PLOD1,20,-0.2492,37,0.76513,18,-0.5510,36,0.73409,19,-0.3138
ENSG00000116688,MFN2,101,-0.0974,127,0.30281,114,0.16161,78,-0.5048,102,-0.0730
ENSG00000116691,MIIP,14,-0.4128,17,-0.0373,21,0.41549,13,-0.4097,19,0.13931
ENSG00000048707,VPS13D,45,-0.2171,50,-0.0092,61,0.44013,42,-0.2931,40,-0.3675
ENSG00000162496,DHRS3,13,-0.6385,17,-0.1401,8,-1.6222,45,1.61052,36,1.16054
ENSG00000116731,PRDM2,67,-0.2880,108,0.55018,91,0.37446,58,-0.4816,51,-0.6731
ENSG00000189337,KAZN,31,-0.4243,52,0.50332,44,0.30004,19,-1.0909,45,0.24657
ENSG00000142634,EFHD2,121,-0.0394,247,1.21315,126,0.03173,46,-1.5530,79,-0.7221
ENSG00000116138,DNAJC16,17,-0.8354,30,0.19577,31,0.35624,33,0.32823,25,-0.1295
ENSG00000197312,DDI2,14,-0.8062,43,1.13601,26,0.37835,13,-0.8329,16,-0.5564
ENSG00000116786,PLEKHM2,107,0.27606,114,0.35192,79,-0.3463,78,-0.2865,98,0.09968
ENSG00000065526,SPEN,36,0.25595,31,-0.0396,35,0.21321,13,-1.3356,33,0.05801
ENSG00000116809,ZBTB17,21,0.11665,29,0.61864,18,-0.2205,23,0.23295,11,-0.9029
ENSG00000185519,FAM131C,20,0.34125,35,1.26857,8,-1.4941,29,0.95193,7,-1.2973
ENSG00000037637,FBXO42,21,-0.0591,21,-0.0772,23,0.11196,29,0.47824,14,-0.7357
ENSG00000055070,SZRD1,28,-0.0767,30,0.03337,23,-0.4784,43,0.62285,36,0.31561
ENSG00000157191,NECAP2,8,-1.0112,20,0.52073,10,-0.7480,23,0.78986,26,1.03732
ENSG00000058453,CROCC,17,-0.2388,12,-0.7304,24,0.55696,28,0.60283,8,-1.3420
ENSG00000238142,BX284668.5,18,0.66081,9,-0.4588,10,-0.4381,11,-0.1845,15,0.21380
ENSG00000159363,ATP13A2,157,0.12947,190,0.42888,154,0.10562,98,-0.6534,113,-0.4289
ENSG00000117118,SDHB,105,0.26173,90,-0.0452,97,0.11126,84,-0.1597,63,-0.5982
ENSG00000117115,PADI2,19,-0.9059,54,0.89919,16,-1.3549,35,0.14350,81,1.66850
ENSG00000179051,RCC2,18,-0.2555,24,0.20986,21,0.01245,31,0.61378,14,-0.6486
ENSG00000074964,ARHGEF10L,12,-0.5548,27,0.80111,12,-0.6715,34,1.21881,12,-0.4855
ENSG00000117154,IGSF21,64,-0.2138,108,0.67668,82,0.30415,24,-1.7060,71,-0.0218
ENSG00000159423,ALDH4A1,24,-0.6029,47,0.60338,19,-1.0667,67,1.24444,44,0.48008
ENSG00000169991,IFFO2,12,-0.6340,17,-0.0737,16,-0.1567,44,1.64057,6,-1.5794
ENSG00000127481,UBR4,16,0.12545,24,0.77945,13,-0.3137,17,0.22473,8,-0.9740
ENSG00000127463,EMC1,26,-0.5396,28,-0.3636,38,0.17198,56,0.76332,33,-0.1361
ENSG00000053372,MRTO4,45,0.09513,58,0.52226,40,-0.1264,40,-0.1115,32,-0.4326
ENSG00000053371,AKR7A2,50,0.21254,29,-0.7195,36,-0.4842,65,0.60561,59,0.44498
ENSG00000077549,CAPZB,190,-0.2038,224,0.09557,233,0.22730,247,0.25942,143,-0.6302
ENSG00000173436,MICOS10,494,0.32142,456,0.13681,385,-0.1995,305,-0.5177,458,0.14357
ENSG00000158747,NBL1,225,-0.3020,230,-0.2257,255,-0.0815,445,0.89907,224,-0.2674
ENSG00000169914,OTUD3,16,-0.4780,18,-0.1999,32,1.13615,6,-1.8215,15,-0.5536
ENSG00000162545,CAMK2N1,1922,0.45696,954,-0.7578,1607,0.11476,1369,-0.1819,1255,-0.3227
ENSG00000090432,MUL1,22,-0.4867,39,0.48760,31,0.17256,26,-0.1999,29,0.02510
ENSG00000183114,FAM43B,6,-1.3080,26,1.08394,11,-0.4688,20,0.63350,18,0.46889
ENSG00000158828,PINK1,479,0.23275,533,0.37793,418,-0.0406,266,-0.7509,392,-0.1322
ENSG00000244038,DDOST,23,-0.3978,24,-0.2630,32,0.30683,41,0.62803,19,-0.6236
ENSG00000117245,KIF17,20,0.36343,16,-0.0782,22,0.66765,10,-0.7634,2,-3.2228
ENSG00000189410,SH2D5,30,-0.5951,33,-0.3831,56,0.70957,31,-0.4910,45,0.10260
ENSG00000127483,HP1BP3,103,-0.4677,160,0.30162,154,0.35326,101,-0.4540,136,0.03566
ENSG00000075151,EIF4G3,90,-0.2211,123,0.32521,125,0.52403,56,-0.9540,76,-0.4617
ENSG00000117298,ECE1,13,-0.8897,18,-0.2605,12,-1.1720,68,2.15265,25,0.21510
ENSG00000162551,ALPL,8,-0.7991,16,0.35563,16,0.48785,13,0.03264,10,-0.3584
ENSG00000076864,RAP1GAP,210,-0.2569,276,0.22828,316,0.69567,138,-0.8795,141,-0.8458
ENSG00000090686,USP48,30,-0.3899,33,-0.1542,45,0.48699,28,-0.4608,39,0.09790
ENSG00000070831,CDC42,236,-0.0879,281,0.21336,289,0.37540,173,-0.5765,186,-0.4602
ENSG00000133216,EPHB2,8,-0.8145,19,0.72884,16,0.59356,9,-0.5746,9,-0.5925
ENSG00000004487,KDM1A,53,-0.0723,69,0.38211,57,0.11317,58,0.09239,33,-0.7843
ENSG00000169641,LUZP1,33,-0.2518,43,0.20374,44,0.33717,37,-0.0660,27,-0.5524
ENSG00000125944,HNRNPR,91,-0.1873,121,0.30409,108,0.15561,100,-0.0191,80,-0.3711
ENSG00000125945,ZNF436,27,-0.3038,38,0.27367,42,0.70286,15,-1.1748,22,-0.5929
ENSG00000249087,ZNF436-AS1,13,-0.8486,19,-0.1005,18,-0.2268,46,1.40874,18,-0.1752
ENSG00000117318,ID3,8,-2.4387,10,-1.9194,5,-3.2616,106,2.04351,136,2.66972
ENSG00000142676,RPL11,583,0.03017,382,-0.6529,442,-0.5643,831,0.62793,888,0.74600
ENSG00000011007,ELOA,15,-0.3290,23,0.36002,19,0.04684,21,0.25610,15,-0.2541
ENSG00000057757,PITHD1,268,0.18992,260,0.10760,277,0.30627,171,-0.5688,151,-0.7686
ENSG00000011009,LYPLA2,50,-0.3082,47,-0.3759,70,0.39624,77,0.43144,41,-0.6032
ENSG00000117308,GALE,18,-0.4600,27,0.26295,24,0.11329,31,0.50826,18,-0.4253
ENSG00000117305,HMGCL,17,-0.5803,30,0.39089,19,-0.4759,35,0.64705,34,0.57787
ENSG00000179163,FUCA1,14,-0.0791,16,0.19872,16,0.16836,11,-0.4558,14,-0.0368
ENSG00000189266,PNRC2,52,-0.1938,67,0.23628,62,0.13882,65,0.18855,43,-0.4874
ENSG00000188529,SRSF10,49,-0.0830,72,0.58035,53,0.07486,44,-0.2612,37,-0.5148
ENSG00000001460,STPG1,19,0.57888,10,-0.5208,16,0.32508,8,-0.9158,9,-0.7647
ENSG00000001461,NIPAL3,47,-0.3484,81,0.60104,62,0.20441,33,-0.8777,61,0.10935
ENSG00000133226,SRRM1,37,-0.0247,35,-0.1020,45,0.42857,22,-0.8350,35,-0.1390
ENSG00000169504,CLIC4,11,-0.5829,18,0.23649,6,-1.8351,16,-0.0083,53,2.25599
ENSG00000117614,SYF2,44,-0.5965,63,0.07226,58,-0.1005,72,0.29772,88,0.62568
ENSG00000117616,RSRP1,59,-0.5754,97,0.29740,102,0.56607,68,-0.2823,60,-0.4902
ENSG00000183726,TMEM50A,91,-0.2927,112,0.08541,125,0.38987,111,0.06392,72,-0.6319
ENSG00000204178,MACO1,28,-0.0406,44,0.70847,25,-0.3069,27,-0.1070,28,-0.0362
ENSG00000117643,MAN1C1,37,-0.3477,17,-1.4972,59,0.69955,58,0.41932,32,-0.5242
ENSG00000162430,SELENON,35,-0.6648,54,0.10176,41,-0.4632,89,0.96752,70,0.53769
ENSG00000117640,MTFR1L,76,0.04396,63,-0.2463,80,0.19083,76,0.03721,60,-0.3240
ENSG00000117632,STMN1,1675,-0.0109,2026,0.30836,2117,0.57110,845,-1.0950,905,-0.9890
ENSG00000158008,EXTL1,61,-0.0838,53,-0.3003,73,0.31556,59,-0.1222,58,-0.1613
ENSG00000142684,ZNF593,62,0.13762,54,-0.0889,54,-0.1434,60,0.08634,59,0.05957
ENSG00000142669,SH3BGRL3,404,0.30775,446,0.42805,339,-0.0431,197,-0.8969,297,-0.2472
ENSG00000158062,UBXN11,26,0.00927,35,0.53839,26,-0.0002,23,-0.1455,18,-0.5728
ENSG00000117682,DHDDS,16,-0.6560,36,0.78621,29,0.60820,8,-1.5222,19,-0.3206
ENSG00000198830,HMGN2,106,-0.5020,157,0.20559,116,-0.3905,198,0.59403,197,0.58686
ENSG00000117713,ARID1A,32,-0.7558,37,-0.4367,56,0.33862,78,0.80531,42,-0.2311
ENSG00000204160,ZDHHC18,35,-0.0795,31,-0.2717,38,0.05932,45,0.33927,34,-0.1138
ENSG00000142751,GPN2,17,-0.1834,15,-0.3450,22,0.35836,7,-1.4763,29,0.70017
ENSG00000090273,NUDC,204,0.04220,196,-0.0263,199,-0.0068,213,0.11089,182,-0.1521
ENSG00000253368,TRNP1,68,0.02210,87,0.44377,73,0.19692,42,-0.7542,53,-0.3811
ENSG00000090020,SLC9A1,19,-1.0765,59,0.86916,44,0.51406,44,0.34745,11,-1.7287
ENSG00000142784,WDTC1,27,-0.5139,49,0.53625,30,-0.3624,49,0.51248,43,0.32333
ENSG00000186501,TMEM222,86,0.13927,77,-0.0555,84,0.11278,63,-0.3902,76,-0.0830
ENSG00000158195,WASF2,14,-1.0916,47,1.02344,13,-1.2736,45,0.93859,47,1.03071
ENSG00000126705,AHDC1,40,-0.4395,96,1.08383,56,0.20982,34,-0.6662,32,-0.7550
ENSG00000126709,IFI6,61,-0.3993,85,0.18153,74,-0.0557,86,0.19744,93,0.32824
ENSG00000009780,FAM76A,14,-0.3175,17,-0.0410,20,0.40804,17,0.03765,13,-0.4291
ENSG00000117758,STX12,94,-0.0754,125,0.41322,105,0.17386,63,-0.6910,89,-0.1378
ENSG00000117751,PPP1R8,24,-0.2987,43,0.74601,24,-0.3483,26,-0.0782,34,0.34954
ENSG00000117748,RPA2,51,-0.3233,66,0.13919,69,0.30082,67,0.15544,44,-0.5054
ENSG00000126698,DNAJC8,184,0.40472,150,-0.0018,146,-0.0574,131,-0.2124,112,-0.4702
ENSG00000130770,ATP5IF1,1076,0.48062,598,-0.5611,947,0.26545,587,-0.5922,601,-0.5536
ENSG00000242125,SNHG3,12,-0.7850,12,-0.5904,19,0.17599,36,1.21804,14,-0.3977
ENSG00000180098,TRNAU1AP,17,-0.6670,20,-0.3823,26,0.06577,38,0.69423,31,0.35214
ENSG00000197989,SNHG12,7,-1.0652,12,-0.1600,15,0.31737,10,-0.4441,24,1.03466
ENSG00000120656,TAF12,10,-0.9442,29,0.84221,16,-0.2007,21,0.32466,21,0.34622
ENSG00000198492,YTHDF2,50,-0.7060,96,0.44481,104,0.91158,36,-1.1088,44,-0.8131
ENSG00000116329,OPRD1,16,0.24210,15,0.09744,16,0.37224,9,-0.5885,6,-1.1427
ENSG00000116350,SRSF4,26,-0.8035,50,0.32605,53,0.66360,29,-0.5736,37,-0.1668
ENSG00000116353,MECR,51,0.28915,33,-0.4475,45,0.04394,53,0.30762,29,-0.6519
ENSG00000060656,PTPRU,14,-0.5018,27,0.65192,17,-0.1353,22,0.36057,17,-0.0966
ENSG00000162511,LAPTM5,11,-0.8529,13,-0.4543,7,-1.6966,42,1.52849,43,1.59693
ENSG00000162512,SDC3,81,-0.4862,71,-0.6313,109,0.06401,158,0.67570,129,0.32835
ENSG00000134644,PUM1,101,-0.2420,124,0.12481,135,0.39194,91,-0.3798,97,-0.2699
ENSG00000060688,SNRNP40,22,0.44129,27,0.74996,15,-0.3447,19,0.16031,5,-1.9286
ENSG00000121766,ZCCHC17,120,0.12527,103,-0.1469,131,0.36862,76,-0.6312,88,-0.3927
ENSG00000121769,FABP3,235,0.32987,186,-0.1080,249,0.55664,100,-1.0916,89,-1.2655
ENSG00000162517,PEF1,135,0.07197,119,-0.1458,145,0.25343,124,-0.0787,94,-0.5298
ENSG00000084636,COL16A1,21,-1.0735,55,0.54529,48,0.47933,40,0.01063,35,-0.2166
ENSG00000121753,ADGRB2,332,0.18702,346,0.23193,329,0.20956,220,-0.5044,193,-0.7133
ENSG00000184007,PTP4A2,112,-0.2492,162,0.38768,126,-0.0340,88,-0.6073,173,0.50228
ENSG00000121774,KHDRBS1,98,-0.1751,114,0.09509,102,-0.1137,134,0.37009,110,0.02763
ENSG00000121775,TMEM39B,16,-0.4562,19,-0.1210,27,0.67792,21,0.01593,12,-0.8713
ENSG00000025800,KPNA6,37,-0.1228,31,-0.3991,51,0.60192,29,-0.5096,32,-0.3613
ENSG00000084652,TXLNA,16,-1.0257,55,1.07979,31,0.14293,17,-0.8314,36,0.35602
ENSG00000160050,CCDC28B,20,-0.0031,17,-0.1937,17,-0.3474,21,0.07508,30,0.69764
ENSG00000084623,EIF3I,121,0.02367,134,0.19747,115,-0.0790,127,0.09783,106,-0.1898
ENSG00000175130,MARCKSL1,188,-0.1532,275,0.50422,110,-1.2362,223,0.14311,428,1.31072
ENSG00000160058,BSDC1,71,-0.1820,73,-0.1052,92,0.41355,72,-0.1220,59,-0.4370
ENSG00000176261,ZBTB8OS,56,0.27256,51,0.07567,54,0.21434,24,-1.1276,43,-0.2044
ENSG00000162521,RBBP4,65,-0.3560,114,0.62255,73,-0.1672,97,0.33528,71,-0.1777
ENSG00000162522,KIAA1522,52,0.93819,24,-0.5009,30,-0.1816,19,-0.8324,26,-0.3903
ENSG00000134684,YARS,101,-0.2539,147,0.40558,132,0.31769,102,-0.2047,78,-0.6343
ENSG00000116497,S100PBP,11,-0.6189,12,-0.4411,18,0.31836,20,0.40990,17,0.17603
ENSG00000160097,FNDC5,24,-0.0417,50,1.23594,22,-0.2416,23,-0.0796,9,-1.5056
ENSG00000121905,HPCA,275,-0.3186,297,-0.1524,423,0.65772,306,-0.1044,187,-0.8887
ENSG00000121900,TMEM54,51,-0.3421,68,0.16451,72,0.36214,38,-0.7593,70,0.19496
ENSG00000116514,RNF19B,15,-0.5070,24,0.32425,24,0.48318,17,-0.2854,15,-0.4074
ENSG00000004455,AK2,28,0.11493,29,0.13036,20,-0.5752,35,0.45256,32,0.29268
ENSG00000142920,AZIN2,29,-0.1489,30,-0.0668,34,0.23567,27,-0.2216,31,0.00920
ENSG00000160094,ZNF362,16,-0.2259,25,0.53921,17,-0.1696,20,0.20786,17,-0.1114
ENSG00000134686,PHC2,53,-0.6240,81,0.14252,83,0.25719,92,0.35139,68,-0.1482
ENSG00000163866,SMIM12,67,-0.1072,96,0.51297,75,0.13578,76,0.10021,36,-1.0572
ENSG00000116544,DLGAP3,80,0.22252,43,-0.8118,69,-0.0574,70,-0.0253,89,0.37087
ENSG00000163867,ZMYM6,11,-0.5432,15,-0.0618,16,0.13997,25,0.80965,11,-0.4412
ENSG00000116560,SFPQ,141,-0.0103,119,-0.2755,137,-0.0631,191,0.50256,127,-0.1701
ENSG00000146463,ZMYM4,27,-0.4255,34,0.01480,34,-0.0112,27,-0.3679,56,0.82711
ENSG00000142687,KIAA0319L,53,-0.4018,75,0.20879,77,0.37019,72,0.14389,44,-0.6448
ENSG00000020129,NCDN,798,-0.1043,614,-0.5114,1068,0.59324,790,-0.1062,539,-0.7172
ENSG00000126067,PSMB2,99,-0.5311,122,-0.1291,173,0.67234,118,-0.1878,102,-0.4148
ENSG00000142686,C1orf216,133,0.02102,131,-0.0066,149,0.29089,129,-0.0387,81,-0.7689
ENSG00000134698,AGO4,8,-0.8682,13,-0.0696,15,0.13160,18,0.37235,20,0.55124
ENSG00000092847,AGO1,28,-0.3091,39,0.31026,32,-0.0388,37,0.20338,33,0.03349
ENSG00000126070,AGO3,9,-0.5706,23,0.94496,12,-0.0969,9,-0.4866,15,0.29462
ENSG00000116863,ADPRHL2,12,-1.1814,29,0.32388,27,0.26421,30,0.34221,29,0.28256
ENSG00000054116,TRAPPC3,67,0.05228,68,0.06378,72,0.24239,61,-0.1169,42,-0.6832
ENSG00000116871,MAP7D1,192,-0.1512,129,-0.7625,232,0.25709,266,0.41548,189,-0.1534
ENSG00000054118,THRAP3,47,-0.2980,51,-0.1260,59,0.14211,67,0.31093,54,-0.0392
ENSG00000196182,STK40,23,-0.0790,21,-0.1588,26,0.25066,19,-0.3214,24,0.03368
ENSG00000181817,LSM10,75,0.39205,49,-0.3702,61,-0.0069,56,-0.1576,53,-0.2270
ENSG00000116885,OSCP1,20,-0.2631,21,-0.1769,31,0.68441,12,-0.9765,21,-0.1818
ENSG00000116898,MRPS15,79,0.41367,74,0.24815,56,-0.2939,43,-0.6421,69,0.12763
ENSG00000163873,GRIK3,23,-0.0502,59,1.64957,22,-0.1630,3,-3.1183,15,-0.6795
ENSG00000163875,MEAF6,134,0.19603,118,-0.0363,141,0.37947,70,-0.8685,87,-0.5222
ENSG00000134697,GNL2,12,-0.5899,16,-0.1125,16,-0.1556,30,1.01107,17,0.04382
ENSG00000116922,C1orf109,16,-0.0310,15,-0.0924,22,0.79548,6,-1.5416,10,-0.7371
