Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000131759,RARA,5,-0.9828,7,-0.5170,27,1.56034,9,-0.2569,14,0.46684,5,-0.9551,10,-0.0605,9,-0.1495,7,-0.5661,11,0.04282
ENSG00000141753,IGFBP4,8,-1.3392,16,-0.2671,79,2.57291,9,-1.0860,10,-1.0172,14,-0.4601,11,-0.8013,4,-2.4281,30,0.72684,24,0.39846
ENSG00000073584,SMARCE1,67,0.86993,41,0.07019,35,-0.1698,47,0.29424,22,-0.9092,32,-0.3018,51,0.42378,36,-0.1510,34,-0.2076,30,-0.4257
ENSG00000213424,KRT222,7,-2.9483,65,0.23702,53,-0.0843,45,-0.3300,79,0.55073,72,0.40782,86,0.69883,73,0.46785,23,-1.3453,40,-0.5389
ENSG00000186395,KRT10,95,0.66278,62,-0.0157,78,0.34167,68,0.11809,53,-0.2664,60,-0.0853,58,-0.1154,47,-0.5053,63,-0.0010,62,-0.0278
ENSG00000128422,KRT17,8,-3.1003,0,-6.8307,0,-7.7164,16,-2.1649,7,-3.3561,425,3.59345,254,2.28108,15,-2.4397,27,-1.4510,5,-3.8216
ENSG00000173812,EIF1,1032,0.53047,738,-0.0115,755,0.02521,798,0.11246,633,-0.2516,649,-0.2138,782,0.08184,698,-0.1093,754,0.02223,638,-0.2405
ENSG00000173801,JUP,41,2.23193,2,-2.6139,2,-2.1001,7,-0.7494,3,-1.6969,12,0.09523,17,0.64856,7,-0.8319,19,0.77204,8,-0.4873
ENSG00000141696,P3H4,15,0.50622,12,0.20115,10,-0.0559,5,-0.9616,8,-0.4546,9,-0.2835,15,0.52896,9,-0.2213,12,0.19085,12,0.20511
ENSG00000141698,NT5C3B,22,-1.9226,107,0.47461,94,0.26283,79,-0.0234,78,-0.0325,86,0.11631,116,0.60973,84,0.09180,58,-0.4856,69,-0.2372
ENSG00000131473,ACLY,37,-0.5863,71,0.43150,32,-0.7931,69,0.38341,42,-0.3911,54,-0.0053,56,0.04725,72,0.52027,53,-0.0323,37,-0.5750
ENSG00000173786,CNP,2732,4.40019,69,-2.5163,77,-2.3412,120,-1.6949,49,-2.9978,380,0.05996,212,-0.8443,66,-2.7128,181,-1.0828,70,-2.4883
ENSG00000168259,DNAJC7,56,-0.9346,99,-0.0703,108,0.06993,109,0.08107,122,0.26293,110,0.09031,118,0.20930,121,0.27768,99,-0.0740,76,-0.4845
ENSG00000168256,NKIRAS2,14,0.33120,20,0.86869,14,0.28870,7,-0.6588,5,-1.1636,19,0.75840,10,-0.2328,7,-0.7945,14,0.28605,10,-0.2545
ENSG00000108771,DHX58,11,0.18855,15,0.61029,13,0.44172,8,-0.3479,10,0.06430,12,0.29260,9,-0.2022,9,-0.0856,8,-0.2896,4,-1.2516
ENSG00000108773,KAT2A,25,-0.4493,37,0.16093,33,-0.0246,30,-0.1816,44,0.43773,50,0.66737,37,0.17451,38,0.21987,15,-1.1667,20,-0.7900
ENSG00000108774,RAB5C,85,-0.3250,154,0.63016,92,-0.1956,120,0.22134,111,0.09241,103,-0.0221,126,0.30144,91,-0.2476,112,0.10706,65,-0.7335
ENSG00000167925,GHDC,16,0.26541,11,-0.2794,6,-1.2379,18,0.45844,16,0.27523,8,-0.8399,13,-0.0838,18,0.47654,16,0.22312,10,-0.4704
ENSG00000173757,STAT5B,28,0.02197,20,-0.4494,15,-0.9387,27,-0.0444,26,-0.0739,51,1.02708,29,0.09846,26,-0.0591,26,-0.0817,26,-0.0746
ENSG00000168610,STAT3,52,0.68120,32,-0.0918,27,-0.3786,24,-0.5205,28,-0.3067,58,0.84393,38,0.15542,29,-0.3025,38,0.18226,21,-0.7083
ENSG00000033627,ATP6V0A1,86,-1.8291,238,-0.2936,313,0.14260,314,0.14418,249,-0.2237,253,-0.1932,415,0.59911,439,0.79603,207,-0.5097,200,-0.5637
ENSG00000266962,AC067852.2,11,-0.3510,18,0.45561,13,-0.0286,14,0.06973,14,0.11575,13,-0.0881,14,0.06656,13,-0.0344,12,-0.1497,12,-0.1453
ENSG00000068120,COASY,33,0.10749,36,0.26185,28,-0.1329,35,0.18395,25,-0.2920,43,0.52736,22,-0.5134,30,-0.0280,26,-0.2367,29,-0.0883
ENSG00000108788,MLX,10,-0.8103,23,0.41492,22,0.30059,21,0.28482,14,-0.3979,28,0.70787,20,0.16864,17,-0.0972,10,-0.8679,14,-0.3189
ENSG00000141699,RETREG3,18,-0.1751,16,-0.4140,24,0.24251,20,-0.0292,22,0.11622,14,-0.6076,27,0.42117,25,0.31903,22,0.06131,15,-0.5295
ENSG00000131462,TUBG1,15,-1.3308,46,0.41072,47,0.45565,36,0.02819,23,-0.6894,38,0.09628,43,0.31896,48,0.55691,19,-0.9483,27,-0.4148
ENSG00000037042,TUBG2,54,-0.6395,86,0.07461,80,-0.0298,85,0.05790,71,-0.2245,91,0.17151,98,0.28245,102,0.39851,52,-0.7044,79,-0.0510
ENSG00000108797,CNTNAP1,17,-2.9809,134,0.06895,113,-0.1964,103,-0.3506,132,0.04782,158,0.33043,207,0.77249,179,0.60710,102,-0.3644,89,-0.5647
ENSG00000108799,EZH1,26,-0.1341,30,0.05173,33,0.19301,21,-0.5232,25,-0.2186,20,-0.5914,36,0.36395,43,0.74926,23,-0.3410,17,-0.7974
ENSG00000131477,RAMP2,13,0.08270,9,-0.4604,8,-0.6816,13,0.07345,14,0.19460,25,1.15400,5,-1.1730,6,-1.2003,31,1.51893,6,-1.1026
ENSG00000131475,VPS25,19,-0.7729,44,0.51981,30,-0.0901,36,0.18802,31,-0.0471,24,-0.4277,32,-0.0040,36,0.24653,29,-0.1327,32,-0.0012
ENSG00000183978,COA3,106,-0.3910,172,0.37843,173,0.38496,146,0.10963,119,-0.2129,138,0.01989,149,0.14215,126,-0.1338,137,0.01866,104,-0.4110
ENSG00000126581,BECN1,37,-0.8222,71,0.20106,49,-0.3804,67,0.10258,55,-0.2197,65,0.05949,93,0.63289,81,0.44995,40,-0.7002,53,-0.2713
ENSG00000131467,PSME3,34,-0.5948,62,0.35514,58,0.25274,46,-0.1329,35,-0.5451,60,0.28219,46,-0.1264,63,0.41538,37,-0.4420,44,-0.1859
ENSG00000266967,AARSD1,31,-0.9849,55,-0.0945,86,0.61609,55,-0.0945,53,-0.1405,76,0.41374,58,-0.0083,77,0.49316,37,-0.6829,38,-0.6559
ENSG00000198863,RUNDC1,11,-1.5462,54,0.92202,32,0.09052,20,-0.6544,34,0.17453,32,0.06155,37,0.32239,44,0.64280,13,-1.2370,15,-1.0429
ENSG00000131469,RPL27,950,0.64272,620,-0.0473,583,-0.1454,741,0.23511,571,-0.1768,478,-0.4556,633,-0.0152,536,-0.3043,747,0.24987,636,-0.0081
ENSG00000108828,VAT1,43,0.85597,26,0.01527,15,-0.8103,19,-0.4414,13,-1.0355,26,0.04388,36,0.52803,31,0.35869,25,-0.0536,16,-0.7320
ENSG00000108830,RND2,36,0.70900,11,-1.1374,10,-1.3146,30,0.43668,35,0.68454,33,0.56806,20,-0.2187,9,-1.5038,32,0.51288,29,0.36244
ENSG00000267002,AC060780.1,9,-0.3423,11,-0.0896,16,0.45892,12,0.02555,12,0.02151,14,0.29713,10,-0.2175,13,0.08990,8,-0.6404,12,0.07732
ENSG00000188554,NBR1,137,0.99517,66,-0.1938,70,-0.1040,55,-0.4658,58,-0.3851,81,0.13695,97,0.41644,63,-0.2824,79,0.08325,51,-0.5837
ENSG00000175906,ARL4D,3,-2.9347,34,0.55986,19,-0.3387,19,-0.3275,21,-0.2133,36,0.65373,52,1.28367,29,0.34523,12,-1.0009,8,-1.5669
ENSG00000067596,DHX8,15,0.13321,13,-0.1298,15,0.19473,8,-0.7680,13,-0.0285,11,-0.3391,11,-0.3793,21,0.73535,14,0.05945,9,-0.6245
ENSG00000108861,DUSP3,29,-2.0819,197,0.86878,92,-0.3566,105,-0.1591,141,0.31606,81,-0.5539,163,0.55148,145,0.40142,70,-0.7757,106,-0.1347
ENSG00000108852,MPP2,58,0.04484,71,0.35299,45,-0.3397,50,-0.2056,56,-0.0291,53,-0.1166,71,0.35590,74,0.48373,35,-0.7535,37,-0.6480
ENSG00000091947,TMEM101,27,0.58054,15,-0.3352,13,-0.5308,18,-0.1153,25,0.46111,23,0.32971,10,-0.9503,22,0.25403,20,0.08583,12,-0.6494
ENSG00000161654,LSM12,18,-0.4476,30,0.31077,17,-0.5658,24,-0.0241,23,-0.1228,32,0.38801,19,-0.3990,33,0.52974,17,-0.5361,25,-0.0019
ENSG00000141349,G6PC3,52,0.45664,34,-0.2118,34,-0.1997,31,-0.3318,38,-0.0442,57,0.61628,41,0.08686,24,-0.8227,68,0.91009,25,-0.6733
ENSG00000108840,HDAC5,111,0.20469,72,-0.4658,59,-0.7882,149,0.68226,92,-0.0947,88,-0.1612,102,0.06677,85,-0.2436,121,0.34434,111,0.19843
ENSG00000168591,TMUB2,34,-0.2398,42,0.08027,47,0.25237,30,-0.4479,37,-0.1179,36,-0.1364,49,0.34507,49,0.36340,43,0.12514,22,-0.9122
ENSG00000087152,ATXN7L3,35,-1.4176,77,-0.2145,69,-0.3923,79,-0.1675,152,0.89358,71,-0.3376,89,0.01465,135,0.78753,55,-0.7379,74,-0.2725
ENSG00000108312,UBTF,57,-0.1675,70,0.15824,47,-0.4580,55,-0.2037,87,0.51280,63,0.00501,77,0.33085,65,0.05675,53,-0.2669,54,-0.2443
ENSG00000108309,RUNDC3A,65,-2.3581,344,0.16052,425,0.50313,352,0.19612,402,0.40955,184,-0.8129,365,0.25479,378,0.34824,227,-0.4960,305,-0.0338
ENSG00000013306,SLC25A39,40,0.30245,49,0.62874,26,-0.3666,35,0.06808,26,-0.3569,39,0.26116,30,-0.1802,33,-0.0023,32,-0.0789,22,-0.6265
ENSG00000030582,GRN,73,0.58710,50,-0.0176,36,-0.5074,25,-1.0968,35,-0.5593,57,0.18546,50,-0.0165,62,0.35872,72,0.57233,34,-0.5904
ENSG00000161682,FAM171A2,22,-1.4937,51,-0.2263,41,-0.5474,71,0.31098,74,0.38316,62,0.09909,66,0.19958,86,0.71494,36,-0.7322,47,-0.3365
ENSG00000186566,GPATCH8,43,0.90713,18,-0.4434,16,-0.6874,19,-0.3834,35,0.58615,21,-0.2136,24,-0.0293,22,-0.1944,28,0.21733,21,-0.2414
ENSG00000180329,CCDC43,37,0.58237,22,-0.2637,33,0.41473,27,0.08226,41,0.72990,18,-0.5223,18,-0.5673,24,-0.1247,16,-0.7406,23,-0.1404
ENSG00000073670,ADAM11,2,-4.3683,56,0.30738,45,-0.0380,23,-1.0813,57,0.33312,46,-0.0031,97,1.22797,67,0.68453,14,-1.7364,34,-0.4895
ENSG00000131097,HIGD1B,13,0.13174,8,-0.6818,8,-0.5932,21,0.87006,9,-0.5049,6,-1.1115,3,-2.0596,7,-0.9979,45,2.24200,10,-0.3850
ENSG00000108883,EFTUD2,17,-1.5683,66,0.55008,45,-0.0784,30,-0.6972,45,-0.0706,59,0.36550,63,0.46000,66,0.62636,38,-0.3270,22,-1.1259
ENSG00000131095,GFAP,7411,4.75084,67,-3.9114,138,-2.8568,100,-3.3229,25,-5.3241,315,-1.6401,147,-2.7658,40,-4.7830,1621,0.92471,255,-1.9577
ENSG00000131094,C1QL1,38,0.06746,27,-0.4658,30,-0.2949,77,1.21469,45,0.30556,62,0.84639,13,-1.5805,16,-1.3764,41,0.17136,40,0.13739
ENSG00000172992,DCAKD,30,0.19574,13,-1.0811,17,-0.6764,24,-0.1416,25,-0.0778,33,0.35421,35,0.41164,25,-0.0995,41,0.66701,25,-0.1248
ENSG00000136448,NMT1,73,-0.6589,132,0.27453,63,-0.8869,100,-0.1644,97,-0.2207,159,0.56916,137,0.33054,157,0.63402,81,-0.5051,70,-0.7226
ENSG00000161714,PLCD3,78,2.04922,19,-0.3836,12,-1.0856,12,-1.0418,13,-0.8957,16,-0.6470,13,-0.9425,15,-0.7759,44,0.96278,28,0.25009
ENSG00000181513,ACBD4,6,-0.4581,8,0.02045,3,-1.4419,7,-0.1405,5,-0.6677,4,-0.7665,7,-0.1992,8,0.12046,15,1.11334,13,0.86522
ENSG00000186834,HEXIM1,19,-1.4817,58,0.21164,31,-0.7402,55,0.13430,62,0.31596,70,0.51016,82,0.76840,51,-0.0129,35,-0.5831,46,-0.1573
ENSG00000168517,HEXIM2,6,-0.7219,10,-0.0556,10,-0.0328,12,0.22460,8,-0.2989,12,0.29772,8,-0.3988,15,0.78020,4,-1.3542,10,0.02594
ENSG00000184922,FMNL1,6,-2.2571,35,0.38106,53,1.08377,22,-0.3462,25,-0.1309,16,-0.7843,19,-0.5583,43,0.82023,13,-1.0670,26,-0.0702
ENSG00000225190,PLEKHM1,16,0.35392,11,-0.1372,9,-0.4844,13,0.11788,16,0.41603,14,0.17218,14,0.15934,15,0.32559,5,-1.3540,9,-0.5529
ENSG00000120088,CRHR1,0,-7.4641,17,1.32733,17,1.36474,7,-0.0454,6,-0.2679,1,-2.8024,3,-1.0763,12,0.86541,1,-2.5860,5,-0.5233
ENSG00000186868,MAPT,156,-1.0532,296,-0.0711,261,-0.2668,290,-0.1029,354,0.21349,372,0.29243,462,0.64978,429,0.60143,179,-0.8474,176,-0.8732
ENSG00000120071,KANSL1,45,0.42395,41,0.26219,27,-0.3456,19,-0.9255,26,-0.4084,37,0.11700,53,0.68468,35,0.04436,35,0.03790,25,-0.5072
ENSG00000214401,KANSL1-AS1,32,0.96921,9,-1.0575,20,0.18203,19,0.13468,17,-0.0464,22,0.38319,9,-0.9268,9,-1.1283,31,0.93731,16,-0.1438
ENSG00000073969,NSF,53,-3.2657,618,0.43783,524,0.16953,382,-0.3290,444,-0.0918,372,-0.3711,695,0.63068,833,1.09182,170,-1.5604,258,-0.9336
ENSG00000108379,WNT3,6,-1.1846,26,1.04884,21,0.66738,27,1.11490,17,0.32139,7,-0.9437,4,-1.6092,7,-0.9911,7,-0.8679,19,0.53595
ENSG00000108433,GOSR2,36,-0.2375,44,0.07432,56,0.46003,33,-0.3405,36,-0.2496,48,0.22462,42,0.01039,39,-0.1240,47,0.20549,39,-0.0885
ENSG00000179673,RPRML,3,-3.9768,32,-0.5361,33,-0.4704,33,-0.4607,35,-0.3930,137,1.92013,81,0.95827,46,0.04543,23,-1.0366,26,-0.8348
ENSG00000262879,AC005670.3,17,1.04003,7,-0.3367,6,-0.6707,10,0.22971,7,-0.3916,4,-1.1779,5,-0.8663,10,0.13188,12,0.47846,11,0.28720
ENSG00000004897,CDC27,25,-1.0695,38,-0.4272,34,-0.6074,42,-0.2866,49,-0.0266,58,0.22035,74,0.63293,81,0.90641,36,-0.5230,33,-0.6264
ENSG00000141279,NPEPPS,88,-0.8121,129,-0.2198,128,-0.2296,137,-0.1205,145,-0.0302,201,0.49102,212,0.58174,200,0.54531,95,-0.6837,95,-0.6960
ENSG00000108424,KPNB1,126,0.00958,100,-0.3443,109,-0.2207,142,0.20024,111,-0.1855,130,0.06646,124,-0.0203,171,0.57507,112,-0.1723,79,-0.7035
ENSG00000198933,TBKBP1,9,-0.7650,14,-0.0992,10,-0.6503,11,-0.5411,14,-0.1608,22,0.60516,23,0.68237,16,0.13764,18,0.29241,13,-0.2640
ENSG00000159111,MRPL10,33,-0.3191,34,-0.2625,41,0.01467,29,-0.5060,38,-0.1132,39,-0.0468,63,0.69936,47,0.24911,39,-0.0690,37,-0.1481
ENSG00000141295,SCRN2,16,0.47486,13,0.18198,12,-0.0344,10,-0.3423,10,-0.2045,7,-0.8812,12,0.00232,11,-0.0663,19,0.69373,10,-0.2546
ENSG00000264920,AC018521.5,23,-0.3190,29,0.08030,23,-0.2712,43,0.70218,28,0.03539,26,-0.1229,18,-0.6613,31,0.18035,15,-0.9177,39,0.52461
ENSG00000167182,SP2,16,0.79644,12,0.36324,10,-0.0272,11,0.20091,8,-0.2496,6,-0.7893,7,-0.3910,9,-0.2003,13,0.47913,6,-0.6980
ENSG00000108439,PNPO,26,-0.4423,12,-1.5653,15,-1.2363,33,-0.1076,34,-0.0385,34,-0.0656,55,0.71406,42,0.32483,61,0.91123,31,-0.1971
ENSG00000108465,CDK5RAP3,45,0.76248,16,-0.8456,26,-0.1211,29,0.04328,25,-0.1684,33,0.24225,23,-0.3471,29,0.05010,38,0.46195,17,-0.7491
ENSG00000082641,NFE2L1,68,-0.8872,100,-0.3113,98,-0.3325,115,-0.0812,111,-0.1429,184,0.67093,170,0.54451,162,0.52714,80,-0.6448,85,-0.5519
ENSG00000108468,CBX1,69,0.00201,33,-1.1056,48,-0.5643,73,0.09638,65,-0.0826,95,0.51732,64,-0.1030,83,0.33477,81,0.27053,61,-0.1738
ENSG00000002919,SNX11,12,-0.2364,14,0.03783,11,-0.3120,14,0.01137,13,-0.0693,14,0.01218,24,0.85866,15,0.16013,7,-1.0445,13,-0.1012
ENSG00000136436,CALCOCO2,54,1.56268,15,-0.5000,11,-0.9794,17,-0.3568,10,-1.0828,19,-0.1973,32,0.64252,13,-0.8197,33,0.70454,17,-0.3458
ENSG00000159199,ATP5MC1,126,-0.9753,322,0.49210,245,0.05489,178,-0.4451,278,0.25586,198,-0.2793,242,0.03193,307,0.47114,185,-0.3883,218,-0.1298
ENSG00000159202,UBE2Z,75,-0.5201,92,-0.1980,92,-0.2110,80,-0.4105,142,0.49245,131,0.35596,136,0.42094,140,0.52464,61,-0.8387,63,-0.7787
ENSG00000159210,SNF8,42,-0.2931,68,0.49611,41,-0.2988,54,0.11995,67,0.46410,39,-0.3831,46,-0.1463,49,-0.0277,45,-0.1640,51,0.01064
ENSG00000198740,ZNF652,52,2.01650,4,-1.9495,4,-1.9411,18,0.14932,16,0.03481,9,-0.9117,14,-0.2122,9,-0.9155,28,0.92368,13,-0.3277
ENSG00000167085,PHB,81,0.07637,75,-0.0399,61,-0.3565,85,0.15603,54,-0.5379,98,0.37767,60,-0.3994,97,0.41057,71,-0.1201,69,-0.1801
ENSG00000182575,NXPH3,29,0.40947,0,-5.1388,0,-8.8516,3,-2.8902,3,-2.9482,126,3.36412,53,1.45592,3,-2.8488,20,-0.1752,4,-2.3122
ENSG00000121067,SPOP,99,0.16743,77,-0.2356,58,-0.6795,48,-0.9499,57,-0.6883,220,1.51723,130,0.60682,82,-0.1492,72,-0.3426,59,-0.6579
ENSG00000121073,SLC35B1,37,-0.3137,64,0.58288,51,0.19943,31,-0.5695,33,-0.4894,47,0.05742,48,0.09323,55,0.35906,45,0.00015,29,-0.6662
ENSG00000136504,KAT7,32,-0.5679,53,0.23907,38,-0.2639,44,-0.0541,42,-0.1337,51,0.18897,55,0.29860,54,0.29844,44,-0.0525,34,-0.4424
ENSG00000005884,ITGA3,2,-2.5998,21,0.72119,26,1.09113,10,-0.3377,17,0.39422,12,-0.1804,11,-0.2835,12,-0.1208,10,-0.3827,11,-0.2171
ENSG00000005882,PDK2,47,-1.1135,106,0.13851,155,0.75976,93,-0.0660,109,0.18820,76,-0.3692,125,0.41480,108,0.19941,69,-0.5322,69,-0.5262
ENSG00000167100,SAMD14,5,-2.1570,22,-0.0939,27,0.19467,20,-0.2831,24,0.01384,37,0.71388,27,0.19125,17,-0.5276,34,0.59067,30,0.36687
ENSG00000108819,PPP1R9B,57,-0.4265,74,-0.0228,51,-0.5969,112,0.64693,66,-0.2029,59,-0.3782,83,0.17450,68,-0.1704,82,0.14428,104,0.53474
ENSG00000015532,XYLT2,4,-0.9252,14,0.76781,8,-0.0199,6,-0.4223,14,0.75918,9,0.13298,5,-0.7338,6,-0.5091,12,0.53631,8,-0.1389
ENSG00000108826,MRPL27,66,-0.2597,91,0.23993,70,-0.1582,115,0.62917,59,-0.4270,95,0.31933,56,-0.5191,81,0.06182,71,-0.1461,72,-0.1145
ENSG00000108829,LRRC59,25,-0.4589,36,0.11706,41,0.29472,37,0.14165,44,0.42992,27,-0.3263,28,-0.2842,42,0.40351,21,-0.7392,27,-0.3326
ENSG00000136444,RSAD1,19,0.29252,12,-0.4282,18,0.16888,11,-0.5852,14,-0.2166,22,0.49113,17,0.11120,18,0.22190,10,-0.6720,17,0.04168
ENSG00000006282,SPATA20,18,-0.9181,28,-0.2364,28,-0.1887,61,1.04676,41,0.40429,18,-0.9050,24,-0.4636,32,-0.0152,37,0.22083,35,0.14895
ENSG00000006283,CACNA1G,0,-8.5499,29,0.94999,26,0.77912,13,-0.3956,18,0.13685,21,0.42934,18,0.15958,14,-0.1930,11,-0.5222,13,-0.3098
ENSG00000154945,ANKRD40,265,2.59733,36,-0.8744,22,-1.5893,72,0.19845,37,-0.8268,69,0.13501,57,-0.1708,29,-1.2628,53,-0.2842,29,-1.2030
ENSG00000108848,LUC7L3,207,1.06560,67,-0.7481,58,-0.9591,104,-0.0641,172,0.75462,111,0.04051,134,0.33419,81,-0.5039,110,0.02181,68,-0.7183
ENSG00000141232,TOB1,64,1.22565,31,0.03724,38,0.34234,19,-0.7020,19,-0.6937,40,0.45112,32,0.10377,17,-0.9750,42,0.50824,15,-1.0735
ENSG00000008294,SPAG9,202,1.19064,81,-0.3100,52,-0.9940,81,-0.2963,108,0.14055,93,-0.0878,103,0.06642,78,-0.4048,138,0.54210,71,-0.5124
ENSG00000239672,NME1,47,-1.5753,134,0.00650,150,0.18795,128,-0.0642,130,-0.0389,127,-0.0752,133,-0.0048,197,0.71923,107,-0.3420,117,-0.2076
ENSG00000243678,NME2,283,-0.0868,412,0.51599,330,0.15293,331,0.15731,276,-0.1291,227,-0.4300,294,-0.0315,290,-0.0535,255,-0.2551,306,0.03242
ENSG00000011260,UTP18,26,-0.5082,46,0.35229,40,0.14513,34,-0.1279,44,0.29043,40,0.16194,41,0.17824,43,0.30301,23,-0.7328,22,-0.7942
ENSG00000154975,CA10,15,-2.2847,231,2.12693,171,1.53619,40,-0.8403,59,-0.2424,12,-2.5995,29,-1.3077,67,-0.0548,16,-2.1795,51,-0.4698
ENSG00000141198,TOM1L1,0,-6.2886,13,0.86925,13,0.82376,5,-0.7142,7,-0.1295,4,-0.9663,8,0.11405,9,0.30549,6,-0.3154,10,0.39883
ENSG00000166260,COX11,36,-0.7024,90,0.73280,43,-0.4255,53,-0.1277,68,0.27581,54,-0.0892,55,-0.0581,64,0.21479,60,0.07960,40,-0.5411
ENSG00000108924,HLF,19,-2.9686,154,0.16342,169,0.31192,175,0.36877,179,0.40743,133,-0.0685,174,0.35968,175,0.41762,89,-0.6973,87,-0.7254
ENSG00000108960,MMD,22,-2.4476,144,0.41605,140,0.36756,65,-0.8385,85,-0.4159,202,0.97901,216,1.09029,97,-0.2442,68,-0.7728,90,-0.3265
ENSG00000153933,DGKE,11,-1.2600,30,0.18109,20,-0.4233,26,-0.0410,30,0.18641,32,0.30714,45,0.86218,28,0.11236,17,-0.6746,24,-0.1748
ENSG00000121058,COIL,16,-0.0098,24,0.64559,10,-0.6256,26,0.79242,23,0.55952,18,0.15797,12,-0.4250,14,-0.2530,10,-0.6607,9,-0.8935
ENSG00000121064,SCPEP1,16,-0.5392,29,0.35844,29,0.38552,11,-1.0695,19,-0.3295,32,0.51137,27,0.22782,36,0.80953,12,-0.9449,7,-1.7968
ENSG00000121057,AKAP1,35,0.16653,38,0.31857,39,0.36494,31,0.01598,32,0.04590,17,-0.8798,23,-0.4367,29,-0.1033,44,0.55860,23,-0.4412
ENSG00000153944,MSI2,59,0.37553,35,-0.4568,34,-0.5067,30,-0.6956,40,-0.2334,71,0.67969,26,-0.8710,18,-1.5354,134,1.81009,48,0.05695
ENSG00000181610,MRPS23,47,-0.6205,106,0.64376,67,-0.0972,82,0.22197,73,0.03708,88,0.33992,68,-0.0662,78,0.15922,34,-1.1203,61,-0.2317
ENSG00000180891,CUEDC1,56,2.21918,7,-1.2609,10,-0.6069,9,-0.8224,11,-0.5159,17,0.08471,10,-0.6925,5,-1.7514,31,1.09558,12,-0.4185
ENSG00000136451,VEZF1,73,2.51362,7,-1.3037,6,-1.5308,10,-0.8815,6,-1.5185,15,-0.3007,24,0.44514,7,-1.3775,28,0.72087,12,-0.5552
ENSG00000136450,SRSF1,70,0.41131,65,0.27318,68,0.34685,61,0.18279,30,-0.9350,55,0.00652,54,-0.0138,55,0.02164,56,0.03354,31,-0.8657
ENSG00000264364,DYNLL2,216,-0.5227,298,-0.0188,262,-0.2217,355,0.25847,364,0.30167,275,-0.1438,353,0.24957,356,0.29936,218,-0.5092,265,-0.2035
ENSG00000005379,TSPOAP1,19,-1.2493,36,-0.2641,47,0.11669,51,0.27518,52,0.29829,41,-0.0770,48,0.17620,42,-0.0465,47,0.12418,50,0.21563
ENSG00000213246,SUPT4H1,54,-0.5023,80,0.10272,70,-0.1102,60,-0.3523,68,-0.1680,121,0.77556,64,-0.2486,89,0.30629,61,-0.3160,70,-0.1207
ENSG00000108389,MTMR4,17,-0.9327,36,0.19273,30,-0.0967,40,0.35096,40,0.34130,18,-0.8440,49,0.66568,44,0.58439,10,-1.7402,24,-0.4568
ENSG00000108387,SEPTIN4,1576,4.30567,24,-3.2505,16,-3.8567,72,-1.6680,48,-2.2559,184,-0.2450,177,-0.3096,47,-2.4238,122,-0.8837,56,-2.0284
ENSG00000108384,RAD51C,14,-1.5407,43,0.16793,45,0.23548,31,-0.3276,42,0.10894,30,-0.4159,47,0.29337,56,0.64972,28,-0.5009,37,-0.0900
ENSG00000175175,PPM1E,4,-2.9223,27,-0.2208,33,0.05994,22,-0.5336,31,0.00875,85,1.69454,49,0.71535,27,-0.2601,23,-0.4732,16,-0.9798
ENSG00000108395,TRIM37,20,-2.8240,134,0.03997,109,-0.2893,133,0.02544,129,-0.0161,192,0.62465,142,0.13097,207,0.85983,77,-0.8152,88,-0.6124
ENSG00000182628,SKA2,48,0.68405,31,-0.0204,22,-0.5549,37,0.26194,27,-0.2153,30,-0.0652,22,-0.5624,19,-0.8180,63,1.16263,26,-0.2775
ENSG00000167447,SMG8,11,-0.2384,13,0.04268,16,0.42052,7,-0.8903,6,-1.0484,13,0.08026,22,0.89063,15,0.30475,14,0.22847,5,-1.2308
ENSG00000153982,GDPD1,23,-0.3692,30,-0.0005,32,0.13362,26,-0.1922,46,0.70308,25,-0.2765,33,0.18889,38,0.44663,14,-1.1027,20,-0.5876
ENSG00000175155,YPEL2,59,0.72455,27,-0.5125,23,-0.7213,38,0.03549,34,-0.1492,42,0.18675,58,0.70585,46,0.35437,19,-0.9932,20,-0.9776
ENSG00000265313,LINC01476,0,-8.2564,35,1.60559,27,1.17294,14,0.13524,18,0.51879,2,-2.8230,2,-2.3909,16,0.30510,5,-1.3523,10,-0.3587
ENSG00000108406,DHX40,18,-0.2300,23,0.12284,25,0.25650,18,-0.2761,23,0.09365,29,0.48313,21,-0.0505,20,-0.0895,23,0.13613,14,-0.6131
ENSG00000141367,CLTC,183,-1.4164,658,0.57329,490,0.09446,317,-0.5866,448,-0.0482,458,-0.0132,641,0.52849,664,0.66980,283,-0.7623,275,-0.8027
ENSG00000141378,PTRH2,20,-0.1137,28,0.41472,14,-0.6659,14,-0.6822,22,0.02760,17,-0.3753,23,0.07754,32,0.71418,23,0.09736,13,-0.7401
ENSG00000062716,VMP1,51,-0.3342,87,0.52161,85,0.47735,53,-0.2498,50,-0.3590,47,-0.4645,81,0.40605,78,0.38323,50,-0.3606,32,-1.0093
