Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000159363,ATP13A2,128,0.00080,68,-0.9924,142,0.33549
ENSG00000117118,SDHB,83,0.16423,84,0.14247,71,-0.2211
ENSG00000117115,PADI2,32,-0.9828,72,0.54718,62,0.55149
ENSG00000117154,IGSF21,73,0.46015,70,0.24084,49,-0.5646
ENSG00000159423,ALDH4A1,47,-0.8149,46,-0.6643,93,0.97624
ENSG00000127463,EMC1,29,0.07560,33,0.26269,27,-0.1946
ENSG00000053372,MRTO4,47,0.13938,21,-1.2087,49,0.25391
ENSG00000053371,AKR7A2,58,-0.5968,69,-0.1754,93,0.60707
ENSG00000077549,CAPZB,343,0.83785,169,-0.6225,198,-0.5993
ENSG00000173436,MICOS10,261,-0.6633,368,0.05601,424,0.56059
ENSG00000158747,NBL1,239,0.10177,342,0.68538,193,-0.4567
ENSG00000162545,CAMK2N1,1352,0.26108,819,-0.6304,1206,-0.0159
ENSG00000158828,PINK1,303,-0.3956,278,-0.4299,429,0.53041
ENSG00000127483,HP1BP3,178,0.15111,159,-0.0818,161,-0.1084
ENSG00000075151,EIF4G3,180,0.60503,118,-0.2913,118,-0.4756
ENSG00000117298,ECE1,27,-0.0834,66,1.51289,20,-0.9004
ENSG00000076864,RAP1GAP,213,1.17311,72,-1.0391,100,-0.8301
ENSG00000090686,USP48,40,0.31806,35,0.02501,31,-0.3176
ENSG00000070831,CDC42,223,0.46933,165,-0.1796,160,-0.3817
ENSG00000004487,KDM1A,71,0.86530,22,-1.2756,43,-0.4534
ENSG00000169641,LUZP1,70,0.66785,70,0.44619,37,-0.8991
ENSG00000125944,HNRNPR,98,0.01653,94,-0.0674,98,0.01347
ENSG00000117318,ID3,17,-1.7047,214,3.59608,17,-1.9012
ENSG00000142676,RPL11,331,-1.2120,1228,1.25578,652,0.23087
ENSG00000057757,PITHD1,139,0.60131,62,-0.9054,99,-0.2742
ENSG00000011009,LYPLA2,66,0.35173,36,-0.7299,55,-0.0746
ENSG00000189266,PNRC2,73,0.24218,102,0.75204,51,-0.6394
ENSG00000188529,SRSF10,55,0.24786,54,0.13711,44,-0.3001
ENSG00000001461,NIPAL3,51,0.24374,61,0.46398,38,-0.4654
ENSG00000133226,SRRM1,87,0.42687,114,0.77651,52,-0.8493
ENSG00000169504,CLIC4,27,-0.9235,153,2.47419,27,-1.1063
ENSG00000117614,SYF2,74,-0.0450,109,0.61737,68,-0.2747
ENSG00000117616,RSRP1,81,0.27864,90,0.37071,61,-0.4488
ENSG00000183726,TMEM50A,133,0.31138,121,0.06597,103,-0.3296
ENSG00000117643,MAN1C1,57,1.29706,24,-0.6336,23,-1.0885
ENSG00000162430,SELENON,72,0.03832,101,0.59103,63,-0.3381
ENSG00000117640,MTFR1L,95,0.27077,106,0.37295,72,-0.4421
ENSG00000117632,STMN1,762,0.91091,338,-0.7465,422,-0.6366
ENSG00000158008,EXTL1,79,0.46405,31,-1.1563,64,-0.0754
ENSG00000142684,ZNF593,51,0.23846,30,-0.6965,47,0.02611
ENSG00000142669,SH3BGRL3,232,-0.0713,174,-0.5118,261,0.26301
ENSG00000198830,HMGN2,95,-0.4378,205,0.97758,110,-0.1532
ENSG00000117713,ARID1A,95,0.66411,57,-0.3908,61,-0.4990
ENSG00000204160,ZDHHC18,60,1.16474,19,-1.1529,29,-0.7923
ENSG00000090273,NUDC,185,0.17172,156,-0.1532,166,-0.0988
ENSG00000253368,TRNP1,47,0.25975,18,-1.3357,44,0.16397
ENSG00000090020,SLC9A1,60,1.38056,27,-0.4798,22,-1.2405
ENSG00000142784,WDTC1,47,-0.3572,39,-0.5478,65,0.53699
ENSG00000186501,TMEM222,143,0.50028,102,-0.2304,101,-0.3926
ENSG00000158195,WASF2,32,-0.4951,70,0.97316,39,-0.1016
ENSG00000126705,AHDC1,97,0.86653,42,-0.8111,56,-0.5712
ENSG00000126709,IFI6,128,0.07540,155,0.37282,113,-0.2512
ENSG00000117758,STX12,93,0.04310,93,0.02661,90,-0.0522
ENSG00000117751,PPP1R8,49,0.75533,53,0.65385,23,-1.1321
ENSG00000117748,RPA2,48,0.20331,37,-0.2775,42,-0.0807
ENSG00000126698,DNAJC8,155,0.12743,146,-0.0134,141,-0.1149
ENSG00000130770,ATP5IF1,275,0.02589,163,-0.8189,297,0.26545
ENSG00000198492,YTHDF2,90,0.80702,31,-1.1731,56,-0.4167
ENSG00000116350,SRSF4,60,0.60360,37,-0.3985,40,-0.4342
ENSG00000116353,MECR,29,-0.3362,38,0.17267,37,0.22645
ENSG00000162512,SDC3,303,0.13059,214,-0.4718,293,0.05870
ENSG00000134644,PUM1,229,1.09718,84,-0.9380,112,-0.7770
ENSG00000121766,ZCCHC17,207,0.54478,100,-0.8145,152,-0.2422
ENSG00000121769,FABP3,169,0.98129,35,-1.8658,98,-0.4653
ENSG00000162517,PEF1,114,0.37441,53,-0.9737,96,-0.0306
ENSG00000084636,COL16A1,45,0.40213,45,0.27401,31,-0.5222
ENSG00000121753,ADGRB2,403,0.55242,180,-0.9271,299,-0.2193
ENSG00000184007,PTP4A2,193,0.00439,240,0.36620,181,-0.1803
ENSG00000121774,KHDRBS1,125,0.51544,93,-0.1531,86,-0.4392
ENSG00000025800,KPNA6,68,0.70736,33,-0.7227,44,-0.4333
ENSG00000160050,CCDC28B,20,-0.9836,21,-0.6467,44,1.11138
ENSG00000084623,EIF3I,128,0.15331,117,-0.0485,115,-0.1246
ENSG00000175130,MARCKSL1,236,-0.9847,399,0.07485,486,0.80862
ENSG00000160058,BSDC1,106,0.48035,73,-0.2968,77,-0.3468
ENSG00000176261,ZBTB8OS,44,-0.1826,50,0.07823,50,0.13352
ENSG00000162521,RBBP4,93,0.07864,82,-0.1367,89,-0.0165
ENSG00000162522,KIAA1522,43,-0.2365,38,-0.3575,54,0.36118
ENSG00000134684,YARS,93,0.49969,52,-0.6214,69,-0.2542
ENSG00000121905,HPCA,419,1.02193,111,-1.4808,230,-0.5724
ENSG00000121900,TMEM54,54,-0.4855,95,0.56438,71,0.14795
ENSG00000004455,AK2,27,-0.3984,53,0.80537,32,-0.0727
ENSG00000134686,PHC2,70,0.45509,48,-0.3005,52,-0.3201
ENSG00000163866,SMIM12,43,0.41337,36,-0.0236,32,-0.3911
ENSG00000116544,DLGAP3,141,-0.1018,142,-0.0696,154,0.12465
ENSG00000116560,SFPQ,154,0.04574,135,-0.1745,152,0.02990
ENSG00000146463,ZMYM4,47,0.23970,47,0.18642,37,-0.3157
ENSG00000142687,KIAA0319L,79,0.33234,57,-0.2975,64,-0.1992
ENSG00000020129,NCDN,773,1.20976,208,-1.3708,365,-0.7898
ENSG00000126067,PSMB2,130,0.54417,88,-0.2847,89,-0.4160
ENSG00000142686,C1orf216,152,1.31573,36,-1.5164,67,-0.8711
ENSG00000092847,AGO1,33,-0.3124,24,-0.7379,45,0.55701
ENSG00000054116,TRAPPC3,68,0.21167,45,-0.5296,62,-8.1862
ENSG00000116871,MAP7D1,216,0.39357,137,-0.4736,171,-0.1968
ENSG00000054118,THRAP3,73,0.50128,61,0.04867,49,-0.5131
ENSG00000181817,LSM10,39,-0.7283,40,-0.5358,72,0.85792
ENSG00000116898,MRPS15,74,0.50799,55,-0.1601,51,-0.4287
ENSG00000163875,MEAF6,130,0.95705,52,-0.8740,70,-0.6475
ENSG00000183317,EPHA10,46,0.94594,6,-2.4044,28,-0.3621
ENSG00000185090,MANEAL,47,0.54349,14,-1.5747,37,-0.0709
ENSG00000197982,C1orf122,249,-0.6483,336,-0.0089,404,0.57805
ENSG00000183431,SF3A3,45,0.48918,29,-0.3757,32,-0.3265
ENSG00000116954,RRAGC,43,-0.1419,50,0.13055,47,0.07233
ENSG00000174574,AKIRIN1,100,0.53992,61,-0.4365,70,-0.3560
ENSG00000168653,NDUFS5,424,-0.4594,499,-0.0797,604,0.44866
ENSG00000127603,MACF1,151,-0.0063,148,-0.0341,152,0.02077
ENSG00000090621,PABPC4,73,-0.1847,108,0.52758,77,-0.0939
ENSG00000116983,HPCAL4,494,0.38964,237,-0.9122,412,-0.0614
ENSG00000084072,PPIE,36,0.03828,56,0.75064,30,-0.4362
ENSG00000131236,CAP1,164,0.28188,131,-0.1721,135,-0.1983
ENSG00000131238,PPT1,143,0.05054,86,-0.7706,151,0.22834
ENSG00000084073,ZMPSTE24,47,0.06843,33,-0.5055,47,0.12930
ENSG00000084070,SMAP2,163,1.33739,46,-1.2427,69,-0.9537
ENSG00000117016,RIMS3,73,0.21498,58,-0.2299,64,-0.1103
ENSG00000066136,NFYC,51,0.55365,40,-0.0082,33,-0.5409
ENSG00000198815,FOXJ3,75,1.04751,40,-0.3572,35,-0.9181
ENSG00000177181,RIMKLA,45,0.81592,20,-0.8036,27,-0.5210
ENSG00000127125,PPCS,36,-0.6110,21,-1.2590,63,0.96747
ENSG00000065978,YBX1,99,-0.6937,278,1.24970,130,-0.1394
ENSG00000177868,SVBP,45,-0.2930,52,0.02188,56,0.25808
ENSG00000117394,SLC2A1,77,-0.9992,414,2.30782,88,-0.8624
ENSG00000117395,EBNA1BP2,49,0.18745,46,0.01205,43,-0.1839
ENSG00000178922,HYI,17,-1.1737,51,0.85422,37,0.49335
ENSG00000142949,PTPRF,277,0.59222,138,-0.7299,195,-0.3142
ENSG00000126091,ST3GAL3,60,0.15398,50,-0.1872,55,-0.0681
ENSG00000117408,IPO13,100,0.37951,78,-0.1554,77,-0.3015
ENSG00000117410,ATP6V0B,489,0.72566,232,-0.7399,312,-0.4469
ENSG00000117411,B4GALT2,111,-0.4041,115,-0.2450,155,0.46844
ENSG00000178028,DMAP1,74,0.73896,61,0.17436,40,-0.8249
ENSG00000117419,ERI3,243,0.37777,123,-0.8437,203,-0.0681
ENSG00000187147,RNF220,108,0.49656,78,-0.1966,76,-0.4023
ENSG00000142937,RPS8,740,-0.9848,2335,1.17962,1248,0.13211
ENSG00000126088,UROD,69,0.18677,63,-0.0173,60,-0.1703
ENSG00000117450,PRDX1,419,-0.3432,452,-0.1267,551,0.36666
ENSG00000117448,AKR1A1,39,-0.1450,59,0.58261,40,-0.1616
ENSG00000132780,NASP,36,0.21835,44,0.47394,28,-0.4458
ENSG00000159592,GPBP1L1,34,-0.0760,43,0.34793,34,-0.0957
ENSG00000085998,POMGNT1,84,0.07265,80,-0.0395,80,-0.0513
ENSG00000132128,LRRC41,82,0.69589,33,-0.9957,55,-0.3463
ENSG00000173660,UQCRH,406,-0.2405,332,-0.4970,517,0.41408
ENSG00000117480,FAAH,53,0.93321,33,-0.1789,26,-0.8678
ENSG00000079277,MKNK1,38,0.77352,16,-0.8290,23,-0.4701
ENSG00000123472,ATPAF1,152,-0.1357,143,-0.1925,173,0.20615
ENSG00000159658,EFCAB14,66,-0.5450,103,0.30955,96,0.33735
ENSG00000162368,CMPK1,96,0.01188,104,0.13207,93,-0.0709
ENSG00000162374,ELAVL4,252,0.97184,83,-1.1796,140,-0.5845
ENSG00000185104,FAF1,34,-0.0913,41,0.24814,35,-0.0308
ENSG00000123091,RNF11,482,0.21986,252,-0.8876,454,0.09803
ENSG00000085832,EPS15,142,0.00490,102,-0.5379,152,0.20011
ENSG00000078618,NRDC,97,0.62232,74,-0.0228,60,-0.6055
ENSG00000169213,RAB3B,245,0.53028,103,-1.0390,186,-0.1689
ENSG00000117862,TXNDC12,32,-0.3701,48,0.39044,40,0.14577
ENSG00000134717,BTF3L4,69,0.15079,55,-0.2573,64,-0.0378
ENSG00000157077,ZFYVE9,45,0.98398,37,0.29250,19,-1.1652
ENSG00000134748,PRPF38A,37,0.12083,37,0.10606,33,-0.1622
ENSG00000162378,ZYG11B,291,1.00553,116,-0.8612,152,-0.7020
ENSG00000116171,SCP2,94,-0.4159,160,0.57162,118,0.08458
ENSG00000162384,CZIB,52,-0.3972,79,0.39114,66,0.16881
ENSG00000157193,LRP8,38,-0.1789,42,0.02825,44,0.15267
ENSG00000081870,HSPB11,34,-0.1133,34,-0.0673,38,0.13424
ENSG00000116209,TMEM59,185,-0.0710,205,0.11729,192,0.01330
ENSG00000116221,MRPL37,55,0.38497,35,-0.4636,43,-0.1917
ENSG00000157216,SSBP3,241,0.64069,130,-0.5852,161,-0.4081
ENSG00000116133,DHCR24,264,1.54795,60,-1.4754,98,-1.1261
ENSG00000162402,USP24,38,-0.1334,38,-0.0984,43,0.16575
ENSG00000162407,PLPP3,197,-1.1327,251,-0.5072,478,1.18025
ENSG00000162409,PRKAA2,81,0.70490,38,-0.7583,52,-0.4202
ENSG00000177606,JUN,155,0.39006,205,0.74924,97,-0.7914
ENSG00000172456,FGGY,23,-0.7051,25,-0.4143,41,0.79369
ENSG00000134709,HOOK1,56,1.37014,31,-0.1817,19,-1.3615
ENSG00000134716,CYP2J2,22,-1.0618,19,-1.0555,53,1.30889
ENSG00000162599,NFIA,98,-0.8375,269,1.06870,151,0.10436
ENSG00000162604,TM2D1,54,-0.2088,39,-0.6630,68,0.43908
ENSG00000116641,DOCK7,35,-0.3681,42,0.02269,46,0.32408
ENSG00000079739,PGM1,46,-0.6046,48,-0.3865,76,0.69737
ENSG00000158966,CACHD1,37,-0.5482,31,-0.7246,61,0.76468
ENSG00000162437,RAVER2,21,-0.8016,20,-0.7344,42,0.98828
ENSG00000162434,JAK1,76,0.20218,61,-0.2294,68,-0.0980
ENSG00000162433,AK4,107,-0.0717,56,-1.0786,127,0.42567
ENSG00000116675,DNAJC6,427,1.03923,144,-1.1096,223,-0.6713
ENSG00000213625,LEPROT,34,-0.8899,64,0.31044,64,0.61455
ENSG00000184588,PDE4B,95,0.33413,69,-0.2940,77,-0.2023
ENSG00000118473,SGIP1,109,0.52284,63,-0.5382,79,-0.3042
ENSG00000198160,MIER1,30,-0.2692,44,0.42236,35,0.04006
ENSG00000142864,SERBP1,121,-0.1121,155,0.33655,125,-0.0564
ENSG00000172380,GNG12,17,-1.1161,41,0.51840,37,0.66565
ENSG00000116729,WLS,92,-0.4183,107,-0.0719,128,0.40956
ENSG00000033122,LRRC7,98,0.81892,48,-0.6259,57,-0.5784
ENSG00000116754,SRSF11,168,0.43611,169,0.31378,112,-0.5780
ENSG00000132485,ZRANB2,136,0.53488,81,-0.4807,97,-0.3356
ENSG00000172260,NEGR1,192,0.83700,130,-0.1092,102,-0.7943
ENSG00000178965,ERICH3,75,1.39435,30,-0.6509,28,-1.1907
ENSG00000117054,ACADM,37,-0.8153,58,0.09623,67,0.66512
ENSG00000137955,RABGGTB,38,0.15060,34,-0.0920,35,-0.1036
ENSG00000117069,ST6GALNAC5,111,1.39946,9,-2.9375,50,-0.7748
ENSG00000154027,AK5,328,1.10592,84,-1.4830,169,-0.6587
ENSG00000077254,USP33,106,0.79048,72,-0.1381,59,-0.7318
ENSG00000180488,MIGA1,81,0.43719,45,-0.6434,63,-0.1850
ENSG00000162613,FUBP1,47,0.11338,31,-0.5978,47,0.11637
ENSG00000162616,DNAJB4,65,0.31092,64,0.19463,49,-0.3902
ENSG00000117114,ADGRL2,46,1.08040,15,-1.0674,23,-0.7249
ENSG00000137941,TTLL7,153,0.67265,110,-0.1120,92,-0.6187
ENSG00000142875,PRKACB,385,0.65692,217,-0.5058,251,-0.4511
ENSG00000174021,GNG5,94,-1.1012,177,0.14907,208,0.85963
ENSG00000117155,SSX2IP,149,0.85333,34,-1.7882,94,-0.3471
ENSG00000162642,C1orf52,103,1.08348,37,-0.9797,51,-0.7511
ENSG00000153904,DDAH1,294,-0.5662,249,-0.6878,482,0.76889
ENSG00000122417,ODF2L,41,0.81220,20,-0.6243,24,-0.5720
ENSG00000097033,SH3GLB1,57,-0.2205,72,0.24136,64,0.09017
ENSG00000183291,SELENOF,112,0.15174,120,0.21069,96,-0.2419
ENSG00000153936,HS2ST1,67,0.12317,55,-0.2345,63,-0.0201
ENSG00000143013,LMO4,1374,0.89829,378,-1.4877,827,-0.4443
ENSG00000197147,LRRC8B,184,1.73396,49,-1.1768,56,-1.4031
ENSG00000162664,ZNF326,36,0.05005,63,1.00515,28,-0.6211
ENSG00000233593,LINC02609,33,-0.2519,26,-0.5758,43,0.45088
ENSG00000122482,ZNF644,22,-0.7080,41,0.43397,36,0.40429
ENSG00000189195,BTBD8,145,0.65095,64,-0.8912,100,-0.3281
ENSG00000122484,RPAP2,39,0.34530,40,0.28306,28,-0.4693
ENSG00000067208,EVI5,56,0.70735,69,0.84359,25,-1.2149
ENSG00000122406,RPL5,334,-0.7666,725,0.70037,530,0.29463
ENSG00000117500,TMED5,31,-0.3771,49,0.47418,38,0.10636
ENSG00000117505,DR1,72,1.09234,36,-0.4855,33,-0.9176
ENSG00000067334,DNTTIP2,41,0.25105,34,-0.1561,35,-0.1746
ENSG00000023909,GCLM,39,0.53210,29,-0.1313,26,-0.4652
ENSG00000117528,ABCD3,53,-0.2815,42,-0.5787,70,0.47877
ENSG00000117525,F3,71,-0.8040,77,-0.4818,135,0.90228
ENSG00000117519,CNN3,157,-0.8489,232,-0.0214,295,0.74767
ENSG00000152078,TLCD4,48,-0.3249,39,-0.5407,65,0.50555
ENSG00000228971,LINC02607,72,1.44999,22,-1.0843,27,-1.1155
ENSG00000117569,PTBP2,58,0.13854,47,-0.2465,54,-0.0302
ENSG00000117600,PLPPR4,263,1.61596,50,-1.7162,94,-1.1505
ENSG00000162688,AGL,22,-0.6289,15,-1.0095,38,0.91982
ENSG00000156875,MFSD14A,70,0.92545,32,-0.6682,37,-0.6763
ENSG00000137992,DBT,49,0.07345,43,-0.1647,48,-0.0002
ENSG00000181656,GPR88,68,1.56884,7,-2.5985,26,-0.9783
ENSG00000162694,EXTL2,54,0.57446,36,-0.2846,36,-0.4469
ENSG00000170989,S1PR1,94,-0.7957,131,-0.0775,172,0.73026
ENSG00000118733,OLFM3,64,1.47736,22,-0.8895,23,-1.2028
ENSG00000134186,PRPF38B,61,0.57987,62,0.42763,35,-0.7925
ENSG00000116266,STXBP3,36,-0.3762,36,-0.3017,50,0.46579
ENSG00000121957,GPSM2,14,-1.5483,37,0.22425,45,1.13254
ENSG00000085433,WDR47,142,0.87405,53,-1.0309,83,-0.5196
ENSG00000197780,TAF13,69,-0.1440,83,0.20632,75,0.03809
ENSG00000215717,TMEM167B,71,0.82622,42,-0.3130,39,-0.6976
ENSG00000031698,SARS,176,0.45886,101,-0.5859,134,-0.2247
ENSG00000143126,CELSR2,159,0.58928,73,-0.8627,113,-0.2735
ENSG00000134222,PSRC1,43,1.15273,15,-0.9837,20,-0.8233
ENSG00000134243,SORT1,291,0.87578,183,-0.2151,153,-0.7902
ENSG00000143106,PSMA5,52,0.16778,34,-0.5496,50,0.04876
ENSG00000181754,AMIGO1,73,0.99225,34,-0.6199,37,-0.7627
ENSG00000116337,AMPD2,88,0.12944,81,-0.0431,80,-0.1040
ENSG00000168765,GSTM4,20,-0.6896,26,-0.0945,34,0.65048
ENSG00000134201,GSTM5,37,-0.6532,46,-0.1381,62,0.63895
ENSG00000134202,GSTM3,184,-0.5384,220,-0.1209,280,0.53428
ENSG00000168710,AHCYL1,277,-0.6055,390,0.09678,430,0.49330
ENSG00000143093,STRIP1,60,1.20305,20,-1.0213,27,-0.8666
ENSG00000197106,SLC6A17,248,1.12265,88,-0.9852,120,-0.7910
ENSG00000116396,KCNC4,80,0.52952,45,-0.5548,57,-0.3054
ENSG00000134248,LAMTOR5,138,-0.3701,133,-0.3292,189,0.47072
ENSG00000177301,KCNA2,78,0.45050,59,-0.1530,56,-0.3735
ENSG00000116459,ATP5PB,155,-0.1436,145,-0.2054,177,0.21849
ENSG00000116473,RAP1A,52,-0.4160,75,0.30276,68,0.23127
ENSG00000197852,INKA2,82,0.40960,46,-0.6479,66,-0.1563
ENSG00000171385,KCND3,229,1.17615,91,-0.7790,103,-0.9081
ENSG00000116489,CAPZA1,49,0.20294,32,-0.5311,45,0.00884
ENSG00000155366,RHOC,76,-1.4288,230,0.64495,200,0.79987
ENSG00000081019,RSBN1,44,0.56750,23,-0.6662,32,-0.3084
ENSG00000163349,HIPK1,64,-0.1718,79,0.22397,70,0.05475
ENSG00000197323,TRIM33,75,0.68822,21,-1.5297,53,-0.2237
ENSG00000116752,BCAS2,96,0.82313,46,-0.6615,56,-0.5715
ENSG00000213281,NRAS,56,0.92795,24,-0.8003,31,-0.6384
ENSG00000009307,CSDE1,305,0.21494,300,0.12393,253,-0.2616
ENSG00000163399,ATP1A1,382,1.37368,128,-0.9611,152,-1.0672
ENSG00000198162,MAN1A2,270,-0.6847,708,1.12556,365,-0.0545
ENSG00000092621,PHGDH,96,-0.9265,176,0.26758,184,0.66557
ENSG00000134250,NOTCH2,41,-0.8405,86,0.55517,71,0.43930
ENSG00000265808,SEC22B,77,0.81125,62,0.15277,39,-0.8925
ENSG00000226067,LINC00623,39,-0.2978,61,0.50795,45,0.01821
ENSG00000171943,SRGAP2C,37,0.63931,28,-0.0189,23,-0.6250
ENSG00000265491,RNF115,65,0.56450,58,0.18117,41,-0.6425
ENSG00000198483,ANKRD35,34,-0.7321,47,-0.0384,60,0.66069
ENSG00000265241,RBM8A,98,-0.0588,126,0.37084,96,-0.1236
ENSG00000271601,LIX1L,27,-0.7278,64,0.91374,40,0.12703
ENSG00000272031,ANKRD34A,85,1.71963,7,-2.9202,30,-1.1041
ENSG00000121851,POLR3GL,31,-0.4282,42,0.14691,42,0.31892
ENSG00000265972,TXNIP,22,-1.6274,258,3.46879,23,-1.7865
ENSG00000178104,PDE4DIP,164,0.04713,129,-0.3590,167,0.09865
ENSG00000159164,SV2A,586,1.24260,150,-1.4314,272,-0.8115
