"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"NPTXR","GO:0030426","growth cone","4/19","26/954",0.153846153846154,7.7246963562753,4.953393277685,0.00127615046319228,0.0295641523972877,0.0221647185712343,"SNAP25/CALM3/CNR1/OLFM1",4,"CC"
"NPTXR","GO:0030427","site of polarized growth","4/19","26/954",0.153846153846154,7.7246963562753,4.953393277685,0.00127615046319228,0.0295641523972877,0.0221647185712343,"SNAP25/CALM3/CNR1/OLFM1",4,"CC"
"NPTXR","GO:0030054","cell junction","12/19","273/954",0.043956043956044,2.20705610179294,3.36319980149425,0.00162665158811448,0.0295998077371507,0.022191449950609,"GAD1/OLFM2/SNAP25/ARHGAP31/CALM3/CNR1/DNM1/NPTXR/OLFM1/SLC17A7/SYT4/YWHAH",12,"CC"
"NPTXR","GO:0008021","synaptic vesicle","4/19","28/954",0.142857142857143,7.17293233082707,4.72370191284579,0.00170358605681443,0.0295998077371507,0.022191449950609,"SNAP25/CALM3/SLC17A7/SYT4",4,"CC"
"NPTXR","GO:0070382","exocytic vesicle","4/19","31/954",0.129032258064516,6.47877758913413,4.4185636188233,0.00251927355094631,0.0389087803979485,0.0291705358530625,"SNAP25/CALM3/SLC17A7/SYT4",4,"CC"
"FZD8|NETO1|SV2B","GO:0007399","nervous system development","16/22","263/932",0.0608365019011407,2.5772554441756,4.69172269573203,1.49004726228058e-05,0.00512050074150446,0.00469111968465399,"ADGRV1/AGBL4/CBLN2/CHL1/DCLK1/FARP1/FGF14/GABRB3/GRM5/NRXN1/PCLO/SLC4A10/SOX5/TAFA1/THRB/UNC5D",16,"BP"
"FZD8|NETO1|SV2B","GO:0022008","neurogenesis","14/22","200/932",0.07,2.96545454545455,4.87402717781796,1.81900559200869e-05,0.00512050074150446,0.00469111968465399,"ADGRV1/AGBL4/CHL1/DCLK1/FARP1/FGF14/GABRB3/GRM5/NRXN1/SLC4A10/SOX5/TAFA1/THRB/UNC5D",14,"BP"
"FZD8|NETO1|SV2B","GO:0048699","generation of neurons","12/22","176/932",0.0681818181818182,2.88842975206612,4.32276627918861,0.000161600804354381,0.0293759089118298,0.0269125836529805,"ADGRV1/AGBL4/CHL1/DCLK1/FARP1/GABRB3/NRXN1/SLC4A10/SOX5/TAFA1/THRB/UNC5D",12,"BP"
"FZD8|NETO1|SV2B","GO:0048731","system development","17/22","362/932",0.0469613259668508,1.98945253641386,3.74091041670233,0.000241310284094318,0.0293759089118298,0.0269125836529805,"ADGRV1/AGBL4/CBLN2/CHL1/DCLK1/FARP1/FGF14/GABRB3/GRM5/NRXN1/PCLO/SLC4A10/SOX5/TAFA1/THRB/UNC5D/CPE",17,"BP"
"FZD8|NETO1|SV2B","GO:0007416","synapse assembly","5/22","27/932",0.185185185185185,7.84511784511784,5.60923979556264,0.000260887290513586,0.0293759089118298,0.0269125836529805,"CBLN2/FARP1/GABRB3/NRXN1/PCLO",5,"BP"
"FZD8|SV2B","GO:0098659","inorganic cation import across plasma membrane","5/33","13/932",0.384615384615385,10.8624708624709,6.85727581588348,4.29621033033123e-05,0.0161967129453487,0.0157150851556853,"CACNA1B/HCN1/KCNJ3/ATP1A2/CACNA1E",5,"BP"
"FZD8|SV2B","GO:0099587","inorganic ion import across plasma membrane","5/33","13/932",0.384615384615385,10.8624708624709,6.85727581588348,4.29621033033123e-05,0.0161967129453487,0.0157150851556853,"CACNA1B/HCN1/KCNJ3/ATP1A2/CACNA1E",5,"BP"
"ST18","GO:0003682","chromatin binding","1/1","29/936",0.0344827586206897,32.2758620689655,5.59248263912956,0.030982905982906,0.030982905982906,NA,"NAP1L3",1,"MF"
