Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000160075,SSU72,154,0.20723,153,0.29248,113,-0.3366,77,-0.9249
ENSG00000228594,FNDC10,45,0.01364,48,0.25927,47,0.08881,25,-0.8910
ENSG00000272106,AL691432.2,16,-0.8767,35,0.91311,21,-0.3529,20,-0.4851
ENSG00000197530,MIB2,34,-0.4471,51,0.51185,43,0.00771,31,-0.5273
ENSG00000189339,SLC35E2B,26,0.10736,31,0.79745,0,-5.1986,19,-0.4090
ENSG00000215790,SLC35E2A,17,-0.4196,21,-0.0658,40,1.03092,15,-0.6030
ENSG00000008130,NADK,23,-0.4231,32,0.35480,31,0.16193,23,-0.3320
ENSG00000078369,GNB1,410,0.16352,417,0.30755,290,-0.4214,237,-0.7424
ENSG00000187730,GABRD,85,-0.2969,141,1.24760,47,-1.2009,19,-2.5125
ENSG00000067606,PRKCZ,177,-0.2032,253,0.82922,118,-0.8237,96,-1.1387
ENSG00000162585,FAAP20,77,0.59805,51,-0.3182,35,-0.8054,66,0.23584
ENSG00000157933,SKI,36,0.12134,37,0.32327,26,-0.4406,22,-0.6606
ENSG00000157916,RER1,41,-0.6381,64,0.27447,27,-1.2286,103,0.97066
ENSG00000157911,PEX10,30,-0.2892,37,0.15943,31,-0.2212,42,0.29259
ENSG00000149527,PLCH2,19,0.62019,13,-0.2428,0,-4.8160,23,0.79060
ENSG00000197921,HES5,24,0.44486,20,0.12611,11,-0.8507,14,-0.4844
ENSG00000157870,PRXL2B,40,-0.5785,68,0.67144,68,0.34952,22,-1.4641
ENSG00000177133,PRDM16-DT,40,0.98810,17,-0.9727,34,0.47679,20,-0.3852
ENSG00000158109,TPRG1L,97,-0.4342,160,0.93018,92,-0.4519,50,-1.3889
ENSG00000130764,LRRC47,56,-0.3398,70,0.12920,91,0.51102,54,-0.3624
ENSG00000196581,AJAP1,12,-0.9915,37,2.42497,0,-5.4221,1,-3.8092
ENSG00000069424,KCNAB2,190,0.11426,217,0.61907,145,-0.3402,39,-2.3209
ENSG00000116254,CHD5,110,-0.1623,155,0.85313,93,-0.4099,28,-2.2204
ENSG00000116251,RPL22,594,-0.1968,496,-0.7290,1219,1.07288,882,0.49235
ENSG00000116237,ICMT,32,-0.1637,36,0.09024,57,0.84640,14,-1.4203
ENSG00000097021,ACOT7,148,-0.5136,276,1.24520,109,-0.9358,59,-1.8579
ENSG00000215788,TNFRSF25,13,-0.8472,28,0.89563,30,0.57892,3,-3.0108
ENSG00000171680,PLEKHG5,16,-0.4066,27,1.01089,13,-0.6318,7,-1.5568
ENSG00000162408,NOL9,24,-0.1694,35,0.99344,4,-2.6840,18,-0.6400
ENSG00000162413,KLHL21,20,-0.3958,26,0.10441,18,-0.5328,39,0.71459
ENSG00000041988,THAP3,22,0.15766,22,0.30660,5,-2.1604,23,0.24815
ENSG00000007923,DNAJC11,33,-0.0259,42,0.74266,20,-0.8059,14,-1.3842
ENSG00000171735,CAMTA1,187,-0.0016,193,0.08234,238,0.40301,115,-0.7746
ENSG00000049245,VAMP3,21,-1.0396,20,-1.4907,78,1.22249,109,1.90171
ENSG00000049246,PER3,28,0.80991,16,-0.4107,6,-1.8212,25,0.44720
ENSG00000116288,PARK7,335,-0.1625,378,0.10668,313,-0.2510,423,0.24599
ENSG00000116285,ERRFI1,17,0.02212,15,-0.3042,8,-1.1296,32,1.13131
ENSG00000162426,SLC45A1,23,-0.3925,38,1.08970,12,-1.3613,14,-1.0515
ENSG00000142599,RERE,88,-0.0089,89,0.03437,122,0.53810,52,-0.8507
ENSG00000074800,ENO1,550,-0.1529,599,0.01145,556,-0.1134,719,0.31292
ENSG00000171612,SLC25A33,61,0.84882,34,-0.4571,9,-2.2863,56,0.57005
ENSG00000188807,TMEM201,12,-0.1829,16,0.37738,8,-0.7884,14,0.08511
ENSG00000171603,CLSTN1,346,-0.6208,663,1.10994,259,-0.9966,278,-0.8881
ENSG00000178585,CTNNBIP1,39,0.37350,34,0.07758,20,-0.7893,28,-0.2293
ENSG00000162441,LZIC,32,0.02913,28,-0.3355,9,-1.9835,69,1.36664
ENSG00000130939,UBE4B,25,-0.3812,40,0.87111,13,-1.2695,23,-0.4656
ENSG00000054523,KIF1B,183,-0.2085,232,0.39645,139,-0.6235,201,-0.0266
ENSG00000142657,PGD,36,-0.4514,58,0.76309,9,-2.4149,55,0.28989
ENSG00000241563,CORT,49,-2.2682,61,-2.3936,1147,4.33992,49,-2.0984
ENSG00000160049,DFFA,30,-0.0438,29,-0.1121,42,0.54571,25,-0.3226
ENSG00000142655,PEX14,13,-0.8378,26,0.55332,20,-0.1357,23,0.10306
ENSG00000120948,TARDBP,37,-0.9853,70,0.29309,92,0.61134,64,0.01488
ENSG00000116649,SRM,96,-0.1021,108,0.20872,97,-0.0685,86,-0.2532
ENSG00000171824,EXOSC10,17,-0.3057,25,0.76293,0,-5.2145,24,0.35589
ENSG00000198793,MTOR,34,0.48905,28,0.12592,16,-0.8292,18,-0.6200
ENSG00000116661,FBXO2,294,0.12720,179,-1.0558,325,0.27777,574,1.30355
ENSG00000132879,FBXO44,116,-0.3173,192,1.19614,34,-2.1666,68,-1.1134
ENSG00000116670,MAD2L2,23,-0.6742,29,-0.4255,59,0.93866,51,0.67251
ENSG00000011021,CLCN6,37,-0.6343,69,0.91091,10,-2.5184,61,0.26004
ENSG00000116685,KIAA2013,19,-1.2706,43,0.18542,39,-0.0497,74,1.02511
ENSG00000083444,PLOD1,19,-0.3847,18,-0.6750,25,0.07278,55,1.45114
ENSG00000116688,MFN2,51,-0.3820,75,0.54557,42,-0.6364,60,-0.0846
ENSG00000048707,VPS13D,28,-0.6888,47,0.43596,56,0.54003,26,-0.6834
ENSG00000162496,DHRS3,42,-0.1890,25,-1.3894,72,0.74839,114,1.61204
ENSG00000116731,PRDM2,28,-1.2308,89,1.84902,18,-1.7623,24,-1.3664
ENSG00000189337,KAZN,28,-0.5308,40,0.13788,49,0.41986,39,0.04185
ENSG00000142634,EFHD2,15,-3.3437,213,2.67139,59,-1.1627,43,-1.6373
ENSG00000116138,DNAJC16,12,-0.8394,25,1.06070,9,-1.1647,16,-0.2519
ENSG00000197312,DDI2,13,-0.5908,24,0.85624,6,-1.6133,19,0.06496
ENSG00000116786,PLEKHM2,71,-0.0451,77,0.19119,78,0.11440,51,-0.5517
ENSG00000065526,SPEN,26,0.04810,29,0.33398,1,-4.6842,37,0.62511
ENSG00000116809,ZBTB17,13,-0.9491,23,0.13630,37,0.87068,22,-0.0392
ENSG00000185519,FAM131C,25,0.61820,21,0.42881,0,-5.1794,12,-0.6426
ENSG00000037637,FBXO42,10,-0.5240,20,1.31639,0,-4.2902,10,-0.5118
ENSG00000055070,SZRD1,30,-0.1036,24,-0.7431,59,1.06359,41,0.40752
ENSG00000219481,NBPF1,10,-0.9576,16,-0.3089,30,0.88789,29,0.78708
ENSG00000238142,BX284668.5,16,-0.1411,14,-0.4888,30,0.94784,19,0.13704
ENSG00000159363,ATP13A2,146,0.24924,149,0.44240,80,-0.7557,64,-1.1079
ENSG00000117118,SDHB,72,-0.1019,82,0.21534,55,-0.5197,82,0.12950
ENSG00000117115,PADI2,27,-0.8784,21,-1.6363,2,-4.0715,209,3.36055
ENSG00000179051,RCC2,16,-0.2515,14,-0.7415,30,0.81124,31,0.86581
ENSG00000074964,ARHGEF10L,19,0.03640,11,-1.1439,57,2.05696,9,-1.1399
ENSG00000117154,IGSF21,31,-1.5196,120,1.99509,37,-1.1137,20,-2.0006
ENSG00000159423,ALDH4A1,54,1.12041,26,-0.5644,11,-1.6184,34,0.08938
ENSG00000127463,EMC1,19,-0.6721,26,-0.1485,44,0.81390,33,0.32729
ENSG00000053372,MRTO4,30,6.92697,38,0.86998,21,-0.5418,3,-3.3007
ENSG00000053371,AKR7A2,55,0.15582,32,-1.1333,58,0.21768,112,1.39888
ENSG00000077549,CAPZB,142,-0.2877,190,0.43045,132,-0.3727,148,-0.1782
ENSG00000173436,MICOS10,373,0.20146,349,0.10243,304,-0.1655,248,-0.4922
ENSG00000158747,NBL1,191,-0.7565,293,0.02654,169,-0.8644,600,1.28218
ENSG00000162545,CAMK2N1,1305,0.58666,1098,0.35616,365,-1.5453,456,-1.2053
ENSG00000090432,MUL1,15,-0.8666,30,0.63050,21,-0.3049,27,0.11826
ENSG00000183114,FAM43B,7,-2.3402,49,2.46938,1,-4.7285,20,-0.6055
ENSG00000158828,PINK1,306,-0.2380,406,0.48892,374,0.12111,170,-1.1304
ENSG00000244038,DDOST,21,-0.5379,28,-0.0466,44,0.77286,28,0.00216
ENSG00000189410,SH2D5,20,-0.1801,25,0.39562,26,0.22527,11,-1.1258
ENSG00000127483,HP1BP3,107,-0.4800,145,0.12626,196,0.58143,121,-0.2217
ENSG00000075151,EIF4G3,75,-0.2777,108,0.73735,85,-0.0339,25,-1.9014
ENSG00000117298,ECE1,10,-1.5554,15,-1.2379,72,1.93450,50,1.20086
ENSG00000162551,ALPL,16,-1.4585,14,-2.0310,173,3.28120,33,-0.1527
ENSG00000076864,RAP1GAP,63,-1.1252,183,1.68946,61,-1.0617,38,-1.7754
ENSG00000090686,USP48,23,-0.4939,31,0.05641,32,0.07963,41,0.49577
ENSG00000070831,CDC42,128,-0.6814,224,0.59593,201,0.12928,135,-0.5136
ENSG00000173372,C1QA,47,-0.4613,30,-1.5730,186,2.13353,81,0.50142
ENSG00000159189,C1QC,37,-0.3112,24,-1.3454,121,1.88012,56,0.42792
ENSG00000173369,C1QB,79,-0.3811,51,-1.4796,257,1.77950,159,0.83629
ENSG00000004487,KDM1A,27,-0.4961,42,0.47837,50,0.54893,15,-1.3282
ENSG00000169641,LUZP1,30,-0.0008,39,0.86856,14,-1.1975,11,-1.5885
ENSG00000125944,HNRNPR,56,-0.7670,105,0.66464,74,-0.2434,79,-0.1317
ENSG00000125945,ZNF436,10,-0.7630,21,1.14565,11,-0.5810,7,-1.1637
ENSG00000117318,ID3,10,-3.8309,2,-6.4933,451,2.82858,414,2.59029
ENSG00000142676,RPL11,529,-0.6453,524,-0.9030,1688,1.44678,1178,0.76749
ENSG00000011007,ELOA,9,-0.9545,20,0.78081,10,-0.6404,17,0.15451
ENSG00000057757,PITHD1,103,-0.5173,173,0.80634,113,-0.2976,77,-0.9073
ENSG00000011009,LYPLA2,24,-1.2766,61,0.57300,60,0.26324,55,0.12373
ENSG00000117305,HMGCL,18,-0.2906,19,-0.2257,16,-0.4320,38,1.05712
ENSG00000189266,PNRC2,24,-1.2429,47,-0.0523,93,1.14309,56,0.25655
ENSG00000188529,SRSF10,35,-0.0781,41,0.31605,32,-0.2389,29,-0.4031
ENSG00000001461,NIPAL3,24,-1.1811,58,0.71253,0,-6.4817,94,1.21638
ENSG00000133226,SRRM1,26,-1.0780,46,-0.1850,95,1.16238,60,0.34274
ENSG00000169504,CLIC4,4,-3.6997,15,-2.0648,43,0.08525,213,3.70342
ENSG00000117614,SYF2,41,-0.7821,43,-0.9960,166,1.73579,93,0.63230
ENSG00000117616,RSRP1,32,-0.9356,62,0.37848,34,-0.7586,91,0.88295
ENSG00000183726,TMEM50A,46,-0.7964,78,0.23836,62,-0.2347,109,0.71079
ENSG00000204178,MACO1,11,-1.4191,29,0.49115,43,0.96190,17,-0.5809
ENSG00000117643,MAN1C1,21,-1.1120,34,-0.3745,115,1.98638,22,-0.9361
ENSG00000162430,SELENON,50,0.06231,41,-0.4409,58,0.30669,64,0.49385
ENSG00000117640,MTFR1L,45,-0.3867,72,0.86962,28,-1.1054,39,-0.5609
ENSG00000117632,STMN1,641,-0.6244,1228,1.09337,449,-1.1068,571,-0.7334
ENSG00000158008,EXTL1,28,-0.7770,67,1.81920,10,-2.1505,9,-2.3753
ENSG00000142684,ZNF593,31,0.01267,34,0.22275,17,-0.9696,35,0.21034
ENSG00000142669,SH3BGRL3,196,-0.5818,297,0.29239,373,0.54729,204,-0.4503
ENSG00000158062,UBXN11,27,0.22116,29,0.63939,0,-5.5527,21,-0.2368
ENSG00000117682,DHDDS,14,-0.6934,20,-0.0134,30,0.62199,25,0.31849
ENSG00000198830,HMGN2,138,-0.2564,132,-0.4858,193,0.32964,270,0.92213
ENSG00000117713,ARID1A,38,-0.3004,58,0.89458,23,-1.0380,25,-0.8871
ENSG00000204160,ZDHHC18,18,-0.6380,37,1.34818,5,-2.3970,16,-0.7319
ENSG00000090273,NUDC,124,-0.2380,162,0.43027,99,-0.5702,133,-0.0964
ENSG00000253368,TRNP1,72,0.63151,58,0.28450,29,-0.9246,17,-1.7654
ENSG00000090020,SLC9A1,15,-0.6392,28,0.78587,28,0.44235,5,-2.2976
ENSG00000142784,WDTC1,29,-0.2093,31,-0.1099,37,0.26219,38,0.29329
ENSG00000186501,TMEM222,62,-0.1756,76,0.31274,22,-1.7330,97,0.58965
ENSG00000158195,WASF2,26,-0.6485,23,-1.1936,39,0.04574,119,2.17370
ENSG00000126705,AHDC1,22,-1.0361,64,1.86385,17,-1.3713,7,-2.5772
ENSG00000126709,IFI6,101,-0.7767,145,-0.1847,271,0.96522,188,0.31626
ENSG00000117758,STX12,56,-0.7695,115,1.02052,47,-0.9602,67,-0.3913
ENSG00000117751,PPP1R8,22,-0.5676,34,0.41397,22,-0.4917,36,0.33762
ENSG00000117748,RPA2,27,-0.5114,43,0.56770,25,-0.5728,36,0.00952
ENSG00000126698,DNAJC8,103,-0.2263,115,-0.0097,163,0.58218,96,-0.3032
ENSG00000130770,ATP5IF1,380,-0.1449,511,0.72699,292,-0.5487,183,-1.2675
ENSG00000180098,TRNAU1AP,16,-0.1218,23,1.14675,1,-4.1520,9,-0.9546
ENSG00000120656,TAF12,7,-1.5609,21,0.40367,36,1.16496,12,-0.5953
ENSG00000198492,YTHDF2,45,-0.4028,75,1.01042,39,-0.5807,19,-1.6620
ENSG00000116350,SRSF4,33,-0.3686,42,0.05928,29,-0.5486,64,0.76695
ENSG00000116353,MECR,22,-0.2617,34,0.89747,20,-0.4235,7,-1.9561
ENSG00000060656,PTPRU,3,-3.4948,44,2.45080,0,-5.6587,25,-0.0253
ENSG00000162511,LAPTM5,46,-0.2382,40,-0.6920,98,1.08743,69,0.46245
ENSG00000162512,SDC3,245,0.20666,248,0.35730,111,-1.0887,172,-0.4006
ENSG00000134644,PUM1,63,-1.1231,156,0.88656,133,0.17183,76,-0.7222
ENSG00000060688,SNRNP40,15,-0.3323,20,0.26801,16,-0.1932,20,0.10643
ENSG00000121766,ZCCHC17,75,-0.2279,107,0.78494,38,-1.2394,60,-0.5548
ENSG00000121769,FABP3,133,0.30390,129,0.38274,97,-0.2633,33,-1.9286
ENSG00000162517,PEF1,52,-0.7283,103,0.97971,27,-1.6081,77,-0.0105
ENSG00000084636,COL16A1,19,-0.8169,34,0.36675,7,-2.1399,60,1.19365
ENSG00000121753,ADGRB2,151,-0.6065,295,1.22969,145,-0.5910,55,-2.0784
ENSG00000184007,PTP4A2,105,-0.6340,141,-0.1348,111,-0.4638,300,1.24300
ENSG00000121774,KHDRBS1,68,-0.5229,99,0.26213,105,0.25397,87,-0.0556
ENSG00000025800,KPNA6,29,-0.4182,45,0.73241,23,-0.7219,28,-0.4214
ENSG00000084652,TXLNA,21,0.07209,25,0.76020,2,-3.4961,16,-0.3747
ENSG00000160050,CCDC28B,23,0.41764,18,-0.0541,11,-0.8578,19,0.04226
ENSG00000084623,EIF3I,63,-0.5502,100,0.49679,73,-0.2487,83,-0.0400
ENSG00000175130,MARCKSL1,268,-0.1800,181,-1.1735,95,-1.7528,1002,2.37029
ENSG00000160058,BSDC1,37,-0.6892,79,1.49183,0,-6.4533,38,-0.5417
ENSG00000176261,ZBTB8OS,43,0.08592,44,0.14834,32,-0.3939,38,-0.1377
ENSG00000162521,RBBP4,69,-0.4211,86,-0.0397,110,0.38923,105,0.30438
ENSG00000162522,KIAA1522,18,0.34261,17,0.36374,3,-2.2913,14,-0.1820
ENSG00000134684,YARS,48,-0.6603,88,0.80164,54,-0.4136,52,-0.4695
ENSG00000160097,FNDC5,28,0.86970,19,0.04391,8,-1.3644,9,-1.1295
ENSG00000121905,HPCA,182,-0.5393,343,1.23532,168,-0.6044,50,-2.4394
ENSG00000121900,TMEM54,54,0.06601,36,-0.9162,98,1.09046,68,0.43335
ENSG00000116514,RNF19B,10,-0.8833,20,0.53266,17,0.02617,18,0.04797
ENSG00000004455,AK2,21,-0.5581,22,-0.6617,11,-1.4913,90,2.09951
ENSG00000142920,AZIN2,14,-0.7257,19,-0.1789,32,0.74855,28,0.51634
ENSG00000160094,ZNF362,15,-0.0420,18,0.42357,4,-2.1304,19,0.31565
ENSG00000134686,PHC2,49,-0.4105,63,0.07440,34,-0.9001,106,0.94331
ENSG00000163866,SMIM12,29,-0.7209,50,0.41357,72,0.83827,20,-1.2368
ENSG00000116544,DLGAP3,56,-0.0863,78,0.97919,20,-1.6895,26,-1.2902
ENSG00000116560,SFPQ,104,-0.2878,151,0.72541,41,-1.6893,116,-0.0674
ENSG00000146463,ZMYM4,33,-0.0160,31,-0.1849,46,0.51764,31,-0.1466
ENSG00000142687,KIAA0319L,35,0.12916,39,0.59791,12,-1.5489,22,-0.6369
ENSG00000020129,NCDN,257,-0.9850,677,1.65486,242,-0.9742,103,-2.2524
ENSG00000126067,PSMB2,64,-0.6087,113,0.74270,82,-0.1454,58,-0.7103
ENSG00000142686,C1orf216,56,-0.5365,108,1.29443,35,-1.2066,27,-1.6181
ENSG00000092847,AGO1,21,-0.5918,35,0.52518,25,-0.2735,29,-0.0240
ENSG00000116863,ADPRHL2,15,-0.0086,17,0.43746,0,-4.8955,21,0.53111
ENSG00000054116,TRAPPC3,36,-0.5496,61,0.78169,34,-0.5442,36,-0.4776
ENSG00000116871,MAP7D1,117,-0.4199,159,0.25686,123,-0.2745,176,0.31074
ENSG00000054118,THRAP3,38,-0.3712,59,0.81327,11,-2.1838,47,0.03018
ENSG00000196182,STK40,15,-0.6010,22,0.16503,40,1.11070,9,-1.2814
ENSG00000181817,LSM10,50,-0.0416,50,-0.0615,62,0.32690,46,-0.1498
ENSG00000116885,OSCP1,12,0.06183,16,0.93803,0,-4.5631,7,-0.7395
ENSG00000116898,MRPS15,54,0.22394,46,-0.1269,70,0.62801,23,-1.1391
ENSG00000163873,GRIK3,4,-3.1222,60,4.57308,0,-5.6999,0,-7.6602
ENSG00000163875,MEAF6,59,-0.5648,116,1.35554,42,-1.0179,20,-2.1498
ENSG00000185090,MANEAL,16,-0.9615,33,0.55112,56,1.21384,2,-3.7364
ENSG00000196449,YRDC,12,-0.1304,19,1.52958,0,-4.6366,1,-2.9522
ENSG00000197982,C1orf122,262,0.22518,218,-0.1966,165,-0.5575,309,0.46963
ENSG00000183431,SF3A3,26,-0.2038,29,0.02970,34,0.27705,28,-0.0286
ENSG00000183520,UTP11,23,-0.3077,34,0.75053,7,-2.0212,27,0.02147
ENSG00000116954,RRAGC,25,-0.3944,35,0.34902,27,-0.2102,32,0.03405
ENSG00000174574,AKIRIN1,50,-0.5073,81,0.66795,65,-0.0157,38,-0.8697
ENSG00000168653,NDUFS5,594,0.04350,661,0.40158,401,-0.5960,412,-0.5515
ENSG00000127603,MACF1,93,-0.0554,90,-0.1783,132,0.54265,89,-0.1260
ENSG00000090621,PABPC4,44,-0.2945,59,0.44620,51,0.00787,34,-0.6395
ENSG00000116983,HPCAL4,219,-0.0153,304,1.13754,60,-2.0112,53,-2.1946
ENSG00000084072,PPIE,25,-0.1959,27,-0.1443,25,-0.1824,43,0.69438
ENSG00000168389,MFSD2A,11,-0.9296,23,0.52221,19,0.00059,21,0.14611
ENSG00000131236,CAP1,91,-0.6038,154,0.63389,110,-0.2314,105,-0.3069
ENSG00000131238,PPT1,95,-0.3147,123,0.25476,121,0.11145,100,-0.1954
ENSG00000084073,ZMPSTE24,25,-0.2246,30,0.07916,41,0.58249,20,-0.5641
ENSG00000084070,SMAP2,84,-0.2970,124,0.74063,75,-0.4539,52,-1.0026
ENSG00000117016,RIMS3,66,0.07033,70,0.30053,84,0.47932,11,-2.6156
ENSG00000066136,NFYC,23,-0.8157,40,0.27113,59,0.79846,28,-0.4459
ENSG00000179862,CITED4,12,-0.5052,15,-0.1133,14,-0.2122,28,0.97870
ENSG00000127124,HIVEP3,18,0.01959,25,1.20808,4,-2.2492,2,-2.7810
ENSG00000198815,FOXJ3,26,-0.9994,67,1.39520,24,-1.0425,25,-0.9761
ENSG00000177181,RIMKLA,27,0.25816,26,0.30370,27,0.21447,3,-2.7815
ENSG00000127125,PPCS,46,-0.3195,64,0.50800,42,-0.4232,46,-0.2720
ENSG00000171960,PPIH,14,-0.5532,22,0.37083,23,0.25470,16,-0.2786
ENSG00000065978,YBX1,99,-0.6559,72,-1.5461,413,1.98918,238,0.88203
ENSG00000164008,C1orf50,18,-0.5442,28,0.39405,26,0.09109,23,-0.1507
ENSG00000177868,SVBP,27,-0.6051,32,-0.3873,76,1.25157,40,0.10467
ENSG00000117394,SLC2A1,53,-1.2228,44,-1.9350,510,3.39543,57,-0.9871
ENSG00000117395,EBNA1BP2,52,-0.2485,75,0.75649,45,-0.4479,27,-1.2161
ENSG00000066322,ELOVL1,8,-2.4241,15,-1.9469,0,-5.8103,219,4.26458
ENSG00000159479,MED8,15,-0.0766,21,1.08386,2,-2.6872,7,-1.1965
ENSG00000178922,HYI,17,-0.5232,13,-1.2464,8,-1.5651,87,2.62918
ENSG00000142949,PTPRF,106,0.16647,105,0.20561,57,-0.8464,92,-0.0867
ENSG00000066135,KDM4A,18,0.24538,16,0.10950,20,0.43344,4,-1.9319
ENSG00000126091,ST3GAL3,33,-0.0951,42,0.66514,27,-0.4123,14,-1.3819
ENSG00000117408,IPO13,42,-0.5111,57,0.05990,4,-3.9958,131,1.52394
ENSG00000117410,ATP6V0B,271,-0.4274,420,0.68115,226,-0.6615,280,-0.3205
ENSG00000117411,B4GALT2,104,0.75735,58,-0.5864,64,-0.1940,74,0.04997
ENSG00000159214,CCDC24,17,0.04125,21,0.69707,12,-0.5651,5,-1.8525
ENSG00000178028,DMAP1,30,-1.0370,57,0.17785,83,0.73216,59,0.16056
ENSG00000117419,ERI3,123,-0.6091,206,0.60209,167,-0.0369,131,-0.4347
ENSG00000187147,RNF220,89,-0.1313,114,0.56162,66,-0.5922,64,-0.6394
ENSG00000142937,RPS8,941,-0.5154,900,-0.8190,2834,1.47845,1636,0.46191
ENSG00000070785,EIF2B3,10,-1.0887,24,0.64264,22,0.18412,18,-0.1321
ENSG00000126107,HECTD3,13,-0.0087,16,0.76447,1,-3.3613,11,-0.2391
ENSG00000126088,UROD,59,-0.3783,78,0.23196,47,-0.6720,100,0.55536
ENSG00000117450,PRDX1,359,-0.1811,341,-0.3967,317,-0.3562,761,1.15007
ENSG00000117448,AKR1A1,28,-0.7059,43,0.16168,10,-2.0957,89,1.37238
ENSG00000132780,NASP,20,-0.4336,27,0.08578,20,-0.4481,40,0.73791
ENSG00000159592,GPBP1L1,23,-0.6421,31,-0.1195,58,1.00854,31,-0.0472
ENSG00000159596,TMEM69,15,-0.3015,17,-0.0725,29,0.87044,13,-0.4853
ENSG00000086015,MAST2,20,-0.1335,24,0.23262,35,0.76532,5,-2.1422
ENSG00000085998,POMGNT1,34,-0.8416,63,0.39275,47,-0.2665,75,0.51343
ENSG00000132128,LRRC41,38,-0.4148,45,-0.1633,75,0.77629,50,0.08601
ENSG00000173660,UQCRH,539,0.06235,590,0.37946,427,-0.3253,309,-0.8363
ENSG00000117480,FAAH,17,-0.9238,35,0.72639,9,-1.6897,42,0.66684
ENSG00000079277,MKNK1,20,0.16700,22,0.47211,2,-3.2878,20,0.09231
ENSG00000123472,ATPAF1,131,0.09355,134,0.20761,110,-0.2113,92,-0.4974
ENSG00000159658,EFCAB14,46,-0.5973,54,-0.4528,85,0.46105,120,1.08819
ENSG00000162368,CMPK1,64,-0.7563,104,0.21955,153,0.77771,78,-0.3548
ENSG00000162373,BEND5,22,0.12513,25,0.56625,3,-2.7280,19,-0.1310
ENSG00000162374,ELAVL4,92,-0.4149,175,1.66880,27,-2.2140,8,-3.9154
ENSG00000185104,FAF1,28,-0.1329,27,-0.2691,53,0.98638,22,-0.4821
ENSG00000123091,RNF11,358,-0.0149,469,0.89268,165,-1.2335,129,-1.6094
ENSG00000085832,EPS15,136,-0.0316,150,0.23481,121,-0.2119,115,-0.3042
ENSG00000078618,NRDC,46,-0.4124,61,0.20536,66,0.23874,55,-0.0679
ENSG00000169213,RAB3B,123,0.40859,112,0.33668,86,-0.2463,22,-2.3265
ENSG00000117862,TXNDC12,24,-0.3193,25,-0.3294,57,1.19622,23,-0.3720
ENSG00000134717,BTF3L4,52,-0.3079,72,0.53947,27,-1.2902,68,0.19163
ENSG00000157077,ZFYVE9,17,-0.0956,26,1.37889,3,-2.4752,2,-3.2390
ENSG00000134748,PRPF38A,19,-0.6205,21,-0.5769,58,1.38809,32,0.28612
ENSG00000134744,TUT4,12,-0.4979,16,-0.0050,25,0.70253,16,-0.0497
ENSG00000162377,COA7,12,-0.4076,22,1.44913,0,-4.8843,7,-1.1011
ENSG00000162378,ZYG11B,79,-0.5367,162,1.69492,14,-3.0263,27,-2.1155
ENSG00000116171,SCP2,72,-0.2326,82,0.02540,73,-0.1640,105,0.43126
ENSG00000162384,CZIB,48,-0.5357,54,-0.4453,137,1.34377,63,-0.0197
ENSG00000162385,MAGOH,21,-0.6753,32,0.16042,58,1.11437,15,-1.0795
ENSG00000157193,LRP8,26,-1.0659,59,0.77576,78,0.85443,9,-2.4146
ENSG00000058799,YIPF1,11,-0.5643,23,1.38764,9,-0.8838,2,-2.7565
