"Cluster","DE_classes","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Astro-1_up_AA","Astro-1_up_AA","GO:0034702","monoatomic ion channel complex","4/13","323/15105",0.0123839009287926,14.3891402714932,7.13890528524763,0.000125970726298989,0.000835987547256925,0.00034958383374839,"CACNG3/KCNC2/KCNH1/CACNG8",4,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0032281","AMPA glutamate receptor complex","2/13","27/15105",0.0740740740740741,86.0683760683761,12.9844160040741,0.000237108210320866,0.00135020185184355,0.000564612165875455,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0043204","perikaryon","3/13","147/15105",0.0204081632653061,23.712715855573,8.12148108275325,0.000240446905122823,0.00135020185184355,0.000564612165875455,"KCNC2/KCNH1/RGS7BP",3,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:1902495","transmembrane transporter complex","4/13","446/15105",0.00896860986547085,10.4208347706106,5.92719083433725,0.000433734161205448,0.00226161384057126,0.000945736140974285,"CACNG3/KCNC2/KCNH1/CACNG8",4,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0005891","voltage-gated calcium channel complex","2/13","40/15105",0.05,58.0961538461538,10.6119830586232,0.0005235920157723,0.00230876153433277,0.000965451831227834,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0008328","ionotropic glutamate receptor complex","2/13","40/15105",0.05,58.0961538461538,10.6119830586232,0.0005235920157723,0.00230876153433277,0.000965451831227834,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:1990351","transporter complex","4/13","472/15105",0.00847457627118644,9.84680573663625,5.73106151810168,0.000537656795666535,0.00230876153433277,0.000965451831227834,"CACNG3/KCNC2/KCNH1/CACNG8",4,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098878","neurotransmitter receptor complex","2/13","43/15105",0.0465116279069767,54.0429338103757,10.2226786617847,0.000605276299225099,0.00245473165796846,0.00102649196944607,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0034704","calcium channel complex","2/13","67/15105",0.0298507462686567,34.6842709529277,8.1098678898345,0.00146485794625398,0.00562813842508107,0.00235351138179309,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0008076","voltage-gated potassium channel complex","2/13","84/15105",0.0238095238095238,27.6648351648352,7.19239266848124,0.00229061167745365,0.00836073262270584,0.00349619677085031,"KCNC2/KCNH1",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0030139","endocytic vesicle","3/13","330/15105",0.00909090909090909,10.5629370629371,5.1550014178403,0.00251136012151062,0.00872996613667978,0.00365059867287258,"CACNG3/DNM1/CACNG8",3,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0034705","potassium channel complex","2/13","95/15105",0.0210526315789474,24.4615384615385,6.73243563296283,0.00291828527906335,0.00964923518243766,0.00403500822336975,"KCNC2/KCNH1",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098685","Schaffer collateral - CA1 synapse","2/13","97/15105",0.0206185567010309,23.9571768437748,6.65713252565792,0.00304016998898721,0.00964923518243766,0.00403500822336975,"CACNG3/PLPPR4",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098982","GABA-ergic synapse","2/13","106/15105",0.0188679245283019,21.9230769230769,6.34441521786647,0.00361787836834631,0.0110043800370534,0.00460168739833522,"NXPH1/KCNC2",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0044327","dendritic spine head","1/13","7/15105",0.142857142857143,165.989010989011,12.8141143457067,0.0060101533880641,0.0168746614357184,0.00705645539489307,"RGS7BP",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098835","presynaptic endocytic zone membrane","1/13","7/15105",0.142857142857143,165.989010989011,12.8141143457067,0.0060101533880641,0.0168746614357184,0.00705645539489307,"DNM1",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0043025","neuronal cell body","3/13","472/15105",0.00635593220338983,7.38510430247718,4.13634329116693,0.00686320894286295,0.0172834286379628,0.007227389048319,"KCNC2/KCNH1/RGS7BP",3,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098684","photoreceptor ribbon synapse","1/13","8/15105",0.125,145.240384615385,11.9765244130669,0.00686601959590305,0.0172834286379628,0.007227389048319,"DNM1",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098833","presynaptic endocytic zone","1/13","8/15105",0.125,145.240384615385,11.9765244130669,0.00686601959590305,0.0172834286379628,0.007227389048319,"DNM1",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0098802","plasma membrane signaling receptor complex","2/13","166/15105",0.0120481927710843,13.9990732159407,4.94253708527109,0.00864800207438129,0.0210434717143278,0.00879972140901956,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:1990454","L-type voltage-gated calcium channel complex","1/13","12/15105",0.0833333333333333,96.8269230769231,9.74618491236128,0.0102826864453786,0.0242140680810527,0.0101255655998634,"CACNG8",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0042583","chromaffin granule","1/13","13/15105",0.0769230769230769,89.3786982248521,9.35599852312304,0.011135156138363,0.0254020749406406,0.0106223528951489,"DNM1",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0030666","endocytic vesicle membrane","2/13","193/15105",0.0103626943005181,12.0406536468713,4.53053781140044,0.0115478156958702,0.0255451680545007,0.0106821899579022,"CACNG3/CACNG8",2,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0097470","ribbon synapse","1/13","14/15105",0.0714285714285714,82.9945054945055,9.00811715283751,0.0119869480128794,0.025736682498241,0.0107622753056812,"DNM1",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0030673","axolemma","1/13","15/15105",0.0666666666666667,77.4615384615385,8.69537483596728,0.0128380625629977,0.026776530488538,0.0111971071978025,"KCNC2",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0043083","synaptic cleft","1/13","25/15105",0.04,46.4769230769231,6.6788958782966,0.0213120636837181,0.0432161291364283,0.018071632948182,"NXPH1",1,"CC"
"Astro-1_up_AA","Astro-1_up_AA","GO:0032809","neuronal cell body membrane","1/13","29/15105",0.0344827586206897,40.0663129973475,6.18020137349054,0.0246828231037246,0.0486985428803215,0.0203642068281085,"KCNC2",1,"CC"
"Astro-1_up_ALL","Astro-1_up_ALL","GO:0038037","G protein-coupled receptor dimeric complex","1/4","7/15105",0.142857142857143,539.464285714286,23.1909929214865,0.00185258651837528,0.0152274936514175,0.00601085275713848,"GABBR2",1,"CC"
"Astro-1_up_ALL","Astro-1_up_ALL","GO:0045211","postsynaptic membrane","2/4","309/15105",0.00647249190938511,24.4417475728155,6.77595001750551,0.0024356036678554,0.0152274936514175,0.00601085275713848,"GABBR2/PLPPR4",2,"CC"
"Astro-1_up_ALL","Astro-1_up_ALL","GO:0097648","G protein-coupled receptor complex","1/4","11/15105",0.0909090909090909,343.295454545455,18.4828284311384,0.00291005099790886,0.0152274936514175,0.00601085275713848,"GABBR2",1,"CC"
"Astro-1_up_ALL","Astro-1_up_ALL","GO:0097060","synaptic membrane","2/4","434/15105",0.00460829493087558,17.4020737327189,5.64269915887514,0.00475568560583299,0.0152274936514175,0.00601085275713848,"GABBR2/PLPPR4",2,"CC"
"Astro-1_up_ALL","Astro-1_up_ALL","GO:1902710","GABA receptor complex","1/4","18/15105",0.0555555555555556,209.791666666667,14.4251752736192,0.00475859176606797,0.0152274936514175,0.00601085275713848,"GABBR2",1,"CC"
"Astro-3_down_ALL","Astro-3_down_ALL","GO:0043209","myelin sheath","3/14","44/15105",0.0681818181818182,73.5633116883117,14.6814018426757,8.20848156895728e-06,0.000352964707465163,0.000250574700526064,"MBP/PLLP/PLP1",3,"CC"
"Astro-3_down_ALL","Astro-3_down_ALL","GO:0043218","compact myelin","2/14","14/15105",0.142857142857143,154.132653061224,17.4591787708116,7.21338423484689e-05,0.00155087761049208,0.00110099022531874,"MBP/PLLP",2,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:0038037","G protein-coupled receptor dimeric complex","1/1","7/15105",0.142857142857143,2157.85714285714,46.4419760869102,0.000463422707712491,0.00254882489241942,NA,"GABBR2",1,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:0097648","G protein-coupled receptor complex","1/1","11/15105",0.0909090909090909,1373.18181818182,37.0429725883577,0.000728235683548406,0.00254882489241942,NA,"GABBR2",1,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:1902710","GABA receptor complex","1/1","18/15105",0.0555555555555556,839.166666666667,28.9511082113736,0.00119165839126112,0.00278053624627594,NA,"GABBR2",1,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:0098802","plasma membrane signaling receptor complex","1/1","166/15105",0.00602409638554217,90.9939759036145,9.48651547743503,0.0109897384971864,0.0192320423700763,NA,"GABBR2",1,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:0045211","postsynaptic membrane","1/1","309/15105",0.00323624595469256,48.8834951456311,6.91979010849542,0.0204568023833168,0.0276508882268565,NA,"GABBR2",1,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:0043235","receptor complex","1/1","358/15105",0.00279329608938547,42.1927374301676,6.41815685615174,0.0237007613373056,0.0276508882268565,NA,"GABBR2",1,"CC"
"Astro-3_up_AA","Astro-3_up_AA","GO:0097060","synaptic membrane","1/1","434/15105",0.00230414746543779,34.8041474654378,5.81413342342931,0.0287322078781861,0.0287322078781861,NA,"GABBR2",1,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0097060","synaptic membrane","3/5","434/15105",0.00691244239631336,20.8824884792627,7.64765455641676,0.000225634377263597,0.00406141879074475,0.00190007896643029,"CHRM3/CNTN5/GABBR2",3,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0098802","plasma membrane signaling receptor complex","2/5","166/15105",0.0120481927710843,36.3975903614458,8.34467633701273,0.00117468495805271,0.0105721646224744,0.00494604192864298,"IL6ST/GABBR2",2,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0038037","G protein-coupled receptor dimeric complex","1/5","7/15105",0.142857142857143,431.571428571429,20.7337106987801,0.00231527322087044,0.0138916393252226,0.00649901254981176,"GABBR2",1,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0097648","G protein-coupled receptor complex","1/5","11/15105",0.0909090909090909,274.636363636364,16.520017277231,0.00363635981447896,0.014416248686166,0.00674444382978525,"GABBR2",1,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0045211","postsynaptic membrane","2/5","309/15105",0.00647249190938511,19.5533980582524,5.99615785727794,0.00400451352393499,0.014416248686166,0.00674444382978525,"CHRM3/GABBR2",2,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0043235","receptor complex","2/5","358/15105",0.00558659217877095,16.877094972067,5.53226828414698,0.00534247590331049,0.015286869487706,0.00715175180711392,"IL6ST/GABBR2",2,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:1902710","GABA receptor complex","1/5","18/15105",0.0555555555555556,167.833333333333,12.8872469729215,0.00594489368966344,0.015286869487706,0.00715175180711392,"GABBR2",1,"CC"
"Astro-3_up_ALL","Astro-3_up_ALL","GO:0043025","neuronal cell body","2/5","472/15105",0.00423728813559322,12.8008474576271,4.73980010838292,0.00915182138401344,0.0205915981140302,0.00963349619369836,"IL6ST/PCSK2",2,"CC"
"Excit-L2_5-1_down_ALL","Excit-L2_5-1_down_ALL","GO:0043197","dendritic spine","2/5","175/15105",0.0114285714285714,34.5257142857143,8.1172641146473,0.00130435604008212,0.00800442886371265,0.00561714306225449,"LPAR1/DIP2A",2,"CC"
"Excit-L2_5-1_down_ALL","Excit-L2_5-1_down_ALL","GO:0044309","neuron spine","2/5","177/15105",0.0112994350282486,34.135593220339,8.06906264310899,0.00133407147728544,0.00800442886371265,0.00561714306225449,"LPAR1/DIP2A",2,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0032281","AMPA glutamate receptor complex","1/1","27/15105",0.037037037037037,559.444444444444,23.6314291663548,0.00178748758689173,0.0075913053072935,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0008328","ionotropic glutamate receptor complex","1/1","40/15105",0.025,377.625,19.4068286950753,0.00264812975835815,0.0075913053072935,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0098878","neurotransmitter receptor complex","1/1","43/15105",0.0232558139534884,351.279069767442,18.7157439009899,0.00284673949023506,0.0075913053072935,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0098802","plasma membrane signaling receptor complex","1/1","166/15105",0.00602409638554217,90.9939759036145,9.48651547743503,0.0109897384971864,0.0219794769943729,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0034702","monoatomic ion channel complex","1/1","323/15105",0.00309597523219814,46.7647058823529,6.76496163199415,0.0213836477987422,0.0312479311486263,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0043235","receptor complex","1/1","358/15105",0.00279329608938547,42.1927374301676,6.41815685615174,0.0237007613373056,0.0312479311486263,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:1902495","transmembrane transporter complex","1/1","446/15105",0.00224215246636771,33.8677130044843,5.73303697916596,0.0295266468056935,0.0312479311486263,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:1990351","transporter complex","1/1","472/15105",0.00211864406779661,32.0021186440678,5.56795461943323,0.0312479311486263,0.0312479311486263,NA,"VWC2L",1,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0098803","respiratory chain complex","9/10","101/15105",0.0891089108910891,134.59900990099,34.6728729756465,1.84552567230002e-19,2.95284107568003e-18,7.77063440968428e-19,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:1990204","oxidoreductase complex","8/10","138/15105",0.0579710144927536,87.5652173913043,26.2932952196493,1.75247585898756e-15,1.40198068719005e-14,3.68942286102645e-15,"MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",8,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:1902495","transmembrane transporter complex","9/10","446/15105",0.0201793721973094,30.4809417040359,16.2661974115243,1.53538618906648e-13,8.18872634168787e-13,2.1549279846547e-13,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:1990351","transporter complex","9/10","472/15105",0.0190677966101695,28.801906779661,15.7945888639114,2.56416128264541e-13,9.19876278263001e-13,2.42072704806053e-13,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0005743","mitochondrial inner membrane","9/10","478/15105",0.0188284518828452,28.4403765690377,15.6911875865461,2.87461336957188e-13,9.19876278263001e-13,2.42072704806053e-13,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0030964","NADH dehydrogenase complex","5/10","45/15105",0.111111111111111,167.833333333333,28.84735691179,4.64999469918982e-11,1.06285593124339e-10,2.79698929274576e-11,"MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",5,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045271","respiratory chain complex I","5/10","45/15105",0.111111111111111,167.833333333333,28.84735691179,4.64999469918982e-11,1.06285593124339e-10,2.79698929274576e-11,"MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",5,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0070069","cytochrome complex","3/10","33/15105",0.0909090909090909,137.318181818182,20.1769139554177,1.1282332462652e-06,2.2564664925304e-06,5.93806971718526e-07,"MT-CO2/MT-CO3/MT-CYB",3,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045277","respiratory chain complex IV","2/10","19/15105",0.105263157894737,159,17.7368407011558,6.70529937340166e-05,0.000119205322193807,3.13698216299493e-05,"MT-CO2/MT-CO3",2,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045275","respiratory chain complex III","1/10","12/15105",0.0833333333333333,125.875,11.1380142202804,0.00791839922910542,0.0126694387665687,0.00333406283330755,"MT-CYB",1,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045259","proton-transporting ATP synthase complex","1/10","17/15105",0.0588235294117647,88.8529411764706,9.32812502591074,0.011201043458783,0.016292426849139,0.00428748074977341,"MT-ATP6",1,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0016469","proton-transporting two-sector ATPase complex","1/10","44/15105",0.0227272727272727,34.3295454545455,5.69846984736734,0.0287589994437574,0.0383453325916765,0.0100908769978096,"MT-ATP6",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","1/2","10/15105",0.1,755.25,27.4554227532672,0.00132367039480685,0.0131034690429704,0.00250784096516179,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0033180","proton-transporting V-type ATPase, V1 domain","1/2","10/15105",0.1,755.25,27.4554227532672,0.00132367039480685,0.0131034690429704,0.00250784096516179,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","1/2","11/15105",0.0909090909090909,686.590909090909,26.1751147990787,0.00145598921953083,0.0131034690429704,0.00250784096516179,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0098850","extrinsic component of synaptic vesicle membrane","1/2","12/15105",0.0833333333333333,629.375,25.0582714972107,0.0015882992779358,0.0131034690429704,0.00250784096516179,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0000137","Golgi cis cisterna","1/2","17/15105",0.0588235294117647,444.264705882353,21.0426848482502,0.00224971807516872,0.014188843482276,0.00271556813057914,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0016471","vacuolar proton-transporting V-type ATPase complex","1/2","24/15105",0.0416666666666667,314.6875,17.6977126355368,0.00317533620588051,0.014188843482276,0.00271556813057914,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0031312","extrinsic component of organelle membrane","1/2","24/15105",0.0416666666666667,314.6875,17.6977126355368,0.00317533620588051,0.014188843482276,0.00271556813057914,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0033176","proton-transporting V-type ATPase complex","1/2","26/15105",0.0384615384615385,290.480769230769,17.0000225120974,0.00343971963206691,0.014188843482276,0.00271556813057914,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0090533","cation-transporting ATPase complex","1/2","43/15105",0.0232558139534884,175.639534883721,13.1966849072138,0.00568556299406964,0.0191980553498387,0.00367426896647631,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0016469","proton-transporting two-sector ATPase complex","1/2","44/15105",0.0227272727272727,171.647727272727,13.0445564860976,0.00581759253025416,0.0191980553498387,0.00367426896647631,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0098533","ATPase dependent transmembrane transport complex","1/2","49/15105",0.0204081632653061,154.132653061224,12.3549336923387,0.00647760871638625,0.0194328261491588,0.00371920117687249,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0005801","cis-Golgi network","1/2","58/15105",0.0172413793103448,130.215517241379,11.3457466557601,0.00766508557330292,0.021078985326583,0.00403425556489628,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0032580","Golgi cisterna membrane","1/2","78/15105",0.0128205128205128,96.8269230769231,9.76400688060182,0.0103013808004981,0.0261496589551107,0.00500471941724606,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0031985","Golgi cisterna","1/2","102/15105",0.00980392156862745,74.0441176470588,8.51776499348133,0.0134603064564993,0.0313639326232872,0.00600266653077266,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:1904949","ATPase complex","1/2","124/15105",0.00806451612903226,60.9072580645161,7.7081340406148,0.0163515525502275,0.0313639326232872,0.00600266653077266,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030665","clathrin-coated vesicle membrane","1/2","126/15105",0.00793650793650794,59.9404761904762,7.64516525777201,0.0166141827125376,0.0313639326232872,0.00600266653077266,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0005795","Golgi stack","1/2","136/15105",0.00735294117647059,55.5330882352941,7.35127260391876,0.0179268075449257,0.0313639326232872,0.00600266653077266,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030672","synaptic vesicle membrane","1/2","137/15105",0.0072992700729927,55.1277372262774,7.32365105390257,0.0180580218134078,0.0313639326232872,0.00600266653077266,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0099501","exocytic vesicle membrane","1/2","137/15105",0.0072992700729927,55.1277372262774,7.32365105390257,0.0180580218134078,0.0313639326232872,0.00600266653077266,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0019898","extrinsic component of membrane","1/2","151/15105",0.00662251655629139,50.0165562913907,6.9659757264008,0.0198941011086238,0.0328252668292292,0.00628234771851277,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030662","coated vesicle membrane","1/2","189/15105",0.00529100529100529,39.9603174603175,6.20235438309036,0.0248690837863764,0.039079988807163,0.0074794236951508,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030136","clathrin-coated vesicle","1/2","204/15105",0.00490196078431373,37.0220588235294,5.96081004913619,0.0268294081261675,0.0402441121892513,0.00770222242856484,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0008021","synaptic vesicle","1/2","218/15105",0.00458715596330275,34.644495412844,5.75795209130273,0.0286572646138048,0.0409263902681231,0.00783280196519102,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0070382","exocytic vesicle","1/2","235/15105",0.00425531914893617,32.1382978723404,5.53608425103731,0.0308744947093509,0.0409263902681231,0.00783280196519102,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030658","transport vesicle membrane","1/2","236/15105",0.00423728813559322,32.0021186440678,5.52377359694529,0.0310048411122145,0.0409263902681231,0.00783280196519102,"ATP6V1H",1,"CC"
