"APOE_carrier","registration_variable","n","min_ncells","median_ncells","max_ncells","enough_samples"
"E2+","Excit.L2_5.mix_xVasc_adj",5,10,18,24,TRUE
"E2+","Excit.L2_5.mix_xWMuf",3,40,46,64,TRUE
"E2+","Excit.L2_xL1_inhib",3,24,26,32,TRUE
"E2+","Excit.L2_xL2",8,108,177.5,869,TRUE
"E2+","Excit.L2_xL5",8,29,73,325,TRUE
"E2+","Excit.L2_xL6",3,14,17,64,TRUE
"E2+","Excit.L2_xLD_glia",7,23,41,154,TRUE
"E2+","Excit.L2_xVasc_adj",4,17,33,55,TRUE
"E2+","Excit.L2_xWMuf",4,11,18,30,TRUE
"E2+","Excit.L5.RELN_xL2",1,23,23,23,FALSE
"E2+","Excit.L5.RELN_xL5",7,28,140,502,TRUE
"E2+","Excit.L5.RELN_xLD_glia",6,15,32,78,TRUE
"E2+","Excit.L5.RELN_xVasc_adj",2,12,14.5,17,TRUE
"E2+","Excit.L5.RELN_xWMuf",4,13,17,22,TRUE
"E2+","Excit.L5.RORB_xL2",1,84,84,84,FALSE
"E2+","Excit.L5.RORB_xL5",8,13,89,830,TRUE
"E2+","Excit.L5.RORB_xL6",5,15,39,51,TRUE
"E2+","Excit.L5.RORB_xLD_glia",7,11,15,47,TRUE
"E2+","Excit.L5.RORB_xVasc_adj",3,10,10,24,FALSE
"E2+","Excit.L5.RORB_xWMuf",2,12,14,16,TRUE
"E2+","Excit.L5_6.NP_xL5",2,53,62.5,72,FALSE
"E2+","Excit.L5_6.NP_xL6",2,10,26,42,FALSE
"E2+","Excit.L5_6.NP_xLD_glia",1,15,15,15,FALSE
"E2+","Excit.L6.CT_xL5",3,16,21,33,FALSE
"E2+","Excit.L6.CT_xL6",8,42,68.5,157,TRUE
"E2+","Excit.L6.CT_xWMuf",1,12,12,12,FALSE
"E2+","Excit.L6b_xL5",1,18,18,18,FALSE
"E2+","Excit.L6b_xL6",8,19,70,149,TRUE
"E2+","Excit.L6b_xWMuf",5,11,12,19,TRUE
"E2+","Inhib.Chandelier_xL1_inhib",1,15,15,15,FALSE
"E2+","Inhib.Chandelier_xL2",1,16,16,16,FALSE
"E2+","Inhib.Chandelier_xL5",7,10,16,24,TRUE
"E2+","Inhib.Chandelier_xLD_glia",4,10,11.5,16,TRUE
"E2+","Inhib.HTR3A_xGL",1,12,12,12,FALSE
"E2+","Inhib.HTR3A_xL1_inhib",5,15,17,47,TRUE
"E2+","Inhib.HTR3A_xL2",3,10,11,11,TRUE
"E2+","Inhib.HTR3A_xLD_glia",1,10,10,10,FALSE
"E2+","Inhib.HTR3A_xWMuf",1,10,10,10,FALSE
"E2+","Inhib.LAMP5_LHX6_xGL",7,11,17,25,TRUE
"E2+","Inhib.LAMP5_LHX6_xL1_inhib",7,14,32,49,TRUE
"E2+","Inhib.LAMP5_LHX6_xL2",6,11,21.5,52,TRUE
"E2+","Inhib.LAMP5_LHX6_xL5",8,13,30.5,48,TRUE
"E2+","Inhib.LAMP5_LHX6_xL6",4,12,15,20,TRUE
"E2+","Inhib.LAMP5_LHX6_xLD_glia",7,17,21,26,TRUE
"E2+","Inhib.LAMP5_LHX6_xVasc_adj",1,11,11,11,FALSE
"E2+","Inhib.LAMP5_LHX6_xWMd",1,14,14,14,FALSE
"E2+","Inhib.LAMP5_LHX6_xWMuf",6,13,16.5,32,TRUE
"E2+","Inhib.PVALB_xL1_inhib",2,12,12.5,13,TRUE
"E2+","Inhib.PVALB_xL2",7,16,18,48,TRUE
"E2+","Inhib.PVALB_xL5",8,56,80,140,TRUE
"E2+","Inhib.PVALB_xL6",7,10,17,24,TRUE
"E2+","Inhib.PVALB_xLD_glia",8,14,23.5,29,TRUE
"E2+","Inhib.PVALB_xVasc_adj",1,11,11,11,FALSE
"E2+","Inhib.PVALB_xWMuf",6,13,17.5,22,TRUE
"E2+","Inhib.SST_xL1_inhib",1,19,19,19,FALSE
"E2+","Inhib.SST_xL2",5,13,27,67,TRUE
"E2+","Inhib.SST_xL5",8,16,39.5,137,TRUE
"E2+","Inhib.SST_xL6",2,12,16,20,TRUE
"E2+","Inhib.SST_xLD_glia",6,14,23.5,27,TRUE
"E2+","Inhib.SST_xWMuf",5,12,15,22,TRUE
"E2+","Inhib.VIP_xGL",6,17,18.5,21,TRUE
"E2+","Inhib.VIP_xL1_inhib",8,44,130.5,280,TRUE
"E2+","Inhib.VIP_xL2",8,14,78,180,TRUE
"E2+","Inhib.VIP_xL5",8,20,50,68,TRUE
"E2+","Inhib.VIP_xL6",3,10,10,10,TRUE
"E2+","Inhib.VIP_xLD_glia",6,24,37,55,TRUE
"E2+","Inhib.VIP_xVasc_adj",4,10,18,23,TRUE
"E2+","Inhib.VIP_xWMuf",6,14,19.5,30,TRUE
"E2+","Macro_xLD_glia",1,16,16,16,FALSE
"E2+","Macro_xVasc_adj",1,14,14,14,FALSE
"E2+","Macro_xVasc_im",7,11,28,134,TRUE
"E2+","Macro_xVasc_mural",3,11,21,41,TRUE
"E2+","Micro.1_xWMd",3,16,19,38,FALSE
"E2+","Micro.2_xGL",7,27,61,165,TRUE
"E2+","Micro.2_xL1_inhib",7,15,32,78,TRUE
"E2+","Micro.2_xL2",6,12,23,37,TRUE
"E2+","Micro.2_xL5",8,24,34.5,94,TRUE
"E2+","Micro.2_xL6",8,15,34,95,TRUE
"E2+","Micro.2_xLD_glia",8,29,105.5,305,TRUE
"E2+","Micro.2_xVasc_adj",8,11,27,57,TRUE
"E2+","Micro.2_xVasc_im",5,11,27,40,TRUE
"E2+","Micro.2_xVasc_mural",1,10,10,10,FALSE
"E2+","Micro.2_xWMd",8,13,57.5,190,TRUE
"E2+","Micro.2_xWMuf",8,21,64.5,286,TRUE
"E2+","Micro.3_xGL",5,10,32,35,TRUE
"E2+","Micro.3_xLD_glia",3,10,17,18,FALSE
"E2+","Micro.3_xVasc_im",1,13,13,13,FALSE
"E2+","Micro.3_xWMd",5,71,122,155,TRUE
"E2+","Micro.3_xWMuf",5,10,12,29,FALSE
"E2+","Micro.4_xWMd",2,12,13,14,FALSE
"E2+","Micro.5_xGL",8,15,71.5,116,TRUE
"E2+","Micro.5_xL1_inhib",8,19,53,63,TRUE
"E2+","Micro.5_xL2",8,17,45.5,84,TRUE
"E2+","Micro.5_xL5",8,42,62.5,101,TRUE
"E2+","Micro.5_xL6",8,27,62,116,TRUE
"E2+","Micro.5_xLD_glia",8,72,184,209,TRUE
"E2+","Micro.5_xVasc_adj",8,19,40.5,55,TRUE
"E2+","Micro.5_xVasc_im",7,10,15,24,TRUE
"E2+","Micro.5_xWMd",8,20,54,126,TRUE
"E2+","Micro.5_xWMuf",8,41,108,187,TRUE
"E2+","OPC.2_xGL",7,17,43,72,TRUE
"E2+","OPC.2_xL1_inhib",8,10,57,101,TRUE
"E2+","OPC.2_xL2",6,17,46.5,121,TRUE
"E2+","OPC.2_xL5",8,14,55,91,TRUE
"E2+","OPC.2_xL6",8,16,35,72,TRUE
"E2+","OPC.2_xLD_glia",8,25,84,155,TRUE
"E2+","OPC.2_xVasc_adj",8,11,17,37,TRUE
"E2+","OPC.2_xWMd",7,27,47,105,TRUE
"E2+","OPC.2_xWMuf",8,19,50,95,TRUE
"E2+","OPC.4_xGL",5,22,23,29,TRUE
"E2+","OPC.4_xL1_inhib",5,10,13,19,TRUE
"E2+","OPC.4_xL2",1,11,11,11,FALSE
"E2+","OPC.4_xL5",3,11,14,15,TRUE
"E2+","OPC.4_xL6",2,10,12.5,15,TRUE
"E2+","OPC.4_xLD_glia",5,17,26,47,TRUE
"E2+","OPC.4_xWMd",8,12,15.5,62,TRUE
"E2+","OPC.4_xWMuf",6,12,18.5,29,TRUE
"E2+","OPC.5_xGL",7,10,22,90,TRUE
"E2+","OPC.5_xL1_inhib",8,11,31.5,65,TRUE
"E2+","OPC.5_xL2",8,11,30.5,46,TRUE
"E2+","OPC.5_xL5",8,49,64,93,TRUE
"E2+","OPC.5_xL6",8,32,54.5,76,TRUE
"E2+","OPC.5_xLD_glia",8,37,74,246,TRUE
"E2+","OPC.5_xVasc_adj",6,10,21,28,TRUE
"E2+","OPC.5_xWMd",6,16,33.5,55,TRUE
"E2+","OPC.5_xWMuf",8,21,47,187,TRUE
"E2+","Oligo.1_xGL",8,17,55.5,88,TRUE
"E2+","Oligo.1_xL1_inhib",1,20,20,20,FALSE
"E2+","Oligo.1_xL5",7,14,19,34,TRUE
"E2+","Oligo.1_xL6",7,13,30,91,TRUE
"E2+","Oligo.1_xLD_glia",7,16,22,34,TRUE
"E2+","Oligo.1_xVasc_adj",6,10,19,36,TRUE
"E2+","Oligo.1_xVasc_im",1,13,13,13,FALSE
"E2+","Oligo.1_xWMd",8,41,257,1884,TRUE
"E2+","Oligo.1_xWMuf",8,22,108,254,TRUE
"E2+","Oligo.2_xGL",8,13,47,92,TRUE
"E2+","Oligo.2_xL1_inhib",1,18,18,18,FALSE
"E2+","Oligo.2_xL5",2,18,19,20,TRUE
"E2+","Oligo.2_xL6",4,13,15.5,30,TRUE
"E2+","Oligo.2_xLD_glia",4,18,25.5,27,TRUE
"E2+","Oligo.2_xVasc_adj",3,10,18,21,TRUE
"E2+","Oligo.2_xWMd",8,38,269.5,2348,TRUE
"E2+","Oligo.2_xWMuf",8,21,50.5,163,TRUE
"E2+","Oligo.3_xGL",8,61,152,519,TRUE
"E2+","Oligo.3_xL1_inhib",8,14,54,129,TRUE
"E2+","Oligo.3_xL2",8,10,35.5,87,TRUE
"E2+","Oligo.3_xL5",8,131,260.5,406,TRUE
"E2+","Oligo.3_xL6",8,159,313,507,TRUE
"E2+","Oligo.3_xLD_glia",8,92,401.5,556,TRUE
"E2+","Oligo.3_xVasc_adj",8,20,94,205,TRUE
"E2+","Oligo.3_xVasc_im",6,16,31,112,TRUE
"E2+","Oligo.3_xVasc_mural",5,12,17,38,TRUE
"E2+","Oligo.3_xWMd",8,108,631,1468,TRUE
"E2+","Oligo.3_xWMuf",8,274,741.5,1340,TRUE
"E2+","Oligo.4_xGL",8,85,151,273,TRUE
"E2+","Oligo.4_xL1_inhib",7,16,47,49,TRUE
"E2+","Oligo.4_xL2",4,12,15,22,TRUE
"E2+","Oligo.4_xL5",8,29,100,148,TRUE
"E2+","Oligo.4_xL6",8,78,129,191,TRUE
"E2+","Oligo.4_xLD_glia",8,45,142.5,242,TRUE
"E2+","Oligo.4_xVasc_adj",8,15,58,109,TRUE
"E2+","Oligo.4_xVasc_im",4,10,21,37,TRUE
"E2+","Oligo.4_xVasc_mural",2,12,13,14,TRUE
"E2+","Oligo.4_xWMd",8,231,784,2829,TRUE
"E2+","Oligo.4_xWMuf",8,191,350.5,690,TRUE
"E2+","Oligo.5_xL5",5,11,15,24,TRUE
"E2+","Oligo.5_xL6",4,16,21,28,TRUE
"E2+","Oligo.5_xLD_glia",4,12,14.5,21,TRUE
"E2+","Oligo.5_xWMd",6,21,95,293,TRUE
"E2+","Oligo.5_xWMuf",6,13,29.5,63,TRUE
"E2+","Vasc.Endo_xGL",8,15,73,94,TRUE
"E2+","Vasc.Endo_xL1_inhib",8,21,48.5,96,TRUE
"E2+","Vasc.Endo_xL2",8,10,52,141,TRUE
"E2+","Vasc.Endo_xL5",8,31,97.5,156,TRUE
"E2+","Vasc.Endo_xL6",8,28,71.5,122,TRUE
"E2+","Vasc.Endo_xLD_glia",8,169,251,449,TRUE
"E2+","Vasc.Endo_xVasc_adj",8,112,209.5,299,TRUE
"E2+","Vasc.Endo_xVasc_im",7,56,92,261,TRUE
"E2+","Vasc.Endo_xVasc_mural",8,41,339,1251,TRUE
"E2+","Vasc.Endo_xWMd",8,37,84.5,142,TRUE
"E2+","Vasc.Endo_xWMuf",8,88,135.5,194,TRUE
"E2+","Vasc.PC_xGL",7,19,38,66,TRUE
"E2+","Vasc.PC_xL1_inhib",8,13,19,74,TRUE
"E2+","Vasc.PC_xL2",6,11,34,59,TRUE
"E2+","Vasc.PC_xL5",8,18,30.5,75,TRUE
"E2+","Vasc.PC_xL6",8,10,26,44,TRUE
"E2+","Vasc.PC_xLD_glia",8,59,105,186,TRUE
"E2+","Vasc.PC_xVasc_adj",8,40,106,200,TRUE
"E2+","Vasc.PC_xVasc_im",7,52,142,468,TRUE
"E2+","Vasc.PC_xVasc_mural",8,27,338,1599,TRUE
"E2+","Vasc.PC_xWMd",7,17,23,40,TRUE
"E2+","Vasc.PC_xWMuf",8,15,59,98,TRUE
"E2+","Vasc.VLMC_xVasc_adj",4,13,18,20,TRUE
"E2+","Vasc.VLMC_xVasc_im",7,14,128,276,TRUE
"E2+","Vasc.VLMC_xVasc_mural",7,13,82,139,TRUE
"E2+","Vasc.VLMC_xWMd",1,33,33,33,FALSE
"E4+","Astro.1_xGL",8,26,43.5,159,TRUE
"E4+","Astro.1_xL1_inhib",8,35,109.5,305,TRUE
"E4+","Astro.1_xL2",8,21,114.5,276,TRUE
"E4+","Astro.1_xL5",8,10,38,177,TRUE
"E4+","Astro.1_xL6",6,11,27.5,64,TRUE
"E4+","Astro.1_xLD_glia",8,51,191.5,814,TRUE
"E4+","Astro.1_xVasc_adj",5,15,24,83,TRUE
"E4+","Astro.1_xVasc_im",1,17,17,17,FALSE
"E4+","Astro.1_xWMd",4,10,11.5,20,TRUE
"E4+","Astro.1_xWMuf",7,10,37,150,TRUE
"E4+","Astro.2_xGL",8,72,134.5,246,TRUE
"E4+","Astro.2_xL1_inhib",8,72,130.5,270,TRUE
"E4+","Astro.2_xL2",8,33,82,153,TRUE
"E4+","Astro.2_xL5",8,42,55,148,TRUE
"E4+","Astro.2_xL6",7,15,67,130,TRUE
"E4+","Astro.2_xLD_glia",8,147,271.5,412,TRUE
"E4+","Astro.2_xVasc_adj",8,25,32.5,46,TRUE
"E4+","Astro.2_xVasc_im",1,13,13,13,FALSE
"E4+","Astro.2_xWMd",8,12,30.5,110,TRUE
"E4+","Astro.2_xWMuf",8,25,128.5,251,TRUE
"E4+","Astro.3_xGL",1,16,16,16,FALSE
"E4+","Astro.3_xL5",2,11,11.5,12,FALSE
"E4+","Astro.3_xL6",2,14,15,16,TRUE
"E4+","Astro.3_xLD_glia",4,12,13.5,35,FALSE
"E4+","Astro.3_xWMd",2,10,11,12,TRUE
"E4+","Astro.3_xWMuf",5,10,13,25,TRUE
"E4+","Astro.4_xGL",8,65,164,267,TRUE
"E4+","Astro.4_xL6",1,13,13,13,FALSE
"E4+","Astro.4_xVasc_adj",3,12,14,18,TRUE
"E4+","Astro.4_xVasc_im",6,21,42.5,68,TRUE
"E4+","Astro.4_xVasc_mural",3,10,20,55,TRUE
"E4+","Astro.4_xWMd",8,20,35.5,479,TRUE
"E4+","Astro.4_xWMuf",3,10,29,72,TRUE
"E4+","Astro.5_xGL",8,145,393,581,TRUE
"E4+","Astro.5_xL1_inhib",8,102,168.5,273,TRUE
"E4+","Astro.5_xL2",8,51,103.5,154,TRUE
"E4+","Astro.5_xL5",8,97,155.5,277,TRUE
"E4+","Astro.5_xL6",7,36,235,314,TRUE
"E4+","Astro.5_xLD_glia",8,280,548,867,TRUE
"E4+","Astro.5_xVasc_adj",8,53,94.5,140,TRUE
"E4+","Astro.5_xVasc_im",7,30,37,81,TRUE
"E4+","Astro.5_xVasc_mural",7,14,26,38,TRUE
"E4+","Astro.5_xWMd",8,26,98.5,296,TRUE
"E4+","Astro.5_xWMuf",8,132,329.5,663,TRUE
"E4+","Excit.L2_5.RELN_xL1_inhib",3,16,20,26,TRUE
"E4+","Excit.L2_5.RELN_xL2",5,17,25,75,TRUE
"E4+","Excit.L2_5.RELN_xL5",6,17,34,49,TRUE
"E4+","Excit.L2_5.RELN_xLD_glia",4,11,12,14,TRUE
"E4+","Excit.L2_5.mix_xL1_inhib",1,12,12,12,FALSE
"E4+","Excit.L2_5.mix_xL2",8,29,58,155,TRUE
"E4+","Excit.L2_5.mix_xL5",8,23,66.5,158,TRUE
"E4+","Excit.L2_5.mix_xL6",7,25,53,138,TRUE
"E4+","Excit.L2_5.mix_xLD_glia",8,18,58,120,TRUE
"E4+","Excit.L2_5.mix_xVasc_adj",5,11,15,29,TRUE
"E4+","Excit.L2_5.mix_xWMd",1,10,10,10,FALSE
"E4+","Excit.L2_5.mix_xWMuf",6,14,39.5,79,TRUE
"E4+","Excit.L2_xL1_inhib",5,15,23,36,TRUE
"E4+","Excit.L2_xL2",8,243,524,998,TRUE
"E4+","Excit.L2_xL5",8,72,144.5,349,TRUE
"E4+","Excit.L2_xL6",3,11,37,55,TRUE
"E4+","Excit.L2_xLD_glia",8,28,89.5,139,TRUE
"E4+","Excit.L2_xVasc_adj",7,13,40,57,TRUE
"E4+","Excit.L2_xWMuf",5,11,14,25,TRUE
"E4+","Excit.L5.RELN_xL2",1,29,29,29,FALSE
"E4+","Excit.L5.RELN_xL5",6,61,151,424,TRUE
"E4+","Excit.L5.RELN_xLD_glia",6,12,28.5,104,TRUE
"E4+","Excit.L5.RELN_xVasc_adj",3,12,22,25,TRUE
"E4+","Excit.L5.RELN_xWMuf",4,13,22.5,27,TRUE
"E4+","Excit.L5.RORB_xL5",8,22,58.5,812,TRUE
"E4+","Excit.L5.RORB_xL6",7,12,26,79,TRUE
"E4+","Excit.L5.RORB_xLD_glia",6,10,17,62,TRUE
"E4+","Excit.L5.RORB_xVasc_adj",1,38,38,38,FALSE
"E4+","Excit.L5.RORB_xWMuf",5,11,15,31,TRUE
"E4+","Excit.L5_6.NP_xL5",1,32,32,32,FALSE
"E4+","Excit.L6.CT_xL6",7,12,50,117,TRUE
"E4+","Excit.L6.CT_xWMuf",4,12,13.5,16,FALSE
"E4+","Excit.L6b_xL6",6,29,65,167,TRUE
"E4+","Excit.L6b_xWMuf",3,14,27,29,TRUE
"E4+","Inhib.Chandelier_xL1_inhib",2,12,12.5,13,FALSE
"E4+","Inhib.Chandelier_xL2",5,12,16,24,FALSE
"E4+","Inhib.Chandelier_xL5",7,11,13,31,TRUE
"E4+","Inhib.Chandelier_xLD_glia",2,10,11,12,TRUE
"E4+","Inhib.Chandelier_xWMuf",1,12,12,12,FALSE
"E4+","Inhib.HTR3A_xGL",1,11,11,11,FALSE
"E4+","Inhib.HTR3A_xL1_inhib",8,10,21,24,TRUE
"E4+","Inhib.HTR3A_xL2",3,10,13,13,TRUE
"E4+","Inhib.HTR3A_xL5",1,10,10,10,FALSE
"E4+","Inhib.LAMP5_LHX6_xGL",6,11,18,31,TRUE
"E4+","Inhib.LAMP5_LHX6_xL1_inhib",7,18,29,42,TRUE
"E4+","Inhib.LAMP5_LHX6_xL2",8,12,23,35,TRUE
"E4+","Inhib.LAMP5_LHX6_xL5",8,21,29,52,TRUE
"E4+","Inhib.LAMP5_LHX6_xL6",4,11,13,24,TRUE
"E4+","Inhib.LAMP5_LHX6_xLD_glia",8,12,21.5,41,TRUE
"E4+","Inhib.LAMP5_LHX6_xVasc_adj",3,11,13,18,FALSE
"E4+","Inhib.LAMP5_LHX6_xWMd",2,11,12,13,FALSE
"E4+","Inhib.LAMP5_LHX6_xWMuf",6,11,22,60,TRUE
"E4+","Inhib.PVALB_xL1_inhib",5,12,12,18,TRUE
"E4+","Inhib.PVALB_xL2",6,13,19.5,29,TRUE
"E4+","Inhib.PVALB_xL5",8,47,67,118,TRUE
"E4+","Inhib.PVALB_xL6",6,11,12,25,TRUE
"E4+","Inhib.PVALB_xLD_glia",8,14,21,28,TRUE
"E4+","Inhib.PVALB_xVasc_adj",2,10,10,10,FALSE
"E4+","Inhib.PVALB_xWMuf",7,11,18,38,TRUE
"E4+","Inhib.SST_xL2",8,11,15.5,31,TRUE
"E4+","Inhib.SST_xL5",8,18,28,85,TRUE
"E4+","Inhib.SST_xL6",3,13,16,24,TRUE
"E4+","Inhib.SST_xLD_glia",8,13,14,37,TRUE
"E4+","Inhib.SST_xVasc_adj",1,15,15,15,FALSE
"E4+","Inhib.SST_xWMuf",6,10,12.5,42,TRUE
"E4+","Inhib.VIP_xGL",8,12,20.5,30,TRUE
"E4+","Inhib.VIP_xL1_inhib",8,93,133.5,195,TRUE
"E4+","Inhib.VIP_xL2",8,52,117.5,228,TRUE
"E4+","Inhib.VIP_xL5",8,38,45,82,TRUE
"E4+","Inhib.VIP_xL6",4,10,14,19,TRUE
"E4+","Inhib.VIP_xLD_glia",8,28,44,70,TRUE
"E4+","Inhib.VIP_xVasc_adj",7,10,14,40,TRUE
"E4+","Inhib.VIP_xWMuf",8,10,18.5,52,TRUE
"E4+","Macro_xGL",3,10,11,13,FALSE
"E4+","Macro_xLD_glia",1,11,11,11,FALSE
"E4+","Macro_xVasc_adj",4,10,17.5,24,FALSE
"E4+","Macro_xVasc_im",7,13,60,655,TRUE
"E4+","Macro_xVasc_mural",5,10,20,63,TRUE
"E4+","Micro.2_xGL",8,25,53.5,85,TRUE
"E4+","Micro.2_xL1_inhib",8,11,22,39,TRUE
"E4+","Micro.2_xL2",8,10,20,101,TRUE
"E4+","Micro.2_xL5",8,18,35,58,TRUE
"E4+","Micro.2_xL6",6,16,37.5,60,TRUE
"E4+","Micro.2_xLD_glia",8,47,99,188,TRUE
"E4+","Micro.2_xVasc_adj",8,12,26,62,TRUE
"E4+","Micro.2_xVasc_im",8,12,15,56,TRUE
"E4+","Micro.2_xVasc_mural",1,20,20,20,FALSE
"E4+","Micro.2_xWMd",8,11,60,115,TRUE
"E4+","Micro.2_xWMuf",8,38,72.5,205,TRUE
"E4+","Micro.3_xGL",2,18,18.5,19,TRUE
"E4+","Micro.3_xWMd",2,19,22.5,26,TRUE
"E4+","Micro.3_xWMuf",1,12,12,12,FALSE
"E4+","Micro.5_xGL",8,25,74.5,117,TRUE
"E4+","Micro.5_xL1_inhib",8,17,45.5,65,TRUE
"E4+","Micro.5_xL2",8,23,45.5,88,TRUE
"E4+","Micro.5_xL5",8,11,51.5,88,TRUE
"E4+","Micro.5_xL6",7,23,62,114,TRUE
"E4+","Micro.5_xLD_glia",8,76,151,338,TRUE
"E4+","Micro.5_xVasc_adj",8,13,42,78,TRUE
"E4+","Micro.5_xVasc_im",6,14,16,45,TRUE
"E4+","Micro.5_xVasc_mural",2,15,15,15,FALSE
"E4+","Micro.5_xWMd",7,30,74,129,TRUE
"E4+","Micro.5_xWMuf",8,12,131,230,TRUE
"E4+","OPC.2_xGL",7,30,46,65,TRUE
"E4+","OPC.2_xL1_inhib",8,35,49.5,81,TRUE
"E4+","OPC.2_xL2",8,25,52,103,TRUE
"E4+","OPC.2_xL5",8,22,52,115,TRUE
"E4+","OPC.2_xL6",6,16,45,57,TRUE
"E4+","OPC.2_xLD_glia",8,62,84,235,TRUE
"E4+","OPC.2_xVasc_adj",8,10,16.5,44,TRUE
"E4+","OPC.2_xWMd",6,28,59.5,116,TRUE
"E4+","OPC.2_xWMuf",7,40,68,138,TRUE
"E4+","OPC.4_xGL",4,15,23.5,33,TRUE
"E4+","OPC.4_xL1_inhib",4,11,17,23,TRUE
"E4+","OPC.4_xL2",2,12,15.5,19,FALSE
"E4+","OPC.4_xL5",2,11,19,27,TRUE
"E4+","OPC.4_xL6",3,11,11,12,TRUE
"E4+","OPC.4_xLD_glia",7,10,18,55,TRUE
"E4+","OPC.4_xWMd",5,11,18,58,TRUE
"E4+","OPC.4_xWMuf",4,11,17.5,36,TRUE
"E4+","OPC.5_xGL",6,14,33.5,41,TRUE
"E4+","OPC.5_xL1_inhib",8,15,35,72,TRUE
"E4+","OPC.5_xL2",8,12,62,94,TRUE
"E4+","OPC.5_xL5",8,36,102.5,149,TRUE
"E4+","OPC.5_xL6",7,26,53,191,TRUE
"E4+","OPC.5_xLD_glia",8,43,122.5,231,TRUE
"E4+","OPC.5_xVasc_adj",8,12,20.5,43,TRUE
"E4+","OPC.5_xWMd",5,24,40,118,TRUE
"E4+","OPC.5_xWMuf",8,23,83.5,185,TRUE
"E4+","Oligo.1_xGL",8,28,43,87,TRUE
"E4+","Oligo.1_xL1_inhib",2,17,17.5,18,FALSE
"E4+","Oligo.1_xL5",8,12,25,50,TRUE
"E4+","Oligo.1_xL6",6,13,25.5,55,TRUE
"E4+","Oligo.1_xLD_glia",7,12,28,67,TRUE
"E4+","Oligo.1_xVasc_adj",3,14,20,28,TRUE
"E4+","Oligo.1_xVasc_im",1,11,11,11,FALSE
"E4+","Oligo.1_xWMd",8,44,196,363,TRUE
"E4+","Oligo.1_xWMuf",8,17,88,165,TRUE
"E4+","Oligo.2_xGL",8,16,35,59,TRUE
"E4+","Oligo.2_xL5",4,11,18,23,TRUE
"E4+","Oligo.2_xL6",3,10,15,30,TRUE
"E4+","Oligo.2_xLD_glia",6,10,19.5,27,TRUE
