Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000117616,RSRP1,34,-0.0360,31,-0.2255,38,0.24474
ENSG00000183726,TMEM50A,81,-0.1331,88,0.02540,90,0.07806
ENSG00000204178,MACO1,23,-0.0761,32,0.69844,17,-0.7241
ENSG00000117643,MAN1C1,36,-0.3569,42,-0.0796,50,0.33812
ENSG00000162430,SELENON,57,0.85310,26,-0.7653,36,-0.0726
ENSG00000117640,MTFR1L,63,-0.0505,58,-0.2360,72,0.26536
ENSG00000117632,STMN1,1053,-0.7468,2134,0.75916,1400,-0.2818
ENSG00000158008,EXTL1,59,0.07906,62,0.22597,49,-0.3029
ENSG00000142684,ZNF593,28,-0.3122,42,0.57423,28,-0.3735
ENSG00000142669,SH3BGRL3,249,-0.3417,379,0.59785,252,-0.3782
ENSG00000158062,UBXN11,19,-0.4782,27,0.28504,25,0.05874
ENSG00000117682,DHDDS,17,-0.5604,27,0.36099,23,0.03328
ENSG00000198830,HMGN2,132,0.24130,96,-0.4264,127,0.20412
ENSG00000117713,ARID1A,45,-0.3858,68,0.48680,50,-0.2201
ENSG00000204160,ZDHHC18,29,-0.1196,28,-0.2163,35,0.29886
ENSG00000142751,GPN2,12,-0.7883,24,0.64359,18,-0.1283
ENSG00000090273,NUDC,148,-0.3319,172,-0.0645,201,0.30705
ENSG00000253368,TRNP1,51,-0.4087,77,0.48117,58,-0.1974
ENSG00000090020,SLC9A1,14,-1.0405,37,0.90353,23,-0.2735
ENSG00000142784,WDTC1,30,0.05044,22,-0.5661,35,0.47657
ENSG00000186501,TMEM222,63,-0.4711,85,0.11234,89,0.22815
ENSG00000158195,WASF2,28,0.82165,13,-0.7679,18,-0.0387
ENSG00000126705,AHDC1,29,-0.8745,60,0.60310,46,-0.0349
ENSG00000126709,IFI6,76,-0.3911,100,0.16275,99,0.12517
ENSG00000117758,STX12,74,-0.3631,107,0.41699,84,-0.1599
ENSG00000117751,PPP1R8,18,-0.5252,29,0.39201,24,-0.0219
ENSG00000117748,RPA2,44,-0.6419,69,0.20720,70,0.24027
ENSG00000126698,DNAJC8,112,-0.2310,147,0.36234,116,-0.1983
ENSG00000130770,ATP5IF1,536,-0.4267,814,0.46140,628,-0.1630
ENSG00000180098,TRNAU1AP,13,-0.5995,20,0.16083,21,0.26070
ENSG00000198492,YTHDF2,43,-0.8318,94,0.81121,61,-0.2885
ENSG00000116350,SRSF4,43,-0.0734,48,0.18932,42,-0.1358
ENSG00000116353,MECR,38,-0.2564,46,0.16569,44,0.02793
ENSG00000162511,LAPTM5,49,1.44518,11,-1.6227,25,-0.0859
ENSG00000162512,SDC3,106,-0.3226,142,0.28659,123,-0.0496
ENSG00000134644,PUM1,94,-0.4446,130,0.20363,126,0.11972
ENSG00000060688,SNRNP40,18,-0.3906,26,0.38496,21,-0.1058
ENSG00000121766,ZCCHC17,103,-0.3861,141,0.26025,128,0.02238
ENSG00000121769,FABP3,148,-0.6731,287,0.74263,186,-0.3101
ENSG00000162517,PEF1,83,-0.4695,116,0.16906,116,0.17083
ENSG00000084636,COL16A1,16,-1.0240,30,0.10846,36,0.54275
ENSG00000121753,ADGRB2,253,-0.4088,360,0.31944,312,-0.0237
ENSG00000184007,PTP4A2,141,0.02666,116,-0.4027,161,0.35591
ENSG00000121774,KHDRBS1,98,-0.0529,100,-0.0062,103,0.04799
ENSG00000025800,KPNA6,29,-0.2472,43,0.61918,27,-0.4775
ENSG00000084652,TXLNA,19,-0.2461,20,-0.2558,26,0.42509
ENSG00000084623,EIF3I,115,-0.1198,149,0.48308,101,-0.4232
ENSG00000175130,MARCKSL1,275,0.40402,121,-1.2467,295,0.69145
ENSG00000160058,BSDC1,41,-0.6931,66,0.21990,67,0.25781
ENSG00000176261,ZBTB8OS,37,-0.1021,39,0.03294,40,0.04703
ENSG00000162521,RBBP4,77,-0.1931,92,0.18286,84,-0.0363
ENSG00000162522,KIAA1522,21,-0.2173,18,-0.5770,31,0.68124
ENSG00000134684,YARS,78,-0.7149,151,0.65217,107,-0.1822
ENSG00000121905,HPCA,178,-0.5757,337,0.84325,194,-0.4935
ENSG00000121900,TMEM54,46,0.16003,37,-0.2912,46,0.14976
ENSG00000116514,RNF19B,25,-0.4493,31,-0.0925,38,0.41058
ENSG00000004455,AK2,23,0.15099,14,-0.8167,27,0.59713
ENSG00000142920,AZIN2,25,0.00542,31,0.55617,19,-0.6214
ENSG00000134686,PHC2,47,-0.4318,73,0.48705,55,-0.1875
ENSG00000163866,SMIM12,48,-0.5525,71,0.19085,71,0.20195
ENSG00000116544,DLGAP3,82,0.32303,46,-0.8419,84,0.47621
ENSG00000116560,SFPQ,111,-0.2366,125,-0.0253,138,0.20341
ENSG00000146463,ZMYM4,34,-0.0134,27,-0.4780,41,0.45135
ENSG00000142687,KIAA0319L,55,0.04697,58,0.16547,49,-0.2096
ENSG00000020129,NCDN,472,-0.6962,698,0.02222,831,0.45189
ENSG00000126067,PSMB2,96,-0.6749,156,0.27679,150,0.19010
ENSG00000142686,C1orf216,77,-0.4803,111,0.24327,105,0.10298
ENSG00000092847,AGO1,20,0.02728,21,0.10115,19,-0.1253
ENSG00000116863,ADPRHL2,18,-0.2886,27,0.51327,19,-0.3220
ENSG00000054116,TRAPPC3,43,-0.6192,72,0.41879,61,0.00987
ENSG00000116871,MAP7D1,181,-0.2439,224,0.19499,205,-0.0112
ENSG00000054118,THRAP3,52,0.13439,42,-0.3142,53,0.19182
ENSG00000196182,STK40,18,0.02613,20,0.27016,16,-0.3057
ENSG00000181817,LSM10,48,-0.2985,59,0.12633,58,0.09788
ENSG00000116885,OSCP1,14,-0.9494,31,0.59643,25,0.01313
ENSG00000116898,MRPS15,51,-0.2169,70,0.48518,49,-0.3462
ENSG00000163875,MEAF6,82,-0.6699,152,0.64483,108,-0.2023
ENSG00000183317,EPHA10,9,-1.0713,20,0.23429,21,0.44356
ENSG00000185090,MANEAL,28,-1.0052,63,0.56827,52,0.07212
ENSG00000197982,C1orf122,288,0.34023,221,-0.2043,233,-0.0880
ENSG00000183431,SF3A3,24,-0.7451,42,0.29258,40,0.21496
ENSG00000183520,UTP11,33,0.08202,28,-0.3223,36,0.24125
ENSG00000116954,RRAGC,27,-0.8048,52,0.45634,44,0.08096
ENSG00000174574,AKIRIN1,82,-0.3076,92,-0.1161,111,0.33914
ENSG00000168653,NDUFS5,754,0.03322,813,0.22162,660,-0.2585
ENSG00000127603,MACF1,88,-0.0041,103,0.39986,72,-0.4262
ENSG00000090621,PABPC4,49,0.14477,38,-0.4090,51,0.26821
ENSG00000116983,HPCAL4,289,-0.1048,257,-0.3824,365,0.43684
ENSG00000084072,PPIE,24,-0.5590,36,0.25381,34,0.14264
ENSG00000168389,MFSD2A,18,-0.0950,13,-0.7224,25,0.71089
ENSG00000131236,CAP1,114,-0.5040,167,0.26370,156,0.09749
ENSG00000131238,PPT1,92,-0.6078,144,0.26635,138,0.16019
ENSG00000084073,ZMPSTE24,30,-0.3577,37,0.04060,39,0.22348
ENSG00000084070,SMAP2,123,-0.5644,186,0.25304,178,0.14679
ENSG00000117016,RIMS3,64,-0.1211,88,0.63458,52,-0.6031
ENSG00000066136,NFYC,24,-0.8964,40,0.03804,49,0.54582
ENSG00000179862,CITED4,18,-0.2779,31,0.97476,14,-0.9003
ENSG00000127124,HIVEP3,18,-0.1308,19,0.03518,19,0.06664
ENSG00000198815,FOXJ3,36,-0.6697,66,0.57952,50,-0.1307
ENSG00000177181,RIMKLA,25,-0.1732,30,0.20207,27,-0.0713
ENSG00000127125,PPCS,59,-0.1571,69,0.16955,63,-0.0498
ENSG00000171960,PPIH,10,-1.0995,23,0.48267,21,0.20794
ENSG00000065978,YBX1,124,0.91869,48,-1.0469,83,0.08196
ENSG00000164008,C1orf50,25,0.08498,29,0.45899,18,-0.5771
ENSG00000177868,SVBP,32,-0.3948,44,0.25446,40,0.03430
ENSG00000117394,SLC2A1,106,1.66643,28,-1.1712,37,-0.6578
ENSG00000117395,EBNA1BP2,75,-0.6005,119,0.31113,109,0.11007
ENSG00000066322,ELOVL1,25,0.07972,15,-0.9625,32,0.76052
ENSG00000159479,MED8,20,-0.4071,36,1.03430,16,-0.8651
ENSG00000142949,PTPRF,121,-0.5394,179,0.22982,173,0.15455
ENSG00000126091,ST3GAL3,34,-0.5275,46,0.01996,53,0.35348
ENSG00000117408,IPO13,61,-0.1615,55,-0.4335,83,0.52191
ENSG00000132768,DPH2,11,-0.7165,23,0.79283,14,-0.3394
ENSG00000117410,ATP6V0B,348,-0.8748,727,0.62822,551,-0.0617
ENSG00000117411,B4GALT2,65,-0.0609,63,-0.1369,73,0.18081
ENSG00000159214,CCDC24,14,-0.8542,30,0.64484,23,-0.0913
ENSG00000178028,DMAP1,43,-0.4495,58,0.14748,59,0.17933
ENSG00000117419,ERI3,190,-0.2163,253,0.41663,189,-0.2695
ENSG00000187147,RNF220,83,-0.4627,126,0.40770,103,-0.0802
ENSG00000126106,TMEM53,15,-0.4711,27,0.84707,15,-0.5753
ENSG00000142937,RPS8,1123,0.67678,653,-0.4618,751,-0.1629
ENSG00000070785,EIF2B3,23,-0.8151,52,0.96681,29,-0.4787
ENSG00000126107,HECTD3,14,-0.3402,21,0.44602,16,-0.2082
ENSG00000126088,UROD,74,-0.1950,97,0.39686,73,-0.2642
ENSG00000117450,PRDX1,365,0.13769,327,-0.0897,337,-0.0238
ENSG00000117448,AKR1A1,50,-0.0421,59,0.33315,44,-0.3177
ENSG00000132780,NASP,26,-0.0484,27,0.01540,27,0.02292
ENSG00000159592,GPBP1L1,19,-0.5892,22,-0.3397,35,0.71970
ENSG00000086015,MAST2,28,-0.0244,37,0.59732,21,-0.6446
ENSG00000085998,POMGNT1,49,-0.5472,68,0.07376,75,0.31387
ENSG00000132128,LRRC41,49,-0.2234,56,0.04813,58,0.12219
ENSG00000173660,UQCRH,548,-0.2155,725,0.40503,547,-0.2572
ENSG00000117480,FAAH,32,-0.3813,32,-0.4476,52,0.68334
ENSG00000079277,MKNK1,18,-0.2368,29,0.82103,15,-0.7351
ENSG00000123472,ATPAF1,109,-0.0985,109,-0.1134,124,0.18689
ENSG00000159658,EFCAB14,63,0.73519,36,-0.4330,40,-0.2492
ENSG00000186377,CYP4X1,14,-1.2504,41,0.94876,26,-0.2168
ENSG00000162368,CMPK1,86,-0.2274,102,0.13547,98,0.03761
ENSG00000162373,BEND5,18,-1.0007,53,1.46029,20,-0.9704
ENSG00000162374,ELAVL4,47,-1.7233,216,1.46089,99,-0.5869
ENSG00000185104,FAF1,27,-0.4569,45,0.58388,31,-0.2775
ENSG00000123091,RNF11,326,-0.4869,443,0.10274,470,0.24769
ENSG00000085832,EPS15,128,-0.1996,167,0.39690,126,-0.2606
ENSG00000078618,NRDC,61,-0.3398,97,0.71323,58,-0.5154
ENSG00000169213,RAB3B,55,-0.7490,115,0.81752,72,-0.3469
ENSG00000117862,TXNDC12,28,-0.3455,42,0.58768,28,-0.3635
ENSG00000134717,BTF3L4,57,-0.6378,92,0.31834,85,0.12553
ENSG00000157077,ZFYVE9,17,-0.2989,26,0.61978,17,-0.4369
ENSG00000162377,COA7,17,-0.2136,21,0.27225,18,-0.1146
ENSG00000162378,ZYG11B,97,-0.4287,142,0.35774,120,-0.0503
ENSG00000116171,SCP2,77,-0.1463,89,0.15643,81,-0.0444
ENSG00000162384,CZIB,60,0.08624,64,0.23317,50,-0.3171
ENSG00000162385,MAGOH,30,-0.3098,43,0.43401,33,-0.2175
ENSG00000157193,LRP8,24,-0.6878,44,0.56795,33,-0.1068
ENSG00000058799,YIPF1,15,-0.7181,35,1.23501,14,-0.8785
ENSG00000081870,HSPB11,48,-0.1354,49,-0.0798,55,0.18238
ENSG00000116209,TMEM59,159,-0.3260,218,0.33573,182,-0.0991
ENSG00000116221,MRPL37,61,-0.5316,95,0.35851,82,0.01735
ENSG00000157216,SSBP3,128,-0.5669,249,0.92742,132,-0.6016
ENSG00000243725,TTC4,13,-0.4038,17,0.00808,19,0.28578
ENSG00000116133,DHCR24,137,-1.0414,392,1.29705,174,-0.7364
ENSG00000162402,USP24,20,-0.4207,31,0.47408,23,-0.1811
ENSG00000162407,PLPP3,140,1.01129,35,-1.7271,103,0.41650
ENSG00000162409,PRKAA2,34,-0.5563,47,0.02495,54,0.36650
ENSG00000173406,DAB1,16,-0.2081,12,-0.8472,26,0.88694
ENSG00000162601,MYSM1,17,-0.3937,22,0.06271,24,0.22608
ENSG00000177606,JUN,87,-0.5205,106,-0.1972,145,0.55145
ENSG00000134709,HOOK1,13,-1.3319,41,0.87218,28,-0.0952
ENSG00000162599,NFIA,79,1.05015,18,-1.8211,57,0.42692
ENSG00000162604,TM2D1,58,-0.3259,74,0.14023,73,0.10309
ENSG00000116641,DOCK7,23,0.42915,19,0.06376,15,-0.4525
ENSG00000079739,PGM1,43,0.06585,34,-0.4377,48,0.35594
ENSG00000158966,CACHD1,29,-0.0365,20,-0.7901,39,0.72042
ENSG00000162434,JAK1,55,-0.4853,70,-0.0623,85,0.40523
ENSG00000162433,AK4,56,-0.0019,43,-0.5679,70,0.51801
ENSG00000116675,DNAJC6,228,-0.7821,448,0.61487,336,-0.1007
ENSG00000213625,LEPROT,37,1.42949,7,-1.9107,20,0.08737
ENSG00000184588,PDE4B,47,-0.2004,61,0.35874,48,-0.2179
ENSG00000118473,SGIP1,60,-0.8948,133,0.75236,91,-0.1858
ENSG00000198160,MIER1,18,-0.1432,20,-0.0120,21,0.12248
ENSG00000142864,SERBP1,118,-0.0152,130,0.21676,108,-0.2125
ENSG00000116717,GADD45A,21,-0.2940,36,0.97659,16,-0.8881
ENSG00000116729,WLS,69,-0.1766,64,-0.3401,91,0.45147
ENSG00000033122,LRRC7,57,-0.6516,87,0.17159,91,0.28130
ENSG00000066557,LRRC40,16,-1.0983,34,0.36583,34,0.32592
ENSG00000116754,SRSF11,65,-0.4925,90,0.13076,94,0.22371
ENSG00000118454,ANKRD13C,21,-0.7860,32,-0.0011,40,0.52418
ENSG00000050628,PTGER3,19,-0.4589,26,0.12706,27,0.20569
ENSG00000132485,ZRANB2,43,-0.8999,79,0.25615,82,0.33618
ENSG00000172260,NEGR1,110,-0.7814,242,0.95361,135,-0.4847
ENSG00000178965,ERICH3,32,-0.9250,67,0.57803,54,0.01949
ENSG00000117054,ACADM,40,0.33858,32,-0.1344,32,-0.1557
ENSG00000137955,RABGGTB,32,-0.2720,38,0.10383,38,0.10168
ENSG00000117069,ST6GALNAC5,47,-1.2332,119,0.55985,103,0.19080
ENSG00000142892,PIGK,19,-1.0133,41,0.53580,35,0.11026
ENSG00000154027,AK5,277,-0.9207,595,0.62969,456,-0.0378
ENSG00000036549,AC118549.1,20,0.25685,17,-0.1577,17,-0.0593
ENSG00000077254,USP33,60,-0.8191,124,0.65028,91,-0.1175
ENSG00000180488,MIGA1,51,-0.7348,95,0.52445,76,-0.0315
ENSG00000162613,FUBP1,37,-0.3547,49,0.24522,45,0.01616
ENSG00000162616,DNAJB4,23,-0.7007,37,0.20750,38,0.27457
ENSG00000117114,ADGRL2,15,-1.1368,41,0.88215,27,-0.1992
ENSG00000137941,TTLL7,69,-0.6540,127,0.62746,91,-0.1932
ENSG00000142875,PRKACB,274,-0.6711,470,0.41371,405,0.04709
ENSG00000117133,RPF1,19,-0.3121,22,-0.0457,26,0.27569
ENSG00000174021,GNG5,76,1.47086,20,-1.3070,34,-0.3201
ENSG00000117155,SSX2IP,48,-1.2318,101,0.10452,125,0.64222
ENSG00000162642,C1orf52,43,-0.8129,95,0.88209,57,-0.3811
ENSG00000153904,DDAH1,253,0.25428,170,-0.5801,255,0.32522
ENSG00000117174,ZNHIT6,26,0.48930,15,-0.6511,22,0.18076
ENSG00000122417,ODF2L,17,-0.9395,31,0.11785,36,0.49172
ENSG00000097033,SH3GLB1,47,0.68497,29,-0.3215,29,-0.3062
ENSG00000183291,SELENOF,84,-0.4073,121,0.37212,100,-0.0803
ENSG00000153936,HS2ST1,34,-0.0957,40,0.23841,33,-0.1702
ENSG00000143013,LMO4,225,-1.3438,709,1.01179,436,-0.2428
ENSG00000137947,GTF2B,17,-1.1283,36,0.25100,39,0.45397
ENSG00000137944,KYAT3,17,-1.0020,37,0.45280,33,0.19034
ENSG00000197147,LRRC8B,78,-0.6878,124,0.21367,127,0.26094
ENSG00000171492,LRRC8D,24,-0.4656,37,0.42907,30,-0.1012
ENSG00000162664,ZNF326,18,-0.5129,17,-0.6692,34,0.94911
ENSG00000233593,LINC02609,47,0.04793,55,0.42408,37,-0.5010
ENSG00000122482,ZNF644,16,-0.3647,19,-0.0424,22,0.30816
ENSG00000172031,EPHX4,23,-0.6738,44,0.70397,30,-0.2659
ENSG00000189195,BTBD8,63,-0.6201,101,0.31615,93,0.11698
ENSG00000067208,EVI5,23,0.14519,20,-0.1159,21,-0.0042
ENSG00000122406,RPL5,488,0.35091,385,-0.1390,381,-0.1625
ENSG00000154511,DIPK1A,25,-0.7616,46,0.45760,39,0.05486
ENSG00000117500,TMED5,33,-0.0096,41,0.51162,25,-0.5532
ENSG00000117505,DR1,50,0.00023,52,0.08351,49,-0.0849
ENSG00000137942,FNBP1L,18,-0.2319,27,0.71455,15,-0.6055
ENSG00000067334,DNTTIP2,36,-0.0898,46,0.51149,30,-0.4821
ENSG00000023909,GCLM,21,-0.2198,21,-0.2327,27,0.38584
ENSG00000117528,ABCD3,36,0.31854,29,-0.0807,28,-0.1917
ENSG00000117525,F3,74,1.29177,12,-2.2078,48,0.36376
ENSG00000117519,CNN3,135,0.72565,57,-1.0322,106,0.25844
