Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000168758,SEMA4C,112,2.96329,22,0.06527,6,-1.8971,16,-0.4943,31,0.56148,9,-1.2923,17,-0.3338,6,-1.8444,16,-0.5216
ENSG00000144199,FAHD2B,112,2.22121,31,0.02809,16,-1.0291,23,-0.4600,2,-3.6388,39,0.39699,33,0.11352,36,0.28735,14,-1.1970
ENSG00000135940,COX5B,112,-2.8033,779,0.09907,741,0.02372,845,0.24998,1079,0.62044,869,0.27292,939,0.39602,718,-0.0299,558,-0.4500
ENSG00000115073,ACTR1B,112,0.48102,51,-0.7245,53,-0.7225,53,-0.7096,119,0.58289,123,0.63528,97,0.25664,98,0.30066,80,-0.0497
ENSG00000075568,TMEM131,112,1.87988,34,-0.1007,17,-1.2207,24,-0.6514,17,-1.1503,33,-0.1442,44,0.28820,30,-0.2985,45,0.36384
ENSG00000040933,INPP4A,112,0.71260,38,-0.9538,36,-1.0900,74,0.06102,102,0.55965,68,-0.0703,77,0.12329,71,-0.0142,84,0.28908
ENSG00000183513,COA5,112,1.09093,69,0.30961,48,-0.2735,58,0.03515,41,-0.4983,76,0.46487,58,0.03786,49,-0.2597,36,-0.7373
ENSG00000115446,UNC50,112,1.54341,33,-0.4289,21,-1.1947,23,-1.0544,52,0.26177,68,0.70484,63,0.56960,40,-0.1275,37,-0.2955
ENSG00000071073,MGAT4A,112,2.43264,7,-1.9723,17,-0.7857,10,-1.6302,11,-1.3633,24,-0.1964,21,-0.3807,33,0.30980,31,0.22023
ENSG00000196872,KIAA1211L,112,0.76926,29,-1.2790,34,-1.1233,55,-0.3636,16,-2.1467,119,0.87206,64,-0.1245,109,0.81898,79,0.24137
ENSG00000158411,MITD1,112,3.12857,26,0.42847,7,-1.6247,9,-1.1848,10,-1.0901,12,-0.7038,20,0.03105,9,-1.2443,14,-0.5307
ENSG00000185414,MRPL30,112,2.21117,24,-0.3774,28,-0.1307,21,-0.5690,2,-3.4978,42,0.50734,27,-0.1691,22,-0.5388,23,-0.4670
ENSG00000115514,TXNDC9,112,2.05736,24,-0.4651,22,-0.6712,21,-0.7466,26,-0.3921,55,0.81773,25,-0.4224,22,-0.6566,29,-0.2133
ENSG00000158417,EIF5B,112,0.22705,132,0.49342,58,-0.8342,90,-0.1187,66,-0.5744,68,-0.5273,57,-0.8091,103,0.11392,159,0.89508
ENSG00000135945,REV1,112,2.78818,15,-0.6291,7,-1.7583,15,-0.6479,44,1.01349,18,-0.4178,14,-0.7910,9,-1.4418,17,-0.4541
ENSG00000144218,AFF3,112,1.89667,27,-0.4188,13,-1.6199,38,0.08965,55,0.65856,36,0.01250,5,-2.9048,7,-2.5004,59,0.87923
ENSG00000170500,LONRF2,112,-0.2908,64,-1.1378,79,-0.8618,125,-0.1249,106,-0.3717,193,0.56685,114,-0.2575,202,0.72106,175,0.45702
ENSG00000115526,CHST10,112,2.33866,22,-0.3847,20,-0.5737,16,-0.9031,0,-6.7460,35,0.33300,40,0.51263,23,-0.3310,22,-0.4469
ENSG00000115539,PDCL3,112,2.51698,27,0.04438,14,-1.0411,6,-2.1711,48,0.97161,17,-0.6577,38,0.58977,22,-0.3126,8,-1.8455
ENSG00000170485,NPAS2,112,1.71684,33,-0.2834,19,-1.1721,28,-0.5533,3,-3.7625,38,-0.0572,27,-0.6025,26,-0.6952,78,1.25593
ENSG00000071082,RPL31,112,-2.8831,1399,0.95769,965,0.38892,952,0.36400,720,-0.1082,704,-0.1427,768,-0.0082,544,-0.5786,706,-0.1522
ENSG00000158435,CNOT11,112,3.08769,9,-1.1800,10,-1.1202,6,-1.9352,18,-0.2034,18,-0.1887,18,-0.1739,19,-0.1486,11,-1.0258
ENSG00000163162,RNF149,112,2.41812,16,-0.8142,11,-1.4673,14,-1.1135,40,0.59631,30,0.15738,11,-1.3077,21,-0.4098,28,0.04035
ENSG00000175874,CREG2,112,-0.9713,59,-1.9146,125,-0.8507,149,-0.5793,89,-1.3164,277,0.43015,153,-0.4932,436,1.35456,317,0.72381
ENSG00000071054,MAP4K4,112,0.99277,155,1.55872,47,-0.4203,54,-0.1752,31,-1.0177,33,-0.8980,50,-0.2722,25,-1.4234,75,0.38602
ENSG00000233639,PANTR1,112,2.30593,31,0.08825,23,-0.3941,22,-0.4298,68,1.37476,17,-0.7967,23,-0.3746,12,-1.3338,6,-2.3173
ENSG00000198914,POU3F3,112,2.01975,44,0.41254,24,-0.5431,38,0.20702,45,0.45686,1,-4.3233,35,0.05139,23,-0.6181,15,-1.2505
ENSG00000135972,MRPS9,112,1.83136,19,-0.9869,14,-1.5016,30,-0.3461,31,-0.2796,53,0.56970,50,0.45650,44,0.29749,21,-0.9525
ENSG00000135966,TGFBRAP1,112,2.76213,14,-0.8012,12,-1.0549,9,-1.4457,11,-1.1047,17,-0.4581,16,-0.5302,21,-0.1521,24,0.07251
ENSG00000135974,C2orf49,112,2.83847,27,0.26451,12,-0.9535,24,0.10343,1,-3.9264,6,-1.9049,19,-0.2633,15,-0.6355,13,-0.8890
ENSG00000115641,FHL2,112,1.82938,13,-1.5900,21,-0.9419,16,-1.3469,3,-3.5178,72,1.06028,72,1.05684,43,0.25914,26,-0.5615
ENSG00000071051,NCK2,112,1.57468,16,-1.5090,26,-0.8276,30,-0.5979,7,-2.5770,42,-0.0333,92,1.22822,51,0.28514,39,-0.1745
ENSG00000115652,UXS1,112,1.91994,24,-0.5845,16,-1.2576,18,-1.0645,15,-1.2961,57,0.74190,61,0.85107,33,-0.1076,29,-0.3246
ENSG00000144057,ST6GAL2,112,2.12627,14,-1.2561,11,-1.6427,44,0.58071,12,-1.4470,19,-0.7939,18,-0.8816,12,-1.5517,53,0.90143
ENSG00000135968,GCC2,112,0.82404,48,-0.4944,41,-0.7960,50,-0.4689,41,-0.7243,63,-0.0774,113,0.83967,63,-0.0973,90,0.53427
ENSG00000153201,RANBP2,112,0.89275,33,-0.9943,34,-1.0173,49,-0.4540,36,-0.8585,99,0.69545,81,0.36877,66,0.04852,87,0.53043
ENSG00000172985,SH3RF3,112,3.16660,7,-1.5745,11,-0.8716,15,-0.4539,9,-1.0977,5,-1.8461,5,-1.8382,12,-0.8415,21,0.09046
ENSG00000175701,MTLN,112,-0.1401,104,-0.2456,138,0.20822,129,0.09800,88,-0.5026,184,0.64959,130,0.09523,125,0.04089,93,-0.4556
ENSG00000175772,LINC01106,112,2.83084,2,-3.1421,4,-2.4536,17,-0.4645,1,-4.5991,19,-0.2591,14,-0.7174,20,-0.1991,32,0.60300
ENSG00000172965,MIR4435-2HG,112,2.74141,3,-3.0728,19,-0.3835,8,-1.7135,8,-1.4994,18,-0.3723,20,-0.2239,39,0.90281,7,-1.8481
ENSG00000153107,ANAPC1,112,2.32002,10,-1.5282,14,-1.1775,16,-0.9903,30,0.08322,24,-0.2569,26,-0.1362,27,-0.1352,30,0.07787
ENSG00000144161,ZC3H8,112,2.94896,10,-1.1148,4,-2.4890,14,-0.7190,24,0.18731,21,-0.0667,7,-1.7132,9,-1.4308,27,0.38844
ENSG00000188177,ZC3H6,112,1.68223,51,0.37397,36,-0.2128,42,0.05006,46,0.19880,11,-1.8525,33,-0.2972,21,-1.0216,37,-0.1362
ENSG00000114999,TTL,112,0.82658,49,-0.4769,52,-0.4232,67,0.01318,31,-1.1495,114,0.85426,38,-0.8687,74,0.18594,68,0.04713
ENSG00000125611,CHCHD5,112,1.29705,64,0.36802,53,0.08770,42,-0.3032,57,0.18668,49,-0.0272,40,-0.3419,49,-0.0313,22,-1.3259
ENSG00000144136,SLC20A1,112,1.22154,24,-1.1793,33,-0.7678,43,-0.3361,36,-0.5867,58,0.14498,128,1.46426,57,0.12418,31,-0.8757
ENSG00000136682,CBWD2,112,3.26248,9,-1.1231,7,-1.4852,14,-0.4334,1,-3.9592,10,-0.9421,20,0.06146,17,-0.2177,9,-1.1229
ENSG00000144134,RABL2A,112,2.76164,4,-2.5411,10,-1.3546,19,-0.3663,2,-3.2438,19,-0.3335,26,0.15669,19,-0.3066,23,-0.0328
ENSG00000115084,SLC35F5,112,2.78591,20,-0.2007,10,-1.2571,12,-0.9843,33,0.56206,14,-0.7237,10,-1.2740,17,-0.4971,16,-0.5932
ENSG00000115091,ACTR3,112,0.39758,71,-0.3153,46,-1.0083,68,-0.4050,80,-0.1156,129,0.63126,84,-0.0495,78,-0.1782,133,0.76461
ENSG00000175497,DPP10,112,0.58964,39,-1.0413,35,-1.2569,46,-0.8473,57,-0.4603,64,-0.2865,173,1.32212,93,0.31919,105,0.53736
ENSG00000235026,DPP10-AS1,112,2.35226,5,-2.5171,15,-1.0242,7,-2.1638,7,-2.0314,18,-0.6848,73,1.54409,43,0.73161,13,-1.2849
ENSG00000088205,DDX18,112,1.69023,51,0.36064,18,-1.2382,14,-1.6713,48,0.26332,45,0.17921,43,0.09437,33,-0.3177,47,0.26887
ENSG00000125629,INSIG2,112,1.84382,15,-1.3624,17,-1.2707,25,-0.6574,53,0.58008,41,0.17508,35,-0.1012,40,0.14303,31,-0.2976
ENSG00000144119,C1QL2,112,3.23281,9,-1.0862,11,-0.8110,17,-0.2413,13,-0.6012,15,-0.3673,13,-0.5914,9,-1.1500,7,-1.6469
ENSG00000155368,DBI,112,-1.1892,848,2.12543,330,0.52763,277,0.21729,204,-0.2768,165,-0.6041,144,-0.8109,93,-1.5465,152,-0.7814
ENSG00000144120,TMEM177,112,2.61263,8,-1.6728,10,-1.4527,23,-0.1464,0,-6.8330,26,0.05569,27,0.11170,27,0.10244,17,-0.5988
ENSG00000088179,PTPN4,112,1.65234,14,-1.5578,32,-0.4358,35,-0.2628,11,-1.9549,37,-0.1634,47,0.19471,59,0.63509,31,-0.4528
ENSG00000226479,TMEM185B,112,3.30439,13,-0.5770,7,-1.5096,7,-1.4963,13,-0.5822,16,-0.2691,18,-0.0750,13,-0.6334,9,-1.0765
ENSG00000144118,RALB,112,0.84061,37,-0.8689,69,0.07969,61,-0.1299,49,-0.4585,72,0.13511,82,0.34406,57,-0.2532,66,-0.0003
ENSG00000074054,CLASP1,112,1.06322,41,-0.5307,41,-0.5703,53,-0.1444,46,-0.3556,64,0.15671,50,-0.2153,61,0.08405,65,0.19332
ENSG00000155438,NIFK,112,2.44257,30,0.17244,16,-0.8219,13,-1.1174,20,-0.4603,16,-0.7670,37,0.46975,26,-0.0999,14,-1.0740
ENSG00000211460,TSN,112,1.28391,40,-0.3608,33,-0.6958,33,-0.7096,46,-0.1632,60,0.27736,74,0.58808,54,0.09907,44,-0.2316
ENSG00000136717,BIN1,112,-0.7118,238,0.46387,122,-0.6267,115,-0.7155,135,-0.4194,192,0.12307,301,0.84682,214,0.32316,215,0.32924
ENSG00000163161,ERCC3,112,2.09898,20,-0.7258,15,-1.1854,15,-1.2005,26,-0.3149,35,0.10865,23,-0.5431,35,0.15740,37,0.20934
ENSG00000169967,MAP3K2,112,2.66953,17,-0.5166,14,-0.9010,11,-1.3120,19,-0.4144,20,-0.2754,22,-0.1333,20,-0.3314,19,-0.3961
ENSG00000163166,IWS1,112,2.39660,40,0.55078,14,-1.1400,9,-1.7831,34,0.29397,32,0.21272,15,-0.9452,21,-0.4523,22,-0.4109
ENSG00000136709,WDR33,112,1.75144,32,-0.3118,21,-0.9535,32,-0.3268,19,-1.0989,27,-0.5396,33,-0.2473,46,0.27129,43,0.15483
ENSG00000144231,POLR2D,112,2.42855,11,-1.3508,13,-1.1332,29,0.11254,14,-1.0467,15,-0.8723,32,0.26480,16,-0.8840,28,0.01102
ENSG00000136715,SAP130,112,2.85986,13,-0.7655,11,-1.1753,17,-0.4775,9,-1.4114,24,0.11163,6,-1.9416,12,-0.9490,24,0.13107
ENSG00000136731,UGGT1,112,2.92384,19,-0.1880,13,-0.8322,19,-0.2647,9,-1.2303,11,-1.0547,2,-3.1155,10,-1.2920,24,0.15980
ENSG00000136720,HS6ST1,112,0.72361,24,-1.6292,47,-0.6581,44,-0.7707,67,-0.0848,61,-0.2391,143,1.13067,83,0.26763,83,0.27673
ENSG00000136699,SMPD4,112,2.14761,27,-0.2340,16,-1.1214,32,0.01389,7,-2.1379,30,-0.0581,28,-0.1884,26,-0.3464,30,-0.0889
ENSG00000152082,MZT2B,112,-2.0941,524,0.23817,514,0.22805,466,0.05975,497,0.15586,492,0.13877,542,0.29252,499,0.17843,363,-0.3581
ENSG00000136710,CCDC115,112,1.17380,30,-0.8884,42,-0.4061,31,-0.8805,92,0.84831,61,0.19211,47,-0.2248,51,-0.1093,56,0.06661
ENSG00000136718,IMP4,112,0.99050,57,-0.0913,56,-0.1175,64,0.10081,43,-0.5072,59,-0.0276,55,-0.1520,63,0.08214,46,-0.4624
ENSG00000072135,PTPN18,112,2.58327,27,0.08739,19,-0.4441,23,-0.1460,13,-1.0044,13,-0.9503,11,-1.2024,18,-0.5880,17,-0.6707
ENSG00000178171,AMER3,112,3.23902,0,-4.7945,5,-2.0170,12,-0.6952,1,-4.0758,17,-0.1376,27,0.55274,15,-0.3458,13,-0.6582
ENSG00000136002,ARHGEF4,112,-0.4009,106,-0.4836,135,-0.1136,163,0.19941,134,-0.1151,101,-0.5604,196,0.47579,141,-0.0397,178,0.35553
ENSG00000152102,FAM168B,112,0.06386,74,-0.5609,83,-0.4331,125,0.26045,76,-0.5185,136,0.37909,108,0.01448,108,0.01750,128,0.30148
ENSG00000115762,PLEKHB2,112,-0.8163,93,-1.0911,136,-0.5567,198,0.06755,228,0.27950,270,0.55487,228,0.28364,207,0.13963,232,0.34140
ENSG00000173272,MZT2A,112,-1.0018,199,-0.1266,239,0.17614,225,0.07467,236,0.14249,222,0.04369,272,0.36653,216,0.00567,201,-0.1203
ENSG00000150551,LYPD1,112,1.85015,35,-0.0831,44,0.29594,31,-0.3062,6,-2.6882,28,-0.4048,6,-2.5845,48,0.47569,23,-0.7450
ENSG00000152127,MGAT5,112,1.35911,31,-0.6964,26,-0.9732,28,-0.9135,58,0.29198,30,-0.7490,50,0.05112,64,0.49075,57,0.26583
ENSG00000152128,TMEM163,112,1.47581,20,-1.2417,20,-1.2957,37,-0.3259,5,-3.2015,26,-0.8517,87,1.05218,48,0.11072,64,0.61319
ENSG00000082258,CCNT2,112,2.32383,27,-0.1144,11,-1.5511,21,-0.5234,37,0.39499,31,0.09861,14,-1.0541,20,-0.6296,26,-0.1713
ENSG00000115839,RAB3GAP1,112,0.68742,39,-0.9230,48,-0.6874,36,-1.1329,61,-0.2666,112,0.68963,80,0.16383,74,0.03989,111,0.76018
ENSG00000048991,R3HDM1,112,0.41290,40,-1.1603,59,-0.6111,74,-0.2571,31,-1.5495,105,0.31744,125,0.59461,124,0.64905,95,0.17581
ENSG00000144224,UBXN4,112,0.97023,108,0.91058,35,-0.9140,41,-0.6352,45,-0.4563,63,0.06185,47,-0.3902,72,0.28318,61,-0.0072
ENSG00000076003,MCM6,112,2.94990,8,-1.3723,14,-0.7147,4,-2.3664,5,-2.0952,25,0.20764,32,0.63432,14,-0.7281,17,-0.3749
ENSG00000115866,DARS,112,1.13705,72,0.40961,33,-0.8372,52,-0.1022,56,0.03390,73,0.44129,60,0.12824,49,-0.2140,39,-0.5718
ENSG00000150540,HNMT,112,2.43193,31,0.20576,20,-0.5342,12,-1.3405,83,1.83949,16,-0.8067,1,-4.5351,11,-1.4445,14,-1.0216
ENSG00000144228,SPOPL,112,3.00101,18,-0.2765,9,-1.3580,14,-0.6579,6,-1.8000,10,-1.0449,29,0.51495,7,-1.6642,20,-0.1231
ENSG00000168702,LRP1B,112,2.19641,18,-0.8075,13,-1.3074,24,-0.4355,22,-0.5320,10,-1.6995,31,-0.0045,25,-0.3611,42,0.55680
ENSG00000121964,GTDC1,112,1.98503,34,-0.0202,19,-0.9101,22,-0.6837,18,-0.9331,27,-0.3409,24,-0.5505,27,-0.3815,46,0.51515
ENSG00000169554,ZEB2,112,1.13065,158,1.74324,39,-0.5573,64,0.25018,76,0.50195,33,-0.7660,10,-2.4626,11,-2.5274,51,-0.1349
ENSG00000121989,ACVR2A,112,1.79537,13,-1.6057,9,-2.1551,24,-0.7432,31,-0.3156,10,-1.9729,37,-0.0363,43,0.19727,70,1.10116
ENSG00000115947,ORC4,112,1.10217,36,-0.6888,52,-0.1411,49,-0.2488,17,-1.7741,67,0.27141,89,0.71785,66,0.27182,40,-0.5697
ENSG00000204406,MBD5,112,3.11755,5,-1.9030,9,-1.2039,13,-0.6417,0,-5.1305,27,0.47705,17,-0.2607,11,-0.9478,16,-0.3677
ENSG00000135999,EPC2,112,2.91810,6,-1.8335,6,-1.9164,20,-0.1479,1,-3.7838,23,0.05853,17,-0.3896,14,-0.7433,23,0.06859
ENSG00000168280,KIF5C,112,-1.3575,245,-0.1701,229,-0.2981,309,0.21103,233,-0.2454,272,-0.0090,235,-0.2330,286,0.07413,405,0.69854
ENSG00000168288,MMADHC,112,0.92947,45,-0.4869,33,-1.0075,29,-1.2522,89,0.55014,66,0.07561,119,1.04238,88,0.60735,41,-0.7076
ENSG00000115963,RND3,112,2.55481,6,-2.0346,13,-1.0663,7,-2.0430,43,0.82513,2,-3.7905,17,-0.6554,47,1.10378,10,-1.4261
ENSG00000080345,RIF1,112,1.86060,27,-0.4664,20,-0.9853,34,-0.1158,24,-0.6584,22,-0.7542,14,-1.4516,59,0.83238,26,-0.5327
ENSG00000162980,ARL5A,112,1.65061,49,0.28347,30,-0.5226,22,-1.0302,59,0.55951,21,-1.0081,47,0.21884,37,-0.1940,35,-0.2610
ENSG00000182389,CACNB4,112,0.61164,21,-1.9437,48,-0.7500,38,-1.1263,49,-0.6627,47,-0.7265,175,1.36455,132,1.00724,74,-0.0529
ENSG00000115145,STAM2,112,2.82219,18,-0.3218,17,-0.4870,10,-1.2746,4,-2.4706,19,-0.2999,12,-0.9283,24,0.05545,15,-0.6649
ENSG00000157827,FMNL2,112,1.17993,126,1.38807,34,-0.7650,45,-0.2931,63,0.25402,42,-0.3762,34,-0.6825,31,-0.9056,52,-0.0691
ENSG00000196504,PRPF40A,112,2.06607,32,-0.0298,16,-1.1124,26,-0.3871,33,-0.0133,43,0.42488,26,-0.3834,23,-0.5803,26,-0.4031
ENSG00000177519,RPRM,112,2.73583,11,-1.1134,9,-1.5078,31,0.46226,32,0.48309,5,-2.2485,4,-2.4284,6,-2.1022,26,0.15249
ENSG00000162989,KCNJ3,112,0.85693,31,-1.1063,32,-1.1657,61,-0.1061,15,-2.1446,48,-0.4831,64,-0.0215,103,0.80349,94,0.63851
ENSG00000153234,NR4A2,112,1.25198,53,0.03417,14,-2.0733,30,-0.8547,25,-1.0917,2,-4.4876,27,-0.9916,1,-5.1308,181,2.66922
ENSG00000115159,GPD2,112,1.32791,33,-0.5981,40,-0.3569,46,-0.1291,22,-1.2168,25,-0.9996,43,-0.2244,42,-0.2716,76,0.76351
ENSG00000136541,ERMN,112,1.57123,330,4.07832,19,-1.3170,9,-2.4087,34,-0.3539,3,-3.7134,1,-4.7242,1,-5.5180,11,-2.0843
ENSG00000115170,ACVR1,112,2.84649,3,-2.7499,8,-1.6140,7,-1.7648,18,-0.3484,30,0.45786,6,-2.0071,35,0.77480,12,-0.9792
ENSG00000144283,PKP4,112,1.09717,92,0.77146,37,-0.6948,47,-0.3095,63,0.16583,32,-0.8491,25,-1.1999,49,-0.2229,72,0.42073
ENSG00000163331,DAPL1,112,3.26529,10,-0.9321,10,-1.0396,16,-0.2917,5,-1.8937,20,0.12049,4,-2.1089,15,-0.3875,7,-1.5951
ENSG00000115183,TANC1,112,3.43713,10,-0.8970,7,-1.4184,0,-5.9812,0,-6.3553,1,-3.8008,2,-3.1220,45,1.79781,1,-3.8509
ENSG00000123636,BAZ2B,112,2.46000,45,0.81521,20,-0.4518,26,-0.0289,0,-5.0835,8,-1.8117,21,-0.3954,17,-0.7607,19,-0.6010
ENSG00000136536,MARCH7,112,1.99492,25,-0.4462,16,-1.2279,21,-0.7782,24,-0.5151,31,-0.1460,31,-0.1388,36,0.08522,37,0.15080
ENSG00000136560,TANK,112,2.11679,20,-0.6736,16,-1.1115,12,-1.4886,56,0.87631,38,0.26707,45,0.54921,28,-0.2230,16,-1.0815
ENSG00000115233,PSMD14,112,0.50605,79,-0.0328,46,-0.9057,58,-0.5445,75,-0.1257,120,0.62849,79,-0.0429,88,0.14729,101,0.38642
ENSG00000136535,TBR1,112,0.82135,51,-0.4181,27,-1.4540,105,0.81404,72,0.12731,45,-0.6012,10,-2.7139,6,-3.5669,150,1.53663
ENSG00000144290,SLC4A10,112,0.42313,31,-1.5378,37,-1.3251,87,0.02605,65,-0.4284,101,0.26969,93,0.13857,103,0.32962,127,0.70071
ENSG00000115271,GCA,112,1.83947,40,0.13069,17,-1.2242,22,-0.8169,31,-0.2720,37,0.00851,82,1.28491,22,-0.8391,28,-0.4429
ENSG00000115290,GRB14,112,2.81206,3,-2.6766,10,-1.3106,2,-3.3587,0,-6.7174,28,0.33924,35,0.64609,47,1.31516,1,-4.2876
ENSG00000153253,SCN3A,112,1.31453,26,-0.9673,24,-1.1370,39,-0.4015,97,1.08074,30,-0.7487,13,-2.0086,38,-0.4413,83,0.90974
ENSG00000136531,SCN2A,112,-1.0806,75,-1.6700,104,-1.2593,196,-0.2440,218,-0.0658,250,0.14797,297,0.42194,309,0.53988,392,0.98850
ENSG00000178662,CSRNP3,112,0.67157,32,-1.2579,43,-0.8555,65,-0.1949,63,-0.2199,62,-0.2509,74,0.01419,81,0.18074,114,0.79695
ENSG00000144285,SCN1A,112,1.80566,8,-2.3127,22,-0.8986,10,-2.0592,50,0.45119,25,-0.6172,109,1.75747,48,0.39723,15,-1.4992
ENSG00000172318,B3GALT1,112,3.17115,5,-1.8484,12,-0.7433,18,-0.1189,18,-0.1252,7,-1.5973,9,-1.1477,7,-1.6012,15,-0.4612
ENSG00000198648,STK39,112,0.83690,76,0.21574,48,-0.5123,53,-0.3640,30,-1.1790,77,0.24834,96,0.59515,48,-0.5225,84,0.41965
ENSG00000172292,CERS6,112,1.08286,19,-1.6079,42,-0.4868,37,-0.7128,44,-0.4055,105,0.98365,62,0.14194,66,0.25147,54,-0.0905
ENSG00000163093,BBS5,112,3.06034,7,-1.5058,14,-0.6436,11,-1.0500,0,-6.5657,12,-0.8348,8,-1.3085,24,0.26735,16,-0.4309
ENSG00000138398,PPIG,112,0.63542,71,-0.0706,41,-0.9867,78,0.07708,84,0.18211,54,-0.4932,95,0.36769,71,-0.0992,89,0.29549
ENSG00000154479,CCDC173,112,3.16752,41,1.18537,23,0.27918,12,-0.8386,9,-1.1598,0,-9.0004,4,-2.1433,9,-1.2482,1,-3.7059
ENSG00000213160,KLHL23,112,1.97552,18,-0.9490,13,-1.4862,22,-0.6924,3,-3.4430,29,-0.2700,27,-0.3528,49,0.60360,45,0.45712
ENSG00000138385,SSB,112,0.08091,91,-0.2342,55,-1.0619,122,0.23456,140,0.44009,100,-0.0862,119,0.17784,107,0.00778,125,0.28596
ENSG00000138382,METTL5,112,0.76635,71,0.05160,54,-0.4016,56,-0.3361,47,-0.5805,69,0.00747,105,0.66412,61,-0.2108,75,0.14077
ENSG00000144357,UBR3,112,0.52981,33,-1.3508,40,-1.1310,60,-0.4848,45,-0.8572,118,0.61282,117,0.60111,97,0.33658,111,0.57715
ENSG00000128683,GAD1,112,-0.9758,33,-2.7539,104,-1.1525,90,-1.3765,1758,4.39817,16,-3.8042,44,-2.3621,160,-0.4662,42,-2.5251
ENSG00000115806,GORASP2,112,1.31362,45,-0.1570,24,-1.1719,49,-0.0353,48,-0.0657,51,0.02887,75,0.64001,41,-0.3102,45,-0.1765
ENSG00000198586,TLK1,112,0.74951,40,-0.8338,50,-0.5501,59,-0.2872,68,-0.0464,59,-0.2444,86,0.32827,87,0.37956,75,0.12975
ENSG00000071967,CYBRD1,112,2.76556,52,1.28091,18,-0.4660,37,0.82313,2,-3.6346,4,-2.5359,8,-1.6444,6,-2.1627,3,-2.8633
ENSG00000077380,DYNC1I2,112,0.05217,231,1.23590,70,-0.7058,79,-0.5163,97,-0.1692,91,-0.2704,168,0.70413,88,-0.3346,115,0.11140
ENSG00000115840,SLC25A12,112,1.07387,14,-2.0842,34,-0.8546,37,-0.7044,71,0.32970,69,0.27933,62,0.11708,66,0.24162,72,0.39808
ENSG00000144355,DLX1,112,2.29981,5,-2.4688,19,-0.7033,10,-1.6282,159,3.07830,2,-3.7163,5,-2.4975,13,-1.3024,6,-2.2986
ENSG00000091428,RAPGEF4,112,-0.2878,187,0.52083,131,-0.0424,225,0.93140,198,0.61023,49,-1.5276,78,-0.8261,78,-0.8907,128,-0.0814
ENSG00000172845,SP3,112,2.17938,19,-0.7084,16,-1.0808,15,-1.1954,60,1.06908,14,-1.2237,22,-0.5472,29,-0.1291,29,-0.1007
ENSG00000138430,OLA1,112,-0.4856,83,-0.9247,90,-0.8674,154,0.00929,99,-0.6678,241,0.72400,176,0.21468,177,0.24863,219,0.63189
ENSG00000138433,CIR1,112,1.37549,57,0.26479,22,-1.2769,51,0.09471,21,-1.2241,64,0.46208,43,-0.1687,45,-0.1199,47,-0.0536
ENSG00000144306,SCRN3,112,3.49590,13,-0.3874,10,-0.8074,3,-2.5099,0,-6.0575,13,-0.4246,12,-0.5305,16,-0.1246,8,-1.2005
ENSG00000163328,GPR155,112,0.84285,42,-0.6855,28,-1.3761,54,-0.3348,112,0.85404,58,-0.1989,54,-0.3183,40,-0.8081,118,1.05323
ENSG00000128656,CHN1,112,-3.3456,375,-1.5732,635,-0.8407,983,-0.1279,518,-1.0942,2228,1.20931,1442,0.48701,1294,0.34542,1644,0.78419
ENSG00000115966,ATF2,112,0.99773,34,-0.8396,42,-0.5678,64,0.10666,33,-0.8881,68,0.18449,63,0.07719,73,0.33129,56,-0.1204
ENSG00000154518,ATP5MC3,112,-1.8208,264,-0.5358,315,-0.2871,358,-0.0760,483,0.40420,698,1.00715,597,0.74722,432,0.25084,249,-0.6718
ENSG00000144320,LNPK,112,1.29190,19,-1.4688,26,-1.0430,33,-0.6924,49,-0.0292,49,-0.0356,64,0.37923,70,0.57144,52,0.04460
ENSG00000128654,MTX2,112,0.42802,25,-1.8255,52,-0.7994,69,-0.3445,91,0.10327,118,0.51523,98,0.21562,100,0.28053,110,0.44730
ENSG00000170144,HNRNPA3,112,-0.3156,148,0.11822,108,-0.3994,123,-0.1800,124,-0.1530,150,0.13921,148,0.12141,162,0.29129,157,0.23187
ENSG00000116044,NFE2L2,112,1.95455,82,1.40224,28,-0.3401,35,0.01859,27,-0.3857,24,-0.5429,11,-1.6683,22,-0.7359,12,-1.6103
ENSG00000018510,AGPS,112,2.19762,21,-0.5937,16,-0.9964,24,-0.4196,32,0.07098,30,-0.0546,16,-0.9949,28,-0.1481,26,-0.2566
ENSG00000079156,OSBPL6,112,1.77716,23,-0.7969,14,-1.6112,25,-0.7199,40,0.05803,24,-0.7206,39,0.04221,40,0.05353,53,0.55450
ENSG00000180228,PRKRA,112,0.66890,46,-0.7163,47,-0.7278,31,-1.3594,115,0.72069,74,0.01339,95,0.40384,131,1.05225,47,-0.7395
ENSG00000116095,PLEKHA3,112,1.59764,24,-0.8590,23,-0.9798,33,-0.4023,59,0.52246,40,-0.1036,31,-0.4712,49,0.23920,38,-0.1951
