"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"FILIP1","Inhib.Pvalb",0.454773551687045,"Inhib.Vip",0.0945179334982084,4.81150544510863,4,"Inhib.Pvalb/Inhib.Vip: 4.812","ENSG00000118407","FILIP1"
"MIR34AHG","Inhib.Pvalb",0.375864721485948,"Inhib.Chandelier",0.0859375053998308,4.37369830247234,5,"Inhib.Pvalb/Inhib.Chandelier: 4.374","ENSG00000228526","MIR34AHG"
"HGF","Inhib.Pvalb",1.26983565969437,"Inhib.Sst",0.295640754029658,4.29519828503407,6,"Inhib.Pvalb/Inhib.Sst: 4.295","ENSG00000019991","HGF"
"STRIP2","Inhib.Pvalb",0.364405505570971,"Inhib.Sst",0.0994396174540631,3.66459078283674,7,"Inhib.Pvalb/Inhib.Sst: 3.665","ENSG00000128578","STRIP2"
"DYNLT5","Inhib.Pvalb",0.535461763904167,"Inhib.Vip",0.155477636100536,3.44397932290354,8,"Inhib.Pvalb/Inhib.Vip: 3.444","ENSG00000152760","DYNLT5"
"SLC26A4","Inhib.Pvalb",1.33156271026009,"Inhib.Sst",0.387936688603312,3.43242273643701,9,"Inhib.Pvalb/Inhib.Sst: 3.432","ENSG00000091137","SLC26A4"
"PRKG1-AS1","Inhib.Pvalb",0.347052868262522,"Inhib.Chandelier",0.107570687420125,3.22627731202537,10,"Inhib.Pvalb/Inhib.Chandelier: 3.226","ENSG00000236671","PRKG1-AS1"
"SST","Inhib.Sst",2.49989655810029,"Inhib.Vip",0.35614029728104,7.01941503723618,1,"Inhib.Sst/Inhib.Vip: 7.019","ENSG00000157005","SST"
"TMCC3","Inhib.Sst",0.730344028511332,"Inhib.Pvalb",0.166322416481469,4.39113406335523,2,"Inhib.Sst/Inhib.Pvalb: 4.391","ENSG00000057704","TMCC3"
"FAM89A","Inhib.Sst",0.528137264418221,"Inhib.Chandelier",0.12557421726697,4.20577787313939,3,"Inhib.Sst/Inhib.Chandelier: 4.206","ENSG00000182118","FAM89A"
"KLF5","Inhib.Sst",0.671177903476059,"Inhib.Pvalb",0.163472546431182,4.10575303394205,4,"Inhib.Sst/Inhib.Pvalb: 4.106","ENSG00000102554","KLF5"
"COL19A1","Inhib.Sst",1.96010569892891,"Inhib.Pvalb",0.481023121213477,4.07486794810227,5,"Inhib.Sst/Inhib.Pvalb: 4.075","ENSG00000082293","COL19A1"
"ITGA1","Inhib.Sst",0.819756058537841,"Inhib.Pvalb",0.204085858892844,4.01672150625711,6,"Inhib.Sst/Inhib.Pvalb: 4.017","ENSG00000213949","ITGA1"
"RNF152","Inhib.Sst",0.882261869930903,"Inhib.Pvalb",0.221152128346399,3.9893890080451,7,"Inhib.Sst/Inhib.Pvalb: 3.989","ENSG00000176641","RNF152"
"IPCEF1","Inhib.Sst",0.50187606233612,"Inhib.Vip",0.137248720499337,3.65669028104742,8,"Inhib.Sst/Inhib.Vip: 3.657","ENSG00000074706","IPCEF1"
"RSPO3","Inhib.Sst",0.734672413016712,"Inhib.Pvalb",0.202515258116303,3.62773857066511,9,"Inhib.Sst/Inhib.Pvalb: 3.628","ENSG00000146374","RSPO3"
"TRHDE-AS1","Inhib.Sst",0.880265722394339,"Inhib.Pvalb",0.247602195056426,3.55516122219245,10,"Inhib.Sst/Inhib.Pvalb: 3.555","ENSG00000236333","TRHDE-AS1"
"CALB2","Inhib.Vip",1.08162539785578,"Inhib.Pax6",0.3426979595079,3.15620612217519,1,"Inhib.Vip/Inhib.Pax6: 3.156","ENSG00000172137","CALB2"
"ADRA1B","Inhib.Vip",1.01074050796566,"Inhib.Pax6",0.338721350298636,2.98398818697002,2,"Inhib.Vip/Inhib.Pax6: 2.984","ENSG00000170214","ADRA1B"
"LAMA3","Inhib.Vip",0.980019823911894,"Inhib.Lamp5_Lhx6",0.329775072366801,2.97178260587823,3,"Inhib.Vip/Inhib.Lamp5_Lhx6: 2.972","ENSG00000053747","LAMA3"
"FAT4","Inhib.Vip",0.835950427696654,"Inhib.Pax6",0.408059091288699,2.048601404901,4,"Inhib.Vip/Inhib.Pax6: 2.049","ENSG00000196159","FAT4"
"FIGN","Inhib.Vip",1.52980777799087,"Inhib.Pax6",0.816623609326804,1.87333278210263,5,"Inhib.Vip/Inhib.Pax6: 1.873","ENSG00000182263","FIGN"
"ARPP21","Inhib.Vip",1.34896375786958,"Inhib.Pax6",0.873769423509153,1.5438440869812,6,"Inhib.Vip/Inhib.Pax6: 1.544","ENSG00000172995","ARPP21"
"CCNG2","Inhib.Vip",0.791964421752258,"Inhib.Chandelier",0.518557223925154,1.52724595321917,7,"Inhib.Vip/Inhib.Chandelier: 1.527","ENSG00000138764","CCNG2"
"ENSG00000285367","Inhib.Vip",0.838215269413652,"Inhib.Pax6",0.551300788542337,1.52043183473387,8,"Inhib.Vip/Inhib.Pax6: 1.52","ENSG00000285367","ENSG00000285367"
"PROX1-AS1","Inhib.Vip",0.932336840035118,"Inhib.Lamp5_Lhx6",0.616785950657393,1.5116051833564,9,"Inhib.Vip/Inhib.Lamp5_Lhx6: 1.512","ENSG00000230461","PROX1-AS1"
"LRFN2","Inhib.Vip",1.20905871896438,"Inhib.Pax6",0.808528910476946,1.49538093603995,10,"Inhib.Vip/Inhib.Pax6: 1.495","ENSG00000156564","LRFN2"
