Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000197921,HES5,41,0.82862,14,-0.8989,13,-1.0739,22,-0.2297,8,-1.6679,47,1.06948,37,0.65080,19,-0.4039
ENSG00000157870,PRXL2B,27,-1.3454,99,0.72865,62,-0.0600,91,0.58799,59,-0.1455,65,0.01828,75,0.25034,37,-0.8795
ENSG00000177133,PRDM16-DT,2,-3.1720,19,-0.0801,9,-1.1746,12,-0.8630,14,-0.6308,18,-0.1713,64,2.14987,24,0.28172
ENSG00000158109,TPRG1L,139,-0.2936,172,0.05236,266,0.79848,170,0.03560,105,-0.7313,113,-0.6299,124,-0.4798,244,0.65071
ENSG00000130764,LRRC47,63,-0.2025,86,0.29493,114,0.78674,61,-0.2734,89,0.35984,60,-0.2816,50,-0.5895,52,-0.5265
ENSG00000116198,CEP104,13,-0.7557,33,0.79035,18,-0.2169,20,-0.0871,19,-0.1432,33,0.77941,14,-0.6151,17,-0.3769
ENSG00000196581,AJAP1,4,-2.8379,35,0.23603,68,1.40849,58,1.08826,11,-1.6113,24,-0.3696,20,-0.6648,25,-0.3375
ENSG00000069424,KCNAB2,107,-0.4953,177,0.33294,178,0.34484,147,0.02568,148,0.03085,84,-0.8676,155,0.10481,165,0.21016
ENSG00000116254,CHD5,203,0.57543,172,0.29032,150,0.05976,241,0.88071,73,-1.0765,90,-0.7460,128,-0.1915,98,-0.6247
ENSG00000116251,RPL22,780,0.07941,458,-0.7771,478,-0.7095,617,-0.3035,1181,0.79318,948,0.40803,809,0.13961,679,-0.1499
ENSG00000116237,ICMT,50,0.78719,25,-0.3841,47,0.67267,33,0.05006,27,-0.2844,25,-0.4099,23,-0.5086,24,-0.4290
ENSG00000097021,ACOT7,216,-0.0445,192,-0.2372,397,1.00812,257,0.24129,179,-0.3486,107,-1.1598,130,-0.8480,299,0.50007
ENSG00000171680,PLEKHG5,42,1.24833,22,0.12712,27,0.46575,9,-1.1864,11,-0.9118,12,-0.7841,11,-0.9677,29,0.54584
ENSG00000162408,NOL9,31,-0.1923,43,0.33238,39,0.16008,53,0.67127,22,-0.7583,37,0.08930,30,-0.2497,27,-0.4217
ENSG00000162413,KLHL21,21,-0.4997,30,0.10464,40,0.58246,17,-0.8004,33,0.26892,26,-0.1563,29,0.03934,30,0.12234
ENSG00000116273,PHF13,13,-0.3995,16,-0.0007,28,0.89780,9,-1.0020,18,0.13143,14,-0.2484,4,-2.1541,30,1.03783
ENSG00000041988,THAP3,4,-2.7553,35,0.64698,33,0.56421,24,0.05002,25,0.09734,19,-0.3919,24,-0.0139,26,0.17096
ENSG00000007923,DNAJC11,64,1.04314,47,0.48449,30,-0.2516,53,0.70608,16,-1.2345,26,-0.4589,30,-0.2469,14,-1.4099
ENSG00000171735,CAMTA1,158,0.07142,185,0.33454,140,-0.1274,196,0.43073,88,-0.8596,190,0.37366,128,-0.2806,128,-0.2792
ENSG00000049245,VAMP3,50,-0.0453,80,0.73969,17,-1.6923,19,-1.5564,40,-0.4144,109,1.30678,50,-0.0623,49,-0.0826
ENSG00000049246,PER3,18,-0.7192,51,1.04072,27,-0.0311,15,-0.9924,31,0.18630,39,0.55096,13,-1.1337,29,0.05656
ENSG00000116288,PARK7,277,-0.4692,317,-0.2558,387,0.07360,353,-0.0770,324,-0.2188,307,-0.3076,425,0.22980,573,0.74656
ENSG00000116285,ERRFI1,1,-3.4348,21,0.41942,33,1.20081,17,0.05103,19,0.22925,17,0.03654,12,-0.5114,11,-0.5643
ENSG00000162426,SLC45A1,4,-2.6030,33,0.66931,36,0.85190,21,-0.0712,25,0.22378,23,0.04821,17,-0.3712,17,-0.4266
ENSG00000142599,RERE,183,0.84962,97,-0.2368,123,0.16100,75,-0.6351,106,-0.0790,115,0.04498,88,-0.3781,106,-0.0867
ENSG00000074800,ENO1,641,-0.2665,800,0.09629,1030,0.52680,723,-0.0707,677,-0.1761,670,-0.1946,879,0.25550,616,-0.3303
ENSG00000171612,SLC25A33,36,0.26013,33,0.11207,18,-0.8268,16,-1.0301,25,-0.3022,45,0.67187,50,0.83090,21,-0.5588
ENSG00000188807,TMEM201,3,-2.1596,8,-0.7937,26,1.18781,13,0.01063,17,0.46517,15,0.20661,12,-0.1583,11,-0.3337
ENSG00000171603,CLSTN1,457,-0.0690,752,0.77989,767,0.81531,405,-0.2643,330,-0.5914,216,-1.2514,388,-0.3342,500,0.07757
ENSG00000178585,CTNNBIP1,63,0.67178,53,0.37480,37,-0.2130,60,0.60655,12,-1.8595,26,-0.7648,44,0.07997,42,-0.0221
ENSG00000162441,LZIC,73,0.79889,40,-0.1988,21,-1.2256,26,-0.9131,57,0.36594,79,0.93989,31,-0.6225,39,-0.2586
ENSG00000130939,UBE4B,76,0.96615,63,0.63045,54,0.37173,45,0.03807,42,-0.0404,19,-1.2857,30,-0.6039,18,-1.3361
ENSG00000054523,KIF1B,299,-0.2628,398,0.20746,321,-0.1484,481,0.53224,283,-0.3486,377,0.11684,339,-0.0568,312,-0.1963
ENSG00000142657,PGD,129,1.18084,80,0.32657,67,0.03567,38,-0.8759,70,0.09750,59,-0.1754,37,-0.8978,46,-0.5770
ENSG00000241563,CORT,3574,6.46721,57,-3.2289,28,-4.2866,50,-3.4356,22,-4.6089,62,-3.1167,32,-4.0571,28,-4.2445
ENSG00000160049,DFFA,85,1.17128,46,0.08546,27,-0.7522,25,-0.8773,50,0.23887,50,0.23279,21,-1.1503,44,0.01509
ENSG00000142655,PEX14,47,1.10002,43,0.93420,34,0.51789,17,-0.6097,11,-1.1963,22,-0.1517,12,-1.1220,12,-1.1245
ENSG00000120948,TARDBP,125,1.15902,64,-0.0122,74,0.21824,34,-1.0277,61,-0.0903,73,0.21004,34,-0.9843,51,-0.3848
ENSG00000116649,SRM,64,-0.8875,126,0.20091,141,0.39416,114,0.03453,146,0.45552,88,-0.3792,92,-0.3175,121,0.13926
ENSG00000171824,EXOSC10,7,-1.5644,21,-0.0367,37,0.95589,12,-0.8773,23,0.16253,37,0.95678,19,-0.1568,12,-0.8375
ENSG00000198793,MTOR,17,-1.3372,63,0.77386,60,0.67086,34,-0.2581,44,0.14986,29,-0.5261,32,-0.3584,42,0.07573
ENSG00000116661,FBXO2,347,0.05730,277,-0.3104,237,-0.5551,222,-0.6596,253,-0.4572,489,0.64359,467,0.56204,388,0.24598
ENSG00000132879,FBXO44,52,-1.0516,107,0.10893,165,0.85760,170,0.90355,56,-0.9204,85,-0.2673,96,-0.0729,72,-0.5363
ENSG00000116670,MAD2L2,4,-2.6120,31,0.48696,25,0.10586,21,-0.1635,34,0.64254,36,0.71726,21,-0.1374,14,-0.7863
ENSG00000177674,AGTRAP,15,-0.3582,33,0.95948,6,-1.7849,7,-1.5274,27,0.62262,19,0.00806,32,0.86809,12,-0.6665
ENSG00000177000,MTHFR,9,-0.8951,17,0.18013,16,0.06654,24,0.74420,16,0.12003,16,0.07613,10,-0.7163,15,-0.0552
ENSG00000011021,CLCN6,101,0.88081,55,-0.1590,107,0.99325,63,0.08095,39,-0.6978,39,-0.6796,33,-0.9424,45,-0.4682
ENSG00000116685,KIAA2013,26,-0.4578,42,0.33848,37,0.15353,38,0.16461,43,0.39164,41,0.32116,23,-0.6099,22,-0.6623
ENSG00000083444,PLOD1,0,-4.5083,19,0.13206,19,0.13827,15,-0.2785,34,1.15099,25,0.60124,13,-0.4807,15,-0.2787
ENSG00000116688,MFN2,90,-0.0364,114,0.34909,110,0.29035,85,-0.1471,111,0.30689,65,-0.5601,72,-0.4004,92,-0.0050
ENSG00000116691,MIIP,27,0.56770,24,0.34213,14,-0.5185,13,-0.6880,19,-0.0304,25,0.38864,20,0.00974,15,-0.4647
ENSG00000048707,VPS13D,70,0.44141,55,0.04281,59,0.16053,61,0.23074,40,-0.4721,58,0.13094,38,-0.5561,47,-0.1972
ENSG00000162496,DHRS3,71,1.48906,45,0.63020,9,-1.7760,15,-1.1325,18,-0.8629,37,0.31213,42,0.52047,9,-1.8568
ENSG00000116731,PRDM2,41,-0.3630,63,0.33199,57,0.15620,80,0.75443,52,0.01106,41,-0.3513,41,-0.3477,36,-0.5549
ENSG00000189337,KAZN,39,-0.4736,63,0.28713,65,0.35214,72,0.51594,40,-0.4482,56,0.09184,50,-0.0987,38,-0.5339
ENSG00000142634,EFHD2,30,-2.0121,220,1.20873,126,0.22188,224,1.24307,48,-1.3028,66,-0.8217,94,-0.2541,75,-0.6102
ENSG00000116138,DNAJC16,28,0.52168,27,0.44154,30,0.61997,15,-0.5465,17,-0.2658,21,0.00251,10,-1.0529,17,-0.3244
ENSG00000197312,DDI2,31,0.54946,33,0.66286,33,0.64682,26,0.25945,9,-1.3594,13,-0.8866,21,-0.1051,13,-0.8788
ENSG00000116786,PLEKHM2,61,0.01481,53,-0.2011,51,-0.2665,67,0.17458,57,-0.0897,66,0.14102,57,-0.0832,70,0.24841
ENSG00000065526,SPEN,44,0.09257,60,0.61295,49,0.26900,34,-0.3349,44,0.09118,52,0.37685,26,-0.7458,24,-0.8623
ENSG00000116809,ZBTB17,26,0.78022,24,0.59931,9,-0.8533,14,-0.3060,13,-0.4001,19,0.22554,8,-1.1380,19,0.26427
ENSG00000185519,FAM131C,56,1.94936,1,-4.1230,13,-0.5745,11,-0.9396,17,-0.2544,22,0.17977,20,0.04672,16,-0.2895
ENSG00000037637,FBXO42,8,-1.1370,12,-0.5908,21,0.30903,28,0.83090,6,-1.4738,21,0.31655,18,0.10206,23,0.48350
ENSG00000055070,SZRD1,37,0.39396,32,0.15102,14,-1.1784,17,-0.8589,26,-0.1879,42,0.59753,40,0.48447,28,-0.1097
ENSG00000157191,NECAP2,37,0.82320,33,0.63219,8,-1.5331,8,-1.5870,33,0.64488,35,0.73347,10,-1.2174,17,-0.4934
ENSG00000219481,NBPF1,18,-0.0169,27,0.65899,10,-0.8247,15,-0.2858,26,0.65491,16,-0.1922,10,-0.9466,21,0.29272
ENSG00000058453,CROCC,1,-3.4028,16,0.11806,19,0.40914,21,0.60397,23,0.71647,6,-1.3841,18,0.27135,15,0.00700
ENSG00000159363,ATP13A2,113,-0.1515,130,0.07140,176,0.58432,166,0.48861,65,-1.0297,91,-0.5027,125,0.01125,129,0.05595
ENSG00000117118,SDHB,119,0.50486,68,-0.4076,79,-0.1725,100,0.21316,81,-0.1412,82,-0.1201,70,-0.3583,105,0.28828
ENSG00000117115,PADI2,52,-0.8137,113,0.42698,14,-2.7306,34,-1.4908,141,0.81852,217,1.64435,57,-0.6923,72,-0.3135
ENSG00000074964,ARHGEF10L,12,-0.9507,31,0.62598,17,-0.3818,17,-0.3451,39,1.01614,23,0.10667,20,-0.1175,13,-0.7799
ENSG00000117154,IGSF21,47,-0.7626,177,1.52177,122,0.81252,39,-1.0548,46,-0.7780,40,-0.9990,46,-0.7792,88,0.26011
ENSG00000159423,ALDH4A1,2,-3.3686,24,-0.0651,16,-0.7165,14,-0.8602,24,-0.0802,42,0.92206,61,1.60675,15,-0.7552
ENSG00000127463,EMC1,38,0.09367,46,0.39825,45,0.35015,26,-0.5250,68,1.07531,28,-0.3861,18,-1.0750,21,-0.8914
ENSG00000053372,MRTO4,26,-0.5570,26,-0.5814,36,-0.0659,75,1.20011,26,-0.5841,42,0.18249,32,-0.2616,37,-0.0109
ENSG00000053371,AKR7A2,31,-0.8312,76,0.60061,47,-0.1826,37,-0.5925,60,0.21466,74,0.55331,55,0.06242,44,-0.3000
ENSG00000077549,CAPZB,229,0.04067,240,0.11734,244,0.14267,287,0.42018,253,0.20699,202,-0.1653,171,-0.4293,162,-0.5208
ENSG00000173436,MICOS10,233,-0.4725,170,-0.9718,308,-0.0232,306,-0.0333,381,0.33215,318,0.02553,375,0.30360,410,0.45502
ENSG00000158747,NBL1,344,0.45128,312,0.28441,223,-0.2675,312,0.28314,268,0.02868,176,-0.6427,282,0.11479,188,-0.5440
ENSG00000162545,CAMK2N1,665,-0.2718,477,-0.7998,809,0.04769,702,-0.1858,898,0.22125,699,-0.1921,1018,0.43495,1021,0.44011
ENSG00000090432,MUL1,36,0.54583,47,1.01739,27,0.08276,25,-0.0866,18,-0.5577,14,-0.9191,18,-0.5913,22,-0.2413
ENSG00000183114,FAM43B,24,0.62266,18,0.12017,24,0.62161,32,1.08991,4,-2.0328,14,-0.2371,9,-0.9140,8,-1.1718
ENSG00000158828,PINK1,403,-0.0192,341,-0.2905,507,0.36329,357,-0.2159,334,-0.3240,309,-0.4469,454,0.17744,557,0.52718
ENSG00000244038,DDOST,27,-0.2547,41,0.42196,47,0.65204,21,-0.6494,33,0.08022,35,0.17612,35,0.17368,14,-1.2499
ENSG00000189410,SH2D5,21,-0.4980,45,0.73203,46,0.75777,36,0.32773,10,-1.5658,21,-0.5511,28,-0.0736,27,-0.1313
ENSG00000127483,HP1BP3,157,-0.0577,246,0.70676,163,0.00774,129,-0.3698,158,-0.0485,187,0.23682,131,-0.3533,129,-0.3774
ENSG00000075151,EIF4G3,82,-0.4441,149,0.55686,149,0.55395,142,0.47241,139,0.42881,57,-1.0077,73,-0.6249,69,-0.7136
ENSG00000117298,ECE1,22,0.42630,29,0.85371,6,-1.4784,5,-1.8676,24,0.56029,29,0.88178,19,0.15573,3,-2.3291
ENSG00000076864,RAP1GAP,81,-0.9467,280,1.12268,262,1.00018,187,0.39859,85,-0.8819,62,-1.3472,114,-0.4090,107,-0.5169
ENSG00000090686,USP48,13,-1.8774,49,0.14875,50,0.16967,46,0.03796,57,0.38103,51,0.21683,34,-0.4400,60,0.46795
ENSG00000070831,CDC42,376,0.62837,335,0.42967,316,0.32884,235,-0.1629,290,0.18542,169,-0.6882,178,-0.6091,178,-0.6092
ENSG00000173372,C1QA,24,-0.1412,17,-0.6973,6,-2.1929,24,-0.1493,41,0.75537,37,0.55492,35,0.47358,27,0.02170
ENSG00000159189,C1QC,7,-1.9101,12,-1.2426,12,-1.2140,8,-1.7705,82,2.13777,46,0.96098,26,-0.0126,17,-0.7042
ENSG00000173369,C1QB,62,0.67875,24,-0.8390,14,-1.6686,32,-0.3967,67,0.82675,66,0.78247,44,0.09298,22,-0.9831
ENSG00000004487,KDM1A,55,0.25505,51,0.15370,64,0.53791,59,0.38887,35,-0.4517,41,-0.2005,29,-0.7454,39,-0.2964
ENSG00000169641,LUZP1,77,1.62831,33,0.12487,35,0.22543,41,0.46531,9,-1.8234,14,-1.2058,19,-0.7929,19,-0.7612
ENSG00000125944,HNRNPR,45,-1.4688,166,0.62122,156,0.51038,111,-0.0618,118,0.04835,132,0.23439,91,-0.3771,101,-0.2145
ENSG00000125945,ZNF436,27,0.80613,18,0.16367,27,0.82303,12,-0.4629,9,-1.0008,12,-0.4865,14,-0.2565,13,-0.3534
ENSG00000117318,ID3,46,0.18648,97,1.52052,2,-4.3649,2,-4.1884,90,1.36190,79,1.10922,12,-1.8279,4,-3.5596
ENSG00000142676,RPL11,487,-0.1392,432,-0.3334,301,-0.9001,276,-1.0337,998,1.10804,691,0.44771,600,0.20610,454,-0.2531
ENSG00000011007,ELOA,1,-4.1689,25,0.73329,26,0.75074,24,0.62084,17,0.05481,16,-0.0258,16,-0.0217,6,-1.4203
ENSG00000057757,PITHD1,211,0.21196,146,-0.3928,308,0.86829,193,0.06385,115,-0.7669,126,-0.6243,159,-0.2569,229,0.35056
ENSG00000011009,LYPLA2,9,-1.9943,31,-0.1001,50,0.66430,51,0.69211,41,0.32603,33,-0.0230,28,-0.2678,25,-0.4539
ENSG00000117308,GALE,45,1.57415,17,-0.1481,25,0.48611,14,-0.4546,22,0.24574,4,-2.3404,6,-1.6503,16,-0.2025
ENSG00000117305,HMGCL,17,-0.5201,27,0.20764,21,-0.2573,17,-0.5877,48,1.17244,24,0.01696,21,-0.2463,19,-0.4131
ENSG00000189266,PNRC2,15,-1.7860,63,0.39899,47,-0.0973,55,0.16076,58,0.26172,46,-0.1346,53,0.11195,60,0.31721
ENSG00000188529,SRSF10,45,-0.1201,54,0.15797,49,-0.0083,52,0.09100,73,0.69034,40,-0.3234,46,-0.1088,32,-0.6558
ENSG00000001461,NIPAL3,40,-0.8204,75,0.20775,76,0.22569,74,0.18683,104,0.75601,79,0.29271,35,-0.9865,48,-0.5306
ENSG00000133226,SRRM1,104,0.86949,55,-0.2121,47,-0.4528,74,0.27691,48,-0.4098,65,0.05731,62,-0.0002,45,-0.5359
ENSG00000169504,CLIC4,98,0.55589,95,0.50729,11,-2.7507,17,-2.1944,130,1.07075,143,1.25166,33,-1.1738,35,-1.1015
ENSG00000117614,SYF2,119,0.67463,76,-0.0777,62,-0.4147,67,-0.2934,102,0.40475,97,0.32349,67,-0.2806,50,-0.7563
ENSG00000117616,RSRP1,64,0.70048,55,0.45366,49,0.25963,20,-1.1853,56,0.46694,42,-0.0227,29,-0.6144,23,-0.9404
ENSG00000183726,TMEM50A,29,-1.3571,90,0.46590,64,-0.0944,46,-0.6173,103,0.70159,101,0.65738,49,-0.5224,63,-0.1181
ENSG00000204178,MACO1,46,0.99128,29,0.20435,32,0.32182,24,-0.1558,27,0.05073,18,-0.5566,15,-0.8887,17,-0.6532
ENSG00000117643,MAN1C1,4,-2.6196,22,-0.0768,42,1.02720,15,-0.6321,44,1.09884,16,-0.5563,10,-1.2872,32,0.51945
ENSG00000162430,SELENON,28,-0.2683,32,-0.0641,26,-0.3865,26,-0.4109,17,-1.0233,52,0.73937,52,0.74761,34,0.02006
ENSG00000117640,MTFR1L,100,0.70389,67,0.03610,70,0.09133,49,-0.4870,75,0.21639,66,0.00543,48,-0.4882,52,-0.3837
ENSG00000117632,STMN1,1087,-0.2817,1526,0.27668,1915,0.66976,1300,0.00926,1106,-0.2539,873,-0.6306,1161,-0.1754,1372,0.09875
ENSG00000158008,EXTL1,37,-0.0945,38,-0.0293,53,0.50714,57,0.63141,16,-1.3601,33,-0.2779,35,-0.1817,43,0.17960
ENSG00000142684,ZNF593,30,-0.1875,34,0.04254,37,0.17319,33,-0.0045,18,-0.9708,34,0.01496,50,0.65879,32,-0.0838
ENSG00000142669,SH3BGRL3,252,-0.4530,236,-0.5598,309,-0.1253,424,0.40128,382,0.22165,283,-0.2715,364,0.14186,422,0.39187
ENSG00000158062,UBXN11,0,-4.3310,20,0.39484,22,0.53123,14,-0.1568,19,0.30537,7,-1.1825,13,-0.2499,30,1.09332
ENSG00000117682,DHDDS,2,-2.7034,31,1.10449,29,1.01399,22,0.51905,2,-2.6907,10,-0.6919,21,0.43151,11,-0.6156
ENSG00000198830,HMGN2,75,-1.1606,168,0.12886,113,-0.5167,110,-0.5603,270,0.94893,195,0.37854,173,0.17454,142,-0.1496
ENSG00000117713,ARID1A,74,0.21455,95,0.65244,68,0.08756,73,0.20918,57,-0.2079,45,-0.5676,58,-0.1616,46,-0.5362
ENSG00000204160,ZDHHC18,58,1.26634,38,0.47926,32,0.20296,23,-0.3381,12,-1.3518,19,-0.6176,27,-0.0684,17,-0.7690
ENSG00000142751,GPN2,33,0.63983,29,0.44056,28,0.32807,31,0.53453,11,-1.1416,15,-0.5967,11,-1.0558,22,-0.0587
ENSG00000090273,NUDC,149,-0.1824,154,-0.1309,160,-0.0677,143,-0.2485,176,0.08504,160,-0.0650,239,0.60819,153,-0.1378
ENSG00000253368,TRNP1,11,-2.1571,36,-0.3606,70,0.75739,54,0.29695,31,-0.5999,31,-0.5755,60,0.48610,66,0.66504
ENSG00000090020,SLC9A1,3,-2.9196,25,0.12624,33,0.61233,49,1.35941,34,0.68061,8,-1.5274,12,-0.9917,18,-0.3858
ENSG00000142784,WDTC1,14,-1.3670,26,-0.4699,42,0.33053,52,0.68376,31,-0.1730,44,0.39823,27,-0.4131,41,0.27413
ENSG00000186501,TMEM222,83,0.21446,71,-0.0500,96,0.45726,79,0.13320,58,-0.3707,84,0.23793,72,-0.0192,40,-0.9263
ENSG00000158195,WASF2,9,-2.2172,47,0.26754,15,-1.4960,29,-0.5321,74,1.05413,90,1.43264,39,-0.0614,18,-1.2180
ENSG00000126705,AHDC1,45,-0.1575,78,0.76452,75,0.70463,85,0.92592,15,-1.8219,31,-0.7516,45,-0.1657,23,-1.1924
ENSG00000126709,IFI6,220,0.80924,180,0.45614,153,0.17270,92,-0.6393,136,-0.0165,135,-0.0323,101,-0.4885,82,-0.8277
ENSG00000009780,FAM76A,8,-1.1222,27,0.70723,30,0.88802,13,-0.4510,11,-0.7754,19,0.08869,14,-0.3404,19,0.13111
ENSG00000117758,STX12,146,0.45514,144,0.43887,124,0.18259,110,-0.0085,113,0.03518,89,-0.3568,102,-0.1456,60,-0.9760
ENSG00000117751,PPP1R8,23,-0.4381,47,0.75633,37,0.31808,20,-0.6685,37,0.32447,25,-0.3025,29,-0.0613,24,-0.3528
ENSG00000117748,RPA2,17,-1.6682,68,0.53299,84,0.90424,45,-0.1761,54,0.14030,29,-0.8489,51,0.03240,50,0.00651
ENSG00000126698,DNAJC8,113,-0.4321,146,-0.0142,175,0.28532,177,0.30689,112,-0.4410,157,0.10333,158,0.11227,141,-0.0691
ENSG00000130770,ATP5IF1,651,0.27618,319,-0.8772,661,0.30083,631,0.22252,478,-0.2354,337,-0.7897,559,0.02004,781,0.58799
ENSG00000180098,TRNAU1AP,43,0.80831,31,0.24582,19,-0.5713,45,0.88300,11,-1.3801,17,-0.7269,20,-0.4613,29,0.10675
ENSG00000198492,YTHDF2,90,0.38406,74,0.04683,114,0.78206,90,0.37762,59,-0.3170,60,-0.2840,40,-0.9240,47,-0.6657
ENSG00000116350,SRSF4,14,-1.4597,38,0.04168,41,0.16733,51,0.52940,62,0.87920,28,-0.4276,25,-0.6195,37,-0.0122
ENSG00000116353,MECR,24,-0.4396,24,-0.4524,30,-0.0886,34,0.11446,32,0.02512,36,0.21024,39,0.34435,35,0.13418
ENSG00000060656,PTPRU,9,-1.3149,59,1.86146,29,0.49748,32,0.68944,7,-1.6540,14,-0.6709,11,-1.0329,10,-1.2173
ENSG00000162511,LAPTM5,50,0.05398,37,-0.4323,20,-1.3846,20,-1.3337,70,0.62931,95,1.18117,47,-0.0460,47,-0.0347
ENSG00000162512,SDC3,109,0.26022,151,0.82846,91,-0.0267,89,-0.0636,54,-0.8617,81,-0.2166,101,0.14347,66,-0.5365
