Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000221978,CCNL2,80,0.49975,74,0.37059,31,-1.0237,50,-0.2568,65,0.19247,73,0.33845,31,-1.0225
ENSG00000224870,MRPL20-AS1,12,-0.2174,10,-0.5065,12,-0.2389,12,-0.1839,19,0.69888,15,0.09283,7,-0.9313
ENSG00000242485,MRPL20,138,-0.0883,144,-0.0232,157,0.11390,165,0.19622,134,-0.1765,185,0.38393,123,-0.2706
ENSG00000235098,ANKRD65,9,-1.0338,22,0.42935,18,0.13654,24,0.56129,16,-0.0596,19,0.16175,11,-0.6252
ENSG00000179403,VWA1,117,1.59571,95,1.20237,54,0.22936,47,-0.0104,19,-1.6813,17,-1.5266,37,-0.3781
ENSG00000160072,ATAD3B,1,-3.4862,23,1.00511,10,-0.3848,5,-1.3227,18,0.82330,9,-0.4382,11,-0.1770
ENSG00000197785,ATAD3A,10,-1.1340,19,-0.1466,11,-1.0182,32,0.75469,22,0.18028,11,-0.9687,36,0.91427
ENSG00000205090,TMEM240,45,-0.7469,50,-0.5790,55,-0.4309,90,0.36007,88,0.45198,77,0.09346,69,-0.0681
ENSG00000160075,SSU72,160,-0.0749,146,-0.2186,174,0.05791,177,0.09065,156,-0.1556,212,0.38159,173,0.04816
ENSG00000228594,FNDC10,35,-0.5244,44,-0.1789,36,-0.4962,58,0.26788,44,-0.1983,76,0.73117,58,0.29573
ENSG00000272106,AL691432.2,26,-0.5204,43,0.26017,28,-0.4185,50,0.50354,38,0.08274,23,-0.7499,46,0.35927
ENSG00000197530,MIB2,60,0.59307,37,-0.1802,33,-0.3822,37,-0.1896,51,0.43935,35,-0.2693,21,-1.0297
ENSG00000189339,SLC35E2B,29,-0.7870,46,-0.0376,45,-0.0795,46,-0.0289,54,0.29228,37,-0.4060,61,0.41665
ENSG00000215790,SLC35E2A,18,-0.6372,29,0.06042,26,-0.0854,30,0.11654,31,0.24589,22,-0.3864,32,0.20657
ENSG00000008130,NADK,35,-0.1359,34,-0.1606,40,0.09439,29,-0.4011,37,-0.0180,56,0.63954,34,-0.1776
ENSG00000078369,GNB1,394,-0.2460,397,-0.2342,441,-0.0672,546,0.28270,485,0.11776,488,0.09691,415,-0.1637
ENSG00000187730,GABRD,66,-1.5714,106,-0.8530,141,-0.4205,76,-1.3733,295,1.20596,135,-0.4800,240,0.44702
ENSG00000067606,PRKCZ,114,-1.0233,164,-0.4565,229,0.06978,291,0.47055,262,0.40516,187,-0.2514,200,-0.1447
ENSG00000162585,FAAP20,90,0.70996,62,0.07634,78,0.45215,61,0.04242,35,-1.0301,59,0.00571,77,0.44629
ENSG00000157933,SKI,58,0.32341,58,0.32046,50,0.08097,74,0.72934,41,-0.3173,41,-0.2399,25,-0.9899
ENSG00000157916,RER1,65,-0.3395,108,0.48584,52,-0.6736,73,-0.1534,96,0.39790,60,-0.4575,77,-0.0634
ENSG00000157911,PEX10,28,-0.5874,47,0.21415,43,0.08762,25,-0.7831,42,0.03217,36,-0.2155,65,0.77381
ENSG00000149527,PLCH2,17,-1.2275,39,0.07478,27,-0.5127,23,-0.7094,44,0.41193,41,0.16423,53,0.59773
ENSG00000157881,PANK4,13,-0.4259,16,-0.1037,17,0.02014,14,-0.3224,23,0.62765,13,-0.4908,14,-0.3418
ENSG00000197921,HES5,26,-1.1120,159,1.93801,22,-1.3514,55,0.02344,21,-1.6971,28,-1.0015,132,1.56276
ENSG00000272449,AL139246.5,4,-1.8620,21,0.69447,10,-0.5369,7,-1.0068,9,-0.8823,7,-0.9243,49,2.32706
ENSG00000157873,TNFRSF14,35,1.44013,18,0.29840,10,-0.6802,6,-1.2989,17,0.29973,4,-1.8532,11,-0.5560
ENSG00000157870,PRXL2B,74,-0.4746,57,-0.8662,101,0.02736,132,0.47471,114,0.31143,132,0.46932,55,-0.9223
ENSG00000177133,PRDM16-DT,9,-1.3984,72,2.14609,20,-0.1569,19,-0.2561,10,-1.4901,9,-1.3611,41,1.04879
ENSG00000158109,TPRG1L,117,-0.7308,113,-0.7836,202,0.14403,238,0.41120,215,0.33769,165,-0.1844,187,0.01381
ENSG00000116213,WRAP73,18,0.51656,10,-0.3908,18,0.56932,18,0.55658,13,0.06410,9,-0.5536,3,-2.1305
ENSG00000130764,LRRC47,62,-0.3308,71,-0.1178,72,-0.0908,94,0.35132,79,0.08969,68,-0.1753,80,0.08101
ENSG00000116198,CEP104,32,0.68870,8,-1.4010,21,0.00214,16,-0.4885,22,0.09464,16,-0.4942,32,0.65517
ENSG00000198912,C1orf174,2,-2.4100,6,-1.0451,23,0.94604,13,0.04594,21,1.17788,5,-1.3756,4,-1.7943
ENSG00000196581,AJAP1,27,-0.9120,29,-0.7538,45,-0.1097,27,-0.9087,69,0.88209,41,-0.2559,55,0.23328
ENSG00000069424,KCNAB2,203,-0.6105,245,-0.3209,341,0.21635,278,-0.1146,338,0.27523,325,0.13685,283,-0.0879
ENSG00000116254,CHD5,105,-1.2049,165,-0.5184,244,0.10873,285,0.36633,236,0.07798,346,0.69334,199,-0.2160
ENSG00000116251,RPL22,662,0.64696,600,0.48005,562,0.36907,366,-0.3291,343,-0.5476,477,0.09811,345,-0.4196
ENSG00000116237,ICMT,54,-0.1243,43,-0.4564,47,-0.3352,21,-1.5283,81,0.78788,38,-0.6532,76,0.44021
ENSG00000158292,GPR153,23,-0.0533,28,0.24810,39,0.78879,5,-2.2491,23,-0.0472,12,-1.0039,38,0.76523
ENSG00000097021,ACOT7,84,-1.4483,133,-0.7443,171,-0.3519,214,0.00101,315,0.95015,140,-0.6671,235,0.15322
ENSG00000215788,TNFRSF25,15,-0.7658,20,-0.3006,14,-0.8497,25,0.04238,31,0.54390,30,0.32652,23,-0.1169
ENSG00000171680,PLEKHG5,23,-1.5361,43,-0.5866,51,-0.3247,40,-0.7034,81,0.58305,56,-0.1996,110,0.93967
ENSG00000162408,NOL9,34,-0.5949,43,-0.2270,43,-0.2256,53,0.10091,54,0.18497,58,0.26082,54,0.12036
ENSG00000204859,ZBTB48,17,0.49881,13,0.04149,8,-0.7119,11,-0.1263,14,0.28772,11,-0.2198,9,-0.4043
ENSG00000162413,KLHL21,21,-0.7951,40,0.24797,34,-0.0419,46,0.48622,38,0.21415,33,-0.0838,23,-0.6521
ENSG00000116273,PHF13,32,0.27715,15,-0.9136,28,0.03254,19,-0.5227,27,-0.0067,41,0.69939,27,0.00999
ENSG00000041988,THAP3,24,0.06266,18,-0.3823,22,-0.1256,23,-0.0555,26,0.23393,19,-0.3302,27,0.20763
ENSG00000007923,DNAJC11,23,-1.1193,29,-0.7745,39,-0.2755,60,0.41325,60,0.56171,36,-0.4269,56,0.27647
ENSG00000171735,CAMTA1,157,-0.3636,216,0.14972,172,-0.2163,190,-0.0564,182,-0.1643,293,0.66202,198,0.00679
ENSG00000049245,VAMP3,75,1.49837,69,1.32070,23,-0.4949,16,-1.0660,21,-0.8437,21,-0.6594,20,-0.6872
ENSG00000049246,PER3,62,0.89810,60,0.84906,28,-0.4294,31,-0.2644,28,-0.5149,32,-0.1803,29,-0.3462
ENSG00000116288,PARK7,321,0.26858,328,0.30421,328,0.30639,195,-0.5352,241,-0.2593,233,-0.2545,325,0.29094
ENSG00000116285,ERRFI1,17,-0.1318,24,0.37018,11,-0.8082,21,0.14863,23,0.44606,9,-1.0950,19,-0.0203
ENSG00000162426,SLC45A1,28,-0.6942,27,-0.7344,29,-0.6395,56,0.42959,51,0.34856,71,0.81035,28,-0.7045
ENSG00000142599,RERE,71,-0.7085,109,-0.0400,123,0.15561,124,0.16640,125,0.25475,109,-0.0458,94,-0.2749
ENSG00000074800,ENO1,529,-0.4964,894,0.35145,519,-0.5269,625,-0.2325,772,0.14686,412,-0.8851,1205,0.86411
ENSG00000171612,SLC25A33,18,-1.3227,78,1.02180,48,0.18435,29,-0.6097,28,-0.8152,55,0.40455,72,0.87639
ENSG00000188807,TMEM201,3,-2.9481,14,-0.7138,22,-0.0637,31,0.51765,26,0.27668,44,1.11185,13,-0.8530
ENSG00000171608,PIK3CD,11,-0.5855,9,-0.8555,6,-1.4806,19,0.25601,21,0.59510,24,0.63196,14,-0.2830
ENSG00000171603,CLSTN1,532,-0.7258,585,-0.5799,452,-0.9770,1059,0.37672,1137,0.71097,638,-0.4423,901,0.11027
ENSG00000178585,CTNNBIP1,33,-0.1254,42,0.22848,47,0.43951,59,0.82864,21,-1.0194,43,0.29771,36,0.00998
ENSG00000162441,LZIC,52,0.57653,37,-0.0129,39,0.07489,35,-0.0696,36,-0.0694,41,0.17229,21,-0.8778
ENSG00000130939,UBE4B,24,-0.9605,45,-0.0127,21,-1.1908,81,0.98945,54,0.42433,55,0.32522,17,-1.5219
ENSG00000054523,KIF1B,203,-0.7598,310,-0.0924,330,0.00722,404,0.33865,340,0.07694,390,0.28207,298,-0.1541
ENSG00000284642,AL139424.2,4,-2.1672,16,-0.0723,6,-1.5018,13,-0.4635,15,-0.2326,29,0.88766,40,1.45283
ENSG00000142657,PGD,59,-0.0555,66,0.11656,46,-0.4698,83,0.50932,61,-0.0040,60,-0.0327,54,-0.2045
ENSG00000241563,CORT,65,-0.2906,58,-0.4866,70,-0.1908,43,-0.9487,69,-0.2587,209,1.74267,54,-0.6000
ENSG00000160049,DFFA,18,-0.7195,45,0.73638,35,0.32159,17,-0.8227,28,-0.0791,33,0.22456,28,-0.0568
ENSG00000142655,PEX14,21,-1.0004,16,-1.4588,36,-0.1894,55,0.48750,47,0.30190,52,0.39942,47,0.21780
ENSG00000120948,TARDBP,63,-0.3787,82,0.05168,71,-0.1797,64,-0.3410,88,0.22565,92,0.23171,80,0.00489
ENSG00000271895,AL109811.2,24,1.22646,15,0.36483,13,0.13974,19,0.82778,6,-1.1110,12,0.04141,3,-1.9913
ENSG00000116649,SRM,122,-0.2031,123,-0.1915,96,-0.5743,111,-0.3603,150,0.17102,216,0.74282,130,-0.1062
ENSG00000171824,EXOSC10,27,0.08630,29,0.19525,16,-0.7151,27,0.09815,26,0.07556,9,-1.4942,42,0.82521
ENSG00000198793,MTOR,48,-0.0496,50,0.02345,33,-0.6414,56,0.19289,61,0.47923,29,-0.8567,47,-0.0912
ENSG00000204624,DISP3,33,1.34857,15,0.06239,19,0.42554,1,-3.9801,15,0.05257,13,-0.2258,7,-1.1471
ENSG00000116661,FBXO2,345,0.44575,435,0.84688,294,0.18067,189,-0.5294,239,-0.2010,205,-0.3991,183,-0.5739
ENSG00000132879,FBXO44,79,-1.4000,112,-0.8614,146,-0.4569,282,0.62085,269,0.77712,167,-0.2464,155,-0.3568
ENSG00000116663,FBXO6,12,0.09137,12,0.12739,11,0.03513,14,0.32000,12,0.18354,7,-0.6811,8,-0.5369
ENSG00000116670,MAD2L2,28,-0.2514,26,-0.3992,21,-0.7055,23,-0.5658,45,0.74449,31,-0.0786,32,-0.0511
ENSG00000177674,AGTRAP,38,1.82606,34,1.62382,10,-0.4070,11,-0.3343,5,-1.8502,3,-1.9241,10,-0.4323
ENSG00000177000,MTHFR,24,0.23264,19,-0.0942,17,-0.3020,14,-0.5796,25,0.38477,19,-0.1698,19,-0.1241
ENSG00000011021,CLCN6,73,-0.3431,73,-0.3320,77,-0.2469,125,0.53646,84,-0.1595,135,0.67031,78,-0.2343
ENSG00000175206,NPPA,0,-3.7705,8,-0.4910,20,1.04627,21,1.06579,12,0.22337,3,-1.9783,9,-0.2129
ENSG00000116685,KIAA2013,49,0.15348,48,0.13830,25,-0.9056,49,0.17726,47,0.15843,28,-0.6978,56,0.39178
ENSG00000083444,PLOD1,49,1.21636,32,0.49485,6,-2.1222,24,0.01029,24,0.02436,20,-0.2494,11,-1.1540
ENSG00000116688,MFN2,60,-1.0169,90,-0.4064,88,-0.4390,137,0.27413,141,0.45547,123,0.09216,120,0.06427
ENSG00000116691,MIIP,34,1.03965,13,-0.5260,12,-0.6883,27,0.64826,20,0.20943,13,-0.5511,5,-1.7872
ENSG00000048707,VPS13D,40,-0.4640,46,-0.2538,44,-0.3250,84,0.72921,60,0.23074,28,-1.0216,65,0.28128
ENSG00000162496,DHRS3,63,1.66640,51,1.25047,16,-0.6518,26,0.11458,12,-1.3656,12,-1.0840,16,-0.6113
ENSG00000116731,PRDM2,66,-0.1377,36,-1.0802,58,-0.3383,87,0.31125,93,0.59183,48,-0.6258,73,0.03078
ENSG00000189337,KAZN,36,-0.1821,53,0.46922,36,-0.1729,51,0.39749,47,0.36314,34,-0.2565,9,-2.2312
ENSG00000142634,EFHD2,55,-0.8911,31,-1.7532,29,-1.8372,625,4.31080,30,-2.1085,28,-1.9122,16,-2.7246
ENSG00000132906,CASP9,14,0.24304,13,0.14953,12,-0.0432,11,-0.0995,13,0.24090,12,-0.0089,6,-1.1087
ENSG00000116138,DNAJC16,19,-0.7193,26,-0.2165,13,-1.2061,30,0.00615,39,0.60125,42,0.56517,22,-0.4855
ENSG00000197312,DDI2,7,-1.7831,17,-0.6078,15,-0.7950,30,0.30676,36,0.90916,31,0.39759,14,-0.9095
ENSG00000116786,PLEKHM2,50,-0.7406,80,-0.0089,88,0.14109,115,0.58995,64,-0.4768,84,0.07745,116,0.60295
ENSG00000065526,SPEN,53,0.81990,38,0.28318,37,0.21245,20,-0.7073,35,0.16280,24,-0.4428,13,-1.3579
ENSG00000116809,ZBTB17,15,-0.2904,27,0.65910,24,0.47995,18,-0.0460,17,-0.1349,10,-0.9341,18,0.00842
ENSG00000185519,FAM131C,14,-0.2422,27,0.84417,8,-1.1249,12,-0.5264,17,0.02747,27,0.80242,10,-0.7202
ENSG00000288398,AL109627.1,4,-1.4722,19,0.99295,19,1.00848,7,-0.6351,11,0.03062,7,-0.6768,7,-0.6956
ENSG00000037637,FBXO42,18,-0.4755,26,0.10172,16,-0.6054,22,-0.1728,32,0.62186,17,-0.5483,24,-0.0175
ENSG00000055070,SZRD1,47,0.83204,47,0.83629,27,-0.0884,23,-0.3676,18,-0.8690,31,0.10144,28,-0.0336
ENSG00000157191,NECAP2,26,1.19842,28,1.34269,10,-0.3130,15,0.30259,8,-0.9003,3,-2.1322,8,-0.6801
ENSG00000219481,NBPF1,11,-0.2599,19,0.61959,15,0.23424,4,-1.6445,12,-0.1757,13,-0.0210,19,0.62085
ENSG00000058453,CROCC,10,-0.6421,10,-0.6219,14,-0.1402,19,0.30635,19,0.44330,17,0.16132,12,-0.3802
ENSG00000159363,ATP13A2,140,-0.3595,121,-0.5918,148,-0.2733,179,0.03094,206,0.36168,215,0.33362,159,-0.1632
ENSG00000117118,SDHB,40,-1.0659,89,0.16456,103,0.41965,56,-0.5698,82,0.05561,89,0.16636,97,0.31871
ENSG00000117115,PADI2,75,1.31453,90,1.66971,39,0.17126,37,0.10536,10,-2.2305,31,-0.1925,13,-1.5295
ENSG00000179051,RCC2,15,-0.8259,22,-0.2198,15,-0.8441,26,0.00366,31,0.41585,14,-0.9220,47,0.98842
ENSG00000074964,ARHGEF10L,25,0.23899,36,0.88121,12,-0.8857,18,-0.2878,15,-0.7083,22,0.01803,35,0.82584
ENSG00000117154,IGSF21,24,-1.7669,36,-1.1637,60,-0.4103,293,2.53661,63,-0.4182,58,-0.4420,34,-1.2837
ENSG00000159423,ALDH4A1,41,0.43533,56,0.97989,45,0.60954,26,-0.2946,14,-1.4730,20,-0.7247,52,0.83215
ENSG00000169991,IFFO2,14,0.10057,9,-0.5960,10,-0.4576,8,-0.7345,19,0.81591,10,-0.4490,12,-0.1682
ENSG00000127463,EMC1,26,-0.4680,40,0.23718,28,-0.3471,39,0.20363,40,0.33294,23,-0.6143,35,0.00536
ENSG00000053372,MRTO4,23,-0.7013,27,-0.4874,46,0.37443,45,0.35118,43,0.38269,25,-0.5707,32,-0.2100
ENSG00000053371,AKR7A2,71,0.56498,71,0.56201,48,-0.0594,32,-0.7111,43,-0.3435,38,-0.4446,65,0.42042
ENSG00000040487,SLC66A1,8,-0.7885,18,0.52252,11,-0.2331,19,0.55427,13,-0.0479,19,0.56090,5,-1.3292
ENSG00000077549,CAPZB,196,-0.5540,213,-0.4299,235,-0.2741,380,0.51413,328,0.37377,302,0.13260,195,-0.5673
ENSG00000173436,MICOS10,214,-0.3737,272,0.01074,414,0.71585,307,0.21133,232,-0.3202,293,0.13173,236,-0.2187
ENSG00000158747,NBL1,332,0.60575,194,-0.2746,194,-0.2748,498,1.33441,180,-0.5088,209,-0.1595,109,-1.1726
ENSG00000169914,OTUD3,0,-5.6107,12,-0.7546,16,-0.3266,33,0.84779,23,0.34768,32,0.75920,16,-0.3254
ENSG00000162545,CAMK2N1,607,-0.8166,924,-0.1583,1243,0.32719,337,-1.7122,1167,0.30458,1120,0.15501,1438,0.57255
ENSG00000090432,MUL1,25,-0.0363,31,0.34432,23,-0.1830,19,-0.4255,23,-0.1855,15,-0.8529,46,0.99953
ENSG00000183114,FAM43B,6,-1.4892,10,-0.8338,5,-1.6970,104,4.01688,5,-2.1391,9,-0.9015,3,-2.5568
ENSG00000158828,PINK1,292,-0.5308,312,-0.4264,514,0.38555,478,0.26330,415,0.04102,392,-0.0614,432,0.09511
ENSG00000244038,DDOST,14,-0.9363,28,0.11718,27,0.07496,36,0.51807,30,0.30261,19,-0.5282,21,-0.3395
ENSG00000117245,KIF17,13,-0.8316,7,-1.6911,12,-0.9540,25,0.15048,30,0.63235,35,0.73594,22,-0.0806
ENSG00000189410,SH2D5,25,-0.3110,16,-0.9841,19,-0.6964,27,-0.2048,35,0.33557,31,0.03461,49,0.80475
ENSG00000127483,HP1BP3,185,0.26791,156,-0.0099,127,-0.3338,164,0.07406,147,-0.1443,136,-0.2320,204,0.43508
ENSG00000075151,EIF4G3,81,-0.6870,87,-0.5737,149,0.28345,141,0.19114,152,0.43957,126,0.01449,87,-0.5764
ENSG00000117298,ECE1,88,2.20269,42,0.77157,7,-1.9719,16,-0.7708,11,-1.5439,17,-0.6851,34,0.39591
ENSG00000162551,ALPL,34,1.44050,19,0.44463,6,-1.2431,37,1.61595,8,-1.1409,3,-2.1558,8,-0.9189
ENSG00000076864,RAP1GAP,61,-1.9550,141,-0.6966,140,-0.7119,417,1.09526,264,0.42268,241,0.15004,182,-0.2959
ENSG00000090686,USP48,41,0.06480,37,-0.1214,49,0.34605,46,0.21585,38,-0.1017,53,0.46472,19,-1.1749
ENSG00000218510,LINC00339,16,0.05075,12,-0.3214,11,-0.4605,15,-0.0831,18,0.36314,14,-0.1527,16,0.02943
ENSG00000070831,CDC42,252,-0.1084,235,-0.2208,222,-0.3136,218,-0.3445,316,0.35642,338,0.36792,216,-0.3550
ENSG00000173372,C1QA,93,2.72391,30,0.46336,16,-0.5340,5,-2.2726,10,-1.4256,15,-0.6769,13,-0.8095
ENSG00000159189,C1QC,42,1.84095,25,0.86126,14,-0.0302,6,-1.4162,11,-0.5842,10,-0.6487,3,-2.1222
ENSG00000173369,C1QB,53,1.65063,33,0.74829,24,0.21746,11,-0.9423,12,-0.9688,20,-0.0800,9,-1.3281
ENSG00000133216,EPHB2,8,-0.5076,7,-0.7145,11,-0.0185,6,-0.9075,16,0.69160,11,-0.0256,13,0.12484
ENSG00000004487,KDM1A,47,-0.3152,42,-0.4976,39,-0.6005,63,0.16556,77,0.68647,45,-0.3943,49,-0.2431
ENSG00000169641,LUZP1,29,-0.4871,23,-0.8219,58,0.63763,52,0.45127,40,0.04141,46,0.25616,26,-0.6523
ENSG00000125944,HNRNPR,99,-0.0895,102,-0.0333,101,-0.0585,122,0.24629,118,0.27356,79,-0.4391,83,-0.3625
ENSG00000125945,ZNF436,15,-1.1076,10,-1.7191,24,-0.3991,37,0.24692,50,1.13753,34,0.14547,13,-1.3238
ENSG00000249087,ZNF436-AS1,11,-0.0654,21,0.95446,15,0.39774,5,-1.2704,9,-0.4581,7,-0.8451,19,0.77036
ENSG00000117318,ID3,284,3.42674,107,1.14107,21,-1.4599,15,-1.9913,12,-2.6679,18,-1.7195,13,-2.1695
ENSG00000142676,RPL11,1143,1.46205,629,0.39390,606,0.33138,340,-0.5991,300,-0.9848,379,-0.4266,463,-0.1090
ENSG00000011007,ELOA,17,-0.3943,23,0.10479,17,-0.3938,32,0.65032,18,-0.3861,26,0.31661,26,0.28731
ENSG00000057757,PITHD1,119,-0.7207,157,-0.2856,152,-0.3367,190,0.01350,249,0.65565,192,0.03280,136,-0.5157
ENSG00000011009,LYPLA2,39,-0.8110,52,-0.3710,28,-1.2906,71,0.13850,92,0.79745,81,0.35010,43,-0.6580
ENSG00000117308,GALE,20,0.14683,18,-0.0232,21,0.24351,12,-0.6480,18,0.04833,24,0.50800,12,-0.6377
ENSG00000117305,HMGCL,27,0.50734,28,0.52832,13,-0.7143,24,0.28273,16,-0.3925,15,-0.4517,24,0.30818
ENSG00000179163,FUCA1,31,1.12119,10,-0.7013,15,-0.0394,11,-0.4985,17,0.11317,12,-0.4013,12,-0.3796
ENSG00000189266,PNRC2,68,0.43108,68,0.41795,52,-0.0352,67,0.38648,49,-0.1709,35,-0.6604,39,-0.4720
ENSG00000188529,SRSF10,52,-0.0938,52,-0.1087,37,-0.6284,50,-0.1694,66,0.40922,61,0.14526,48,-0.2361
ENSG00000001460,STPG1,3,-2.0424,8,-0.6811,12,-0.0257,19,0.69702,15,0.53385,16,0.40413,6,-1.0079
ENSG00000001461,NIPAL3,29,-1.1110,71,0.27213,38,-0.7173,82,0.52574,71,0.37288,85,0.58392,21,-1.5787
ENSG00000133226,SRRM1,74,0.84473,34,-0.4005,44,-0.0139,48,0.13222,34,-0.5284,46,0.04047,51,0.23400
ENSG00000169504,CLIC4,164,2.58092,80,1.08515,21,-1.0584,16,-1.5150,21,-1.2716,24,-0.8938,11,-2.0454
ENSG00000117614,SYF2,133,1.45803,73,0.39777,55,-0.0685,42,-0.4804,48,-0.3677,31,-0.9517,38,-0.6397
ENSG00000117616,RSRP1,42,-0.5187,74,0.39930,33,-0.8661,64,0.15164,71,0.47089,37,-0.7176,59,0.01526
ENSG00000183726,TMEM50A,123,0.24011,130,0.33992,72,-0.6010,61,-0.8666,120,0.28193,97,-0.1406,109,0.04954
ENSG00000204178,MACO1,15,-1.0597,29,-0.0084,19,-0.6952,34,0.23182,31,0.15114,22,-0.4281,50,0.91946
ENSG00000117643,MAN1C1,58,0.31238,33,-0.5955,31,-0.7078,11,-2.2334,66,0.75943,45,-0.1218,57,0.26770
ENSG00000162430,SELENON,128,1.34529,80,0.50517,44,-0.4412,45,-0.4125,43,-0.6360,62,0.07758,41,-0.5598
ENSG00000117640,MTFR1L,78,-0.0935,68,-0.3093,68,-0.2983,107,0.43267,80,-0.0539,90,0.13444,90,0.14104
ENSG00000117632,STMN1,530,-1.0182,660,-0.6794,962,-0.0841,1296,0.40634,1240,0.46220,984,-0.0478,968,-0.0742
ENSG00000158008,EXTL1,37,-0.9638,55,-0.3520,64,-0.1091,120,0.95477,75,0.19992,52,-0.4239,63,-0.1435
ENSG00000175087,PDIK1L,8,-1.1028,10,-0.7489,8,-1.0265,8,-1.0376,19,0.35924,27,0.83638,28,0.88297
ENSG00000142684,ZNF593,11,-1.1436,26,0.21209,30,0.49916,34,0.70388,17,-0.4928,25,0.19896,23,0.02757
ENSG00000142669,SH3BGRL3,336,0.49852,213,-0.2501,240,-0.0605,501,1.20340,194,-0.5057,201,-0.3413,166,-0.6449
ENSG00000158062,UBXN11,13,-1.2100,17,-0.8215,33,0.23194,18,-0.6733,36,0.54361,42,0.64589,24,-0.2214
ENSG00000117682,DHDDS,22,-0.3171,27,0.00304,21,-0.4099,33,0.31656,34,0.54633,13,-1.0614,24,-0.1978
ENSG00000198830,HMGN2,234,1.21784,178,0.72709,111,-0.0559,100,-0.2234,94,-0.4235,66,-0.8702,66,-0.8776
ENSG00000117713,ARID1A,45,-0.5117,67,0.12988,39,-0.7128,56,-0.1663,69,0.22531,58,-0.1036,87,0.55209
ENSG00000060642,PIGV,5,-1.6247,26,0.87098,7,-1.0825,6,-1.4353,22,0.88425,11,-0.4457,15,-0.0009
ENSG00000204160,ZDHHC18,30,-0.5109,27,-0.6632,26,-0.7758,50,0.28423,49,0.36486,61,0.60271,36,-0.2547
ENSG00000142751,GPN2,22,-0.1186,24,0.06624,18,-0.3686,29,0.36703,24,0.05919,30,0.40177,14,-0.7388
ENSG00000198746,GPATCH3,8,-0.6456,7,-0.7491,10,-0.2572,3,-1.8522,19,0.99647,16,0.47925,9,-0.5067
ENSG00000090273,NUDC,144,-0.0528,169,0.20443,144,-0.0584,138,-0.1264,136,-0.2012,154,0.05110,187,0.36775
ENSG00000253368,TRNP1,23,-1.4132,49,-0.2471,64,0.19956,49,-0.2178,68,0.39133,48,-0.2683,75,0.46582
ENSG00000090020,SLC9A1,31,-0.3506,23,-0.8034,20,-0.9848,52,0.48191,46,0.40333,48,0.36640,34,-0.1856
ENSG00000142784,WDTC1,49,-0.0602,43,-0.2711,44,-0.2100,40,-0.3526,54,0.14212,53,0.08607,64,0.37731
