Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000163950,SLBP,101,0.43830,120,0.89320,71,-0.1359,35,-1.2098,75,-0.0482,57,-0.6065
ENSG00000168936,TMEM129,37,0.24353,26,-0.3995,43,0.48141,31,-0.0313,28,-0.2261,33,0.03629
ENSG00000068078,FGFR3,150,-0.0642,56,-1.7123,424,1.78375,165,0.08393,132,-0.2688,141,-0.2145
ENSG00000168924,LETM1,68,0.01440,75,0.21411,76,0.20711,43,-0.6977,49,-0.5034,73,0.17173
ENSG00000109685,NSD2,45,-0.0193,66,0.72395,40,-0.1945,31,-0.5929,33,-0.5206,43,-0.1245
ENSG00000243449,C4orf48,654,0.17660,531,-0.1805,849,0.61611,702,0.29499,544,-0.1221,489,-0.3762
ENSG00000185818,NAT8L,423,0.64928,264,-0.1517,363,0.38722,205,-0.5294,239,-0.2925,274,-0.0961
ENSG00000123933,MXD4,39,-0.3205,25,-1.0531,101,1.31369,56,0.28619,46,-0.0396,44,-0.1527
ENSG00000159733,ZFYVE28,23,0.04607,38,1.04973,13,-0.8866,6,-1.8554,26,0.22810,19,-0.2944
ENSG00000063978,RNF4,56,0.33441,58,0.46540,42,-0.1155,24,-0.9774,36,-0.3569,45,-0.0288
ENSG00000087266,SH3BP2,13,-0.2121,6,-1.3600,33,1.37639,25,0.86381,10,-0.5660,13,-0.2621
ENSG00000087274,ADD1,264,0.40969,228,0.19099,238,0.24014,158,-0.4213,177,-0.2439,187,-0.2076
ENSG00000109736,MFSD10,88,0.93885,61,0.36797,53,0.08090,26,-1.0250,34,-0.6249,43,-0.3080
ENSG00000197386,HTT,117,0.56623,76,-0.1735,73,-0.2021,45,-0.9551,85,0.03022,92,0.23171
ENSG00000159788,RGS12,43,0.07145,27,-0.7273,61,0.63972,38,-0.1413,47,0.21517,43,0.07640
ENSG00000163956,LRPAP1,174,0.58724,176,0.71678,108,-0.1992,65,-0.9984,111,-0.1524,97,-0.4776
ENSG00000132406,TMEM128,29,0.54162,18,-0.3127,37,0.94203,12,-0.8371,24,0.21207,17,-0.4092
ENSG00000168824,NSG1,300,2.06041,78,-0.3873,62,-0.7117,36,-1.5364,156,0.79615,54,-1.1159
ENSG00000168818,STX18,25,0.47265,19,0.02440,22,0.27090,16,-0.2618,14,-0.4205,18,-0.1131
ENSG00000072832,CRMP1,421,0.84098,366,0.70759,132,-1.0306,100,-1.4519,230,-0.1671,228,-0.2404
ENSG00000181215,C4orf50,22,-0.4480,51,1.15557,29,0.03860,16,-0.9122,16,-0.9244,25,-0.2968
ENSG00000152969,JAKMIP1,133,0.76973,104,0.40675,45,-0.9921,49,-0.8534,57,-0.6248,89,0.11192
ENSG00000109501,WFS1,200,0.93411,92,-0.3997,186,0.80669,76,-0.6516,100,-0.2273,97,-0.3655
ENSG00000074211,PPP2R2C,276,0.41927,274,0.47783,153,-0.5279,152,-0.5469,197,-0.1314,200,-0.1467
ENSG00000013288,MAN2B2,52,0.41831,57,0.68764,33,-0.2825,32,-0.3396,28,-0.5667,34,-0.3568
ENSG00000179010,MRFAP1,352,-0.0815,384,0.06969,399,0.12314,304,-0.3154,269,-0.5063,412,0.24255
ENSG00000170846,AC093323.1,38,-0.9061,82,0.34757,95,0.53399,39,-0.8903,51,-0.4813,77,0.24602
ENSG00000178988,MRFAP1L1,82,-0.2901,108,0.17716,105,0.11821,87,-0.1891,74,-0.4517,106,0.17663
ENSG00000170871,KIAA0232,117,0.53710,125,0.76009,90,0.09789,47,-0.9080,88,0.06481,57,-0.7900
ENSG00000132405,TBC1D14,58,0.06239,63,0.23518,62,0.16623,49,-0.2130,60,0.12324,49,-0.2729
ENSG00000173011,TADA2B,45,1.47849,23,0.37664,8,-1.3671,12,-0.6813,18,-0.0604,14,-0.6196
ENSG00000109519,GRPEL1,50,0.31271,50,0.33776,32,-0.4244,27,-0.6568,49,0.26950,39,-0.1495
ENSG00000196526,AFAP1,33,0.95601,26,0.62647,15,-0.3251,9,-1.1160,28,0.64819,10,-1.0947
ENSG00000163995,ABLIM2,52,0.40036,46,0.24720,12,-1.8471,37,-0.1665,60,0.65778,37,-0.1770
ENSG00000071127,WDR1,78,-0.1134,118,0.66869,102,0.32267,58,-0.5759,69,-0.3053,70,-0.3649
ENSG00000178163,ZNF518B,29,0.98016,20,0.41099,13,-0.2636,13,-0.2969,10,-0.7017,13,-0.4432
ENSG00000157869,RAB28,13,-0.2172,21,0.56756,11,-0.4476,10,-0.6766,21,0.52717,14,-0.2478
ENSG00000038219,BOD1L1,57,-0.1780,93,0.73932,61,-0.0793,37,-0.8590,36,-0.9147,66,0.07589
ENSG00000137449,CPEB2,43,-0.0977,66,0.68701,48,0.07154,30,-0.6948,35,-0.4282,43,-0.1708
ENSG00000118564,FBXL5,63,-0.0175,96,0.80276,62,-0.0617,43,-0.6164,59,-0.1363,52,-0.4129
ENSG00000237765,FAM200B,38,-0.4925,56,0.12479,75,0.60489,87,0.85991,43,-0.3111,38,-0.6261
ENSG00000169762,TAPT1,24,-0.0910,41,0.97659,41,0.79738,36,0.57882,19,-0.4695,9,-1.9232
ENSG00000169744,LDB2,45,-0.6283,145,1.70455,39,-0.8446,23,-1.6546,64,-0.0561,46,-0.7237
ENSG00000151552,QDPR,192,-0.5922,217,-0.4508,661,1.51494,462,0.84974,145,-1.0265,205,-0.6185
ENSG00000002549,LAP3,21,0.13789,14,-0.6105,30,0.69607,24,0.32226,16,-0.3133,19,-0.0446
ENSG00000118579,MED28,45,0.50424,36,0.19954,33,0.03278,39,0.26923,28,-0.2260,26,-0.4977
ENSG00000163257,DCAF16,31,0.64603,28,0.51355,26,0.36548,15,-0.4898,12,-0.8393,16,-0.5019
ENSG00000145147,SLIT2,69,1.79295,25,0.01023,11,-1.2282,4,-2.6067,22,-0.1890,23,-0.1899
ENSG00000163138,PACRGL,25,0.32705,32,0.92448,14,-0.5130,13,-0.6422,19,-0.0793,15,-0.5669
ENSG00000185774,KCNIP4,107,0.66744,98,0.62108,17,-2.2144,36,-1.0511,97,0.49426,64,-0.2483
ENSG00000109606,DHX15,48,0.63682,52,0.92883,43,0.45667,16,-1.0709,33,0.02607,16,-1.2929
ENSG00000250317,SMIM20,34,0.39750,13,-1.2232,32,0.27399,20,-0.4869,20,-0.4514,37,0.72590
ENSG00000168214,RBPJ,51,0.07292,37,-0.4853,103,1.28609,73,0.67235,43,-0.2096,32,-0.8512
ENSG00000109689,STIM2,19,0.05017,37,1.45636,24,0.42349,9,-1.0686,15,-0.3494,9,-1.4273
ENSG00000169851,PCDH7,105,-0.3267,274,1.63410,37,-1.9154,50,-1.4660,99,-0.4317,108,-0.3684
ENSG00000065882,TBC1D1,16,-0.2752,35,1.27256,12,-0.6521,16,-0.3179,15,-0.3957,14,-0.6126
ENSG00000109787,KLF3,11,-0.6664,19,0.21120,29,0.86580,20,0.24817,9,-0.9999,16,-0.1894
ENSG00000109790,KLHL5,9,-1.4572,17,-0.6085,70,1.91397,28,0.21912,13,-0.8924,21,-0.3036
ENSG00000035928,RFC1,28,0.18156,25,0.02429,34,0.52420,19,-0.4631,23,-0.1406,23,-0.1319
ENSG00000163682,RPL9,614,-0.3920,580,-0.5407,1216,0.73302,1190,0.69573,757,-0.0587,710,-0.2134
ENSG00000163683,SMIM14,62,0.16057,55,-0.0397,95,0.88720,48,-0.2515,35,-0.7520,52,-0.1677
ENSG00000078140,UBE2K,97,-0.1149,171,1.01406,48,-1.2022,63,-0.7873,103,-0.0174,94,-0.2111
ENSG00000121892,PDS5A,46,0.65362,42,0.62805,28,-0.1386,25,-0.3238,28,-0.1587,22,-0.6956
ENSG00000163697,APBB2,32,-0.0787,37,0.14397,64,1.06236,32,-0.0915,40,0.27375,21,-0.9033
ENSG00000154277,UCHL1,2421,0.21868,3333,0.91217,1144,-0.9689,1094,-1.0370,1974,-0.1134,1921,-0.2064
ENSG00000064042,LIMCH1,151,0.57332,133,0.42188,121,0.20434,88,-0.3049,114,0.11174,73,-0.7465
ENSG00000109133,TMEM33,87,0.53776,82,0.51893,61,-0.0458,35,-0.8994,42,-0.6305,58,-0.1515
ENSG00000014824,SLC30A9,103,0.16989,96,0.05931,100,0.11841,46,-1.1109,66,-0.5454,110,0.38024
ENSG00000124406,ATP8A1,109,-0.0492,197,1.14988,131,0.23924,50,-1.2733,87,-0.4157,81,-0.6567
ENSG00000151806,GUF1,11,-0.9448,30,0.70337,29,0.53488,20,-0.0713,15,-0.4620,17,-0.3721
ENSG00000163285,GABRG1,14,-1.4955,14,-1.6934,99,1.68540,28,-0.4507,31,-0.3289,47,0.50659
ENSG00000260878,AC104072.1,83,1.27519,63,0.92437,8,-2.3333,13,-1.7132,61,0.72035,22,-1.1446
ENSG00000151834,GABRA2,89,0.64739,110,1.25961,23,-1.5012,36,-0.7783,63,0.06669,37,-0.9634
ENSG00000109158,GABRA4,93,1.13180,62,0.50673,37,-0.4122,12,-2.0197,55,0.22286,36,-0.5607
ENSG00000163288,GABRB1,20,-0.2452,31,0.52664,14,-0.7771,17,-0.4674,14,-0.7931,28,0.38402
ENSG00000260918,AC107398.3,101,0.35959,95,0.29663,57,-0.5631,50,-0.7544,73,-0.1656,86,0.13699
ENSG00000169019,COMMD8,35,1.16664,21,0.31344,18,0.00247,4,-1.9925,12,-0.5366,16,-0.2376
ENSG00000075539,FRYL,13,-0.6110,15,-0.3529,43,1.42428,17,-0.1249,19,0.05723,15,-0.4173
ENSG00000109180,OCIAD1,466,0.81550,447,0.88921,193,-0.6285,121,-1.3391,236,-0.3133,224,-0.5064
ENSG00000145247,OCIAD2,112,1.56548,35,-0.4736,23,-1.0871,42,-0.1421,40,-0.2200,42,-0.1877
ENSG00000109184,DCUN1D4,28,-1.1253,78,0.60030,64,0.19471,40,-0.5513,36,-0.7037,63,0.22313
ENSG00000163069,SGCB,60,0.19545,54,0.01756,56,0.07071,48,-0.1692,55,0.04804,51,-0.0879
ENSG00000109189,USP46,84,0.41790,83,0.44659,34,-1.0064,40,-0.7544,65,-0.0078,66,0.03349
ENSG00000226950,DANCR,34,-0.4062,36,-0.3625,42,-0.0609,38,-0.2219,56,0.40091,51,0.33353
ENSG00000145216,FIP1L1,22,0.31886,13,-0.6553,22,0.32391,12,-0.6768,21,0.18188,21,0.29099
ENSG00000072201,LNX1,61,1.11076,60,1.31429,2,-4.1171,14,-1.2980,49,0.72447,14,-1.5559
ENSG00000134853,PDGFRA,21,-0.2376,8,-1.8116,24,-0.0318,51,1.21991,27,0.12795,28,0.25842
ENSG00000157404,KIT,10,-1.2623,16,-0.6965,54,1.40847,6,-1.9732,19,-0.3992,31,0.61702
ENSG00000128039,SRD5A3,16,-0.3137,31,0.96992,33,0.91777,8,-1.2692,8,-1.2581,15,-0.5105
ENSG00000134851,TMEM165,30,-0.0395,41,0.52547,79,1.62601,39,0.37717,13,-1.3370,12,-1.6806
ENSG00000134852,CLOCK,48,1.00427,28,0.13463,17,-0.7185,15,-0.9245,15,-0.9102,29,0.20740
ENSG00000090989,EXOC1,40,0.54500,47,0.99055,23,-0.3193,14,-1.0638,25,-0.2435,21,-0.6578
ENSG00000128050,PAICS,44,0.55274,32,0.02460,33,0.07406,30,-0.0793,45,0.58531,22,-0.6640
ENSG00000174780,SRP72,75,0.33904,64,0.07186,59,-0.0546,33,-0.9561,61,-0.0080,65,0.13221
ENSG00000171476,HOPX,1094,2.21443,303,-0.1585,26,-3.8219,84,-2.1074,698,1.29027,157,-1.4142
ENSG00000047315,POLR2B,55,0.08138,83,0.93122,30,-0.8576,22,-1.3008,50,-0.0474,48,-0.1556
ENSG00000163453,IGFBP7,31,-1.1652,22,-1.8147,199,1.97355,76,0.19956,97,0.62152,51,-0.5391
ENSG00000150471,ADGRL3,104,0.58907,119,0.99494,63,-0.2444,41,-0.8870,46,-0.7288,55,-0.5848
ENSG00000145242,EPHA5,56,-0.1635,119,1.38477,26,-1.3207,25,-1.3881,29,-1.1625,60,-0.0466
ENSG00000033178,UBA6,23,-0.2975,51,1.32060,40,0.61591,23,-0.2850,18,-0.6717,13,-1.3427
ENSG00000083896,YTHDC1,29,-0.4013,48,0.45069,57,0.66603,43,0.18972,16,-1.3002,33,-0.2630
ENSG00000132467,UTP3,17,-0.2027,27,0.66965,16,-0.2450,12,-0.6923,15,-0.3567,19,0.00049
ENSG00000018189,RUFY3,218,0.10863,320,0.90353,163,-0.3543,139,-0.6072,192,-0.0942,161,-0.4851
ENSG00000132463,GRSF1,134,0.24613,150,0.50276,93,-0.3454,71,-0.7632,91,-0.3750,117,0.02142
ENSG00000173542,MOB1B,135,1.19172,93,0.63494,30,-1.2611,35,-1.0208,80,0.28091,47,-0.7341
ENSG00000156136,DCK,35,0.13085,33,0.00938,37,0.21891,30,-0.1329,30,-0.1425,32,-0.0530
ENSG00000080493,SLC4A4,24,-0.1034,7,-2.0202,41,0.79736,16,-0.7095,30,0.22530,35,0.72794
ENSG00000132466,ANKRD17,56,0.08945,53,-0.0057,61,0.22837,27,-1.0628,44,-0.3246,62,0.33117
ENSG00000169116,PARM1,265,1.71558,144,0.69940,7,-3.9451,23,-2.2158,162,0.79398,54,-1.1910
ENSG00000163743,RCHY1,24,-0.4141,42,0.54433,33,0.04975,17,-0.9499,41,0.43518,28,-0.2209
ENSG00000138769,CDKL2,17,-0.3434,23,0.15511,13,-0.7635,14,-0.6412,19,-0.1721,27,0.57166
ENSG00000138757,G3BP2,358,0.44574,453,1.02816,173,-0.7249,159,-0.8476,201,-0.4898,221,-0.4396
ENSG00000138768,USO1,54,0.77727,39,0.27764,18,-0.9232,15,-1.2800,29,-0.2395,36,0.16856
ENSG00000198301,SDAD1,34,0.41025,39,0.70958,10,-1.5107,11,-1.3182,23,-0.2461,28,0.13220
ENSG00000138760,SCARB2,96,0.14281,88,0.00257,180,1.23039,77,-0.2242,57,-0.6840,69,-0.5047
ENSG00000138758,SEPTIN11,136,0.57343,116,0.35959,82,-0.2439,44,-1.1959,73,-0.4311,99,0.06138
ENSG00000118816,CCNI,148,-0.2236,119,-0.6396,222,0.43488,259,0.69595,174,0.03477,165,-0.0750
ENSG00000138764,CCNG2,33,0.04120,34,0.09984,39,0.27707,20,-0.7281,50,0.72427,27,-0.3715
ENSG00000138767,CNOT6L,20,0.43792,19,0.35574,23,0.64487,14,-0.1145,13,-0.2355,10,-0.7886
ENSG00000169288,MRPL1,68,1.25849,43,0.52921,20,-0.7889,16,-1.0589,36,0.14565,22,-0.7246
ENSG00000163291,PAQR3,31,1.05631,26,0.94109,8,-1.0355,8,-0.9996,14,-0.2342,11,-0.7671
ENSG00000152784,PRDM8,111,1.41721,55,0.21815,14,-1.8653,18,-1.5481,63,0.40457,42,-0.3331
ENSG00000138670,RASGEF1B,74,2.39385,15,-0.5751,6,-1.7929,5,-2.1868,55,1.73154,5,-2.3783
ENSG00000273156,AC124016.2,46,1.21004,30,0.54525,12,-0.9288,22,-0.0632,23,0.00953,13,-0.9892
ENSG00000138668,HNRNPD,91,-0.1734,94,-0.1475,123,0.31773,77,-0.4295,74,-0.5017,120,0.38084
ENSG00000152795,HNRNPDL,357,0.76965,246,0.15753,287,0.39409,174,-0.4199,158,-0.5630,188,-0.3760
ENSG00000145293,ENOPH1,91,-0.0304,105,0.22804,98,0.09094,93,-0.0039,97,0.07032,83,-0.2508
ENSG00000249242,TMEM150C,70,1.15280,56,0.91507,14,-1.4524,14,-1.3938,48,0.49106,20,-1.0559
ENSG00000145284,SCD5,198,-0.9744,398,0.15080,583,0.77394,362,-0.0260,317,-0.2357,350,-0.1009
ENSG00000138674,SEC31A,28,-0.4680,50,0.56686,46,0.34482,25,-0.6484,33,-0.2241,35,-0.1393
ENSG00000251022,THAP9-AS1,38,0.92181,19,-0.2282,38,0.93567,13,-0.8093,23,0.07510,15,-0.6904
ENSG00000138663,COPS4,90,0.16879,95,0.30418,66,-0.3139,51,-0.7084,60,-0.4670,90,0.23625
ENSG00000163319,MRPS18C,57,-0.0008,68,0.34098,53,-0.1075,42,-0.4815,58,0.04141,55,-0.0668
ENSG00000163624,CDS1,57,0.63312,51,0.52008,22,-0.8603,21,-0.9427,42,0.11492,35,-0.2068
ENSG00000163625,WDFY3,48,-0.0407,68,0.59739,62,0.37362,37,-0.4572,38,-0.4068,42,-0.3565
ENSG00000109339,MAPK10,237,0.29320,238,0.34904,170,-0.2497,100,-1.0641,161,-0.3310,213,0.16007
ENSG00000198189,HSD17B11,29,0.49611,23,0.13978,30,0.53974,16,-0.4904,18,-0.3102,18,-0.3365
ENSG00000170502,NUDT9,76,2.06171,19,-0.4008,8,-1.6125,20,-0.3211,25,0.01367,17,-0.6874
ENSG00000152583,SPARCL1,2355,1.40905,658,-0.8183,1178,0.18923,694,-0.6559,1331,0.39143,857,-0.4186
ENSG00000118785,SPP1,22,-2.2487,16,-2.8644,537,3.61958,207,1.28970,17,-2.6656,22,-2.5734
ENSG00000163644,PPM1K,121,0.27753,99,-0.0587,68,-0.6383,72,-0.5568,104,0.02468,119,0.34061
ENSG00000138642,HERC6,21,0.19233,29,0.85192,5,-1.8324,12,-0.6726,11,-0.8026,20,0.17801
ENSG00000145337,PYURF,68,0.65154,51,0.17271,37,-0.3372,38,-0.2912,31,-0.6150,46,0.00498
ENSG00000138641,HERC3,14,-0.6507,28,0.57194,18,-0.2795,10,-1.1254,31,0.64490,20,-0.1068
ENSG00000177432,NAP1L5,194,0.19353,249,0.73232,107,-0.7525,78,-1.2266,165,-0.0671,169,-0.0433
ENSG00000138640,FAM13A,13,-0.7037,36,1.09335,5,-2.2093,15,-0.4980,17,-0.3235,22,0.11668
ENSG00000145335,SNCA,116,-1.8976,621,0.88597,382,-0.0712,256,-0.7016,127,-1.7656,490,0.46793
ENSG00000163110,PDLIM5,12,-0.7320,8,-1.3758,42,1.38297,25,0.46752,19,0.02333,18,-0.0551
ENSG00000138698,RAP1GDS1,266,1.06224,163,0.24503,106,-0.4688,82,-0.8756,152,0.09901,118,-0.3959
ENSG00000168785,TSPAN5,148,0.65473,166,1.02849,79,-0.3848,54,-0.9765,96,-0.0680,64,-0.8793
ENSG00000151247,EIF4E,116,0.63427,71,-0.1942,90,0.20963,67,-0.2793,88,0.16615,70,-0.2568
ENSG00000164024,METAP1,47,1.14069,35,0.76671,9,-1.5392,16,-0.6508,24,0.00728,16,-0.7412
ENSG00000197894,ADH5,43,-0.5606,80,0.51600,89,0.61406,52,-0.2495,30,-1.1098,59,-0.0786
ENSG00000109270,LAMTOR3,61,0.26232,60,0.26717,41,-0.3988,32,-0.7724,42,-0.3303,58,0.22312
ENSG00000164031,DNAJB14,51,-0.5941,132,1.16166,68,-0.1533,44,-0.8507,30,-1.4286,73,-0.0653
ENSG00000164032,H2AFZ,128,0.15353,128,0.17421,80,-0.5925,90,-0.4037,108,-0.1260,129,0.22281
ENSG00000138814,PPP3CA,298,-0.3056,571,0.92617,239,-0.6476,148,-1.3817,252,-0.5657,388,0.16197
ENSG00000254531,AP001816.1,12,-1.0941,30,0.38812,26,0.08973,25,0.01633,12,-1.1289,29,0.34756
ENSG00000109332,UBE2D3,136,-0.1514,199,0.56380,145,-0.0405,94,-0.7232,166,0.17781,134,-0.2273
ENSG00000145354,CISD2,87,0.38323,101,0.76527,53,-0.4067,34,-1.0673,55,-0.3529,62,-0.2132
ENSG00000164039,BDH2,9,-1.0997,9,-1.2653,38,1.18476,28,0.69241,18,-0.0995,19,0.07415
ENSG00000168772,CXXC4,9,-1.6803,35,0.47563,39,0.59595,22,-0.3539,19,-0.5797,29,0.12557
ENSG00000138777,PPA2,56,0.09377,55,0.07485,50,-0.0672,31,-0.8340,67,0.39141,53,0.03023
ENSG00000164022,AIMP1,20,0.09620,12,-0.7881,31,0.86004,20,0.08857,15,-0.3406,20,0.09470
ENSG00000138801,PAPSS1,70,0.19972,105,1.07774,76,0.33002,44,-0.5417,37,-0.7854,40,-0.8616
ENSG00000138796,HADH,11,-0.8541,17,-0.2853,22,0.16001,12,-0.7965,25,0.40928,24,0.49488
ENSG00000109475,RPL34,1072,-0.0828,657,-0.9422,1412,0.36939,2068,1.03171,868,-0.4203,1141,0.02375
ENSG00000198856,OSTC,26,0.28393,32,0.74841,15,-0.5727,14,-0.6563,18,-0.2815,19,-0.2269
ENSG00000164089,ETNPPL,30,-1.3036,27,-1.5654,145,1.25005,82,0.25147,52,-0.4830,89,0.55191
ENSG00000138802,SEC24B,43,1.38930,30,0.87931,11,-0.7851,8,-1.3588,14,-0.4763,12,-0.8917
ENSG00000123739,PLA2G12A,40,0.29601,28,-0.2631,46,0.53565,30,-0.1602,38,0.22655,29,-0.2704
ENSG00000109534,GAR1,15,-0.1332,13,-0.4668,22,0.42979,12,-0.4733,12,-0.5380,21,0.53668
ENSG00000170522,ELOVL6,29,0.77338,21,0.27241,17,-0.1627,10,-0.8649,9,-1.0386,19,0.07742
ENSG00000138660,AP1AR,47,0.12540,57,0.53783,26,-0.7783,22,-1.0779,37,-0.2430,48,0.21644
ENSG00000174720,LARP7,29,-0.1599,23,-0.5439,28,-0.2024,38,0.29627,21,-0.6779,41,0.60504
ENSG00000145362,ANK2,388,-0.1884,560,0.48025,389,-0.1842,281,-0.6996,312,-0.5335,480,0.20802
ENSG00000145349,CAMK2D,330,0.71627,358,1.03751,94,-1.2800,97,-1.2358,199,-0.1241,166,-0.5262
ENSG00000269893,SNHG8,93,0.35576,54,-0.5691,69,-0.1321,89,0.29207,93,0.37141,73,-0.0458
ENSG00000164096,C4orf3,108,-0.4583,122,-0.2952,198,0.52540,143,-0.0089,102,-0.5429,167,0.32880
ENSG00000164111,ANXA5,32,0.01930,16,-1.1373,74,1.43591,50,0.72961,19,-0.8470,27,-0.3395
ENSG00000164112,TMEM155,2,-4.4430,87,1.27488,41,-0.2192,14,-1.8811,10,-2.3139,61,0.60053
ENSG00000138686,BBS7,62,0.67304,59,0.70564,31,-0.4493,16,-1.4240,42,0.02867,34,-0.4022
ENSG00000138688,KIAA1109,115,0.85448,87,0.43231,54,-0.3927,37,-0.9852,69,-0.0028,58,-0.3615
ENSG00000151458,ANKRD50,38,0.91338,22,-0.0124,20,-0.1322,7,-1.6067,39,0.95409,16,-0.5700
ENSG00000164070,HSPA4L,61,0.35673,70,0.70311,46,-0.0997,10,-2.3229,37,-0.4459,49,-0.0109
ENSG00000138709,LARP1B,22,0.31003,15,-0.3558,27,0.63257,10,-0.8380,24,0.43425,17,-0.1467
ENSG00000164040,PGRMC2,66,-0.0469,97,0.70910,80,0.27158,37,-0.9540,65,-0.0627,56,-0.3979
ENSG00000077684,JADE1,16,-0.7698,38,0.77754,35,0.48439,18,-0.5775,8,-1.6796,26,0.03824
ENSG00000138650,PCDH10,61,-0.2724,71,-0.0406,72,-0.0233,57,-0.3829,32,-1.2500,97,0.66317
ENSG00000151012,SLC7A11,5,-2.2588,5,-2.4373,59,1.62243,39,0.84496,13,-0.8653,28,0.40878
ENSG00000109390,NDUFC1,265,0.40356,187,-0.1874,185,-0.1870,167,-0.3476,273,0.45624,201,-0.0692
ENSG00000164134,NAA15,27,0.33351,16,-0.5368,35,0.78678,9,-1.3076,16,-0.4517,26,0.35579
ENSG00000145391,SETD7,34,0.20145,19,-0.7369,41,0.52747,29,-0.0180,18,-0.7801,36,0.40053
ENSG00000153130,SCOC,280,-0.0494,399,0.63065,182,-0.7302,211,-0.5028,235,-0.3331,298,0.06957
ENSG00000109436,TBC1D9,101,0.98882,83,0.75587,23,-1.3528,31,-0.9521,63,0.17331,41,-0.6244
ENSG00000170153,RNF150,75,0.70013,72,0.75957,38,-0.3957,14,-1.8772,41,-0.2741,43,-0.2789
ENSG00000153147,SMARCA5,72,0.43047,53,-0.0575,72,0.44439,41,-0.4593,51,-0.1188,51,-0.1645
ENSG00000164163,ABCE1,35,0.52429,36,0.62773,17,-0.6611,21,-0.3477,27,0.10030,20,-0.5053
ENSG00000164164,OTUD4,27,0.58780,29,0.87051,20,0.15464,8,-1.2994,14,-0.4654,13,-0.6220
ENSG00000170390,DCLK2,168,1.02266,120,0.50285,75,-0.3270,56,-0.7960,97,0.08158,65,-0.7052
ENSG00000145425,RPS3A,560,0.13911,284,-1.0286,676,0.45124,834,0.81226,370,-0.5256,541,0.10891
ENSG00000059691,GATB,29,-0.1556,59,1.29294,28,-0.2214,15,-1.1882,18,-0.8681,26,-0.4029
ENSG00000109670,FBXW7,235,0.07883,347,0.87939,138,-0.7636,123,-0.9449,134,-0.8044,230,0.05919
ENSG00000109654,TRIM2,273,0.29151,298,0.51065,261,0.21967,157,-0.5940,154,-0.6208,205,-0.2272
ENSG00000145428,RNF175,47,0.53648,38,0.20881,23,-0.5682,16,-1.1716,31,-0.1393,37,0.20759
ENSG00000171566,PLRG1,47,1.17374,29,0.36098,20,-0.2835,13,-0.8981,19,-0.3623,19,-0.4570
ENSG00000164114,MAP9,127,0.56664,119,0.53444,65,-0.5096,44,-1.1016,78,-0.2199,86,-0.0980
ENSG00000164116,GUCY1A1,20,0.29152,37,1.71567,2,-2.8113,8,-1.0765,14,-0.2309,10,-0.8813
ENSG00000260244,AC104083.1,28,0.51350,42,1.50235,5,-2.1400,6,-1.7505,26,0.41785,12,-1.0478
ENSG00000061918,GUCY1B1,194,0.08336,315,1.10112,63,-1.6457,64,-1.6334,137,-0.4715,189,0.06364
ENSG00000109738,GLRB,132,0.52637,178,1.28898,55,-0.8741,25,-2.0769,55,-0.8733,81,-0.3639
ENSG00000120251,GRIA2,334,0.34817,514,1.35725,193,-0.5375,106,-1.4532,194,-0.5247,192,-0.6851
ENSG00000164125,GASK1B,3,-3.1161,14,-0.9549,76,2.10181,29,0.30043,4,-2.6536,25,0.14011
ENSG00000164124,TMEM144,14,-1.4702,6,-2.8226,197,3.47511,79,1.28109,13,-1.5455,7,-2.9102
ENSG00000171497,PPID,67,0.43054,75,0.73649,47,-0.1288,26,-1.0661,49,-0.0608,41,-0.4542
ENSG00000052795,FNIP2,61,0.46065,52,0.23029,41,-0.1960,29,-0.7028,38,-0.2818,47,0.03835
ENSG00000109756,RAPGEF2,81,0.91259,79,1.05500,27,-0.8598,27,-0.8585,48,0.04610,27,-1.0568
ENSG00000170088,TMEM192,31,0.98131,17,-0.0367,16,-0.1432,13,-0.4279,23,0.48236,13,-0.5937
ENSG00000109466,KLHL2,53,-0.6632,147,1.23255,93,0.22944,33,-1.4081,59,-0.5068,66,-0.4239
ENSG00000052802,MSMO1,141,0.49245,189,1.21721,82,-0.3981,52,-1.1054,70,-0.6320,74,-0.7017
ENSG00000109472,CPE,1251,-0.1413,1586,0.28481,1615,0.27566,984,-0.5217,1015,-0.4728,1416,0.08053
ENSG00000196104,SPOCK3,60,-0.0312,32,-1.1176,136,1.38458,62,0.01673,35,-0.8579,65,0.11847
ENSG00000145439,CBR4,17,-0.1919,25,0.48548,19,-0.0414,23,0.30578,12,-0.6813,17,-0.2141
ENSG00000154447,SH3RF1,25,-0.0909,31,0.27503,19,-0.5278,14,-0.9970,38,0.55373,28,0.07068
ENSG00000109572,CLCN3,73,0.05769,101,0.70789,52,-0.4675,37,-0.9982,99,0.56092,57,-0.4408
ENSG00000056050,HPF1,33,-0.2203,44,0.29729,47,0.37085,26,-0.5568,40,0.08586,35,-0.1634
ENSG00000198948,MFAP3L,13,-0.6027,23,0.35906,39,1.18820,25,0.40539,8,-1.2393,14,-0.6491
ENSG00000164106,SCRG1,74,-0.0612,21,-2.1306,143,1.06080,97,0.37920,76,-0.0067,86,0.25965
