Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000204498,NFKBIL1,9,-0.3736,12,0.02660,19,0.69107,11,-0.1686,21,0.92273,2,-2.5015,11,-0.1136,6,-0.9141,14,0.27024
ENSG00000204482,LST1,58,2.33095,6,-1.4295,23,0.64114,34,1.29322,17,0.18972,0,-4.3343,0,-4.3463,5,-1.7087,10,-0.7681
ENSG00000204472,AIF1,146,2.33076,24,-0.7891,32,-0.3113,81,1.19768,46,0.24771,15,-1.4033,7,-2.5589,9,-2.1884,23,-0.8539
ENSG00000204469,PRRC2A,98,-0.1538,119,0.17413,137,0.37280,92,-0.2637,109,0.00578,91,-0.2758,115,0.09020,123,0.20139,94,-0.2368
ENSG00000204463,BAG6,95,0.21267,72,-0.2650,88,0.08685,77,-0.1247,71,-0.2588,69,-0.2949,113,0.47890,83,-0.0181,90,0.12787
ENSG00000204438,GPANK1,21,0.46994,11,-0.6017,14,-0.1874,22,0.51200,21,0.45796,26,0.80405,10,-0.6848,15,-0.0861,11,-0.5598
ENSG00000204435,CSNK2B,157,0.45307,92,-0.4249,132,0.17919,103,-0.2214,144,0.31499,91,-0.4049,150,0.38008,162,0.51378,88,-0.4985
ENSG00000204427,ABHD16A,34,-0.3158,38,-0.1558,18,-1.2753,16,-1.4054,51,0.32663,52,0.34810,73,0.90670,57,0.50878,40,-0.0521
ENSG00000213722,DDAH2,109,2.13618,20,-0.8175,40,0.32588,48,0.63826,37,0.21592,28,-0.2334,4,-2.8947,10,-1.6711,19,-0.8399
ENSG00000204394,VARS,61,0.87455,31,-0.2240,21,-0.7904,24,-0.6126,20,-0.9146,27,-0.4065,39,0.15088,39,0.14511,49,0.57845
ENSG00000204392,LSM2,60,1.05884,31,0.00638,34,0.12376,39,0.34391,27,-0.2256,18,-0.8325,40,0.39036,21,-0.6052,21,-0.6411
ENSG00000204389,HSPA1A,249,2.05389,34,-1.3113,58,-0.4488,77,-0.0017,75,-0.0315,33,-1.2845,84,0.14198,57,-0.4712,72,-0.1162
ENSG00000204388,HSPA1B,167,2.00847,23,-1.3336,25,-1.1495,29,-0.9006,54,0.03596,127,1.48231,58,0.14697,32,-0.7674,20,-1.5280
ENSG00000204387,SNHG32,94,0.10942,59,-0.6672,114,0.41244,167,1.05559,147,0.84059,61,-0.5703,36,-1.3572,74,-0.2641,78,-0.2125
ENSG00000204386,NEU1,31,-0.1114,17,-1.0601,17,-1.0108,18,-0.8876,18,-0.9016,62,1.02829,69,1.20847,37,0.18714,38,0.26075
ENSG00000204371,EHMT2,28,-0.5406,38,-0.1025,41,0.03362,28,-0.5539,63,0.74416,33,-0.3034,49,0.31087,56,0.55394,33,-0.3238
ENSG00000204356,NELFE,73,0.10732,69,0.03110,76,0.17394,55,-0.3223,99,0.59784,54,-0.3541,78,0.20417,67,-0.0258,54,-0.3838
ENSG00000204351,SKIV2L,19,-0.3883,24,-0.0419,17,-0.6304,20,-0.3700,21,-0.2649,26,0.07065,30,0.26244,34,0.48054,30,0.32352
ENSG00000204344,STK19,12,-0.1945,14,-0.0386,12,-0.2859,6,-1.2175,16,0.20541,15,0.13795,27,1.05614,14,-0.0249,12,-0.2160
ENSG00000204314,PRRT1,90,-1.0732,154,-0.2846,126,-0.5694,63,-1.6023,71,-1.4248,149,-0.3105,277,0.68473,211,0.23858,351,1.28186
ENSG00000204310,AGPAT1,105,0.05978,83,-0.3392,80,-0.3617,58,-0.8582,75,-0.4688,143,0.55916,136,0.48058,132,0.42457,108,0.12558
ENSG00000204308,RNF5,94,0.45211,62,-0.2267,66,-0.1146,60,-0.2591,69,-0.0456,81,0.21690,71,0.00914,76,0.11544,69,-0.0494
ENSG00000204287,HLA-DRA,437,3.04947,46,-1.0647,67,-0.4027,135,0.70073,112,0.39599,20,-2.2138,16,-2.5400,24,-1.9710,29,-1.7556
ENSG00000196126,HLA-DRB1,381,2.85137,45,-0.9869,89,0.11945,95,0.22897,74,-0.1632,56,-0.5851,59,-0.5051,12,-2.8834,24,-1.9764
ENSG00000179344,HLA-DQB1,100,2.30199,16,-0.8772,23,-0.2652,44,0.77425,26,-0.0805,29,0.09777,7,-2.0602,9,-1.5855,15,-0.9966
ENSG00000204256,BRD2,131,1.15215,64,-0.0330,52,-0.3545,55,-0.2567,65,-0.0103,76,0.25028,71,0.14448,46,-0.5328,46,-0.5832
ENSG00000231389,HLA-DPA1,314,3.29388,27,-1.2168,52,-0.1537,67,0.25800,67,0.25496,11,-2.4874,8,-2.8178,18,-1.7006,19,-1.7907
ENSG00000223865,HLA-DPB1,207,3.54389,10,-1.9232,22,-0.7166,49,0.54009,36,0.04075,13,-1.4705,11,-1.6916,3,-3.4741,10,-1.9353
ENSG00000204231,RXRB,41,-0.2668,34,-0.5814,42,-0.2196,39,-0.3438,46,-0.0881,64,0.45115,58,0.27494,58,0.27315,59,0.34248
ENSG00000112473,SLC39A7,18,-0.3611,23,0.05855,26,0.23141,23,0.08674,23,0.03554,32,0.59191,25,0.17327,28,0.37796,12,-1.0245
ENSG00000204227,RING1,67,0.70903,38,-0.2395,31,-0.5042,35,-0.3408,52,0.28150,50,0.22015,29,-0.6297,35,-0.3271,51,0.29998
ENSG00000223501,VPS52,32,0.38012,18,-0.5660,22,-0.1542,21,-0.2915,25,-0.0175,13,-0.9877,26,0.08944,30,0.31378,35,0.59814
ENSG00000231500,RPS18,2264,1.14549,951,-0.3073,1489,0.43651,2213,1.10551,1286,0.19824,564,-1.0810,584,-1.0270,723,-0.7028,735,-0.7372
ENSG00000227057,WDR46,15,-0.8144,24,-0.1693,16,-0.7858,23,-0.2034,31,0.25820,27,0.02089,24,-0.1576,28,0.09112,39,0.72758
ENSG00000204220,PFDN6,67,0.18666,59,-0.0051,52,-0.2010,47,-0.3520,54,-0.1450,57,-0.0669,82,0.50522,57,-0.0781,60,0.01082
ENSG00000237441,RGL2,29,1.20918,9,-0.7161,15,0.16430,24,0.86421,21,0.64388,5,-1.4413,5,-1.3412,21,0.64186,7,-1.0871
ENSG00000231925,TAPBP,119,0.51119,84,-0.0473,96,0.16823,97,0.18301,67,-0.4036,73,-0.2594,82,-0.0732,98,0.19888,75,-0.2423
ENSG00000236104,ZBTB22,17,0.29148,15,0.10495,15,0.11023,8,-0.8080,13,-0.1491,10,-0.5335,19,0.52813,22,0.71437,10,-0.5436
ENSG00000204209,DAXX,10,-1.0483,13,-0.7385,16,-0.3629,24,0.23934,28,0.47774,27,0.44481,23,0.17175,17,-0.3024,27,0.50953
ENSG00000112511,PHF1,63,1.09745,20,-0.7775,23,-0.5149,23,-0.5101,35,0.14665,32,0.01735,28,-0.2151,53,0.81689,28,-0.2515
ENSG00000112514,CUTA,234,0.14959,192,-0.1779,217,0.02898,169,-0.3606,186,-0.2096,151,-0.5291,218,0.04303,281,0.44602,250,0.28813
ENSG00000197283,SYNGAP1,56,-0.5346,85,0.13088,58,-0.4953,23,-1.8867,47,-0.7912,93,0.24877,100,0.36639,56,-0.5246,134,0.99621
ENSG00000137288,UQCC2,98,0.03768,103,0.13738,94,-0.0263,101,0.09069,106,0.16274,73,-0.4108,83,-0.2198,106,0.16381,91,-0.0731
ENSG00000161904,LEMD2,29,1.08949,7,-1.1950,12,-0.2866,15,0.07148,17,0.22097,23,0.74610,8,-0.8080,16,0.11978,13,-0.1677
ENSG00000137309,HMGA1,17,-1.6002,52,0.07098,47,-0.0882,48,-0.0409,36,-0.4768,58,0.24574,66,0.45264,71,0.58374,49,-0.0129
ENSG00000186577,SMIM29,98,-0.5729,172,0.35582,115,-0.3267,98,-0.5734,109,-0.4018,119,-0.2648,228,0.77795,179,0.38086,132,-0.1176
ENSG00000272325,NUDT3,175,0.00041,199,0.22418,166,-0.0864,194,0.15885,252,0.58424,211,0.29429,117,-0.6271,159,-0.1579,129,-0.5246
ENSG00000124614,RPS10,741,0.97000,400,-0.0507,549,0.46541,657,0.76306,466,0.19795,180,-1.2682,255,-0.7419,346,-0.2706,265,-0.7402
ENSG00000124507,PACSIN1,122,-1.1132,350,0.60417,252,0.00302,166,-0.6444,190,-0.4380,286,0.20646,290,0.22638,267,0.09450,247,-0.0303
ENSG00000196821,ILRUN,21,-0.9012,47,0.43621,46,0.32582,30,-0.3452,42,0.18832,21,-0.8967,37,-0.0230,53,0.55486,33,-0.1933
ENSG00000124562,SNRPC,93,0.51768,76,0.21500,64,-0.0802,63,-0.0986,54,-0.3580,58,-0.2403,76,0.18158,60,-0.1735,61,-0.1782
ENSG00000064995,TAF11,40,0.72453,22,-0.2877,25,-0.0212,17,-0.6342,22,-0.2482,26,0.01915,32,0.36491,23,-0.1547,26,0.05717
ENSG00000064999,ANKS1A,14,-0.5557,15,-0.4928,18,-0.2208,11,-0.9038,20,-0.0580,27,0.41086,3,-2.8808,81,2.44225,11,-1.0052
ENSG00000112033,PPARD,14,0.04702,15,0.25608,22,0.82177,13,-0.0671,9,-0.5736,8,-0.7083,15,0.13919,8,-0.7177,13,0.00303
ENSG00000198755,RPL10A,813,0.76579,453,-0.1988,603,0.27399,820,0.78203,601,0.26817,316,-0.7388,343,-0.6128,384,-0.4387,402,-0.4042
ENSG00000096060,FKBP5,31,1.41319,6,-1.1479,8,-0.6908,23,0.90197,21,0.68804,6,-1.1714,9,-0.5997,2,-2.5105,16,0.36369
ENSG00000096063,SRPK1,22,0.37947,13,-0.4678,6,-1.5189,7,-1.4207,16,-0.1637,18,0.02379,34,1.08572,21,0.27999,21,0.33664
ENSG00000112062,MAPK14,29,-0.2515,32,-0.0938,24,-0.4872,7,-2.2277,29,-0.2408,41,0.33202,38,0.18133,39,0.24276,49,0.69966
ENSG00000096070,BRPF3,34,0.41795,24,-0.1583,31,0.27258,14,-0.9675,34,0.41475,39,0.61318,33,0.35823,28,0.11632,14,-1.0332
ENSG00000112078,KCTD20,15,-0.9489,23,-0.2742,16,-0.7933,33,0.30336,36,0.41948,46,0.81594,29,0.08232,36,0.40517,23,-0.3236
ENSG00000112081,SRSF3,218,0.89087,97,-0.4520,118,-0.1162,87,-0.5769,158,0.35236,127,0.00222,122,-0.0586,113,-0.1819,128,0.01791
ENSG00000124772,CPNE5,51,-0.8296,77,-0.1980,55,-0.7089,33,-1.4597,110,0.38536,185,1.26365,179,1.20015,34,-1.4383,76,-0.2207
ENSG00000137168,PPIL1,21,-0.1812,20,-0.2749,24,0.04843,29,0.32354,31,0.44865,8,-1.5359,32,0.47973,44,1.03224,14,-0.7991
ENSG00000198663,C6orf89,32,-1.2810,62,-0.3150,63,-0.2783,52,-0.5672,104,0.52986,106,0.56038,77,0.03901,79,0.07991,93,0.39463
ENSG00000137409,MTCH1,387,-0.9318,665,-0.1059,463,-0.6577,378,-0.9666,659,-0.1092,930,0.44369,1101,0.72257,846,0.28925,838,0.30716
ENSG00000065491,TBC1D22B,5,-1.6366,12,-0.5719,13,-0.3201,11,-0.5527,12,-0.5067,34,1.18693,18,0.16276,14,-0.1859,24,0.72132
ENSG00000112130,RNF8,22,-0.2149,19,-0.5118,17,-0.6218,23,-0.2011,25,-0.0226,43,0.83551,36,0.55136,19,-0.4931,30,0.25495
ENSG00000137200,CMTR1,26,-0.1508,22,-0.4320,16,-0.8229,25,-0.1924,34,0.31275,11,-1.3889,57,1.16777,38,0.48317,29,0.06505
ENSG00000198937,CCDC167,30,-0.0952,35,0.16085,40,0.35437,39,0.33483,42,0.44950,22,-0.5589,24,-0.4420,42,0.45411,20,-0.7419
ENSG00000156639,ZFAND3,29,-0.7982,41,-0.2789,51,0.08799,52,0.12046,60,0.34297,48,-0.0214,51,0.08746,20,-1.3398,69,0.66386
ENSG00000183826,BTBD9,47,0.07647,51,0.21947,32,-0.5301,21,-1.1419,25,-0.8925,75,0.84102,39,-0.2351,38,-0.2778,58,0.45432
ENSG00000124767,GLO1,134,0.36119,109,0.04041,90,-0.2653,67,-0.7137,91,-0.2503,151,0.56103,136,0.38746,133,0.35762,76,-0.5662
ENSG00000146122,DAAM2,33,-0.4431,13,-1.9505,70,0.73035,123,1.73970,190,2.65603,11,-2.0056,9,-2.3571,5,-3.1414,10,-2.2991
ENSG00000156564,LRFN2,5,-1.9065,12,-0.7115,15,-0.3117,6,-1.6858,17,-0.1290,20,0.11038,36,1.11802,17,-0.1391,31,0.99546
ENSG00000124596,OARD1,28,0.01696,26,-0.1072,18,-0.6424,27,-0.0698,42,0.62885,35,0.33388,29,0.06911,22,-0.4138,28,-0.0247
ENSG00000137166,FOXP4,12,-0.5660,21,0.41636,12,-0.4987,13,-0.3628,19,0.18901,41,1.45297,32,1.00716,7,-1.2426,4,-2.2517
ENSG00000137218,FRS3,9,-0.4978,10,-0.4014,7,-0.9621,11,-0.2432,6,-1.0686,32,1.49503,13,0.00295,26,1.11481,9,-0.5901
ENSG00000214736,TOMM6,179,0.45913,152,0.21719,96,-0.5226,115,-0.2374,102,-0.4338,75,-0.8911,157,0.24860,155,0.22463,147,0.16701
ENSG00000112576,CCND3,61,-0.2214,75,0.09944,64,-0.1645,37,-0.9726,88,0.34345,68,-0.0652,100,0.55234,59,-0.2847,76,0.12184
ENSG00000048544,MRPS10,47,-0.1068,41,-0.3298,43,-0.2295,31,-0.7386,31,-0.7448,79,0.75099,67,0.48165,52,0.05483,58,0.28152
ENSG00000024048,UBR2,17,-0.1095,10,-1.0249,14,-0.4157,24,0.43604,28,0.63178,13,-0.5639,19,0.06901,24,0.44207,22,0.30800
ENSG00000124659,TBCC,9,-1.5958,21,-0.3956,21,-0.3799,13,-1.0936,38,0.54471,33,0.30445,54,1.14087,30,0.17538,28,0.05895
ENSG00000146223,RPL7L1,74,-0.3712,96,0.02389,58,-0.7487,69,-0.4816,127,0.47618,120,0.38131,124,0.44208,97,0.05038,88,-0.1162
ENSG00000221821,C6orf226,17,0.34228,10,-0.5027,7,-0.9672,24,0.89956,20,0.60308,11,-0.3541,8,-0.7314,30,1.30910,6,-1.2357
ENSG00000137161,CNPY3,47,0.57553,22,-0.6525,43,0.44842,51,0.72621,52,0.75933,21,-0.6720,29,-0.1928,21,-0.6794,25,-0.4324
ENSG00000124587,PEX6,15,-0.3511,18,-0.0984,16,-0.2859,19,-0.0751,26,0.48037,11,-0.8768,13,-0.6600,19,-0.0163,29,0.73024
ENSG00000112640,PPP2R5D,40,-0.3146,50,0.05513,24,-1.0553,31,-0.7160,30,-0.7668,47,-0.0666,84,0.88960,62,0.39306,59,0.34109
ENSG00000124733,MEA1,149,0.69042,96,-0.0202,117,0.28974,74,-0.4276,90,-0.1212,82,-0.2688,104,0.10965,107,0.15323,77,-0.3914
ENSG00000124702,KLHDC3,119,-0.9042,220,0.04914,176,-0.3073,112,-0.9982,130,-0.7796,217,0.02260,309,0.59125,284,0.45444,285,0.51640
ENSG00000124541,RRP36,35,0.24793,35,0.30275,27,-0.1559,23,-0.3654,23,-0.3889,12,-1.3451,32,0.11776,40,0.46710,32,0.13518
ENSG00000044090,CUL7,22,0.77083,8,-0.9131,12,-0.1645,8,-0.7290,10,-0.4262,17,0.31581,22,0.73374,12,-0.1600,16,0.21635
ENSG00000137171,KLC4,12,-0.5584,15,-0.2821,17,-0.1136,23,0.41967,8,-1.2838,31,0.88224,24,0.43144,30,0.81330,11,-0.7608
ENSG00000112651,MRPL2,65,0.64695,41,-0.0826,42,-0.0528,28,-0.6688,28,-0.6508,33,-0.4323,58,0.45928,68,0.72264,36,-0.3025
ENSG00000112658,SRF,8,-1.8130,30,0.17743,28,0.04057,17,-0.7151,37,0.49658,26,-0.0765,26,-0.0726,26,-0.0771,36,0.48425
ENSG00000112659,CUL9,6,-1.2694,21,0.55140,22,0.60480,15,-0.0619,12,-0.3461,6,-1.3510,22,0.58218,12,-0.3291,15,-0.0129
ENSG00000112667,DNPH1,141,0.99535,86,0.21197,90,0.25963,81,0.08856,77,0.00417,49,-0.6843,45,-0.8329,60,-0.3724,64,-0.3161
ENSG00000146216,TTBK1,16,-0.2940,28,0.65889,17,-0.2011,8,-1.2374,14,-0.4395,11,-0.8312,21,0.17203,21,0.13881,23,0.35923
ENSG00000171467,ZNF318,0,-4.2550,13,0.09090,13,0.07832,7,-0.9029,15,0.33603,19,0.71765,18,0.64551,16,0.44665,10,-0.3481
ENSG00000204052,LRRC73,24,-0.8704,49,0.25707,27,-0.7231,18,-1.3033,12,-1.8934,38,-0.1988,52,0.29931,52,0.31095,75,1.05551
ENSG00000171453,POLR1C,20,0.57707,9,-0.7568,5,-1.5389,16,0.17694,6,-1.3170,10,-0.4746,23,0.79657,22,0.72947,17,0.37068
ENSG00000137207,YIPF3,54,-0.5350,59,-0.4416,48,-0.7139,44,-0.8492,81,0.10288,94,0.34162,118,0.71542,116,0.68478,82,0.13190
ENSG00000124571,XPO5,9,-0.9735,13,-0.4042,4,-1.9020,8,-0.9860,24,0.62936,34,1.18576,19,0.20921,18,0.11156,19,0.28632
ENSG00000124688,MAD2L1BP,7,-1.0919,9,-0.7884,10,-0.5500,4,-1.7765,10,-0.4711,12,-0.2328,31,1.31063,30,1.23332,17,0.29374
ENSG00000096080,MRPS18A,26,-0.7776,35,-0.3459,46,0.12746,36,-0.2871,50,0.25301,29,-0.5750,61,0.56158,65,0.68249,44,0.03587
ENSG00000112715,VEGFA,25,0.78853,6,-1.4813,15,-0.0547,21,0.51286,19,0.33389,24,0.72779,11,-0.4274,26,0.88762,7,-1.2225
ENSG00000180992,MRPL14,75,0.29109,76,0.36906,55,-0.1962,37,-0.7854,39,-0.7256,25,-1.3813,91,0.62314,88,0.56277,60,-0.0500
ENSG00000137216,TMEM63B,46,-0.4386,39,-0.7376,36,-0.8242,24,-1.4227,49,-0.3475,181,1.86865,75,0.32971,45,-0.4724,69,0.21485
ENSG00000112759,SLC29A1,26,0.42802,12,-0.8600,6,-1.7509,9,-1.2011,8,-1.3677,21,0.10461,26,0.39440,39,1.09799,30,0.77087
ENSG00000096384,HSP90AB1,946,-0.7994,1308,-0.3307,891,-0.8918,609,-1.4652,1841,0.24077,2931,1.01635,2260,0.57587,1850,0.24855,1739,0.16623
ENSG00000157593,SLC35B2,12,-0.6873,12,-0.6651,36,1.07564,22,0.27539,26,0.52476,16,-0.2143,23,0.29920,18,-0.0269,13,-0.5408
ENSG00000146232,NFKBIE,3,-1.9603,17,0.33498,5,-1.4388,9,-0.5670,3,-2.0657,35,1.53863,16,0.20138,26,1.01869,10,-0.4832
ENSG00000178233,TMEM151B,51,-1.2867,151,0.42722,103,-0.2265,92,-0.3998,60,-1.0468,121,0.02261,106,-0.1857,161,0.48895,157,0.49989
ENSG00000096401,CDC5L,51,0.13860,39,-0.3041,23,-1.0783,25,-0.9739,78,0.82696,45,-0.0625,48,0.03017,69,0.62325,49,0.08231
ENSG00000001561,ENPP4,30,-0.2929,18,-1.1372,28,-0.4323,30,-0.2921,75,1.18592,49,0.45619,44,0.26669,31,-0.2892,40,0.16331
ENSG00000112796,ENPP5,20,-0.8590,26,-0.5150,10,-1.8703,15,-1.2844,22,-0.6809,63,0.95379,59,0.85995,40,0.21708,52,0.72316
ENSG00000172348,RCAN2,105,0.03017,79,-0.4629,102,-0.0285,49,-1.1568,102,-0.0161,173,0.83651,27,-2.0127,313,1.91633,55,-1.0554
ENSG00000153291,SLC25A27,29,0.46877,27,0.45147,21,0.01272,10,-1.1562,20,-0.0873,12,-0.9059,34,0.74830,13,-0.7619,20,-0.0712
ENSG00000146072,TNFRSF21,10,-2.1319,37,-0.3171,18,-1.3681,39,-0.2091,74,0.83452,45,0.01697,65,0.62782,42,-0.0867,60,0.55625
ENSG00000146085,MMUT,50,0.50807,29,-0.3922,23,-0.7046,13,-1.5808,48,0.44689,37,0.03364,39,0.10866,64,0.91886,34,-0.1035
ENSG00000170915,PAQR8,51,-0.1384,28,-1.1228,96,0.86785,126,1.34342,119,1.25532,48,-0.2501,24,-1.3150,49,-0.2024,24,-1.3827
ENSG00000096092,TMEM14A,77,-0.5385,52,-1.2172,54,-1.0753,40,-1.5033,94,-0.2248,205,1.05399,177,0.80276,215,1.13453,113,0.07487
ENSG00000170899,GSTA4,36,-0.7743,53,-0.2165,47,-0.3703,32,-0.9616,46,-0.4202,72,0.29032,104,0.88638,78,0.41016,70,0.27377
ENSG00000112146,FBXO9,66,-0.6166,91,-0.1398,52,-0.9884,40,-1.3907,98,-0.0070,167,0.86115,129,0.42786,114,0.22442,119,0.33388
ENSG00000012660,ELOVL5,61,0.56104,19,-1.3301,69,0.77901,73,0.88378,135,1.99836,19,-1.2569,25,-0.8167,25,-0.8184,13,-1.9342
ENSG00000001084,GCLC,13,-1.2410,29,-0.0279,26,-0.2170,24,-0.3028,52,0.92688,24,-0.3364,40,0.46270,32,0.10611,28,-0.0688
ENSG00000146151,HMGCLL1,26,0.51328,15,-0.4204,10,-0.9771,15,-0.4048,17,-0.2076,56,1.84229,24,0.32869,20,0.07442,6,-1.7087
ENSG00000151914,DST,237,0.64440,116,-0.5459,114,-0.5265,212,0.45970,335,1.23586,203,0.38263,125,-0.3846,142,-0.1864,78,-1.1853
ENSG00000151917,BEND6,48,0.16436,48,0.18998,34,-0.3634,21,-1.1191,29,-0.6275,53,0.32023,30,-0.5740,73,0.85385,46,0.10645
ENSG00000112200,ZNF451,36,0.47191,18,-0.6325,21,-0.3520,27,0.04184,52,1.11356,26,-0.0062,23,-0.1899,14,-0.9256,27,0.05713
ENSG00000112210,RAB23,26,0.60111,9,-1.0612,6,-1.5008,15,-0.2614,16,-0.1778,32,0.93538,11,-0.7168,10,-0.8327,31,1.00642
ENSG00000118482,PHF3,51,0.58269,20,-0.9138,16,-1.2009,56,0.73934,74,1.22885,36,0.03938,35,0.00697,25,-0.5546,27,-0.4326
ENSG00000230910,AL391807.1,24,0.08398,17,-0.4744,20,-0.1853,19,-0.2595,19,-0.2837,15,-0.6125,24,0.08945,25,0.14170,35,0.77518
ENSG00000135298,ADGRB3,47,-0.8098,60,-0.4687,47,-0.8112,46,-0.8446,59,-0.4588,74,-0.1059,111,0.53474,85,0.10054,142,1.11415
ENSG00000168216,LMBRD1,99,0.08133,43,-1.2806,46,-1.0844,79,-0.2561,163,0.90463,102,0.14215,115,0.33073,96,0.04578,122,0.47411
ENSG00000154079,SDHAF4,21,-0.2199,22,-0.2366,12,-1.0581,21,-0.2225,17,-0.5986,23,-0.0971,35,0.53572,43,0.89602,28,0.22814
ENSG00000112305,SMAP1,51,-0.5632,71,-0.0617,57,-0.3918,38,-1.0107,91,0.34363,140,1.05137,110,0.64553,82,0.16961,49,-0.6730
ENSG00000112309,B3GAT2,58,1.26704,8,-1.8950,18,-0.5951,36,0.45829,104,2.40437,35,0.41541,3,-2.9046,20,-0.4815,3,-3.2443
ENSG00000119900,OGFRL1,101,0.92265,27,-1.2390,39,-0.5902,85,0.63828,117,1.19100,67,0.26089,29,-1.0202,60,0.08559,38,-0.6796
ENSG00000079841,RIMS1,56,-0.5536,89,0.20483,89,0.17997,60,-0.4416,72,-0.1534,157,1.11766,60,-0.4454,61,-0.4182,71,-0.1888
ENSG00000185760,KCNQ5,7,-2.3674,32,-0.2315,19,-0.9863,4,-3.1770,11,-1.7604,34,-0.0944,39,0.11232,47,0.39722,88,1.79045
ENSG00000135314,KHDC1,19,0.32552,11,-0.5979,14,-0.2136,10,-0.6457,9,-0.8185,14,-0.1303,34,1.24481,24,0.69112,13,-0.2968
ENSG00000135297,MTO1,10,-0.5603,13,-0.1668,15,0.08364,11,-0.3857,22,0.66833,18,0.32998,13,-0.1182,15,0.01241,14,-0.0219
ENSG00000156508,EEF1A1,6407,1.76424,1729,-0.4865,1794,-0.3875,3728,0.79138,2938,0.39601,1232,-0.9635,1186,-1.0215,1454,-0.7117,1534,-0.6850
ENSG00000119899,SLC17A5,23,-0.0613,13,-0.9582,13,-0.9445,11,-1.1566,19,-0.3499,36,0.68669,27,0.18890,46,1.06811,30,0.43114
ENSG00000112695,COX7A2,671,-0.0706,913,0.48029,827,0.26341,603,-0.2372,388,-0.9154,355,-1.0509,645,-0.1320,972,0.52781,714,0.03081
ENSG00000112697,TMEM30A,92,-1.1543,117,-0.8550,73,-1.4970,86,-1.2492,288,0.63198,323,0.82250,302,0.71283,200,0.03886,273,0.62000
ENSG00000118407,FILIP1,3,-2.3080,20,0.30920,10,-0.8512,6,-1.4437,47,1.72030,16,-0.0819,18,0.05902,6,-1.4139,20,0.27283
ENSG00000112701,SENP6,63,0.72535,22,-1.0189,39,-0.0608,48,0.29572,53,0.42653,31,-0.4031,44,0.13463,51,0.36439,35,-0.2145
ENSG00000196586,MYO6,49,0.20799,23,-1.0151,56,0.40403,112,1.60940,92,1.24877,33,-0.4106,14,-1.6694,17,-1.4347,28,-0.7234
ENSG00000146247,PHIP,28,-0.2315,25,-0.4573,21,-0.6938,41,0.37288,86,1.62819,30,-0.1269,27,-0.3135,35,0.10003,21,-0.7316
ENSG00000118418,HMGN3,167,1.26854,60,-0.4358,92,0.26121,95,0.31719,76,-0.0507,57,-0.4955,53,-0.5929,66,-0.2639,66,-0.2920
ENSG00000198478,SH3BGRL2,33,-0.6111,42,-0.2730,34,-0.5669,22,-1.2307,48,-0.0372,100,1.17105,84,0.87029,36,-0.4745,50,0.02905
ENSG00000118402,ELOVL4,19,-1.5653,41,-0.4606,23,-1.2908,7,-2.9310,49,-0.1376,136,1.55281,99,0.98733,67,0.34396,56,0.05761
ENSG00000083123,BCKDHB,19,0.57222,8,-0.8431,19,0.59570,14,0.14894,13,-0.0462,18,0.55288,12,-0.1459,12,-0.0807,10,-0.4044
ENSG00000005700,IBTK,39,0.70101,23,-0.1979,24,-0.0947,21,-0.2715,32,0.38301,33,0.39588,23,-0.1878,20,-0.3501,21,-0.3250
ENSG00000083097,DOP1A,13,-0.7236,9,-1.4281,12,-0.8433,15,-0.5671,17,-0.3445,43,1.13239,31,0.58846,12,-0.8613,38,1.04856
ENSG00000013375,PGM3,13,-0.1569,5,-1.7602,23,0.76748,18,0.34552,21,0.58312,12,-0.2704,13,-0.1935,21,0.61571,14,-0.0394
ENSG00000013392,RWDD2A,12,-0.4202,15,-0.1606,10,-0.6595,7,-1.2176,16,-0.0147,18,0.16212,40,1.49685,15,-0.0551,15,-0.1666
ENSG00000065833,ME1,54,0.49019,32,-0.3584,16,-1.3939,22,-0.9045,31,-0.4062,40,-0.0034,61,0.67385,49,0.32263,51,0.44397
ENSG00000065609,SNAP91,108,-1.1571,225,-0.0345,154,-0.6235,91,-1.4049,275,0.29225,360,0.73462,400,0.91280,257,0.18038,214,-0.1230
ENSG00000203877,RIPPLY2,3,-3.2271,31,0.22162,10,-1.5106,11,-1.4038,11,-1.3150,32,0.24783,29,0.10704,42,0.69839,50,1.15928
ENSG00000135324,MRAP2,6,-2.0702,21,-0.2893,14,-0.9182,8,-1.7439,49,1.05295,99,2.42949,27,0.10882,14,-0.8602,10,-1.5147
ENSG00000135317,SNX14,23,-0.7727,22,-0.9197,21,-0.9095,20,-1.0445,38,-0.0236,39,0.01789,66,0.86780,91,1.43174,42,0.11999
ENSG00000135316,SYNCRIP,79,0.61682,35,-0.7058,55,0.03636,56,0.06963,74,0.51647,69,0.40143,51,-0.0912,43,-0.3272,46,-0.2472
ENSG00000203875,SNHG5,196,1.44446,43,-1.1069,91,0.15012,185,1.33197,158,1.05781,52,-0.7242,34,-1.3577,41,-1.0873,36,-1.3603
