Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000188994,ZNF292,42,0.63137,10,-1.6180,32,0.17871,28,-0.0138,66,1.38761,38,0.47730,20,-0.5419,22,-0.4193,22,-0.4117
ENSG00000111850,SMIM8,14,-0.5431,16,-0.4117,23,0.18848,18,-0.1924,27,0.46280,20,-0.0122,28,0.53184,31,0.64917,15,-0.4894
ENSG00000164414,SLC35A1,2,-2.9120,9,-1.3176,8,-1.2717,8,-1.3980,29,0.60589,46,1.40021,26,0.41590,31,0.73323,25,0.40661
ENSG00000146282,RARS2,7,-0.8158,10,-0.4492,14,0.11636,18,0.54166,8,-0.7084,20,0.66566,22,0.83222,9,-0.5899,12,-0.0832
ENSG00000135336,ORC3,26,-0.1609,21,-0.4919,30,0.06622,23,-0.3505,21,-0.4906,27,-0.0799,61,1.25403,32,0.18346,26,-0.1535
ENSG00000135334,AKIRIN2,46,-0.6916,59,-0.3657,62,-0.2536,42,-0.8360,80,0.15339,76,0.06792,109,0.66024,76,0.07437,95,0.48693
ENSG00000118432,CNR1,49,-0.7933,36,-1.3652,71,-0.2207,39,-1.1520,37,-1.2110,16,-2.4018,29,-1.5677,550,3.94210,20,-2.2212
ENSG00000111880,RNGTT,2,-2.4103,10,-0.5218,9,-0.5410,10,-0.4721,15,0.15341,21,0.71902,29,1.22495,15,0.16271,14,0.02487
ENSG00000146278,PNRC1,164,1.24559,51,-0.6950,54,-0.5584,96,0.34740,65,-0.2699,74,-0.0755,42,-0.9447,99,0.38530,78,0.01153
ENSG00000198833,UBE2J1,19,-0.4209,17,-0.6083,24,-0.0840,12,-1.1407,31,0.34252,40,0.77465,28,0.19717,26,0.06622,30,0.32238
ENSG00000025039,RRAGD,31,0.20335,22,-0.3779,25,-0.1039,30,0.14761,29,0.09714,21,-0.3881,32,0.23649,17,-0.7439,35,0.47921
ENSG00000135299,ANKRD6,24,-0.3162,29,-0.0400,11,-1.5257,16,-0.9521,39,0.45019,31,0.09449,51,0.87660,17,-0.8723,39,0.51976
ENSG00000083099,LYRM2,66,0.57410,40,-0.2614,29,-0.6983,39,-0.2701,68,0.61383,52,0.17792,49,0.07706,48,0.05683,39,-0.2722
ENSG00000112159,MDN1,18,-0.3474,15,-0.5811,22,0.03496,22,-0.0182,38,0.86921,25,0.19198,21,-0.0774,20,-0.1801,23,0.08133
ENSG00000135341,MAP3K7,21,-0.4008,24,-0.2370,19,-0.5855,18,-0.6266,34,0.32366,36,0.44903,41,0.66223,19,-0.5426,33,0.30520
ENSG00000172461,FUT9,32,-0.7055,29,-0.9260,32,-0.7128,53,0.06443,97,1.05349,105,1.19793,47,-0.1355,62,0.32185,37,-0.5432
ENSG00000014123,UFL1,47,0.95496,12,-1.1831,22,-0.2425,28,0.10999,52,1.12952,27,0.08543,26,0.01063,13,-1.0509,23,-0.2209
ENSG00000123545,NDUFAF4,14,-2.0633,52,-0.1072,32,-0.8338,29,-0.9788,45,-0.3339,88,0.73078,66,0.27191,112,1.14481,61,0.16585
ENSG00000186231,KLHL32,14,-0.2036,9,-0.8140,21,0.49503,16,0.08102,47,1.88122,14,-0.1184,10,-0.6514,13,-0.2621,8,-1.0270
ENSG00000184486,POU3F2,12,-0.6315,12,-0.6568,33,0.91698,38,1.15140,30,0.78493,7,-1.4149,2,-3.3763,27,0.57130,16,-0.2964
ENSG00000146267,FAXC,25,-0.9280,37,-0.3523,20,-1.2546,14,-1.7922,38,-0.2866,90,1.11281,49,0.10515,66,0.58852,63,0.60114
ENSG00000132423,COQ3,1,-3.4365,16,-0.0708,11,-0.6028,7,-1.2714,13,-0.4207,18,0.05035,20,0.26415,36,1.23634,24,0.61118
ENSG00000132424,PNISR,165,1.24896,65,-0.3134,36,-1.1728,74,-0.0765,164,1.23594,88,0.18561,65,-0.2938,57,-0.5006,40,-1.1159
ENSG00000112237,CCNC,37,0.19926,32,-0.0672,23,-0.5333,13,-1.3805,30,-0.1251,33,0.00210,43,0.44537,34,0.06770,42,0.43220
ENSG00000164418,GRIK2,10,-1.3631,14,-0.9862,28,0.13924,20,-0.3630,9,-1.4925,39,0.69692,28,0.14547,32,0.36791,43,0.96581
ENSG00000085382,HACE1,1,-3.3793,12,-0.5848,14,-0.3748,11,-0.7026,22,0.37107,27,0.68746,34,1.10675,12,-0.5159,23,0.47650
ENSG00000132429,POPDC3,3,-2.3568,14,0.00127,7,-0.9532,7,-1.0784,10,-0.4487,14,-0.0489,28,1.14664,18,0.38220,20,0.59725
ENSG00000085377,PREP,2,-3.7407,22,-0.1713,11,-1.1214,6,-2.0903,13,-0.9555,20,-0.2646,36,0.63287,51,1.23189,41,1.01927
ENSG00000057663,ATG5,20,-0.1600,25,0.22628,14,-0.6424,9,-1.2701,27,0.32370,14,-0.6492,24,0.11545,34,0.67372,25,0.21481
ENSG00000272398,CD24,31,-0.5669,10,-2.2982,23,-0.9953,22,-1.1014,213,2.90567,157,2.20735,12,-1.9972,15,-1.6560,0,-6.9749
ENSG00000130349,MTRES1,15,-0.5416,13,-0.8283,20,-0.0756,18,-0.2867,24,0.16573,26,0.33259,18,-0.2357,27,0.39582,30,0.62172
ENSG00000112320,SOBP,54,-1.2654,132,0.10778,120,-0.0481,77,-0.7405,219,0.93208,115,-0.1155,131,0.09215,105,-0.2612,139,0.20693
ENSG00000025796,SEC63,86,0.48788,68,0.11643,40,-0.6947,50,-0.3621,72,0.19609,60,-0.0842,79,0.35863,44,-0.5808,65,0.05171
ENSG00000081087,OSTM1,24,-0.5005,20,-0.8188,23,-0.5214,35,0.09791,22,-0.6028,52,0.74218,50,0.67903,49,0.63017,33,0.01309
ENSG00000112335,SNX3,385,0.07039,338,-0.1494,388,0.08253,205,-0.9099,339,-0.1300,367,-0.0071,543,0.62875,296,-0.3446,427,0.26398
ENSG00000118689,FOXO3,38,-0.4163,49,-0.0267,34,-0.5906,46,-0.1126,90,0.98286,71,0.58670,37,-0.4431,48,-0.0637,42,-0.3005
ENSG00000080546,SESN1,35,-0.3564,27,-0.8040,11,-2.1126,19,-1.2475,22,-1.0660,32,-0.4793,51,0.23921,49,0.17049,106,1.77734
ENSG00000135535,CD164,116,1.48944,17,-1.6766,28,-0.7993,46,-0.0656,86,0.96703,68,0.57677,58,0.31442,25,-0.9814,32,-0.6760
ENSG00000135596,MICAL1,33,1.12486,9,-1.0088,13,-0.3716,18,0.16502,18,0.15937,14,-0.2801,21,0.39765,20,0.29249,13,-0.3680
ENSG00000112367,FIG4,19,-0.6944,33,0.13047,14,-1.1857,7,-2.1668,24,-0.3577,38,0.37443,52,0.86223,49,0.76606,33,0.13299
ENSG00000112290,WASF1,65,-1.8077,190,-0.1959,108,-1.0426,68,-1.7230,118,-0.9120,294,0.52388,485,1.38215,167,-0.3832,328,0.80667
ENSG00000168438,CDC40,62,0.31129,37,-0.5524,17,-1.6664,20,-1.3959,45,-0.1760,59,0.24929,92,0.97152,29,-0.8737,81,0.86152
ENSG00000155111,CDK19,22,-0.3110,16,-0.8432,24,-0.1559,45,0.83258,57,1.22465,12,-1.1573,14,-0.9598,14,-1.0371,38,0.61528
ENSG00000123505,AMD1,105,0.00864,71,-0.6488,75,-0.5180,85,-0.3266,95,-0.1541,98,-0.0984,113,0.11962,136,0.42617,150,0.66845
ENSG00000155115,GTF3C6,117,0.88435,57,-0.3028,77,0.19660,93,0.49984,52,-0.4121,27,-1.3892,67,-0.0204,73,0.10765,64,-0.1060
ENSG00000197498,RPF2,66,1.38925,16,-0.9105,21,-0.4821,21,-0.4931,26,-0.1575,42,0.60076,32,0.18625,17,-0.7730,29,0.00333
ENSG00000009413,REV3L,31,1.20740,9,-0.8183,11,-0.4461,23,0.73456,9,-0.6542,18,0.35217,12,-0.3360,11,-0.3699,14,-0.1046
ENSG00000010810,FYN,106,0.06636,76,-0.5037,81,-0.3542,86,-0.2549,97,-0.0669,128,0.36895,93,-0.1382,100,-0.0186,137,0.54775
ENSG00000203778,FAM229B,64,-0.1941,74,0.04844,84,0.23624,78,0.12814,61,-0.2709,45,-0.7293,68,-0.0967,86,0.26985,80,0.19075
ENSG00000277443,MARCKS,400,0.54072,232,-0.3587,300,0.07351,328,0.22006,356,0.35187,372,0.42196,229,-0.3460,237,-0.2918,230,-0.3784
ENSG00000196591,HDAC2,53,-0.2855,39,-0.8246,47,-0.4710,32,-1.0668,110,0.89273,79,0.34356,100,0.72229,78,0.32748,62,-0.0419
ENSG00000178425,NT5DC1,23,0.71515,6,-1.3396,17,0.21317,13,-0.1599,33,1.33001,3,-2.0385,9,-0.6659,25,0.88756,12,-0.3082
ENSG00000187189,TSPYL4,101,-1.0261,130,-0.6926,96,-1.0943,54,-1.9388,219,0.17321,366,1.02846,286,0.60953,203,0.05224,286,0.69878
ENSG00000189241,TSPYL1,184,-1.3791,414,-0.1590,233,-1.0275,159,-1.5991,485,0.10816,802,0.93900,599,0.44902,374,-0.3030,661,0.69827
ENSG00000111832,RWDD1,185,1.26092,66,-0.4639,67,-0.3958,94,0.13561,109,0.37040,87,0.01046,69,-0.3538,69,-0.3651,70,-0.3586
ENSG00000196911,KPNA5,22,-0.6078,23,-0.5699,37,0.19062,23,-0.5305,46,0.56349,35,0.10539,40,0.32815,62,1.05672,23,-0.5546
ENSG00000047932,GOPC,50,0.06320,28,-0.8922,32,-0.6132,17,-1.5344,69,0.57287,104,1.27454,71,0.61017,42,-0.2266,45,-0.1350
ENSG00000153989,NUS1,49,0.44326,28,-0.4826,39,0.05559,25,-0.6000,41,0.16248,33,-0.2044,51,0.50112,45,0.29649,36,-0.0853
ENSG00000196376,SLC35F1,23,-0.7205,27,-0.5372,21,-0.8832,20,-0.9418,133,2.24671,76,1.17866,39,0.08337,34,-0.1268,4,-3.2414
ENSG00000111875,ASF1A,18,-0.2435,17,-0.3343,24,0.24203,26,0.38030,32,0.70180,16,-0.3681,24,0.25513,17,-0.3106,18,-0.2406
ENSG00000111879,FAM184A,22,-0.5104,24,-0.3884,19,-0.7435,29,-0.1105,42,0.48360,38,0.32341,38,0.34391,35,0.19006,34,0.16303
ENSG00000111885,MAN1A1,54,-0.0697,29,-1.1151,24,-1.3006,16,-1.9105,5,-3.5799,26,-1.1795,89,0.74203,33,-0.8325,158,2.21619
ENSG00000152661,GJA1,261,0.80045,154,-0.0697,298,1.02827,402,1.56422,162,0.02385,100,-0.7255,34,-2.3349,50,-1.7652,72,-1.3153
ENSG00000025156,HSF2,4,-2.2316,12,-0.6548,9,-1.1046,9,-0.9911,20,0.13945,20,0.16008,34,0.96887,31,0.84249,25,0.56693
ENSG00000111897,SERINC1,389,-0.6562,416,-0.6033,318,-0.9607,320,-0.9513,938,0.74831,912,0.70147,983,0.82634,842,0.56822,493,-0.3183
ENSG00000135549,PKIB,1,-4.2148,17,-0.0084,6,-1.4491,5,-1.7002,5,-1.8977,47,1.71272,1,-3.9377,67,2.43989,11,-0.7420
ENSG00000164434,FABP7,242,0.63541,162,-0.0169,153,-0.0978,175,0.11390,53,-1.7170,84,-1.0153,89,-0.9331,99,-0.7704,288,1.08615
ENSG00000146352,CLVS2,9,-2.2833,35,-0.2682,28,-0.6030,11,-1.9651,45,0.16098,60,0.62324,49,0.27982,121,1.86722,29,-0.6013
ENSG00000188580,NKAIN2,28,-1.2780,31,-1.2253,35,-0.9666,53,-0.3349,151,1.40092,113,0.88906,63,-0.0560,42,-0.6879,87,0.50786
ENSG00000111907,TPD52L1,65,0.54449,48,0.07619,53,0.22587,45,-0.0367,28,-0.7742,15,-1.6514,19,-1.3766,42,-0.1439,72,0.83027
ENSG00000111906,HDDC2,115,-0.1572,118,-0.1417,158,0.34227,169,0.44964,82,-0.6830,83,-0.6707,79,-0.7373,151,0.26648,165,0.47256
ENSG00000111912,NCOA7,102,-0.7875,166,-0.0332,89,-0.9802,78,-1.1841,148,-0.2072,270,0.76602,253,0.65188,158,-0.1073,214,0.43194
ENSG00000111911,HINT3,72,-0.8583,116,-0.1253,84,-0.6253,83,-0.6454,214,0.88041,182,0.60596,95,-0.4271,127,0.02680,143,0.24335
ENSG00000146374,RSPO3,5,-1.4579,10,-0.6606,2,-2.7143,3,-2.2359,25,0.82247,68,2.75716,21,0.50124,20,0.46506,0,-4.9977
ENSG00000118518,RNF146,31,-0.8243,36,-0.6208,26,-1.0683,38,-0.5021,79,0.65538,138,1.63080,58,0.15087,49,-0.1212,44,-0.3082
ENSG00000093144,ECHDC1,51,0.28861,34,-0.3993,40,-0.0905,45,0.07948,34,-0.3507,11,-2.0560,56,0.43363,45,0.08591,60,0.61862
ENSG00000189367,KIAA0408,41,-1.2138,79,-0.2320,58,-0.6882,47,-0.9947,155,0.87650,142,0.72762,125,0.51361,111,0.31740,80,-0.2176
ENSG00000152894,PTPRK,12,-2.3219,27,-1.2497,17,-1.8104,28,-1.1047,56,-0.0293,39,-0.5927,66,0.23889,69,0.30769,144,1.91336
ENSG00000079819,EPB41L2,137,1.08552,51,-0.5664,106,0.64836,107,0.67233,141,1.14005,48,-0.6078,19,-1.9864,24,-1.6309,48,-0.6581
ENSG00000118507,AKAP7,9,-1.3572,19,-0.2840,21,-0.0723,40,0.93138,23,0.04492,40,0.95463,8,-1.5870,37,0.82129,15,-0.6661
ENSG00000118523,CCN2,31,-0.6575,15,-1.8063,12,-2.0762,9,-2.4595,324,3.98882,102,1.27532,1,-4.9069,0,-6.2162,7,-3.0276
ENSG00000079931,MOXD1,20,-0.8011,23,-0.6278,23,-0.5544,26,-0.3780,14,-1.3370,17,-1.0252,47,0.54683,24,-0.5182,76,1.62784
ENSG00000079950,STX7,63,-0.6506,83,-0.2431,50,-0.9874,65,-0.6081,162,0.85580,168,0.91952,106,0.15643,97,0.01576,89,-0.1376
ENSG00000146409,SLC18B1,47,1.07243,23,-0.1002,42,0.89567,25,0.06878,44,0.98280,21,-0.2266,11,-1.1441,6,-1.9534,12,-1.1584
ENSG00000112306,RPS12,3121,1.33180,990,-0.6023,1934,0.50964,2965,1.24013,2054,0.60948,760,-0.9561,645,-1.2037,705,-1.0694,675,-1.2211
ENSG00000028839,TBPL1,20,-0.9412,38,0.00358,19,-1.0120,12,-1.7265,36,-0.0911,82,1.28189,63,0.82792,45,0.28568,31,-0.3222
ENSG00000118515,SGK1,26,0.35543,7,-1.7756,26,0.36270,20,-0.0717,116,3.26667,7,-1.5938,4,-2.2461,12,-0.8943,3,-2.8143
ENSG00000112339,HBS1L,59,0.33564,36,-0.4755,43,-0.1648,43,-0.1878,76,0.74296,57,0.27557,61,0.37756,43,-0.1751,37,-0.4506
ENSG00000135541,AHI1,17,-1.0960,30,-0.2924,23,-0.6971,40,0.15635,68,1.04451,47,0.41585,46,0.40241,30,-0.2918,32,-0.1967
ENSG00000029363,BCLAF1,84,-0.0514,69,-0.3921,57,-0.6646,75,-0.2393,120,0.51569,113,0.42602,111,0.38288,122,0.54785,68,-0.4095
ENSG00000135525,MAP7,40,-0.4457,31,-0.9267,47,-0.2022,78,0.60249,83,0.70401,27,-1.0668,37,-0.6010,50,-0.1071,84,0.82663
ENSG00000197442,MAP3K5,60,0.43046,38,-0.3219,47,0.04973,39,-0.2365,13,-1.8692,46,-0.0023,48,0.08965,47,0.02922,64,0.60088
ENSG00000027697,IFNGR1,70,1.18785,15,-1.3139,30,-0.1879,41,0.29243,75,1.28681,21,-0.7548,31,-0.1688,22,-0.6793,28,-0.3319
ENSG00000112379,ARFGEF3,47,-1.1229,95,-0.0686,75,-0.4277,53,-0.9540,141,0.58369,159,0.78312,113,0.21892,83,-0.2714,111,0.21508
ENSG00000051620,HEBP2,67,1.50678,14,-1.0470,25,-0.1492,44,0.75138,50,0.96997,34,0.34093,19,-0.5943,5,-2.3327,14,-1.0486
ENSG00000225177,AL590617.2,35,0.57361,31,0.46560,39,0.76836,59,1.48097,12,-1.0170,8,-1.5946,16,-0.5763,6,-2.0598,14,-0.8991
ENSG00000024862,CCDC28A,68,0.35902,46,-0.3051,45,-0.2935,22,-1.3575,65,0.29458,76,0.53709,73,0.47205,65,0.27909,46,-0.2778
ENSG00000135597,REPS1,17,-0.1798,13,-0.6065,29,0.67479,15,-0.3441,13,-0.5831,34,0.91345,16,-0.2611,34,0.91326,13,-0.6471
ENSG00000146386,ABRACL,14,-0.9692,24,-0.1381,8,-1.7327,15,-0.8364,33,0.38970,31,0.25904,45,0.88360,20,-0.4346,36,0.61401
ENSG00000112406,HECA,35,0.27043,27,-0.1945,15,-1.0182,22,-0.4370,53,0.94953,72,1.48853,26,-0.2051,25,-0.2704,12,-1.4224
ENSG00000164442,CITED2,17,-1.0414,32,-0.0849,16,-1.0864,11,-1.7019,17,-0.9976,54,0.75955,14,-1.2845,126,2.33519,25,-0.4687
ENSG00000009844,VTA1,33,-0.6462,45,-0.1977,37,-0.4632,31,-0.7661,61,0.31441,77,0.69605,66,0.44044,51,0.00640,54,0.11232
ENSG00000010818,HIVEP2,56,-0.1640,56,-0.1843,39,-0.7254,31,-1.0950,34,-0.9233,141,1.34823,74,0.26876,70,0.17555,66,0.08467
ENSG00000146416,AIG1,83,0.39872,35,-1.0286,35,-0.9556,66,0.04079,79,0.31103,84,0.42768,80,0.33368,110,0.86963,52,-0.3593
ENSG00000001036,FUCA2,45,1.74137,15,-0.1316,6,-1.3455,20,0.33620,11,-0.5928,7,-1.1554,14,-0.2254,22,0.49830,11,-0.6622
ENSG00000112419,PHACTR2,93,1.61653,16,-1.3242,16,-1.2298,29,-0.3080,24,-0.6056,41,0.21266,44,0.32987,18,-1.0400,48,0.54337
ENSG00000169976,SF3B5,166,0.89986,91,-0.0928,82,-0.2346,77,-0.3389,86,-0.1727,76,-0.3609,124,0.41822,113,0.26987,73,-0.4549
ENSG00000152818,UTRN,107,2.21780,16,-1.0025,29,-0.0615,27,-0.2093,23,-0.4133,19,-0.7067,6,-2.2609,48,0.74901,21,-0.6542
ENSG00000112425,EPM2A,6,-0.9836,6,-1.0219,13,0.20811,24,1.14597,7,-0.7753,7,-0.6639,16,0.53091,23,1.08885,10,-0.3070
ENSG00000152822,GRM1,1,-3.5400,13,-0.7837,9,-1.1284,6,-1.8255,10,-0.9810,26,0.37497,41,1.14468,24,0.28330,40,1.29838
ENSG00000164506,STXBP5,36,-0.8170,50,-0.3377,36,-0.8012,26,-1.2624,52,-0.2333,97,0.76834,103,0.87282,66,0.13647,75,0.38317
ENSG00000111961,SASH1,50,0.19130,28,-0.7535,78,0.90362,82,1.00317,84,1.03126,30,-0.6291,23,-0.9808,30,-0.6275,28,-0.7453
ENSG00000055208,TAB2,54,0.99993,16,-1.0123,15,-1.0062,42,0.60109,22,-0.4448,44,0.66933,31,0.10450,21,-0.5248,30,0.05220
ENSG00000131013,PPIL4,75,2.04880,12,-1.0552,20,-0.2201,19,-0.2876,25,0.14525,29,0.38369,15,-0.6689,10,-1.2318,18,-0.4376
ENSG00000055211,GINM1,36,0.54417,17,-0.7115,22,-0.2267,53,1.21427,45,0.92993,18,-0.5054,25,-0.0379,23,-0.1705,12,-1.1679
ENSG00000131023,LATS1,24,0.80224,7,-1.1506,3,-2.1709,11,-0.4020,21,0.60455,19,0.41653,12,-0.3258,10,-0.5356,23,0.80941
ENSG00000120265,PCMT1,136,-1.2669,277,-0.1977,178,-0.8588,127,-1.3649,245,-0.3736,367,0.26481,674,1.29503,282,-0.1557,427,0.58374
ENSG00000120256,LRP11,12,-2.5842,60,-0.1700,13,-2.3969,21,-1.7414,85,0.40309,133,1.14803,119,0.96747,68,0.04411,79,0.30808
ENSG00000198729,PPP1R14C,2,-3.1386,11,-0.6867,12,-0.4491,6,-1.3658,41,1.51323,36,1.28745,29,0.93220,3,-2.4145,15,-0.1699
ENSG00000131016,AKAP12,76,-0.2738,131,0.67946,86,-0.0854,53,-0.8221,46,-1.0461,97,0.10857,91,0.00377,77,-0.2655,105,0.25871
ENSG00000155906,RMND1,1,-2.8886,15,0.28536,10,-0.3805,6,-1.2006,17,0.44346,6,-1.0962,20,0.74530,19,0.64725,15,0.32002
ENSG00000146476,ARMT1,5,-1.2055,9,-0.5138,10,-0.2380,10,-0.3167,18,0.65154,19,0.66540,16,0.45813,16,0.39709,11,-0.2064
ENSG00000131018,SYNE1,78,-0.5522,96,-0.2538,73,-0.6566,79,-0.5285,57,-1.0207,151,0.48631,140,0.36027,114,0.03958,171,0.79138
ENSG00000146469,VIP,23,-0.1702,47,1.11078,25,-0.0510,20,-0.3936,10,-1.3928,2,-3.4506,1,-4.2927,73,1.75717,19,-0.5487
ENSG00000112031,MTRF1L,28,0.16542,28,0.14144,22,-0.2550,22,-0.1978,22,-0.2005,34,0.47676,23,-0.1345,30,0.24927,21,-0.3005
ENSG00000091844,RGS17,10,-0.9206,14,-0.5168,12,-0.7208,3,-2.4032,20,0.09514,32,0.85860,19,0.05588,17,-0.1798,33,1.04481
ENSG00000074706,IPCEF1,5,-3.2856,38,-0.3359,21,-1.2043,9,-2.4230,137,1.87264,200,2.68835,29,-0.7349,12,-1.9453,9,-2.4809
ENSG00000213079,SCAF8,24,0.30433,20,-0.0371,11,-0.8440,8,-1.3531,37,0.99708,27,0.48820,19,-0.0709,22,0.12926,16,-0.3701
ENSG00000146426,TIAM2,7,-1.8765,22,-0.2113,16,-0.6336,10,-1.2716,13,-0.9838,22,-0.1501,57,1.41382,28,0.22538,36,0.70766
ENSG00000049618,ARID1B,55,0.20241,33,-0.6549,46,-0.0831,33,-0.5732,59,0.31738,81,0.84433,55,0.21464,50,0.05031,43,-0.1896
ENSG00000215712,TMEM242,61,0.50768,39,-0.2101,36,-0.3138,27,-0.7663,28,-0.7204,41,-0.1344,56,0.36782,67,0.67146,47,0.09666
ENSG00000175048,ZDHHC14,52,-0.0674,37,-0.6150,23,-1.2633,24,-1.2447,69,0.40249,55,0.04041,83,0.69155,39,-0.4887,86,0.87905
ENSG00000130340,SNX9,24,0.17487,13,-0.8324,10,-1.1132,21,-0.0209,59,1.68550,20,-0.1312,26,0.31080,22,0.02708,15,-0.6525
ENSG00000078269,SYNJ2,5,-3.0966,33,-0.5075,22,-1.1009,33,-0.4668,121,1.69180,40,-0.1704,73,0.79468,11,-2.0246,60,0.53567
ENSG00000272047,GTF2H5,83,-0.0084,107,0.45838,73,-0.1997,73,-0.2027,60,-0.5163,69,-0.3022,96,0.22885,86,0.05800,81,-0.0563
ENSG00000130338,TULP4,25,-1.0544,47,-0.0878,59,0.27204,64,0.41811,94,1.05627,48,-0.0620,35,-0.5525,36,-0.4904,45,-0.1624
ENSG00000146433,TMEM181,38,-0.8476,51,-0.4492,40,-0.7737,31,-1.1444,79,0.27990,91,0.51328,105,0.74915,47,-0.5327,97,0.71388
ENSG00000146425,DYNLT1,115,2.57591,11,-1.4084,17,-0.7502,39,0.53180,20,-0.4960,28,-0.0020,11,-1.4032,20,-0.5049,16,-0.8831
ENSG00000092820,EZR,200,1.41556,56,-0.7333,130,0.66770,220,1.58919,101,0.25460,71,-0.2904,27,-1.7660,24,-1.9012,31,-1.6452
ENSG00000130363,RSPH3,24,0.43444,18,0.00563,8,-1.1092,10,-0.9148,18,-0.0053,25,0.55220,14,-0.3590,14,-0.3612,24,0.51362
ENSG00000112096,SOD2,188,0.12971,153,-0.2120,131,-0.4406,94,-0.9468,191,0.15827,292,0.85063,188,0.12558,202,0.24188,157,-0.1674
ENSG00000146457,WTAP,46,0.11682,39,-0.1598,44,0.04537,37,-0.2098,49,0.24825,40,-0.1030,68,0.76329,55,0.43309,25,-0.8801
ENSG00000120437,ACAT2,56,-0.0868,45,-0.4586,32,-0.9383,35,-0.8005,46,-0.3995,101,0.85978,123,1.20733,70,0.24830,50,-0.2986
ENSG00000120438,TCP1,91,-0.8404,124,-0.4014,129,-0.3031,93,-0.8045,169,0.12363,164,0.07721,290,1.01968,174,0.17407,181,0.26141
ENSG00000112110,MRPL18,32,-0.8637,56,-0.0159,59,0.06135,39,-0.5793,55,-0.0484,57,0.02239,81,0.58921,90,0.76694,48,-0.2882
ENSG00000197081,IGF2R,16,0.22549,8,-0.9390,11,-0.3475,7,-1.0515,19,0.49151,12,-0.1997,25,0.95029,12,-0.2212,18,0.41257
ENSG00000085511,MAP3K4,11,-0.8537,14,-0.4964,18,-0.1227,13,-0.5364,18,-0.0625,15,-0.3931,26,0.46680,15,-0.3834,33,1.02969
ENSG00000026652,AGPAT4,15,-1.1783,24,-0.5478,32,-0.0525,25,-0.3871,78,1.46328,39,0.29751,28,-0.2531,24,-0.4572,35,0.13236
ENSG00000185345,PRKN,14,-1.2266,38,0.31363,22,-0.5500,15,-1.1074,22,-0.5982,66,1.20112,37,0.22035,29,-0.1495,35,0.15528
ENSG00000112531,QKI,258,0.14948,118,-1.1367,402,0.88111,606,1.61279,709,1.91412,108,-1.1956,50,-2.3382,73,-1.7831,71,-1.9206
ENSG00000176381,PRR18,20,-0.1133,7,-1.8247,38,0.92366,35,0.78582,96,2.74650,2,-3.0802,14,-0.6597,10,-1.1721,4,-2.6345
ENSG00000198818,SFT2D1,52,0.33917,30,-0.5484,38,-0.1460,66,0.72396,55,0.43110,43,0.04532,37,-0.1932,32,-0.4239,39,-0.1277
ENSG00000060762,MPC1,87,-0.1227,63,-0.6766,100,0.09347,131,0.53084,124,0.44419,47,-1.0769,76,-0.3361,183,1.09628,81,-0.2590
ENSG00000071242,RPS6KA2,52,-0.0796,36,-0.7274,68,0.34822,62,0.19720,88,0.77270,61,0.17371,15,-1.9603,100,0.98466,43,-0.4262
ENSG00000026297,RNASET2,105,1.31940,33,-0.5969,51,0.11099,49,0.05690,75,0.73319,42,-0.1952,18,-1.4880,63,0.44730,27,-0.9492
ENSG00000130396,AFDN,49,0.50772,23,-0.7212,36,0.00350,26,-0.4932,59,0.80958,58,0.78205,37,0.05675,32,-0.1802,25,-0.5966
ENSG00000186340,THBS2,34,1.49511,2,-3.0760,17,0.32627,18,0.36895,58,2.56805,8,-0.7822,2,-2.4685,6,-1.2106,3,-2.3319
ENSG00000185127,C6orf120,8,-1.1564,9,-1.0339,17,-0.1268,13,-0.4580,12,-0.5515,20,0.17476,25,0.52239,18,-0.0369,33,1.13317
ENSG00000130024,PHF10,58,0.71982,15,-1.4495,63,0.87906,46,0.35178,55,0.64380,50,0.49548,21,-0.8323,33,-0.1520,24,-0.6991
ENSG00000112584,FAM120B,13,-0.9216,14,-0.9002,12,-0.9795,13,-0.9552,23,-0.0453,32,0.44100,45,1.02768,35,0.59262,31,0.49017
ENSG00000008018,PSMB1,134,-0.0063,128,-0.0912,112,-0.2926,95,-0.5493,138,0.03876,111,-0.3000,176,0.42160,165,0.31634,149,0.17260
ENSG00000071994,PDCD2,46,0.26486,30,-0.4246,25,-0.6745,32,-0.3134,33,-0.2501,55,0.54263,44,0.19372,49,0.37963,42,0.12250
ENSG00000177706,FAM20C,33,0.01600,34,0.08447,35,0.12509,24,-0.4849,21,-0.6928,40,0.33968,32,-0.0223,51,0.74217,27,-0.3447
ENSG00000197461,PDGFA,24,-0.2399,16,-0.8882,17,-0.7012,20,-0.5033,54,1.09624,47,0.86408,36,0.43439,22,-0.3370,25,-0.1343
ENSG00000188191,PRKAR1B,230,-1.3032,528,-0.0344,317,-0.8185,164,-1.8072,374,-0.5664,756,0.54920,885,0.81223,662,0.33112,738,0.57965
ENSG00000164828,SUN1,65,1.14758,24,-0.5139,21,-0.6568,22,-0.6204,52,0.77737,13,-1.3327,30,-0.1243,24,-0.4300,40,0.39082
