Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000145725,PPIP5K2,24,0.34714,16,-0.2719,10,-0.9948,31,0.78643,14,-0.5323,17,-0.1867,36,1.04018,11,-0.8211,18,-0.0523
ENSG00000181751,C5orf30,13,-1.7476,15,-1.5665,25,-0.7494,17,-1.3293,69,0.98761,49,0.25860,45,0.14301,49,0.26450,63,0.68637
ENSG00000112874,NUDT12,11,0.30337,14,0.66648,6,-0.6098,12,0.40702,6,-0.7240,5,-0.9435,12,0.37774,10,0.18203,10,0.13972
ENSG00000184349,EFNA5,14,0.48569,8,-0.3803,2,-2.3079,41,2.56252,6,-0.9481,1,-3.3344,6,-0.7243,2,-2.4693,16,0.77986
ENSG00000145743,FBXL17,67,-0.2701,61,-0.4227,49,-0.7605,144,0.98667,83,0.07866,77,-0.0474,72,-0.1713,70,-0.1954,90,0.19579
ENSG00000151422,FER,15,0.03608,15,-0.0127,23,0.75282,18,0.33536,6,-1.3116,12,-0.3410,11,-0.3926,16,0.16399,23,0.74497
ENSG00000198961,PJA2,282,-0.4545,213,-0.8897,202,-0.9672,508,0.49096,521,0.61389,334,-0.1902,341,-0.1548,311,-0.2994,529,0.55782
ENSG00000164209,SLC25A46,105,0.08654,48,-1.1423,69,-0.5813,139,0.53739,129,0.47763,55,-0.9307,61,-0.7549,131,0.43668,133,0.46217
ENSG00000152495,CAMK4,73,-0.2344,30,-1.5788,79,-0.1200,38,-1.2200,127,0.76977,115,0.50305,70,-0.2984,111,0.43405,77,-0.1456
ENSG00000164211,STARD4,35,1.16248,15,-0.2213,10,-0.8306,24,0.49250,18,0.01503,8,-1.1122,20,0.24336,12,-0.5746,15,-0.2845
ENSG00000134986,NREP,56,0.50505,36,-0.1786,17,-1.3272,102,1.57643,27,-0.7254,4,-3.3226,80,1.11002,15,-1.5578,45,0.16785
ENSG00000224032,EPB41L4A-AS1,25,-1.3129,58,-0.0633,58,-0.0663,45,-0.4645,61,0.02914,84,0.53266,72,0.27722,70,0.24825,69,0.20641
ENSG00000134982,APC,111,-0.4385,287,1.12985,140,-0.0804,192,0.43843,90,-0.8293,62,-1.3357,222,0.67765,110,-0.4511,163,0.16976
ENSG00000153037,SRP19,74,-0.1204,49,-0.7442,78,-0.0240,50,-0.7171,92,0.26486,89,0.17444,80,0.00179,106,0.47137,85,0.11244
ENSG00000129625,REEP5,318,-0.1636,177,-1.0685,327,-0.1239,371,0.08197,417,0.30529,342,-0.0488,400,0.20095,365,0.05313,396,0.18384
ENSG00000172795,DCP2,30,0.18215,19,-0.5307,22,-0.2986,39,0.58418,27,-0.0310,26,-0.0750,38,0.53231,27,0.00081,16,-0.7871
ENSG00000047188,YTHDC2,20,0.05918,14,-0.5456,12,-0.7592,25,0.42123,23,0.32551,30,0.69614,15,-0.4250,20,0.04632,12,-0.7020
ENSG00000152503,TRIM36,30,-0.9563,37,-0.6400,37,-0.6361,77,0.52239,83,0.75935,36,-0.6973,36,-0.6754,46,-0.2895,93,0.83144
ENSG00000164219,PGGT1B,7,-0.5004,15,0.66068,9,-0.1425,13,0.41996,4,-1.5175,10,0.03074,20,1.17145,7,-0.4751,10,0.00767
ENSG00000164221,CCDC112,25,-0.0792,29,0.14217,11,-1.3782,35,0.44372,40,0.76308,19,-0.5107,13,-1.0711,22,-0.3290,33,0.31742
ENSG00000145780,FEM1C,38,0.48197,27,-0.1080,24,-0.2932,22,-0.4282,24,-0.2706,47,0.79966,19,-0.6541,38,0.46324,23,-0.3480
ENSG00000134970,TMED7,112,1.16219,43,-0.4175,37,-0.6230,68,0.31683,57,0.02797,60,0.10310,62,0.18148,32,-0.8573,31,-0.9118
ENSG00000129596,CDO1,17,-1.7132,29,-0.9561,47,-0.1876,50,-0.1195,78,0.71395,90,0.85168,38,-0.5255,36,-0.6066,72,0.47637
ENSG00000145782,ATG12,76,0.71261,39,-0.3588,25,-1.0365,61,0.32821,56,0.22944,32,-0.6553,58,0.25966,40,-0.3294,50,0.01942
ENSG00000177879,AP3S1,94,-0.3407,60,-1.0240,82,-0.5466,129,0.16847,183,0.87276,93,-0.3530,99,-0.2574,133,0.20939,108,-0.1179
ENSG00000145781,COMMD10,12,-0.4852,9,-0.8719,17,-0.0066,16,-0.0872,21,0.46248,17,-0.0061,23,0.49741,21,0.38213,9,-0.8773
ENSG00000092421,SEMA6A,34,1.32722,24,0.74734,3,-2.1273,21,0.52324,13,-0.3514,5,-1.7173,15,-0.0325,11,-0.4605,14,-0.1150
ENSG00000172869,DMXL1,31,0.38774,16,-0.6326,14,-0.8781,33,0.49578,32,0.47256,25,0.02808,35,0.57665,16,-0.6692,11,-1.1729
ENSG00000133835,HSD17B4,48,0.18310,46,0.13747,26,-0.7633,54,0.39466,38,-0.2049,52,0.30935,56,0.44412,35,-0.2887,32,-0.4290
ENSG00000205302,SNX2,46,-0.1811,35,-0.5858,44,-0.2469,42,-0.2945,59,0.27193,49,-0.0715,56,0.15772,55,0.12856,65,0.38950
ENSG00000064652,SNX24,35,1.61276,15,0.15357,6,-1.2034,15,0.14732,11,-0.3972,10,-0.5190,14,0.03314,12,-0.2421,8,-0.7666
ENSG00000151292,CSNK1G3,63,0.60435,31,-0.5158,45,0.07116,43,-0.0110,41,-0.0993,42,-0.0583,32,-0.4761,40,-0.1421,56,0.40775
ENSG00000155324,GRAMD2B,62,1.71338,48,1.24835,11,-1.0670,13,-0.8560,9,-1.5303,12,-0.9987,35,0.67295,11,-1.0513,19,-0.3110
ENSG00000164904,ALDH7A1,72,0.71668,112,1.49016,47,0.02492,52,0.18447,24,-1.1329,26,-0.8835,51,0.12628,30,-0.6612,28,-0.7719
ENSG00000164902,PHAX,79,0.29755,57,-0.2198,49,-0.4622,74,0.19700,84,0.44932,64,-0.0371,66,0.00735,56,-0.2585,44,-0.6180
ENSG00000164241,C5orf63,209,-1.8537,3423,3.09318,96,-3.0046,2444,2.26108,153,-2.4509,80,-3.2660,106,-2.8523,111,-2.7913,254,-1.5646
ENSG00000145794,MEGF10,0,-4.2890,24,1.37841,5,-1.1302,22,1.19749,3,-1.9052,2,-2.5090,29,1.72637,7,-0.5169,10,-0.0611
ENSG00000245937,LINC01184,29,0.18547,23,-0.1408,20,-0.3772,21,-0.3032,30,0.32058,19,-0.4309,27,0.12247,27,0.07237,28,0.12806
ENSG00000064651,SLC12A2,56,1.38287,48,1.10518,9,-1.5387,34,0.52941,16,-0.7607,6,-1.9787,19,-0.3658,17,-0.5785,25,0.04367
ENSG00000066583,ISOC1,38,1.14371,10,-0.9468,5,-1.8285,34,0.91961,15,-0.4351,8,-1.3242,32,0.83182,11,-0.8952,24,0.35406
ENSG00000198108,CHSY3,10,-0.1979,5,-1.2194,5,-1.0958,10,-0.1728,13,0.21658,22,1.07943,12,0.08921,9,-0.2913,14,0.33346
ENSG00000169567,HINT1,691,-0.3258,512,-0.7900,793,-0.1074,686,-0.3370,1003,0.30702,865,0.03117,942,0.16862,882,0.06213,1109,0.43625
ENSG00000186687,LYRM7,48,-0.2763,65,0.20477,42,-0.5017,126,1.33132,57,-0.0136,46,-0.3339,39,-0.6068,35,-0.7696,59,0.03970
ENSG00000158985,CDC42SE2,108,-0.3019,97,-0.4734,76,-0.8513,204,0.72661,167,0.44214,87,-0.6453,127,-0.0581,85,-0.6753,195,0.65105
ENSG00000158987,RAPGEF6,16,0.31866,13,0.01247,12,-0.1176,17,0.39135,12,-0.2039,28,1.24485,9,-0.6400,9,-0.5264,4,-1.7274
ENSG00000217128,FNIP1,20,-0.0567,12,-0.8468,14,-0.6647,17,-0.3640,31,0.74331,19,-0.1835,19,-0.1740,37,0.89014,12,-0.9117
ENSG00000164398,ACSL6,86,-0.3685,99,-0.1566,88,-0.3301,161,0.64470,93,-0.2781,107,-0.0333,170,0.73706,100,-0.1382,91,-0.2754
ENSG00000072682,P4HA2,6,-0.9269,6,-0.9318,0,-3.8532,10,-0.2529,15,0.47380,12,0.07010,7,-0.7251,16,0.51361,28,1.46522
ENSG00000131435,PDLIM4,24,1.43218,12,0.26833,10,0.01885,10,-0.0360,6,-0.8832,14,0.52863,5,-1.1074,7,-0.5471,7,-0.4517
ENSG00000113522,RAD50,49,-0.2272,55,-0.0540,46,-0.3292,105,1.02311,61,0.13374,53,-0.1267,52,-0.1474,39,-0.5837,47,-0.2889
ENSG00000131437,KIF3A,166,-0.3712,174,-0.3015,101,-1.1339,489,1.44687,216,0.04765,101,-1.1363,180,-0.2411,199,-0.0901,260,0.34428
ENSG00000164402,SEPTIN8,150,0.17175,136,0.01750,103,-0.4204,159,0.27256,145,0.14150,87,-0.6813,161,0.28699,103,-0.4235,156,0.23769
ENSG00000198944,SOWAHA,43,-1.7696,60,-1.2665,270,1.13295,29,-2.3529,163,0.31799,336,1.53879,78,-0.8705,143,0.06036,88,-0.6929
ENSG00000164405,UQCRQ,476,-0.3333,518,-0.2027,741,0.37581,291,-1.0895,474,-0.3768,627,0.10247,606,0.04841,974,0.83756,697,0.27539
ENSG00000072364,AFF4,99,0.90292,45,-0.3733,51,-0.1694,44,-0.4018,54,-0.0859,73,0.39357,48,-0.2769,67,0.24548,36,-0.7225
ENSG00000155329,ZCCHC10,29,0.72138,17,-0.1481,17,-0.1188,21,0.21340,19,0.05326,16,-0.2005,16,-0.2079,13,-0.5072,17,-0.1211
ENSG00000170606,HSPA4,69,-0.6049,65,-0.6839,90,-0.1763,87,-0.2334,115,0.23939,128,0.38596,96,-0.0845,113,0.17736,132,0.43031
ENSG00000113583,C5orf15,38,0.55837,18,-0.6159,22,-0.3021,25,-0.1238,32,0.30383,22,-0.3131,29,0.12787,24,-0.1855,27,0.02222
ENSG00000213585,VDAC1,172,-0.7651,116,-1.3543,219,-0.3871,217,-0.4059,404,0.69512,244,-0.2207,326,0.24301,327,0.25034,373,0.46750
ENSG00000113558,SKP1,630,-0.2126,508,-0.5485,589,-0.3187,642,-0.1826,862,0.33280,715,-0.0114,981,0.50585,697,-0.0520,714,-0.0144
ENSG00000113575,PPP2CA,203,-0.1518,132,-0.8184,143,-0.6955,282,0.37959,292,0.50057,182,-0.3225,177,-0.3687,253,0.20114,277,0.34841
ENSG00000006837,CDKL3,2,-1.8879,13,0.59896,20,1.29712,4,-1.0279,4,-1.4262,9,0.03566,14,0.68194,10,0.11628,11,0.21901
ENSG00000119048,UBE2B,120,-0.3054,86,-0.8258,116,-0.3555,149,0.03306,201,0.60197,126,-0.2263,174,0.28248,131,-0.1674,154,0.08829
ENSG00000237190,CDKN2AIPNL,62,-0.0193,28,-1.2523,56,-0.1843,71,0.19266,70,0.19986,48,-0.4198,70,0.16766,59,-0.1008,95,0.67058
ENSG00000043143,JADE2,16,-1.3566,27,-0.5845,31,-0.3748,54,0.50241,47,0.33377,38,-0.0721,44,0.16794,52,0.44315,38,-0.0466
ENSG00000152700,SAR1B,33,-0.1287,49,0.51473,33,-0.1280,26,-0.4724,25,-0.6146,31,-0.2079,46,0.41415,52,0.61533,36,0.02841
ENSG00000164615,CAMLG,121,-0.1100,90,-0.5611,102,-0.3765,156,0.29915,150,0.26949,134,0.06257,110,-0.2613,99,-0.4154,182,0.55385
ENSG00000145833,DDX46,39,0.00587,38,-0.0202,26,-0.6506,54,0.52712,44,0.20042,27,-0.5742,38,-0.0471,49,0.36758,32,-0.3207
ENSG00000181904,C5orf24,45,-0.1432,30,-0.7883,35,-0.5469,45,-0.1450,59,0.30555,77,0.72602,54,0.13580,51,0.05827,41,-0.3077
ENSG00000113621,TXNDC15,32,-0.4228,32,-0.4218,28,-0.6104,51,0.31249,37,-0.2259,46,0.12733,45,0.10130,49,0.24809,64,0.67151
ENSG00000113648,H2AFY,102,0.12071,69,-0.5054,63,-0.6483,136,0.59099,97,0.04300,109,0.21959,80,-0.2769,103,0.13115,93,-0.0290
ENSG00000145824,CXCL14,55,-1.6722,165,-0.0024,177,0.11024,51,-1.8043,84,-1.1375,132,-0.3531,799,3.06457,43,-2.0561,64,-1.4645
ENSG00000145832,SLC25A48,3,-1.4079,18,1.37704,17,1.27600,8,0.08671,4,-1.1571,9,0.29900,6,-0.3535,2,-1.5809,6,-0.3262
ENSG00000113658,SMAD5,16,0.13123,19,0.43523,8,-0.8153,25,0.89932,14,-0.0400,13,-0.1945,11,-0.3858,11,-0.3997,13,-0.1734
ENSG00000152377,SPOCK1,209,0.04286,174,-0.2460,70,-1.6396,559,1.76934,170,-0.3147,75,-1.5329,208,0.03688,123,-0.7862,275,0.49381
ENSG00000146021,KLHL3,8,-0.8296,4,-1.8956,8,-0.7843,31,1.28608,16,0.17477,15,0.09168,6,-1.2191,20,0.57020,18,0.36587
ENSG00000177733,HNRNPA0,159,0.18975,91,-0.6940,106,-0.4473,153,0.12453,132,-0.1207,154,0.13979,198,0.54702,134,-0.0848,155,0.14423
ENSG00000031003,FAM13B,65,0.45250,27,-0.8973,33,-0.6358,59,0.30619,58,0.28901,59,0.28830,39,-0.3589,59,0.29539,35,-0.5395
ENSG00000112981,NME5,17,-0.8697,22,-0.4826,29,-0.0658,16,-0.9468,30,-0.0300,47,0.71476,30,-0.0104,44,0.58184,38,0.37165
ENSG00000112983,BRD8,25,-0.8000,22,-0.9698,26,-0.7327,62,0.65719,57,0.58537,46,0.16477,42,0.03417,34,-0.3268,45,0.11624
ENSG00000094880,CDC23,22,0.39552,15,-0.2171,11,-0.7005,17,-0.0446,23,0.56691,16,-0.0618,11,-0.6333,11,-0.6350,21,0.34829
ENSG00000120709,FAM53C,26,-0.5858,31,-0.3411,31,-0.3272,49,0.41559,50,0.50222,36,-0.0872,38,-0.0078,41,0.12241,29,-0.4256
ENSG00000120733,KDM3B,41,0.44695,29,-0.0974,25,-0.3304,32,0.05875,31,0.00332,28,-0.1589,25,-0.3050,47,0.69419,19,-0.7079
ENSG00000132563,REEP2,88,-0.5225,73,-0.8025,107,-0.2106,136,0.15845,173,0.64862,94,-0.4206,156,0.39096,80,-0.6685,147,0.29090
ENSG00000120738,EGR1,343,-0.0915,255,-0.5587,286,-0.3794,244,-0.6263,361,-0.0142,1019,1.80597,327,-0.1700,289,-0.3662,153,-1.3374
ENSG00000120705,ETF1,107,0.84919,40,-0.7176,68,0.10791,62,-0.0564,69,0.13226,63,-0.0291,51,-0.3534,41,-0.6782,69,0.12767
ENSG00000113013,HSPA9,176,-0.0713,160,-0.2216,142,-0.4132,211,0.22246,204,0.18562,159,-0.2283,195,0.09243,166,-0.1655,224,0.31632
ENSG00000044115,CTNNA1,104,0.86899,94,0.68738,47,-0.4294,70,0.20902,32,-1.0864,53,-0.2219,66,0.11943,52,-0.2524,64,0.06565
ENSG00000146006,LRRTM2,34,0.09748,22,-0.6197,16,-1.0530,68,1.25100,22,-0.6492,24,-0.4776,53,0.79154,29,-0.1815,34,0.06959
ENSG00000120725,SIL1,23,0.06334,14,-0.6825,17,-0.3928,24,0.11363,22,-0.0250,17,-0.4259,29,0.46887,33,0.64679,20,-0.1540
ENSG00000120727,PAIP2,161,-0.0653,126,-0.4530,139,-0.2949,205,0.32520,178,0.10837,109,-0.6718,264,0.74832,136,-0.3368,181,0.12469
ENSG00000170464,DNAJC18,30,-0.6840,28,-0.7832,30,-0.6513,78,0.87055,51,0.18690,31,-0.6334,49,0.09642,33,-0.5349,80,0.92259
ENSG00000131508,UBE2D2,129,0.01604,80,-0.7230,120,-0.0923,89,-0.5632,155,0.36021,131,0.04412,120,-0.0915,136,0.10190,159,0.36125
ENSG00000171604,CXXC5,120,-0.3770,117,-0.4138,86,-0.8861,265,0.92213,189,0.40152,127,-0.2817,100,-0.6588,107,-0.5535,222,0.61530
ENSG00000146005,PSD2,29,-0.5629,65,0.76088,46,0.17406,38,-0.1189,32,-0.4168,29,-0.5286,53,0.42630,47,0.20924,39,-0.0922
ENSG00000185129,PURA,60,0.15529,56,0.05550,38,-0.5410,85,0.74762,61,0.21650,45,-0.2785,47,-0.2240,38,-0.5619,50,-0.1275
ENSG00000182700,IGIP,40,-0.7850,44,-0.6670,57,-0.2608,101,0.66751,74,0.18420,47,-0.5633,70,0.07229,66,-0.0190,97,0.60523
ENSG00000120306,CYSTM1,112,0.49682,94,0.19633,71,-0.2322,80,-0.0568,64,-0.4603,61,-0.4905,116,0.54694,95,0.22554,72,-0.2230
ENSG00000113068,PFDN1,127,0.25810,63,-0.8427,98,-0.1669,73,-0.6197,123,0.22722,118,0.13176,134,0.34088,107,-0.0202,119,0.15144
ENSG00000113070,HBEGF,92,3.71440,21,0.49521,9,-0.7091,9,-0.7981,2,-3.0087,6,-1.4419,3,-2.0784,7,-1.2319,1,-3.8923
ENSG00000131503,ANKHD1,51,0.34486,73,0.95880,23,-0.8906,81,1.15511,35,-0.2420,25,-0.7406,18,-1.2167,24,-0.8005,41,0.02202
ENSG00000213523,SRA1,51,0.59731,27,-0.4107,39,0.16671,38,0.10575,29,-0.3506,36,0.02136,35,-0.0203,31,-0.2078,39,0.14641
ENSG00000113108,APBB3,34,0.12880,13,-1.3614,17,-0.9732,36,0.21039,43,0.59525,27,-0.2363,32,0.01093,51,0.80363,18,-0.8181
ENSG00000176087,SLC35A4,11,-0.2980,21,0.69113,10,-0.4027,10,-0.4079,16,0.24140,13,-0.0230,15,0.12230,14,0.01092,10,-0.4557
ENSG00000170458,CD14,186,3.38379,36,0.09305,32,-0.1222,6,-2.6547,8,-2.2275,32,-0.1231,10,-1.8404,20,-0.7905,4,-3.0338
ENSG00000131495,NDUFA2,216,-0.1347,203,-0.2351,246,0.07249,159,-0.6119,250,0.11066,248,0.08803,318,0.49075,237,0.00923,225,-0.0712
ENSG00000113141,IK,111,0.50673,94,0.23456,55,-0.6214,79,-0.0566,74,-0.1781,73,-0.1792,99,0.31228,72,-0.2053,85,0.07376
ENSG00000120314,WDR55,12,0.19141,7,-0.5329,7,-0.5949,13,0.39243,12,0.25156,12,0.15900,11,0.01079,13,0.36206,6,-0.9349
ENSG00000170445,HARS,63,-0.1039,55,-0.3084,40,-0.8035,69,0.05228,80,0.31306,59,-0.2001,96,0.59269,52,-0.3838,76,0.20653
ENSG00000146007,ZMAT2,143,-0.6331,170,-0.3669,219,0.03175,187,-0.2151,266,0.40221,204,-0.0751,190,-0.1926,213,-0.0121,285,0.46369
ENSG00000120327,PCDHB14,5,-1.4894,6,-1.1239,6,-1.1120,13,0.00340,18,0.52096,16,0.28476,11,-0.2583,25,1.01907,15,0.18708
ENSG00000178913,TAF7,94,-0.1994,69,-0.6810,101,-0.0976,77,-0.5163,150,0.64280,130,0.31296,121,0.20050,102,-0.0688,74,-0.5671
ENSG00000131504,DIAPH1,41,0.82705,19,-0.4192,28,0.18094,21,-0.2710,24,-0.0747,28,0.23054,21,-0.2478,25,0.00707,17,-0.5782
ENSG00000171720,HDAC3,36,0.39460,15,-0.9140,23,-0.3135,23,-0.3316,32,0.23945,31,0.14916,28,-0.0335,32,0.18176,30,0.09729
ENSG00000164620,RELL2,15,-0.1191,6,-1.4012,12,-0.5155,14,-0.2081,17,0.01386,7,-1.3196,40,1.50451,24,0.62579,13,-0.4185
ENSG00000081791,DELE1,23,0.60998,12,-0.4849,14,-0.2300,18,0.21903,15,-0.1452,16,0.00843,28,0.91182,8,-1.1135,12,-0.4805
ENSG00000013561,RNF14,37,-0.1047,31,-0.3633,22,-0.8652,47,0.26928,62,0.87926,35,-0.1944,31,-0.3866,33,-0.2768,34,-0.2507
ENSG00000113552,GNPDA1,40,-0.2795,19,-1.3886,28,-0.7995,45,-0.1020,74,0.83580,65,0.51117,48,0.02422,32,-0.6168,51,0.11316
ENSG00000131507,NDFIP1,415,-0.5668,272,-1.2094,463,-0.3953,823,0.53230,836,0.64624,449,-0.4445,703,0.26971,354,-0.8090,794,0.47220
ENSG00000113578,FGF1,107,1.80849,89,1.45602,21,-0.9225,57,0.65980,11,-1.9484,7,-2.4605,32,-0.2552,12,-1.7464,32,-0.2829
ENSG00000145819,ARHGAP26,54,-0.3120,46,-0.5555,60,-0.1669,79,0.28936,83,0.40848,90,0.48552,52,-0.3823,63,-0.0781,53,-0.3456
ENSG00000113580,NR3C1,53,0.58870,33,-0.1651,22,-0.8185,49,0.44049,40,0.14535,27,-0.5075,39,0.06669,27,-0.4702,40,0.13565
ENSG00000145817,YIPF5,27,-0.8990,32,-0.6074,49,0.03244,54,0.18572,64,0.52840,41,-0.2668,44,-0.1416,29,-0.7682,77,0.76950
ENSG00000183775,KCTD16,86,-0.6560,75,-0.8533,92,-0.5493,168,0.41248,185,0.66056,171,0.44589,79,-0.7780,131,0.00873,131,0.01113
ENSG00000133706,LARS,51,-0.1026,53,-0.0517,34,-0.7352,70,0.40590,52,-0.0935,67,0.31400,67,0.32064,45,-0.2968,56,0.03993
ENSG00000091009,RBM27,52,0.61622,27,-0.3968,19,-0.9256,55,0.70650,37,0.06746,47,0.46532,25,-0.5196,34,-0.0467,20,-0.8449
ENSG00000113649,TCERG1,32,-0.3969,31,-0.4487,30,-0.4750,59,0.58877,53,0.47050,54,0.45799,25,-0.7843,36,-0.2114,37,-0.1358
ENSG00000156475,PPP2R2B,133,-0.2319,80,-1.0104,118,-0.4233,144,-0.1021,173,0.20993,136,-0.1982,126,-0.3172,214,0.54147,242,0.74841
ENSG00000113657,DPYSL3,88,0.42528,73,0.11691,29,-1.2768,116,0.90158,67,-0.0015,21,-1.7842,81,0.28796,42,-0.7438,91,0.47963
ENSG00000176049,JAKMIP2,24,-0.6967,33,-0.2493,18,-1.1570,43,0.17714,50,0.50944,35,-0.1359,39,0.01084,38,-0.0072,53,0.51195
ENSG00000145868,FBXO38,7,-0.8325,5,-1.2445,11,-0.2008,19,0.60533,20,0.83176,16,0.36019,7,-0.8533,14,0.11702,8,-0.6648
ENSG00000173210,ABLIM3,11,-0.5764,10,-0.7723,17,0.01857,34,1.16668,8,-1.1340,10,-0.7865,30,0.97076,15,-0.1948,23,0.53523
ENSG00000164284,GRPEL2,7,-0.8492,12,0.09790,11,-0.0884,13,0.20206,13,0.22773,13,0.12131,14,0.24379,10,-0.2123,10,-0.1745
ENSG00000145882,PCYOX1L,16,-0.0593,7,-1.3691,13,-0.4162,22,0.48769,22,0.48572,14,-0.2480,22,0.49110,9,-0.9397,19,0.24090
ENSG00000113712,CSNK1A1,218,0.96572,99,-0.3359,80,-0.6570,150,0.33337,119,-0.0484,116,-0.0864,146,0.28281,96,-0.3868,80,-0.6684
ENSG00000113716,HMGXB3,16,0.38468,6,-1.0443,9,-0.5923,9,-0.4987,17,0.56133,16,0.37170,12,-0.1586,15,0.28778,10,-0.4441
ENSG00000182578,CSF1R,58,1.80661,35,0.89268,18,-0.1706,11,-0.9829,9,-1.3615,22,0.09172,25,0.35021,11,-0.9019,6,-1.7821
ENSG00000113721,PDGFRB,102,4.02162,14,-0.1382,12,-0.4423,2,-2.9219,1,-3.5006,5,-1.6666,7,-1.1302,7,-1.0877,3,-2.3449
ENSG00000011083,SLC6A7,20,-0.4232,4,-2.8022,11,-1.3237,31,0.31275,47,1.17052,10,-1.3699,23,-0.1572,16,-0.7484,49,1.07866
ENSG00000070808,CAMK2A,197,-0.9691,293,-0.3592,400,0.13641,315,-0.2449,403,0.16688,484,0.44805,374,0.02858,495,0.48592,311,-0.2623
ENSG00000070814,TCOF1,25,-0.2314,23,-0.3754,19,-0.6787,52,0.94877,34,0.26744,19,-0.6554,28,-0.0594,33,0.18166,26,-0.2095
ENSG00000019582,CD74,1515,3.29210,356,0.33079,201,-0.5803,110,-1.4860,65,-2.4029,206,-0.5434,115,-1.4234,195,-0.6231,75,-2.0646
ENSG00000164587,RPS14,1357,0.72334,1003,0.22114,964,0.15553,552,-0.7228,610,-0.6259,826,-0.0925,763,-0.2188,1073,0.33145,993,0.20481
ENSG00000070614,NDST1,17,-0.2399,34,0.82907,14,-0.5306,25,0.34914,23,0.21374,15,-0.4219,15,-0.4595,17,-0.2905,19,-0.0927
ENSG00000171992,SYNPO,93,-0.8386,117,-0.4939,223,0.54093,130,-0.3287,174,0.14890,271,0.87659,116,-0.5056,138,-0.2381,164,0.04438
ENSG00000086589,RBM22,52,0.52188,37,-0.0083,17,-1.2356,49,0.43622,35,-0.1085,42,0.19174,34,-0.1547,19,-1.0490,54,0.60566
ENSG00000132912,DCTN4,58,0.15717,46,-0.2280,38,-0.5235,67,0.37782,62,0.30017,24,-1.2109,64,0.31442,29,-0.8989,77,0.62626
ENSG00000211445,GPX3,75,2.64638,10,-0.8942,9,-0.9912,26,0.59144,15,-0.2873,1,-3.9384,10,-0.7983,8,-1.1076,9,-1.0573
ENSG00000145901,TNIP1,47,0.90896,23,-0.2537,13,-1.1275,25,-0.1079,19,-0.5607,24,-0.1675,31,0.22666,47,0.93059,20,-0.4440
ENSG00000197043,ANXA6,157,-0.0557,83,-1.0436,104,-0.6953,245,0.67347,221,0.57329,90,-0.9271,129,-0.3718,201,0.33924,177,0.13706
ENSG00000196743,GM2A,49,1.60352,29,0.68044,18,-0.0736,13,-0.5364,9,-1.2907,15,-0.3946,11,-0.7854,24,0.37207,14,-0.4999
ENSG00000113140,SPARC,568,2.64409,135,-0.0347,96,-0.5674,66,-1.1376,100,-0.5556,66,-1.1402,59,-1.3128,117,-0.2660,74,-0.9692
ENSG00000177556,ATOX1,157,-0.2123,133,-0.4729,152,-0.2646,118,-0.6634,201,0.20334,165,-0.1345,214,0.27595,226,0.36778,232,0.41154
ENSG00000145907,G3BP1,89,1.27330,38,-0.1409,26,-0.7487,44,0.08665,35,-0.3151,31,-0.4599,28,-0.5991,27,-0.6527,64,0.69854
ENSG00000155511,GRIA1,75,-0.6540,60,-1.0091,74,-0.6783,183,0.77867,122,0.12246,143,0.36482,181,0.76172,101,-0.1998,81,-0.5425
ENSG00000164576,SAP30L,15,-0.0938,19,0.29084,14,-0.2218,19,0.28354,13,-0.4198,11,-0.5553,29,0.93401,12,-0.4946,17,0.06265
ENSG00000155506,LARP1,106,-0.7750,142,-0.3193,104,-0.8007,308,0.94693,222,0.45113,94,-0.9576,181,0.06144,186,0.10283,177,0.02479
ENSG00000170271,FAXDC2,23,0.42590,49,1.77494,11,-0.7516,27,0.71190,14,-0.4265,6,-1.4501,14,-0.2975,10,-0.7964,7,-1.4229
ENSG00000155508,CNOT8,31,0.22596,21,-0.3899,13,-1.1321,23,-0.2705,31,0.26320,30,0.20379,42,0.71912,17,-0.6595,29,0.14848
ENSG00000082516,GEMIN5,14,0.35221,7,-0.6877,10,-0.1277,11,0.08827,10,-0.1071,6,-0.8066,16,0.60553,13,0.30797,11,-0.0055
ENSG00000082515,MRPL22,34,-0.0203,28,-0.3229,42,0.32973,27,-0.3846,38,0.16592,29,-0.2462,41,0.28051,32,-0.1072,35,0.02564
ENSG00000155868,MED7,14,-0.3472,10,-0.7962,11,-0.6504,13,-0.3883,12,-0.5551,13,-0.3856,35,1.14841,28,0.77099,23,0.48252
ENSG00000055163,CYFIP2,231,-0.4080,157,-0.9991,245,-0.3184,372,0.35370,375,0.41738,302,0.01507,243,-0.3287,379,0.38203,314,0.07717
ENSG00000172568,FNDC9,3,-2.4770,2,-3.0487,13,-0.3383,5,-1.6972,24,0.75541,41,1.58373,8,-1.0713,18,0.15764,24,0.62347
ENSG00000155858,LSM11,15,-0.4879,9,-1.2540,15,-0.5331,49,1.45271,27,0.46852,14,-0.6511,9,-1.3041,17,-0.3166,27,0.42110
