Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to9,Feature log2 fold change topic 5to9
ENSG00000065526,SPEN,25,0.15186,27,0.25703,21,-0.2473
ENSG00000116809,ZBTB17,18,0.14049,24,0.54995,15,-0.3796
ENSG00000185519,FAM131C,21,0.35770,24,0.44960,15,-0.5318
ENSG00000055070,SZRD1,19,-0.4974,55,1.37890,22,-0.3616
ENSG00000058453,CROCC,21,0.56111,18,0.19059,13,-0.6077
ENSG00000159363,ATP13A2,237,0.68572,196,0.16289,137,-0.7198
ENSG00000117118,SDHB,75,0.16851,59,-0.2665,69,-0.0551
ENSG00000117115,PADI2,11,-1.7002,128,2.87211,20,-0.9745
ENSG00000179051,RCC2,18,0.35842,23,0.61685,13,-0.6200
ENSG00000074964,ARHGEF10L,20,0.18998,26,0.58499,15,-0.4438
ENSG00000117154,IGSF21,75,0.31584,85,0.43165,55,-0.4830
ENSG00000159423,ALDH4A1,13,-1.5445,55,0.96077,37,0.62209
ENSG00000127463,EMC1,34,0.53531,37,0.52851,20,-0.7457
ENSG00000053372,MRTO4,48,0.56839,43,0.20009,30,-0.6191
ENSG00000053371,AKR7A2,25,-0.1662,35,0.40645,27,-0.0345
ENSG00000077549,CAPZB,232,0.51021,192,0.05504,157,-0.5002
ENSG00000173436,MICOS10,265,-0.2844,309,0.02815,326,0.23841
ENSG00000158747,NBL1,231,-0.0547,338,0.58971,221,-0.2254
ENSG00000162545,CAMK2N1,1056,0.61331,384,-1.1720,752,-0.2408
ENSG00000090432,MUL1,36,0.63563,35,0.41321,21,-0.7869
ENSG00000183114,FAM43B,10,-1.7019,53,1.17999,31,0.54636
ENSG00000158828,PINK1,499,0.35577,340,-0.3608,400,-0.2000
ENSG00000244038,DDOST,30,0.80567,34,0.77213,14,-1.1663
ENSG00000117245,KIF17,27,-0.0625,23,-0.2595,29,0.15372
ENSG00000189410,SH2D5,49,0.59132,32,-0.2509,32,-0.4646
ENSG00000127483,HP1BP3,122,0.36577,131,0.38930,87,-0.5098
ENSG00000075151,EIF4G3,141,0.82031,71,-0.5430,82,-0.5992
ENSG00000117298,ECE1,17,-0.4825,53,1.54393,18,-0.4991
ENSG00000162551,ALPL,5,-2.3161,46,1.55350,22,0.51025
ENSG00000076864,RAP1GAP,250,0.65620,200,0.09212,150,-0.6597
ENSG00000090686,USP48,37,0.52991,25,-0.2224,25,-0.4144
ENSG00000070831,CDC42,277,0.59947,233,0.13556,173,-0.6217
ENSG00000173372,C1QA,8,-1.5700,74,2.64444,14,-0.8043
ENSG00000173369,C1QB,4,-2.3101,59,2.23601,17,-0.1034
ENSG00000004487,KDM1A,109,0.98579,72,-0.0298,51,-0.9468
ENSG00000169641,LUZP1,39,0.11069,35,-0.0820,36,-0.0685
ENSG00000125944,HNRNPR,86,0.00548,108,0.37414,81,-0.1694
ENSG00000125945,ZNF436,33,1.52977,5,-2.0186,12,-1.0325
ENSG00000142676,RPL11,277,-0.8681,739,0.91908,459,0.22588
ENSG00000057757,PITHD1,274,0.43057,160,-0.5572,212,-0.2115
ENSG00000011009,LYPLA2,76,0.58199,71,0.30457,47,-0.6804
ENSG00000117305,HMGCL,15,-0.3815,27,0.63152,18,0.02842
ENSG00000189266,PNRC2,35,0.61299,18,-0.6342,23,-0.3673
ENSG00000188529,SRSF10,57,0.58120,37,-0.3038,38,-0.4367
ENSG00000001461,NIPAL3,65,0.33026,85,0.68730,45,-0.6320
ENSG00000133226,SRRM1,31,0.18182,32,0.15628,27,-0.2305
ENSG00000169504,CLIC4,5,-2.1806,54,2.15190,16,-0.0700
ENSG00000117614,SYF2,38,0.14176,41,0.20104,34,-0.2131
ENSG00000117616,RSRP1,54,0.44316,59,0.45000,36,-0.6145
ENSG00000183726,TMEM50A,69,0.70387,55,0.12531,39,-0.7217
ENSG00000204178,MACO1,20,-0.0978,28,0.49359,20,-0.1375
ENSG00000117643,MAN1C1,40,1.34830,9,-1.5234,17,-0.9173
ENSG00000162430,SELENON,46,-0.0099,70,0.69229,42,-0.3210
ENSG00000117640,MTFR1L,75,0.07077,74,0.01656,71,-0.0706
ENSG00000117632,STMN1,1165,0.21644,1135,0.11673,976,-0.2458
ENSG00000158008,EXTL1,64,0.31900,99,0.96993,42,-0.7924
ENSG00000142684,ZNF593,55,-0.1098,83,0.57891,55,-0.1715
ENSG00000142669,SH3BGRL3,252,-0.2608,364,0.40433,289,0.04718
ENSG00000158062,UBXN11,29,0.23145,24,-0.1134,25,-0.1686
ENSG00000117682,DHDDS,21,0.07668,18,-0.2323,21,0.01767
ENSG00000198830,HMGN2,80,-0.5093,166,0.81432,103,0.02508
ENSG00000117713,ARID1A,56,0.62399,32,-0.4516,37,-0.4313
ENSG00000204160,ZDHHC18,45,0.70495,20,-0.8156,29,-0.4105
ENSG00000090273,NUDC,147,0.05507,166,0.23657,137,-0.1499
ENSG00000253368,TRNP1,75,0.32701,40,-0.7712,64,-0.0539
ENSG00000090020,SLC9A1,58,1.42171,18,-1.0016,22,-1.0979
ENSG00000142784,WDTC1,36,-0.3199,46,0.17298,44,0.20608
ENSG00000186501,TMEM222,99,0.41858,132,0.79346,62,-0.7796
ENSG00000158195,WASF2,10,-1.1011,69,2.41792,14,-0.8440
ENSG00000126705,AHDC1,56,0.63073,46,0.12888,34,-0.6499
ENSG00000126709,IFI6,119,0.00687,174,0.62696,108,-0.2999
ENSG00000117758,STX12,101,0.01574,124,0.33916,96,-0.1619
ENSG00000117751,PPP1R8,21,0.14616,23,0.27452,18,-0.2500
ENSG00000117748,RPA2,43,0.52127,42,0.34364,27,-0.6388
ENSG00000126698,DNAJC8,98,0.23217,106,0.28818,79,-0.3359
ENSG00000130770,ATP5IF1,492,0.18559,276,-0.7776,463,0.08196
ENSG00000180098,TRNAU1AP,19,0.40091,26,0.81457,12,-0.7750
ENSG00000198492,YTHDF2,95,0.62306,69,-0.0775,60,-0.5588
ENSG00000116350,SRSF4,48,0.18617,71,0.79912,36,-0.5605
ENSG00000116353,MECR,46,0.38956,46,0.30954,32,-0.4947
ENSG00000060656,PTPRU,12,-1.4149,56,1.38604,27,0.23809
ENSG00000162511,LAPTM5,7,-1.9363,58,1.90931,20,0.05496
ENSG00000162512,SDC3,160,0.62084,103,-0.2723,104,-0.4863
ENSG00000134644,PUM1,149,0.33124,137,0.10407,115,-0.3483
ENSG00000060688,SNRNP40,23,0.03776,34,0.61961,21,-0.3235
ENSG00000121766,ZCCHC17,152,0.50417,83,-0.6214,112,-0.2645
ENSG00000121769,FABP3,363,0.63844,144,-1.0235,251,-0.2965
ENSG00000162517,PEF1,115,0.50179,83,-0.1679,81,-0.4064
ENSG00000084636,COL16A1,31,-0.8572,122,1.60911,45,-0.2778
ENSG00000121753,ADGRB2,400,0.44855,278,-0.2704,296,-0.3189
ENSG00000184007,PTP4A2,121,-0.4529,296,1.15046,140,-0.2339
ENSG00000121774,KHDRBS1,114,0.57692,88,-0.0102,74,-0.5394
ENSG00000121775,TMEM39B,24,0.85064,35,1.26897,9,-1.5832
ENSG00000025800,KPNA6,44,1.03154,15,-1.0138,23,-0.6918
ENSG00000084652,TXLNA,42,0.85663,22,-0.4865,23,-0.6527
ENSG00000084623,EIF3I,163,0.55181,123,-0.0602,108,-0.4952
ENSG00000175130,MARCKSL1,135,-0.8652,541,1.68471,188,-0.3336
ENSG00000160058,BSDC1,63,-0.0628,62,-0.0828,67,0.08886
ENSG00000176261,ZBTB8OS,40,0.30806,13,-1.5526,36,0.12472
ENSG00000162521,RBBP4,100,0.40528,108,0.42810,69,-0.5668
ENSG00000162522,KIAA1522,19,0.24164,11,-0.6742,17,0.00157
ENSG00000134684,YARS,124,0.69705,61,-0.6515,79,-0.4455
ENSG00000160097,FNDC5,17,-0.5040,26,0.31145,23,0.29344
ENSG00000121905,HPCA,296,0.28778,237,-0.1519,244,-0.2073
ENSG00000121900,TMEM54,37,-0.0885,48,0.34322,38,-0.0714
ENSG00000116514,RNF19B,24,0.77873,11,-0.7009,14,-0.5134
ENSG00000004455,AK2,13,-0.5775,30,0.83729,18,0.06391
ENSG00000142920,AZIN2,29,0.81840,27,0.46193,14,-1.0004
ENSG00000160094,ZNF362,21,0.66684,22,0.51330,11,-0.8704
ENSG00000134686,PHC2,80,0.43333,72,0.13106,57,-0.4573
ENSG00000163866,SMIM12,65,0.41563,39,-0.4865,50,-0.2180
ENSG00000116544,DLGAP3,75,-0.0781,86,0.15964,78,0.00306
ENSG00000116560,SFPQ,128,0.24052,168,0.62739,97,-0.5137
ENSG00000146463,ZMYM4,41,0.96700,16,-0.8086,21,-0.6750
ENSG00000142687,KIAA0319L,62,0.41380,47,-0.1447,46,-0.3298
ENSG00000020129,NCDN,782,0.76567,454,-0.3578,461,-0.6018
ENSG00000126067,PSMB2,149,0.64516,142,0.36891,86,-0.7746
ENSG00000142686,C1orf216,150,0.52369,90,-0.4483,107,-0.3342
ENSG00000092847,AGO1,31,0.21538,40,0.59317,24,-0.4717
ENSG00000116863,ADPRHL2,30,0.60309,24,0.03700,19,-0.5841
ENSG00000054116,TRAPPC3,69,0.87594,24,-1.0546,40,-0.5258
ENSG00000116871,MAP7D1,213,0.38906,148,-0.3030,165,-0.2508
ENSG00000054118,THRAP3,59,0.10649,90,0.79899,47,-0.4869
ENSG00000181817,LSM10,39,-0.3291,31,-0.6357,53,0.51343
ENSG00000116885,OSCP1,36,1.39942,14,-0.6377,13,-1.1717
ENSG00000116898,MRPS15,49,0.12700,34,-0.4734,47,0.05078
ENSG00000163873,GRIK3,19,-1.0978,54,0.82988,37,0.43866
ENSG00000163875,MEAF6,109,0.34355,58,-0.7414,91,-0.0774
ENSG00000183317,EPHA10,35,1.12279,7,-1.7950,18,-0.6466
ENSG00000185090,MANEAL,75,0.84407,29,-0.9340,44,-0.5208
ENSG00000197982,C1orf122,157,-0.5200,257,0.39785,218,0.26341
ENSG00000183431,SF3A3,43,0.38979,55,0.69493,28,-0.6939
ENSG00000183520,UTP11,31,0.36245,25,-0.0482,23,-0.3169
ENSG00000116954,RRAGC,59,1.21104,51,0.55535,20,-1.4876
ENSG00000174574,AKIRIN1,83,0.18304,70,-0.1418,74,-0.1130
ENSG00000168653,NDUFS5,648,-0.0591,591,-0.1930,692,0.12684
ENSG00000127603,MACF1,94,-0.0187,151,0.79114,83,-0.3697
ENSG00000090621,PABPC4,53,-0.0382,65,0.30000,52,-0.0954
ENSG00000116983,HPCAL4,390,0.24460,340,-0.0438,327,-0.2073
ENSG00000084072,PPIE,32,-0.3921,69,0.95244,37,-0.1524
ENSG00000168389,MFSD2A,20,-0.5658,55,1.24278,25,-0.2109
ENSG00000131236,CAP1,150,0.52810,125,0.07944,100,-0.5278
ENSG00000131238,PPT1,95,0.42350,41,-1.0115,77,-0.0893
ENSG00000084073,ZMPSTE24,38,1.18480,19,-0.3679,16,-1.0299
ENSG00000049089,COL9A2,7,-1.2767,40,1.89440,12,-0.2545
ENSG00000084070,SMAP2,183,0.40549,125,-0.3213,141,-0.2604
ENSG00000117016,RIMS3,75,0.32236,68,0.06775,58,-0.3249
ENSG00000066136,NFYC,45,0.87267,28,-0.1902,24,-0.7680
ENSG00000179862,CITED4,22,0.88719,10,-0.7017,12,-0.6221
ENSG00000127124,HIVEP3,21,0.31984,23,0.42398,15,-0.4830
ENSG00000198815,FOXJ3,78,0.74683,41,-0.5151,47,-0.5339
ENSG00000177181,RIMKLA,37,0.30341,22,-0.6059,31,-0.0759
ENSG00000127125,PPCS,47,-0.1862,60,0.26453,52,0.05039
ENSG00000171960,PPIH,17,0.17011,19,0.32969,14,-0.2976
ENSG00000065978,YBX1,42,-0.3094,76,0.75801,47,-0.1021
ENSG00000164008,C1orf50,21,0.15020,18,-0.1057,19,-0.0960
ENSG00000177868,SVBP,31,-0.0475,54,0.90218,27,-0.4109
ENSG00000117394,SLC2A1,37,-0.9140,154,1.68949,53,-0.3048
ENSG00000117395,EBNA1BP2,65,0.05728,51,-0.3373,65,0.07149
ENSG00000066322,ELOVL1,3,-2.9619,122,3.72660,12,-1.4334
ENSG00000159479,MED8,17,-0.2416,13,-0.5694,22,0.41574
ENSG00000178922,HYI,12,-0.8556,45,1.56943,17,-0.2473
ENSG00000142949,PTPRF,165,0.99620,77,-0.5573,83,-0.7735
ENSG00000066135,KDM4A,28,1.34970,16,-0.0672,10,-1.3234
ENSG00000126091,ST3GAL3,62,0.50242,34,-0.5834,45,-0.2735
ENSG00000117408,IPO13,55,-0.1501,104,0.94971,53,-0.3513
ENSG00000117410,ATP6V0B,756,0.82928,425,-0.3700,425,-0.6619
ENSG00000117411,B4GALT2,73,-0.2212,103,0.39520,81,0.01812
ENSG00000159214,CCDC24,19,0.31093,28,0.86246,13,-0.7167
ENSG00000178028,DMAP1,73,0.62092,83,0.65768,40,-0.9032
ENSG00000117419,ERI3,217,0.07038,238,0.20762,200,-0.1509
ENSG00000187147,RNF220,124,0.16130,119,0.05167,109,-0.1678
ENSG00000142937,RPS8,538,-0.5877,989,0.52958,773,0.24806
ENSG00000070785,EIF2B3,47,1.25625,22,-0.3963,19,-1.0960
ENSG00000126107,HECTD3,20,0.17545,24,0.42564,16,-0.3487
ENSG00000126088,UROD,87,0.15476,84,0.06165,77,-0.1658
ENSG00000117450,PRDX1,268,-0.1238,390,0.52067,273,-0.1288
ENSG00000117448,AKR1A1,34,-0.0890,53,0.63760,33,-0.2213
ENSG00000132780,NASP,18,-0.4861,36,0.73783,23,0.05204
ENSG00000159592,GPBP1L1,35,0.13749,49,0.66335,28,-0.4379
ENSG00000086015,MAST2,21,-0.6780,56,1.11858,29,-0.0415
ENSG00000085998,POMGNT1,71,0.46703,64,0.16562,49,-0.5048
ENSG00000132128,LRRC41,63,0.63356,62,0.42611,36,-0.7913
ENSG00000173660,UQCRH,463,0.14931,268,-0.7561,447,0.11048
ENSG00000117480,FAAH,61,0.78149,61,0.54236,30,-1.0050
ENSG00000079277,MKNK1,33,1.15354,18,-0.1673,14,-1.0696
ENSG00000123472,ATPAF1,119,0.10547,80,-0.5520,117,0.09450
ENSG00000159658,EFCAB14,27,-0.6699,92,1.55465,34,-0.3663
ENSG00000186377,CYP4X1,30,1.61436,5,-1.8053,10,-1.1483
ENSG00000162368,CMPK1,110,0.08110,118,0.17769,101,-0.1475
ENSG00000162373,BEND5,35,0.79377,16,-0.6575,21,-0.5401
ENSG00000162374,ELAVL4,182,0.83091,53,-1.3830,112,-0.4169
ENSG00000185104,FAF1,32,0.43978,34,0.40634,22,-0.5895
ENSG00000123091,RNF11,505,0.13586,331,-0.5712,485,0.07186
ENSG00000085832,EPS15,162,0.16375,149,-0.0139,143,-0.1437
ENSG00000078618,NRDC,91,0.71311,43,-0.6769,57,-0.4545
ENSG00000169213,RAB3B,133,0.28658,79,-0.6264,115,-0.0541
ENSG00000117862,TXNDC12,22,0.41075,15,-0.2936,17,-0.2747
ENSG00000134717,BTF3L4,67,0.35375,64,0.17226,50,-0.3987
ENSG00000157077,ZFYVE9,34,0.93756,23,-0.0245,16,-0.8986
ENSG00000162377,COA7,20,0.13476,13,-0.5738,19,0.07367
ENSG00000162378,ZYG11B,177,0.59947,107,-0.3850,118,-0.4281
ENSG00000116171,SCP2,64,0.18159,63,0.11286,55,-0.2118
ENSG00000162384,CZIB,61,0.00984,71,0.27277,58,-0.1257
ENSG00000162385,MAGOH,29,0.12396,39,0.57244,24,-0.3763
ENSG00000157193,LRP8,33,-0.8893,86,0.86415,56,0.27562
ENSG00000058799,YIPF1,37,0.91118,24,-0.0802,18,-0.8490
ENSG00000081870,HSPB11,32,0.29044,25,-0.1482,26,-0.2111
ENSG00000116209,TMEM59,175,0.68071,143,0.14462,102,-0.7067
ENSG00000116221,MRPL37,81,0.64310,61,-0.0147,50,-0.6031
ENSG00000157216,SSBP3,194,0.22774,215,0.34000,155,-0.3559
ENSG00000116133,DHCR24,376,1.37995,203,-0.1396,132,-1.3264
ENSG00000162402,USP24,35,0.75295,32,0.36878,18,-0.8845
ENSG00000162407,PLPP3,21,-1.5379,150,2.07681,44,-0.2766
ENSG00000162409,PRKAA2,47,0.87111,18,-0.9297,27,-0.5489
ENSG00000173406,DAB1,29,1.62909,0,-4.2158,11,-0.9915
ENSG00000162601,MYSM1,30,1.05435,12,-0.7659,15,-0.7751
ENSG00000177606,JUN,114,1.62403,23,-1.5523,39,-1.1983
ENSG00000134709,HOOK1,29,0.89696,6,-1.8814,17,-0.4083
ENSG00000162599,NFIA,18,-1.9605,137,1.60145,61,0.33042
ENSG00000162604,TM2D1,69,0.35126,72,0.32449,50,-0.4650
ENSG00000162607,USP1,23,0.39678,38,1.13498,13,-0.9815
ENSG00000079739,PGM1,22,-0.3821,18,-0.6171,32,0.55454
ENSG00000158966,CACHD1,21,0.48713,23,0.46418,14,-0.6647
ENSG00000162434,JAK1,99,1.04826,45,-0.5651,48,-0.8247
ENSG00000162433,AK4,47,-0.2076,79,0.69679,49,-0.1522
ENSG00000116675,DNAJC6,510,0.77964,324,-0.2070,292,-0.6674
ENSG00000213625,LEPROT,12,-0.7769,27,0.67966,20,0.30701
ENSG00000184588,PDE4B,57,0.63860,38,-0.2273,36,-0.5194
ENSG00000118473,SGIP1,107,0.80621,62,-0.3271,61,-0.6527
ENSG00000142864,SERBP1,92,0.17430,66,-0.4179,85,-0.0105
ENSG00000116729,WLS,54,-0.2334,85,0.57833,59,-0.0654
ENSG00000033122,LRRC7,98,1.03277,47,-0.4934,48,-0.8304
ENSG00000066557,LRRC40,31,1.11009,17,-0.2272,13,-1.0010
ENSG00000116754,SRSF11,88,0.27790,96,0.34377,68,-0.4046
ENSG00000118454,ANKRD13C,34,0.27669,33,0.13264,27,-0.3089
ENSG00000132485,ZRANB2,93,0.42929,85,0.16621,66,-0.4685
ENSG00000172260,NEGR1,161,0.82081,107,-0.0995,87,-0.7489
ENSG00000178965,ERICH3,55,1.02432,28,-0.4196,27,-0.8450
ENSG00000117054,ACADM,34,1.07613,13,-0.7664,16,-0.7973
ENSG00000137955,RABGGTB,27,-0.3060,45,0.61169,31,-0.0227
ENSG00000117069,ST6GALNAC5,101,2.07328,4,-3.5724,27,-1.4645
ENSG00000142892,PIGK,32,0.14417,76,1.60305,20,-1.0966
ENSG00000154027,AK5,509,0.61081,348,-0.1916,330,-0.5046
ENSG00000036549,AC118549.1,20,0.29140,24,0.51385,15,-0.5014
ENSG00000077254,USP33,99,0.56193,34,-1.2570,74,-0.1738
ENSG00000180488,MIGA1,76,0.32043,81,0.34341,57,-0.4446
ENSG00000162613,FUBP1,57,0.91553,38,-0.0607,29,-0.8612
ENSG00000162616,DNAJB4,41,0.33421,30,-0.2544,33,-0.2150
ENSG00000117114,ADGRL2,41,0.90649,7,-2.1359,25,-0.3880
ENSG00000137941,TTLL7,101,0.74803,103,0.55157,51,-0.9750
ENSG00000142875,PRKACB,430,0.88382,199,-0.6442,239,-0.6343
ENSG00000117133,RPF1,17,-0.3020,36,1.00053,18,-0.2561
ENSG00000174021,GNG5,24,-0.8953,51,0.46785,44,0.51282
ENSG00000117155,SSX2IP,104,0.79521,23,-1.8004,67,-0.3174
ENSG00000162642,C1orf52,86,0.74976,43,-0.5848,53,-0.5165
ENSG00000153904,DDAH1,145,-0.8286,427,1.13418,224,0.05539
ENSG00000117174,ZNHIT6,25,0.05511,31,0.35070,23,-0.2027
ENSG00000122417,ODF2L,39,1.45716,9,-1.3778,15,-1.0555
ENSG00000097033,SH3GLB1,28,0.06748,51,1.07952,22,-0.6276
ENSG00000183291,SELENOF,77,0.43298,70,0.15831,54,-0.4686
ENSG00000153936,HS2ST1,42,0.19044,44,0.22758,35,-0.2697
ENSG00000143013,LMO4,626,0.34590,292,-0.9590,533,-0.0264
ENSG00000137947,GTF2B,32,0.61559,10,-1.4073,23,-0.1994
ENSG00000137944,KYAT3,31,0.35860,31,0.27715,23,-0.4501
ENSG00000197147,LRRC8B,149,1.48431,45,-0.9951,54,-1.1655
ENSG00000171492,LRRC8D,56,1.06286,28,-0.4214,26,-0.8844
ENSG00000162664,ZNF326,26,0.42692,31,0.59925,17,-0.6768
ENSG00000233593,LINC02609,61,1.43852,11,-1.7881,25,-0.9693
ENSG00000122482,ZNF644,19,0.14241,28,0.75678,15,-0.4952
ENSG00000172031,EPHX4,32,1.56962,0,-4.4522,13,-0.9256
ENSG00000189195,BTBD8,105,1.02779,44,-0.6917,52,-0.7677
ENSG00000067208,EVI5,16,-0.2514,29,0.76473,17,-0.1541
ENSG00000122406,RPL5,367,-0.1347,496,0.39435,384,-0.0558
ENSG00000154511,DIPK1A,48,0.76260,28,-0.3329,28,-0.6069
ENSG00000117500,TMED5,19,0.00738,41,1.26439,15,-0.7015
ENSG00000117505,DR1,53,0.11448,48,-0.0874,50,-0.0700
ENSG00000137942,FNBP1L,19,0.04937,42,1.37231,14,-0.8200
ENSG00000067334,DNTTIP2,34,0.22275,32,0.07280,28,-0.2334
ENSG00000023909,GCLM,21,0.47982,16,-0.1322,15,-0.3981
