Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000197530,MIB2,38,-0.3661,54,0.33119,38,-0.4381,47,-0.0175,60,0.36627
ENSG00000189339,SLC35E2B,17,-0.4075,25,0.32481,23,0.08411,17,-0.4223,17,-0.3789
ENSG00000215790,SLC35E2A,18,-0.7335,28,-0.1227,33,0.26156,16,-0.8858,48,0.79342
ENSG00000008130,NADK,24,-0.0564,19,-0.5537,20,-0.4758,58,1.43474,31,0.35715
ENSG00000078369,GNB1,405,-0.3327,496,-0.0182,548,0.19390,426,-0.2548,539,0.12122
ENSG00000187730,GABRD,90,-1.0157,148,-0.3646,219,0.51241,210,0.31481,184,0.09295
ENSG00000067606,PRKCZ,139,-0.7033,246,0.30601,224,0.06228,199,-0.1367,181,-0.2886
ENSG00000162585,FAAP20,64,0.64811,44,0.09209,37,-0.2835,38,-0.1697,37,-0.2403
ENSG00000157933,SKI,41,0.38870,24,-0.6691,32,-0.0200,53,0.81754,38,0.25045
ENSG00000157916,RER1,33,-0.8781,54,-0.1541,65,0.24873,85,0.61628,49,-0.2507
ENSG00000157911,PEX10,37,0.38357,26,-0.2372,20,-0.7306,50,0.91726,39,0.47098
ENSG00000149527,PLCH2,32,0.03973,32,0.08600,36,0.33957,26,-0.2571,14,-1.1905
ENSG00000157881,PANK4,10,-0.9475,18,-0.0927,17,-0.1793,28,0.64369,26,0.53153
ENSG00000157870,PRXL2B,64,0.10292,49,-0.4691,57,-0.0875,90,0.66925,78,0.43720
ENSG00000177133,PRDM16-DT,43,0.82949,20,-0.5276,18,-0.6906,61,1.46164,19,-0.4598
ENSG00000158109,TPRG1L,108,-1.0110,199,-0.1007,252,0.42099,215,0.05860,199,-0.0639
ENSG00000116213,WRAP73,11,-0.3439,10,-0.6744,17,0.58807,13,0.02096,18,0.44937
ENSG00000130764,LRRC47,46,-0.6331,50,-0.6843,101,0.86404,74,0.10722,65,-0.0849
ENSG00000196581,AJAP1,18,-1.2487,39,-0.0732,42,0.09284,56,0.53497,46,0.22732
ENSG00000069424,KCNAB2,259,-0.1186,302,0.19860,241,-0.2907,374,0.47727,224,-0.3475
ENSG00000116254,CHD5,88,-0.8030,150,0.04393,156,0.12194,130,-0.1981,186,0.38171
ENSG00000116251,RPL22,639,0.42243,603,0.52366,375,-0.5325,321,-0.6726,430,-0.2165
ENSG00000116237,ICMT,24,-0.3889,25,-0.5247,34,0.19183,49,0.73138,38,0.30558
ENSG00000158292,GPR153,13,-0.2653,15,-0.0725,15,-0.0754,27,0.85396,11,-0.5397
ENSG00000097021,ACOT7,147,-1.0832,254,-0.3479,425,0.82413,220,-0.4649,297,0.00792
ENSG00000215788,TNFRSF25,13,-0.9073,14,-1.1497,27,0.17877,36,0.63452,59,1.50115
ENSG00000171680,PLEKHG5,18,-1.1365,35,-0.1654,37,-0.0208,51,0.48715,56,0.63715
ENSG00000162408,NOL9,30,0.00812,28,-0.1861,35,0.30804,36,0.27905,19,-0.6867
ENSG00000162413,KLHL21,22,-0.5636,27,-0.3800,31,-0.0418,55,0.89073,41,0.38302
ENSG00000116273,PHF13,14,-0.1982,10,-0.9716,19,0.45956,29,1.02167,16,0.04957
ENSG00000041988,THAP3,16,-0.3152,22,0.21191,22,0.27382,6,-1.6887,21,0.11918
ENSG00000007923,DNAJC11,29,-0.3348,37,0.09593,34,-0.1018,32,-0.1475,45,0.38117
ENSG00000171735,CAMTA1,180,-0.1138,173,-0.2574,230,0.37704,156,-0.3360,213,0.15910
ENSG00000049245,VAMP3,42,1.22683,17,-0.4328,17,-0.3697,18,-0.1872,25,0.36307
ENSG00000049246,PER3,25,-0.3639,18,-1.1427,42,0.67162,55,0.92417,34,0.13560
ENSG00000116288,PARK7,372,-0.1570,373,-0.2203,406,-0.0184,466,0.20705,551,0.48295
ENSG00000116285,ERRFI1,8,-1.0159,17,0.05502,21,0.49891,15,-0.1653,12,-0.5314
ENSG00000162426,SLC45A1,15,-1.3955,37,0.01340,47,0.52606,30,-0.3161,35,-0.1041
ENSG00000142599,RERE,73,-0.5525,76,-0.6876,137,0.60623,132,0.38876,120,0.22611
ENSG00000074800,ENO1,399,0.25387,269,-0.5334,365,0.14063,463,0.50057,378,0.16765
ENSG00000171612,SLC25A33,67,1.36408,18,-1.0738,35,0.30479,32,0.09821,25,-0.2652
ENSG00000171603,CLSTN1,433,-0.8873,622,-0.4646,1061,0.73675,751,-0.0281,785,0.04301
ENSG00000178585,CTNNBIP1,23,-0.1700,28,0.13200,34,0.55349,12,-1.2282,15,-0.8898
ENSG00000162441,LZIC,28,-0.1538,26,-0.3738,39,0.53813,37,0.28871,20,-0.6440
ENSG00000130939,UBE4B,20,-0.7567,33,-0.0279,46,0.69651,28,-0.2656,16,-1.1251
ENSG00000054523,KIF1B,195,-0.3287,230,-0.1059,278,0.30477,278,0.23250,179,-0.4628
ENSG00000142657,PGD,46,-0.1142,40,-0.4265,67,0.68247,52,0.08216,30,-0.7351
ENSG00000241563,CORT,18,-1.3240,52,0.43056,61,0.74493,11,-2.0406,17,-1.4176
ENSG00000160049,DFFA,28,-0.1517,34,0.22666,31,0.04487,26,-0.2479,24,-0.3789
ENSG00000142655,PEX14,18,-0.5164,18,-0.7151,29,0.23435,37,0.57606,42,0.79716
ENSG00000120948,TARDBP,57,-0.2635,41,-1.0350,93,0.69597,68,0.00591,109,0.77389
ENSG00000116649,SRM,103,-0.0122,95,-0.2134,103,-0.0214,135,0.41373,115,0.15166
ENSG00000171824,EXOSC10,12,-0.9888,26,0.32913,25,0.19774,19,-0.3001,18,-0.3757
ENSG00000198793,MTOR,27,-0.6286,41,0.01608,52,0.50947,29,-0.5151,32,-0.3689
ENSG00000116661,FBXO2,414,0.82817,247,-0.0417,215,-0.3104,259,0.04997,206,-0.3119
ENSG00000132879,FBXO44,111,-0.7545,155,-0.3532,214,0.35922,173,-0.0704,262,0.60846
ENSG00000116670,MAD2L2,26,0.01316,24,-0.1702,21,-0.3837,36,0.51597,37,0.58412
ENSG00000177000,MTHFR,16,-0.2902,17,-0.3074,21,0.16293,21,0.14096,26,0.46803
ENSG00000011021,CLCN6,48,-0.0274,35,-0.6787,69,0.79498,45,-0.1286,43,-0.1865
ENSG00000116685,KIAA2013,15,-1.1512,22,-0.7995,45,0.74367,49,0.68726,34,0.09159
ENSG00000083444,PLOD1,33,0.23684,17,-1.0842,39,0.68792,44,0.71081,23,-0.3013
ENSG00000116688,MFN2,56,-0.5688,70,-0.3201,101,0.50356,58,-0.4939,105,0.44171
ENSG00000116691,MIIP,14,-0.4199,13,-0.7659,24,0.55037,18,-0.0487,29,0.76763
ENSG00000048707,VPS13D,32,-0.5064,40,-0.2049,54,0.44724,29,-0.6310,55,0.36597
ENSG00000162496,DHRS3,36,1.02997,15,-0.5367,13,-0.7511,45,1.46365,12,-0.7323
ENSG00000116731,PRDM2,52,-0.4429,64,-0.1899,81,0.32882,81,0.25360,61,-0.1912
ENSG00000189337,KAZN,21,-0.7222,33,-0.0170,44,0.60787,31,-0.1126,17,-1.0344
ENSG00000142634,EFHD2,37,-1.2023,91,0.26831,127,1.00687,20,-2.1263,17,-2.3692
ENSG00000116138,DNAJC16,15,-0.6573,12,-1.2583,32,0.74580,22,-0.0660,47,1.18903
ENSG00000197312,DDI2,16,-0.3061,15,-0.5390,26,0.64455,21,0.15352,18,-0.1355
ENSG00000116786,PLEKHM2,91,-0.1892,119,0.37592,89,-0.2958,77,-0.4573,117,0.20757
ENSG00000065526,SPEN,27,-0.1135,30,0.00612,28,-0.0908,44,0.64985,21,-0.5518
ENSG00000116809,ZBTB17,14,-0.4011,16,-0.2573,17,-0.1093,38,1.25668,13,-0.5571
ENSG00000037637,FBXO42,23,0.58710,10,-0.8888,17,0.19326,24,0.68435,18,0.18109
ENSG00000055070,SZRD1,29,0.23273,25,0.02543,18,-0.5587,32,0.40532,31,0.38376
ENSG00000159363,ATP13A2,105,-0.5274,150,0.06284,170,0.31513,108,-0.4819,141,-0.0575
ENSG00000117118,SDHB,78,-0.0929,77,-0.1840,92,0.21236,78,-0.1021,92,0.15727
ENSG00000117115,PADI2,45,0.80564,31,0.24477,18,-0.7619,27,-0.0134,26,-0.0795
ENSG00000117154,IGSF21,24,-1.4863,64,-0.0007,89,0.75287,50,-0.3713,40,-0.7118
ENSG00000159423,ALDH4A1,60,0.97035,27,-0.4784,19,-1.0621,84,1.59727,25,-0.4405
ENSG00000127463,EMC1,19,-0.5853,25,-0.2622,36,0.60518,32,0.24054,17,-0.7223
ENSG00000053372,MRTO4,25,-0.4710,31,-0.1841,36,0.10998,50,0.62479,32,-0.1077
ENSG00000053371,AKR7A2,49,0.31200,44,0.18520,33,-0.4294,49,0.28261,35,-0.2189
ENSG00000077549,CAPZB,140,-0.4191,169,-0.1770,215,0.35312,176,-0.0516,185,0.02793
ENSG00000173436,MICOS10,284,-0.1482,356,0.33748,291,-0.1401,268,-0.2388,267,-0.2473
ENSG00000158747,NBL1,187,-0.1217,185,-0.1965,205,0.03235,228,0.19690,246,0.32062
ENSG00000169914,OTUD3,17,0.31051,13,-0.1361,18,0.43173,9,-0.6177,9,-0.6188
ENSG00000162545,CAMK2N1,1430,-0.2808,1720,0.01874,1193,-0.6911,2663,0.73409,2515,0.63706
ENSG00000090432,MUL1,12,-0.6579,17,-0.3030,26,0.62706,21,0.11822,15,-0.4029
ENSG00000158828,PINK1,343,-0.2755,438,0.17242,440,0.15860,339,-0.2948,327,-0.3477
ENSG00000244038,DDOST,20,-0.1909,18,-0.4538,30,0.63376,22,-0.0792,20,-0.1792
ENSG00000117245,KIF17,10,-0.6228,16,-0.0144,22,0.69450,6,-1.4222,13,-0.2441
ENSG00000189410,SH2D5,17,-0.8275,21,-0.6690,33,0.28689,43,0.66973,44,0.69116
ENSG00000127483,HP1BP3,134,-0.1536,121,-0.4535,164,0.22173,153,0.05613,214,0.60965
ENSG00000075151,EIF4G3,70,-0.8349,106,-0.2981,162,0.66114,82,-0.5956,141,0.25897
ENSG00000117298,ECE1,28,0.82162,9,-1.2029,14,-0.2984,31,0.97634,30,0.91754
ENSG00000076864,RAP1GAP,66,-1.0909,118,-0.2831,196,0.87982,74,-0.9055,133,-0.0069
ENSG00000090686,USP48,26,-0.7148,36,-0.2734,56,0.72523,28,-0.5956,40,-0.0336
ENSG00000070831,CDC42,139,-0.2861,143,-0.3497,212,0.53316,124,-0.4614,192,0.23396
ENSG00000173369,C1QB,46,1.45471,18,-0.2090,7,-1.7556,30,0.67550,27,0.52001
ENSG00000004487,KDM1A,50,-0.1277,44,-0.4371,61,0.28028,63,0.24277,64,0.28517
ENSG00000169641,LUZP1,9,-2.2368,42,0.12937,51,0.54819,44,0.17354,23,-0.8343
ENSG00000125944,HNRNPR,75,-0.5130,85,-0.4646,134,0.54481,112,0.11216,115,0.15537
ENSG00000125945,ZNF436,16,-0.3453,10,-1.2957,26,0.57318,29,0.63098,34,0.88079
ENSG00000117318,ID3,63,2.56741,17,0.26985,5,-1.8607,3,-2.4996,5,-1.7261
ENSG00000142676,RPL11,561,0.51462,475,0.37586,311,-0.5349,277,-0.6130,422,0.05017
ENSG00000057757,PITHD1,127,-0.5813,139,-0.6156,283,0.99927,135,-0.4849,170,-0.1206
ENSG00000011009,LYPLA2,21,-0.8790,37,-0.0508,44,0.32937,32,-0.2781,44,0.26118
ENSG00000117308,GALE,19,-0.0461,19,-0.1365,19,-0.1122,12,-0.7323,36,0.96975
ENSG00000117305,HMGCL,27,0.70295,13,-0.7081,18,0.06510,27,0.68039,17,-0.0600
ENSG00000189266,PNRC2,40,-0.0772,32,-0.5874,38,-0.1867,65,0.71926,71,0.87427
ENSG00000188529,SRSF10,44,-0.0621,38,-0.4157,59,0.55846,46,0.02206,37,-0.3096
ENSG00000001461,NIPAL3,42,-0.3500,53,0.04113,69,0.60836,24,-1.1882,37,-0.5336
ENSG00000133226,SRRM1,36,-0.3345,43,-0.1178,40,-0.2284,69,0.69333,53,0.27241
ENSG00000117614,SYF2,64,0.29048,52,-0.0404,39,-0.5854,53,-0.0160,89,0.84009
ENSG00000117616,RSRP1,19,-1.0657,28,-0.6903,51,0.59176,64,0.81100,40,0.02678
ENSG00000183726,TMEM50A,59,-0.4594,53,-0.8748,95,0.37435,103,0.41500,137,0.90732
ENSG00000204178,MACO1,8,-1.7541,28,0.09380,30,0.23671,16,-0.8487,43,0.76419
ENSG00000117643,MAN1C1,13,-1.8875,36,-0.4967,48,0.15142,73,0.80484,74,0.82994
ENSG00000162430,SELENON,55,0.64989,28,-0.6091,35,-0.0973,48,0.42526,49,0.44713
ENSG00000117640,MTFR1L,49,-0.4215,65,0.02982,66,0.07003,81,0.38585,52,-0.3272
ENSG00000117632,STMN1,850,-0.7678,1273,-0.2010,1863,0.65454,848,-0.7702,1494,0.11895
ENSG00000158008,EXTL1,26,-0.9921,52,0.16936,55,0.24541,34,-0.5814,55,0.19170
ENSG00000142684,ZNF593,36,0.17211,36,0.22886,28,-0.2985,29,-0.1984,34,0.05439
ENSG00000142669,SH3BGRL3,211,-0.0105,248,0.39930,212,7.66294,166,-0.3869,115,-0.9478
ENSG00000158062,UBXN11,24,-0.3491,39,0.70612,23,-0.4620,23,-0.4317,25,-0.2510
ENSG00000117682,DHDDS,12,-0.3572,18,0.38856,15,-0.0129,12,-0.3510,11,-0.4358
ENSG00000198830,HMGN2,175,0.48566,110,-0.3750,126,-0.0661,150,0.22690,156,0.29970
ENSG00000117713,ARID1A,45,-0.3867,53,-0.1668,57,0.00467,63,0.14884,80,0.53563
ENSG00000204160,ZDHHC18,14,-0.8693,21,-0.3648,29,0.34060,35,0.57897,27,0.11528
ENSG00000142751,GPN2,11,-0.5866,16,0.07352,18,0.24449,7,-1.2362,22,0.51514
ENSG00000090273,NUDC,145,-0.5767,196,-0.1574,219,0.08733,258,0.33355,254,0.30744
ENSG00000253368,TRNP1,43,-0.6967,74,0.21735,80,0.35824,32,-1.1282,65,-0.0610
ENSG00000090020,SLC9A1,7,-1.8109,20,-0.4843,31,0.48442,22,-0.1453,45,0.98650
ENSG00000142784,WDTC1,42,0.20265,42,0.32403,28,-0.5165,42,0.21449,32,-0.2217
ENSG00000186501,TMEM222,53,-0.3613,57,-0.3562,74,0.21439,67,0.01580,96,0.60828
ENSG00000158195,WASF2,34,0.76849,17,-0.4852,14,-0.7859,43,1.16286,26,0.29470
ENSG00000126705,AHDC1,22,-1.1667,42,-0.2333,55,0.35955,66,0.55056,45,-0.0618
ENSG00000126709,IFI6,122,0.28782,85,-0.4078,132,0.55343,75,-0.4822,88,-0.2338
ENSG00000009780,FAM76A,22,0.33603,16,-0.3145,22,0.39901,5,-1.7458,24,0.48870
ENSG00000117758,STX12,76,-0.2205,67,-0.5840,126,0.81668,81,-0.1150,72,-0.3164
ENSG00000117751,PPP1R8,26,0.20420,11,-1.4361,30,0.56732,38,0.80893,32,0.52107
ENSG00000117748,RPA2,40,-0.2554,37,-0.5290,70,0.90697,30,-0.7159,42,-0.1694
ENSG00000126698,DNAJC8,98,-0.1997,105,-0.1298,117,0.10752,154,0.53332,87,-0.3777
ENSG00000130770,ATP5IF1,336,-0.6306,590,0.40954,470,-0.1358,371,-0.4786,548,0.13792
ENSG00000180098,TRNAU1AP,9,-1.2248,21,-0.0373,17,-0.4920,25,0.26194,46,1.25577
ENSG00000198492,YTHDF2,31,-1.1661,49,-0.6536,95,0.83195,65,-0.0001,80,0.32841
ENSG00000116350,SRSF4,27,-0.6575,31,-0.6221,62,0.93691,34,-0.3133,41,-0.0129
ENSG00000116353,MECR,28,-0.0182,27,-0.0730,32,0.29144,22,-0.3519,25,-0.1841
ENSG00000162511,LAPTM5,55,1.53854,14,-0.9580,11,-1.1824,44,1.13991,32,0.60969
ENSG00000162512,SDC3,147,0.35975,94,-0.5182,112,-0.1062,169,0.58455,154,0.42722
ENSG00000134644,PUM1,88,-0.6494,96,-0.7154,193,0.84364,108,-0.3290,171,0.41567
ENSG00000060688,SNRNP40,21,0.57919,11,-0.7200,21,0.72568,11,-0.3922,11,-0.4195
ENSG00000121766,ZCCHC17,69,-0.9093,126,0.05655,130,0.10532,127,0.05081,143,0.23907
ENSG00000121769,FABP3,72,-0.7851,112,-0.1605,164,0.68897,98,-0.3208,91,-0.4438
ENSG00000162517,PEF1,69,-0.4520,66,-0.7023,122,0.62875,69,-0.4460,147,0.78053
ENSG00000084636,COL16A1,39,0.62273,20,-0.6319,30,0.29294,39,0.61649,17,-0.7182
ENSG00000121753,ADGRB2,203,-0.3432,207,-0.4525,276,0.18503,342,0.49393,326,0.41433
ENSG00000184007,PTP4A2,132,0.13799,111,-0.2069,155,0.53449,83,-0.6006,89,-0.4824
ENSG00000121774,KHDRBS1,105,-0.0989,99,-0.2786,106,-0.1200,163,0.61908,138,0.33261
ENSG00000121775,TMEM39B,7,-1.2062,12,-0.6657,21,0.54539,22,0.44884,23,0.57104
ENSG00000025800,KPNA6,34,-0.5183,40,-0.3926,72,0.97780,27,-0.8825,36,-0.4203
ENSG00000084652,TXLNA,13,-0.6910,14,-0.8111,26,0.50134,24,0.23246,34,0.85373
ENSG00000160050,CCDC28B,23,0.23499,19,-0.0847,19,-0.0667,29,0.60733,13,-0.7192
ENSG00000084623,EIF3I,85,-0.3432,91,-0.3520,123,0.32739,119,0.19478,121,0.20930
ENSG00000175130,MARCKSL1,365,1.08023,168,-0.3034,147,-0.5155,265,0.52796,173,-0.1628
ENSG00000160058,BSDC1,60,-0.0929,56,-0.2995,76,0.37819,46,-0.5087,79,0.35083
ENSG00000176261,ZBTB8OS,20,-0.7899,41,0.56824,28,-0.3539,30,-0.1376,33,-0.0054
ENSG00000162521,RBBP4,73,-0.2285,66,-0.5695,102,0.38234,110,0.42298,98,0.23076
ENSG00000162522,KIAA1522,47,0.71574,30,0.00343,23,-0.5292,39,0.44160,25,-0.2578
ENSG00000134684,YARS,42,-1.2199,86,-0.2123,127,0.66772,89,-0.0815,83,-0.1831
ENSG00000160097,FNDC5,18,-0.7356,23,-0.4887,42,0.82261,26,-0.1874,28,-0.0767
ENSG00000121905,HPCA,175,-0.8186,334,0.30922,318,0.15857,251,-0.2571,235,-0.3589
ENSG00000121900,TMEM54,97,0.48259,73,0.03645,73,0.03198,65,-0.1577,46,-0.6938
ENSG00000116514,RNF19B,13,-1.0136,25,0.03944,24,-0.0379,23,-0.1118,38,0.70679
ENSG00000004455,AK2,16,-0.1549,22,0.53411,16,-0.2531,19,0.10568,8,-1.1786
ENSG00000142920,AZIN2,13,-1.1398,26,-0.1707,34,0.46959,38,0.49521,20,-0.5137
ENSG00000160094,ZNF362,13,-0.6875,19,-0.1714,24,0.33731,8,-1.3163,35,0.87873
ENSG00000134686,PHC2,62,0.18893,47,-0.3852,65,0.34266,48,-0.2118,61,0.15349
ENSG00000163866,SMIM12,36,-0.6736,46,-0.4225,71,0.54204,44,-0.3740,77,0.54495
ENSG00000116544,DLGAP3,80,0.19746,64,-0.2004,45,-0.8255,129,1.01547,100,0.57093
ENSG00000116560,SFPQ,96,-0.4891,127,-0.0825,139,0.11948,128,-0.0414,165,0.36493
ENSG00000146463,ZMYM4,31,0.00457,28,-0.1972,38,0.48636,29,-0.0877,19,-0.7437
ENSG00000142687,KIAA0319L,42,-0.6192,63,0.06478,65,0.12112,55,-0.1737,71,0.21345
ENSG00000020129,NCDN,362,-1.1860,625,-0.4943,853,0.19174,1107,0.57658,1257,0.79300
ENSG00000126067,PSMB2,51,-1.1221,91,-0.3506,123,0.30347,112,0.07674,168,0.74827
ENSG00000142686,C1orf216,55,-0.9536,80,-0.5086,124,0.44960,131,0.42229,129,0.40001
ENSG00000092847,AGO1,28,0.08694,23,-0.3430,31,0.31684,31,0.22034,23,-0.2164
ENSG00000126070,AGO3,8,-1.0705,18,0.20245,21,0.59611,9,-0.9364,11,-0.6151
ENSG00000116863,ADPRHL2,18,-0.2596,16,-0.5691,28,0.54742,26,0.32752,21,-0.0397
ENSG00000054116,TRAPPC3,34,-0.8222,58,0.02808,55,-0.0955,50,-0.2222,93,0.80910
ENSG00000116871,MAP7D1,125,-0.6284,195,0.11114,173,-0.1514,227,0.32031,212,0.21242
ENSG00000054118,THRAP3,52,-0.2777,60,-0.0928,60,-0.0910,70,0.18276,83,0.45872
ENSG00000196182,STK40,19,0.25666,16,-0.0749,19,0.37361,5,-1.6372,17,0.05843
ENSG00000181817,LSM10,28,-0.4529,38,0.06415,45,0.40851,39,0.08171,17,-1.1913
ENSG00000116885,OSCP1,19,0.09524,13,-0.6827,21,0.32828,16,-0.1719,29,0.78666
ENSG00000116898,MRPS15,44,-0.0897,49,0.12907,47,0.01453,32,-0.5777,52,0.18871
ENSG00000163873,GRIK3,4,-2.2499,18,-0.1171,35,1.51552,4,-2.1593,4,-2.3306
ENSG00000163875,MEAF6,66,-0.5811,86,-0.2589,129,0.65091,88,-0.1428,76,-0.3655
ENSG00000183317,EPHA10,19,0.09412,13,-0.6456,19,0.20320,23,0.41902,24,0.49564
ENSG00000185090,MANEAL,11,-1.8701,33,-0.3669,43,0.23777,52,0.47765,62,0.77795
ENSG00000197982,C1orf122,268,0.47978,234,0.39652,163,-0.3998,144,-0.5211,163,-0.3263
ENSG00000183431,SF3A3,31,-0.1525,24,-0.7442,41,0.39809,63,1.00084,28,-0.3223
ENSG00000183520,UTP11,29,-0.0189,23,-0.5150,34,0.30652,28,-0.0810,41,0.57010
ENSG00000116954,RRAGC,22,-0.6596,28,-0.3963,40,0.39362,28,-0.2849,52,0.71543
ENSG00000174574,AKIRIN1,40,-0.8397,62,-0.2730,92,0.61997,88,0.38494,43,-0.7447
ENSG00000168653,NDUFS5,641,-0.1206,717,0.09071,670,-0.0625,516,-0.4608,874,0.38131
ENSG00000127603,MACF1,90,-0.0651,80,-0.3545,115,0.44970,101,0.12142,79,-0.2727
ENSG00000090621,PABPC4,56,0.22435,49,0.03176,46,-0.1088,56,0.23429,38,-0.3572
ENSG00000116983,HPCAL4,262,-0.5106,349,-0.0901,337,-0.1487,432,0.28430,525,0.60491
ENSG00000084072,PPIE,27,-0.5378,40,0.14410,42,0.22002,39,0.05094,26,-0.5949
ENSG00000131236,CAP1,88,-0.5856,104,-0.4671,157,0.44446,161,0.37866,142,0.17002
ENSG00000131238,PPT1,121,0.14592,93,-0.3823,126,0.27818,107,-0.0512,125,0.20161
ENSG00000259943,AL050341.2,19,0.05243,12,-0.9553,25,0.62844,14,-0.4350,31,0.84503
ENSG00000084073,ZMPSTE24,16,-0.6902,17,-0.7919,36,0.78053,22,-0.1969,37,0.61229
ENSG00000084070,SMAP2,76,-0.8095,111,-0.3147,154,0.40083,130,0.02356,164,0.40942
ENSG00000117016,RIMS3,110,-0.4698,147,-0.0187,193,0.58320,101,-0.6051,103,-0.5671
ENSG00000066136,NFYC,36,-0.2486,33,-0.5595,55,0.57969,34,-0.3557,56,0.46154
ENSG00000179862,CITED4,21,-0.3229,24,-0.2018,31,0.37372,25,-0.0572,25,-0.0327
ENSG00000171793,CTPS1,12,-0.3046,12,-0.4880,15,0.08658,15,0.01181,27,0.99977
ENSG00000127124,HIVEP3,18,-0.1932,18,-0.3218,25,0.39295,16,-0.3463,26,0.33740
ENSG00000198815,FOXJ3,23,-1.1995,42,-0.4264,63,0.44631,65,0.38245,65,0.38998
ENSG00000177181,RIMKLA,18,-0.6159,30,0.24752,34,0.47202,8,-1.8602,24,-0.2019
ENSG00000127125,PPCS,61,0.02030,54,-0.2570,60,-0.0045,55,-0.1334,90,0.65967
ENSG00000171960,PPIH,17,0.13390,17,0.23270,17,0.16474,8,-1.0650,12,-0.4108
ENSG00000065978,YBX1,114,0.84439,74,0.20201,46,-0.7513,59,-0.2201,75,0.14841
ENSG00000164008,C1orf50,23,0.20168,19,-0.1444,22,0.22025,17,-0.2392,18,-0.1429
ENSG00000177868,SVBP,37,0.16043,36,0.13520,34,-0.0043,27,-0.3462,29,-0.2196
ENSG00000117394,SLC2A1,82,1.32188,29,-0.5707,31,-0.3922,45,0.27994,41,0.12077
ENSG00000117395,EBNA1BP2,61,-0.5908,88,-0.0014,77,-0.2670,93,0.07807,145,0.81953
ENSG00000066322,ELOVL1,26,0.82535,18,0.27585,8,-1.2525,24,0.66735,14,-0.2321
ENSG00000159479,MED8,8,-1.3343,16,-0.3839,18,-0.0371,38,1.17813,23,0.35100
ENSG00000178922,HYI,43,1.15241,20,-0.2094,15,-0.6732,23,0.12461,25,0.24498
ENSG00000142949,PTPRF,102,-0.4038,112,-0.3714,139,0.10999,161,0.33216,189,0.59230
ENSG00000066135,KDM4A,9,-0.7161,12,-0.4548,16,0.22267,22,0.65286,19,0.39294
ENSG00000126091,ST3GAL3,29,-0.6414,37,-0.3883,44,-0.0237,77,0.92536,56,0.36583
ENSG00000117408,IPO13,44,-0.2707,52,-0.0210,38,-0.6201,92,0.95191,65,0.35220
ENSG00000117410,ATP6V0B,268,-0.6929,289,-0.7951,611,0.87182,448,0.11628,463,0.16963
ENSG00000117411,B4GALT2,83,0.23573,70,-0.0577,72,-0.0101,59,-0.3223,82,0.20783
