Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000228594,FNDC10,24,-0.3140,36,0.43046,19,-0.6643,28,-0.0868
ENSG00000272106,AL691432.2,31,0.81069,15,-0.3637,16,-0.2505,19,0.01227
ENSG00000197530,MIB2,46,0.29035,34,-0.2038,42,0.14548,38,0.00216
ENSG00000189339,SLC35E2B,19,0.06797,16,-0.2126,12,-0.5800,19,0.30949
ENSG00000215790,SLC35E2A,20,-0.3989,25,-0.0603,19,-0.4807,28,0.31068
ENSG00000008130,NADK,30,0.20546,26,-0.0293,18,-0.6055,27,0.12143
ENSG00000078369,GNB1,432,0.07338,411,-0.0078,283,-0.5883,432,0.14818
ENSG00000187730,GABRD,113,-0.0061,137,0.38979,29,-2.0463,116,0.06352
ENSG00000067606,PRKCZ,245,0.29430,211,0.07267,137,-0.6182,204,0.00767
ENSG00000162585,FAAP20,35,-0.7099,59,0.14433,93,0.85669,50,-0.2858
ENSG00000157933,SKI,15,-0.6936,16,-0.6697,22,-0.0501,28,0.71280
ENSG00000157916,RER1,63,-0.0675,83,0.47638,53,-0.3539,60,-0.2776
ENSG00000157911,PEX10,29,-0.2187,35,0.13439,42,0.40190,31,-0.1904
ENSG00000149527,PLCH2,6,-1.7160,35,1.22495,16,-0.3478,16,-0.6667
ENSG00000197921,HES5,8,-0.7071,5,-1.5145,19,0.53005,17,0.95992
ENSG00000157870,PRXL2B,68,0.49238,52,0.07843,32,-0.6883,49,-0.0630
ENSG00000177133,PRDM16-DT,9,-0.5758,6,-1.4714,13,-0.0526,18,1.17239
ENSG00000158109,TPRG1L,178,0.34877,159,0.22332,92,-0.6804,137,-0.1254
ENSG00000116213,WRAP73,22,0.85465,20,0.87684,8,-0.7313,9,-0.9555
ENSG00000130764,LRRC47,90,0.44668,75,0.19495,46,-0.5914,65,-0.1621
ENSG00000116198,CEP104,16,0.61373,8,-0.4745,17,0.75572,10,-0.2035
ENSG00000196581,AJAP1,38,0.34374,35,0.28756,10,-1.6336,30,-0.0190
ENSG00000069424,KCNAB2,163,-0.0934,171,-0.0161,92,-0.9736,189,0.29395
ENSG00000116254,CHD5,143,0.46467,105,-0.0301,53,-1.0866,111,0.11517
ENSG00000116251,RPL22,439,-0.0941,362,-0.4788,881,1.05120,454,-0.0858
ENSG00000116237,ICMT,14,-1.3858,44,0.53073,30,-0.2265,33,-0.0722
ENSG00000097021,ACOT7,263,-0.1244,417,0.82866,125,-1.2649,248,-0.4001
ENSG00000215788,TNFRSF25,14,0.33708,11,-0.0245,15,0.44935,10,-0.2726
ENSG00000171680,PLEKHG5,31,0.45006,22,-0.1143,5,-2.3451,26,0.34124
ENSG00000162408,NOL9,31,0.62244,20,-0.1022,16,-0.3873,20,-0.0510
ENSG00000162413,KLHL21,30,0.84287,18,0.04001,27,0.64288,14,-0.6426
ENSG00000116273,PHF13,11,-0.2915,16,0.31666,16,0.24895,12,-0.2636
ENSG00000041988,THAP3,15,-0.3221,19,0.09171,17,-0.1260,18,0.06428
ENSG00000007923,DNAJC11,21,-0.3966,19,-0.6457,29,0.10139,32,0.56188
ENSG00000171735,CAMTA1,113,-0.3678,175,0.41554,145,0.02383,132,-0.2492
ENSG00000049245,VAMP3,34,0.88417,9,-1.4126,83,2.58850,12,-1.1869
ENSG00000049246,PER3,10,-0.6435,13,-0.1567,16,0.18102,16,0.23997
ENSG00000116288,PARK7,390,0.13560,384,0.14411,427,0.28325,328,-0.2656
ENSG00000116285,ERRFI1,23,0.51047,18,0.13952,14,-0.2275,15,-0.2382
ENSG00000162426,SLC45A1,37,-0.0894,66,1.14214,20,-1.0734,30,-0.7531
ENSG00000142599,RERE,63,-0.0031,76,0.39126,66,0.06079,56,-0.3488
ENSG00000074800,ENO1,604,0.00094,740,0.42364,582,-0.0576,538,-0.3397
ENSG00000171612,SLC25A33,32,-0.1799,43,0.35526,37,0.04868,33,-0.2575
ENSG00000171608,PIK3CD,25,0.94542,14,0.06538,9,-0.6484,12,-0.2818
ENSG00000171603,CLSTN1,700,0.34043,695,0.42247,243,-1.3011,534,-0.1814
ENSG00000178585,CTNNBIP1,31,-0.2980,34,-0.1782,35,-0.1216,41,0.27209
ENSG00000162441,LZIC,26,-0.1913,29,-0.0234,45,0.66680,28,-0.1882
ENSG00000130939,UBE4B,41,0.48479,36,0.30187,24,-0.3848,27,-0.3209
ENSG00000054523,KIF1B,245,0.37547,178,-0.1697,158,-0.3210,200,0.09088
ENSG00000142657,PGD,66,0.66460,69,1.03313,35,-0.3460,28,-1.1179
ENSG00000241563,CORT,72,-1.9199,800,4.01158,92,-1.5517,38,-3.7260
ENSG00000160049,DFFA,24,-0.5426,35,0.09590,36,0.11957,34,0.03611
ENSG00000142655,PEX14,26,0.19189,37,0.99590,11,-1.1103,18,-0.6971
ENSG00000120948,TARDBP,74,0.46910,69,0.47439,41,-0.4438,47,-0.4515
ENSG00000116649,SRM,114,-0.0494,166,0.72945,88,-0.4612,100,-0.4898
ENSG00000171824,EXOSC10,18,-0.2152,30,0.73601,16,-0.4405,18,-0.4502
ENSG00000198793,MTOR,46,0.27481,42,0.19924,25,-0.6518,37,-0.0823
ENSG00000116661,FBXO2,152,-0.6545,217,-0.1227,417,0.97179,220,-0.1469
ENSG00000132879,FBXO44,177,0.29275,170,0.28582,70,-1.1327,144,-0.0693
ENSG00000116670,MAD2L2,10,-1.1007,25,0.23364,21,-0.0275,22,0.08549
ENSG00000011021,CLCN6,47,0.16782,52,0.40666,19,-1.2184,41,-0.1142
ENSG00000116685,KIAA2013,50,0.66125,40,0.39228,20,-0.7669,29,-0.3894
ENSG00000083444,PLOD1,29,0.42375,24,0.14634,28,0.36189,19,-0.4100
ENSG00000116688,MFN2,87,0.35795,77,0.21438,51,-0.4863,66,-0.1672
ENSG00000116691,MIIP,28,1.20195,14,0.02205,14,0.07281,11,-0.5990
ENSG00000048707,VPS13D,40,0.27595,31,-0.1514,29,-0.2329,34,0.09173
ENSG00000162496,DHRS3,19,-0.0900,19,-0.1716,42,1.16997,18,-0.3747
ENSG00000116731,PRDM2,96,0.94104,35,-0.8224,32,-0.8011,61,0.38051
ENSG00000189337,KAZN,112,1.25747,81,0.95120,38,-0.4926,31,-1.3479
ENSG00000142634,EFHD2,505,2.62351,48,-1.6115,80,-0.6307,99,-0.5598
ENSG00000116138,DNAJC16,7,-1.6328,34,0.87338,16,-0.4982,20,-0.2894
ENSG00000197312,DDI2,18,0.19410,14,-0.2515,15,-0.0759,17,0.15032
ENSG00000116786,PLEKHM2,69,-0.0639,67,-0.1571,55,-0.4109,78,0.26841
ENSG00000065526,SPEN,30,0.43728,23,0.08183,21,-0.1253,21,-0.1900
ENSG00000116809,ZBTB17,17,0.54688,9,-0.4671,15,0.32851,12,0.01240
ENSG00000185519,FAM131C,4,-2.1481,35,1.35081,20,0.08672,14,-0.8898
ENSG00000037637,FBXO42,13,-0.2232,22,0.75457,5,-1.6574,14,-0.2465
ENSG00000055070,SZRD1,21,0.13988,11,-1.0456,41,1.23945,20,0.06153
ENSG00000157191,NECAP2,10,-0.0435,8,-0.3288,27,1.63829,8,-0.5861
ENSG00000219481,NBPF1,10,-0.0788,12,0.37925,19,1.02290,8,-0.7478
ENSG00000238142,BX284668.5,10,-0.6365,13,-0.2736,25,0.76267,16,0.07168
ENSG00000159363,ATP13A2,114,-0.5606,231,0.74353,90,-0.9173,149,-0.2599
ENSG00000117118,SDHB,87,-0.2152,122,0.41634,91,-0.1527,92,-0.2363
ENSG00000117115,PADI2,20,-0.0502,6,-2.1323,78,2.34381,19,-0.2836
ENSG00000179051,RCC2,16,0.32125,18,0.67747,14,0.17453,10,-0.7725
ENSG00000074964,ARHGEF10L,8,-0.7689,14,0.07947,14,0.06037,14,0.12213
ENSG00000117154,IGSF21,259,2.08292,64,-0.3943,24,-1.7777,65,-0.5403
ENSG00000159423,ALDH4A1,20,-0.1572,9,-1.6583,37,0.80742,28,0.71049
ENSG00000127481,UBR4,17,0.57307,20,1.27559,10,-0.2682,6,-1.3639
ENSG00000127463,EMC1,24,-0.1011,41,1.05764,15,-0.7780,19,-0.7213
ENSG00000053372,MRTO4,28,-0.1154,33,0.15080,15,-1.0876,32,0.18254
ENSG00000053371,AKR7A2,45,0.14646,43,0.09230,63,0.69980,36,-0.4073
ENSG00000077549,CAPZB,343,0.78075,238,0.22772,144,-0.5998,189,-0.3417
ENSG00000173436,MICOS10,306,-0.1011,307,-0.1185,434,0.45834,321,-0.0480
ENSG00000158747,NBL1,423,1.39009,185,0.00307,134,-0.4986,154,-0.5345
ENSG00000162545,CAMK2N1,216,-2.4152,1376,0.52830,619,-0.8468,1133,0.19034
ENSG00000090432,MUL1,36,0.90783,27,0.53914,20,-0.0779,15,-0.8314
ENSG00000183114,FAM43B,148,2.72420,35,0.08926,11,-1.6674,17,-1.5799
ENSG00000158828,PINK1,593,0.53751,480,0.24463,309,-0.4962,389,-0.2663
ENSG00000244038,DDOST,42,0.68949,35,0.50002,26,-0.0593,21,-0.6872
ENSG00000117245,KIF17,54,1.84480,17,-0.1865,11,-0.7696,14,-0.6551
ENSG00000189410,SH2D5,21,-0.0656,25,0.28233,12,-0.8829,22,0.01557
ENSG00000127483,HP1BP3,148,0.56973,109,0.08557,111,0.10054,93,-0.3249
ENSG00000075151,EIF4G3,154,0.45136,148,0.50477,63,-0.9367,103,-0.3625
ENSG00000117298,ECE1,10,-0.1943,13,0.18905,26,1.30639,9,-0.7176
ENSG00000162551,ALPL,22,0.35999,4,-2.5287,21,0.28714,23,1.07448
ENSG00000076864,RAP1GAP,357,1.44384,161,0.12974,62,-1.3515,127,-0.5088
ENSG00000090686,USP48,46,0.63637,29,-0.0892,34,0.13535,29,-0.2291
ENSG00000070831,CDC42,313,0.58992,293,0.63606,155,-0.5262,173,-0.6341
ENSG00000173372,C1QA,54,0.12984,28,-1.0555,125,1.56361,47,-0.1453
ENSG00000159189,C1QC,34,-0.4503,22,-1.3018,76,0.81864,55,0.62908
ENSG00000173369,C1QB,49,-0.4796,35,-1.1857,180,1.68359,68,0.01735
ENSG00000004487,KDM1A,58,0.60300,56,0.74364,29,-0.4947,30,-0.7514
ENSG00000169641,LUZP1,28,-0.2328,39,0.39485,26,-0.3475,31,-0.1563
ENSG00000125944,HNRNPR,112,0.46549,80,-0.0901,75,-0.1774,82,-0.0496
ENSG00000125945,ZNF436,22,0.63583,12,-0.3247,9,-0.7351,15,0.19328
ENSG00000117318,ID3,9,-0.7165,7,-1.1770,110,4.41636,3,-3.1466
ENSG00000142676,RPL11,371,-0.2196,306,-0.6253,969,1.37672,406,-0.1521
ENSG00000011007,ELOA,19,0.42766,13,-0.2088,19,0.40578,14,-0.1505
ENSG00000057757,PITHD1,201,0.25581,215,0.46883,82,-1.1319,160,-0.2167
ENSG00000011009,LYPLA2,79,0.95514,47,0.14205,29,-0.6563,39,-0.3481
ENSG00000117308,GALE,8,-0.9072,18,0.42781,4,-1.9816,16,0.25835
ENSG00000117305,HMGCL,19,0.29144,14,-0.1954,24,0.71710,14,-0.2452
ENSG00000179163,FUCA1,15,0.37359,18,0.92959,6,-1.0180,9,-0.7193
ENSG00000189266,PNRC2,49,0.58930,35,0.08882,37,0.14564,30,-0.3524
ENSG00000188529,SRSF10,65,0.54441,58,0.46293,36,-0.3862,39,-0.4891
ENSG00000001460,STPG1,23,1.06827,17,0.77327,3,-1.7607,9,-0.8036
ENSG00000001461,NIPAL3,96,1.13532,44,-0.1547,47,-0.0392,42,-0.3829
ENSG00000133226,SRRM1,50,0.14767,41,-0.1789,50,0.15266,46,0.03465
ENSG00000169504,CLIC4,14,-0.0884,4,-2.0907,88,3.44218,8,-1.4019
ENSG00000117614,SYF2,33,-0.5317,45,-0.0674,75,0.76385,45,-0.1093
ENSG00000117616,RSRP1,51,0.70057,25,-0.4903,32,-0.0509,34,0.09355
ENSG00000183726,TMEM50A,75,0.10850,84,0.38784,59,-0.2604,63,-0.2833
ENSG00000204178,MACO1,19,0.03959,13,-0.7229,12,-0.6828,23,0.71336
ENSG00000117643,MAN1C1,29,-0.1137,40,0.50274,15,-1.1262,30,-0.1208
ENSG00000162430,SELENON,59,0.93374,26,-0.4248,41,0.33619,31,-0.2100
ENSG00000117640,MTFR1L,50,-0.1424,59,0.17087,48,-0.1998,54,-0.0317
ENSG00000117632,STMN1,1856,0.71037,1515,0.48618,792,-0.6466,1000,-0.5236
ENSG00000158008,EXTL1,108,1.59678,21,-1.2191,30,-0.5383,44,0.11198
ENSG00000142684,ZNF593,44,0.25178,30,-0.4087,34,-0.1465,41,0.26493
ENSG00000142669,SH3BGRL3,452,0.73326,268,-0.1428,302,0.07312,269,-0.2126
ENSG00000158062,UBXN11,23,-0.1842,23,-0.2748,18,-0.5317,30,0.42979
ENSG00000117682,DHDDS,23,0.51214,17,-0.0007,18,0.11679,15,-0.2356
ENSG00000198830,HMGN2,138,0.34185,103,-0.1426,204,1.00156,95,-0.4529
ENSG00000117713,ARID1A,69,0.49552,46,-0.1805,42,-0.2847,51,0.03790
ENSG00000204160,ZDHHC18,44,0.73771,43,0.95720,14,-1.0564,20,-0.9090
ENSG00000142751,GPN2,20,0.60356,14,0.06849,7,-1.0843,14,-0.0269
ENSG00000090273,NUDC,154,0.14729,168,0.37323,119,-0.2522,127,-0.2866
ENSG00000253368,TRNP1,45,-0.8451,119,0.93930,31,-1.3742,70,-0.3101
ENSG00000090020,SLC9A1,28,0.65476,28,0.89106,5,-1.9548,14,-0.6776
ENSG00000142784,WDTC1,24,0.07838,21,-0.1584,36,0.72546,21,-0.1988
ENSG00000186501,TMEM222,86,0.43229,81,0.42306,49,-0.4665,58,-0.3840
ENSG00000158195,WASF2,25,0.13632,10,-1.3754,70,1.91840,21,-0.2608
ENSG00000126705,AHDC1,83,1.10458,35,-0.3571,20,-1.1303,43,0.04322
ENSG00000126709,IFI6,115,0.89717,76,0.28203,83,0.35487,51,-0.7498
ENSG00000117758,STX12,197,1.34205,93,0.10438,67,-0.4200,71,-0.6056
ENSG00000117751,PPP1R8,39,0.85643,23,-0.0270,18,-0.3732,21,-0.2283
ENSG00000117748,RPA2,66,0.56872,56,0.38521,39,-0.2762,40,-0.4606
ENSG00000126698,DNAJC8,114,0.03617,124,0.21375,114,0.02837,105,-0.1974
ENSG00000130770,ATP5IF1,436,-0.4081,735,0.54960,432,-0.4198,524,-0.2284
ENSG00000180098,TRNAU1AP,27,0.58306,20,0.10146,14,-0.4958,18,-0.1672
ENSG00000120656,TAF12,18,0.26617,12,-0.3480,14,-0.1326,16,0.21139
ENSG00000198492,YTHDF2,94,0.57561,86,0.55276,49,-0.4623,54,-0.5656
ENSG00000116350,SRSF4,38,-0.2266,40,-0.1466,35,-0.3503,48,0.29490
ENSG00000116353,MECR,70,1.11267,32,-0.2178,27,-0.4482,33,-0.2047
ENSG00000060656,PTPRU,101,3.21030,15,-0.3956,10,-0.8810,8,-1.8788
ENSG00000162511,LAPTM5,34,-0.3687,28,-0.7850,99,1.37717,43,-0.0131
ENSG00000162512,SDC3,231,-0.0204,231,-0.0272,140,-0.7939,252,0.24258
ENSG00000134644,PUM1,163,0.96370,95,0.08830,49,-0.9503,84,-0.2482
ENSG00000060688,SNRNP40,30,0.79155,27,0.76590,21,0.16717,12,-1.0798
ENSG00000121766,ZCCHC17,173,0.68853,121,0.12419,73,-0.6741,106,-0.1932
ENSG00000121769,FABP3,47,-1.7813,237,0.97646,56,-1.5104,143,-0.1866
ENSG00000162517,PEF1,89,-0.0173,99,0.18487,63,-0.5410,90,0.00841
ENSG00000084636,COL16A1,36,0.49989,17,-0.8178,36,0.51500,28,0.17698
ENSG00000121753,ADGRB2,260,0.00739,257,-0.0132,83,-1.7371,289,0.37406
ENSG00000184007,PTP4A2,144,-0.1367,149,-0.0939,235,0.65561,149,-0.1445
ENSG00000121774,KHDRBS1,86,0.23034,90,0.37883,63,-0.2632,67,-0.3189
ENSG00000121775,TMEM39B,18,0.38911,22,0.94146,12,-0.2432,10,-0.9227
ENSG00000025800,KPNA6,85,0.98050,42,-0.2056,25,-0.9734,46,-0.0238
ENSG00000084652,TXLNA,22,0.51773,11,-0.7006,16,-0.0385,18,0.31327
ENSG00000160050,CCDC28B,16,-0.4764,28,0.47316,33,0.65744,18,-0.5271
ENSG00000084623,EIF3I,111,0.05408,141,0.56534,67,-0.7206,97,-0.3100
ENSG00000175130,MARCKSL1,193,-0.5008,276,0.06996,716,1.68897,199,-0.8016
ENSG00000160058,BSDC1,86,0.69118,69,0.43743,53,-0.1006,45,-0.6174
ENSG00000176261,ZBTB8OS,13,-1.6226,48,0.41396,54,0.51128,36,-0.2016
ENSG00000162521,RBBP4,88,0.21984,99,0.52280,71,-0.1245,65,-0.4854
ENSG00000162522,KIAA1522,1,-3.2082,11,-0.5371,3,-2.0105,20,1.39776
ENSG00000134684,YARS,85,-0.1566,131,0.70881,53,-0.8813,83,-0.3428
ENSG00000160097,FNDC5,1,-3.6019,43,1.68782,10,-1.1096,15,-0.8455
ENSG00000121905,HPCA,398,0.27814,312,-0.1311,156,-1.1680,364,0.28699
ENSG00000121900,TMEM54,18,-1.0691,38,0.00960,45,0.28925,39,0.15280
ENSG00000116514,RNF19B,18,-0.6591,40,0.78742,15,-0.9689,25,-0.2692
ENSG00000004455,AK2,29,0.46834,19,-0.2500,61,1.76258,15,-0.9363
ENSG00000142920,AZIN2,27,0.26616,30,0.52548,21,-0.1094,19,-0.5102
ENSG00000160094,ZNF362,23,0.58334,20,0.50804,10,-0.6352,13,-0.4862
ENSG00000134686,PHC2,47,-0.2454,67,0.40520,60,0.14726,49,-0.3168
ENSG00000163866,SMIM12,39,-0.3499,70,0.77435,40,-0.3099,41,-0.4836
ENSG00000116544,DLGAP3,69,0.12872,42,-0.7795,45,-0.5420,77,0.68030
ENSG00000163867,ZMYM6,19,0.78649,11,-0.0632,6,-1.0512,12,-0.0158
ENSG00000116560,SFPQ,169,0.40538,142,0.15586,130,-0.0140,120,-0.2730
ENSG00000146463,ZMYM4,32,0.44758,24,-0.0006,29,0.25586,22,-0.2590
ENSG00000142687,KIAA0319L,66,0.66943,43,-0.0097,33,-0.4359,41,-0.1327
ENSG00000020129,NCDN,486,0.01592,618,0.52384,176,-1.5328,463,-0.1217
ENSG00000126067,PSMB2,128,0.26752,132,0.40995,95,-0.1996,95,-0.3790
ENSG00000142686,C1orf216,107,0.58229,79,0.13020,35,-1.1401,73,-0.0585
ENSG00000092847,AGO1,43,1.21807,12,-0.9320,19,-0.1285,21,0.10366
ENSG00000126070,AGO3,20,0.90236,10,-0.2732,15,0.45404,10,-0.3483
ENSG00000116863,ADPRHL2,9,-1.1310,24,0.53475,14,-0.4853,18,-0.0453
ENSG00000054116,TRAPPC3,45,-0.3078,77,0.70708,33,-0.7666,49,-0.3206
ENSG00000116871,MAP7D1,166,0.05891,165,0.06518,142,-0.1920,159,-0.0120
ENSG00000054118,THRAP3,53,0.25271,39,-0.2952,35,-0.4168,49,0.26078
ENSG00000196182,STK40,12,-0.7082,18,-0.1186,17,-0.1808,21,0.34924
ENSG00000181817,LSM10,53,0.07377,52,0.06006,53,0.07652,49,-0.0994
ENSG00000116885,OSCP1,20,0.22756,22,0.48544,12,-0.5412,15,-0.3402
ENSG00000116898,MRPS15,44,-0.4553,79,0.58232,53,-0.1876,54,-0.3107
ENSG00000163873,GRIK3,151,2.97578,29,-0.1026,3,-3.3011,16,-1.5491
ENSG00000163875,MEAF6,88,-0.0260,113,0.46745,58,-0.6680,84,-0.2058
ENSG00000134697,GNL2,21,0.65088,12,-0.3203,8,-0.7803,15,0.19263
ENSG00000183317,EPHA10,12,0.15578,13,0.35981,9,-0.2381,10,-0.2819
ENSG00000185090,MANEAL,32,-0.2082,52,0.73382,21,-0.8649,33,-0.3543
ENSG00000196449,YRDC,23,0.68763,18,0.41859,11,-0.4560,13,-0.4975
ENSG00000197982,C1orf122,236,-0.0427,228,-0.1157,376,0.71635,228,-0.1863
ENSG00000183431,SF3A3,33,0.10997,45,0.80047,33,0.09616,23,-0.7825
ENSG00000183520,UTP11,42,0.38632,37,0.23857,22,-0.6454,32,-0.1615
ENSG00000116954,RRAGC,43,0.73823,37,0.65546,20,-0.4529,21,-0.7428
ENSG00000174574,AKIRIN1,110,0.77693,74,0.16223,53,-0.4048,61,-0.3328
ENSG00000168653,NDUFS5,566,-0.2252,699,0.13541,570,-0.2141,659,0.02702
ENSG00000127603,MACF1,119,0.45727,89,-0.0098,111,0.34417,81,-0.2903
ENSG00000183682,BMP8A,0,-8.1312,21,0.99501,4,-1.7650,13,-0.0123
ENSG00000090621,PABPC4,48,-0.0087,35,-0.6036,64,0.44737,53,0.27200
ENSG00000116983,HPCAL4,244,0.09458,170,-0.5655,117,-1.0390,276,0.66158
ENSG00000084072,PPIE,43,0.68761,31,0.20181,30,0.11084,23,-0.4799
ENSG00000168389,MFSD2A,3,-2.1861,7,-1.0776,17,0.40020,17,1.03607
ENSG00000131236,CAP1,181,0.38694,161,0.24969,132,-0.1085,128,-0.3143
ENSG00000131238,PPT1,77,-0.5102,148,0.69441,98,-0.1228,92,-0.4211
ENSG00000084073,ZMPSTE24,36,0.34655,38,0.52655,23,-0.3832,25,-0.4638
ENSG00000084070,SMAP2,95,-0.1812,147,0.66715,53,-1.0937,98,-0.2574
ENSG00000117016,RIMS3,38,-0.2858,86,1.44822,28,-0.7553,30,-1.0773
ENSG00000066136,NFYC,48,0.40904,40,0.18363,21,-0.8352,36,-0.0837
ENSG00000179862,CITED4,1,-3.8375,27,1.38696,10,-0.4775,11,-0.6642
ENSG00000171793,CTPS1,8,-0.9503,23,1.07433,10,-0.5101,12,-0.5878
ENSG00000010803,SCMH1,11,0.07266,8,-0.6288,11,0.01766,12,0.42938
ENSG00000127124,HIVEP3,16,-0.2843,16,-0.3800,18,-0.1481,22,0.42889
ENSG00000198815,FOXJ3,57,0.46423,59,0.68923,28,-0.6480,35,-0.5994
ENSG00000177181,RIMKLA,8,-1.7948,35,0.44170,15,-0.9824,30,0.24037
ENSG00000127125,PPCS,74,0.44943,46,-0.3820,43,-0.4214,60,0.24374
ENSG00000171960,PPIH,31,0.91346,15,-0.3192,20,0.14984,17,-0.2022
ENSG00000065978,YBX1,64,-0.4130,71,-0.3285,211,1.55798,73,-0.4206
ENSG00000164008,C1orf50,39,0.98584,25,0.32351,20,-0.0942,17,-0.6717
ENSG00000177868,SVBP,48,-0.2147,66,0.39779,56,0.03477,50,-0.2799
ENSG00000117394,SLC2A1,37,-0.1312,34,-0.3292,86,1.25526,36,-0.2990
ENSG00000117395,EBNA1BP2,70,-0.3562,110,0.46610,59,-0.6138,84,-0.1188
ENSG00000179178,TMEM125,32,2.03009,1,-2.8447,57,3.43920,2,-2.8808
ENSG00000066322,ELOVL1,45,1.26839,9,-1.4123,126,3.51751,5,-2.7821
ENSG00000159479,MED8,30,0.15187,35,0.51591,17,-0.7675,25,-0.2891
ENSG00000178922,HYI,20,0.49514,8,-1.0792,42,1.80881,12,-0.4579
ENSG00000142949,PTPRF,61,-0.8020,140,0.67161,59,-0.8420,97,-0.1535
ENSG00000066135,KDM4A,14,0.28301,13,0.22657,11,-0.1254,11,-0.2480
ENSG00000126091,ST3GAL3,33,0.06102,39,0.39525,17,-0.9860,31,-0.1060
ENSG00000117408,IPO13,78,0.61273,49,-0.1592,59,0.16590,50,-0.1758
ENSG00000132768,DPH2,16,0.61105,16,0.79241,15,0.49772,7,-1.1559
ENSG00000117410,ATP6V0B,427,-0.0869,650,0.78369,225,-1.0738,394,-0.3999
ENSG00000117411,B4GALT2,43,-0.9758,62,-0.5264,70,-0.2436,100,0.74017
ENSG00000159214,CCDC24,23,0.25191,20,0.02866,8,-1.4323,21,0.20961
ENSG00000178028,DMAP1,75,0.89824,55,0.52482,23,-0.9784,35,-0.5867
ENSG00000117419,ERI3,248,0.32614,220,0.16084,124,-0.7609,200,-0.0463
ENSG00000187147,RNF220,122,0.36798,102,0.10210,82,-0.2657,93,-0.1364
ENSG00000126106,TMEM53,18,0.33344,23,0.97347,15,-0.0066,10,-1.0092
ENSG00000142937,RPS8,814,-0.1335,765,-0.2833,1806,1.18529,805,-0.2882
ENSG00000070785,EIF2B3,35,0.67012,31,0.65508,18,-0.3234,17,-0.7438
ENSG00000126107,HECTD3,17,0.50533,13,0.06979,7,-0.8283,12,-0.0319
ENSG00000126088,UROD,54,-0.2693,81,0.46187,72,0.16423,57,-0.3667
ENSG00000117450,PRDX1,372,0.26422,302,-0.0875,540,0.88148,276,-0.3995
ENSG00000117448,AKR1A1,53,0.38348,39,-0.1567,41,-0.0239,42,-0.0123
ENSG00000132780,NASP,29,0.13827,19,-0.6684,40,0.62337,29,0.18176
ENSG00000159592,GPBP1L1,30,0.11451,25,-0.1672,28,0.01108,28,0.08737
ENSG00000159596,TMEM69,13,-0.0645,17,0.40826,16,0.23716,12,-0.4074
ENSG00000086015,MAST2,32,0.44759,26,0.18279,27,0.19966,21,-0.3877
ENSG00000085998,POMGNT1,54,0.18346,69,0.79399,58,0.29567,34,-0.8800
ENSG00000132128,LRRC41,36,-0.2469,52,0.44986,39,-0.1156,39,-0.2684
ENSG00000173660,UQCRH,542,-0.2415,778,0.42851,441,-0.5626,607,-0.1291
ENSG00000117480,FAAH,42,0.55866,29,-0.0378,30,0.03989,28,-0.2004
ENSG00000282881,TMEM275,91,4.34770,1,-3.4974,6,-0.9808,5,-1.8556
