Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000117115,PADI2,12,-1.8123,221,3.16338,38,-0.1077,2,-4.0202,19,-1.1379,37,-0.1849,16,-1.3884,30,-0.4425,19,-1.2045
ENSG00000179051,RCC2,0,-4.3856,20,0.29611,9,-0.8150,15,-0.0995,20,0.31568,14,-0.3024,18,0.17324,4,-2.0075,33,1.35469
ENSG00000074964,ARHGEF10L,40,1.33292,24,0.50178,16,-0.1309,10,-0.8630,11,-0.7330,22,0.46539,11,-0.7357,5,-1.7044,14,-0.4279
ENSG00000117154,IGSF21,72,0.25252,18,-1.8329,36,-0.8092,74,0.28688,70,0.20585,95,0.92211,64,0.06700,23,-1.4596,47,-0.4556
ENSG00000159423,ALDH4A1,0,-5.3425,31,-0.0472,45,0.53431,12,-1.4331,17,-0.9532,56,1.22546,28,-0.2064,33,0.03989,24,-0.4642
ENSG00000127463,EMC1,54,0.60513,29,-0.3659,26,-0.5276,63,0.86490,31,-0.2573,37,0.02050,40,0.14537,34,-0.1111,26,-0.5675
ENSG00000053372,MRTO4,0,-5.3534,30,-0.3038,34,-0.1007,33,-0.1490,50,0.49180,45,0.39323,39,0.07910,48,0.42774,36,-0.0612
ENSG00000053371,AKR7A2,2,-4.5091,96,1.27758,55,0.36374,24,-0.9179,21,-1.1238,47,0.11217,62,0.54396,35,-0.3524,47,0.09869
ENSG00000077549,CAPZB,160,-0.3834,225,0.14498,167,-0.3217,233,0.20307,271,0.44461,202,-0.0303,208,0.02262,248,0.30228,172,-0.3036
ENSG00000173436,MICOS10,192,-0.8670,291,-0.2261,444,0.43914,328,-0.0397,241,-0.5185,418,0.43061,343,0.03006,383,0.20505,283,-0.2974
ENSG00000158747,NBL1,157,-0.1583,250,0.58132,140,-0.3308,125,-0.5054,204,0.25257,231,0.57442,176,0.01533,107,-0.7404,117,-0.6628
ENSG00000169914,OTUD3,1,-3.3852,4,-1.9253,10,-0.6213,19,0.26020,25,0.71764,15,-0.0552,30,1.02451,22,0.53139,16,0.02266
ENSG00000162545,CAMK2N1,1090,-0.4556,468,-1.7271,1882,0.40307,1758,0.29356,1833,0.36048,998,-0.6950,1208,-0.2971,2421,0.81698,1941,0.50726
ENSG00000090432,MUL1,0,-5.0880,15,-0.8552,24,-0.1339,38,0.57697,31,0.22600,39,0.79106,29,0.15558,17,-0.6668,23,-0.2316
ENSG00000158828,PINK1,273,-0.5210,213,-0.9038,393,0.04137,439,0.21731,352,-0.1291,457,0.35152,406,0.09221,282,-0.4755,432,0.21207
ENSG00000244038,DDOST,74,1.29804,32,-0.0589,23,-0.5430,52,0.69955,12,-1.5369,26,-0.4455,32,-0.0547,24,-0.4997,36,0.15141
ENSG00000117245,KIF17,2,-3.2823,5,-1.9180,8,-1.3022,33,0.81849,25,0.35058,31,0.94586,24,0.29149,11,-0.8817,18,-0.1638
ENSG00000189410,SH2D5,25,-0.5653,9,-2.0107,43,0.23949,64,0.89141,44,0.29355,36,-0.0409,20,-0.9201,48,0.41276,40,0.13500
ENSG00000127483,HP1BP3,106,-0.5966,151,-0.0491,109,-0.5475,149,-0.0660,261,0.83414,151,-0.0570,166,0.10328,167,0.11282,153,-0.0334
ENSG00000075151,EIF4G3,115,-0.0090,64,-0.9042,56,-1.1138,127,0.14338,106,-0.1411,127,0.17610,149,0.39643,142,0.31895,126,0.14212
ENSG00000117298,ECE1,3,-2.2269,61,2.29046,9,-0.8105,10,-0.7138,13,-0.3447,22,0.60997,7,-1.3241,5,-1.6548,10,-0.7815
ENSG00000076864,RAP1GAP,114,-0.5226,35,-2.2915,88,-0.9172,236,0.62044,243,0.66387,189,0.32873,132,-0.2984,133,-0.2944,188,0.27523
ENSG00000090686,USP48,93,1.13943,40,-0.2036,32,-0.5603,58,0.35290,51,0.15667,40,-0.2562,46,-0.0157,43,-0.0893,35,-0.4663
ENSG00000070831,CDC42,70,-1.6855,161,-0.4337,129,-0.7674,315,0.62519,253,0.27497,268,0.46024,291,0.49603,162,-0.4285,186,-0.2336
ENSG00000173372,C1QA,26,-0.6057,204,3.09995,35,-0.1340,12,-1.7616,14,-1.5419,16,-1.4742,29,-0.4323,24,-0.6876,34,-0.1913
ENSG00000159189,C1QC,22,-0.6104,178,3.10586,29,-0.2076,6,-2.5492,22,-0.6700,19,-0.9581,10,-1.7632,33,-0.0229,21,-0.7272
ENSG00000173369,C1QB,86,0.40066,309,2.76275,73,0.13087,18,-1.9464,39,-0.8403,34,-1.1856,28,-1.3019,58,-0.2222,46,-0.6404
ENSG00000004487,KDM1A,15,-1.7761,42,-0.2940,44,-0.2088,94,1.01716,63,0.34548,47,-0.1309,52,0.04418,50,-0.0288,52,0.05835
ENSG00000169641,LUZP1,10,-1.9196,16,-1.1790,27,-0.4646,27,-0.4258,61,0.83581,45,0.43486,40,0.16897,50,0.50607,34,-0.1199
ENSG00000125944,HNRNPR,24,-2.2303,107,0.01598,77,-0.4866,149,0.54228,107,0.00628,104,-0.0362,168,0.73724,114,0.11128,108,0.02377
ENSG00000125945,ZNF436,18,-0.4239,3,-2.8199,9,-1.5194,44,0.96029,31,0.42579,24,0.04427,21,-0.1967,22,-0.1393,33,0.56592
ENSG00000117318,ID3,37,-0.8603,660,5.96611,4,-4.0988,13,-2.3672,9,-2.8115,4,-4.3079,1,-5.9064,4,-4.0336,16,-2.1546
ENSG00000142676,RPL11,1169,1.09531,1308,1.29093,675,0.19018,258,-1.2875,406,-0.6030,507,-0.3123,552,-0.1277,336,-0.8870,480,-0.3733
ENSG00000011007,ELOA,0,-4.3987,24,0.58313,9,-0.8701,24,0.62959,15,-0.0869,17,0.10211,12,-0.4746,20,0.30047,20,0.32839
ENSG00000057757,PITHD1,103,-1.0719,63,-1.8062,127,-0.7539,288,0.52805,258,0.34932,236,0.25301,296,0.57050,221,0.10072,212,0.03747
ENSG00000011009,LYPLA2,32,-0.7360,24,-1.1924,41,-0.3692,76,0.59489,64,0.29958,50,-0.0913,62,0.24926,61,0.22645,60,0.23846
ENSG00000117308,GALE,16,-0.0986,7,-1.3272,12,-0.5720,28,0.77859,14,-0.2679,10,-1.0168,29,0.81203,13,-0.4558,30,0.97940
ENSG00000117305,HMGCL,2,-3.5566,36,0.80789,23,0.10689,22,0.04228,25,0.24868,22,0.02289,20,-0.1018,21,-0.0040,22,0.01977
ENSG00000179163,FUCA1,0,-4.2191,19,0.40734,11,-0.4126,24,0.82797,21,0.59064,13,-0.2253,11,-0.4458,12,-0.2157,18,0.38614
ENSG00000189266,PNRC2,169,1.68831,78,0.36671,41,-0.6281,31,-1.0402,57,-0.1397,64,0.07966,47,-0.4188,53,-0.2450,37,-0.8646
ENSG00000188529,SRSF10,16,-1.9150,69,0.31989,43,-0.4030,72,0.38273,66,0.26313,60,0.12917,74,0.43440,39,-0.5589,58,0.04655
ENSG00000001461,NIPAL3,66,0.21074,34,-0.7909,34,-0.7874,56,-0.0594,52,-0.1739,93,1.01551,45,-0.3727,44,-0.4241,41,-0.5745
ENSG00000133226,SRRM1,28,-0.6498,84,1.07860,31,-0.5206,45,0.08116,44,0.02049,40,-0.1270,34,-0.3660,49,0.21094,41,-0.0978
ENSG00000169504,CLIC4,12,-1.2557,136,2.91461,14,-0.9746,2,-3.3927,12,-1.2539,33,0.34328,23,-0.2836,7,-2.0396,13,-1.2254
ENSG00000117614,SYF2,112,0.83204,114,0.86430,40,-0.7831,49,-0.4570,45,-0.6015,52,-0.4405,62,-0.1183,84,0.36604,68,0.04005
ENSG00000117616,RSRP1,84,0.35260,64,-0.0899,48,-0.5248,62,-0.1222,101,0.64987,67,-0.0223,64,-0.0851,90,0.45164,48,-0.5616
ENSG00000183726,TMEM50A,145,0.74912,84,-0.1256,66,-0.4925,124,0.49239,75,-0.2922,68,-0.5231,63,-0.5572,114,0.36111,107,0.28857
ENSG00000204178,MACO1,30,0.01995,18,-0.7629,13,-1.2321,22,-0.3983,41,0.54132,36,0.40427,34,0.23787,35,0.27329,25,-0.2471
ENSG00000117643,MAN1C1,19,-1.3356,44,-0.0438,36,-0.3602,86,1.03006,29,-0.7038,13,-2.0993,56,0.32565,62,0.47094,89,1.24941
ENSG00000162430,SELENON,99,1.16407,78,0.76284,39,-0.3435,47,-0.0639,59,0.31415,35,-0.5842,42,-0.2221,31,-0.6762,41,-0.2887
ENSG00000117640,MTFR1L,60,-0.2479,58,-0.2846,75,0.10731,97,0.51010,52,-0.4627,84,0.34836,87,0.34774,51,-0.4936,55,-0.4020
ENSG00000117632,STMN1,558,-1.0506,346,-1.7641,688,-0.7341,1374,0.34234,1463,0.44383,1451,0.54648,1185,0.10622,1006,-0.1505,1159,0.07903
