Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000122882,ECD,14,0.36013,27,1.36475,13,0.20996,5,-1.0634,5,-1.1443,7,-0.7030,7,-0.7578,10,-0.1419,8,-0.5473,18,0.66419,15,0.44618
ENSG00000138286,FAM149B1,11,0.09688,12,0.24890,12,0.30137,7,-0.5804,19,0.99420,5,-0.8999,4,-1.2497,10,0.02789,14,0.55310,10,-0.0053,11,0.17234
ENSG00000213551,DNAJC9,26,0.59091,21,0.22741,19,0.06064,21,0.24456,23,0.37230,10,-0.8566,20,0.15650,17,-0.0885,13,-0.5446,15,-0.2475,12,-0.6265
ENSG00000182180,MRPS16,74,0.66327,48,-0.0217,33,-0.6184,70,0.56099,57,0.23458,45,-0.1510,47,-0.0612,32,-0.6543,50,0.01830,34,-0.5500,51,0.07282
ENSG00000138279,ANXA7,132,-0.0719,154,0.16435,153,0.15372,162,0.24053,174,0.36327,156,0.18280,168,0.33229,103,-0.4582,88,-0.7073,111,-0.3473,97,-0.5560
ENSG00000107758,PPP3CB,412,0.42134,178,-0.8857,349,0.15652,382,0.30004,431,0.49455,476,0.65535,404,0.43563,198,-0.7213,120,-1.4774,300,-0.0860,142,-1.2243
ENSG00000166348,USP54,16,0.26573,29,1.26107,5,-1.4336,4,-1.7025,2,-2.6429,8,-0.7943,6,-1.2380,38,1.73998,24,0.95103,11,-0.2997,11,-0.2871
ENSG00000176986,SEC24C,25,-0.1238,26,-0.0635,18,-0.6498,22,-0.3125,50,0.96385,40,0.59519,42,0.73301,20,-0.4834,18,-0.6470,15,-0.9008,12,-1.2509
ENSG00000196968,FUT11,25,1.25336,25,1.31674,4,-1.3896,4,-1.3298,4,-1.3365,10,-0.1470,8,-0.5896,5,-1.0627,19,0.80303,9,-0.3223,13,0.19887
ENSG00000172586,CHCHD1,48,-0.6733,60,-0.3470,66,-0.1816,84,0.19244,85,0.19807,101,0.47428,96,0.44577,59,-0.3647,58,-0.3825,68,-0.1464,75,0.00046
ENSG00000214655,ZSWIM8,12,-0.7348,17,-0.2453,18,-0.1114,18,-0.1735,28,0.54846,37,0.99589,27,0.51208,15,-0.4690,11,-0.8593,16,-0.3344,13,-0.6321
ENSG00000166507,NDST2,24,0.28243,28,0.53509,31,0.72941,15,-0.4058,23,0.22800,11,-0.8237,21,0.06277,13,-0.6660,10,-0.9692,24,0.30038,17,-0.2345
ENSG00000148660,CAMK2G,195,0.59922,162,0.30377,123,-0.1349,134,0.00327,113,-0.2662,118,-0.1960,184,0.56624,107,-0.3520,83,-0.7328,87,-0.6724,118,-0.1964
ENSG00000035403,VCL,15,-0.9648,13,-1.2050,45,0.73400,21,-0.4369,19,-0.6077,35,0.32358,14,-1.1005,113,2.40706,18,-0.7389,25,-0.1788,9,-1.6463
ENSG00000185009,AP3M1,11,-0.4807,14,-0.0803,15,-0.0240,22,0.56451,14,-0.1660,14,-0.1423,17,0.21390,14,-0.1058,13,-0.2194,15,0.00028,16,0.05091
ENSG00000156110,ADK,21,-0.1659,20,-0.2799,22,-0.0764,13,-0.8955,26,0.13224,30,0.40351,20,-0.3107,22,-0.0844,24,0.03666,32,0.50057,32,0.50671
ENSG00000156650,KAT6B,62,0.75169,47,0.31417,39,0.00524,19,-1.0288,22,-0.8669,37,-0.0617,24,-0.7659,53,0.48898,90,1.40075,22,-0.8520,24,-0.7309
ENSG00000156671,SAMD8,42,0.03108,33,-0.3212,57,0.52109,41,-0.0106,34,-0.2975,51,0.33631,45,0.15591,40,-0.0510,32,-0.3640,39,-0.0613,33,-0.3135
ENSG00000165637,VDAC2,162,-0.0735,208,0.32441,134,-0.3693,261,0.69602,193,0.20312,185,0.13740,187,0.17218,143,-0.2666,90,-0.9643,132,-0.3862,152,-0.1692
ENSG00000165644,COMTD1,14,-0.1563,9,-0.7416,10,-0.6587,25,0.72712,16,0.08431,17,0.13427,27,0.98881,5,-1.5229,7,-1.1238,12,-0.4277,17,0.13881
ENSG00000165655,ZNF503,49,1.33289,15,-0.5029,7,-1.5922,11,-0.9585,19,-0.1950,28,0.43919,31,0.65342,27,0.35008,20,-0.0818,7,-1.6973,12,-0.8949
ENSG00000156113,KCNMA1,204,0.99190,101,-0.1495,102,-0.1383,117,0.08044,126,0.19557,126,0.20500,115,0.06673,82,-0.4716,84,-0.4375,87,-0.3732,73,-0.6488
ENSG00000148606,POLR3A,54,0.69494,30,-0.2422,36,0.02996,40,0.19548,49,0.52319,34,-0.0576,48,0.58073,20,-0.8301,19,-0.9458,22,-0.7326,21,-0.8067
ENSG00000138326,RPS24,553,-1.0455,1169,0.10738,1418,0.41599,610,-0.8956,943,-0.2293,745,-0.5933,884,-0.3586,1900,0.89945,1311,0.29020,1435,0.43548,1253,0.21771
ENSG00000108175,ZMIZ1,98,0.81015,62,0.07602,62,0.08432,68,0.21345,51,-0.2186,71,0.29730,51,-0.2450,52,-0.1960,64,0.13170,35,-0.7943,43,-0.4960
ENSG00000108179,PPIF,40,0.08724,69,0.97823,14,-1.4770,36,-0.0843,35,-0.1379,31,-0.2920,44,0.26601,49,0.39048,40,0.08926,22,-0.8083,30,-0.3606
ENSG00000165424,ZCCHC24,18,-0.8135,52,0.79859,14,-1.2305,18,-0.8634,14,-1.1850,19,-0.7635,10,-1.7707,79,1.51495,96,1.87300,21,-0.6075,27,-0.2197
ENSG00000253626,EIF5AL1,17,0.72185,6,-0.8749,12,0.17515,18,0.84976,11,0.04539,14,0.41759,5,-1.0779,12,0.13409,9,-0.2192,9,-0.2055,9,-0.2349
ENSG00000225484,NUTM2B-AS1,21,0.65861,14,0.04962,20,0.58034,16,0.20350,12,-0.1570,20,0.60464,13,-0.1337,4,-1.7933,11,-0.3211,11,-0.2930,10,-0.4947
ENSG00000133678,TMEM254,10,-0.8258,15,-0.2462,8,-1.2225,16,-0.1600,22,0.37205,20,0.18736,23,0.42414,22,0.33126,12,-0.5907,23,0.38776,19,0.13521
ENSG00000189129,PLAC9,4,-3.0485,20,-0.7187,26,-0.2741,43,0.48674,16,-0.9993,13,-1.3286,19,-0.8505,96,1.88911,32,0.03910,62,1.09102,29,-0.1438
ENSG00000122359,ANXA11,129,0.07339,44,-1.5455,218,0.93329,130,0.08831,121,-0.0193,244,1.12337,154,0.40239,88,-0.5142,54,-1.2385,84,-0.5774,52,-1.3096
ENSG00000122378,PRXL2A,256,0.32370,256,0.32255,134,-0.6878,193,-0.1225,199,-0.0760,195,-0.1104,171,-0.3359,222,0.09211,278,0.45278,215,0.04212,218,0.06504
ENSG00000108219,TSPAN14,30,-0.6550,18,-1.4401,62,0.44332,59,0.36647,79,0.84457,58,0.34835,54,0.25482,48,0.03892,21,-1.2112,44,-0.1049,34,-0.5046
ENSG00000185737,NRG3,41,0.50399,25,-0.2546,29,-0.0402,31,0.07836,27,-0.1375,56,1.02382,40,0.52800,14,-1.1281,16,-0.9383,19,-0.6415,17,-0.7967
ENSG00000165678,GHITM,533,0.35788,441,0.05677,419,-0.0232,522,0.32569,519,0.31692,370,-0.2184,604,0.63366,242,-0.8663,266,-0.7267,242,-0.8646,340,-0.3462
ENSG00000148600,CDHR1,39,1.86869,16,0.37726,2,-2.4725,12,-0.1194,15,0.22292,11,-0.2343,14,0.18979,11,-0.2187,8,-0.6696,3,-1.9726,7,-0.8116
ENSG00000107771,CCSER2,119,0.38638,107,0.21158,68,-0.4832,107,0.20936,106,0.19987,69,-0.4649,73,-0.4053,120,0.39836,68,-0.4925,120,0.38937,91,-0.0497
ENSG00000182771,GRID1,27,0.65406,16,-0.1460,10,-0.8920,21,0.24476,21,0.28561,18,-0.0153,22,0.39053,17,-0.0284,11,-0.7498,12,-0.5319,15,-0.2135
ENSG00000062650,WAPL,20,0.16087,26,0.59728,14,-0.3395,6,-1.5900,22,0.32472,20,0.18324,18,0.03045,17,-0.0722,19,0.06843,21,0.23027,13,-0.4570
ENSG00000107779,BMPR1A,16,0.29240,13,-0.0276,10,-0.3857,11,-0.2864,13,-0.0477,16,0.26089,14,0.08585,15,0.19847,16,0.24570,12,-0.2141,10,-0.3889
ENSG00000173267,SNCG,525,0.19716,600,0.41026,82,-2.5895,513,0.15900,440,-0.0809,432,-0.1100,682,0.69962,354,-0.4168,285,-0.7528,367,-0.3654,600,0.41239
ENSG00000148671,ADIRF,104,-1.0559,217,0.06200,77,-1.5048,126,-0.7772,61,-1.8542,81,-1.4417,82,-1.5000,862,2.52910,338,0.77903,222,0.09765,248,0.27862
ENSG00000148672,GLUD1,194,-0.3056,336,0.56538,146,-0.7367,207,-0.2063,151,-0.6859,96,-1.3653,157,-0.6816,261,0.16299,383,0.78111,241,0.03274,502,1.24351
ENSG00000223482,NUTM2A-AS1,26,0.23528,19,-0.2500,20,-0.1731,21,-0.0801,22,-0.0378,31,0.51940,29,0.48168,28,0.34714,13,-0.8489,13,-0.7905,16,-0.4611
ENSG00000107789,MINPP1,11,-0.0010,13,0.26725,11,-0.0191,23,1.13102,21,1.01011,11,-0.0305,10,-0.1212,2,-2.3182,3,-1.7357,11,-0.0295,7,-0.7383
ENSG00000138138,ATAD1,94,0.43453,73,0.02990,58,-0.3224,75,0.07353,92,0.39268,99,0.52178,85,0.30214,57,-0.3510,47,-0.6600,41,-0.8432,53,-0.4719
ENSG00000171862,PTEN,112,0.54047,99,0.33304,46,-0.8485,83,0.05599,72,-0.1547,80,-0.0034,81,0.01725,101,0.36693,46,-0.8622,72,-0.1621,88,0.14566
ENSG00000138134,STAMBPL1,17,0.60469,15,0.39107,11,-0.1489,10,-0.2111,14,0.29420,10,-0.2334,15,0.46299,9,-0.3260,9,-0.3616,6,-0.9123,8,-0.6296
ENSG00000107798,LIPA,42,0.13645,55,0.57437,13,-1.6110,9,-2.1778,22,-0.8137,44,0.19832,39,0.01133,109,1.75569,44,0.19684,21,-0.9165,25,-0.6505
ENSG00000119917,IFIT3,22,0.27167,42,1.36921,8,-1.1884,4,-2.0370,7,-1.4385,15,-0.2799,7,-1.4207,55,1.87742,23,0.35375,15,-0.2679,12,-0.6543
ENSG00000185745,IFIT1,81,0.47273,68,0.20558,35,-0.8247,74,0.33120,63,0.07728,77,0.39876,72,0.32700,55,-0.1445,44,-0.4831,30,-1.0397,48,-0.3372
ENSG00000152778,IFIT5,16,-0.0746,34,1.16463,7,-1.3290,12,-0.5169,17,0.06545,16,-0.0716,15,-0.1178,19,0.25871,12,-0.4820,9,-0.8558,25,0.68401
ENSG00000152782,PANK1,26,1.72253,15,0.75505,3,-1.6212,8,-0.2350,4,-1.2101,11,0.34176,3,-1.5334,15,0.74627,7,-0.4620,8,-0.1263,6,-0.5372
ENSG00000148688,RPP30,23,-0.1966,33,0.33541,22,-0.2756,36,0.49587,18,-0.5460,26,-0.0266,28,0.09603,31,0.24234,23,-0.2469,24,-0.1733,26,-0.0522
ENSG00000180628,PCGF5,75,0.30328,98,0.72562,40,-0.6759,52,-0.2882,51,-0.2961,39,-0.7012,52,-0.2854,88,0.54698,67,0.12051,66,0.08395,65,0.07513
ENSG00000165338,HECTD2,23,0.37618,20,0.16343,19,0.07318,19,0.02108,18,-0.0690,32,0.85140,22,0.28575,9,-1.0064,9,-1.1401,16,-0.1866,12,-0.5952
ENSG00000119938,PPP1R3C,19,-0.3440,31,0.38760,35,0.59177,20,-0.2833,17,-0.5418,11,-1.1060,10,-1.3236,27,0.18883,48,1.09783,35,0.56964,25,0.08464
ENSG00000107854,TNKS2,35,-0.4894,31,-0.6774,68,0.54161,43,-0.1696,65,0.45780,49,0.01772,75,0.79197,43,-0.1761,35,-0.4925,34,-0.5247,27,-0.8930
ENSG00000107864,CPEB3,82,0.93910,97,1.22790,19,-1.2990,43,-0.1047,35,-0.4114,41,-0.1631,45,-0.0510,41,-0.1724,40,-0.2121,19,-1.3443,44,-0.0723
ENSG00000198060,MARCH5,29,-0.0482,40,0.43282,34,0.20537,25,-0.2623,40,0.44582,22,-0.4843,33,0.12598,33,0.13406,22,-0.5097,19,-0.7313,33,0.14885
ENSG00000138190,EXOC6,51,0.55338,23,-0.6993,57,0.71957,44,0.29251,42,0.24791,48,0.45285,42,0.24194,22,-0.7431,16,-1.2638,28,-0.4032,20,-0.8760
ENSG00000138207,RBP4,54,-1.0216,83,-0.3776,97,-0.1341,126,0.28579,148,0.54459,115,0.13786,200,1.20050,41,-1.4283,28,-2.0059,103,-0.0449,72,-0.5946
ENSG00000148690,FRA10AC1,97,0.32268,67,-0.2647,58,-0.4884,101,0.38119,77,-0.0340,49,-0.7219,81,0.05004,76,-0.0710,100,0.36540,71,-0.1643,91,0.22426
ENSG00000108231,LGI1,58,0.41545,75,0.82838,41,-0.1166,45,-0.0076,42,-0.1107,38,-0.2678,38,-0.2643,30,-0.6183,49,0.15565,39,-0.1951,43,-0.0531
ENSG00000108239,TBC1D12,10,-0.1718,21,0.96280,18,0.67472,4,-1.5926,9,-0.3354,9,-0.3048,5,-1.1526,21,0.93516,10,-0.1597,14,0.30032,11,-0.1339
ENSG00000095637,SORBS1,43,-0.4502,82,0.55480,104,0.95881,66,0.21674,62,0.10633,52,-0.1660,39,-0.6341,74,0.39372,38,-0.6407,63,0.14599,29,-1.0287
ENSG00000059573,ALDH18A1,17,0.32026,21,0.65510,20,0.59122,12,-0.1514,10,-0.4435,16,0.23837,11,-0.2906,16,0.19668,12,-0.2077,8,-0.8282,10,-0.4941
ENSG00000119977,TCTN3,6,-1.1123,13,-0.0965,18,0.40644,13,-0.0401,15,0.11351,21,0.65540,11,-0.3124,16,0.22526,12,-0.2604,12,-0.1535,16,0.23830
ENSG00000177853,ZNF518A,18,0.96992,14,0.52603,11,0.14693,8,-0.4132,6,-0.7655,9,-0.1238,5,-1.0233,9,-0.1834,11,0.13855,8,-0.2559,15,0.64628
ENSG00000197430,OPALIN,34,0.25329,92,1.94139,0,-5.9629,5,-2.4840,1,-4.1211,9,-1.7134,13,-1.3001,84,1.77599,89,1.89213,1,-4.2866,8,-1.8652
ENSG00000077147,TM9SF3,146,0.76278,118,0.41568,85,-0.1143,95,0.06044,87,-0.0788,75,-0.3020,89,-0.0453,103,0.19505,82,-0.1598,46,-1.0253,78,-0.2370
ENSG00000196233,LCOR,46,1.54224,20,0.18053,11,-0.7233,11,-0.6682,10,-0.8751,18,0.00439,21,0.26127,18,0.01010,20,0.16832,6,-1.6532,13,-0.4560
ENSG00000187122,SLIT1,370,1.81549,127,0.00487,83,-0.6578,125,-0.0179,98,-0.4071,128,0.01565,173,0.55108,87,-0.5782,71,-0.8855,36,-1.8801,51,-1.3785
ENSG00000052749,RRP12,19,0.42509,9,-0.6797,20,0.48418,17,0.27866,23,0.70967,13,-0.1326,14,-0.0510,14,-0.0678,8,-0.8250,12,-0.2414,10,-0.5746
ENSG00000171314,PGAM1,727,0.31568,734,0.33148,523,-0.2026,681,0.21166,794,0.45870,495,-0.2872,748,0.40446,410,-0.5772,314,-0.9815,406,-0.5951,567,-0.0772
ENSG00000171311,EXOSC1,17,-0.3992,22,-0.0091,20,-0.1188,15,-0.5375,38,0.87109,26,0.30507,25,0.24234,17,-0.3322,10,-1.1590,15,-0.5235,30,0.52476
ENSG00000171307,ZDHHC16,14,-0.1053,14,-0.1170,12,-0.3239,13,-0.2178,34,1.34237,15,0.05596,17,0.28265,17,0.22056,7,-1.0166,7,-1.0346,9,-0.6744
ENSG00000155229,MMS19,68,1.05266,43,0.27290,25,-0.5633,31,-0.2399,26,-0.4674,48,0.47502,43,0.32308,22,-0.7370,27,-0.4445,20,-0.8721,33,-0.1183
ENSG00000165886,UBTD1,4,-1.4465,15,0.58589,16,0.69405,8,-0.2432,16,0.73843,5,-0.9497,8,-0.4309,12,0.25763,8,-0.3981,13,0.45911,8,-0.3031
ENSG00000171160,MORN4,50,0.43471,33,-0.1918,39,0.04010,37,-0.0163,43,0.22305,32,-0.2257,48,0.44504,18,-1.1395,29,-0.3920,41,0.14194,32,-0.2448
ENSG00000155252,PI4K2A,37,-0.1236,38,-0.0796,59,0.61817,54,0.48987,49,0.31958,58,0.59583,38,-0.0913,23,-0.8424,17,-1.2687,38,-0.0649,30,-0.4402
ENSG00000119986,AVPI1,36,0.77067,26,0.25319,23,0.03385,30,0.44993,22,-0.0337,26,0.20547,12,-0.9521,25,0.14047,17,-0.4403,17,-0.4413,23,0.04261
ENSG00000155256,ZFYVE27,35,0.12111,43,0.45046,40,0.31369,48,0.60315,40,0.31875,38,0.24729,39,0.31079,26,-0.3371,12,-1.5136,19,-0.8200,12,-1.4733
ENSG00000155265,GOLGA7B,50,0.39745,31,-0.3597,34,-0.1989,34,-0.2231,55,0.52329,54,0.50459,45,0.22760,19,-1.0571,30,-0.4172,40,0.04101,33,-0.2593
ENSG00000095713,CRTAC1,62,2.43865,54,2.13100,2,-2.6429,8,-0.9194,7,-1.1974,4,-1.7708,1,-3.9277,18,0.23770,16,0.03368,2,-3.0219,10,-0.6491
ENSG00000107521,HPS1,34,0.78530,33,0.73183,11,-0.8927,18,-0.2469,24,0.22400,12,-0.8331,20,-0.0671,26,0.33009,14,-0.5668,16,-0.4208,21,0.06297
ENSG00000119946,CNNM1,65,1.13826,39,0.28123,27,-0.2817,42,0.38722,36,0.16893,51,0.70466,30,-0.1243,17,-0.9670,23,-0.5456,12,-1.4872,18,-0.8933
ENSG00000120053,GOT1,325,0.19278,324,0.19178,255,-0.1863,322,0.17811,472,0.80277,439,0.68261,384,0.51855,129,-1.2279,84,-1.8553,157,-0.9251,173,-0.7857
ENSG00000155287,SLC25A28,21,-0.6591,30,-0.1670,31,-0.0958,41,0.33053,30,-0.1228,29,-0.1943,48,0.65870,41,0.34491,19,-0.8123,28,-0.2679,30,-0.1419
ENSG00000119929,CUTC,12,-0.6420,8,-1.3048,31,0.77198,25,0.43732,22,0.24046,27,0.56296,23,0.34278,9,-1.1577,12,-0.6562,21,0.19233,13,-0.5106
ENSG00000014919,COX15,28,0.93108,13,-0.2157,17,0.18270,19,0.29112,20,0.40218,14,-0.1406,10,-0.6457,16,0.09471,13,-0.3049,9,-0.7826,15,-0.0246
ENSG00000107566,ERLIN1,9,-0.5488,4,-1.7998,21,0.68532,19,0.48156,26,1.01292,9,-0.6484,26,1.20940,8,-0.7891,6,-1.2505,4,-1.8253,6,-1.2019
ENSG00000213341,CHUK,10,-0.5305,14,-0.0137,18,0.39818,6,-1.1304,8,-0.7720,33,1.40120,18,0.40564,12,-0.1920,10,-0.5561,7,-0.9673,13,-0.0378
ENSG00000095485,CWF19L1,15,0.20306,19,0.54620,11,-0.2767,13,-0.0902,16,0.24180,19,0.56925,19,0.61624,5,-1.5253,7,-1.0212,12,-0.2128,7,-1.0232
ENSG00000196072,BLOC1S2,62,-0.0434,63,-0.0050,43,-0.5971,71,0.16641,61,-0.0745,64,-0.0015,88,0.56933,65,0.02744,34,-0.9507,59,-0.1292,68,0.09619
ENSG00000099194,SCD,272,0.08919,485,1.03731,81,-1.7441,132,-1.0187,54,-2.3390,132,-1.0162,117,-1.2788,618,1.46176,606,1.42605,125,-1.0991,343,0.45940
ENSG00000235823,OLMALINC,11,-0.7334,40,1.32577,4,-2.2674,11,-0.7363,6,-1.6495,8,-1.2248,7,-1.3582,49,1.69748,40,1.34623,9,-0.9268,20,0.17775
ENSG00000166136,NDUFB8,375,-0.3150,506,0.15436,515,0.18195,530,0.22731,467,0.02531,375,-0.3156,506,0.16921,381,-0.2897,389,-0.2567,501,0.13810,458,-0.0040
ENSG00000166135,HIF1AN,23,0.29827,18,-0.0712,15,-0.3492,13,-0.5837,28,0.56221,29,0.64918,14,-0.4991,15,-0.3759,17,-0.1742,24,0.35497,20,0.02644
ENSG00000119906,SLF2,19,-0.3657,32,0.43191,25,0.05316,17,-0.5135,26,0.11933,30,0.31151,18,-0.5310,41,0.82463,35,0.56965,13,-0.9729,19,-0.4078
ENSG00000055950,MRPL43,48,-0.3457,73,0.29176,72,0.26666,53,-0.1915,59,-0.0465,66,0.14416,69,0.23770,76,0.37184,45,-0.4553,54,-0.1649,40,-0.6343
ENSG00000107816,LZTS2,33,0.77307,25,0.33714,21,0.04032,10,-1.0587,9,-1.1417,22,0.11782,15,-0.4442,48,1.42543,18,-0.1369,7,-1.4984,18,-0.1879
ENSG00000107819,SFXN3,54,0.50588,35,-0.1613,42,0.10039,36,-0.1262,39,-0.0031,53,0.47583,42,0.11791,32,-0.3132,23,-0.7964,43,0.14565,29,-0.4656
ENSG00000166167,BTRC,100,0.74957,80,0.37729,67,0.11181,85,0.47140,67,0.09450,68,0.13485,74,0.27463,31,-1.0746,23,-1.5237,40,-0.6787,46,-0.4942
ENSG00000166171,DPCD,35,-0.4260,45,-0.0631,33,-0.5307,74,0.73614,49,0.07691,48,0.04166,56,0.31527,38,-0.3249,36,-0.3877,47,0.02572,43,-0.1404
ENSG00000166169,POLL,17,0.34561,12,-0.2625,15,0.13414,15,0.14715,14,0.07355,12,-0.2201,20,0.65884,5,-1.5578,10,-0.4881,16,0.21386,9,-0.5640
ENSG00000107829,FBXW4,26,-0.2920,26,-0.3062,35,0.13979,21,-0.5978,29,-0.1330,36,0.21705,32,0.01049,47,0.61683,46,0.58306,19,-0.7766,31,-0.0199
ENSG00000107833,NPM3,27,0.67254,8,-1.1311,14,-0.3040,22,0.37497,18,0.04430,19,0.09711,18,0.05866,21,0.32074,12,-0.5903,24,0.48133,8,-1.0776
ENSG00000198408,OGA,204,0.47735,151,-0.0055,231,0.68232,151,-0.0080,170,0.17917,168,0.16508,150,-0.0203,121,-0.3422,95,-0.7214,143,-0.0836,83,-0.9253
ENSG00000120049,KCNIP2,29,-0.9573,33,-0.7986,145,1.62380,48,-0.2200,80,0.59688,78,0.55709,47,-0.2492,33,-0.7686,18,-1.6866,73,0.45886,28,-1.0420
ENSG00000120029,ARMH3,13,0.14521,14,0.26968,16,0.53380,7,-0.6888,11,-0.0071,11,-0.0678,14,0.38381,4,-1.3698,11,-0.1241,11,-0.0186,11,-0.1209
ENSG00000166189,HPS6,12,-0.0008,10,-0.1971,18,0.64932,14,0.26050,14,0.25606,22,0.99471,10,-0.2076,17,0.59290,4,-1.6079,3,-2.0296,7,-0.7886
ENSG00000148840,PPRC1,7,-0.7718,9,-0.3973,11,-0.0488,6,-0.8511,12,0.09851,13,0.21935,13,0.28699,29,1.58519,6,-0.8910,9,-0.3731,6,-0.8213
ENSG00000166197,NOLC1,64,0.04011,80,0.40253,81,0.42918,50,-0.3182,94,0.65961,56,-0.1604,72,0.25961,62,-4.4935,37,-0.7897,41,-0.6350,35,-0.8611
ENSG00000107862,GBF1,42,0.18552,40,0.07987,41,0.11835,34,-0.1464,46,0.32411,63,0.83270,52,0.55753,24,-0.7164,17,-1.1593,27,-0.4997,14,-1.4577
ENSG00000059915,PSD,227,-0.2297,140,-0.9640,447,0.85759,246,-0.1065,418,0.74357,234,-0.1822,242,-0.1436,137,-0.9964,255,-0.0495,369,0.54114,200,-0.4230
ENSG00000107872,FBXL15,81,-0.1363,76,-0.2489,86,-0.0589,115,0.41252,125,0.54438,104,0.24179,94,0.10116,42,-1.1489,55,-0.7252,107,0.29937,87,-0.0358
ENSG00000107874,CUEDC2,86,-0.5695,114,-0.1355,94,-0.4338,124,0.00492,175,0.54608,170,0.49925,147,0.29897,111,-0.1773,68,-0.9273,126,0.01998,128,0.05435
ENSG00000269609,RPARP-AS1,19,-0.2166,22,0.03428,16,-0.4574,37,0.87861,19,-0.2190,14,-0.6095,36,0.91046,10,-1.1620,16,-0.4581,21,-0.0267,13,-0.7277
ENSG00000138111,MFSD13A,23,0.47914,16,-0.1056,18,0.08619,49,1.77916,11,-0.6349,15,-0.1153,16,-0.0456,12,-0.4447,3,-2.3891,10,-0.7099,11,-0.6041
ENSG00000138107,ACTR1A,169,0.43028,114,-0.1854,96,-0.4578,112,-0.2218,152,0.26502,226,0.91119,154,0.32292,122,-0.0765,60,-1.1728,102,-0.3641,83,-0.6783
ENSG00000171206,TRIM8,69,0.30319,97,0.85404,47,-0.2913,51,-0.1765,61,0.09872,45,-0.3576,44,-0.4333,54,-0.0919,59,0.05482,60,0.09239,53,-0.1195
ENSG00000138175,ARL3,66,-0.8127,121,0.11325,117,0.06222,119,0.09273,94,-0.2734,144,0.39480,134,0.31498,108,-0.0608,86,-0.4186,107,-0.0752,117,0.06737
ENSG00000166272,WBP1L,18,-0.2502,54,1.53299,17,-0.3137,24,0.16567,12,-0.8861,10,-1.0544,14,-0.7315,31,0.60065,17,-0.3640,20,-0.1187,25,0.27854
ENSG00000166275,BORCS7,74,-0.0605,116,0.65218,69,-0.1650,73,-0.0914,95,0.33522,72,-0.0954,76,-0.0189,86,0.17573,56,-0.4989,55,-0.5094,75,-0.0360
ENSG00000148842,CNNM2,34,0.87748,16,-0.3436,20,0.03383,13,-0.6104,32,0.79175,24,0.32250,19,-0.0723,29,0.62103,9,-1.1012,12,-0.7111,8,-1.3303
ENSG00000076685,NT5C2,21,-0.2732,23,-0.1205,28,0.20718,15,-0.7212,21,-0.2280,49,1.10837,27,0.12402,24,-0.0443,27,0.12247,16,-0.6247,19,-0.4100
ENSG00000148798,INA,114,-0.4834,173,0.16846,122,-0.3859,263,0.84499,276,0.92693,154,-0.0213,205,0.49097,88,-0.8810,53,-1.6378,104,-0.6206,113,-0.4950
ENSG00000173915,ATP5MD,481,-0.8228,694,-0.2622,922,0.18426,647,-0.3707,1339,0.79091,829,0.01562,881,0.12209,641,-0.3852,553,-0.6112,1067,0.41831,916,0.17281
ENSG00000148843,PDCD11,14,0.58410,15,0.68599,12,0.26125,3,-1.4553,9,-0.0451,9,-0.0552,10,0.11520,9,-0.1169,11,0.18413,3,-1.7822,10,0.04842
ENSG00000107954,NEURL1,60,-0.1773,29,-1.2820,103,0.67030,108,0.75748,69,0.04026,71,0.08105,65,-0.0605,57,-0.2650,43,-0.6941,59,-0.2194,81,0.28720
ENSG00000107957,SH3PXD2A,42,0.27418,26,-0.4581,53,0.63090,44,0.31886,71,1.12546,38,0.08754,34,-0.1005,16,-1.1726,25,-0.5685,25,-0.5373,20,-0.8708
ENSG00000065613,SLK,46,-0.4073,41,-0.5948,93,0.70238,77,0.39058,79,0.44406,81,0.48501,61,0.04782,64,0.11404,43,-0.5004,50,-0.2926,22,-1.5349
ENSG00000148834,GSTO1,113,-0.4082,161,0.14538,187,0.38499,183,0.35699,183,0.34879,118,-0.3352,142,-0.0591,105,-0.5105,134,-0.1446,149,0.02527,143,-0.0362
ENSG00000065621,GSTO2,25,0.52445,17,-0.1500,23,0.36532,18,-0.0601,13,-0.4881,20,0.11932,23,0.38270,20,0.14031,11,-0.7463,16,-0.2084,11,-0.7698
ENSG00000156395,SORCS3,38,1.23180,11,-0.6742,23,0.41077,23,0.41487,14,-0.3515,17,-0.1004,27,0.71043,5,-1.8205,12,-0.5987,10,-0.9174,7,-1.3108
ENSG00000108018,SORCS1,46,2.57833,14,0.48210,4,-1.4924,12,0.19962,6,-0.7672,8,-0.4790,10,-0.0700,3,-1.8583,6,-0.7230,3,-1.5996,4,-1.4657
ENSG00000108039,XPNPEP1,30,-0.0588,31,0.03088,26,-0.2465,20,-0.6240,57,0.98616,45,0.60404,31,0.03349,52,0.84244,9,-1.8403,18,-0.8496,19,-0.7580
