Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000197785,ATAD3A,12,-0.2210,9,-0.6464,7,-0.9828,15,0.04330,19,0.45139,29,1.12906,25,1.03963,11,-0.3772,4,-1.7113,8,-0.8865,6,-1.2808
ENSG00000205090,TMEM240,53,0.53362,39,0.05815,42,0.16947,48,0.39245,42,0.17690,42,0.15539,40,0.09672,24,-0.6664,31,-0.2945,18,-1.1143,33,-0.2055
ENSG00000160075,SSU72,131,-0.2774,132,-0.2694,199,0.38485,195,0.35256,128,-0.3137,182,0.24294,204,0.46964,130,-0.2888,95,-0.7648,123,-0.3747,154,-0.0206
ENSG00000228594,FNDC10,58,1.17819,51,0.97542,15,-0.9013,25,-0.1513,30,0.11853,24,-0.2187,22,-0.4256,21,-0.4223,22,-0.3532,17,-0.7175,27,-0.0366
ENSG00000272106,AL691432.2,23,-0.1835,20,-0.3475,48,0.99269,20,-0.3472,36,0.51163,20,-0.4135,35,0.55045,16,-0.6765,16,-0.7327,21,-0.3415,19,-0.4718
ENSG00000197530,MIB2,28,0.08249,25,-0.0754,27,0.05762,37,0.52082,34,0.41191,31,0.26000,35,0.48983,9,-1.5062,23,-0.1992,15,-0.8331,16,-0.7093
ENSG00000248333,CDK11B,16,0.28019,19,0.51437,8,-0.7221,10,-0.4181,19,0.54035,18,0.43744,12,-0.2300,19,0.54018,13,-0.1089,5,-1.4403,11,-0.2562
ENSG00000189339,SLC35E2B,28,0.85903,24,0.59132,10,-0.6891,19,0.22553,12,-0.4138,17,0.04296,14,-0.2906,18,0.10274,12,-0.4348,10,-0.7778,19,0.22715
ENSG00000008128,CDK11A,24,1.39801,14,0.47623,9,-0.2268,4,-1.2249,11,0.10486,11,0.17302,5,-1.0932,15,0.61309,10,0.00169,8,-0.3381,5,-0.9606
ENSG00000215790,SLC35E2A,30,0.58403,21,-0.0198,21,-0.0072,28,0.43875,18,-0.2245,13,-0.7572,22,0.10218,17,-0.3212,20,-0.0533,19,-0.1692,21,-0.0257
ENSG00000008130,NADK,25,0.14087,20,-0.2169,37,0.78671,22,-0.0585,24,0.11963,27,0.29005,22,-0.0151,23,0.04542,11,-1.0542,19,-0.2595,18,-0.3386
ENSG00000078369,GNB1,428,0.07944,312,-0.4122,463,0.20319,519,0.38737,435,0.10539,460,0.19308,424,0.07040,333,-0.3098,290,-0.5251,300,-0.4711,495,0.31064
ENSG00000187730,GABRD,83,-0.7781,74,-0.9386,136,-0.0098,190,0.51430,248,0.95766,288,1.21694,184,0.52190,43,-1.7562,36,-2.0262,91,-0.6386,92,-0.6210
ENSG00000067606,PRKCZ,285,0.67799,194,0.06125,179,-0.0665,207,0.15741,173,-0.1220,223,0.27894,206,0.17142,140,-0.4488,135,-0.5093,154,-0.3039,141,-0.4321
ENSG00000162585,FAAP20,42,0.06353,80,1.12013,19,-1.1142,40,-0.0082,25,-0.7079,25,-0.7029,25,-0.7983,57,0.55981,45,0.18433,40,-0.0040,58,0.60360
ENSG00000157933,SKI,33,0.04273,23,-0.4608,32,0.00965,42,0.42754,32,-0.0024,36,0.21507,27,-0.2403,35,0.15298,34,0.09882,27,-0.2190,32,-0.0021
ENSG00000157916,RER1,46,-0.4340,59,-0.0437,42,-0.5517,75,0.34943,63,0.07137,77,0.38592,74,0.36904,60,-0.0080,35,-0.8191,57,-0.0785,61,0.01057
ENSG00000157911,PEX10,15,-0.5058,16,-0.4403,23,0.12692,34,0.70087,23,0.09947,22,0.04459,20,-0.1540,21,-0.0198,24,0.18687,20,-0.0847,20,-0.1416
ENSG00000149527,PLCH2,12,-0.1202,19,0.60213,2,-2.4484,22,0.83028,11,-0.2727,6,-1.1928,24,1.13925,8,-0.6209,2,-2.3470,12,-0.0777,12,-0.0777
ENSG00000157881,PANK4,16,-0.0460,15,-0.0748,27,0.80825,9,-0.8387,24,0.60131,16,0.00331,19,0.25464,10,-0.7561,11,-0.6350,11,-0.6016,18,0.18498
ENSG00000197921,HES5,11,-0.3460,36,1.52252,7,-1.0134,19,0.45162,5,-1.5914,7,-0.9499,6,-1.3713,3,-2.0413,17,0.25409,14,0.03167,38,1.65077
ENSG00000157870,PRXL2B,88,0.36538,46,-0.6381,66,-0.1023,79,0.19708,69,-0.0329,86,0.31742,99,0.61329,57,-0.3235,45,-0.6786,61,-0.2223,47,-0.6122
ENSG00000177133,PRDM16-DT,7,-1.0904,14,0.01459,10,-0.5016,11,-0.4033,2,-2.3975,3,-2.3183,4,-1.7701,11,-0.3141,22,0.72205,28,1.08126,52,2.23829
ENSG00000158109,TPRG1L,232,0.61813,134,-0.2571,197,0.35195,122,-0.3992,171,0.13001,206,0.42581,198,0.39819,107,-0.5969,90,-0.8553,134,-0.2571,105,-0.6358
ENSG00000116213,WRAP73,11,-0.0164,9,-0.3272,16,0.57586,10,-0.0881,17,0.73428,15,0.45979,14,0.43678,8,-0.3970,4,-1.2839,6,-0.7490,6,-0.9677
ENSG00000130764,LRRC47,81,0.22041,88,0.35009,59,-0.2715,100,0.55348,64,-0.1503,51,-0.4932,106,0.73202,63,-0.1700,36,-1.0297,49,-0.5466,43,-0.7608
ENSG00000116198,CEP104,28,1.32840,17,0.51930,12,-0.0332,6,-0.9911,9,-0.4534,7,-0.8234,9,-0.5539,14,0.16252,19,0.65279,14,0.22120,4,-1.5908
ENSG00000198912,C1orf174,21,1.09900,11,0.04784,14,0.44979,14,0.50474,7,-0.5224,7,-0.6160,11,0.15259,11,0.10773,11,0.06610,2,-2.5433,4,-1.2212
ENSG00000196581,AJAP1,48,0.08763,29,-0.6918,55,0.30861,55,0.30434,41,-0.1339,75,0.80638,68,0.72889,20,-1.2486,14,-1.7641,36,-0.3457,35,-0.4064
ENSG00000069424,KCNAB2,189,-0.0868,114,-0.8617,262,0.42669,198,-0.0138,308,0.69582,235,0.25515,245,0.35718,103,-1.0224,103,-1.0183,241,0.29397,158,-0.3686
ENSG00000116254,CHD5,258,1.24465,121,0.00264,87,-0.5129,145,0.28382,152,0.36517,97,-0.3441,100,-0.3177,69,-0.8614,101,-0.2725,75,-0.7283,145,0.29218
ENSG00000116251,RPL22,307,-0.7661,456,-0.1588,452,-0.1729,320,-0.7021,515,0.03371,547,0.12772,359,-0.5706,915,0.96972,597,0.26707,728,0.58906,498,-0.0213
ENSG00000116237,ICMT,31,-0.1228,21,-0.6985,41,0.31548,41,0.30899,47,0.54231,30,-0.1878,43,0.44669,28,-0.2535,19,-0.8425,38,0.21521,19,-0.8676
ENSG00000158292,GPR153,12,-0.1909,10,-0.4835,16,0.26800,17,0.38575,22,0.82982,18,0.49256,13,-0.0193,12,-0.1568,10,-0.4137,8,-0.7327,8,-0.7323
ENSG00000097021,ACOT7,360,0.31256,197,-0.6254,280,-0.0856,413,0.53633,323,0.14070,380,0.40191,479,0.88672,145,-1.0891,116,-1.4257,198,-0.6195,176,-0.7993
ENSG00000171680,PLEKHG5,28,0.09933,11,-1.3103,37,0.56892,39,0.65548,29,0.19510,24,-0.1376,39,0.74994,13,-1.0685,10,-1.3443,25,-0.0302,16,-0.7384
ENSG00000162408,NOL9,34,0.40995,30,0.23360,21,-0.3462,19,-0.5150,23,-0.1852,17,-0.6870,27,0.06871,45,0.87472,17,-0.6796,31,0.25526,23,-0.1907
ENSG00000162413,KLHL21,13,-0.9298,31,0.39525,20,-0.3023,20,-0.3219,24,-0.0112,32,0.40544,28,0.26076,31,0.38053,25,0.01066,20,-0.3120,20,-0.2781
ENSG00000116273,PHF13,16,0.12477,17,0.19272,13,-0.1760,17,0.18735,17,0.20749,17,0.19410,16,0.06997,15,0.00819,11,-0.5399,16,0.09785,10,-0.6878
ENSG00000041988,THAP3,18,-0.0814,27,0.50245,24,0.32521,29,0.62286,23,0.23874,19,-0.0617,18,-0.1012,16,-0.2546,8,-1.3514,15,-0.3801,18,-0.1220
ENSG00000007923,DNAJC11,35,0.54160,19,-0.3899,25,-0.0118,23,-0.1145,28,0.17020,30,0.29185,27,0.15713,12,-1.1336,21,-0.2728,31,0.35824,20,-0.3024
ENSG00000171735,CAMTA1,241,0.85810,250,0.91585,147,0.05168,139,-0.0336,108,-0.4169,86,-0.7661,110,-0.4236,137,-0.0528,145,0.03587,104,-0.4782,124,-0.2050
ENSG00000049245,VAMP3,17,-0.4785,23,0.02505,16,-0.5779,14,-0.7835,12,-0.9566,19,-0.2789,12,-1.0652,65,1.75771,29,0.35451,24,0.10244,32,0.53849
ENSG00000049246,PER3,23,0.05930,20,-0.1722,20,-0.1713,16,-0.4603,28,0.39494,31,0.52550,16,-0.4933,31,0.52755,15,-0.6115,21,-0.0539,27,0.33244
ENSG00000116288,PARK7,218,-0.8374,384,0.03385,402,0.10505,395,0.07511,394,0.07115,298,-0.3640,448,0.30760,337,-0.1746,337,-0.1738,453,0.29375,402,0.10428
ENSG00000116285,ERRFI1,21,-0.0026,35,0.84636,27,0.43643,11,-0.9230,21,0.06433,31,0.62531,15,-0.4891,29,0.51669,16,-0.3958,10,-1.0409,16,-0.3994
ENSG00000162426,SLC45A1,38,0.71573,20,-0.3143,25,0.03871,29,0.29913,31,0.39858,35,0.59746,30,0.40845,10,-1.3492,8,-1.6739,16,-0.6579,18,-0.4691
ENSG00000142599,RERE,80,-0.2612,142,0.65864,117,0.34337,99,0.08373,115,0.31597,53,-0.8704,91,-0.0523,100,0.09008,72,-0.4194,79,-0.2792,91,-0.0558
ENSG00000074800,ENO1,616,-0.1171,520,-0.3788,868,0.42870,530,-0.3498,653,-0.0241,887,0.46268,886,0.51722,519,-0.3827,520,-0.3790,663,-0.0002,413,-0.7306
ENSG00000142583,SLC2A5,8,-0.3181,12,0.31872,7,-0.4473,12,0.41025,5,-0.9887,8,-0.1984,3,-1.6208,16,0.85147,18,1.01706,13,0.49961,8,-0.2408
ENSG00000171612,SLC25A33,28,-0.2723,58,0.85785,29,-0.2261,30,-0.1660,29,-0.2505,17,-1.0615,21,-0.7705,49,0.58720,45,0.45315,43,0.39654,35,0.05136
ENSG00000188807,TMEM201,22,1.27508,23,1.34475,7,-0.5363,11,0.12847,16,0.76951,4,-1.1657,3,-1.7180,4,-1.4321,6,-0.8534,9,-0.0983,11,0.18222
ENSG00000171603,CLSTN1,783,0.34556,451,-0.5180,560,-0.1837,807,0.39419,955,0.66883,937,0.63857,824,0.47951,380,-0.7796,289,-1.1942,368,-0.8285,381,-0.7759
ENSG00000178585,CTNNBIP1,46,1.05082,52,1.25311,15,-0.7375,18,-0.4314,10,-1.2688,12,-1.0044,16,-0.6188,18,-0.4565,30,0.34490,18,-0.4081,36,0.63700
ENSG00000162441,LZIC,20,-0.3705,35,0.45866,24,-0.1446,32,0.31478,28,0.14348,18,-0.5793,21,-0.3230,26,0.02131,37,0.55506,21,-0.3156,28,0.10124
ENSG00000130939,UBE4B,50,0.68386,34,0.05773,27,-0.2685,24,-0.4659,29,-0.1551,41,0.34922,43,0.49790,34,0.08245,24,-0.4755,17,-0.9694,24,-0.4806
ENSG00000054523,KIF1B,299,0.55192,275,0.41704,160,-0.4309,211,-0.0074,178,-0.2680,170,-0.3435,207,-0.0417,231,0.14162,243,0.22108,203,-0.0681,156,-0.4708
ENSG00000142657,PGD,46,0.33583,60,0.76897,19,-1.0059,31,-0.2493,26,-0.5490,37,-0.0005,36,-0.0347,52,0.54650,28,-0.4152,26,-0.5228,46,0.33517
ENSG00000175279,CENPS,9,-0.4748,18,0.56910,13,0.05682,6,-0.9877,16,0.42871,18,0.60249,14,0.26225,5,-1.2420,4,-1.5404,16,0.37396,14,0.17442
ENSG00000241563,CORT,84,-0.0530,760,4.85247,6,-3.7661,12,-2.9186,29,-1.6436,11,-3.0982,7,-3.7140,43,-1.0655,36,-1.3344,22,-2.0312,25,-1.8432
ENSG00000160049,DFFA,30,0.04813,42,0.55706,27,-0.1231,15,-0.9957,20,-0.5735,29,-0.0260,28,-0.0707,57,1.05896,23,-0.3579,21,-0.5542,33,0.15969
ENSG00000142655,PEX14,26,0.12762,34,0.56591,22,-0.1453,13,-0.8733,40,0.80587,20,-0.2620,27,0.24738,26,0.14261,14,-0.8440,23,-0.0357,13,-0.8667
ENSG00000120948,TARDBP,48,-0.2858,62,0.10293,51,-0.2034,78,0.46084,95,0.79129,46,-0.3509,62,0.11455,66,0.19011,39,-0.6145,45,-0.3867,43,-0.4653
ENSG00000116649,SRM,61,-0.6601,90,-0.0674,78,-0.2931,92,-0.0307,125,0.45127,143,0.66610,127,0.53054,74,-0.3754,53,-0.8690,67,-0.5337,93,-0.0210
ENSG00000171824,EXOSC10,14,-0.4568,31,0.83872,14,-0.4363,21,0.21347,24,0.39184,26,0.54624,25,0.52557,11,-0.7419,14,-0.4377,8,-1.2668,9,-1.0678
ENSG00000198793,MTOR,38,0.06677,29,-0.3234,36,-0.0011,48,0.43036,43,0.27096,34,-0.1206,48,0.47764,26,-0.4872,13,-1.4835,44,0.28904,29,-0.3466
ENSG00000116661,FBXO2,183,-0.4267,217,-0.1624,156,-0.6645,271,0.18890,301,0.35933,213,-0.1906,241,0.00324,258,0.10969,233,-0.0512,291,0.30328,281,0.24629
ENSG00000132879,FBXO44,159,0.21478,81,-0.8200,171,0.33792,144,0.06518,212,0.68899,200,0.58909,178,0.44909,112,-0.3314,61,-1.2410,94,-0.5942,69,-1.0570
ENSG00000116670,MAD2L2,11,-1.1540,18,-0.4854,35,0.59775,24,0.01737,42,0.88521,40,0.78499,27,0.20390,10,-1.2717,15,-0.7381,18,-0.4203,22,-0.1327
ENSG00000177674,AGTRAP,5,-0.8157,16,0.75410,7,-0.3772,5,-1.0621,7,-0.5289,4,-1.3335,2,-2.0358,32,1.99812,15,0.64685,8,-0.1862,12,0.37117
ENSG00000177000,MTHFR,33,1.63510,18,0.58438,10,-0.3408,11,-0.0976,13,0.10285,7,-0.8758,7,-0.7834,9,-0.4745,15,0.34997,8,-0.6203,8,-0.6930
ENSG00000011021,CLCN6,78,0.94293,67,0.68708,27,-0.7317,44,0.00182,29,-0.6021,57,0.41680,59,0.53660,27,-0.7428,30,-0.5557,20,-1.1620,26,-0.7942
ENSG00000116685,KIAA2013,32,0.19629,37,0.43077,20,-0.5097,25,-0.2094,28,-0.0251,28,-0.0358,40,0.64034,33,0.23984,20,-0.5084,22,-0.4067,14,-1.0779
ENSG00000083444,PLOD1,17,0.24864,19,0.44169,9,-0.7088,11,-0.3793,18,0.36722,13,-0.1354,14,-0.0512,27,0.97588,13,-0.1271,8,-0.9551,10,-0.5592
ENSG00000116688,MFN2,93,0.26133,96,0.31349,82,0.06901,102,0.41813,63,-0.3517,96,0.31875,96,0.35708,53,-0.6108,44,-0.8737,54,-0.5723,67,-0.2389
ENSG00000116691,MIIP,16,0.15909,10,-0.4668,11,-0.4469,14,-0.0694,23,0.73800,20,0.52820,16,0.22166,14,0.00866,8,-0.8656,11,-0.4061,12,-0.2352
ENSG00000028137,TNFRSF1B,5,-2.3796,16,-0.7677,18,-0.6034,6,-2.3089,4,-2.7826,7,-1.9948,6,-2.3799,185,3.77579,37,0.45584,22,-0.2988,17,-0.7570
ENSG00000048707,VPS13D,71,0.82583,53,0.35289,25,-0.8003,37,-0.2304,43,0.01782,43,0.03430,50,0.27719,37,-0.2271,23,-0.9494,35,-0.2976,43,0.03564
ENSG00000162496,DHRS3,23,0.53557,26,0.77673,8,-0.9718,12,-0.4618,10,-0.6914,5,-1.8050,9,-0.9269,32,1.07324,25,0.66309,14,-0.2436,22,0.45848
ENSG00000116731,PRDM2,106,0.51882,44,-0.8447,91,0.26807,81,0.09271,97,0.37050,103,0.47269,81,0.09243,60,-0.3830,89,0.23836,42,-0.9310,45,-0.8175
ENSG00000189337,KAZN,76,1.38004,87,1.62373,12,-1.5162,22,-0.6166,34,0.03305,28,-0.2688,16,-1.1568,43,0.43807,18,-0.9191,17,-0.9696,26,-0.3732
ENSG00000142634,EFHD2,288,2.22403,210,1.61408,13,-2.6376,40,-1.0641,17,-2.2655,21,-2.0305,44,-0.9879,109,0.49366,70,-0.2179,26,-1.7069,80,-0.0037
ENSG00000116138,DNAJC16,30,0.64608,27,0.48439,25,0.32293,26,0.41658,23,0.20273,33,0.78670,19,-0.0645,10,-1.0239,10,-1.0094,8,-1.4199,10,-1.0301
ENSG00000197312,DDI2,35,0.82243,20,-0.0429,12,-0.7903,20,-0.0745,24,0.24539,30,0.55734,26,0.39969,16,-0.3608,16,-0.4319,9,-1.2211,15,-0.5052
ENSG00000116786,PLEKHM2,48,-0.0297,50,0.03459,52,0.08935,49,-0.0197,36,-0.4760,54,0.15718,46,-0.0965,45,-0.1519,52,0.09910,35,-0.5140,75,0.68314
ENSG00000065526,SPEN,42,0.55536,42,0.58463,22,-0.4232,12,-1.3084,26,-0.1771,21,-0.4900,25,-0.2932,51,0.89942,47,0.74286,13,-1.1834,25,-0.2236
ENSG00000116809,ZBTB17,11,-0.2070,11,-0.1649,10,-0.3080,8,-0.6978,8,-0.6638,18,0.57867,18,0.68927,13,0.12062,13,0.04463,6,-0.9937,14,0.18240
ENSG00000185519,FAM131C,18,0.34318,49,2.08895,8,-0.8322,12,-0.2820,9,-0.7005,7,-1.1024,5,-1.6985,10,-0.5535,10,-0.4758,21,0.63185,18,0.36428
ENSG00000037637,FBXO42,33,0.92300,14,-0.3771,12,-0.6004,33,0.90167,21,0.20080,33,0.90383,17,-0.1661,10,-0.9357,9,-1.1312,13,-0.5496,11,-0.7624
ENSG00000055070,SZRD1,11,-0.9087,30,0.64676,18,-0.1753,16,-0.3465,28,0.54697,9,-1.2258,12,-0.8286,25,0.33023,33,0.81476,20,0.01033,26,0.41030
ENSG00000157191,NECAP2,10,-0.3044,33,1.60528,10,-0.4000,4,-1.4859,6,-0.9772,10,-0.3389,8,-0.6996,19,0.67938,11,-0.2016,14,0.21550,15,0.32482
ENSG00000058453,CROCC,19,1.17907,12,0.50067,8,-0.2417,7,-0.4550,12,0.41775,7,-0.3328,13,0.63616,1,-3.1529,9,-0.0774,2,-1.8533,6,-0.6430
ENSG00000159363,ATP13A2,147,0.57964,152,0.64068,51,-1.0502,146,0.56704,150,0.61248,79,-0.3981,114,0.18617,54,-0.9852,54,-0.9771,77,-0.4325,89,-0.2196
ENSG00000117118,SDHB,60,-0.5998,103,0.24297,110,0.34995,75,-0.2625,108,0.31990,117,0.44933,100,0.20595,76,-0.2372,57,-0.6680,96,0.12073,60,-0.6011
ENSG00000117115,PADI2,25,-0.6192,37,-0.0128,27,-0.5059,21,-0.9104,15,-1.3773,23,-0.7252,14,-1.5390,99,1.61011,74,1.10791,56,0.62720,45,0.29980
ENSG00000179051,RCC2,14,0.28831,18,0.66465,11,-0.1038,15,0.36874,7,-0.7516,13,0.18992,8,-0.5754,6,-0.8862,10,-0.2342,16,0.56212,12,0.13200
ENSG00000074964,ARHGEF10L,10,0.25221,9,0.08163,10,0.22733,7,-0.3166,6,-0.5413,3,-1.5336,7,-0.3083,6,-0.4459,14,0.81758,9,0.20155,13,0.67474
ENSG00000117154,IGSF21,92,0.81801,73,0.44258,39,-0.5260,65,0.27076,74,0.47341,56,0.01976,59,0.12755,35,-0.6735,43,-0.3906,29,-0.9912,36,-0.6318
ENSG00000159423,ALDH4A1,10,-1.2780,22,-0.0791,14,-0.7815,30,0.43337,18,-0.3815,14,-0.6935,23,0.00523,14,-0.7411,47,1.15546,29,0.36160,32,0.51351
ENSG00000169991,IFFO2,16,0.88968,10,0.10659,13,0.51781,5,-0.8651,6,-0.6495,9,-0.0505,5,-0.8412,22,1.37632,10,0.15123,4,-1.2495,5,-0.8307
ENSG00000127463,EMC1,40,0.70747,32,0.31597,25,-0.0642,17,-0.5934,29,0.16971,29,0.19973,31,0.34481,23,-0.1650,16,-0.7433,18,-0.5240,17,-0.6042
ENSG00000053372,MRTO4,65,0.66424,28,-0.6336,33,-0.3943,48,0.15158,64,0.61623,55,0.38821,50,0.25866,37,-0.2429,25,-0.8300,21,-1.0847,41,-0.0736
ENSG00000053371,AKR7A2,35,-0.4944,58,0.26987,48,-0.0155,43,-0.2149,53,0.13460,45,-0.1185,46,-0.0986,48,-0.0148,47,-0.0737,35,-0.5325,82,0.82682
ENSG00000077549,CAPZB,209,-0.1284,173,-0.4179,203,-0.1732,206,-0.1467,288,0.37702,294,0.41142,282,0.38548,218,-0.0620,157,-0.5665,212,-0.1047,197,-0.2173
ENSG00000173436,MICOS10,202,-0.6863,292,-0.1144,333,0.08934,244,-0.3966,309,-0.0255,315,0.00243,296,-0.1041,272,-0.2278,309,-0.0266,391,0.34813,514,0.79511
ENSG00000158747,NBL1,268,0.72025,191,0.17346,136,-0.3593,165,-0.0618,158,-0.1259,141,-0.2988,187,0.15295,162,-0.0890,157,-0.1371,128,-0.4473,175,0.03539
ENSG00000169914,OTUD3,28,0.52751,15,-0.4207,31,0.70880,23,0.24009,28,0.55014,23,0.22370,17,-0.2706,7,-1.5360,11,-0.9181,26,0.41607,13,-0.6686
ENSG00000162545,CAMK2N1,731,-1.2700,781,-1.1705,2761,0.80559,1817,0.12619,2732,0.78795,1944,0.23318,2200,0.48324,740,-1.2512,899,-0.9585,2256,0.47271,1073,-0.6917
ENSG00000090432,MUL1,34,0.74003,24,0.19548,15,-0.5769,28,0.43894,23,0.14364,26,0.30488,19,-0.2014,20,-0.0958,15,-0.4992,14,-0.6495,19,-0.2128
ENSG00000183114,FAM43B,24,1.62618,41,2.70146,7,-0.2829,5,-0.8125,4,-0.9769,2,-1.8166,0,-4.0017,7,-0.2715,6,-0.6519,3,-1.4320,5,-0.7413
ENSG00000158828,PINK1,381,0.31190,310,-0.0131,286,-0.1404,363,0.23513,276,-0.1945,303,-0.0508,352,0.20314,295,-0.0919,253,-0.3321,254,-0.3241,331,0.08656
ENSG00000244038,DDOST,19,-0.2470,21,-0.1492,19,-0.2809,27,0.24151,35,0.69989,31,0.51307,27,0.33031,19,-0.2420,13,-0.7902,20,-0.1889,13,-0.8884
ENSG00000117245,KIF17,36,1.31680,19,0.22313,2,-2.6870,19,0.26003,12,-0.4768,17,0.09723,28,0.98991,4,-2.1344,7,-1.1878,8,-1.0289,14,-0.2334
ENSG00000189410,SH2D5,38,0.10678,22,-0.7536,43,0.31698,38,0.10214,55,0.68545,51,0.57910,48,0.54864,20,-0.8832,18,-1.0001,18,-0.9874,26,-0.4771
ENSG00000127483,HP1BP3,206,0.52128,192,0.40141,133,-0.1717,191,0.39563,129,-0.2185,119,-0.3439,148,-0.0039,186,0.35057,116,-0.3816,96,-0.6805,120,-0.3284
ENSG00000075151,EIF4G3,131,0.19095,110,-0.0828,119,0.04566,140,0.29913,127,0.14667,146,0.36645,134,0.24719,92,-0.3674,61,-0.9756,85,-0.4876,113,-0.0357
ENSG00000117298,ECE1,5,-1.7951,16,0.02031,9,-0.9121,18,0.21188,4,-2.0838,12,-0.3744,10,-0.7361,75,2.79181,12,-0.4716,11,-0.5565,9,-0.8215
ENSG00000076864,RAP1GAP,214,0.84987,86,-0.5995,95,-0.4475,173,0.49535,116,-0.1361,161,0.38113,213,0.95991,67,-0.9731,57,-1.2070,57,-1.2127,67,-0.9719
ENSG00000090686,USP48,49,0.40664,50,0.44244,32,-0.2292,26,-0.5492,36,-0.0548,51,0.46997,35,-0.1443,52,0.51093,26,-0.5842,32,-0.2655,29,-0.4030
ENSG00000070831,CDC42,284,0.44798,293,0.49892,167,-0.3892,197,-0.1319,172,-0.3400,283,0.44596,242,0.21196,256,0.28027,132,-0.7470,144,-0.6079,159,-0.4615
