Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000162496,DHRS3,27,-0.6444,68,0.91590,26,-0.7182,14,-1.5627,44,0.18969
ENSG00000116731,PRDM2,27,-1.1560,34,-0.8660,83,0.65825,67,0.23156,61,0.14770
ENSG00000189337,KAZN,27,-0.6783,54,0.45685,50,0.30495,46,0.14330,37,-0.3391
ENSG00000142634,EFHD2,355,1.55407,22,-2.8957,260,1.16362,174,0.34523,98,-0.8919
ENSG00000132906,CASP9,27,1.07162,18,0.44956,11,-0.3832,6,-1.2726,12,-0.2555
ENSG00000116138,DNAJC16,27,0.43154,22,0.14810,32,0.82456,18,-0.2275,15,-0.7322
ENSG00000197312,DDI2,27,0.71867,12,-0.5686,26,0.77906,19,0.18294,14,-0.5730
ENSG00000116786,PLEKHM2,27,-1.3498,34,-1.0708,69,0.08498,56,-0.2402,83,0.78121
ENSG00000065526,SPEN,27,-0.2648,48,0.73279,26,-0.3304,45,0.53767,27,-0.4278
ENSG00000116809,ZBTB17,27,0.62635,20,0.20521,10,-0.8869,20,0.19875,18,-0.0144
ENSG00000185519,FAM131C,27,0.19691,39,0.89529,11,-1.2554,6,-1.9401,25,0.19682
ENSG00000037637,FBXO42,27,0.74834,15,-0.2020,19,0.20919,16,-0.0272,15,-0.2911
ENSG00000055070,SZRD1,27,-0.1328,62,1.44426,14,-1.2219,20,-0.5600,25,-0.3833
ENSG00000157191,NECAP2,27,0.48773,47,1.70223,11,-0.8757,23,0.25395,11,-1.2457
ENSG00000219481,NBPF1,27,0.82018,23,0.63254,12,-0.4097,15,-0.0937,13,-0.4914
ENSG00000058453,CROCC,27,1.38096,12,0.02086,18,0.85735,4,-1.4717,8,-0.9430
ENSG00000159363,ATP13A2,27,-2.3198,46,-1.6318,173,0.55108,129,0.02666,155,0.64600
ENSG00000117118,SDHB,27,-1.9469,92,-0.1168,116,0.29353,91,-0.1125,108,0.27092
ENSG00000117115,PADI2,27,-1.3901,247,2.94657,13,-2.5218,136,1.14022,21,-2.3996
ENSG00000179051,RCC2,27,0.66142,16,-0.2043,16,-0.1645,11,-0.7290,18,0.13262
ENSG00000074964,ARHGEF10L,27,0.92715,14,-0.0821,13,-0.1712,2,-2.5371,16,0.15863
ENSG00000117154,IGSF21,27,-1.3564,31,-1.2247,117,1.06043,107,0.78453,60,-0.2478
ENSG00000159423,ALDH4A1,27,-0.2151,41,0.49555,11,-1.5632,5,-2.7187,39,0.77036
ENSG00000127463,EMC1,27,0.16609,28,0.25627,33,0.57348,15,-0.6704,21,-0.3993
ENSG00000053372,MRTO4,27,-0.0880,16,-0.9016,42,0.71325,25,-0.1710,29,0.01655
ENSG00000053371,AKR7A2,27,-1.0543,86,0.84561,33,-0.8022,46,-0.2435,56,0.11243
ENSG00000040487,SLC66A1,27,1.30297,11,-0.1866,18,0.75034,14,0.27229,7,-1.1097
ENSG00000077549,CAPZB,36,-2.2716,165,0.03033,193,0.30983,263,0.78366,155,-0.1274
ENSG00000173436,MICOS10,921,1.55141,270,-0.5078,301,-0.3252,403,0.15689,318,-0.3678
ENSG00000158747,NBL1,27,-2.6216,59,-1.5678,251,0.87498,167,0.11149,176,0.37401
ENSG00000169914,OTUD3,27,1.48978,6,-0.8323,19,1.04088,8,-0.4277,7,-0.9518
ENSG00000162545,CAMK2N1,27,-4.8230,457,-0.7343,705,-0.0134,171,-2.1444,1000,1.24970
ENSG00000090432,MUL1,27,0.15825,26,0.09062,32,0.47248,7,-1.8589,24,-0.0539
ENSG00000183114,FAM43B,27,0.27329,4,-2.5002,41,1.11630,32,0.54628,20,-0.3057
ENSG00000158828,PINK1,435,0.28422,153,-1.4071,534,0.69442,272,-0.4521,381,0.13505
ENSG00000244038,DDOST,27,-0.0578,23,-0.3481,36,0.43442,31,0.16728,27,-0.1241
ENSG00000117245,KIF17,27,0.68586,0,-8.6800,38,1.48375,13,-0.4827,16,-0.2770
ENSG00000189410,SH2D5,27,0.46383,1,-4.4044,35,1.04025,10,-1.0781,22,0.26917
ENSG00000127483,HP1BP3,27,-2.3820,160,0.33771,152,0.24895,148,0.17676,131,-0.0237
ENSG00000075151,EIF4G3,336,1.66323,68,-0.9984,152,0.34132,106,-0.2501,103,-0.5115
ENSG00000117298,ECE1,172,3.18471,42,0.50104,8,-2.0392,14,-1.1949,15,-1.6451
ENSG00000076864,RAP1GAP,27,-2.3238,29,-2.3152,248,1.26598,146,0.21393,133,0.13499
ENSG00000090686,USP48,317,2.99035,57,-0.1706,42,-0.6609,47,-0.4508,32,-1.5463
ENSG00000070831,CDC42,27,-2.9016,194,0.04791,293,0.79799,156,-0.2966,185,-0.0593
ENSG00000173372,C1QA,252,1.97524,110,0.57617,22,-1.9942,107,0.47499,55,-0.9121
ENSG00000159189,C1QC,27,-1.1534,110,1.21736,21,-1.5745,112,1.08400,48,-0.4727
ENSG00000173369,C1QB,27,-1.8378,196,1.47435,29,-1.8279,154,0.84256,77,-0.4391
ENSG00000004487,KDM1A,27,-0.7490,25,-0.9099,69,0.82250,33,-0.4291,46,0.16147
ENSG00000169641,LUZP1,27,-0.5503,12,-1.8795,45,0.29138,47,0.33189,46,0.52920
ENSG00000125944,HNRNPR,27,-1.7042,100,0.31841,114,0.56626,76,-0.1466,78,-0.1797
ENSG00000125945,ZNF436,27,1.09500,12,-0.2066,24,1.08101,6,-1.2118,9,-0.8639
ENSG00000117318,ID3,509,3.11119,241,1.84060,6,-4.1798,41,-1.2853,18,-3.2381
ENSG00000142676,RPL11,782,0.58519,866,0.85730,285,-1.0595,530,-0.0368,483,-0.3183
ENSG00000011007,ELOA,27,0.60997,22,0.35170,15,-0.3485,26,0.53276,15,-0.4487
ENSG00000057757,PITHD1,27,-2.5319,113,-0.4411,237,0.87671,109,-0.4653,154,0.14873
ENSG00000011009,LYPLA2,27,-0.4146,22,-0.7680,54,0.77264,37,0.08257,34,-0.0659
ENSG00000117308,GALE,27,1.16610,5,-1.5063,19,0.68109,0,-4.7730,13,0.10777
ENSG00000117305,HMGCL,27,0.38767,26,0.34675,20,-0.0419,16,-0.3687,19,-0.2168
ENSG00000179163,FUCA1,27,0.99302,9,-0.7030,20,0.58952,1,-3.2963,14,-0.0180
ENSG00000189266,PNRC2,27,-0.7382,57,0.46140,39,-0.2078,67,0.69807,40,-0.2530
ENSG00000188529,SRSF10,27,-0.8261,72,0.81101,62,0.52901,15,-1.6880,41,-0.3474
ENSG00000001460,STPG1,27,1.33524,13,0.13225,13,0.18196,9,-0.4575,9,-0.6659
ENSG00000001461,NIPAL3,236,1.89218,118,0.76801,55,-0.5730,113,0.60643,39,-1.5578
ENSG00000133226,SRRM1,27,-1.0267,69,0.47343,46,-0.2180,122,1.38002,42,-0.5735
ENSG00000169504,CLIC4,27,-1.4188,244,2.83306,20,-1.9521,123,0.94839,25,-2.1772
ENSG00000117614,SYF2,79,0.37751,103,0.94360,49,-0.3834,69,0.18211,48,-0.6445
ENSG00000117616,RSRP1,27,-1.0053,85,0.90204,56,0.12891,78,0.64482,39,-0.7019
ENSG00000183726,TMEM50A,846,3.24776,131,-0.2530,97,-0.7436,53,-1.5783,78,-1.5341
ENSG00000204178,MACO1,27,0.31889,22,0.00127,27,0.35378,27,0.32374,19,-0.4322
ENSG00000157978,LDLRAP1,27,1.27092,41,2.56343,3,-2.1645,7,-0.7853,4,-2.1342
ENSG00000117643,MAN1C1,27,-0.1188,28,-0.0355,49,0.95189,2,-3.6547,27,-0.1539
ENSG00000162430,SELENON,27,-0.3671,44,0.46942,30,-0.1987,33,-0.0451,33,-0.0696
ENSG00000117640,MTFR1L,27,-1.0012,38,-0.5265,56,0.11717,56,0.12609,59,0.38385
ENSG00000117632,STMN1,768,-0.5800,1216,0.14963,1918,1.00354,668,-0.7927,949,-0.4359
ENSG00000158008,EXTL1,27,-0.3113,5,-2.8736,67,1.34954,39,0.24962,31,-0.1731
ENSG00000175087,PDIK1L,27,1.51365,14,0.52286,17,0.84155,2,-2.3062,6,-1.3000
ENSG00000142684,ZNF593,27,-0.8694,41,-0.2321,55,0.24677,30,-0.6918,53,0.35979
ENSG00000142669,SH3BGRL3,130,-0.9413,255,0.10438,298,0.38111,509,1.23784,189,-0.6172
ENSG00000158062,UBXN11,27,0.62702,7,-1.5175,23,0.44037,6,-1.4995,20,0.38888
ENSG00000117682,DHDDS,27,0.74355,9,-0.9716,19,0.19760,6,-1.4564,19,0.32871
ENSG00000198830,HMGN2,27,-2.4379,287,1.40809,91,-0.6805,127,-0.1296,123,-0.2947
ENSG00000117713,ARID1A,27,-0.8945,61,0.40011,56,0.24954,57,0.25084,44,-0.2612
ENSG00000060642,PIGV,27,1.27733,12,0.01833,12,-0.0786,17,0.50365,9,-0.7210
ENSG00000204160,ZDHHC18,27,0.42036,13,-0.7611,29,0.63941,5,-2.0541,22,0.15611
ENSG00000142751,GPN2,27,1.23432,17,0.52521,19,0.70118,3,-2.0265,8,-1.0015
ENSG00000090273,NUDC,27,-2.4976,150,0.08369,163,0.23163,175,0.31642,148,0.10052
ENSG00000253368,TRNP1,27,-0.8736,8,-2.6610,57,0.31489,68,0.57422,58,0.60687
ENSG00000090020,SLC9A1,27,0.73377,4,-2.0421,29,0.94919,13,-0.4336,16,-0.1113
ENSG00000142784,WDTC1,27,0.21380,19,-0.3599,17,-0.5210,14,-0.7777,28,0.56763
ENSG00000186501,TMEM222,27,-1.2339,57,-0.0935,70,0.26025,78,0.40751,61,0.02353
ENSG00000158195,WASF2,771,4.10466,121,0.24812,15,-3.0072,59,-0.8806,26,-2.7843
ENSG00000126705,AHDC1,27,-0.2279,18,-0.9083,54,1.01407,40,0.40823,27,-0.3695
ENSG00000126709,IFI6,28,-1.8507,125,0.50531,126,0.50664,117,0.33976,81,-0.4075
ENSG00000009780,FAM76A,27,0.95949,17,0.22991,13,-0.1916,9,-0.6671,13,-0.2510
ENSG00000117758,STX12,27,-1.8575,93,0.00806,125,0.53011,90,-0.0433,93,0.01689
ENSG00000117751,PPP1R8,674,4.52486,46,-0.9439,23,-2.0338,15,-2.5446,27,-2.3158
ENSG00000117748,RPA2,27,-0.7737,36,-0.3500,76,0.96738,21,-1.1321,44,-0.0407
ENSG00000126698,DNAJC8,27,-2.1176,142,0.44781,111,0.01037,108,-0.0278,114,0.09014
ENSG00000130770,ATP5IF1,27,-4.1130,224,-1.0882,640,0.69779,601,0.51589,478,0.28260
ENSG00000204138,PHACTR4,27,1.20866,25,1.25676,8,-0.7694,17,0.48629,7,-1.3267
ENSG00000180098,TRNAU1AP,27,0.74971,19,0.21567,17,0.07832,12,-0.5512,15,-0.3118
ENSG00000197989,SNHG12,27,1.07125,13,-0.0766,11,-0.3238,16,0.25515,12,-0.3213
ENSG00000120656,TAF12,27,0.61684,24,0.48653,16,-0.2377,21,0.19750,15,-0.4695
ENSG00000198492,YTHDF2,27,-1.2128,47,-0.3973,101,0.95763,53,-0.1864,57,-0.1346
ENSG00000116350,SRSF4,27,-0.7442,53,0.32296,49,0.20085,42,-0.0730,42,-0.1041
ENSG00000116353,MECR,27,-0.2650,13,-1.4586,49,0.76592,39,0.31972,32,0.03551
ENSG00000060656,PTPRU,163,3.09308,8,-2.1485,46,0.73379,36,0.26025,10,-2.2651
ENSG00000162511,LAPTM5,37,-0.4909,98,1.22830,16,-1.8559,104,1.17193,40,-0.5981
ENSG00000162512,SDC3,31,-2.4799,182,0.18389,164,0.00404,101,-0.7488,190,0.46839
ENSG00000134644,PUM1,27,-1.7510,71,-0.3179,144,0.95222,66,-0.4207,85,-0.0412
ENSG00000060688,SNRNP40,597,4.64599,38,-1.0142,21,-1.9582,24,-1.6492,19,-2.6427
ENSG00000121766,ZCCHC17,27,-1.7392,80,-0.1169,134,0.82109,65,-0.4097,84,-0.0424
ENSG00000121769,FABP3,27,-2.1956,22,-2.5668,216,1.15348,33,-1.8911,144,0.68216
ENSG00000162517,PEF1,27,-1.3790,61,-0.1639,90,0.53556,51,-0.4168,70,0.15160
ENSG00000084636,COL16A1,192,2.38270,51,0.05182,31,-0.7785,70,0.55779,28,-1.3325
ENSG00000121753,ADGRB2,27,-2.7367,45,-2.0870,297,1.05509,113,-0.6185,200,0.53770
ENSG00000184007,PTP4A2,310,0.47850,520,1.59774,139,-0.8268,256,0.17287,145,-1.1126
ENSG00000121774,KHDRBS1,27,-1.8691,109,0.26758,100,0.11437,65,-0.5595,102,0.26393
ENSG00000121775,TMEM39B,27,1.49055,11,0.02365,18,0.88522,5,-1.1231,7,-1.1024
ENSG00000025800,KPNA6,27,-0.4004,24,-0.6137,54,0.79376,43,0.32666,32,-0.2302
ENSG00000084652,TXLNA,27,0.21583,36,0.78595,21,-0.1500,3,-2.8120,23,-0.1005
ENSG00000160050,CCDC28B,27,0.47794,18,-0.1327,9,-1.2662,15,-0.4469,24,0.54927
ENSG00000084623,EIF3I,27,-2.0127,108,0.07797,135,0.48143,133,0.41022,98,-0.1293
ENSG00000116478,HDAC1,27,1.15595,32,1.70772,5,-1.5943,3,-2.0783,9,-0.8727
ENSG00000175130,MARCKSL1,27,-4.1062,1428,2.60730,117,-2.0858,493,0.20486,264,-1.1839
ENSG00000160058,BSDC1,27,-1.0777,58,0.11606,65,0.31133,37,-0.5770,57,0.14032
ENSG00000176261,ZBTB8OS,250,2.59366,45,-0.4205,40,-0.6302,28,-1.1366,42,-0.8203
ENSG00000162521,RBBP4,27,-1.5990,105,0.54665,91,0.28623,52,-0.6266,77,-0.0398
ENSG00000162520,SYNC,27,1.26580,15,0.39594,12,-0.0673,8,-0.6176,10,-0.6086
ENSG00000162522,KIAA1522,27,1.20078,4,-1.8371,13,0.01929,0,-7.6160,15,0.61598
ENSG00000134684,YARS,27,-1.6619,50,-0.8027,134,0.92750,63,-0.3799,86,0.16374
ENSG00000116497,S100PBP,27,0.98595,17,0.32549,9,-0.7491,20,0.48882,12,-0.4210
ENSG00000160097,FNDC5,27,0.34898,9,-1.4221,16,-0.4800,14,-0.6914,28,0.88093
ENSG00000121905,HPCA,679,1.79165,23,-3.6021,329,0.59532,74,-1.7462,229,-0.0809
ENSG00000121900,TMEM54,27,-0.4806,42,0.22168,35,-0.0980,36,-0.0486,38,0.06627
ENSG00000116514,RNF19B,27,0.14169,19,-0.4203,41,0.96154,4,-2.6246,24,-0.0923
ENSG00000004455,AK2,551,3.88574,66,-0.3092,19,-2.2314,60,-0.4313,29,-2.1519
ENSG00000142920,AZIN2,27,-0.1272,30,0.04563,27,-0.1469,31,0.07401,30,0.06763
ENSG00000160094,ZNF362,27,0.73190,17,0.04032,17,0.02701,6,-1.5148,17,-0.0108
ENSG00000134686,PHC2,35,-0.7925,105,1.05140,54,-0.1735,72,0.30794,48,-0.5530
ENSG00000121904,CSMD2,162,3.59482,2,-3.8283,20,-0.4225,21,-0.3122,13,-1.4746
ENSG00000163866,SMIM12,27,-0.7261,28,-0.7375,60,0.58197,38,-0.1977,46,0.21365
ENSG00000116544,DLGAP3,27,-0.6500,6,-2.9548,44,0.11627,26,-0.6944,57,1.14584
ENSG00000163867,ZMYM6,293,4.20134,21,-0.9877,16,-1.3931,9,-2.1322,14,-2.0778
ENSG00000116560,SFPQ,27,-2.3620,167,0.43738,165,0.41278,102,-0.3791,129,-0.0351
ENSG00000146463,ZMYM4,27,-0.2956,29,-0.2134,29,-0.1648,11,-1.6035,39,0.60596
ENSG00000142687,KIAA0319L,347,3.01797,37,-0.9948,60,-0.2050,32,-1.1233,40,-1.2444
ENSG00000020129,NCDN,27,-3.6802,55,-2.7684,625,1.24975,316,-0.0328,362,0.35097
ENSG00000126067,PSMB2,27,-1.8497,102,0.18586,138,0.73494,107,0.24362,81,-0.3294
ENSG00000142686,C1orf216,28,-1.1905,16,-2.1124,102,0.94364,62,0.02926,67,0.31740
ENSG00000092847,AGO1,27,0.25856,24,0.09258,20,-0.2444,8,-1.4631,25,0.28824
ENSG00000126070,AGO3,27,0.77282,28,0.99423,15,-0.1333,10,-0.7821,12,-0.7294
ENSG00000116863,ADPRHL2,27,0.33132,35,0.85326,28,0.41992,25,0.22406,14,-1.0553
ENSG00000054116,TRAPPC3,27,-0.8155,42,-0.1381,67,0.69339,59,0.40520,41,-0.3171
ENSG00000116871,MAP7D1,601,1.83383,208,0.02831,169,-0.3157,181,-0.1876,152,-0.7464
ENSG00000054118,THRAP3,27,-0.8322,50,0.11544,42,-0.1635,72,0.70988,46,-0.0439
ENSG00000196182,STK40,27,0.54885,19,0.01712,14,-0.4809,21,0.13270,19,-0.0096
ENSG00000181817,LSM10,27,-0.7521,28,-0.7554,57,0.46221,50,0.19694,47,0.18770
ENSG00000116885,OSCP1,27,0.88281,8,-1.0242,25,0.87542,19,0.33651,12,-0.6120
ENSG00000116898,MRPS15,27,-0.8585,43,-0.1761,55,0.26969,61,0.39601,47,0.00432
ENSG00000163873,GRIK3,27,0.25251,4,-2.5205,53,1.63203,14,-0.7159,20,-0.3861
ENSG00000163875,MEAF6,27,-1.5782,43,-0.9460,128,0.94001,47,-0.7397,84,0.27477
ENSG00000134697,GNL2,358,4.53216,16,-1.6293,15,-1.7004,14,-1.6911,15,-2.2255
ENSG00000116922,C1orf109,27,1.21249,6,-1.1808,18,0.62204,6,-1.1561,12,-0.1711
