Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000160075,SSU72,154,0.16283,120,-0.2460,161,0.27641,148,0.10696,113,-0.3895
ENSG00000228594,FNDC10,6,-2.4884,56,0.96537,46,0.74790,31,-0.0813,20,-0.8223
ENSG00000272106,AL691432.2,45,0.77771,20,-0.5280,36,0.45519,21,-0.5375,24,-0.3029
ENSG00000197530,MIB2,28,-0.0684,32,0.15953,36,0.40172,30,0.02172,22,-0.5646
ENSG00000189339,SLC35E2B,41,0.04444,53,0.46000,43,0.12792,38,-0.1131,33,-0.3722
ENSG00000008130,NADK,27,0.33126,24,0.19200,23,0.10341,19,-0.2385,19,-0.2127
ENSG00000078369,GNB1,372,0.00543,496,0.49171,384,0.06764,330,-0.2190,335,-0.1927
ENSG00000187730,GABRD,38,-0.3422,84,0.97274,66,0.67564,47,-0.0323,16,-1.8160
ENSG00000067606,PRKCZ,109,-0.5965,155,-0.0348,244,0.91028,156,-0.0283,101,-0.8095
ENSG00000162585,FAAP20,76,0.19727,102,0.71091,55,-0.3585,66,-0.0344,58,-0.2591
ENSG00000157933,SKI,37,0.01651,53,0.61159,41,0.18996,27,-0.5723,35,-0.1101
ENSG00000157916,RER1,60,0.08984,35,-0.7745,70,0.39043,35,-0.8979,77,0.59670
ENSG00000157911,PEX10,22,-0.5976,28,-0.2144,34,0.11269,29,-0.1835,40,0.44593
ENSG00000197921,HES5,16,-0.5074,20,-0.1205,15,-0.6914,26,0.37486,28,0.49517
ENSG00000157870,PRXL2B,35,-0.9137,51,-0.3130,75,0.37925,54,-0.2436,75,0.39174
ENSG00000177133,PRDM16-DT,0,-5.8993,20,0.00140,10,-1.2386,33,1.00267,29,0.68101
ENSG00000158109,TPRG1L,133,-0.2983,151,-0.0889,234,0.78982,150,-0.1205,113,-0.6297
ENSG00000130764,LRRC47,74,0.10152,74,0.10903,89,0.50379,49,-0.6444,66,-0.1027
ENSG00000116198,CEP104,1,-3.6945,7,-1.3591,21,0.29764,15,-0.3913,33,1.25496
ENSG00000196581,AJAP1,22,-0.5899,25,-0.4176,60,1.36680,26,-0.3931,19,-0.8950
ENSG00000069424,KCNAB2,139,0.02071,118,-0.2448,164,0.34940,146,0.12514,110,-0.4048
ENSG00000116254,CHD5,102,-0.3941,117,-0.1780,197,0.86619,116,-0.2177,99,-0.5153
ENSG00000116251,RPL22,1378,1.12155,520,-0.5380,448,-0.8692,765,0.10073,743,0.04324
ENSG00000116237,ICMT,22,-0.5581,63,1.23809,35,0.23994,25,-0.4167,22,-0.6298
ENSG00000097021,ACOT7,239,0.18915,240,0.19308,301,0.70485,186,-0.2636,128,-0.9154
ENSG00000171680,PLEKHG5,32,0.82089,27,0.52954,20,0.03450,11,-1.0068,18,-0.1521
ENSG00000162408,NOL9,5,-2.8358,42,0.40348,47,0.70097,28,-0.2849,34,0.03976
ENSG00000162413,KLHL21,46,0.76385,26,-0.1626,29,-0.0259,24,-0.3737,28,-0.0753
ENSG00000116273,PHF13,11,-0.5938,28,0.96892,19,0.32203,12,-0.5439,14,-0.2851
ENSG00000041988,THAP3,34,0.51668,15,-0.7662,32,0.52930,20,-0.4131,22,-0.1763
ENSG00000007923,DNAJC11,0,-5.4334,52,0.91372,41,0.60644,22,-0.5884,32,0.12454
ENSG00000171735,CAMTA1,79,-0.9159,168,0.29797,152,0.14885,139,-0.0228,148,0.10088
ENSG00000049245,VAMP3,27,-0.9108,45,-0.1220,23,-1.2953,41,-0.2984,93,1.47256
ENSG00000049246,PER3,17,-0.7435,40,0.60831,26,-0.1565,14,-1.2025,44,0.91424
ENSG00000116288,PARK7,323,-0.1665,361,0.01330,335,-0.1254,419,0.31007,336,-0.1209
ENSG00000116285,ERRFI1,4,-2.1430,20,0.30537,26,0.91886,10,-0.8228,18,0.17542
ENSG00000162426,SLC45A1,13,-0.7448,17,-0.3765,29,0.62110,15,-0.5828,26,0.37183
ENSG00000142599,RERE,161,0.75564,88,-0.2628,95,-0.1523,85,-0.3630,109,0.09626
ENSG00000074800,ENO1,888,0.27396,690,-0.1428,830,0.18892,643,-0.2976,752,-0.0041
ENSG00000171612,SLC25A33,27,-0.0953,18,-0.7085,18,-0.7993,27,-0.0490,45,0.98334
ENSG00000188807,TMEM201,11,-0.2768,13,-0.0070,18,0.72363,14,0.11117,8,-0.9140
ENSG00000171603,CLSTN1,497,0.06964,565,0.28587,663,0.67849,319,-0.7268,392,-0.3636
ENSG00000178585,CTNNBIP1,18,-1.1501,67,0.94733,46,0.37839,38,-0.0062,26,-0.6817
ENSG00000162441,LZIC,58,0.54145,49,0.25008,18,-1.4446,33,-0.4151,63,0.83913
ENSG00000130939,UBE4B,56,0.43513,79,1.03758,49,0.24632,21,-1.2154,35,-0.3928
ENSG00000054523,KIF1B,260,-0.3990,350,0.08550,380,0.26064,315,-0.1022,330,-0.0130
ENSG00000142657,PGD,91,0.68136,89,0.64282,57,-0.1351,34,-1.0195,62,0.05473
ENSG00000241563,CORT,18,-3.6580,1537,6.18907,9,-4.8111,29,-3.2059,25,-3.4423
ENSG00000160049,DFFA,42,0.08795,73,1.07649,24,-0.8654,30,-0.5111,46,0.31026
ENSG00000142655,PEX14,5,-2.2438,63,1.75616,25,0.13156,11,-1.3203,25,0.07579
ENSG00000120948,TARDBP,71,0.33666,83,0.59143,53,-0.1751,37,-0.7954,66,0.22951
ENSG00000116649,SRM,163,0.61193,114,0.01229,117,0.05795,99,-0.2572,100,-0.2479
ENSG00000171824,EXOSC10,28,0.47077,5,-2.0567,23,0.14334,14,-0.7847,32,0.81923
ENSG00000198793,MTOR,54,0.47014,23,-0.8645,47,0.27836,29,-0.5840,47,0.30890
ENSG00000116661,FBXO2,302,-0.0538,262,-0.2819,236,-0.5153,378,0.38380,351,0.23437
ENSG00000132879,FBXO44,57,-0.8283,75,-0.4002,158,1.04390,90,-0.1285,72,-0.5364
ENSG00000116670,MAD2L2,12,-0.9875,14,-0.7457,22,-0.0887,19,-0.3539,37,1.05268
ENSG00000177674,AGTRAP,20,0.15403,8,-1.2679,8,-1.3523,16,-0.2261,35,1.40928
ENSG00000177000,MTHFR,12,-0.4212,17,0.20618,22,0.66840,10,-0.6958,15,-0.0375
ENSG00000011021,CLCN6,70,0.30843,81,0.56263,87,0.84914,36,-0.8555,33,-0.9783
ENSG00000116685,KIAA2013,29,-0.2236,37,0.18396,38,0.29268,22,-0.7053,39,0.30518
ENSG00000083444,PLOD1,14,-0.3522,8,-1.2325,19,0.23529,12,-0.6490,26,0.90883
ENSG00000116688,MFN2,92,0.09707,90,0.05365,100,0.27420,67,-0.4754,90,0.05822
ENSG00000116691,MIIP,9,-1.0382,20,0.31343,14,-0.3566,14,-0.3052,25,0.78729
ENSG00000048707,VPS13D,81,0.79145,36,-0.5348,55,0.14719,41,-0.4103,49,-0.0632
ENSG00000162496,DHRS3,7,-1.9332,44,0.90030,14,-1.0110,18,-0.6393,45,1.20912
ENSG00000116731,PRDM2,31,-0.7086,47,-0.0579,61,0.46614,45,-0.1354,48,0.00642
ENSG00000189337,KAZN,15,-1.8360,71,0.55634,66,0.51180,47,-0.1654,48,-0.1046
ENSG00000142634,EFHD2,50,-1.1448,60,-0.8499,180,1.20398,95,-0.1522,83,-0.4080
ENSG00000116138,DNAJC16,7,-1.5830,40,1.19327,22,0.16899,12,-0.8907,23,0.24575
ENSG00000197312,DDI2,12,-0.9070,28,0.47033,33,0.91452,16,-0.4418,15,-0.5921
ENSG00000116786,PLEKHM2,30,-0.9520,62,0.19141,51,-0.1209,62,0.25194,60,0.16631
ENSG00000065526,SPEN,43,0.13473,31,-0.3879,47,0.35543,24,-0.8573,49,0.44163
ENSG00000037637,FBXO42,1,-3.5202,12,-0.5081,25,0.89273,20,0.48756,12,-0.4547
ENSG00000055070,SZRD1,28,-0.0729,40,0.53262,15,-1.0854,27,-0.1156,39,0.61601
ENSG00000157191,NECAP2,7,-1.6339,32,0.84769,10,-1.1007,12,-0.8520,36,1.35994
ENSG00000219481,NBPF1,3,-2.5063,30,0.97377,13,-0.5396,13,-0.5287,26,0.89186
ENSG00000058453,CROCC,9,-0.8019,14,-0.0896,21,0.75181,16,0.12136,10,-0.5998
ENSG00000159363,ATP13A2,73,-0.7946,158,0.45476,162,0.60202,117,-0.0622,88,-0.5811
ENSG00000117118,SDHB,109,0.38603,112,0.43820,78,-0.1784,73,-0.3020,83,-0.0767
ENSG00000117115,PADI2,41,-1.0917,42,-1.0238,24,-2.0483,68,-0.3369,192,2.09908
ENSG00000074964,ARHGEF10L,21,-0.0524,21,-0.0587,19,-0.2417,14,-0.8007,33,0.86508
ENSG00000117154,IGSF21,62,-0.2864,76,0.04517,102,0.65405,45,-0.8678,79,0.13672
ENSG00000159423,ALDH4A1,4,-2.6992,9,-1.4694,19,-0.4638,30,0.44238,41,1.13724
ENSG00000127463,EMC1,55,0.73490,39,0.17050,39,0.20098,18,-1.1693,37,0.10065
ENSG00000053372,MRTO4,25,-0.5795,39,0.12669,50,0.63903,41,0.22066,22,-0.8469
ENSG00000053371,AKR7A2,45,-0.1808,30,-0.8220,46,-0.1545,45,-0.1902,71,0.73454
ENSG00000077549,CAPZB,255,0.29678,180,-0.2791,255,0.35152,174,-0.3788,208,-0.0547
ENSG00000173436,MICOS10,346,0.18371,359,0.24448,291,-0.1192,354,0.26274,242,-0.4591
ENSG00000158747,NBL1,200,-0.2600,257,0.15044,261,0.20301,235,-0.0050,216,-0.1589
ENSG00000162545,CAMK2N1,1034,0.45731,798,0.02044,628,-0.4207,908,0.27978,700,-0.2242
ENSG00000090432,MUL1,36,0.56965,27,0.09433,33,0.53610,13,-1.1922,24,-0.0813
ENSG00000183114,FAM43B,0,-5.8675,23,0.78455,27,1.35854,10,-0.6737,9,-0.7398
ENSG00000158828,PINK1,380,-0.0226,410,0.10190,433,0.22693,422,0.17818,292,-0.5138
ENSG00000244038,DDOST,29,-0.0799,23,-0.4505,36,0.32389,23,-0.5294,37,0.39186
ENSG00000189410,SH2D5,22,-0.4112,18,-0.6627,44,0.95113,24,-0.3124,24,-0.2688
ENSG00000127483,HP1BP3,82,-0.9488,168,0.18572,162,0.15228,123,-0.3739,190,0.47369
ENSG00000075151,EIF4G3,70,-0.5971,115,0.19939,148,0.76966,68,-0.7287,99,-0.0545
ENSG00000076864,RAP1GAP,141,-0.0202,114,-0.3732,233,1.03531,102,-0.6114,110,-0.4864
ENSG00000090686,USP48,52,0.19612,36,-0.4124,46,0.01358,41,-0.2322,53,0.29050
ENSG00000070831,CDC42,210,-0.1597,294,0.39836,294,0.48010,155,-0.7260,225,-0.0538
ENSG00000173372,C1QA,54,1.30334,12,-1.2128,11,-1.4976,33,0.53084,26,0.00502
ENSG00000159189,C1QC,63,1.59529,3,-2.9669,8,-1.8554,23,-0.1941,38,0.82069
ENSG00000173369,C1QB,75,1.24101,14,-1.4464,16,-1.4087,41,0.20987,45,0.41687
ENSG00000004487,KDM1A,38,-0.3278,73,0.76573,59,0.47700,31,-0.7502,41,-0.2403
ENSG00000169641,LUZP1,10,-1.4879,53,1.27393,39,0.86164,18,-0.5840,14,-1.0867
ENSG00000125944,HNRNPR,87,-0.4187,70,-0.7518,140,0.44314,88,-0.4448,142,0.47537
ENSG00000125945,ZNF436,1,-3.5221,28,1.04781,21,0.66473,9,-0.8069,15,0.03019
ENSG00000117318,ID3,47,0.31937,22,-0.8758,7,-2.7831,8,-2.5775,106,2.65529
ENSG00000142676,RPL11,1166,1.38751,373,-0.5830,262,-1.2584,500,-0.1291,611,0.25795
ENSG00000011007,ELOA,6,-1.4236,12,-0.4659,29,1.25588,10,-0.8958,17,0.08018
ENSG00000057757,PITHD1,160,-0.2433,292,0.77648,231,0.44005,174,-0.1229,111,-0.9180
ENSG00000011009,LYPLA2,15,-1.1088,15,-1.0864,45,0.77971,32,0.04664,32,0.03638
ENSG00000117308,GALE,31,0.81043,47,1.61644,18,-0.0513,9,-1.1911,9,-1.2319
ENSG00000117305,HMGCL,48,1.10107,26,0.02554,18,-0.6623,18,-0.6667,30,0.30001
ENSG00000189266,PNRC2,50,0.00296,33,-0.6504,47,-0.0850,49,-0.0031,60,0.38079
ENSG00000188529,SRSF10,96,1.15896,26,-0.9914,49,-0.0375,37,-0.5150,51,0.05208
ENSG00000001461,NIPAL3,25,-1.4651,76,0.29661,73,0.27600,47,-0.5590,84,0.55979
ENSG00000133226,SRRM1,93,0.76714,53,-0.1860,59,-0.0155,46,-0.4789,60,0.01429
ENSG00000169504,CLIC4,63,0.01370,48,-0.4186,17,-2.2008,30,-1.2701,148,2.10034
ENSG00000117614,SYF2,99,0.48334,89,0.29746,56,-0.5378,63,-0.3146,85,0.26571
ENSG00000117616,RSRP1,64,0.82052,42,0.09881,39,-0.0301,21,-1.1273,46,0.27465
ENSG00000183726,TMEM50A,77,0.20141,42,-0.7765,54,-0.4146,52,-0.5128,107,0.95489
ENSG00000204178,MACO1,29,0.20088,56,1.35893,25,-0.0271,12,-1.3068,23,-0.1946
ENSG00000117643,MAN1C1,41,0.91277,12,-1.0760,30,0.39266,16,-0.7390,25,0.02849
ENSG00000162430,SELENON,9,-1.9593,36,0.23023,27,-0.2999,39,0.39155,39,0.38813
ENSG00000117640,MTFR1L,63,0.05512,83,0.52722,55,-0.1766,49,-0.3950,65,0.15045
ENSG00000117632,STMN1,1133,-0.1425,1223,-0.0166,1573,0.48563,1165,-0.1120,1027,-0.3462
ENSG00000158008,EXTL1,16,-1.2523,44,0.34357,48,0.56528,41,0.24610,25,-0.6387
ENSG00000142684,ZNF593,30,-0.1141,29,-0.1876,32,-0.0058,39,0.38228,28,-0.2423
ENSG00000142669,SH3BGRL3,454,0.56974,199,-0.7770,307,-0.1068,380,0.31490,283,-0.2525
ENSG00000158062,UBXN11,17,0.12378,9,-0.8198,19,0.34598,16,-0.0213,16,-0.0339
ENSG00000117682,DHDDS,9,-0.8797,13,-0.3857,26,0.94744,16,0.01306,12,-0.5409
ENSG00000198830,HMGN2,265,0.91269,65,-1.3735,108,-0.6670,133,-0.3036,218,0.68974
ENSG00000117713,ARID1A,72,0.19258,74,0.26065,74,0.30738,44,-0.6498,63,-0.0288
ENSG00000204160,ZDHHC18,15,-0.8563,46,1.05141,29,0.29460,18,-0.6393,23,-0.1425
ENSG00000142751,GPN2,25,0.43323,10,-0.9586,31,0.98685,17,-0.2477,12,-0.8859
ENSG00000090273,NUDC,185,0.25175,120,-0.4537,139,-0.2482,189,0.33693,156,-0.0405
ENSG00000253368,TRNP1,19,-1.3489,59,0.45593,54,0.39182,59,0.55049,27,-0.9093
ENSG00000090020,SLC9A1,24,0.08993,11,-1.1302,38,1.10532,18,-0.3611,16,-0.5728
ENSG00000142784,WDTC1,35,0.07486,14,-1.3976,44,0.53818,35,0.07617,31,-0.1454
ENSG00000186501,TMEM222,16,-2.1808,99,0.63099,87,0.46929,56,-0.3807,74,0.14055
ENSG00000158195,WASF2,24,-0.7416,16,-1.3863,20,-1.1402,31,-0.4018,83,1.79682
ENSG00000126705,AHDC1,24,-1.0796,50,0.06885,80,1.09104,37,-0.4966,38,-0.4147
ENSG00000126709,IFI6,190,0.61805,157,0.29032,132,-0.0079,75,-1.0064,148,0.22362
ENSG00000009780,FAM76A,1,-3.9038,11,-0.5628,25,0.98427,14,-0.1867,17,0.21134
ENSG00000117758,STX12,73,-0.5326,148,0.63760,114,0.22778,86,-0.3213,96,-0.1023
ENSG00000117751,PPP1R8,27,-0.0468,12,-1.3182,36,0.57120,21,-0.4883,33,0.37022
ENSG00000117748,RPA2,25,-0.9963,53,0.16456,63,0.53177,45,-0.1259,45,-0.1100
ENSG00000126698,DNAJC8,94,-0.6695,156,0.14487,165,0.28721,142,-0.0150,139,-0.0466
ENSG00000130770,ATP5IF1,659,0.34393,715,0.48338,542,0.01944,614,0.26453,304,-1.0150
ENSG00000180098,TRNAU1AP,9,-1.4910,45,1.07447,28,0.27969,25,0.05087,17,-0.6459
ENSG00000198492,YTHDF2,80,0.22002,91,0.44308,90,0.49623,46,-0.7720,59,-0.3126
ENSG00000116350,SRSF4,43,0.31387,23,-0.6716,48,0.60397,28,-0.4381,33,-0.1325
ENSG00000116353,MECR,26,-0.2382,33,0.14082,28,-0.1667,37,0.39516,27,-0.2227
ENSG00000060656,PTPRU,3,-2.5587,9,-1.1497,39,1.72065,11,-0.8475,17,-0.1094
ENSG00000162511,LAPTM5,65,0.63861,24,-0.9672,21,-1.3019,47,0.12568,65,0.78101
ENSG00000162512,SDC3,42,-1.1673,130,0.64420,105,0.31318,71,-0.4224,95,0.11792
ENSG00000134644,PUM1,90,-0.6367,188,0.56910,206,0.90513,88,-0.7627,103,-0.4841
ENSG00000060688,SNRNP40,50,1.63335,22,0.13648,18,-0.2059,10,-1.1770,16,-0.3746
ENSG00000121766,ZCCHC17,102,-0.5632,134,-0.1407,184,0.46762,158,0.15955,122,-0.3237
ENSG00000121769,FABP3,104,0.25408,98,0.14659,101,0.24436,102,0.26087,53,-0.9243
ENSG00000162517,PEF1,43,-0.6409,57,-0.2170,93,0.74142,69,0.12076,47,-0.5759
ENSG00000084636,COL16A1,27,0.17470,11,-1.2195,21,-0.2454,15,-0.8457,42,1.16310
ENSG00000121753,ADGRB2,168,0.07060,122,-0.4466,228,0.71235,141,-0.2436,130,-0.3993
ENSG00000184007,PTP4A2,121,-0.8888,203,-0.0677,155,-0.5729,215,0.03239,314,0.82411
ENSG00000121774,KHDRBS1,110,-0.1356,118,-0.0296,120,0.00066,100,-0.3311,145,0.38044
ENSG00000025800,KPNA6,19,-1.2146,24,-0.8734,76,1.33533,33,-0.4352,35,-0.2828
ENSG00000084652,TXLNA,21,0.18236,22,0.26309,16,-0.2831,19,-0.0440,19,0.03675
ENSG00000160050,CCDC28B,0,-5.0250,7,-1.1066,8,-0.9254,21,0.89838,22,1.00539
ENSG00000084623,EIF3I,205,1.10697,80,-0.4922,110,0.02092,81,-0.5481,102,-0.1248
ENSG00000175130,MARCKSL1,159,-1.2003,289,-0.2636,138,-1.5581,259,-0.4972,738,1.83028
ENSG00000160058,BSDC1,48,-0.5383,101,0.71654,90,0.61531,38,-0.9718,63,-0.1015
ENSG00000176261,ZBTB8OS,44,0.18736,30,-0.4235,29,-0.5799,51,0.50779,41,0.07549
ENSG00000162521,RBBP4,67,-0.3982,86,0.00862,98,0.26413,58,-0.6926,110,0.49550
ENSG00000162522,KIAA1522,7,-1.0774,29,1.13972,19,0.47023,19,0.48541,3,-2.3071
ENSG00000134684,YARS,75,-0.3234,115,0.37775,111,0.38325,70,-0.5093,91,-0.0137
ENSG00000116497,S100PBP,24,0.41560,29,0.77073,12,-0.7226,10,-1.1258,26,0.64997
ENSG00000121905,HPCA,139,-0.2544,76,-1.1923,257,0.96607,171,0.09860,115,-0.6340
ENSG00000121900,TMEM54,63,0.42605,53,0.15577,52,0.13942,50,0.06853,34,-0.6610
ENSG00000116514,RNF19B,18,0.19093,8,-1.0907,20,0.47842,17,0.18852,13,-0.3747
ENSG00000004455,AK2,7,-2.0039,19,-0.6137,23,-0.3418,25,-0.1954,51,1.27518
ENSG00000142920,AZIN2,3,-2.6019,11,-0.7953,28,0.77540,16,-0.3112,25,0.53651
ENSG00000160094,ZNF362,5,-1.7392,33,1.10348,17,-0.0878,12,-0.6775,22,0.45004
ENSG00000134686,PHC2,49,-0.2305,34,-0.8102,68,0.36780,47,-0.3623,70,0.42692
ENSG00000163866,SMIM12,24,-0.8985,27,-0.7152,57,0.59002,36,-0.2824,51,0.35947
ENSG00000116544,DLGAP3,8,-1.8284,34,0.34120,39,0.71719,36,0.55151,14,-1.2107
ENSG00000116560,SFPQ,157,0.14146,118,-0.3200,159,0.19333,130,-0.1919,150,0.07099
ENSG00000146463,ZMYM4,67,1.26648,26,-0.3513,30,-0.1516,26,-0.3944,27,-0.3228
ENSG00000142687,KIAA0319L,49,-0.2899,83,0.59920,71,0.38426,48,-0.3528,48,-0.3499
ENSG00000020129,NCDN,433,0.28560,480,0.46122,533,0.78757,293,-0.4080,177,-1.2713
ENSG00000126067,PSMB2,79,-0.4343,69,-0.6462,147,0.71028,89,-0.2947,105,0.03186
ENSG00000142686,C1orf216,33,-1.0317,47,-0.4790,82,0.49934,79,0.42524,54,-0.3070
ENSG00000092847,AGO1,24,-0.0621,23,-0.1536,20,-0.3745,26,0.08812,30,0.36038
ENSG00000126070,AGO3,3,-2.4189,27,0.62686,17,-0.2093,18,-0.0391,24,0.52731
ENSG00000116863,ADPRHL2,50,1.34210,18,-0.4433,19,-0.4054,16,-0.7204,25,0.14802
ENSG00000054116,TRAPPC3,106,1.05062,68,0.27833,53,-0.1601,49,-0.2887,41,-0.6043
ENSG00000116871,MAP7D1,260,0.71730,139,-0.3331,163,-0.0888,144,-0.3132,176,0.05934
ENSG00000054118,THRAP3,54,-0.1420,32,-0.9336,79,0.60581,47,-0.3976,65,0.20305
ENSG00000196182,STK40,17,0.14302,18,0.27839,18,0.36735,13,-0.2925,12,-0.4020
ENSG00000181817,LSM10,72,0.86846,49,0.21262,39,-0.1649,34,-0.4547,39,-0.1885
ENSG00000116885,OSCP1,3,-2.2723,25,0.82303,24,0.91690,9,-0.9452,14,-0.1121
ENSG00000116898,MRPS15,66,0.35988,65,0.33854,49,-0.1385,57,0.14523,40,-0.5042
ENSG00000163873,GRIK3,5,-3.1138,83,1.19581,66,0.94849,15,-1.7322,43,0.03490
ENSG00000163875,MEAF6,74,-0.4981,186,1.05355,116,0.27473,87,-0.2747,71,-0.6415
ENSG00000134697,GNL2,16,-0.2418,21,0.20005,19,0.06684,14,-0.4995,22,0.37399
ENSG00000185090,MANEAL,43,0.52179,51,0.83208,40,0.48824,21,-0.7349,18,-1.0150
ENSG00000196449,YRDC,17,0.43767,5,-1.5142,18,0.64456,11,-0.2527,12,-0.1658
ENSG00000197982,C1orf122,222,-0.3081,231,-0.2438,208,-0.4677,317,0.33411,320,0.35437
ENSG00000183431,SF3A3,48,0.67935,33,0.04310,37,0.23323,26,-0.3953,26,-0.3987
ENSG00000183520,UTP11,16,-0.7766,33,0.33626,34,0.46386,20,-0.5649,29,0.16019
ENSG00000116954,RRAGC,26,-0.7666,51,0.32664,57,0.65362,30,-0.6069,41,-0.0228
ENSG00000174574,AKIRIN1,107,0.34545,77,-0.2061,92,0.10149,71,-0.3818,94,0.14315
ENSG00000168653,NDUFS5,874,0.50302,686,0.09181,562,-0.2682,763,0.32048,490,-0.5180
ENSG00000127603,MACF1,115,0.02538,84,-0.4710,125,0.20034,102,-0.1864,125,0.19466
ENSG00000090621,PABPC4,83,0.33594,75,0.16034,53,-0.4679,64,-0.1064,76,0.21484
ENSG00000116983,HPCAL4,264,-0.4492,391,0.19132,529,0.87282,289,-0.3518,250,-0.6134
ENSG00000084072,PPIE,26,-0.3126,47,0.68127,29,-0.1603,27,-0.2489,33,0.08838
ENSG00000168389,MFSD2A,94,2.27035,44,0.73250,21,-0.5050,8,-1.9948,15,-1.1223
ENSG00000131236,CAP1,126,-0.2759,123,-0.3147,186,0.44414,110,-0.5597,176,0.32806
ENSG00000131238,PPT1,124,0.12941,149,0.43794,110,-0.0720,82,-0.6110,130,0.24252
ENSG00000259943,AL050341.2,17,0.07258,13,-0.3998,18,0.15958,12,-0.5406,21,0.45722
ENSG00000084073,ZMPSTE24,38,0.10065,42,0.25817,39,0.20289,24,-0.6683,38,0.15430
ENSG00000049089,COL9A2,0,-6.1539,10,-0.7226,5,-1.9655,18,0.21599,36,1.93630
ENSG00000084070,SMAP2,133,0.44547,120,0.27520,128,0.45280,79,-0.4586,74,-0.5905
ENSG00000117016,RIMS3,92,0.42247,118,0.86158,90,0.47035,55,-0.4814,35,-1.2281
ENSG00000066136,NFYC,55,0.88622,36,0.15161,32,-0.0709,24,-0.5749,30,-0.1548
ENSG00000204060,FOXO6,6,-1.7387,17,-0.1871,29,0.92120,16,-0.2711,18,-0.0460
ENSG00000127124,HIVEP3,14,-0.7751,19,-0.2133,39,1.23438,15,-0.6974,18,-0.3863
ENSG00000198815,FOXJ3,33,-0.3883,31,-0.5147,69,1.03083,34,-0.3877,34,-0.3925
ENSG00000177181,RIMKLA,17,-0.2856,45,1.37663,23,0.20478,20,-0.0833,8,-1.4661
ENSG00000127125,PPCS,78,0.31746,59,-0.1434,65,0.01182,61,-0.1143,64,-0.0202
ENSG00000171960,PPIH,7,-1.3699,24,0.59824,14,-0.3600,19,0.24102,19,0.22974
ENSG00000065978,YBX1,219,1.45318,35,-1.5868,44,-1.3862,71,-0.5606,146,0.85409
ENSG00000164008,C1orf50,39,0.58248,41,0.65894,27,-0.0146,17,-0.8287,26,-0.1290
ENSG00000177868,SVBP,27,-0.3328,32,-0.0366,27,-0.3757,38,0.26619,38,0.26031
ENSG00000117394,SLC2A1,186,2.50200,25,-1.1577,14,-2.1977,19,-1.7182,69,0.58159
ENSG00000117395,EBNA1BP2,55,-0.3951,71,0.00625,78,0.21097,80,0.24554,60,-0.2843
ENSG00000179178,TMEM125,17,-0.8662,26,-0.2555,8,-2.0860,8,-2.1778,83,2.66610
ENSG00000066322,ELOVL1,21,-1.3088,19,-1.4476,19,-1.6650,25,-1.1592,134,2.61143
ENSG00000159479,MED8,7,-1.4100,30,0.99820,20,0.33598,13,-0.4450,16,-0.1247
ENSG00000178922,HYI,37,0.55067,16,-0.7588,18,-0.6725,23,-0.2561,38,0.74201
