Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to9,Feature log2 fold change topic 4to9
ENSG00000162441,LZIC,63,1.38340,27,-0.0478,12,-1.2911,25,-0.4293
ENSG00000130939,UBE4B,38,-0.0094,20,-1.0329,48,0.35982,40,0.17957
ENSG00000054523,KIF1B,255,0.03025,218,-0.2191,302,0.31193,246,-0.0718
ENSG00000142657,PGD,31,-0.7858,34,-0.6527,53,0.03691,58,0.54736
ENSG00000241563,CORT,42,-1.6725,51,-1.3737,8,-4.0958,170,2.32021
ENSG00000160049,DFFA,54,0.63208,24,-0.6303,22,-0.7667,38,0.18516
ENSG00000142655,PEX14,20,-0.6719,18,-0.8097,23,-0.4528,36,0.80090
ENSG00000120948,TARDBP,51,-0.4073,48,-0.4946,80,0.30664,69,0.21196
ENSG00000116649,SRM,63,-0.8551,108,0.00056,87,-0.3446,119,0.46879
ENSG00000171824,EXOSC10,38,0.58047,16,-0.7807,36,0.48079,25,-0.2558
ENSG00000198793,MTOR,16,-1.4406,35,-0.2950,27,-0.6635,50,0.91469
ENSG00000116661,FBXO2,393,0.58666,378,0.51971,243,-0.2025,245,-0.4630
ENSG00000132879,FBXO44,53,-1.5832,92,-0.7296,158,0.12047,169,0.74508
ENSG00000116663,FBXO6,7,-1.2424,6,-1.3699,15,-0.0473,19,0.96219
ENSG00000116670,MAD2L2,34,1.12566,26,0.63765,12,-0.5784,14,-0.7358
ENSG00000177000,MTHFR,9,-0.7479,12,-0.3764,12,-0.2986,17,0.58986
ENSG00000011021,CLCN6,22,-1.3739,32,-0.8339,54,-0.0278,64,0.81959
ENSG00000116685,KIAA2013,40,-0.0024,19,-1.1251,35,-0.2194,45,0.49331
ENSG00000083444,PLOD1,26,0.20678,22,-0.0525,27,0.26413,22,-0.1959
ENSG00000116688,MFN2,63,-0.6654,68,-0.5396,94,-0.0330,106,0.50074
ENSG00000116691,MIIP,24,0.20527,16,-0.4671,22,0.07691,21,0.05200
ENSG00000048707,VPS13D,28,-0.8322,31,-0.6779,58,0.32150,52,0.41184
ENSG00000162496,DHRS3,54,1.30406,19,-0.4626,32,0.37350,20,-0.7593
ENSG00000116731,PRDM2,42,-0.4670,44,-0.4011,119,1.25971,51,-0.4136
ENSG00000189337,KAZN,55,0.05513,29,-0.9481,43,-0.3185,58,0.45776
ENSG00000142634,EFHD2,81,-0.8816,83,-0.8520,770,3.56699,59,-2.4007
ENSG00000116138,DNAJC16,9,-1.5777,16,-0.6619,32,0.36291,28,0.57037
ENSG00000197312,DDI2,11,-0.8146,15,-0.4148,24,0.38808,20,0.27316
ENSG00000116786,PLEKHM2,42,-0.9866,100,0.39138,57,-0.5062,85,0.35479
ENSG00000065526,SPEN,45,0.84537,25,-0.1244,20,-0.5012,26,-0.2161
ENSG00000116809,ZBTB17,22,0.35220,15,-0.2719,24,0.51797,16,-0.3135
ENSG00000185519,FAM131C,7,-2.1472,21,-0.5258,3,-3.2024,39,1.86463
ENSG00000037637,FBXO42,4,-2.0210,8,-1.0890,30,0.86193,19,0.43125
ENSG00000055070,SZRD1,56,1.44857,26,0.12236,22,-0.1418,19,-0.8609
ENSG00000157191,NECAP2,36,1.96218,12,0.02953,12,-0.0568,8,-1.2776
ENSG00000219481,NBPF1,16,0.00624,10,-0.6682,15,-0.1078,17,0.30301
ENSG00000058453,CROCC,7,-1.0233,10,-0.6196,17,0.17578,17,0.53239
ENSG00000159363,ATP13A2,50,-2.2605,141,-0.7052,149,-0.6270,275,1.27224
ENSG00000117118,SDHB,82,-0.3977,64,-0.7933,87,-0.3073,120,0.61839
ENSG00000117115,PADI2,279,4.02381,57,0.36810,11,-2.1648,11,-3.3536
ENSG00000179051,RCC2,14,-0.9316,15,-0.7651,13,-1.0305,31,1.11384
ENSG00000074964,ARHGEF10L,14,-0.3259,20,0.23714,11,-0.6860,18,0.28348
ENSG00000117154,IGSF21,6,-4.1262,58,-0.9184,292,1.82601,98,-0.2706
ENSG00000159423,ALDH4A1,19,0.27143,31,1.08425,16,-0.0500,13,-0.7007
ENSG00000127481,UBR4,11,-0.4503,7,-1.1758,18,0.27516,16,0.45232
ENSG00000127463,EMC1,23,-0.4911,13,-1.3553,29,-0.1637,37,0.75435
ENSG00000053372,MRTO4,24,-0.6773,25,-0.6050,22,-0.7774,43,0.85636
ENSG00000053371,AKR7A2,64,1.05229,38,0.14950,37,0.10016,29,-0.6858
ENSG00000077549,CAPZB,142,-0.3869,137,-0.4490,195,0.12141,193,0.28589
ENSG00000173436,MICOS10,333,0.02325,373,0.20625,351,0.10561,317,-0.1529
ENSG00000158747,NBL1,136,-0.8469,175,-0.4548,210,-0.1654,262,0.59399
ENSG00000169914,OTUD3,2,-2.8545,12,-0.2900,11,-0.4024,18,1.03507
ENSG00000162545,CAMK2N1,574,-1.0218,1085,-0.0233,209,-2.5322,1340,1.10442
ENSG00000090432,MUL1,17,-0.4866,12,-0.9631,30,0.41624,25,0.32617
ENSG00000183114,FAM43B,18,-0.1482,9,-1.1426,75,2.56951,12,-1.4709
ENSG00000158828,PINK1,250,-0.9708,397,-0.2517,479,0.05012,509,0.43823
ENSG00000244038,DDOST,20,-0.9119,19,-1.0107,37,0.01729,42,0.71883
ENSG00000117245,KIF17,8,-1.3377,11,-0.8301,48,1.61395,17,-0.3519
ENSG00000189410,SH2D5,0,-6.2298,25,-0.5362,32,-0.1628,43,1.17339
ENSG00000127483,HP1BP3,145,0.11622,97,-0.5279,178,0.45466,133,-0.0773
ENSG00000075151,EIF4G3,87,-0.7685,74,-1.0203,116,-0.3159,166,0.84574
ENSG00000117298,ECE1,41,1.67266,12,-0.4237,13,-0.3047,13,-0.7808
ENSG00000076864,RAP1GAP,51,-2.0274,105,-0.9426,345,0.99190,205,0.29235
ENSG00000090686,USP48,53,0.56855,33,-0.1814,39,0.08152,35,-0.2475
ENSG00000070831,CDC42,145,-0.9233,152,-0.8592,210,-0.3512,308,0.86373
ENSG00000173372,C1QA,74,2.40383,36,0.95684,7,-1.5105,11,-1.8014
ENSG00000159189,C1QC,62,2.72108,21,0.59479,13,-0.1721,6,-2.2951
ENSG00000173369,C1QB,113,2.39438,73,1.45485,17,-0.9206,13,-2.3179
ENSG00000004487,KDM1A,26,-0.9773,26,-0.9729,57,0.24246,55,0.59733
ENSG00000169641,LUZP1,10,-2.5547,31,-0.8748,44,-0.3498,68,1.24740
ENSG00000125944,HNRNPR,86,-0.1399,60,-0.6991,121,0.40756,97,0.11673
ENSG00000125945,ZNF436,9,-0.7898,5,-1.4526,14,-0.0734,17,0.84893
ENSG00000117318,ID3,165,4.28669,22,-0.2254,7,-1.8729,6,-3.3802
ENSG00000142676,RPL11,1336,1.94779,547,0.29995,415,-0.1502,301,-1.3475
ENSG00000011007,ELOA,12,-0.3027,9,-0.6745,17,0.30047,15,0.23581
ENSG00000057757,PITHD1,103,-1.0025,120,-0.7695,171,-0.2159,227,0.79084
ENSG00000011009,LYPLA2,17,-1.3799,31,-0.4786,57,0.53358,45,0.35282
ENSG00000117308,GALE,4,-2.1549,12,-0.5590,19,0.07317,21,0.81148
ENSG00000117305,HMGCL,21,0.27259,21,0.26552,15,-0.2204,17,-0.1618
ENSG00000179163,FUCA1,14,-0.3413,4,-2.0341,29,0.91553,17,0.15286
ENSG00000189266,PNRC2,58,0.91425,33,-0.0354,35,0.04354,30,-0.4957
ENSG00000188529,SRSF10,40,0.02618,27,-0.6036,44,0.18116,41,0.13375
ENSG00000001461,NIPAL3,117,1.05064,43,-0.5910,75,0.29558,55,-0.5065
ENSG00000133226,SRRM1,95,1.30781,32,-0.5085,51,0.23176,37,-0.6818
ENSG00000169504,CLIC4,173,3.81305,27,-0.1534,24,-0.3176,7,-3.2820
ENSG00000117614,SYF2,112,1.16450,43,-0.4260,64,0.19815,49,-0.5898
ENSG00000117616,RSRP1,60,0.62006,37,-0.1824,49,0.27576,38,-0.3656
ENSG00000183726,TMEM50A,102,0.63460,47,-0.6011,55,-0.3801,70,0.04601
ENSG00000204178,MACO1,28,0.11629,16,-0.7813,22,-0.2471,28,0.34537
ENSG00000117643,MAN1C1,19,-1.4317,15,-1.7873,24,-1.0866,64,1.68201
ENSG00000162430,SELENON,43,0.48666,36,0.19136,30,-0.1254,30,-0.2738
ENSG00000117640,MTFR1L,38,-0.8129,62,-0.0676,77,0.30303,67,0.17733
ENSG00000117632,STMN1,711,-0.9254,706,-0.9360,1486,0.24542,1435,0.56859
ENSG00000158008,EXTL1,13,-1.4593,39,0.18205,71,1.22898,31,-0.3806
ENSG00000175087,PDIK1L,6,-1.3090,12,-0.2312,10,-0.5612,17,0.80615
ENSG00000142684,ZNF593,26,-0.4976,38,0.09496,32,-0.1753,38,0.23080
ENSG00000142669,SH3BGRL3,207,0.03984,241,0.29620,314,0.74001,175,-0.5322
ENSG00000158062,UBXN11,22,-0.3856,20,-0.5310,31,0.11030,31,0.32106
ENSG00000117682,DHDDS,8,-1.1917,16,-0.2642,23,0.35460,20,0.33441
ENSG00000198830,HMGN2,232,1.48798,109,0.15627,117,0.27390,72,-1.0759
ENSG00000117713,ARID1A,43,-0.0940,36,-0.3738,71,0.75008,43,-0.2106
ENSG00000204160,ZDHHC18,10,-1.8073,21,-0.7011,20,-0.7268,41,1.22603
ENSG00000142751,GPN2,6,-1.3772,12,-0.2856,12,-0.3174,17,0.74256
ENSG00000090273,NUDC,156,0.05773,142,-0.0971,180,0.29419,146,-0.1237
ENSG00000253368,TRNP1,11,-2.9866,63,-0.3577,29,-1.5451,101,1.55434
ENSG00000090020,SLC9A1,3,-2.8558,15,-0.7238,19,-0.3449,29,1.21782
ENSG00000142784,WDTC1,28,0.22693,29,0.28533,27,0.18483,22,-0.3195
ENSG00000186501,TMEM222,68,-0.2535,56,-0.5787,69,-0.2393,88,0.45043
ENSG00000158195,WASF2,98,2.73459,29,0.30794,19,-0.3713,11,-2.0627
ENSG00000126705,AHDC1,11,-1.8221,26,-0.5646,58,0.76011,39,0.31433
ENSG00000126709,IFI6,262,0.35237,198,-0.1046,444,1.28207,166,-0.8549
ENSG00000009780,FAM76A,20,0.74612,8,-0.6523,25,1.12883,10,-0.7783
ENSG00000117758,STX12,81,-0.2681,61,-0.7056,118,0.34153,100,0.20896
ENSG00000117751,PPP1R8,25,0.09767,18,-0.3978,26,0.18549,24,0.02764
ENSG00000117748,RPA2,28,-0.9279,29,-0.8651,93,1.03914,50,0.02009
ENSG00000126698,DNAJC8,111,-0.0042,107,-0.0692,108,-0.0491,113,0.05402
ENSG00000130770,ATP5IF1,274,-1.3311,475,-0.4862,635,-0.0256,736,0.67388
ENSG00000180098,TRNAU1AP,26,0.83822,20,0.41412,19,0.31191,13,-0.7673
ENSG00000197989,SNHG12,15,0.32508,10,-0.2846,22,0.89878,11,-0.5193
ENSG00000120656,TAF12,12,-0.4735,10,-0.6644,13,-0.2495,18,0.57854
ENSG00000198492,YTHDF2,33,-1.2907,27,-1.5860,82,0.12018,91,0.92725
ENSG00000116350,SRSF4,47,0.16336,27,-0.7490,43,-0.0143,45,0.20763
ENSG00000116353,MECR,10,-2.0519,30,-0.4850,45,0.16054,47,0.71216
ENSG00000060656,PTPRU,10,-0.9524,5,-1.9189,112,3.74906,8,-2.3599
ENSG00000162511,LAPTM5,105,2.75583,36,0.59892,23,-0.1416,10,-2.3536
ENSG00000162512,SDC3,90,-0.7117,121,-0.2491,137,-0.0563,155,0.41023
ENSG00000134644,PUM1,69,-0.8073,53,-1.2089,168,0.62254,125,0.36719
ENSG00000060688,SNRNP40,22,0.21330,17,-0.1773,28,0.62567,18,-0.3412
ENSG00000121766,ZCCHC17,58,-0.7324,99,0.11042,116,0.36945,94,0.03541
ENSG00000121769,FABP3,18,-3.2050,110,-0.5512,70,-1.2459,200,1.59465
ENSG00000162517,PEF1,49,-0.8863,58,-0.6271,107,0.33627,95,0.40208
ENSG00000084636,COL16A1,61,1.23123,26,-0.1898,62,1.25363,20,-1.3201
ENSG00000121753,ADGRB2,58,-2.0995,172,-0.4519,312,0.51737,252,0.48038
ENSG00000184007,PTP4A2,664,2.25970,156,-0.3685,155,-0.3762,132,-1.2928
ENSG00000121774,KHDRBS1,72,-0.4052,79,-0.2655,87,-0.1107,100,0.33270
ENSG00000121775,TMEM39B,8,-0.8801,8,-0.7775,16,0.18291,16,0.54052
ENSG00000025800,KPNA6,36,-0.3561,24,-0.9921,44,-0.0395,51,0.53517
ENSG00000084652,TXLNA,32,0.96892,15,-0.3415,25,0.51544,15,-0.6401
ENSG00000160050,CCDC28B,14,-0.1171,17,0.14721,17,0.17769,15,-0.0993
ENSG00000084623,EIF3I,60,-1.0174,80,-0.5676,98,-0.2454,132,0.73245
ENSG00000175130,MARCKSL1,750,2.08832,181,-0.4518,116,-1.1283,185,-0.9128
ENSG00000160058,BSDC1,47,-0.6533,56,-0.3657,69,-0.0290,77,0.42622
ENSG00000176261,ZBTB8OS,44,-0.2493,34,-0.6336,40,-0.4034,57,0.53866
ENSG00000162521,RBBP4,64,-0.2048,42,-0.8687,91,0.35715,77,0.22292
ENSG00000162522,KIAA1522,0,-4.5117,19,0.20784,4,-2.0362,21,1.37969
ENSG00000134684,YARS,44,-1.5382,75,-0.7267,70,-0.8292,147,1.21497
ENSG00000160097,FNDC5,8,-2.3398,15,-1.3831,13,-1.5557,49,2.00732
ENSG00000121905,HPCA,85,-1.9221,206,-0.5824,170,-0.8759,368,1.25969
ENSG00000121900,TMEM54,44,-0.2007,51,0.00689,38,-0.4625,54,0.27189
ENSG00000116514,RNF19B,10,-1.4310,15,-0.8264,23,-0.1892,30,0.92059
ENSG00000004455,AK2,65,1.38598,25,-0.2465,21,-0.4952,25,-0.5522
ENSG00000142920,AZIN2,14,-1.3085,10,-1.7674,19,-0.8600,41,1.52654
ENSG00000160094,ZNF362,18,0.05852,15,-0.2921,25,0.55660,17,-0.1893
ENSG00000134686,PHC2,69,-0.0354,49,-0.5644,64,-0.1523,75,0.30755
ENSG00000163866,SMIM12,30,-1.2190,34,-1.0328,73,0.18055,75,0.72193
ENSG00000116544,DLGAP3,17,-1.6106,57,0.24612,64,0.45110,50,0.12490
ENSG00000163867,ZMYM6,15,-0.1077,10,-0.8351,13,-0.3806,19,0.53140
ENSG00000116560,SFPQ,166,0.42614,96,-0.4495,129,0.01903,127,-0.0435
ENSG00000146463,ZMYM4,16,-1.1257,38,0.18981,28,-0.2921,37,0.42331
ENSG00000142687,KIAA0319L,35,-0.7119,39,-0.5749,82,0.64141,57,0.14431
ENSG00000020129,NCDN,121,-2.4522,330,-0.9486,831,0.53044,692,0.69407
ENSG00000126067,PSMB2,80,-0.5644,64,-0.9089,160,0.56877,120,0.24470
ENSG00000142686,C1orf216,23,-1.9207,66,-0.3471,101,0.33439,92,0.52718
ENSG00000092847,AGO1,21,-0.1403,23,0.00062,26,0.18716,23,-0.0275
ENSG00000126070,AGO3,35,1.41355,14,-0.1660,18,0.23490,12,-0.8746
ENSG00000116863,ADPRHL2,24,0.12894,15,-0.6178,21,-0.1385,24,0.23932
ENSG00000054116,TRAPPC3,31,-1.1410,33,-1.0482,62,-0.0704,77,0.85118
ENSG00000116871,MAP7D1,187,0.12555,148,-0.2515,129,-0.4715,182,0.23810
ENSG00000054118,THRAP3,73,0.67155,38,-0.3835,54,0.15511,46,-0.2671
ENSG00000196182,STK40,6,-1.6359,20,0.15302,23,0.40642,19,0.20308
ENSG00000181817,LSM10,36,-0.7041,35,-0.7389,67,0.27090,62,0.42041
ENSG00000116885,OSCP1,5,-2.2361,9,-1.3702,22,-0.0270,27,1.17556
ENSG00000116898,MRPS15,50,-0.3950,57,-0.1819,53,-0.3070,70,0.37817
ENSG00000163873,GRIK3,8,-1.6225,12,-1.0883,86,2.37718,18,-0.9322
ENSG00000163875,MEAF6,39,-1.5573,63,-0.8519,101,-0.1057,129,0.91504
ENSG00000134697,GNL2,13,-0.3965,12,-0.4900,18,0.14023,18,0.29505
ENSG00000116922,C1orf109,3,-2.5697,6,-1.4164,19,0.16052,21,1.11131
ENSG00000185090,MANEAL,8,-2.2154,16,-1.2899,45,0.28312,45,0.93887
ENSG00000196449,YRDC,6,-1.6090,8,-1.2752,18,0.04520,21,0.97563
ENSG00000197982,C1orf122,420,1.01299,271,0.25761,219,-0.0873,196,-0.6328
ENSG00000183431,SF3A3,22,-0.7351,19,-1.0092,43,0.28396,40,0.50595
ENSG00000183520,UTP11,15,-1.0842,18,-0.7902,30,-0.0281,35,0.72472
ENSG00000185668,POU3F1,0,-5.8678,6,-1.7547,0,-6.1903,29,3.60151
ENSG00000116954,RRAGC,36,-0.2731,17,-1.3582,31,-0.4658,49,0.79897
ENSG00000174574,AKIRIN1,53,-0.4738,44,-0.7589,81,0.20969,78,0.37939
ENSG00000168653,NDUFS5,501,-0.6091,805,0.14703,684,-0.1178,772,0.21814
ENSG00000127603,MACF1,156,0.55363,86,-0.4178,122,0.14559,107,-0.1828
ENSG00000090621,PABPC4,97,1.23303,41,-0.2293,57,0.31030,39,-0.7550
ENSG00000116983,HPCAL4,46,-2.1800,174,-0.1722,244,0.37612,213,0.46224
ENSG00000084072,PPIE,48,0.47749,27,-0.4421,38,0.09817,35,-0.1101
ENSG00000131236,CAP1,108,-0.4081,88,-0.7194,143,0.04175,152,0.43017
ENSG00000131238,PPT1,59,-1.4047,89,-0.7694,161,0.16937,167,0.68957
ENSG00000084073,ZMPSTE24,22,-0.5425,23,-0.5143,48,0.69413,32,0.03658
ENSG00000049089,COL9A2,100,4.21911,21,0.48619,8,-0.9038,2,-4.3582
ENSG00000084070,SMAP2,32,-1.9315,73,-0.7094,107,-0.1076,136,0.94038
ENSG00000117016,RIMS3,17,-2.2583,77,0.05291,24,-1.7445,92,1.22500
ENSG00000066136,NFYC,18,-1.0603,18,-1.0841,46,0.43050,40,0.53614
ENSG00000179862,CITED4,26,0.41956,14,-0.5948,0,-7.4908,24,0.82282
ENSG00000171793,CTPS1,1,-3.6755,13,-0.5534,17,-0.1050,22,1.07051
ENSG00000010803,SCMH1,7,-1.2139,8,-1.0982,17,-0.0152,20,0.85669
ENSG00000127124,HIVEP3,8,-1.0596,12,-0.4540,32,1.17821,15,-0.1742
ENSG00000198815,FOXJ3,18,-1.5226,24,-1.0662,63,0.43525,55,0.64243
ENSG00000177181,RIMKLA,2,-4.4252,25,-0.7122,18,-1.2376,53,1.78097
ENSG00000127125,PPCS,61,0.17837,50,-0.1208,60,0.15773,53,-0.1031
ENSG00000171960,PPIH,16,-0.1103,9,-0.9488,19,0.19711,18,0.29222
ENSG00000065978,YBX1,237,1.87442,86,0.05030,53,-0.7304,63,-0.9939
ENSG00000164008,C1orf50,24,0.27426,19,-0.0740,19,-0.0872,20,-0.0606
ENSG00000177868,SVBP,29,-0.7091,35,-0.4119,39,-0.2386,50,0.56425
ENSG00000117394,SLC2A1,102,1.49616,45,0.06795,24,-0.8857,36,-0.6515
ENSG00000117395,EBNA1BP2,34,-1.3876,56,-0.6347,89,0.10728,95,0.67266
ENSG00000179178,TMEM125,114,4.75056,10,-0.7631,5,-1.7743,3,-3.8040
ENSG00000066322,ELOVL1,206,4.09532,20,-0.7896,17,-1.0388,9,-3.0544
ENSG00000159479,MED8,15,-0.6626,13,-0.8575,18,-0.3844,27,0.78334
ENSG00000178922,HYI,38,1.80939,23,0.89196,15,0.14381,8,-1.6713
ENSG00000142949,PTPRF,65,-0.8615,75,-0.6541,48,-1.3211,138,1.13357
ENSG00000066135,KDM4A,15,-0.0597,8,-0.9359,17,0.08844,17,0.32181
ENSG00000126091,ST3GAL3,8,-2.6836,35,-0.5640,35,-0.5957,63,1.25270
ENSG00000117408,IPO13,132,1.53517,45,-0.3092,64,0.26039,42,-0.9295
ENSG00000117410,ATP6V0B,202,-1.3498,255,-0.9957,453,-0.0952,570,0.90721
ENSG00000117411,B4GALT2,53,-0.1531,70,0.28577,42,-0.5284,60,0.13392
ENSG00000159214,CCDC24,13,-0.7149,17,-0.3247,10,-1.0170,24,0.82861
ENSG00000178028,DMAP1,34,-0.7132,44,-0.3018,49,-0.1459,59,0.47610
ENSG00000117419,ERI3,101,-1.0125,144,-0.4678,280,0.62293,202,0.20419
ENSG00000187147,RNF220,132,0.07354,84,-0.6348,110,-0.2189,135,0.30770
ENSG00000126106,TMEM53,11,-0.4906,13,-0.3139,10,-0.7200,18,0.63467
ENSG00000142937,RPS8,2279,1.66867,1024,0.22886,850,-0.0739,643,-1.1056
ENSG00000070785,EIF2B3,16,-0.7574,13,-0.9749,22,-0.2507,30,0.79493
ENSG00000126107,HECTD3,9,-0.6420,15,0.10668,5,-1.4205,16,0.68360
ENSG00000126088,UROD,52,-0.7377,63,-0.4333,91,0.15157,90,0.38862
ENSG00000117450,PRDX1,396,0.42898,286,-0.1053,452,0.65220,269,-0.4888
ENSG00000117448,AKR1A1,58,0.04855,40,-0.5304,59,0.06984,58,0.15358
ENSG00000132780,NASP,77,1.73836,18,-0.7669,29,0.02479,23,-0.8589
ENSG00000159592,GPBP1L1,42,0.61776,19,-0.6663,23,-0.3874,30,0.07966
ENSG00000159596,TMEM69,3,-2.4802,11,-0.6178,29,0.96034,17,0.27173
ENSG00000086015,MAST2,23,-0.3937,26,-0.2311,22,-0.4824,33,0.46995
