Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000196581,AJAP1,60,0.32206,56,0.21885,74,0.80367,19,-1.4893,25,-1.0313,45,-0.1893
ENSG00000069424,KCNAB2,218,-0.6171,562,0.94414,414,0.48639,172,-0.9787,217,-0.6209,299,-0.1536
ENSG00000116254,CHD5,74,-2.1591,432,0.58682,518,1.09831,285,-0.1014,148,-1.1239,252,-0.3872
ENSG00000116251,RPL22,403,0.01812,302,-0.4456,361,-0.1817,572,0.60007,534,0.48334,352,-0.2616
ENSG00000097021,ACOT7,74,-1.1315,280,1.01883,220,0.70442,102,-0.6478,58,-1.5094,143,-0.1522
ENSG00000171680,PLEKHG5,1,-5.4501,135,1.58546,70,0.46711,50,-0.1526,49,-0.1674,39,-0.6630
ENSG00000162408,NOL9,1,-5.6634,23,-1.5789,92,0.72406,69,0.13642,98,0.71637,66,0.07870
ENSG00000007923,DNAJC11,1,-5.5803,109,1.01135,63,0.08644,76,0.37690,34,-0.9065,65,0.17752
ENSG00000171735,CAMTA1,222,-0.1755,238,-0.0620,281,0.23874,163,-0.6598,196,-0.3713,282,0.29284
ENSG00000049245,VAMP3,36,-0.4524,0,-7.4268,25,-1.0946,68,0.58112,154,2.15096,40,-0.3407
ENSG00000116288,PARK7,151,-0.4496,133,-0.6457,166,-0.3327,171,-0.2560,180,-0.1697,278,0.78313
ENSG00000142599,RERE,42,-1.8031,110,-0.3305,199,0.76050,75,-0.9292,120,-0.1934,158,0.34682
ENSG00000074800,ENO1,240,-1.7068,709,-0.0337,556,-0.4714,486,-0.6308,733,0.02130,1078,0.97786
ENSG00000171603,CLSTN1,243,-1.2962,1126,1.20490,728,0.51139,320,-0.8775,240,-1.3163,548,-0.0414
ENSG00000162441,LZIC,4,-3.8647,5,-3.4423,49,-0.1471,48,-0.1810,68,0.39102,86,1.20170
ENSG00000130939,UBE4B,70,0.62918,92,1.09382,65,0.57913,50,0.06634,31,-0.7064,20,-1.6029
ENSG00000054523,KIF1B,357,-0.3292,405,-0.1282,501,0.25447,394,-0.1703,454,0.05748,444,0.02764
ENSG00000142657,PGD,1,-5.2147,58,0.35674,77,1.02641,43,-0.1206,47,0.01048,38,-0.3925
ENSG00000160049,DFFA,1,-4.9478,2,-3.9200,44,0.21930,58,0.63618,50,0.38790,52,0.62238
ENSG00000120948,TARDBP,101,0.52779,79,0.11860,43,-0.9279,84,0.22917,139,1.09016,57,-0.5145
ENSG00000116649,SRM,86,-0.5350,200,0.84334,153,0.44857,97,-0.3549,119,-0.0249,94,-0.5209
ENSG00000116661,FBXO2,22,-3.6805,261,-0.0022,243,-0.1369,253,-0.0569,245,-0.1037,363,0.77832
ENSG00000132879,FBXO44,4,-5.5635,378,1.29506,307,1.11351,113,-0.7229,66,-1.5484,144,-0.4407
ENSG00000011021,CLCN6,23,-2.0234,155,0.97169,75,-0.2874,42,-1.1517,95,0.13565,108,0.47245
ENSG00000116685,KIAA2013,152,1.82124,96,0.95153,30,-1.0077,46,-0.2737,29,-0.9715,36,-0.8185
ENSG00000116688,MFN2,86,-0.4661,225,1.13652,113,-0.0392,97,-0.2789,82,-0.5437,108,-0.1441
ENSG00000048707,VPS13D,290,2.00807,90,-0.1104,93,-0.0574,62,-0.6868,42,-1.2968,65,-0.7780
ENSG00000162496,DHRS3,328,2.23143,33,-1.6933,15,-2.9677,46,-1.1636,80,-0.3247,122,0.49918
ENSG00000116731,PRDM2,81,0.09757,108,0.57776,122,0.94908,58,-0.4390,50,-0.6462,48,-0.9035
ENSG00000142634,EFHD2,84,0.62151,19,-1.7306,89,0.86941,90,0.72890,77,0.47647,24,-1.6227
ENSG00000116786,PLEKHM2,15,-2.7076,86,-0.0609,103,0.26185,86,-0.0548,102,0.21938,103,0.32186
ENSG00000065526,SPEN,287,2.01812,44,-1.1821,85,-0.1802,55,-0.8399,100,0.09672,64,-0.7669
ENSG00000055070,SZRD1,1,-4.9557,12,-1.7638,8,-2.4458,64,0.83429,101,1.68184,52,0.66470
ENSG00000159363,ATP13A2,79,-0.8334,161,0.30883,150,0.21937,93,-0.5661,102,-0.4344,156,0.34401
ENSG00000117118,SDHB,1,-5.6363,60,-0.0765,83,0.55742,59,-0.0918,58,-0.1116,73,0.33543
ENSG00000117115,PADI2,48,-0.4888,57,-0.2163,36,-0.9987,101,0.73409,82,0.38297,75,0.31624
ENSG00000117154,IGSF21,30,-1.3589,144,1.16185,135,1.28157,56,-0.4193,22,-1.8341,45,-0.9487
ENSG00000159423,ALDH4A1,1,-5.1960,1,-5.1019,5,-3.2875,40,-0.2337,28,-0.7742,111,3.00315
ENSG00000053372,MRTO4,16,-1.6834,83,0.89260,66,0.61054,28,-0.8789,39,-0.3658,46,-0.0982
ENSG00000053371,AKR7A2,1,-5.2155,36,-0.4179,41,-0.2332,30,-0.6942,77,0.83556,65,0.77712
ENSG00000077549,CAPZB,220,-0.1900,334,0.49847,222,-0.1947,127,-1.0409,323,0.44060,259,0.10109
ENSG00000173436,MICOS10,67,-1.5718,278,0.66255,184,-0.0269,232,0.35730,207,0.17226,176,-0.1276
ENSG00000158747,NBL1,636,1.47814,204,-0.4674,246,-0.1932,231,-0.2660,257,-0.1016,213,-0.5062
ENSG00000162545,CAMK2N1,433,-1.1585,943,0.06003,1138,0.43344,754,-0.2986,816,-0.1735,984,0.17770
ENSG00000158828,PINK1,238,-0.6609,502,0.54365,401,0.19774,319,-0.2004,330,-0.1458,354,-0.0467
ENSG00000127483,HP1BP3,125,-0.7507,262,0.43298,174,-0.2633,140,-0.5814,250,0.35683,229,0.28829
ENSG00000075151,EIF4G3,38,-1.5258,82,-0.3381,171,1.05817,67,-0.6493,58,-0.8781,109,0.15678
ENSG00000076864,RAP1GAP,42,-1.9964,377,1.57194,240,0.88589,106,-0.5939,74,-1.1536,103,-0.7970
ENSG00000090686,USP48,165,1.95495,71,0.38417,35,-0.7924,42,-0.4653,54,-0.0645,34,-0.9826
ENSG00000070831,CDC42,237,0.13671,309,0.58141,250,0.25796,154,-0.5483,195,-0.1732,188,-0.3028
ENSG00000169641,LUZP1,242,1.86992,110,0.41886,81,-0.0920,39,-1.1944,24,-1.9034,63,-0.6027
ENSG00000125944,HNRNPR,60,-0.7522,112,0.23210,106,0.15429,88,-0.1642,170,0.94661,78,-0.4559
ENSG00000142676,RPL11,940,0.97434,271,-1.0523,357,-0.6946,681,0.41619,862,0.82092,432,-0.4195
ENSG00000057757,PITHD1,1,-6.5952,110,-0.1585,226,1.28841,64,-0.9959,49,-1.3977,140,0.31019
ENSG00000011009,LYPLA2,2,-4.8933,111,1.17303,80,0.69943,24,-1.2719,49,-0.2225,52,-0.1339
ENSG00000189266,PNRC2,39,-0.7243,73,0.28244,49,-0.3989,60,-0.0568,97,0.75895,62,0.02838
ENSG00000188529,SRSF10,12,-1.9191,16,-1.5948,61,0.61336,42,-0.1097,39,-0.2046,57,0.54882
ENSG00000001461,NIPAL3,70,0.21553,117,1.08698,53,-0.2625,86,0.55045,33,-0.9722,47,-0.5358
ENSG00000133226,SRRM1,230,2.02652,13,-2.6361,56,-0.5279,65,-0.2323,61,-0.3360,66,-0.2833
ENSG00000169504,CLIC4,389,3.28050,0,-8.1418,7,-3.6982,77,-0.0357,178,1.43143,16,-2.7599
ENSG00000117614,SYF2,58,-0.2633,79,0.24031,43,-0.8086,47,-0.5817,115,0.87957,76,0.24899
ENSG00000117616,RSRP1,154,1.42677,111,0.82725,25,-1.6781,36,-1.0046,54,-0.3713,69,0.03163
ENSG00000183726,TMEM50A,177,0.75954,237,1.28131,82,-0.5538,68,-0.7949,195,0.92797,57,-1.2869
ENSG00000162430,SELENON,175,1.21040,94,0.13603,88,0.03491,54,-0.7336,101,0.26117,59,-0.7576
ENSG00000117640,MTFR1L,49,-0.9536,175,1.12039,83,-0.1603,56,-0.7692,58,-0.7041,104,0.30894
ENSG00000117632,STMN1,270,-1.0335,1000,1.10926,756,0.72923,378,-0.5173,286,-0.9475,419,-0.4535
ENSG00000158008,EXTL1,9,-3.2042,111,0.60530,115,0.79061,57,-0.4727,70,-0.1628,72,-0.1340
ENSG00000142669,SH3BGRL3,125,-0.7571,280,0.53647,192,-0.1027,148,-0.4952,275,0.50307,204,0.01439
ENSG00000198830,HMGN2,205,0.41547,50,-1.7841,155,-0.0460,126,-0.3748,342,1.32195,133,-0.3675
ENSG00000117713,ARID1A,1,-5.8278,56,-0.3962,125,1.15518,46,-0.6949,79,0.16658,70,-0.0382
ENSG00000090273,NUDC,115,-0.3030,209,0.67653,159,0.24901,131,-0.0936,148,0.09725,111,-0.4702
ENSG00000253368,TRNP1,1,-5.0103,57,0.57170,39,-0.0468,41,0.04216,41,0.03897,48,0.38470
ENSG00000142784,WDTC1,196,1.53695,52,-0.7176,88,0.13907,74,-0.1638,24,-1.8826,71,-0.2869
ENSG00000186501,TMEM222,36,-1.5313,113,0.23240,160,0.98030,86,-0.2109,48,-1.1261,94,-0.0981
ENSG00000158195,WASF2,69,0.52809,24,-1.1512,28,-0.9562,44,-0.1805,100,1.18802,51,0.07276
ENSG00000126705,AHDC1,188,1.40634,87,0.06991,105,0.44001,46,-0.9401,35,-1.3327,62,-0.6053
ENSG00000126709,IFI6,443,1.18287,171,-0.4231,149,-0.7069,202,-0.1547,515,1.46943,124,-1.1237
ENSG00000117758,STX12,56,-0.8017,100,0.10899,87,-0.1412,93,-0.0066,64,-0.6075,119,0.54653
ENSG00000126698,DNAJC8,56,-1.1037,75,-0.6544,124,0.16678,88,-0.3956,99,-0.2136,151,0.67861
ENSG00000130770,ATP5IF1,272,0.41159,500,1.50272,153,-0.5775,140,-0.6528,150,-0.5519,180,-0.3414
ENSG00000198492,YTHDF2,17,-2.0721,59,-0.1441,87,0.57503,57,-0.2116,54,-0.3086,75,0.30505
ENSG00000116350,SRSF4,123,1.11203,21,-1.7391,99,0.85077,45,-0.5536,60,-0.1087,44,-0.7531
ENSG00000162512,SDC3,118,-1.1453,353,0.60508,188,-0.4755,199,-0.3369,226,-0.1296,312,0.55624
ENSG00000134644,PUM1,77,-1.2207,264,0.73735,256,0.82043,128,-0.4472,143,-0.2708,134,-0.4833
ENSG00000121766,ZCCHC17,2,-5.8127,117,0.19287,181,1.13535,91,-0.2109,44,-1.3288,107,0.05768
ENSG00000121769,FABP3,31,-1.2648,176,1.60140,100,0.67203,54,-0.4253,23,-1.7296,51,-0.6530
ENSG00000162517,PEF1,3,-4.5963,125,0.72545,97,0.33603,56,-0.5901,98,0.30886,85,0.09277
ENSG00000121753,ADGRB2,93,-1.8364,417,0.51608,415,0.59819,238,-0.4014,180,-0.8352,331,0.17413
ENSG00000184007,PTP4A2,203,0.06694,211,0.12671,139,-0.6046,418,1.31838,217,0.17182,143,-0.6246
ENSG00000121774,KHDRBS1,186,0.37940,192,0.43896,176,0.33281,79,-0.9725,167,0.20663,117,-0.4742
ENSG00000025800,KPNA6,25,-0.9256,71,0.73029,23,-1.1740,33,-0.4948,16,-1.5749,73,1.18703
ENSG00000084623,EIF3I,151,0.33522,107,-0.2271,154,0.42741,70,-0.8866,168,0.51382,101,-0.3989
ENSG00000175130,MARCKSL1,11,-4.3279,30,-2.8561,142,-0.6031,227,0.20892,244,0.33459,333,1.32525
ENSG00000160058,BSDC1,98,0.25412,76,-0.1703,97,0.27069,84,-0.0010,98,0.25201,69,-0.4104
ENSG00000162521,RBBP4,87,-0.0385,47,-1.0063,88,-0.0308,57,-0.7016,145,0.81837,97,0.18479
ENSG00000134684,YARS,139,0.79758,68,-0.3754,114,0.53468,39,-1.2314,57,-0.6583,82,-0.1077
ENSG00000121905,HPCA,10,-4.2934,373,1.20563,281,0.83301,114,-0.7679,51,-1.9646,185,-0.0010
ENSG00000121900,TMEM54,13,-1.6330,4,-3.3661,43,0.20546,52,0.48872,65,0.86447,42,0.21269
ENSG00000134686,PHC2,244,1.60762,82,-0.2765,99,0.01656,62,-0.7182,131,0.48450,55,-1.1209
ENSG00000116544,DLGAP3,53,-1.4950,130,-0.0959,197,0.69464,104,-0.4495,80,-0.8585,161,0.34419
ENSG00000116560,SFPQ,272,0.89484,141,-0.2052,138,-0.2674,100,-0.7443,222,0.54221,143,-0.2339
ENSG00000146463,ZMYM4,79,0.68643,12,-2.2474,77,0.76764,43,-0.2943,21,-1.3977,54,0.05490
ENSG00000142687,KIAA0319L,160,1.14506,137,0.85991,80,-0.0489,47,-0.8625,55,-0.6223,59,-0.6418
ENSG00000020129,NCDN,187,-1.6693,1335,1.56149,793,0.72122,246,-1.2561,326,-0.8260,424,-0.5325
ENSG00000126067,PSMB2,77,-0.7492,214,0.93372,125,0.02987,88,-0.5400,129,0.07584,117,-0.1098
ENSG00000142686,C1orf216,52,-0.8157,253,1.92730,93,0.12121,41,-1.1777,19,-2.2965,78,-0.2416
ENSG00000092847,AGO1,71,0.47864,9,-2.6754,90,1.08094,61,0.21831,37,-0.5467,40,-0.5852
ENSG00000054116,TRAPPC3,150,1.21248,87,0.26696,92,0.42774,28,-1.4886,19,-2.0610,65,-0.2548
ENSG00000116871,MAP7D1,276,0.32563,247,0.14184,286,0.45141,128,-0.8912,214,-0.0867,200,-0.2638
ENSG00000054118,THRAP3,1,-5.8998,104,0.53450,118,0.90237,64,-0.2518,120,0.78328,51,-0.7889
ENSG00000116898,MRPS15,1,-4.9782,51,0.39964,37,-0.1378,38,-0.0689,54,0.50536,47,0.36178
ENSG00000163875,MEAF6,1,-5.8084,241,1.66993,117,0.43269,55,-0.8307,55,-0.8303,85,-0.1980
ENSG00000197982,C1orf122,155,-0.7518,111,-1.2602,255,0.04478,257,0.04900,272,0.14020,313,0.52297
ENSG00000116954,RRAGC,86,0.58429,104,0.91894,41,-0.6725,33,-0.9288,16,-2.0354,74,0.46177
ENSG00000174574,AKIRIN1,26,-2.0011,126,0.43072,152,0.89537,51,-0.9950,156,0.78853,70,-0.6478
ENSG00000168653,NDUFS5,213,-1.0218,525,0.41444,428,0.08600,395,-0.0533,457,0.18472,410,0.00818
ENSG00000127603,MACF1,802,1.71405,114,-1.5290,199,-0.7570,266,-0.2246,270,-0.2026,301,-0.0319
ENSG00000090621,PABPC4,200,1.12158,153,0.65302,79,-0.4907,78,-0.4511,146,0.56590,66,-0.8853
ENSG00000116983,HPCAL4,68,-2.8813,516,0.21287,699,0.86934,358,-0.3746,200,-1.2748,512,0.27392
ENSG00000168389,MFSD2A,64,0.08096,23,-1.4945,47,-0.4456,41,-0.6063,231,2.53398,31,-1.2720
ENSG00000131236,CAP1,292,1.03081,263,0.83969,126,-0.4253,110,-0.5811,103,-0.6863,138,-0.2979
ENSG00000131238,PPT1,157,0.09689,185,0.36853,130,-0.2423,76,-1.0346,172,0.24873,161,0.18092
ENSG00000084073,ZMPSTE24,73,0.36850,30,-1.0220,70,0.33644,37,-0.7187,81,0.54322,55,-0.1323
ENSG00000084070,SMAP2,200,0.78053,236,1.06861,132,0.08461,70,-0.9085,41,-1.7057,107,-0.3365
ENSG00000117016,RIMS3,14,-2.8009,105,0.20765,126,0.60016,101,0.14986,64,-0.5870,98,0.14108
ENSG00000066136,NFYC,1,-5.1550,63,0.57023,74,1.02432,32,-0.5160,46,0.03734,37,-0.3745
ENSG00000198815,FOXJ3,152,0.96443,175,1.21511,94,0.16799,42,-1.1080,60,-0.5671,52,-0.9697
ENSG00000065978,YBX1,400,2.41769,40,-1.5686,69,-0.8339,116,0.07316,124,0.19037,60,-1.1883
ENSG00000117394,SLC2A1,690,1.77601,7,-5.2122,45,-2.7880,132,-1.0365,1266,3.29026,38,-3.2606
ENSG00000142949,PTPRF,59,-1.7181,252,0.56304,239,0.55519,131,-0.5009,97,-0.9714,200,0.23672
ENSG00000126091,ST3GAL3,3,-4.1967,42,-0.5103,119,1.53684,56,-0.0685,71,0.32757,38,-0.8497
ENSG00000117408,IPO13,136,0.59380,131,0.52648,63,-0.7233,90,-0.0922,99,0.06770,92,-0.0848
ENSG00000117410,ATP6V0B,104,-1.7218,567,0.98738,395,0.42283,238,-0.4598,168,-0.9940,329,0.07877
ENSG00000117411,B4GALT2,39,-1.5644,87,-0.3288,96,-0.1910,146,0.51817,126,0.26868,124,0.33062
ENSG00000117419,ERI3,89,-1.0409,273,0.76345,178,0.05473,106,-0.7727,147,-0.2583,195,0.26941
ENSG00000187147,RNF220,158,0.67976,67,-0.7024,155,0.77719,74,-0.5608,69,-0.6529,88,-0.3527
ENSG00000142937,RPS8,851,0.60513,369,-0.7470,375,-0.8027,730,0.34479,1085,1.03248,514,-0.2948
ENSG00000126088,UROD,15,-2.2619,78,0.27159,31,-1.2776,48,-0.5052,97,0.61891,99,0.97737
ENSG00000117450,PRDX1,346,-0.2344,346,-0.2375,265,-0.7292,272,-0.6165,510,0.39838,534,0.67695
ENSG00000085998,POMGNT1,19,-2.0145,53,-0.5242,121,1.01362,77,0.08956,105,0.60182,54,-0.6053
ENSG00000132128,LRRC41,32,-1.2004,88,0.38714,94,0.58612,43,-0.7408,12,-2.6493,88,0.52612
ENSG00000173660,UQCRH,144,-1.1098,480,0.82889,315,0.13119,250,-0.2562,271,-0.1281,289,-0.0357
ENSG00000123472,ATPAF1,7,-4.2902,91,-0.5241,116,-0.1658,139,0.14751,126,-0.0121,182,0.87754
ENSG00000159658,EFCAB14,62,-0.8116,55,-1.0008,97,-0.1108,130,0.37951,189,1.02302,100,-0.0672
ENSG00000162368,CMPK1,106,-0.0990,138,0.32248,74,-0.7494,140,0.35348,110,-0.0362,125,0.22397
ENSG00000162374,ELAVL4,26,-2.8935,172,-0.0470,382,1.69155,122,-0.5905,89,-1.0755,139,-0.4870
ENSG00000123091,RNF11,174,-1.4381,658,0.67246,594,0.58459,371,-0.2722,403,-0.1417,388,-0.2620
ENSG00000085832,EPS15,29,-2.5042,117,-0.4032,210,0.65564,107,-0.5444,111,-0.4858,190,0.53914
ENSG00000078618,NRDC,83,0.03548,142,0.94115,105,0.49063,59,-0.5107,58,-0.5386,60,-0.6116
ENSG00000169213,RAB3B,26,-2.6634,136,-0.1954,320,1.59127,138,-0.1722,35,-2.2516,135,-0.2626
ENSG00000134717,BTF3L4,1,-5.6729,94,0.55973,83,0.41697,47,-0.5450,86,0.40766,69,0.07317
ENSG00000162378,ZYG11B,77,-1.2934,300,0.90199,275,0.89451,107,-0.7810,100,-0.8939,150,-0.3312
ENSG00000116171,SCP2,104,-0.3485,149,0.22681,100,-0.4563,89,-0.5856,118,-0.1432,168,0.60560
ENSG00000157193,LRP8,46,-0.2776,26,-1.1294,53,-0.0455,56,0.03482,80,0.61659,59,0.17809
ENSG00000116209,TMEM59,4,-5.2696,208,0.50681,106,-0.6411,105,-0.5909,287,1.07458,186,0.45147
ENSG00000116221,MRPL37,56,0.04417,97,0.96584,31,-0.9961,51,-0.1014,76,0.54489,50,-0.1834
ENSG00000157216,SSBP3,134,-0.6216,274,0.53724,264,0.55736,201,0.02455,55,-1.9697,197,-0.0113
ENSG00000116133,DHCR24,133,-0.4407,461,1.72562,236,0.58369,81,-1.1909,54,-1.8018,124,-0.6880
ENSG00000162407,PLPP3,32,-3.4115,4,-6.3572,75,-2.3097,112,-1.5559,473,0.72544,663,2.36486
ENSG00000162409,PRKAA2,119,0.97407,98,0.62494,96,0.69660,22,-1.7034,37,-0.9239,45,-0.7762
ENSG00000177606,JUN,117,-1.1079,202,-0.2652,154,-0.7627,119,-1.0816,217,-0.1473,393,1.28761
ENSG00000162599,NFIA,598,1.59998,41,-2.6848,87,-1.7079,252,0.06726,238,-0.0205,290,0.41622
ENSG00000162604,TM2D1,6,-3.5311,52,-0.2937,36,-0.9280,26,-1.3346,90,0.60320,105,1.34445
ENSG00000116641,DOCK7,87,0.71605,2,-4.9812,48,-0.2896,42,-0.4708,115,1.22777,55,-0.0409
ENSG00000079739,PGM1,1,-5.2791,24,-1.1112,22,-1.3386,31,-0.7011,79,0.81061,87,1.52138
ENSG00000158966,CACHD1,17,-1.5398,54,0.25266,25,-1.0926,29,-0.7544,42,-0.1595,76,1.23936
ENSG00000162434,JAK1,182,1.22468,105,0.27640,73,-0.3458,25,-1.9134,130,0.62549,71,-0.4710
ENSG00000162433,AK4,34,-1.8537,112,-0.0291,117,0.05293,71,-0.7441,111,-0.0390,154,0.71574
ENSG00000116675,DNAJC6,272,-0.5128,698,1.05431,487,0.50047,213,-0.8975,103,-1.9821,375,-0.0089
ENSG00000213625,LEPROT,228,1.78255,20,-2.1960,40,-1.2544,31,-1.5220,211,1.62748,62,-0.6201
ENSG00000184588,PDE4B,134,0.51014,54,-0.9444,110,0.19877,91,-0.1230,124,0.38036,88,-0.2358
ENSG00000118473,SGIP1,166,0.48632,192,0.72892,125,0.01672,57,-1.1951,78,-0.7188,124,-0.0035
ENSG00000142864,SERBP1,418,1.62625,120,-0.5166,105,-0.8072,111,-0.6409,105,-0.7322,178,0.14892
ENSG00000116729,WLS,114,-0.2674,40,-1.8442,77,-0.9602,55,-1.3837,138,0.03243,237,1.49636
ENSG00000033122,LRRC7,115,0.22127,174,0.92862,151,0.80596,36,-1.5944,65,-0.6965,71,-0.6936
ENSG00000116754,SRSF11,368,1.33514,162,-0.0781,162,-0.0867,133,-0.3933,123,-0.5116,140,-0.3995
ENSG00000132485,ZRANB2,120,0.15202,159,0.62830,140,0.47654,64,-0.8463,89,-0.3285,90,-0.3904
ENSG00000172260,NEGR1,134,-0.0578,156,0.19352,224,0.96247,124,-0.1747,50,-1.5854,112,-0.4320
ENSG00000178965,ERICH3,47,-0.2104,51,-0.0953,114,1.61547,25,-1.1890,16,-1.8785,40,-0.6151
ENSG00000117069,ST6GALNAC5,44,-0.4275,113,1.13597,86,0.76359,5,-3.6137,4,-3.8798,62,0.13409
ENSG00000154027,AK5,214,-0.0081,488,1.42882,319,0.78259,126,-0.8403,60,-1.9525,136,-0.8978
ENSG00000077254,USP33,104,0.06210,142,0.58041,63,-0.8171,72,-0.5189,108,0.12219,117,0.33986
ENSG00000180488,MIGA1,83,0.12304,142,1.04923,80,0.08141,68,-0.1973,33,-1.2942,68,-0.2517
ENSG00000162613,FUBP1,68,0.07927,90,0.55024,76,0.31685,41,-0.7223,67,0.05698,54,-0.3579
ENSG00000162616,DNAJB4,149,1.22907,95,0.44402,44,-0.8528,43,-0.8196,77,0.09820,67,-0.1725
ENSG00000137941,TTLL7,278,1.13690,191,0.47231,146,0.03405,143,-0.0025,128,-0.1835,86,-0.9984
ENSG00000142875,PRKACB,245,-0.4436,619,1.11108,369,0.24773,266,-0.3139,247,-0.4281,265,-0.4091
ENSG00000174021,GNG5,1,-5.8260,28,-1.4450,17,-2.3029,17,-2.1936,273,2.55161,96,0.70848
ENSG00000117155,SSX2IP,249,1.20528,222,0.99985,137,0.19960,50,-1.3943,32,-2.0699,94,-0.5473
ENSG00000162642,C1orf52,53,-0.7730,166,1.11776,104,0.34985,58,-0.6176,27,-1.7642,88,0.04760
ENSG00000153904,DDAH1,212,-1.0074,175,-1.2968,294,-0.5622,322,-0.3565,273,-0.6190,685,1.38728
ENSG00000097033,SH3GLB1,99,0.75805,33,-1.0050,34,-1.0400,33,-1.0040,86,0.51474,82,0.62081
ENSG00000183291,SELENOF,100,-0.0695,108,0.04900,80,-0.4781,66,-0.7175,147,0.56090,120,0.30910
ENSG00000153936,HS2ST1,98,0.50936,92,0.39690,75,0.08142,40,-0.9008,22,-1.8234,82,0.28537
ENSG00000143013,LMO4,70,-3.3487,1435,1.39381,803,0.42130,503,-0.3963,331,-1.0441,619,-0.0874
ENSG00000197147,LRRC8B,3,-5.1019,218,1.10256,172,0.81808,44,-1.4806,64,-0.8941,118,0.06794
ENSG00000162664,ZNF326,72,0.27296,45,-0.4747,89,0.74173,48,-0.3682,37,-0.7691,56,-0.1791
ENSG00000122482,ZNF644,271,2.57843,14,-2.4625,59,-0.3124,30,-1.2961,68,-0.0414,43,-0.9414
ENSG00000189195,BTBD8,67,-1.0477,110,-0.2761,248,1.35333,56,-1.3207,157,0.30433,96,-0.6152
