Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000242485,MRPL20,199,0.12659,182,-0.0188,122,-0.6351,197,0.19101,196,0.09637,169,-0.1470
ENSG00000235098,ANKRD65,26,0.10703,15,-0.7158,27,0.13869,23,-0.1564,31,0.37816,28,0.20013
ENSG00000179403,VWA1,35,-0.1761,9,-2.2582,65,0.79658,19,-1.5224,42,0.07303,95,1.76439
ENSG00000197785,ATAD3A,8,-1.0086,33,1.19552,20,0.37312,14,-0.3433,13,-0.2526,15,-0.0396
ENSG00000205090,TMEM240,31,-0.6496,52,0.15778,73,0.72277,48,0.07248,48,0.05682,35,-0.4875
ENSG00000160075,SSU72,175,-0.2106,188,-0.0983,249,0.34472,230,0.38370,149,-0.4666,148,-0.5226
ENSG00000228594,FNDC10,31,-0.3509,47,0.33022,39,0.03779,33,-0.3723,63,0.79018,39,0.01572
ENSG00000272106,AL691432.2,15,-0.9757,34,0.28277,18,-0.6606,33,0.43625,12,-1.2643,33,0.29056
ENSG00000197530,MIB2,29,-0.6691,45,0.00857,50,0.15563,48,0.15334,67,0.64377,33,-0.5337
ENSG00000189339,SLC35E2B,21,-0.6207,35,0.14035,37,0.24735,34,0.23989,26,-0.3005,28,-0.1960
ENSG00000215790,SLC35E2A,2,-3.3299,27,0.12331,15,-0.8092,33,0.82281,16,-0.7303,26,0.03342
ENSG00000008130,NADK,48,0.62625,40,0.32199,30,-0.1235,31,-0.1337,29,-0.2083,29,-0.2248
ENSG00000078369,GNB1,291,-0.6774,472,0.07950,577,0.40073,497,0.27871,427,-0.0808,346,-0.4506
ENSG00000187730,GABRD,56,-1.2746,237,1.01593,62,-1.1004,161,0.68634,108,-0.2677,69,-1.0320
ENSG00000067606,PRKCZ,78,-1.4220,236,0.27557,223,0.18848,220,0.29323,218,0.15442,162,-0.3511
ENSG00000162585,FAAP20,46,0.05376,29,-0.6972,45,-0.0062,37,-0.4758,60,0.45898,65,0.67427
ENSG00000157933,SKI,36,-0.3333,40,-0.1713,22,-1.0880,36,-0.5299,128,1.80065,43,-0.0604
ENSG00000157916,RER1,83,0.14222,83,0.14160,75,-0.0314,80,0.12011,51,-0.6200,74,-0.0592
ENSG00000157911,PEX10,16,-0.9689,30,0.02016,26,-0.2134,35,0.46211,18,-0.7589,31,0.07503
ENSG00000149527,PLCH2,5,-2.6413,41,0.51665,27,-0.1173,42,1.11743,5,-2.4395,18,-0.8072
ENSG00000157881,PANK4,18,-0.1130,18,-0.1352,24,0.33245,18,-0.2451,37,1.06073,14,-0.5142
ENSG00000197921,HES5,8,-1.7821,18,-0.5733,23,-0.1961,24,-0.1611,22,-0.2255,46,1.10018
ENSG00000157870,PRXL2B,49,-0.6039,87,0.28054,111,0.68581,76,0.12868,35,-1.1078,68,-0.1144
ENSG00000177133,PRDM16-DT,25,-0.0016,10,-1.4154,13,-1.0137,22,-0.3901,28,0.15527,47,1.19339
ENSG00000158109,TPRG1L,154,-0.4016,266,0.46911,241,0.30401,213,0.18544,157,-0.3681,153,-0.4528
ENSG00000116213,WRAP73,13,-0.2205,21,0.55426,11,-0.3897,15,0.00405,16,0.15532,13,-0.1531
ENSG00000130764,LRRC47,36,-0.9142,106,0.79038,92,0.56453,58,-0.2823,58,-0.1665,66,0.02981
ENSG00000116198,CEP104,24,0.24932,14,-0.5427,23,0.14758,13,-0.9673,58,1.74297,20,-0.0158
ENSG00000196581,AJAP1,10,-2.1240,63,0.69994,25,-0.7316,50,0.58244,41,0.00503,30,-0.5134
ENSG00000069424,KCNAB2,161,-0.8291,275,-0.0036,248,-0.1661,339,0.61074,253,-0.1323,198,-0.5647
ENSG00000116254,CHD5,78,-1.1895,175,0.04921,206,0.31474,182,0.19217,221,0.43062,137,-0.3654
ENSG00000116251,RPL22,1237,0.92494,416,-0.8189,381,-0.9499,611,-0.3585,809,0.21986,928,0.50166
ENSG00000116237,ICMT,26,-0.5689,50,0.44122,41,0.12304,46,0.52822,27,-0.5153,22,-0.8778
ENSG00000158292,GPR153,2,-3.3430,29,0.41466,13,-0.7885,21,-0.2212,61,1.69719,19,-0.2639
ENSG00000097021,ACOT7,133,-0.7973,394,0.94021,190,-0.2448,257,0.40427,161,-0.5026,142,-0.7545
ENSG00000215788,TNFRSF25,16,-0.5509,37,0.80418,9,-1.3426,30,0.85418,6,-1.9633,15,-0.6575
ENSG00000171680,PLEKHG5,25,-0.5493,70,1.09782,19,-0.9237,43,0.52912,26,-0.4667,19,-1.0618
ENSG00000162408,NOL9,22,-1.0185,49,0.19568,56,0.43045,34,-0.5726,91,1.23508,43,-0.0002
ENSG00000162413,KLHL21,18,-1.1535,33,-0.2339,40,0.07509,36,-0.1389,68,0.94126,40,0.09142
ENSG00000116273,PHF13,15,-0.5447,34,0.77723,28,0.48265,20,-0.1276,19,-0.1757,17,-0.3001
ENSG00000041988,THAP3,9,-1.1997,19,-0.0453,24,0.29021,23,0.45396,23,0.24658,13,-0.6789
ENSG00000007923,DNAJC11,17,-1.1142,41,0.19878,58,0.75408,39,0.18007,28,-0.3945,30,-0.3072
ENSG00000171735,CAMTA1,195,-0.1206,181,-0.2405,252,0.28383,207,-0.0430,247,0.25072,204,-0.0600
ENSG00000049245,VAMP3,79,1.33377,10,-1.9451,36,0.01382,17,-1.5953,46,0.41958,68,1.26113
ENSG00000049246,PER3,26,-0.5532,29,-0.3811,33,-0.1781,39,0.07439,24,-0.6928,53,0.64640
ENSG00000116288,PARK7,356,-0.0113,294,-0.3127,286,-0.3554,377,0.13853,353,-0.0243,384,0.12224
ENSG00000116285,ERRFI1,81,2.06980,25,0.04094,22,-0.1645,19,-0.6015,16,-0.6238,15,-0.7929
ENSG00000162426,SLC45A1,20,-0.4822,59,1.24705,39,0.53695,23,-0.4343,17,-0.7784,27,-0.0361
ENSG00000142599,RERE,66,-0.9680,129,0.05821,111,-0.1818,140,0.32111,154,0.34159,105,-0.2930
ENSG00000074800,ENO1,481,-0.4574,790,0.32713,474,-0.4804,684,0.16371,589,-0.1422,666,0.05814
ENSG00000171612,SLC25A33,16,-1.2582,23,-0.7079,42,0.20449,36,-0.1007,36,-0.0316,56,0.75293
ENSG00000188807,TMEM201,1,-3.6016,17,0.05698,28,0.89399,16,-0.0139,20,0.37309,15,-0.0763
ENSG00000171603,CLSTN1,406,-0.6835,1077,0.87850,844,0.47092,634,0.01680,534,-0.2602,450,-0.5742
ENSG00000178585,CTNNBIP1,32,-0.0876,22,-0.6819,68,1.11946,25,-0.7068,33,-0.0586,48,0.59446
ENSG00000162441,LZIC,46,0.42101,24,-0.5919,43,0.31993,32,-0.2156,28,-0.3736,43,0.33786
ENSG00000130939,UBE4B,23,-0.8824,61,0.64144,69,0.85172,39,-0.1405,40,-0.0603,32,-0.4168
ENSG00000054523,KIF1B,139,-1.1859,321,0.10867,425,0.56379,287,-0.1161,296,-0.0213,342,0.23600
ENSG00000142657,PGD,46,-0.1078,61,0.35198,75,0.68568,41,-0.4520,55,0.19274,49,0.00378
ENSG00000241563,CORT,25,-2.4395,25,-2.4359,51,-1.3936,46,-2.0478,989,4.59533,36,-2.0189
ENSG00000160049,DFFA,33,-0.0257,30,-0.1756,31,-0.1169,26,-0.5965,31,-0.0945,56,0.97386
ENSG00000142655,PEX14,16,-1.0060,43,0.48613,32,0.01603,34,0.18565,42,0.44329,23,-0.5524
ENSG00000120948,TARDBP,85,0.28436,96,0.46872,75,0.08496,66,-0.2051,55,-0.3990,72,0.02023
ENSG00000116649,SRM,69,-0.9385,148,0.23958,105,-0.2939,143,0.33442,127,-0.0058,116,-0.1541
ENSG00000171824,EXOSC10,30,0.30696,29,0.23834,31,0.35777,18,-0.8088,48,1.07322,24,-0.0710
ENSG00000198793,MTOR,38,-0.3179,46,-0.0113,55,0.27700,58,0.65232,26,-0.8928,28,-0.8575
ENSG00000116661,FBXO2,201,-0.3041,231,-0.0857,180,-0.4728,245,0.00941,238,-0.0405,305,0.40197
ENSG00000132879,FBXO44,98,-0.7326,253,0.76879,155,-0.0311,166,0.12597,153,-0.0514,125,-0.3987
ENSG00000116670,MAD2L2,15,-0.8461,37,0.56078,25,-0.0407,25,-0.0650,18,-0.5696,32,0.37435
ENSG00000177000,MTHFR,22,0.41398,14,-0.2374,16,-0.0767,17,-0.0009,21,0.31022,14,-0.2997
ENSG00000011021,CLCN6,32,-1.1919,90,0.42241,102,0.63296,61,-0.2917,90,0.43204,69,-0.0009
ENSG00000116685,KIAA2013,49,0.40012,54,0.56332,43,0.19241,26,-0.8335,66,0.89415,37,-0.0493
ENSG00000083444,PLOD1,34,0.59763,18,-0.4165,27,0.19915,19,-0.4961,21,-0.2071,32,0.54436
ENSG00000116688,MFN2,55,-0.8032,107,0.22111,125,0.47626,87,-0.1727,128,0.50893,87,-0.1212
ENSG00000116691,MIIP,30,1.08818,18,0.24738,24,0.69382,11,-0.8432,13,-0.2817,16,0.04159
ENSG00000048707,VPS13D,43,-0.1350,41,-0.2049,67,0.56061,48,0.03426,49,0.06252,40,-0.2969
ENSG00000162496,DHRS3,70,1.62335,17,-0.6868,11,-1.2666,14,-1.3586,10,-1.4255,57,1.49378
ENSG00000116731,PRDM2,48,-0.4648,97,0.66727,97,0.65536,58,-0.2827,54,-0.2847,63,-0.0478
ENSG00000189337,KAZN,32,-0.1176,40,0.22974,82,1.45417,24,-0.8284,47,0.49706,29,-0.3043
ENSG00000142634,EFHD2,36,-1.0214,50,-0.5471,291,2.57491,19,-2.5214,92,0.42624,105,0.73810
ENSG00000116138,DNAJC16,14,-0.9384,35,0.43782,36,0.52588,22,-0.3787,61,1.39652,15,-0.9023
ENSG00000197312,DDI2,13,-0.4870,29,0.81833,36,1.16063,14,-0.5906,15,-0.2298,16,-0.1592
ENSG00000116786,PLEKHM2,90,-0.0427,47,-1.0430,101,0.13500,101,0.24673,125,0.48327,75,-0.3730
ENSG00000065526,SPEN,47,0.23634,46,0.20920,49,0.28732,33,-0.4811,40,-0.0296,49,0.33693
ENSG00000116809,ZBTB17,19,0.01429,12,-0.6475,21,0.17461,16,-0.4072,36,1.06454,19,0.05893
ENSG00000037637,FBXO42,9,-1.0218,28,0.80473,20,0.29031,19,0.30692,8,-1.1879,13,-0.3813
ENSG00000055070,SZRD1,51,0.64999,23,-0.6104,38,0.17019,29,-0.4362,40,0.26111,40,0.28961
ENSG00000219481,NBPF1,16,-0.2963,15,-0.4767,22,0.16319,19,-0.1152,15,-0.4572,28,0.61744
ENSG00000058453,CROCC,16,-0.0626,25,0.64380,28,0.85246,15,-0.2490,14,-0.2066,12,-0.5394
ENSG00000159363,ATP13A2,106,-0.5449,154,0.03730,197,0.43569,150,-0.0036,232,0.70739,107,-0.5808
ENSG00000117118,SDHB,73,-0.4304,76,-0.3711,97,0.01026,110,0.38868,101,0.07934,79,-0.3287
ENSG00000117115,PADI2,51,0.66948,11,-1.6504,23,-0.5560,18,-1.3267,30,-0.1636,81,1.80372
ENSG00000179051,RCC2,12,-0.7598,28,0.59912,12,-0.7559,21,0.25750,26,0.46297,14,-0.4901
ENSG00000117154,IGSF21,11,-2.5799,84,0.40840,166,1.57719,47,-0.7509,73,0.17460,73,0.20533
ENSG00000159423,ALDH4A1,25,-0.6819,16,-1.3324,32,-0.2871,40,0.07223,24,-0.7435,65,0.97522
ENSG00000127463,EMC1,41,0.43095,46,0.61746,36,0.22712,28,-0.3032,32,0.03614,25,-0.3634
ENSG00000053372,MRTO4,22,-0.6478,36,0.08151,33,-0.0811,42,0.55105,26,-0.4092,26,-0.4709
ENSG00000053371,AKR7A2,85,0.88003,37,-0.4791,30,-0.7585,50,0.02304,24,-1.0790,60,0.32806
ENSG00000077549,CAPZB,311,0.59288,278,0.41085,193,-0.1763,198,-0.2118,180,-0.2848,208,-0.0571
ENSG00000173436,MICOS10,350,-0.2045,247,-0.7423,323,-0.3324,424,0.16555,484,0.31015,432,0.14042
ENSG00000158747,NBL1,580,1.62307,173,-0.4015,337,0.66630,132,-1.1793,236,0.08561,236,0.09897
ENSG00000169914,OTUD3,9,-1.1869,26,0.49211,27,0.52672,22,0.43340,16,-0.2994,11,-0.9361
ENSG00000162545,CAMK2N1,579,-1.3708,1407,-0.0079,798,-0.8867,2008,1.12552,965,-0.5964,885,-0.7910
ENSG00000090432,MUL1,19,-0.2967,31,0.46410,33,0.57380,20,-0.3657,24,0.03277,24,0.06288
ENSG00000158828,PINK1,229,-0.9733,425,-0.0177,495,0.22813,460,0.18913,531,0.34052,371,-0.2527
ENSG00000244038,DDOST,30,0.14305,35,0.35931,24,-0.2528,30,0.24948,27,-0.0238,19,-0.6743
ENSG00000117245,KIF17,8,-1.1389,25,0.61671,33,1.06579,17,-0.0775,11,-0.6498,14,-0.3400
ENSG00000189410,SH2D5,22,-0.2514,50,1.10556,17,-0.5718,26,0.10473,32,0.36402,13,-1.0690
ENSG00000127483,HP1BP3,177,0.01418,163,-0.1147,205,0.24703,152,-0.3587,279,0.75647,173,-0.0252
ENSG00000075151,EIF4G3,71,-0.9240,188,0.60669,197,0.67793,131,0.02684,124,-0.0691,95,-0.5262
ENSG00000117298,ECE1,51,1.77706,12,-0.6087,20,0.19967,12,-0.9307,16,-0.1283,19,0.09858
ENSG00000076864,RAP1GAP,95,-0.7342,287,1.02997,230,0.65992,141,-0.2078,139,-0.1596,115,-0.4975
ENSG00000090686,USP48,26,-0.7409,49,0.25283,37,-0.1978,47,0.30233,31,-0.4602,42,0.00476
ENSG00000070831,CDC42,274,0.20299,280,0.24174,277,0.21959,240,-0.0159,253,0.07770,185,-0.4552
ENSG00000173372,C1QA,144,2.68041,8,-2.1298,10,-1.8047,21,-1.0021,29,-0.2340,34,0.05006
ENSG00000159189,C1QC,112,2.60391,6,-2.0691,3,-3.1942,15,-1.2047,24,-0.1776,35,0.51537
ENSG00000173369,C1QB,216,2.88710,8,-2.5260,26,-0.8880,31,-0.8924,17,-1.4952,41,-0.1970
ENSG00000004487,KDM1A,35,-0.5923,74,0.57042,51,-0.0156,52,0.01325,62,0.28475,43,-0.2981
ENSG00000169641,LUZP1,22,-0.7860,48,0.44433,51,0.53697,31,-0.4098,71,1.10253,27,-0.4917
ENSG00000125944,HNRNPR,81,-0.3279,133,0.45403,101,0.00981,95,-0.1212,95,-0.0784,107,0.11468
ENSG00000125945,ZNF436,12,-0.9717,45,1.05818,24,0.04739,23,-0.0195,21,-0.1956,20,-0.2879
ENSG00000117318,ID3,317,3.88725,3,-3.7955,9,-2.4186,12,-2.6484,27,-0.8748,55,0.24742
ENSG00000142676,RPL11,1678,1.34028,314,-1.3444,430,-0.8705,664,-0.3232,589,-0.3889,986,0.48696
ENSG00000011007,ELOA,31,0.59604,18,-0.2726,44,1.20966,17,-0.5690,20,-0.1137,19,-0.2210
ENSG00000057757,PITHD1,105,-0.9453,249,0.40735,244,0.37223,196,0.04441,268,0.52725,139,-0.5625
ENSG00000011009,LYPLA2,38,-0.6889,73,0.33459,43,-0.4889,77,0.79458,36,-0.7526,38,-0.7601
ENSG00000117308,GALE,10,-0.8378,25,0.56200,20,0.23886,16,-0.2329,25,0.58913,16,-0.1467
ENSG00000117305,HMGCL,30,1.11301,9,-0.6983,17,0.21319,9,-1.0424,5,-1.6820,29,1.22560
ENSG00000179163,FUCA1,12,-0.3224,24,0.82235,8,-0.9349,16,0.24071,14,-0.0786,11,-0.4092
ENSG00000189266,PNRC2,112,1.03403,47,-0.3776,81,0.48093,47,-0.5626,53,-0.1848,64,0.12001
ENSG00000188529,SRSF10,50,-0.1353,73,0.45417,68,0.34368,49,-0.3010,44,-0.3318,62,0.22666
ENSG00000001461,NIPAL3,43,-0.4446,71,0.35071,96,0.84832,31,-1.2999,145,1.57838,57,0.01203
ENSG00000133226,SRRM1,106,1.12554,56,0.08648,61,0.21381,35,-0.9531,68,0.39275,60,0.20598
ENSG00000169504,CLIC4,227,2.88087,8,-2.6412,46,-0.0868,12,-2.7167,38,-0.3800,77,0.87919
ENSG00000117614,SYF2,119,0.73588,70,-0.1252,51,-0.6122,70,-0.2033,87,0.22468,78,0.05301
ENSG00000117616,RSRP1,45,-0.0578,56,0.27364,58,0.32833,41,-0.3599,71,0.65393,42,-0.1872
ENSG00000183726,TMEM50A,99,0.07195,138,0.60379,64,-0.6135,94,-0.0182,69,-0.4955,101,0.11499
ENSG00000204178,MACO1,38,0.37331,39,0.42130,33,0.12721,27,-0.2550,24,-0.3720,31,0.03879
ENSG00000117643,MAN1C1,71,0.77096,63,0.56500,25,-0.8834,58,0.80222,10,-2.2242,14,-1.7838
ENSG00000162430,SELENON,70,0.59589,40,-0.3114,48,0.00622,48,0.00284,45,-0.0950,43,-0.1986
ENSG00000117640,MTFR1L,53,-0.3531,100,0.66464,68,0.04463,61,-0.2297,77,0.23335,64,-0.0526
ENSG00000117632,STMN1,463,-1.3506,1513,0.49155,1616,0.60024,1272,0.36809,833,-0.4580,744,-0.6867
ENSG00000158008,EXTL1,26,-1.0819,74,0.50227,54,0.00199,54,0.01058,58,0.11119,55,0.03969
ENSG00000175087,PDIK1L,4,-1.8233,14,-0.0899,26,0.95006,15,0.06213,6,-1.2390,18,0.33414
ENSG00000142684,ZNF593,36,0.17592,22,-0.5752,34,0.08320,34,0.16692,35,0.13901,28,-0.2519
ENSG00000142669,SH3BGRL3,383,0.39031,271,-0.1649,448,0.64901,283,-0.1560,246,-0.3122,271,-0.1772
ENSG00000158062,UBXN11,33,0.27908,23,-0.2684,10,-1.4556,29,0.10784,57,1.16751,19,-0.6586
ENSG00000117682,DHDDS,13,-0.8153,33,0.66416,28,0.39760,19,-0.3942,28,0.38159,23,0.07563
ENSG00000198830,HMGN2,280,0.77466,112,-0.6787,119,-0.5904,151,-0.3536,231,0.45736,208,0.32175
ENSG00000117713,ARID1A,38,-0.6817,91,0.70089,66,0.16296,51,-0.3676,71,0.28257,65,0.16945
ENSG00000204160,ZDHHC18,24,-0.4518,47,0.61416,49,0.70967,29,-0.2062,36,0.17753,24,-0.4781
ENSG00000142751,GPN2,19,0.14711,20,0.20795,22,0.36794,18,0.03017,11,-0.7563,16,-0.1502
ENSG00000090273,NUDC,140,-0.3447,184,0.09064,161,-0.1239,191,0.25341,159,-0.1409,158,-0.1669
ENSG00000253368,TRNP1,41,-0.9900,83,0.08616,36,-1.1827,95,0.55166,109,0.53167,59,-0.4760
ENSG00000090020,SLC9A1,28,0.04685,60,1.29662,45,0.81934,20,-0.6792,24,-0.2271,21,-0.4708
ENSG00000142784,WDTC1,40,-0.0778,44,0.07303,37,-0.1962,42,0.03487,42,-0.0111,43,0.05140
ENSG00000186501,TMEM222,63,-0.2208,88,0.30652,104,0.57515,63,-0.3494,75,0.03795,77,0.10322
ENSG00000158195,WASF2,79,1.51546,16,-1.0574,25,-0.4013,18,-1.2503,26,-0.3178,58,1.13356
ENSG00000126705,AHDC1,10,-2.1752,89,1.24064,52,0.32618,34,-0.5371,75,0.95119,34,-0.3439
ENSG00000126709,IFI6,437,1.28758,123,-0.7634,463,1.39455,90,-1.7127,248,0.32798,251,0.39185
ENSG00000009780,FAM76A,16,-0.1307,26,0.60979,21,0.25341,19,0.15401,11,-0.6787,13,-0.4793
ENSG00000117758,STX12,81,-0.1556,98,0.15873,176,1.12829,82,-0.2148,55,-0.7492,80,-0.1828
ENSG00000117751,PPP1R8,7,-2.2740,25,-0.3594,29,-0.1180,31,-0.0294,59,1.02171,36,0.21286
ENSG00000117748,RPA2,41,-0.4397,89,0.81900,63,0.24208,53,-0.0459,42,-0.3702,46,-0.2532
ENSG00000126698,DNAJC8,210,0.59482,130,-0.1753,181,0.34949,128,-0.3210,116,-0.3459,161,0.18189
ENSG00000130770,ATP5IF1,319,-0.8905,549,-0.0500,405,-0.5245,737,0.79172,557,-0.0272,361,-0.7632
ENSG00000180098,TRNAU1AP,8,-1.3332,20,0.13074,20,0.10866,17,-0.1832,22,0.27773,24,0.46248
ENSG00000120656,TAF12,34,1.20792,15,-0.1095,33,1.18719,11,-0.8607,8,-0.9938,16,-0.0208
ENSG00000198492,YTHDF2,31,-1.2789,103,0.56225,70,-0.0479,81,0.30252,69,-0.0831,60,-0.3273
ENSG00000116350,SRSF4,51,0.23762,48,0.14544,83,1.03731,26,-1.1379,60,0.50497,55,0.39147
ENSG00000116353,MECR,38,0.41549,35,0.30223,35,0.27493,25,-0.3975,19,-0.6335,35,0.31494
ENSG00000162511,LAPTM5,90,1.25529,14,-1.6327,24,-0.8704,37,-0.3021,37,-0.2197,56,0.52123
ENSG00000162512,SDC3,93,-1.1755,231,0.22706,190,-0.0821,200,-0.0020,231,0.22798,229,0.23640
ENSG00000134644,PUM1,57,-1.3563,188,0.49661,188,0.49357,141,0.06017,175,0.38350,102,-0.5092
ENSG00000121766,ZCCHC17,62,-1.0992,192,0.68243,136,0.11930,134,0.15834,124,-0.0273,102,-0.3563
ENSG00000121769,FABP3,63,-1.5224,208,0.30214,229,0.45896,218,0.70256,112,-0.6715,95,-0.9824
ENSG00000162517,PEF1,72,-0.3962,140,0.67726,88,-0.0651,103,0.30276,47,-1.0371,76,-0.3221
ENSG00000084636,COL16A1,21,-0.3269,34,0.45613,43,0.83963,20,-0.5393,20,-0.3669,31,0.32141
ENSG00000121753,ADGRB2,123,-0.9859,348,0.65204,244,0.07791,258,0.27947,219,-0.0992,169,-0.5417
ENSG00000184007,PTP4A2,165,-0.1142,158,-0.1826,172,-0.0509,150,-0.4183,229,0.40838,240,0.54766
ENSG00000121774,KHDRBS1,153,0.22384,152,0.21591,148,0.16896,132,-0.0162,88,-0.6394,130,-0.0350
ENSG00000121775,TMEM39B,20,0.36889,33,1.19108,11,-0.5315,13,-0.5611,24,0.66305,12,-0.4802
ENSG00000025800,KPNA6,38,0.07096,65,0.92845,53,0.59087,30,-0.5038,23,-0.7078,38,0.04310
ENSG00000084652,TXLNA,28,0.21350,25,0.02198,38,0.70116,21,-0.3511,23,-0.1392,25,0.03715
ENSG00000160050,CCDC28B,14,-0.3146,10,-0.7614,14,-0.3478,16,-0.2112,29,0.81415,22,0.41813
ENSG00000084623,EIF3I,126,-0.0265,162,0.37530,161,0.36388,113,-0.3173,180,0.54837,108,-0.2943
ENSG00000175130,MARCKSL1,189,-0.4907,93,-1.5539,232,-0.1684,203,-0.5822,325,0.36565,494,1.25904
ENSG00000160058,BSDC1,25,-1.4035,91,0.60986,54,-0.2253,60,-0.0962,97,0.71653,60,-0.0853
ENSG00000176261,ZBTB8OS,32,-0.6100,38,-0.3515,37,-0.4171,52,0.21601,69,0.57581,46,-0.0712
ENSG00000162521,RBBP4,90,-0.0107,100,0.15564,95,0.06919,94,0.11197,71,-0.3862,84,-0.1216
ENSG00000162522,KIAA1522,25,-0.1151,17,-0.7379,18,-0.5860,32,0.50295,30,0.14596,23,-0.2729
ENSG00000134684,YARS,77,-0.4987,144,0.48119,138,0.41660,124,0.41542,74,-0.5601,61,-0.9407
ENSG00000121905,HPCA,153,-0.7935,351,0.51214,283,0.16048,303,0.48707,162,-0.7110,174,-0.6534
ENSG00000121900,TMEM54,33,-0.6874,30,-0.8449,52,0.01065,60,0.39430,46,-0.1764,55,0.10825
ENSG00000004455,AK2,30,0.27828,23,-0.1440,24,-0.0644,17,-0.9701,19,-0.4540,50,1.30913
ENSG00000142920,AZIN2,22,0.04935,32,0.60108,21,-0.0882,21,-0.0840,13,-0.7584,23,0.10204
ENSG00000160094,ZNF362,1,-3.2969,12,-0.3975,22,0.48307,17,0.15160,16,0.04529,20,0.36490
ENSG00000134686,PHC2,67,0.27726,53,-0.0820,83,0.62434,50,-0.2900,61,0.13688,52,-0.1417
ENSG00000163866,SMIM12,24,-0.9017,65,0.64949,30,-0.5962,50,0.36022,31,-0.5486,41,-0.1101
ENSG00000116544,DLGAP3,45,-0.5652,71,0.12672,56,-0.2401,76,0.41839,46,-0.5240,60,-0.1352
ENSG00000163867,ZMYM6,9,-1.1385,22,0.26618,32,0.88304,16,-0.2996,24,0.40914,18,-0.0916
ENSG00000116560,SFPQ,184,0.45985,142,0.04151,161,0.24344,118,-0.3908,132,-0.0706,155,0.20925
ENSG00000146463,ZMYM4,64,0.40139,51,0.02437,39,-0.3821,53,0.17408,39,-0.4001,45,-0.1722
ENSG00000142687,KIAA0319L,21,-1.1675,66,0.58792,80,0.91247,45,-0.0267,28,-0.7600,41,-0.1946
ENSG00000020129,NCDN,267,-1.0065,933,0.98910,351,-0.5894,640,0.65974,309,-0.7805,285,-0.9789
ENSG00000126067,PSMB2,85,-0.3934,149,0.49039,128,0.23886,102,-0.1924,143,0.42322,97,-0.2162
ENSG00000142686,C1orf216,46,-1.2562,159,0.67915,129,0.33550,128,0.59004,66,-0.7184,55,-1.0646
ENSG00000092847,AGO1,24,-0.3918,29,-0.1073,36,0.21424,24,-0.6236,61,1.11671,36,0.26776
ENSG00000126070,AGO3,11,-0.2320,22,0.84553,17,0.35512,5,-1.9640,22,0.83622,24,1.13725
ENSG00000116863,ADPRHL2,19,0.06051,31,0.81167,15,-0.3590,15,-0.4509,18,-0.0281,22,0.30900
ENSG00000054116,TRAPPC3,45,-0.4015,77,0.43123,77,0.42668,60,0.06399,43,-0.4911,52,-0.2188
ENSG00000116871,MAP7D1,169,-0.4054,229,0.06866,176,-0.3466,258,0.45323,207,-0.0935,173,-0.4090
ENSG00000054118,THRAP3,65,0.11078,83,0.49400,79,0.42053,53,-0.3267,63,0.04800,56,-0.1366
ENSG00000196182,STK40,13,-0.6373,21,0.07706,28,0.50391,20,-0.0675,25,0.32910,18,-0.1651
