Feature ID,Feature Name,Feature count topic 1to6,Feature log2 fold change topic 1to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000116285,ERRFI1,16,-0.3600,8,-1.1296,32,1.13131
ENSG00000162426,SLC45A1,33,1.32880,12,-1.3613,14,-1.0515
ENSG00000142599,RERE,89,0.03716,122,0.53810,52,-0.8507
ENSG00000074800,ENO1,583,-0.1306,556,-0.1134,719,0.31292
ENSG00000171612,SLC25A33,43,0.38434,9,-2.2863,56,0.57005
ENSG00000188807,TMEM201,15,0.34404,8,-0.7884,14,0.08511
ENSG00000171603,CLSTN1,557,1.05239,259,-0.9966,278,-0.8881
ENSG00000178585,CTNNBIP1,36,0.55464,20,-0.7893,28,-0.2293
ENSG00000162441,LZIC,30,-0.3904,9,-1.9835,69,1.36664
ENSG00000130939,UBE4B,35,0.92100,13,-1.2695,23,-0.4656
ENSG00000054523,KIF1B,216,0.34528,139,-0.6235,201,-0.0266
ENSG00000142657,PGD,51,0.65436,9,-2.4149,55,0.28989
ENSG00000241563,CORT,57,-3.3726,1147,4.33992,49,-2.0984
ENSG00000160049,DFFA,30,-0.1869,42,0.54571,25,-0.3226
ENSG00000142655,PEX14,22,0.01471,20,-0.1357,23,0.10306
ENSG00000120948,TARDBP,59,-0.3986,92,0.61134,64,0.01488
ENSG00000116649,SRM,104,0.18340,97,-0.0685,86,-0.2532
ENSG00000171824,EXOSC10,22,0.82461,0,-5.2145,24,0.35589
ENSG00000198793,MTOR,30,0.81309,16,-0.8292,18,-0.6200
ENSG00000116661,FBXO2,217,-1.0498,325,0.27777,574,1.30355
ENSG00000132879,FBXO44,167,1.70469,34,-2.1666,68,-1.1134
ENSG00000116670,MAD2L2,27,-1.0025,59,0.93866,51,0.67251
ENSG00000011021,CLCN6,58,0.69843,10,-2.5184,61,0.26004
ENSG00000116685,KIAA2013,35,-0.6697,39,-0.0497,74,1.02511
ENSG00000083444,PLOD1,19,-1.0688,25,0.07278,55,1.45114
ENSG00000116688,MFN2,67,0.38916,42,-0.6364,60,-0.0846
ENSG00000048707,VPS13D,40,-0.0281,56,0.54003,26,-0.6834
ENSG00000162496,DHRS3,31,-1.5705,72,0.74839,114,1.61204
ENSG00000116731,PRDM2,69,1.70244,18,-1.7623,24,-1.3664
ENSG00000189337,KAZN,36,-0.2837,49,0.41986,39,0.04185
ENSG00000142634,EFHD2,147,1.52370,59,-1.1627,43,-1.6373
ENSG00000116138,DNAJC16,21,0.73332,9,-1.1647,16,-0.2519
ENSG00000197312,DDI2,20,0.65591,6,-1.6133,19,0.06496
ENSG00000116786,PLEKHM2,75,0.21808,78,0.11440,51,-0.5517
ENSG00000065526,SPEN,28,0.54402,1,-4.6842,37,0.62511
ENSG00000116809,ZBTB17,20,-0.5578,37,0.87068,22,-0.0392
ENSG00000185519,FAM131C,23,1.79279,0,-5.1794,12,-0.6426
ENSG00000037637,FBXO42,17,1.61220,0,-4.2902,10,-0.5118
ENSG00000055070,SZRD1,26,-0.9349,59,1.06359,41,0.40752
ENSG00000219481,NBPF1,14,-1.0410,30,0.88789,29,0.78708
ENSG00000238142,BX284668.5,15,-0.7032,30,0.94784,19,0.13704
ENSG00000159363,ATP13A2,148,1.03198,80,-0.7557,64,-1.1079
ENSG00000117118,SDHB,78,0.19297,55,-0.5197,82,0.12950
ENSG00000117115,PADI2,23,-2.1887,2,-4.0715,209,3.36055
ENSG00000179051,RCC2,15,-1.0419,30,0.81124,31,0.86581
ENSG00000074964,ARHGEF10L,14,-1.2001,57,2.05696,9,-1.1399
ENSG00000117154,IGSF21,90,1.64371,37,-1.1137,20,-2.0006
ENSG00000159423,ALDH4A1,35,0.63819,11,-1.6184,34,0.08938
ENSG00000127463,EMC1,23,-0.7091,44,0.81390,33,0.32729
ENSG00000053372,MRTO4,35,1.52738,21,-0.5418,3,-3.3007
ENSG00000053371,AKR7A2,39,-1.0961,58,0.21768,112,1.39888
ENSG00000077549,CAPZB,174,0.31375,132,-0.3727,148,-0.1782
ENSG00000173436,MICOS10,357,0.36885,304,-0.1655,248,-0.4922
ENSG00000158747,NBL1,259,-0.5672,169,-0.8644,600,1.28218
ENSG00000162545,CAMK2N1,1167,1.50658,365,-1.5453,456,-1.2053
ENSG00000090432,MUL1,25,0.09467,21,-0.3049,27,0.11826
ENSG00000183114,FAM43B,35,1.73208,1,-4.7285,20,-0.6055
ENSG00000158828,PINK1,373,0.45385,374,0.12111,170,-1.1304
ENSG00000244038,DDOST,25,-0.5065,44,0.77286,28,0.00216
ENSG00000189410,SH2D5,24,0.37441,26,0.22527,11,-1.1258
ENSG00000127483,HP1BP3,132,-0.2597,196,0.58143,121,-0.2217
ENSG00000075151,EIF4G3,97,0.81511,85,-0.0339,25,-1.9014
ENSG00000117298,ECE1,13,-2.1723,72,1.93450,50,1.20086
ENSG00000162551,ALPL,15,-2.7748,173,3.28120,33,-0.1527
ENSG00000076864,RAP1GAP,143,1.52023,61,-1.0617,38,-1.7754
ENSG00000090686,USP48,28,-0.3545,32,0.07963,41,0.49577
ENSG00000070831,CDC42,192,0.19025,201,0.12928,135,-0.5136
ENSG00000173372,C1QA,35,-1.8950,186,2.13353,81,0.50142
ENSG00000159189,C1QC,29,-1.6186,121,1.88012,56,0.42792
ENSG00000173369,C1QB,61,-1.7715,257,1.77950,159,0.83629
ENSG00000004487,KDM1A,37,0.18526,50,0.54893,15,-1.3282
ENSG00000169641,LUZP1,36,1.52220,14,-1.1975,11,-1.5885
ENSG00000125944,HNRNPR,89,0.21566,74,-0.2434,79,-0.1317
ENSG00000125945,ZNF436,18,0.95041,11,-0.5810,7,-1.1637
ENSG00000117318,ID3,5,-6.4193,451,2.82858,414,2.59029
ENSG00000142676,RPL11,526,-1.4457,1688,1.44678,1178,0.76749
ENSG00000011007,ELOA,16,0.23139,10,-0.6404,17,0.15451
ENSG00000057757,PITHD1,150,0.65305,113,-0.2976,77,-0.9073
ENSG00000011009,LYPLA2,49,-0.2298,60,0.26324,55,0.12373
ENSG00000117305,HMGCL,19,-0.5297,16,-0.4320,38,1.05712
ENSG00000189266,PNRC2,39,-0.9129,93,1.14309,56,0.25655
ENSG00000188529,SRSF10,39,0.36617,32,-0.2389,29,-0.4031
ENSG00000001461,NIPAL3,47,-0.0062,0,-6.4817,94,1.21638
ENSG00000133226,SRRM1,39,-0.9738,95,1.16238,60,0.34274
ENSG00000169504,CLIC4,11,-3.4284,43,0.08525,213,3.70342
ENSG00000117614,SYF2,42,-1.6062,166,1.73579,93,0.63230
ENSG00000117616,RSRP1,52,-0.2677,34,-0.7586,91,0.88295
ENSG00000183726,TMEM50A,67,-0.3471,62,-0.2347,109,0.71079
ENSG00000204178,MACO1,23,-0.3958,43,0.96190,17,-0.5809
ENSG00000117643,MAN1C1,30,-1.1838,115,1.98638,22,-0.9361
ENSG00000162430,SELENON,44,-0.4818,58,0.30669,64,0.49385
ENSG00000117640,MTFR1L,63,0.91135,28,-1.1054,39,-0.5609
ENSG00000117632,STMN1,1033,1.01810,449,-1.1068,571,-0.7334
ENSG00000158008,EXTL1,54,2.43754,10,-2.1505,9,-2.3753
ENSG00000142684,ZNF593,33,0.32802,17,-0.9696,35,0.21034
ENSG00000142669,SH3BGRL3,263,-0.1306,373,0.54729,204,-0.4503
ENSG00000158062,UBXN11,29,1.41443,0,-5.5527,21,-0.2368
ENSG00000117682,DHDDS,18,-0.5726,30,0.62199,25,0.31849
ENSG00000198830,HMGN2,134,-0.7875,193,0.32964,270,0.92213
ENSG00000117713,ARID1A,51,1.07328,23,-1.0380,25,-0.8871
ENSG00000204160,ZDHHC18,30,1.49727,5,-2.3970,16,-0.7319
ENSG00000090273,NUDC,150,0.36476,99,-0.5702,133,-0.0964
ENSG00000253368,TRNP1,62,1.42669,29,-0.9246,17,-1.7654
ENSG00000090020,SLC9A1,23,0.49949,28,0.44235,5,-2.2976
ENSG00000142784,WDTC1,30,-0.3297,37,0.26219,38,0.29329
ENSG00000186501,TMEM222,71,0.25663,22,-1.7330,97,0.58965
ENSG00000158195,WASF2,24,-1.7029,39,0.04574,119,2.17370
ENSG00000126705,AHDC1,50,2.02487,17,-1.3713,7,-2.5772
ENSG00000126709,IFI6,131,-0.8115,271,0.96522,188,0.31626
ENSG00000117758,STX12,95,0.73742,47,-0.9602,67,-0.3913
ENSG00000117751,PPP1R8,30,0.03760,22,-0.4917,36,0.33762
ENSG00000117748,RPA2,37,0.29755,25,-0.5728,36,0.00952
ENSG00000126698,DNAJC8,111,-0.2220,163,0.58218,96,-0.3032
ENSG00000130770,ATP5IF1,468,0.97509,292,-0.5487,183,-1.2675
ENSG00000180098,TRNAU1AP,21,2.00611,1,-4.1520,9,-0.9546
ENSG00000120656,TAF12,16,-0.5567,36,1.16496,12,-0.5953
ENSG00000198492,YTHDF2,65,1.15272,39,-0.5807,19,-1.6620
ENSG00000116350,SRSF4,39,-0.2546,29,-0.5486,64,0.76695
ENSG00000116353,MECR,30,1.13510,20,-0.4235,7,-1.9561
ENSG00000060656,PTPRU,30,1.21046,0,-5.6587,25,-0.0253
ENSG00000162511,LAPTM5,42,-0.9839,98,1.08743,69,0.46245
ENSG00000162512,SDC3,247,0.80102,111,-1.0887,172,-0.4006
ENSG00000134644,PUM1,125,0.25523,133,0.17183,76,-0.7222
ENSG00000060688,SNRNP40,19,0.04369,16,-0.1932,20,0.10643
ENSG00000121766,ZCCHC17,96,0.96702,38,-1.2394,60,-0.5548
ENSG00000121769,FABP3,130,1.00385,97,-0.2633,33,-1.9286
ENSG00000162517,PEF1,86,0.71321,27,-1.6081,77,-0.0105
ENSG00000084636,COL16A1,29,-0.2057,7,-2.1399,60,1.19365
ENSG00000121753,ADGRB2,247,1.29856,145,-0.5910,55,-2.0784
ENSG00000184007,PTP4A2,129,-0.6699,111,-0.4638,300,1.24300
ENSG00000121774,KHDRBS1,88,-0.1235,105,0.25397,87,-0.0556
ENSG00000025800,KPNA6,40,0.64116,23,-0.7219,28,-0.4214
ENSG00000084652,TXLNA,24,1.40577,2,-3.4961,16,-0.3747
ENSG00000160050,CCDC28B,20,0.40329,11,-0.8578,19,0.04226
ENSG00000084623,EIF3I,88,0.16374,73,-0.2487,83,-0.0400
ENSG00000175130,MARCKSL1,210,-1.3855,95,-1.7528,1002,2.37029
ENSG00000160058,BSDC1,65,1.73556,0,-6.4533,38,-0.5417
ENSG00000176261,ZBTB8OS,44,0.30069,32,-0.3939,38,-0.1377
ENSG00000162521,RBBP4,80,-0.4142,110,0.38923,105,0.30438
ENSG00000162522,KIAA1522,18,1.03160,3,-2.2913,14,-0.1820
ENSG00000134684,YARS,75,0.50342,54,-0.4136,52,-0.4695
ENSG00000160097,FNDC5,22,1.37534,8,-1.3644,9,-1.1295
ENSG00000121905,HPCA,290,1.40867,168,-0.6044,50,-2.4394
ENSG00000121900,TMEM54,42,-0.9696,98,1.09046,68,0.43335
ENSG00000116514,RNF19B,17,-0.0433,17,0.02617,18,0.04797
ENSG00000004455,AK2,22,-1.1671,11,-1.4913,90,2.09951
ENSG00000142920,AZIN2,17,-0.7750,32,0.74855,28,0.51634
ENSG00000160094,ZNF362,17,0.57786,4,-2.1304,19,0.31565
ENSG00000134686,PHC2,58,-0.2693,34,-0.9001,106,0.94331
ENSG00000163866,SMIM12,43,-0.0804,72,0.83827,20,-1.2368
ENSG00000116544,DLGAP3,71,1.62390,20,-1.6895,26,-1.2902
ENSG00000116560,SFPQ,135,0.78180,41,-1.6893,116,-0.0674
ENSG00000146463,ZMYM4,32,-0.2515,46,0.51764,31,-0.1466
ENSG00000142687,KIAA0319L,38,1.14879,12,-1.5489,22,-0.6369
ENSG00000020129,NCDN,537,1.63546,242,-0.9742,103,-2.2524
ENSG00000126067,PSMB2,97,0.46345,82,-0.1454,58,-0.7103
ENSG00000142686,C1orf216,91,1.54131,35,-1.2066,27,-1.6181
ENSG00000092847,AGO1,30,0.16739,25,-0.2735,29,-0.0240
ENSG00000116863,ADPRHL2,17,0.64322,0,-4.8955,21,0.53111
ENSG00000054116,TRAPPC3,53,0.58058,34,-0.5442,36,-0.4776
ENSG00000116871,MAP7D1,145,-0.0469,123,-0.2745,176,0.31074
ENSG00000054118,THRAP3,52,0.83121,11,-2.1838,47,0.03018
ENSG00000196182,STK40,20,-0.3021,40,1.11070,9,-1.2814
ENSG00000181817,LSM10,50,-0.1208,62,0.32690,46,-0.1498
ENSG00000116885,OSCP1,15,1.84654,0,-4.5631,7,-0.7395
ENSG00000116898,MRPS15,49,0.06412,70,0.62801,23,-1.1391
ENSG00000163873,GRIK3,41,6.59076,0,-5.6999,0,-7.6602
ENSG00000163875,MEAF6,97,1.63235,42,-1.0179,20,-2.1498
ENSG00000185090,MANEAL,28,-0.0721,56,1.21384,2,-3.7364
ENSG00000196449,YRDC,16,3.77109,0,-4.6366,1,-2.9522
ENSG00000197982,C1orf122,233,-0.0277,165,-0.5575,309,0.46963
ENSG00000183431,SF3A3,28,-0.1529,34,0.27705,28,-0.0286
ENSG00000183520,UTP11,30,0.80057,7,-2.0212,27,0.02147
ENSG00000116954,RRAGC,31,0.09770,27,-0.2102,32,0.03405
ENSG00000174574,AKIRIN1,71,0.44845,65,-0.0157,38,-0.8697
ENSG00000168653,NDUFS5,639,0.65048,401,-0.5960,412,-0.5515
ENSG00000127603,MACF1,91,-0.2791,132,0.54265,89,-0.1260
ENSG00000090621,PABPC4,54,0.33002,51,0.00787,34,-0.6395
ENSG00000116983,HPCAL4,275,2.27373,60,-2.0112,53,-2.1946
ENSG00000084072,PPIE,26,-0.3596,25,-0.1824,43,0.69438
ENSG00000168389,MFSD2A,19,-0.0875,19,0.00059,21,0.14611
ENSG00000131236,CAP1,133,0.30907,110,-0.2314,105,-0.3069
ENSG00000131238,PPT1,113,0.04174,121,0.11145,100,-0.1954
ENSG00000084073,ZMPSTE24,28,-0.1082,41,0.58249,20,-0.5641
ENSG00000084070,SMAP2,111,0.79672,75,-0.4539,52,-1.0026
ENSG00000117016,RIMS3,68,0.51769,84,0.47932,11,-2.6156
ENSG00000066136,NFYC,35,-0.3206,59,0.79846,28,-0.4459
ENSG00000179862,CITED4,14,-0.5597,14,-0.2122,28,0.97870
ENSG00000127124,HIVEP3,23,2.67726,4,-2.2492,2,-2.7810
ENSG00000198815,FOXJ3,54,1.12520,24,-1.0425,25,-0.9761
ENSG00000177181,RIMKLA,27,0.78027,27,0.21447,3,-2.7815
ENSG00000127125,PPCS,58,0.39648,42,-0.4232,46,-0.2720
ENSG00000171960,PPIH,19,-0.0075,23,0.25470,16,-0.2786
ENSG00000065978,YBX1,81,-1.9934,413,1.98918,238,0.88203
ENSG00000164008,C1orf50,25,0.03028,26,0.09109,23,-0.1507
ENSG00000177868,SVBP,30,-0.9212,76,1.25157,40,0.10467
ENSG00000117394,SLC2A1,47,-2.5919,510,3.39543,57,-0.9871
ENSG00000117395,EBNA1BP2,67,0.88689,45,-0.4479,27,-1.2161
ENSG00000066322,ELOVL1,13,-3.0609,0,-5.8103,219,4.26458
ENSG00000159479,MED8,19,1.93134,2,-2.6872,7,-1.1965
ENSG00000178922,HYI,15,-1.6728,8,-1.5651,87,2.62918
ENSG00000142949,PTPRF,105,0.48665,57,-0.8464,92,-0.0867
ENSG00000066135,KDM4A,17,0.43486,20,0.43344,4,-1.9319
ENSG00000126091,ST3GAL3,39,0.92997,27,-0.4123,14,-1.3819
ENSG00000117408,IPO13,52,-0.3630,4,-3.9958,131,1.52394
ENSG00000117410,ATP6V0B,370,0.54969,226,-0.6615,280,-0.3205
ENSG00000117411,B4GALT2,73,0.07917,64,-0.1940,74,0.04997
ENSG00000159214,CCDC24,20,1.20791,12,-0.5651,5,-1.8525
ENSG00000178028,DMAP1,48,-0.5598,83,0.73216,59,0.16056
ENSG00000117419,ERI3,178,0.25945,167,-0.0369,131,-0.4347
ENSG00000187147,RNF220,106,0.69684,66,-0.5922,64,-0.6394
ENSG00000142937,RPS8,914,-1.2904,2834,1.47845,1636,0.46191
ENSG00000070785,EIF2B3,20,-0.0378,22,0.18412,18,-0.1321
ENSG00000126107,HECTD3,15,1.26669,1,-3.3613,11,-0.2391
ENSG00000126088,UROD,71,-0.0442,47,-0.6720,100,0.55536
ENSG00000117450,PRDX1,347,-0.6352,317,-0.3562,761,1.15007
ENSG00000117448,AKR1A1,38,-0.3785,10,-2.0957,89,1.37238
ENSG00000132780,NASP,25,-0.2734,20,-0.4481,40,0.73791
ENSG00000159592,GPBP1L1,28,-0.6582,58,1.00854,31,-0.0472
ENSG00000159596,TMEM69,16,-0.3604,29,0.87044,13,-0.4853
ENSG00000086015,MAST2,23,0.18507,35,0.76532,5,-2.1422
ENSG00000085998,POMGNT1,53,-0.1902,47,-0.2665,75,0.51343
ENSG00000132128,LRRC41,43,-0.5518,75,0.77629,50,0.08601
ENSG00000173660,UQCRH,573,0.63783,427,-0.3253,309,-0.8363
ENSG00000117480,FAAH,29,0.18054,9,-1.6897,42,0.66684
ENSG00000079277,MKNK1,21,0.95655,2,-3.2878,20,0.09231
ENSG00000123472,ATPAF1,133,0.39948,110,-0.2113,92,-0.4974
ENSG00000159658,EFCAB14,52,-0.9837,85,0.46105,120,1.08819
ENSG00000162368,CMPK1,91,-0.3433,153,0.77771,78,-0.3548
ENSG00000162373,BEND5,24,1.07628,3,-2.7280,19,-0.1310
ENSG00000162374,ELAVL4,147,3.02848,27,-2.2140,8,-3.9154
ENSG00000185104,FAF1,27,-0.4533,53,0.98638,22,-0.4821
ENSG00000123091,RNF11,432,1.55322,165,-1.2335,129,-1.6094
ENSG00000085832,EPS15,145,0.29629,121,-0.2119,115,-0.3042
ENSG00000078618,NRDC,56,-0.1072,66,0.23874,55,-0.0679
ENSG00000169213,RAB3B,115,1.09257,86,-0.2463,22,-2.3265
ENSG00000117862,TXNDC12,25,-0.6665,57,1.19622,23,-0.3720
ENSG00000134717,BTF3L4,65,0.45639,27,-1.2902,68,0.19163
ENSG00000157077,ZFYVE9,23,3.00180,3,-2.4752,2,-3.2390
ENSG00000134748,PRPF38A,20,-1.1222,58,1.38809,32,0.28612
ENSG00000134744,TUT4,15,-0.4299,25,0.70253,16,-0.0497
ENSG00000162377,COA7,19,2.20894,0,-4.8843,7,-1.1011
ENSG00000162378,ZYG11B,134,2.68912,14,-3.0263,27,-2.1155
ENSG00000116171,SCP2,79,-0.1835,73,-0.1640,105,0.43126
ENSG00000162384,CZIB,52,-0.9372,137,1.34377,63,-0.0197
ENSG00000162385,MAGOH,28,-0.3594,58,1.11437,15,-1.0795
ENSG00000157193,LRP8,48,0.14715,78,0.85443,9,-2.4146
ENSG00000058799,YIPF1,19,1.70843,9,-0.8838,2,-2.7565
ENSG00000081870,HSPB11,37,0.03073,24,-0.6783,48,0.45830
ENSG00000116209,TMEM59,143,-0.7684,136,-0.3431,352,1.30541
ENSG00000116221,MRPL37,60,0.23418,39,-0.6511,64,0.15741
ENSG00000157216,SSBP3,163,1.12761,94,-0.6401,54,-1.4900
ENSG00000116133,DHCR24,131,0.36941,60,-1.1334,142,0.23546
ENSG00000162402,USP24,26,1.19457,4,-2.5522,18,-0.3096
ENSG00000162407,PLPP3,156,-0.6830,30,-2.7335,472,1.76986
ENSG00000162409,PRKAA2,30,1.95695,9,-1.4762,6,-2.1962
ENSG00000173406,DAB1,18,2.80824,0,-4.8174,4,-1.7631
ENSG00000162601,MYSM1,18,0.21164,20,0.22473,11,-0.7072
ENSG00000177606,JUN,55,-1.0449,168,1.56460,62,-0.2022
ENSG00000172456,FGGY,16,-0.0918,19,0.23122,16,-0.0874
ENSG00000134709,HOOK1,21,0.52724,24,0.37783,4,-2.1453
ENSG00000162599,NFIA,63,-1.0933,79,-0.0502,192,1.54622
ENSG00000162604,TM2D1,61,0.53062,30,-1.0008,54,-0.0554
ENSG00000162607,USP1,19,-0.6135,15,-0.5944,45,1.23254
ENSG00000116641,DOCK7,23,0.23852,1,-4.6117,38,0.93460
ENSG00000079739,PGM1,38,0.52183,0,-5.5742,52,0.67217
ENSG00000158966,CACHD1,19,-0.5605,22,0.07079,34,0.79935
ENSG00000162434,JAK1,50,-0.1313,83,0.83299,26,-1.0485
ENSG00000162433,AK4,61,1.12180,23,-1.2771,32,-0.7726
ENSG00000116675,DNAJC6,315,1.84607,46,-2.6426,129,-1.0999
ENSG00000213625,LEPROT,28,-1.7521,121,1.85583,67,0.69750
ENSG00000184588,PDE4B,51,-0.4867,33,-0.8517,110,1.18392
ENSG00000118473,SGIP1,77,1.06976,57,-0.2546,16,-2.2026
ENSG00000198160,MIER1,21,0.27822,16,-0.3600,19,-0.1303
ENSG00000142864,SERBP1,91,-0.4425,84,-0.2672,164,0.85792
ENSG00000116717,GADD45A,19,-1.2662,74,1.96310,18,-0.5794
ENSG00000116729,WLS,81,0.42780,23,-1.8059,97,0.40789
ENSG00000033122,LRRC7,57,1.72722,23,-1.1127,11,-2.2324
ENSG00000066557,LRRC40,23,2.75031,0,-4.6462,6,-1.7211
ENSG00000116754,SRSF11,76,-0.0060,57,-0.4563,95,0.37704
ENSG00000118454,ANKRD13C,27,0.31111,20,-0.4246,24,-0.1284
ENSG00000197568,HHLA3,18,-0.0542,18,-0.0194,20,0.11007
ENSG00000132485,ZRANB2,66,-0.0969,84,0.35889,58,-0.2390
ENSG00000172260,NEGR1,121,1.34718,73,-0.5450,21,-2.3826
ENSG00000178965,ERICH3,35,4.62418,1,-4.1112,1,-4.7898
ENSG00000162623,TYW3,16,-0.8374,20,0.02144,39,1.19658
ENSG00000117054,ACADM,33,-0.4478,27,-0.4840,64,0.98044
ENSG00000137955,RABGGTB,38,-0.0361,26,-0.5768,51,0.49220
ENSG00000117069,ST6GALNAC5,43,1.99764,6,-2.5889,15,-1.3277
ENSG00000142892,PIGK,32,0.45208,5,-2.7486,42,0.57140
ENSG00000154027,AK5,287,2.04687,87,-1.5312,51,-2.3341
ENSG00000036549,AC118549.1,17,-0.6495,25,0.44059,28,0.62907
ENSG00000077254,USP33,79,0.50112,44,-0.7828,66,-0.1514
ENSG00000180488,MIGA1,49,0.00070,46,-0.1063,52,0.09961
ENSG00000162613,FUBP1,47,0.45146,31,-0.5569,38,-0.2464
ENSG00000162616,DNAJB4,27,-0.0491,23,-0.2935,33,0.32790
ENSG00000117114,ADGRL2,24,1.92956,12,-0.7317,0,-6.8319
ENSG00000137941,TTLL7,81,0.18244,13,-2.6907,130,0.85554
ENSG00000142875,PRKACB,287,1.10014,80,-1.7574,187,-0.4609
ENSG00000117133,RPF1,21,1.55570,12,-0.6140,2,-3.0925
ENSG00000174021,GNG5,68,-1.1374,197,1.43688,101,0.23772
ENSG00000117155,SSX2IP,88,1.83929,39,-0.9732,10,-3.0133
ENSG00000162642,C1orf52,58,1.70355,8,-2.6582,27,-0.9087
ENSG00000153904,DDAH1,217,0.48002,167,-0.3096,145,-0.5386
ENSG00000117174,ZNHIT6,20,-0.6321,39,0.89306,24,0.07722
ENSG00000122417,ODF2L,25,0.22392,38,0.80656,4,-2.6584
ENSG00000097033,SH3GLB1,31,-0.9811,79,1.25260,44,0.22319
ENSG00000183291,SELENOF,87,-0.5819,145,0.67819,115,0.26842
ENSG00000153936,HS2ST1,42,0.39801,47,0.27686,17,-1.3135
ENSG00000143013,LMO4,583,2.52123,156,-1.6990,47,-3.4692
ENSG00000137947,GTF2B,24,2.03192,0,-4.6530,11,-0.9306
ENSG00000137944,KYAT3,15,-0.2901,17,0.16354,19,0.32329
